"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","occurrenceRemarks","barcode","decimalLongitude","decimalLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","imagecode","phylum","order","typeStatus","continentOcean","preparationType","infraspecificEpithet","class","relatedCatalogItem","relationshipType","previousCatalogNumber","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","538690","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","argutidens","Sebastiania argutidens","Pax & K.Hoffm.","L. B. Smith","R. M. Klein","1612","1955","09","29","Brazil","Santa Catarina","Itajaí","Cunhas, Itajaí","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=656822' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538690","-48.6617","-26.9081",NA,"10","10",NA,NA,NA,NA,NA,NA,"NY00538690_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","538695","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","argutidens","Sebastiania argutidens","Pax & K.Hoffm.","L. B. Smith","R. Reitz","2031","1954","08","05","Brazil","Santa Catarina","Itajaí","Cunhas, Itajaí","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=656819' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538695","-48.6617","-26.9081",NA,"10","10",NA,NA,NA,NA,NA,NA,"NY00538695_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2017-01-12 12:48:00-02","NY","NYBG","538691","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","argutidens","Sebastiania argutidens",NA,"A. S. de Oliveira","E. Henz","35398","1946","10","10","Brazil","Rio Grande do Sul","Sao Leopoldo","S. Leopoldo","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=656827' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538691","-51.143791","-29.75136",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY00538691_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","538700","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","argutidens","Sebastiania argutidens","Pax & K.Hoffm.","L. B. Smith","R. Reitz","3841","1956","10","12","Brazil","Santa Catarina","Ibirama","Ibirama","Lenho na xiloteca <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=656825' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538700","-49.534691","-27.013976",NA,"100","100",NA,NA,NA,NA,NA,NA,"NY00538700_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","538693","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","argutidens","Sebastiania argutidens","Pax & K.Hoffm.","L. B. Smith","R. M. Klein","2016","1956","05","21","Brazil","Santa Catarina","Ibirama","Riberao do Areado, Ibirama","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=656823' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538693","-49.5178","-27.0569",NA,"100","100",NA,NA,NA,NA,NA,NA,"NY00538693_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","538694","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","argutidens","Sebastiania argutidens","Pax & K.Hoffm.","L. B. Smith","R. Reitz","3734","1956","09","20","Brazil","Santa Catarina","Ibirama","Ibirama","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=656824' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538694","-49.534691","-27.013976",NA,"100","100",NA,NA,NA,NA,NA,NA,"NY00538694_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","538699","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","argutidens","Sebastiania argutidens","Pax & K.Hoffm.","L. B. Smith","R. Reitz","2119","1954","09","24","Brazil","Santa Catarina","Itajaí","Cunhas, Itajaí","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=656821' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538699","-48.6617","-26.9081",NA,"10","10",NA,NA,NA,NA,NA,NA,"NY00538699_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","538696","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","argutidens","Sebastiania argutidens","Pax & K.Hoffm.","L. B. Smith","R. M. Klein","1272","1955","04","14","Brazil","Santa Catarina","Itajaí","Cunhas, Itajaí","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=656820' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538696","-48.6617","-26.9081",NA,"10","10",NA,NA,NA,NA,NA,NA,"NY00538696_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2017-01-12 12:48:00-02","NY","NYBG","538692","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","argutidens","Sebastiania argutidens",NA,"A. S. de Oliveira","E. Henz","35398","1946","10","10","Brazil","Rio Grande do Sul","Sao Leopoldo","S. Leopoldo","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=656828' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538692","-51.143791","-29.75136",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY00538692_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","538697","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","argutidens","Sebastiania argutidens","Pax & K.Hoffm.","L. B. Smith","R. Reitz","5040","1957","10","05","Brazil","Santa Catarina","Garuva","Tres Barras, Garuva, S. Francisco do Sul","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=656826' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538697","-48.8547","-26.0269",NA,"200","200",NA,NA,NA,NA,NA,NA,"NY00538697_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","538688","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","argutidens","Sebastiania argutidens","Pax & K.Hoffm.","L. B. Smith","R. M. Klein","553","1953","08","13","Brazil","Santa Catarina","Brusque","Mata do Malucher, Brusque","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=656829' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538688","-48.9172","-27.0983",NA,"60","60",NA,NA,NA,NA,NA,NA,"NY00538688_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","538689","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","argutidens","Sebastiania argutidens","Pax & K.Hoffm.","L. B. Smith","R. M. Klein","1612","1955","09","29","Brazil","Santa Catarina","Itajaí","Cunhas, Itajaí","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=656818' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538689","-48.6617","-26.9081",NA,"10","10",NA,NA,NA,NA,NA,NA,"NY00538689_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","538704","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","bahiensis","Sebastiania bahiensis","Müll.Arg.","A. S. de Oliveira","R. P. Belém","614","1965","03","31","Brazil","Bahia","Ilhéus","Ilhéus, CEPLAC, CEPEC. Centro de Pesquisas do Cacau","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=17884' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538704","-39.2273659","-14.771874",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY00538704_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","538701","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","bahiensis","Sebastiania bahiensis","Müll.Arg.","A. S. de Oliveira","R. P. Belém","614","1965","03","31","Brazil","Bahia","Ilhéus","Centro de Pesquisas do Caena","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=17885' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538701","-39.0492","-14.7892",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY00538701_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","538703","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","bahiensis","Sebastiania bahiensis","Müll.Arg.",NA,"L. Riedel","s.n.",NA,NA,NA,"Brazil",NA,NA,"{From protologue: Ad Serra da Piedade]","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=17886' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY00538703_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","538702","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","bahiensis","Sebastiania bahiensis","Müll.Arg.","A. S. de Oliveira","R. P. Belém","2932","1966","11","28","Brazil","Bahia","Coaraci","Coarací","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=17883' target='other'> <mi>dwc_moreinfo</mi></a>","NY00538702","-39.53","-14.64",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY00538702_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-09-27 16:03:00-03","NY","NYBG","539220","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","commersoniana","Sebastiania commersoniana",NA,"N. M. Bacigalupo","M. E. Múlgura de Romero","1906","1997","12","15","Argentina","Misiones","General Manuel Belgrano","Salto Tupá, sobre arroyo Rodador, frente entrada INTA","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=671781' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539220","-53.75","-26.03",NA,"540","540",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","539219","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","commersoniana","Sebastiania commersoniana","(Baill.) L.B.Sm. & Downs","S. F. Smith","R. A. Wasum","557","2000","03","12","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Parque Paraíso da Serra","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=671778' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539219","-50.5833","-29.4483",NA,"830","830",NA,NA,NA,NA,NA,NA,"NY00539219_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","503444","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","commersoniana","Sebastiania commersoniana","(Baill.) L.B.Sm. & Downs","S. F. Smith","R. A. Wasum","s.n.","1998","11","26","Brazil","Rio Grande do Sul","Caçapava do Sul","Pedra do Segredo","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=671779' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503444","-53.4914","-30.5122",NA,"300","300",NA,NA,NA,NA,NA,NA,"NY00503444_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","685937","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","commersoniana","Sebastiania commersoniana","(Baill.) L.B.Sm. & Downs",NA,"S. A. Nicolau","1885","1999","10","06","Brazil","São Paulo","Luís Antônio","Várzea do Jenipapo - VCP","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=822642' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685937","-47.7","-21.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY00685937_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","583714","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","commersoniana","Sebastiania commersoniana","(Baill.) L.B.Sm. & Downs","S. F. Smith","S. Diesel","1597","1998","01","10","Brazil","Rio Grande do Sul","Canela","Canela","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=671777' target='other'> <mi>dwc_moreinfo</mi></a>","NY00583714","-50.8156","-29.3658",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY00583714_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","539217","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","commersoniana","Sebastiania commersoniana","(Baill.) L.B.Sm. & Downs","S. F. Smith","R. A. Wasum","7587","1991","04","09","Brazil","Rio Grande do Sul",NA,"Piratini. Estrada para Canguçu","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=671775' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539217",NA,NA,NA,"370","370",NA,NA,NA,NA,NA,NA,"NY00539217_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","539218","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","commersoniana","Sebastiania commersoniana","(Baill.) L.B.Sm. & Downs","S. F. Smith","R. A. Wasum","3421","1987","10","31","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Sao Francisco de Paula. Lajeado Grande","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=671774' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539218","-50.630384","-29.098608",NA,"800","800",NA,NA,NA,NA,NA,NA,"NY00539218_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","569561","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","commersoniana","Sebastiania commersoniana","(Baill.) L.B.Sm. & Downs","S. F. Smith","S. Diesel","1694","1998","10","22","Brazil","Rio Grande do Sul","Canela","Canela","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=671780' target='other'> <mi>dwc_moreinfo</mi></a>","NY00569561","-50.8156","-29.3658",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY00569561_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","813740","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","commersoniana","Sebastiania commersoniana","(Baill.) L.B.Sm. & Downs","S. F. Smith","A. Kegler","812","2000","02","01","Brazil","Rio Grande do Sul","Caxias do Sul","Vila Cristina.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=807323' target='other'> <mi>dwc_moreinfo</mi></a>","NY00813740","-51.167635","-29.308783",NA,"150","150",NA,NA,NA,NA,NA,NA,"NY00813740_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","539216","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","commersoniana","Sebastiania commersoniana","(Baill.) L.B.Sm. & Downs","S. F. Smith","R. A. Wasum","8033","1991","11","12","Brazil","Rio Grande do Sul","Jari","Jari. Rincao Sto. Antonio","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=671776' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539216","-54.2239","-29.2917",NA,"450","450",NA,NA,NA,NA,NA,NA,"NY00539216_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","539221","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","commersoniana","Sebastiania commersoniana","(Baill.) L.B.Sm. & Downs","O. A. Guimarães","H. Moreira Filho","5432","1966","06","26","Brazil","Paraná","Curitiba","Represa da Sanepar, Atuba","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=671773' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539221","-49.2731","-25.4281",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY00539221_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","539256","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","edwalliana","Sebastiania edwalliana","Pax & K.Hoffm.","G. L. Webster","G. L. Webster","25402","1984","10","15","Brazil","São Paulo","Jundiaí","Serra do Japí","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=454030' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539256","-46.87","-23.18",NA,"900","1000",NA,NA,NA,NA,NA,NA,"NY00539256_01","Magnoliophyta","Malpighiales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-09-27 15:10:00-03","NY","NYBG","539254","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","edwalliana","Sebastiania edwalliana vestita","Chodat & Hassl.","A. Lourteig","A. L. Woolston","236","1954","06","20","Paraguay","San Pedro",NA,"Alto Paraguay: Primavera","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=416726' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Malpighiales",NA,"South America","sheet","vestita",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","539255","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","edwalliana","Sebastiania edwalliana vestita","Chodat & Hassl.","G. L. Webster","G. L. Webster","25383","1984","10","10","Brazil","São Paulo","Campinas","Fazenda Santa Eliza","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=416727' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539255","-47.07","-22.87",NA,"650","650",NA,NA,NA,NA,NA,NA,"NY00539255_01","Magnoliophyta","Malpighiales",NA,"South America","sheet","vestita",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-09-27 15:10:00-03","NY","NYBG","539254","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","edwalliana","Sebastiania edwalliana vestita","Chodat & Hassl.","A. Lourteig","A. L. Woolston","236","1954","06","20","Paraguay","San Pedro",NA,"Alto Paraguay: Primavera","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=416726' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539254",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Malpighiales",NA,"South America","sheet","vestita",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","539255","PreservedSpecimen","Plantae","Euphorbiaceae","Sebastiania","edwalliana","Sebastiania edwalliana vestita","Chodat & Hassl.","G. L. Webster","G. L. Webster","25383","1984","10","10","Brazil","São Paulo","Campinas","Fazenda Santa Eliza","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=416727' target='other'> <mi>dwc_moreinfo</mi></a>","NY00539255","-47.07","-22.87",NA,"650","650",NA,NA,NA,NA,NA,NA,"NY00539255_01","Magnoliophyta","Malpighiales",NA,"South America","sheet","vestita",NA,NA,NA,NA,NA,NA,NA,NA,NA
