"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","county","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"140","2019-03-16 17:04:13-03","UNEMAT","HERBAM","19267","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Santos, R.C.; Ferreira, J. & Godói, H.N.L.","6906Equipe 11-2","2015","06","08",NA,"Brasil","Mato Grosso","Resgate de FLORA da UHE Colíder. Lote F de supress",NA,NA,"HERBAM019267",NA,"-55.2764015197754","-11.0616998672485","Itaúba","111180","auto","256","256",NA,NA,NA,"-8782773","-660415",NA,NA,NA,NA,NA
"141","2014-10-14 15:56:31-03","BS","M","M-0146487","S","Plantae","Magnoliophyta","Ericales","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"M0146487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"NOTATYPE",NA,NA
"142","2019-06-27 10:25:25-03","UFES","VIES","30154","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Dias, H.M.; Silva, A.E.","775","2011","11","30",NA,"Brasil","Espírito Santo","Pacotuba.",NA,NA,"VIES030154","VIES030154","-41.1128005981445","-20.8488998413086","Cachoeiro de Itapemirim","35694","auto","120","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2020-04-27 16:10:14-03","UFES","VIES","20396","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","Menandro, M.S.","Menandro, M.S.","286","1991","08","29",NA,"Brasil","Espírito Santo","Distrito de Itapina. Córrego Estrela a 25 km de Co. Propriedade de Lourival Rossman. Mata Atlântica.",NA,"Pastagem.","VIES020396","VIES020396","-40.6305999755859","-19.539400100708","Colatina","57036","auto",NA,NA,"1991","08","29",NA,NA,NA,NA,NA,NA,NA
"144","2019-09-27 18:05:08-03","UFES","VIES","27315","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","Ribeiro, M.","Menezes, L.F.T.; Broggio, I.S.","1932","2010","07","14",NA,"Brasil","Espírito Santo","Povoação. Estrada de chão próximo ao Rio Doce. Floresta Aluvial caracterizada por cabruca. Sítio Três Rios.",NA,NA,"VIES027315","VIES027315 VIES027315_1","-40.0722007751465","-19.3910999298096","Linhares","48094","auto",NA,NA,"2010","12","15",NA,NA,NA,NA,NA,NA,NA
"145","2019-06-27 10:25:25-03","UFES","VIES","5845","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","Mori, S.","Gomes, J.M.L.","1604","1991","08","02",NA,"Brasil","Espírito Santo","Pedra do Camelo.",NA,NA,"VIES005845","VIES005845","-40.8513984680176","-19.2250003814697","Pancas","32475","auto",NA,NA,"1992",NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-04-27 16:10:14-03","UFES","VIES","23957","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","Assis, A.M.","Santos, R.; Assis, A.M.; Cribari, R.S. & Boelho, R.M.","6","2010","10","08",NA,"Brasil","Espírito Santo","Vertente sudeste. Acesso pelo Bairro Jardim Tropical (Trilha de FURNAS). APA Mestre Álvaro",NA,NA,"VIES023957","VIES023957","-40.3075","-20.183056","Serra",NA,NA,"180","180","2010","10","08","40º18'27''W","20º10'59''S",NA,NA,NA,NA,NA
"147","2021-03-02 17:19:41-03","UFES","VIES","49390","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Valadares, R.T.; Magnago, A.; Apelfeler, R.","2356","2020","06","06",NA,"Brasil","Espírito Santo","APA do Mestre Álvaro. Trilha do Jequitibá.",NA,NA,"VIES049390",NA,"-40.311944","-20.175278","Serra",NA,NA,"200","200",NA,NA,NA,"40º18'43''W","20º10'31''S",NA,NA,NA,NA,NA
"148","2019-09-27 18:05:08-03","UFES","VIES","31032","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","Pereira, O.J.","Oliveira, R.N.","679","1993","12","28",NA,"Brasil","Espírito Santo",NA,NA,NA,"VIES031032","VIES031032","-40.2733001708984","-19.8202991485596","Aracruz","37987","auto",NA,NA,"1993","12","28",NA,NA,NA,NA,NA,NA,NA
"149","2019-06-27 10:25:25-03","UFES","VIES","33290","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Moreira, L.N.","52","2007","05","28",NA,"Brasil","Espírito Santo","Floresta Nacional Pacotuba.",NA,NA,"VIES033290","VIES033290","-41.1128005981445","-20.8488998413086","Cachoeiro de Itapemirim","35694","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2019-07-05 19:08:34-03","UFES","VIES","42263","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Sossai, B.G.; Souza, T.; Alves-Araújo, A.","149","2018","04","02",NA,"Brasil","Espírito Santo","Trilha da Lagoa Seca. Flona do Rio Preto",NA,NA,"VIES042263","VIES042263","-39.7322006225586","-18.5932998657227","Conceição da Barra","41644","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2021-04-05 11:06:03-03","UNESP-IBB","BOTUW","2520","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Longui EL",NA,"2013","09","05",NA,"Brasil","São Paulo","Estação Experimental de Luis Antonio, no plantio homogeneo",NA,"caule de árvore de mais de 30 anos","BOTUW002520",NA,"-47.733917","-21.570028","Luis Antonio",NA,NA,NA,NA,NA,NA,NA,"47°44'02.1W","21°34'12.1S",NA,NA,NA,NA,NA
"152","2021-04-05 11:06:03-03","UNESP-IBB","BOTUW","520","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) O. Ktze",NA,NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo","Comp. Vale do Rio Doce",NA,NA,"BOTUW000520",NA,"-40.533333","-19.866667",NA,NA,NA,NA,NA,NA,NA,NA,"40°32'W","19°52'S",NA,NA,NA,NA,NA
"153","2020-06-29 09:30:38-03","UFRRJ","RBR","8022","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"M.M.S. Conde","463","2000","04","15",NA,"Brasil","Rio de Janeiro","Ilha da Marambaia, Caminho da matriz",NA,NA,"RBR00008022",NA,"-44.040599822998","-22.9596996307373","Mangaratiba","17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2020-06-29 09:30:38-03","UFRRJ","RBR","43821","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","T.P.P. Alverga","L.H. Soares",NA,"2014","02","06",NA,"Brasil","Rio de Janeiro","PEPB. Inventário complementar F83/54.",NA,NA,"RBR00043821",NA,"-43.450278","-22.901111","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"43º27'1''W","22º54'4''S",NA,NA,NA,NA,NA
"155","2020-06-29 09:30:38-03","UFRRJ","RBR","43822","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","T.P.P. Alverga","L.H. Soares",NA,"2014","03","21",NA,"Brasil","Rio de Janeiro","PNM Mendanha. Inventário complementar F95/85.",NA,NA,"RBR00043822",NA,"-43.511111","-22.828889","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"43º30'40''W","22º49'44''S",NA,NA,NA,NA,NA
"156","2020-06-29 09:30:38-03","UFRRJ","RBR","43828","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","T.P.P. Alverga","L.H. Soares",NA,"2014","06","24",NA,"Brasil","Rio de Janeiro","PEPB. EE-47 Projeto Raizes- Rio De Janeiro F33/106.",NA,NA,"RBR00043828",NA,"-43.455833","-22.938333","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"43º27'21''W","22º56'18''S",NA,NA,NA,NA,NA
"157","2020-06-29 09:30:38-03","UFRRJ","RBR","25941","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","M. Ribeiro","H.C. Rodrigues","s.n.","1994","07","16",NA,"Brasil","Rio de Janeiro","REBIO do Tinguá, Estrada do Ouro, linha 5. Reserva Biológica do Tinguá",NA,NA,"RBR00025941","RBR00025941","-43.451099395752","-22.7591991424561","Nova Iguaçu","25743","auto",NA,NA,"2014","08","29",NA,NA,NA,NA,NA,NA,NA
"158","2020-06-29 09:30:38-03","UFRRJ","RBR","11450","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"A.M. Lino","020/72","1972","03","07",NA,"Brasil","Espírito Santo","Reserva Florestal da Vale do Rio Doce, Est. Contra-mão, Km 0,340, lado direito.",NA,NA,"RBR00011450",NA,"-40.0722007751465","-19.3910999298096","Linhares","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2020-06-29 09:30:38-03","UFRRJ","RBR","1330","S","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"J. Spada","043/78","1978","02","10",NA,"Brasil","Espírito Santo","Reserva Florestal da Vale do Rio Doce, Talhão 057, à 100m do antigo refeitório.",NA,NA,"RBR00001330",NA,"-40.0722007751465","-19.3910999298096","Linhares","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2013-04-01 09:15:47-03","IPT","BCTW","12880","S","Plantae","Magnoliophyta",NA,NA,"Cariniana","brasiliensis","Cariniana brasiliensis","Casar.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,NA,"-39.2803","-14.7856","Itabuna","30592","auto",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"161","2013-04-01 09:15:47-03","IPT","BCTW","5985","S","Plantae","Magnoliophyta",NA,NA,"Cariniana","brasiliensis","Cariniana brasiliensis","Casar.","IPT",NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","Estação Experimental de Ibití",NA,NA,NA,NA,"-46.68","-22.68","Monte Alegre do Sul","11114","auto",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"162","2013-04-01 09:15:47-03","IPT","BCTW","8537","S","Plantae","Magnoliophyta",NA,NA,"Cariniana","brasiliensis","Cariniana brasiliensis","Casar.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"-41.7869","-22.3708","Macaé","47209","auto",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"163","2013-04-01 09:15:47-03","IPT","BCTW","11209","S","Plantae","Magnoliophyta",NA,NA,"Cariniana","brasiliensis","Cariniana brasiliensis","Casar.",NA,NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"164","2013-04-01 09:15:47-03","IPT","BCTW","2417","S","Plantae","Magnoliophyta",NA,NA,"Cariniana","brasiliensis","Cariniana brasiliensis","Casar.","Moysés Kuhlmann","Celeste Faé",NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"-47.56","-22.41","Rio Claro","21773","auto",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"165","2013-04-01 09:15:47-03","IPT","BCTW","12865","S","Plantae","Magnoliophyta",NA,NA,"Cariniana","brasiliensis","Cariniana brasiliensis","Casar.","Armando de Mattos Filho",NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo","Reserva Florestal da Cia Vale do Rio Doce (CVRD)",NA,NA,NA,NA,"-40.0722","-19.3911","Linhares","48094","auto",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"166","2013-04-01 09:15:47-03","IPT","BCTW","12268","S","Plantae","Magnoliophyta",NA,NA,"Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,"Cassificação Original: Cariniana brasiliensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"167","2013-04-01 09:15:47-03","IPT","BCTW","16259","S","Plantae","Magnoliophyta",NA,NA,"Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"168","2013-04-01 09:15:47-03","IPT","BCTW","60","S","Plantae","Magnoliophyta",NA,NA,"Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","Horto Florestal",NA,NA,NA,NA,"-46.63","-23.54","São Paulo","53584","auto",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"169","2013-04-01 09:15:47-03","IPT","BCTW","4451","S","Plantae","Magnoliophyta",NA,NA,"Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","Moysés Kuhlmann",NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","Estação Experimental de Ibiti",NA,NA,NA,NA,"-46.68","-22.68","Monte Alegre do Sul","11114","auto",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"170","2013-04-01 09:15:47-03","IPT","BCTW","804","S","Plantae","Magnoliophyta",NA,NA,"Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"-42.0228","-20.9047","Tombos","16749","auto",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"171","2013-04-01 09:15:47-03","IPT","BCTW","11834","S","Plantae","Magnoliophyta",NA,NA,"Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,NA,NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Estação de Rocha Leão",NA,NA,NA,NA,"-41.945","-22.5269","Rio das Ostras","17620","auto",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"172","2020-12-21 16:31:25-03","MBM","MBM","39274","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) O. Kuntze","Smith, L.B.","Hatschbach, G.","7964",NA,NA,NA,"Southern America","Brazil","Paraná","Rio Piquiri",NA,NA,"MBM039274","MBM039274","-54.2557983398438","-24.0799999237061","Guaíra","33984","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2020-12-21 16:31:25-03","MBM","MBM","284792","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) O. Kuntze","Fiaschi, P.","Jardim, J.G.; et al.; et al.","1527","1998","02","17","Southern America","Brazil","Bahia","Serra do Teimoso",NA,NA,"MBM284792","MBM284792","-39.4953002929688","-15.1913995742798","Jussari","21386","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2020-12-21 16:31:25-03","MBM","MBM","90489","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) O. Kuntze","Mori, S.","Carvalho, A.M. de; et al.; et al.","1672",NA,NA,NA,"Southern America","Brazil","Bahia","Estrada Ilhéus - Uruçuca",NA,NA,"MBM090489","MBM090489","-39.2844009399414","-14.5930995941162","Uruçuca","33791","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2020-12-21 16:31:25-03","MBM","MBM","260207","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) O. Kuntze","Barreto, M.","Barreto, M.","1562","1935","07","12","Southern America","Brazil","Minas Gerais","Fazenda da Cachoeira",NA,NA,"MBM260207","MBM260207","-42.0228004455566","-20.9046993255615","Tombos","16749","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2020-12-21 16:31:25-03","MBM","MBM","119392","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) O. Kuntze","Hatschbach, G.","Hatschbach, G.; Manosso, A.; Manosso, A.","51698",NA,NA,NA,"Southern America","Brazil","Paraná","Rio Paranapanema",NA,NA,"MBM119392","MBM119392","-51.7938995361328","-22.6977996826172","Santo Inácio","16493","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2020-12-21 16:31:25-03","MBM","MBM","29412","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) O. Kuntze",NA,"Duarte, A.P.","6209",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Mesa do Imperador",NA,NA,"MBM029412","MBM029412","-43.2075004577637","-22.9027996063232","Rio de Janeiro","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2020-12-21 16:31:25-03","MBM","MBM","150913","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) O. Kuntze",NA,"Otoman, M.K.","10",NA,NA,NA,"Southern America","Brazil","São Paulo","Estação Experimental de Bauru",NA,NA,"MBM150913","MBM150913","-49.060001373291","-22.3099994659424","Bauru","29186","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2020-12-21 16:31:25-03","MBM","MBM","62010","PreservedSpecimen","Plantae",NA,NA,"Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) O. Kuntze",NA,"Mattos, L.A.F.","10081",NA,NA,NA,"Southern America","Brazil","São Paulo","Bosque dos Jequitibás",NA,NA,"MBM062010","MBM062010","-47.060001373291","-22.8999996185303","Campinas","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2019-11-01 15:33:06-03","PUC-RIO","FCAB","8141","PreservedSpecimen","Plantae",NA,"Angiospermae","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","J.M.A. Braga","J.M. Freire; R.R. Oliveira; B.L. Rosendo","441","2008","06","20",NA,"Brasil","Rio de Janeiro","Maciço da Pedra Branca 2.4",NA,"Árvore com 26 m de altura, bifurcada com 97/39 cm.","FCAB008141",NA,"-74.976667","-66.199167","Camorim",NA,NA,"110","110",NA,NA,NA,"-74.976667","-66.199167",NA,NA,NA,NA,NA
"181","2019-11-01 15:28:22-03","PUC-RIO","FCAB","6335","PreservedSpecimen","Plantae",NA,"Angiospermae","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","Sebastião Nto","A. Solórzano; R.R. Oliveira","s.n.","2002","03","12",NA,"Brasil","Rio de Janeiro","Maciço da Pedra Branca, Floresta do Camorim, Morro",NA,"Arbusto de aproximadamente 4m. Em floresta secundária em estágio avançado.","006335",NA,"-43.2075004577637","-22.9027996063232","Rio de Janeiro","57442","auto","350","350","2002","08","12",NA,NA,NA,NA,NA,NA,NA
"182","2019-11-01 15:33:06-03","PUC-RIO","FCAB","7565","PreservedSpecimen","Plantae",NA,"Angiospermae","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","H.C. de Lima","Haroldo C. de Lima; J.M.A. Braga; L.J.T. Cardoso; C. de Carvalho; W. da Silva","8456","2016","11","03",NA,"Brasil","Rio de Janeiro","Reserva Biológica do Tinguá. Tinguá., Represa de Macuco.",NA,"Árvore com 25 m alt. Tronco com casca sulcada e acinzentada-escura, DAP ca. 80 cm. Frutos passados no chão. Ocasional.; Mata de encosta.","FCAB007565",NA,"-43.437778","-22.582778","Nova Iguaçu",NA,NA,"98","98","2016","11",NA,"-43.437778","-22.582778",NA,NA,NA,NA,NA
"183","2019-11-01 15:28:22-03","PUC-RIO","FCAB","1597","PreservedSpecimen","Plantae",NA,"Angiospermae","Lecythidaceae","Couratari","legalis","Couratari legalis","Mart.","Dr. Aparicio","P. Capell S.J.","s.n.","1951","07",NA,NA,"Brasil","Rio de Janeiro","Jardim Botânico",NA,"Epiteto não encontrado na Lista de espécie da Flora do Brasil. Origem da Amazonas.","001597",NA,"-43.2075004577637","-22.9027996063232","Rio de Janeiro","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2019-08-15 09:03:45-03","UESC","UESC","10289","S","Plantae","Angiospermae","Florideophycidae","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","H.P.Bautista","Bautista, H.P.","1824","1996","06","20",NA,"Brasil","Bahia",NA,NA,"Árvore com até 30cm de altura, tronco rugoso e liso, copa pequena e apenas no alto do tronco.","UESC0010289",NA,"-37.709167","-12.04","Conde",NA,NA,NA,NA,"1996",NA,NA,"37W42'33''","12S2'24''","Dicotyledoneae",NA,NA,NA,NA
"185","2019-08-15 09:03:45-03","UESC","UESC","18110","S","Plantae","Angiospermae","Florideophycidae","Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,"J.G.Jardim","Sambuichi, R.","47","1996","10","17",NA,"Brasil","Bahia",NA,NA,"Cacau sob mata raleada.; Planta arbórea, alt. 18,67m, DAP: 29,9cm.; Casca rugosa.","UESC0018110",NA,"-39.0494003295898","-14.7889003753662","Ilhéus","61245","auto",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"186","2019-08-15 09:03:45-03","UESC","UESC","18108","S","Plantae","Angiospermae","Florideophycidae","Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,"J.G.Jardim","Santos, L.","47","1998","07",NA,NA,"Brasil","Bahia",NA,NA,"Cacau sob mata raleada.; Planta arbórea, alt: 17,07m, DAP.: 29,9cm.","UESC0018108",NA,"-39.0494003295898","-14.7889003753662","Ilhéus","61245","auto",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"187","2019-08-15 09:03:45-03","UESC","UESC","18109","S","Plantae","Angiospermae","Florideophycidae","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze","J.G. Jardim","L.C.P. Santos,","47","1998","06",NA,NA,"Brasil","Bahia",NA,NA,"Planta arbórea, alt. 17,07m, DAP: 29,9cm.","UESC0018109",NA,"-39.0494003295898","-14.7889003753662","Ilhéus","61245","auto",NA,NA,"1999","01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"188","2019-08-15 09:03:45-03","UESC","UESC","6487","S","Plantae","Angiospermae","Florideophycidae","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"Sambuichi, R.","1114","2001","03","28",NA,"Brasil","Bahia",NA,NA,"Floresta higrófila raleada sobre plantação de cacau, cabruca.; Árvore. DAP 95,7cm.","UESC0006487",NA,"-39.164167","-14.726944","Ilhéus",NA,NA,NA,NA,NA,NA,NA,"39W9'51''","14S43'37''","Dicotyledoneae",NA,NA,NA,NA
"189","2019-08-15 09:03:45-03","UESC","UESC","18112","S","Plantae","Angiospermae","Florideophycidae","Lecythidaceae","Cariniana","legalis","Cariniana legalis",NA,NA,"L.A.Mattos Silva","3096","1995","04","04",NA,"Brasil","Bahia",NA,NA,"Árvore, 25m alt. x 120 cm diâm.","UESC0018112",NA,"-39.166667","-14.8","Ilhéus",NA,NA,NA,NA,NA,NA,NA,"39W10'","14S48'","Dicotyledoneae",NA,NA,NA,NA
"190","2019-08-15 09:03:45-03","UESC","UESC","18111","S","Plantae","Angiospermae","Florideophycidae","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,"J.G. Jardim","1527","1998","02","17",NA,"Brasil","Bahia",NA,NA,"Árvore ca. 15m alt.","UESC0018111",NA,"-39.583333","-15.166667","Jussari",NA,NA,"300","450",NA,NA,NA,"39W35'","15S10'","Dicotyledoneae",NA,NA,NA,NA
"191","2019-08-15 09:03:45-03","UESC","UESC","11359","S","Plantae","Angiospermae","Florideophycidae","Lecythidaceae","Cariniana","legalis","Cariniana legalis","(Mart.) Kuntze",NA,NA,"7","2006","04","05",NA,"Brasil","Bahia",NA,NA,"Árvore. Indivíduo C. Aprox. 22 m de altura. DAP 49 cm.","UESC0011359",NA,"-39.166667","-14.8","Ilhéus",NA,NA,NA,NA,NA,NA,NA,"39W10'0''","14S48'0''","Dicotyledoneae",NA,NA,NA,NA
