"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","locality","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","dayIdentified","relatedCatalogItem","fieldNumber","individualCount","sex"
"13","2021-03-15 16:37:00-03","NY","NYBG","221489","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana vulgaris","Cogn.",NA,"P. Clausen",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NY00221489","NY00221489_01","131B","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=442171' target='other'> <mi>dwc_moreinfo</mi></a>","{From protologue: Ad Serra da Piedade]","Magnoliophyta","Myrtales","vulgaris","isosyntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00748983","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","A. B. Martins","A. Macedo","1951","12","18","Brazil","Goiás","Corumbá de Goiás","-48.8083","-15.9236",NA,NA,NA,NA,"NY00748983","NY00748983_01 NY00748983_02","3487","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=886484' target='other'> <mi>dwc_moreinfo</mi></a>","Municipio Corumbá. Pirineus.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1523259","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","J. J. Wurdack","H. S. Irwin","1970","02","25","Brazil","Distrito Federal","Brasília","-47.6874","-15.73555",NA,NA,"1000","1000","NY01523259","NY01523259_01","26597","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1792375' target='other'> <mi>dwc_moreinfo</mi></a>","Ca. 15 km E. of Lago Paranoá, DF-6","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1523295","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","J. J. Wurdack","J. R. Pirani","1991","03","27","Brazil","Minas Gerais","Santana do Riacho","-43.67","-19.33",NA,NA,"1100","1100","NY01523295","NY01523295_01","CFSC12140","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1792492' target='other'> <mi>dwc_moreinfo</mi></a>","Serra da Laphina, Macico NW da Serra do Cipó próxmo da localidade da Laphina, a ca. 50 km da Rodovia Belo Horizonte-Conceicao do Mato Dentro.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1523344","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","R. Romero","J. N. Nakajima","1994","12","11","Brazil","Minas Gerais","São Roque de Minas","-46.3656","-20.2456",NA,NA,NA,NA,"NY01523344","NY01523344_01","765","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1794357' target='other'> <mi>dwc_moreinfo</mi></a>","Próximo a Torre de Observação, Estrada para Sacramento, Curral de Pedras, PARNA Serra da Canastra.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","909754","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","R. Romero","R. Romero","1997","04","17","Brazil","Minas Gerais","São Roque de Minas","-46.3656","-20.2456",NA,NA,NA,NA,"NY00909754","NY00909754_01","4113","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981375' target='other'> <mi>dwc_moreinfo</mi></a>","Parque Nacional da Serra da Canastra, Trilha do paredão da Serra da Canastra (caminho).","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1523324","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","A. B. Martins","Y. E. J. Mexia","1931","05","03","Brazil","Minas Gerais","Diamantina","-43.6003","-18.2494",NA,NA,"1150",NA,"NY01523324","NY01523324_01","5747","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1793957' target='other'> <mi>dwc_moreinfo</mi></a>","Roadside near Guinda.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1523339","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","A. B. Martins","W. R. Anderson","1973","04","09","Brazil","Minas Gerais",NA,"-43.68024","-18.32666",NA,NA,"1450","1450","NY01523339","NY01523339_01","8434","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1793998' target='other'> <mi>dwc_moreinfo</mi></a>","12 km by road W of Diamantina on road to Curvelo. Serra do Espinhaço.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1019562","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.",NA,"H. C. de Lima","1979","05","10","Brazil","Minas Gerais","Grão Mogol","-42.8894","-16.5594",NA,NA,"900","900","NY01019562","NY01019562_01","994","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1286912' target='other'> <mi>dwc_moreinfo</mi></a>","Serra do Jambeiro, próximo ao Rio Itacambirussu.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1523294","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","A. B. Martins","L. O. Williams","1945","05","05","Brazil","Minas Gerais","Serro","-43.3792","-18.6047",NA,NA,NA,NA,"NY01523294","NY01523294_01","6811","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1792483' target='other'> <mi>dwc_moreinfo</mi></a>","Serra de Monjolo, 18 km. north of Sêrro.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1523274","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","J. J. Wurdack","W. R. Anderson","1973","03","16","Brazil","Goiás","Teresina de Goiás","-47.32","-13.87",NA,NA,"1500","1500","NY01523274","NY01523274_01","7165","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1792400' target='other'> <mi>dwc_moreinfo</mi></a>","Chapada dos Veadeiros, 31 km by road S of Terezina, ca. 40 km N of Alto Paraíso","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01856076","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","M. J. R. Rocha; G. W. Fernandes","M. J. R. Rocha","2013","02","26","Brazil","Minas Gerais","Patrocínio","-46.8678","-18.7258",NA,NA,"1222","1222","NY01856076","NY01856076_01","943","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2190579' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","02056602","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","F. A. Michelangeli","A. M. V. de Carvalho",NA,NA,NA,"Brazil","Bahia","Rio de Contas","-41.8114","-13.5792",NA,NA,NA,NA,"NY02056602","NY02056602_01","6365","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=536981' target='other'> <mi>dwc_moreinfo</mi></a>","Ca. 5 km na estrada da cidade para Pico das Almas","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00748982","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","A. B. Martins","H. S. Irwin","1969","01","23","Brazil","Minas Gerais",NA,"-43.7","-18.27",NA,NA,"1350","1350","NY00748982","NY00748982_01","22461","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=886475' target='other'> <mi>dwc_moreinfo</mi></a>","Ca. 12 km SW of Diamantina. Serra do Espinhaço.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","909755","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","A. B. Martins","H. S. Irwin","1968","01","15","Brazil","Goiás","Cocalzinho de Goiás","-48.77","-15.8",NA,NA,"1150","1150","NY00909755","NY00909755_01","18617","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981533' target='other'> <mi>dwc_moreinfo</mi></a>","15 km N. of Corumbá de Goiás on road to Niquelândia, in valley of Rio Corumbá. Serra dos Pirineus.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1523273","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","J. J. Wurdack","W. R. Anderson","1973","03","09","Brazil","Goiás","Cavalcante","-47.3324","-13.9331",NA,NA,"1800","1800","NY01523273","NY01523273_01","6747","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1792397' target='other'> <mi>dwc_moreinfo</mi></a>","Chapada dos Veadeiros, ca. 29 km by road N of Alto Paraíso","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","477745","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","J. J. Wurdack","R. M. Harley","1977","02","25","Brazil","Bahia","Gentio do Ouro","-42.73","-11.12",NA,NA,"500","500","NY00477745","NY00477745_01","19039","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=306715' target='other'> <mi>dwc_moreinfo</mi></a>","Serra do Açuruá. Near Sao Inacio","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1523297","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","A. B. Martins","A. P. Duarte","1950","04","14","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"1100","1250","NY01523297","NY01523297_01","2561","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1792496' target='other'> <mi>dwc_moreinfo</mi></a>","Serra do Cipó, altura do Km 131-134.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","02499221","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","F. A. Michelangeli","P. Fiaschi","2004","07","16","Brazil","Bahia","Umburanas","-41.32","-10.4",NA,NA,"975","975","NY02499221","NY02499221_01","2457","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2636074' target='other'> <mi>dwc_moreinfo</mi></a>","Estrada de Umburanas para Delfino, ca. 31,3 km. Ramal à esquerda. Acesso à Serra da Empreitada. Construção abandonada no fim da estrada, a ca. 14 km do início do ramal.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","477731","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","A. B. Martins","L. Riedel",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NY00477731","NY00477731_01","s.n.","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=306741' target='other'> <mi>dwc_moreinfo</mi></a>","{From protologue: Ad Serra da Piedade]","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01856107","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","P. J. F. Guimarães","M. J. R. Rocha","2012","02","14","Brazil","Bahia","Rio de Contas","-41.8114013671875","-13.5789003372192",NA,NA,"1166","1166","NY01856107","NY01856107_01","327","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2190324' target='other'> <mi>dwc_moreinfo</mi></a>","Pico das Almas. Início da estrada para Pico das Almas.","Magnoliophyta","Myrtales",NA,NA,"49773","auto",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1921026","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.",NA,"A. A. A. Barbosa","1999","11","16","Brazil","Minas Gerais","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,"NY01921026","NY01921026_01","s.n.","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2183175' target='other'> <mi>dwc_moreinfo</mi></a>","Reserva do Clube Caça e Pesca Itororó de Uberlandia.","Magnoliophyta","Myrtales",NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1523296","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","A. B. Martins","G. M. Magalhaes","1963","03","17","Brazil","Minas Gerais","Serro","-43.3792","-18.6047",NA,NA,NA,NA,"NY01523296","NY01523296_01","18931","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1792495' target='other'> <mi>dwc_moreinfo</mi></a>","Serra do Sêrro.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1523264","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","J. J. Wurdack","H. S. Irwin","1970","03","24","Brazil","Minas Gerais","Diamantina","-43.7833","-18.0833",NA,NA,"1200","1200","NY01523264","NY01523264_01","28273","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1792381' target='other'> <mi>dwc_moreinfo</mi></a>","Serra do Espinhaço, ca. 3 km N. of São João da Chapada","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1523261","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","J. J. Wurdack","H. S. Irwin","1970","03","19","Brazil","Minas Gerais","Diamantina","-43.6003","-18.2494",NA,NA,"975","975","NY01523261","NY01523261_01","27916","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1792377' target='other'> <mi>dwc_moreinfo</mi></a>","Ca. 15 km E of Diamantina, steep slopes of Rio Jequití","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","909750","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","A. B. Martins","A. F. M. Glaziou","1882","01","06","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"NY00909750","NY00909750_01","12702","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981363' target='other'> <mi>dwc_moreinfo</mi></a>","Rio Manso.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1549795","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","A. B. Martins","H. S. Irwin","1969","01","26","Brazil","Minas Gerais",NA,"-43.55","-18.17",NA,NA,"1300","1300","NY01549795","NY01549795_01","22593","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1796645' target='other'> <mi>dwc_moreinfo</mi></a>","Ca. 15km NE of Diamantina, on road to Mendanha. Serra do Espinhaço.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1281706","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","T. Rolim","T. Rolim","2010","03","25","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"NY01281706","NY01281706_01","330","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1741391' target='other'> <mi>dwc_moreinfo</mi></a>","Parque Estadual do Itacolomi-PEI, caboclo (CQR).","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","909749","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","A. B. Martins","H. S. Irwin","1972","01","15","Brazil","Goiás","Corumbá de Goiás","-48.78195","-15.85",NA,NA,"1000","1000","NY00909749","NY00909749_01","34222","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=981349' target='other'> <mi>dwc_moreinfo</mi></a>","Serra dos Pirineus, ca. 18 km E. of Pirenópolis","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","884937","PreservedSpecimen","Plantae","Melastomataceae","Cambessedesia","hilariana","Cambessedesia hilariana","(Kunth) DC.","A. K. A. dos Santos","R. C. Forzza","1999","04","16","Brazil","Bahia","Oliveira dos Brejinhos","-42.8958","-12.3169",NA,NA,NA,NA,"NY00884937","NY00884937_01","1256","South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=969614' target='other'> <mi>dwc_moreinfo</mi></a>","Serra da Água Quente.","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
