"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","relatedCatalogItem","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","individualCount"
"11","2019-12-04 15:24:51-03","PUCPR","HUCP","20026","S","Plantae","Asteraceae","Moquiniastrum","sordidum","Moquiniastrum sordidum","Selusniaki, M","1481","2007","11","10",NA,"Brasil",NA,NA,NA,"HUCP00007663","Eudicotiledonea",NA,"(Less.) G.Sancho","Selusniaki, M","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602","HUCP00007663","27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-12-04 15:24:51-03","PUCPR","HUCP","19653","S","Plantae","Asteraceae","Moquiniastrum","sordidum","Moquiniastrum sordidum","Selusniaki, M; Beltrami, L","1831","2007","12","09",NA,"Brasil",NA,NA,NA,"HUCP00007574","Eudicotiledonea",NA,"(Less.) G.Sancho","Selusniaki, M","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602","HUCP00007574","27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:10:30-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Asteraceae","Gochnatia","sordida","Gochnatia sordida","Silva, JM; Barbosa, E; Cunha, EM","5081","2006","10","13","Southern America","Brasil",NA,NA,"2m, capítulo creme.",NA,"Dicotyledon",NA,"(Less.) Cabrera","Cordeiro, J","Paraná","Jaguariaíva","Vale do Codó","-49.7057991027832","-24.2511005401611",NA,"44368","auto","2006",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 08:49:49-03","NBC","NL-BOTANY","U 0078266","PreservedSpecimen","Plantae","Compositae","Gochnatia","sordida","Gochnatia sordida","Lindeman JC",NA,"1979","07","27","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200078266 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0078266",NA,"Asterales","(Less.) Cabrera",NA,"Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw24643",NA,NA,NA,NA,NA,NA
"15","2020-02-08 08:49:49-03","NBC","NL-BOTANY","L.1305319","PreservedSpecimen","Plantae","Compositae","Gochnatia","sordida","Gochnatia sordida","Hatschbach GG",NA,"1968","09","12","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1305319 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1305319",NA,"Asterales","(Less.) Cabrera",NA,NA,NA,"Barra rio Papagaios.",NA,NA,"NL-L1305319",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 08:49:49-03","NBC","NL-BOTANY","L.1305320","PreservedSpecimen","Plantae","Compositae","Gochnatia","sordida","Gochnatia sordida","Hatschbach GG",NA,"1965","10","22","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1305320 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1305320",NA,"Asterales","(Less.) Cabrera",NA,NA,NA,"red. do Café, Rio Tibagi.",NA,NA,"NL-L1305320",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 08:49:49-03","NBC","NL-BOTANY","U.1118943","PreservedSpecimen","Plantae","Compositae","Gochnatia","sordida","Gochnatia sordida","Lindeman JC",NA,"1979","07","27","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1118943 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1118943",NA,"Asterales","(Less.) Cabrera",NA,NA,NA,"Rio Grande do Sul, Porto Alegre Vila Assuncao in remnant of sec. wood on hill slope.",NA,NA,"NL-U1118943",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 08:49:49-03","NBC","NL-BOTANY","WAG.1876818","PreservedSpecimen","Plantae","Compositae","Gochnatia","sordida","Gochnatia sordida","Hatschbach GG",NA,"1993","10","21","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1876818 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1876818",NA,"Asterales","(Less.) Cabrera",NA,NA,NA,"Canyon Rio iapo, lajeado do pedregulho (mun. Tibagi) Paraná.",NA,NA,"NL-WAG1876818",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:01:41-03","ESALQ","ESA","26604","PreservedSpecimen","Plantae","Asteraceae","Gochnatia","sordida","Gochnatia sordida","Sakuragui, C.M. et al.","362.0","1993","10","02",NA,"Brasil",NA,NA,NA,"ESA026604","Magnoliophyta",NA,NA,"Monge, M.","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA026604","27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:01:41-03","ESALQ","ESA","39397","PreservedSpecimen","Plantae","Asteraceae","Gochnatia","sordida","Gochnatia sordida","Ribas, O.S. ; Luz, M.F.","1567.0","1996","10","28",NA,"Brasil",NA,NA,NA,"ESA039397","Magnoliophyta",NA,"(Less.) Cabr.","Hatschbach, G.","Paraná","Palmeira",NA,"-50.0064010620117","-25.4293994903564","ESA039397","35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:01:41-03","ESALQ","ESA","15769","PreservedSpecimen","Plantae","Asteraceae","Gochnatia","sordida","Gochnatia sordida","Hatschbach, G.","59694.0","1993","10","21",NA,"Brasil",NA,NA,NA,"ESA015769","Magnoliophyta",NA,"(Less.) Cabr.","Hatschbach, G.","Paraná","Tibagi",NA,"-50.4136009216309","-24.5093994140625","ESA015769","56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:01:41-03","ESALQ","ESA","8828","PreservedSpecimen","Plantae","Asteraceae","Gochnatia","sordida","Gochnatia sordida","Scaramuzza, C.A.M. ; Souza, V.C.",NA,"1989","09","24",NA,"Brasil",NA,NA,NA,"ESA008828","Magnoliophyta",NA,NA,"Monge, M.","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA008828","27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:01:41-03","ESALQ","ESA","8683","PreservedSpecimen","Plantae","Asteraceae","Gochnatia","sordida","Gochnatia sordida","Scaramuzza, C.A.M. ; Souza, V.C.",NA,"1989","05","12",NA,"Brasil",NA,NA,NA,"ESA008683","Magnoliophyta",NA,NA,"Monge, M.","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA008683","27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-11-21 14:31:50-03","UFJF","CESJ","53763","PreservedSpecimen","Plantae","Asteraceae","Gochnatia","sordida","Gochnatia sordida","J.M. Silva; et al.","6080","2007","10","04","América do Sul","Brasil",NA,NA,"Arbusto, 3 m, capítulo creme. Orla do capão.","CESJ053763","Angiosperma",NA,"(Less.) Cabrera","G. Hatschbach","Paraná","Ponta Grossa","Cachoeira da Mariquinha","-50.1618995666504","-25.0949993133545","CESJ053763","46557","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:24:18-03","UNICAMP","UEC","141056","S","Plantae","Asteraceae","Gochnatia","sordida","Gochnatia sordida","Moraes, MD","801","2005","11","14",NA,"Brazil",NA,NA,"Arbusto 2m.; Margens de riacho.","UEC125673","Magnoliopsida",NA,"(Less.) Cabrera","Monge, M","Santa Catarina",NA,"Inicio da Serra do Quiriri.",NA,NA,"UEC125673",NA,NA,"2010","05",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:24:18-03","UNICAMP","UEC","75932","S","Plantae","Asteraceae","Gochnatia","sordida","Gochnatia sordida","Hatschbach, G","59694","1993","10","21",NA,"Brazil",NA,NA,"Arbusto 2m, flores creme, odoríferas.; Margem de córrego.","UEC084530","Magnoliopsida",NA,"(Less.) Cabrera","Monge, M","Paraná","Tibagi","Canyon Rio Iapó, Jajeado do Pedregulho.","-50.4136009216309","-24.5093994140625","UEC084530","56988","auto","2010","05",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:24:18-03","UNICAMP","UEC","178532","S","Plantae","Asteraceae","Gochnatia","sordida","Gochnatia sordida","Scaramuzza, CAMR; Souza, VC","238","1989","05","12",NA,"Brazil",NA,NA,"Arvoreta 3,50 m de altura, flores senis castanhas.; Ecotono mata ciliar-cerrado.","UEC009550","Magnoliopsida",NA,"(Less.) Cabrera","Monge, M","São Paulo","Itararé","Div. Fazenda Santa Andréia e Prieto.","-49.3400001525879","-24.1100006103516","UEC009550","27729","auto","2011","01",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:24:18-03","UNICAMP","UEC","178531","S","Plantae","Asteraceae","Gochnatia","sordida","Gochnatia sordida","Scaramuzza, CAMR; Souza, VC","522","1989","09","24",NA,"Brazil",NA,NA,"Arbusto, 1,9m alt.; capítulos alvos.; Campo limpo.","UEC009549","Magnoliopsida",NA,"(Less.) Cabrera","Monge, M","São Paulo","Itararé","Estrada para 400 alqueires.","-49.3400001525879","-24.1100006103516","UEC009549","27729","auto","2011","01",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-01 16:24:18-03","UNICAMP","UEC","178533","S","Plantae","Asteraceae","Gochnatia","sordida","Gochnatia sordida","Sakuragui, CM; Souza, VC; Capellari Jr, L; Bérgamo, P","362","1993","10","02",NA,"Brazil",NA,NA,"Arbusto 1,5m alt.,. Invólucro creme, flores amarelas.; Encosta rochosa; campo rupestre.","UEC009547","Magnoliopsida",NA,"(Less.) Cabrera","Monge, M","São Paulo","Itararé","Fazenda Santa Andréia.","-49.3400001525879","-24.1100006103516","UEC009547","27729","auto","2011","01",NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-08-16 08:38:36-03","UTFPR","HCF","9722","S","Plantae","Asteraceae","Moquiniastrum","sordidum","Moquiniastrum sordidum","M.G. Caxambu","3472","2011","10","13",NA,"Brasil",NA,NA,"arbusto heliófito, ramificado. Flores amareladas.",NA,NA,NA,"(Less.) G. Sancho","M.G. Caxambu","PR","Balsa Nova","Ponte dos Arcos","-49.806472","-25.553167",NA,NA,NA,"2011","01",NA,NA,"05","49°48'23,3 W","25°33'11,4 S","837","837",NA
"31","2019-08-16 08:38:36-03","UTFPR","HCF","22687","S","Plantae","Asteraceae","Moquiniastrum","sordidum","Moquiniastrum sordidum","L.S. Passos",NA,"2016","10","14",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Less.) G. Sancho","J. Cordeiro","PR","Tibagi","Parque Estadual do Guartelá","-50.246667","-24.520833",NA,NA,NA,"2017",NA,NA,NA,NA,"50°14'48 W","24°31'15 S",NA,NA,NA
"32","2019-08-16 08:38:36-03","UTFPR","HCF","9729","S","Plantae","Asteraceae","Moquiniastrum","sordidum","Moquiniastrum sordidum","M.G. Caxambu","3479","2011","10","13",NA,"Brasil",NA,NA,"arbusto heliófito, ca. 2,3 m. Flores de cor creme.",NA,NA,NA,"(Less.) G. Sancho","J. Cordeiro","PR","Balsa Nova","Ponte dos Arcos","-49.806444","-25.551972",NA,NA,NA,"2013",NA,NA,NA,NA,"49°48'23,2 W","25°33'07,1 S","839","839",NA
"33","2020-01-27 17:29:03-03","UTFPR","HCF","30224","S","Plantae","Asteraceae","Moquiniastrum","sordidum","Moquiniastrum sordidum","R.R. Völtz","1816","2018","10","06",NA,"Brasil",NA,NA,"arvoreta 1,6 m alt. Capítulos alvo-amarelados. Fisionomia herbáceo-arbustiva em solo arenoso com lajeados de pedra. Savana/Estepe.",NA,NA,NA,"(Less.) G. Sancho","M.L. Brotto","PR","Tibagi","Rio Tibagi, Cerrado Bowman","-50.406111","-24.5525",NA,NA,NA,"2018","10",NA,NA,"12","50°24'22 W","24°33'09 S","720","720",NA
"34","2019-08-16 08:38:36-03","UTFPR","HCF","1559","S","Plantae","Asteraceae","Moquiniastrum","sordidum","Moquiniastrum sordidum","M.G. Caxambu","623","2004","11","07",NA,"Brasil",NA,NA,"arbusto ramificado, com folhas alternas discolores.",NA,NA,NA,"(Less.) G. Sancho","J. Cordeiro & E. Barboza","PR","Palmeira","Rio dos Papagaios","-50.0064010620117","-25.4293994903564",NA,"35166","auto","2005","01",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-08-16 08:38:36-03","UTFPR","HCF","12752","S","Plantae","Asteraceae","Moquiniastrum","sordidum","Moquiniastrum sordidum","E.L. Siqueira","744","2013","09","21",NA,"Brasil",NA,NA,"arbusto heliófito, ca. 1,6 m. Capítulos de cor creme.",NA,NA,NA,"(Less.) G. Sancho","E. Barboza","PR","Tibagi","Guartelá - Sítio São Sebastião -","-50.4136009216309","-24.5093994140625",NA,"56988","auto","2014","01",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:16:00-03","MBM","MBM","42673","PreservedSpecimen","Plantae","Asteraceae","Gochnatia","sordida","Gochnatia sordida","Hatschbach, G.","7255","1960","09","09","Southern America","Brazil",NA,NA,NA,"MBM042673",NA,NA,"(Less.) Cabrera","Barroso, G.M.","Paraná","Arapoti","Rio das Cinzas, barra do Perdizes","-49.8266983032227","-24.1578006744385","MBM042673","41852","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:16:00-03","MBM","MBM","87581","PreservedSpecimen","Plantae","Asteraceae","Gochnatia","sordida","Gochnatia sordida","Hatschbach, G.","47338","1984","01","11","Southern America","Brazil",NA,NA,NA,"MBM087581",NA,NA,"(Less.) Cabrera","Cabrera, A.L.","Paraná","Palmeira","Rod. BR-277, 2km N do Rio Capivara","-50.0064010620117","-25.4293994903564",NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:16:00-03","MBM","MBM","131","PreservedSpecimen","Plantae","Asteraceae","Gochnatia","sordida","Gochnatia sordida","Hatschbach, G.","13045","1965","10","22","Southern America","Brazil",NA,NA,NA,"MBM000131",NA,NA,"(Less.) Cabrera","Barroso, G.M.","Paraná","Palmeira","Rodovia do Café, Rio Tibagi","-50.0064010620117","-25.4293994903564","MBM000131","35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:16:00-03","MBM","MBM","332152","PreservedSpecimen","Plantae","Asteraceae","Gochnatia","sordida","Gochnatia sordida","Ohara, D.; et al.; et al.","s.n.","1996","09","14","Southern America","Brazil",NA,NA,"Árvore 5m, flor creme; Mata ciliar","MBM332152",NA,NA,"(Less.) Cabrera","Nakajima, J.N.","Paraná","Tibagi","Canyon Guartela","-50.4136009216309","-24.5093994140625","MBM332152","56988","auto","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:16:00-03","MBM","MBM","203556","PreservedSpecimen","Plantae","Asteraceae","Gochnatia","sordida","Gochnatia sordida","Ribas, O.S.; Luz, M.F. da; Luz, M.F. da","1567","1996","10","28","Southern America","Brazil",NA,NA,NA,"MBM203556",NA,NA,"(Less.) Cabrera","Hatschbach, G.","Paraná","Palmeira","Recanto dos Papagaios","-50.0064010620117","-25.4293994903564","MBM203556","35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:16:00-03","MBM","MBM","105019","PreservedSpecimen","Plantae","Asteraceae","Gochnatia","sordida","Gochnatia sordida","Oliveira, P.I.","978","1985","10","15","Southern America","Brazil",NA,NA,NA,"MBM105019",NA,NA,"(Less.) Cabrera","Hatschbach, G.","Paraná","Palmeira","Rio dos Papagaios","-50.0064010620117","-25.4293994903564","MBM105019","35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:16:00-03","MBM","MBM","229004","PreservedSpecimen","Plantae","Asteraceae","Gochnatia","sordida","Gochnatia sordida","Hatschbach, G.; Silva, J.M.; Ferreira, L.A.; Silva, J.M.; Ferreira, L.A.","68282","1998","09","02","Southern America","Brazil",NA,NA,NA,"MBM229004",NA,NA,"(Less.) Cabrera","Hatschbach, G.","Paraná","Piraí do Sul","Fazenda das Almas","-49.948600769043","-24.5261001586914","MBM229004","37171","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:16:00-03","MBM","MBM","20843","PreservedSpecimen","Plantae","Asteraceae","Gochnatia","sordida","Gochnatia sordida","Hatschbach, G.","27167","1972","03",NA,"Southern America","Brazil",NA,NA,NA,"MBM020843",NA,NA,"(Less.) Cabrera","Hatschbach, G.","Paraná","Sengés","Serra do Mocambo","-49.4636001586914","-24.1128005981445","MBM020843","55682","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:16:00-03","MBM","MBM","163685","PreservedSpecimen","Plantae","Asteraceae","Gochnatia","sordida","Gochnatia sordida","Hatschbach, G.","59694","1993","10","21","Southern America","Brazil",NA,NA,NA,"MBM163685",NA,NA,"(Less.) Cabrera","Hatschbach, G.","Paraná","Tibagi","Cânion Rio Iapó, Lajeado do Pedregulho","-50.4136009216309","-24.5093994140625","MBM163685","56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:16:00-03","MBM","MBM","197504","PreservedSpecimen","Plantae","Asteraceae","Gochnatia","sordida","Gochnatia sordida","Ziller, S.R.","1493","1996","09","19","Southern America","Brazil",NA,NA,NA,"MBM197504",NA,NA,"(Less.) Cabrera","Hatschbach, G.","Paraná","Tibagi","Rio Iapó, Guartelá","-50.4136009216309","-24.5093994140625","MBM197504","56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:16:00-03","MBM","MBM","382922","PreservedSpecimen","Plantae","Asteraceae","Gochnatia","sordida","Gochnatia sordida","Caxambu, M.G.","3479","2011","10","13","Southern America","Brazil",NA,NA,"Arbusto heliófito, ca. 2,3m. Flores creme.; Estepe (campos gerais). Relevo ondulado.","MBM382922",NA,NA,"(Less.) Cabrera","Cordeiro, J.","Paraná","Balsa Nova","Ponte dos Arcos","-49.806444","-25.551972","MBM382922",NA,NA,"2013",NA,NA,NA,NA,"-49.806444","-25.551972","839","839",NA
"47","2020-12-21 16:16:00-03","MBM","MBM","105020","PreservedSpecimen","Plantae","Asteraceae","Gochnatia","sordida","Gochnatia sordida","Hatschbach, G.; Zelma, F.J.; Zelma, F.J.","50045","1985","11","21","Southern America","Brazil",NA,NA,NA,"MBM105020",NA,NA,"(Less.) Cabrera","Cabrera, A.L.","Bahia","Maracás","Gameleiras","-40.4308013916016","-13.4411001205444","MBM105020","50558","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:16:00-03","MBM","MBM","7972","PreservedSpecimen","Plantae","Asteraceae","Gochnatia","sordida","Gochnatia sordida","Hatschbach, G.","20014","1968","10","12","Southern America","Brazil",NA,NA,NA,"MBM007972",NA,NA,"(Less.) Cabrera","Cabrera, A.L.","Paraná","Arapoti","Rio das Cinzas","-49.8266983032227","-24.1578006744385","MBM007972","41852","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:16:00-03","MBM","MBM","15770","PreservedSpecimen","Plantae","Asteraceae","Gochnatia","sordida","Gochnatia sordida","Hatschbach, G.","24118","1970","04","06","Southern America","Brazil",NA,NA,NA,"MBM015770",NA,NA,"(Less.) Cabrera","Hatschbach, G.","Paraná","Arapoti","Rio das Perdizes","-49.8266983032227","-24.1578006744385","MBM015770","41852","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:16:00-03","MBM","MBM","7966","PreservedSpecimen","Plantae","Asteraceae","Gochnatia","sordida","Gochnatia sordida","Hatschbach, G.","19690","1968","09","12","Southern America","Brazil",NA,NA,NA,"MBM007966",NA,NA,"(Less.) Cabrera","Cabrera, A.L.","Paraná","Balsa Nova","Barra do Rio Papagaios","-49.6356010437012","-25.5839004516602","MBM007966","27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:16:00-03","MBM","MBM","6836","PreservedSpecimen","Plantae","Asteraceae","Gochnatia","sordida","Gochnatia sordida","Hatschbach, G.","17309","1967","10","05","Southern America","Brazil",NA,NA,"Arbusto capítulos alvos, do topo do morro (matinha nabular)","MBM006836",NA,NA,"(Less.) Cabrera","Nakajima, J.","Paraná","Campina Grande do Sul","Pico Caratuva","-49.0553016662598","-25.3055992126465","MBM006836","55154","auto","2009","09",NA,NA,NA,NA,NA,"1950","1950",NA
"52","2020-12-21 16:16:00-03","MBM","MBM","20673","PreservedSpecimen","Plantae","Asteraceae","Gochnatia","sordida","Gochnatia sordida","Hatschbach, G.","6751",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM020673",NA,NA,"(Less.) Cabrera","Hatschbach, G.","Paraná","Campo Largo","Rio dos Papagaios","-49.5283012390137","-25.4585990905762","MBM020673","53742","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
