"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","eventTime","fieldNumber","individualCount"
"11","2019-10-09 11:21:41-03","UFBA","ALCB","131467","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos Silva","Souza, MC",NA,"Farney, C; Araújo, D; Gomes. J.C.; Oliveira, MA","3324","1994","04","22","Southern America","Brasil","Rio de Janeiro","Reserva Ecológica de Jacarepiá","-42.5102996826172","-22.9200000762939",NA,"tronco de casca áspera, esfoliante em placas, folhas verdes discolores subcoriáceas, inflorescência com raque verde, flor com pedicelo verde, botões esverdeados, flores passadas com cálice alvescente indíviduo 11 ponto quadrante.; Mat","ALCB048177","ALCB048177","Saquarema","2004","11",NA,NA,NA,NA,"17036","auto",NA,NA,NA,NA,NA,NA
"12","2019-10-09 11:21:41-03","UFBA","ALCB","131408","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos Silva","Sobral, M",NA,"Giaretta, A; Souza, MC","1026","2011","09","05","Southern America","Brasil","Espírito Santo","Lajinha.","-39.783056","-18.693333",NA,"ca 5 m de altura, flores alvas.","ALCB048169","ALCB048169","Conceição da Barra",NA,NA,"-39.783056","-18.693333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:21:41-03","UFBA","ALCB","131461","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos Silva","Souza, MC",NA,"Adonias, P","236","1980","08","19","Southern America","Brasil","Bahia","Subaúma","-37.798889","-12.228889",NA,"ca 3,0 m de altura, caule cinza, folhas verdes, frutos verdes. O fruto maduro é de cor amarela.; Mata de restinga","ALCB048171","ALCB048171","Entre Rios","2007","02","-37.798889","-12.228889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:21:41-03","UFBA","ALCB","131470","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos Silva","Souza, MC",NA,"Souza, MC","351","2006","08","08","Southern America","Brasil","Espírito Santo","Reserva Natural da CVRD. Estrada Orelha da Onça. Km 1","-40.0722007751465","-19.3910999298096",NA,"ca de 10m de altura, exsudação seiva incolor, descamação em placas, fuste cilíndrico, superfície de casca lisa, flor branca.; Mata de tabuleiro.","ALCB048180","ALCB048180","Linhares","2006","08",NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA
"15","2019-10-09 11:21:41-03","UFBA","ALCB","131460","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos Silva","Sobral, M",NA,"Farney, C","3140","1992","04","25","Southern America","Brasil","Rio de Janeiro","Reestinga de Ipitanga","-42.5102996826172","-22.9200000762939",NA,"ca 22 m de altura, tronco esfoliante, flores em botões verdes, corola alva, frutos jovens esverdeados, ramos apicais com ninhos de formiga em forma de galhas, folhas discolores verdes.; Mata de restinga","ALCB048170","ALCB048170","Saquarema","2005",NA,NA,NA,NA,NA,"17036","auto",NA,NA,NA,NA,NA,NA
"16","2020-02-08 10:07:29-03","NBC","NL-BOTANY","U.1452627","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Neomitranthes","langsdorfii","Neomitranthes langsdorfii","(O.Berg) Mattos",NA,NA,"Riedel L",NA,NA,NA,NA,"Southern America","Brazil","Minas Gerais","Brasilia, Itahype.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1452627 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1452627","NL-U1452627",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0239537",NA,NA,NA,NA
"17","2020-11-04 11:15:04-03","ESALQ","ESA","106453","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii",NA,NA,NA,"Flores, T.B.","207.0","2009","08","26",NA,"Brasil","Espírito Santo",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA106453","ESA106453","Linhares",NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA
"18","2015-07-02 14:42:46-03","JBP","HPL","11450","S","Plantae",NA,NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O. Berg) Mattos",NA,NA,"T.B. Flores & D. Folli","207","2009","08","26",NA,"Brasil",NA,"Coletado na Reserva Natural Vale; estrada juarana vermelha (6 m do rio).","-40.0722","-19.3911",NA,NA,NA,NA,"Linhares",NA,NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA
"19","2021-03-24 17:09:31-03","UFES","SAMES","4162","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","guanabarina","Eugenia guanabarina","(Mattos & D.Legrand) Giaretta & M.C.Souza","Ribeiro,R.S.",NA,"Giaretta,A.O.; Souza,M.C.;Arantes,P.","1035","2011","09","07",NA,"Brasil","Espírito Santo","Parque Estadual de Itaúnas. Mata seca de restingas sobre cordão arenoso atrás da fazenda Jequitaia.","-39.7322006225586","-18.5932998657227",NA,"Flores passadas, botões creme, tronco bege, ritidoma em placas. Habito: Árvore","SAMES04162",NA,"Conceição da Barra","2019","09","-397391666.0","-184166667.0",NA,NA,"41644","auto",NA,NA,"06",NA,NA,NA
"20","2021-03-24 17:09:31-03","UFES","SAMES","7274","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","guanabarina","Eugenia guanabarina","(Mattos & D.Legrand) Giaretta & M.C.Souza",NA,NA,"Menezes,L.F.T.",NA,"2017","07","28",NA,"Brasil","Espírito Santo","Área da Petrobrás. Jazida Nova Era.","-39.8588981628418","-18.716100692749",NA,"Com botões florais Habitat: Restinga Habito: Arbusto","SAMES07274",NA,"São Mateus",NA,NA,"-398405555.0","-189530556.0",NA,NA,"56510","auto",NA,NA,NA,NA,NA,NA
"21","2021-03-24 17:09:31-03","UFES","SAMES","4167","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","guanabarina","Eugenia guanabarina","(Mattos & D.Legrand) Giaretta & M.C.Souza","M.C.Souza.",NA,"Martins,R.F.A.; Pereira,O.J.;Menezes,L.F.T.;Giaretta,A.O.","31","2007","08","01",NA,"Brasil","Espírito Santo","Bairro Litorâneo. Vegetação de restinga.","-39.8588981628418","-18.716100692749",NA,"Planta de 4m com flores brancas.","SAMES04167",NA,"São Mateus","2019","09",NA,NA,NA,NA,"56510","auto",NA,NA,"06",NA,NA,NA
"22","2021-03-24 17:09:31-03","UFES","SAMES","4171","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","guanabarina","Eugenia guanabarina","(Mattos & D.Legrand) Giaretta & M.C.Souza","M.C.Souza.",NA,"Ribeiro,M.; Menezes,L.F.T.;Giaretta,A.O.;Coelho,R.","9","2009","08","28",NA,"Brasil","Espírito Santo","Bairro Quadrado. Fragmento de restinga pleistocênica, seguindo uma estrada de terra, ca. de 10km atrás do campus CEUNES.","-39.8588981628418","-18.716100692749",NA,"Flores brancas. Habito: Árvore","SAMES04171",NA,"São Mateus","2019","09",NA,NA,NA,NA,"56510","auto",NA,NA,"06",NA,NA,NA
"23","2021-03-24 17:09:31-03","UFES","SAMES","8007","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","guanabarina","Eugenia guanabarina","(Mattos & D.Legrand) Giaretta & M.C.Souza","M.C.Souza.",NA,"Weider,V.; Tressmann,L.K.;Silva,T.;Menezes,L.F.T.;Ribeiro,I.F.","51","2017","10","11",NA,"Brasil","Espírito Santo","Estação da Petrobras, Inhambú.","-39.8588981628418","-18.716100692749",NA,"Habitat: Floresta de Muçununga Habito: Árvore","SAMES08007",NA,"São Mateus",NA,NA,"-398777778.0","-188947222.0",NA,NA,"56510","auto",NA,NA,NA,NA,NA,NA
"24","2021-03-24 17:09:31-03","UFES","SAMES","4170","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","guanabarina","Eugenia guanabarina","(Mattos & D.Legrand) Giaretta & M.C.Souza","M.C.Souza.",NA,"Menezes,L.F.T.; Araújo-Filho,P.B.;Sá,C.F.C.;Machado,I.","1778","2007","11","09",NA,"Brasil","Bahia","Rio Caribé de areia. Sítio do sr. Felipe Ambrosio.","-39.2658004760742","-17.7318992614746",NA,"Flores passadas. Habito: Árvore","SAMES04170",NA,"Caravelas","2019","09","-392913889.0","-178027778.0",NA,NA,"106553","auto",NA,NA,"06",NA,NA,NA
"25","2021-03-24 17:09:31-03","UFES","SAMES","4159","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","guanabarina","Eugenia guanabarina","(Mattos & D.Legrand) Giaretta & M.C.Souza","M.C.Souza.",NA,"Giaretta,A.O.","1330","2012","10","16",NA,"Brasil","Espírito Santo","Área de Proteção Ambiental de Conceição da Barra. Floresta de restinga seca. Início do terraço arenoso e final do Tabuleiro.","-39.7322006225586","-18.5932998657227",NA,"Fruto roxo quando maduro. Habito: Árvore","SAMES04159",NA,"Conceição da Barra","2019","09","-398222223.0","-186916666.0",NA,NA,"41644","auto",NA,NA,"06",NA,NA,NA
"26","2021-03-24 17:09:31-03","UFES","SAMES","8365","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","guanabarina","Eugenia guanabarina","(Mattos & D.Legrand) Giaretta & M.C.Souza","M.C.Souza.",NA,"Duarte,D.A.; Oliveira,S.M.; Souza,K.J.","20","2017","09","27",NA,"Brasil","Espírito Santo","Área do Quadrado. APA de Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,"Fruto maduro, flores brancas e frutos roxos Habitat: Restinga Habito: Árvore","SAMES08365",NA,"Conceição da Barra","2018","11","-397938889.0","-186941666.0",NA,NA,"41644","auto",NA,NA,"23",NA,NA,NA
"27","2021-03-24 17:09:31-03","UFES","SAMES","4157","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","guanabarina","Eugenia guanabarina","(Mattos & D.Legrand) Giaretta & M.C.Souza","M.C.Souza.",NA,"Giaretta,A.O.","1099","2011","11","30",NA,"Brasil","Espírito Santo","Bairro Quadrado. Floresta de restinga sobre cordão arenoso, fundos do campus do CEUNES, próximo ao rio São Mateus. Elevação 10m, APA de Conceição da Barra.","-39.7322006225586","-18.5932998657227",NA,"Frutos verdes, folhas novas vermelhas. Habito: Árvore","SAMES04157",NA,"Conceição da Barra","2019","09","-397922222.0","-186877777.0",NA,NA,"41644","auto",NA,NA,"06",NA,NA,NA
"28","2021-03-24 17:09:31-03","UFES","SAMES","4160","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","guanabarina","Eugenia guanabarina","(Mattos & D.Legrand) Giaretta & M.C.Souza","M.C.Souza.",NA,"Giaretta,A.O.","1360","2012","10","24",NA,"Brasil","Espírito Santo","Floresta de restinga seca próximo à foz natural do rio Itaúnas.","-39.7322006225586","-18.5932998657227",NA,"Frutos negros. Habito: Árvore","SAMES04160",NA,"Conceição da Barra","2019","09","-397383333.0","-185563889.0",NA,NA,"41644","auto",NA,NA,"06",NA,NA,NA
"29","2021-03-24 17:09:31-03","UFES","SAMES","4169","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","guanabarina","Eugenia guanabarina","(Mattos & D.Legrand) Giaretta & M.C.Souza","M.C.Souza.",NA,"Giaretta,A.O.; Ribeiro,M.","572","2009","08","22",NA,"Brasil","Espírito Santo","Itaúnas. Mata de restinga sobre cordão arenoso arenoso próximo de uma área entre cordões dominada por Montrichardia. Área atrás da fazendo Jequitaia.","-39.7322006225586","-18.5932998657227",NA,"Flores alvas e frutos verdes. P30-12. Habito: Árvore","SAMES04169",NA,"Conceição da Barra","2019","09","-397391666.0","-184238889.0",NA,NA,"41644","auto",NA,NA,"06",NA,NA,NA
"30","2021-03-24 17:09:31-03","UFES","SAMES","4165","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","guanabarina","Eugenia guanabarina","(Mattos & D.Legrand) Giaretta & M.C.Souza","M.C.Souza.",NA,"Martins,R.F.A.; Giaretta,A.O.;Menezes,L.F.T.;PereiraO.J.","161","2007","08","01",NA,"Brasil","Espírito Santo","Lajinha. Floresta de restinga inundável, próximo ao rio São Mateus. Seguindo a estrada de terra atrás do campus do CEUNES, próximo ao bairro litorâneo.","-39.7322006225586","-18.5932998657227",NA,"Botões florais verdes.","SAMES04165",NA,"Conceição da Barra","2019","09",NA,NA,NA,NA,"41644","auto",NA,NA,"06",NA,NA,NA
"31","2021-03-24 17:09:31-03","UFES","SAMES","4163","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","guanabarina","Eugenia guanabarina","(Mattos & D.Legrand) Giaretta & M.C.Souza","M.C.Souza.",NA,"Giaretta,A.O.","1026","2011","09","05",NA,"Brasil","Espírito Santo","Lajinha. NULL.","-39.7322006225586","-18.5932998657227",NA,"Flores alvas. Habito: Árvore","SAMES04163",NA,"Conceição da Barra","2019","09","-397830556.0","-186933333.0",NA,NA,"41644","auto",NA,NA,"06",NA,NA,NA
"32","2021-03-24 17:09:31-03","UFES","SAMES","4158","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","guanabarina","Eugenia guanabarina","(Mattos & D.Legrand) Giaretta & M.C.Souza","M.C.Souza.",NA,"Giaretta,A.O.","1135","2011","12","09",NA,"Brasil","Espírito Santo","Parque Estadual de Itaúnas. Formação arbórea de restinga seca, paralela à estrada principla de Itaúnas, matinha de Itaúnas.","-39.7322006225586","-18.5932998657227",NA,"Frutos verdes. Habito: Árvore","SAMES04158",NA,"Conceição da Barra","2019","09",NA,NA,NA,NA,"41644","auto",NA,NA,"06",NA,NA,NA
"33","2021-03-24 17:09:31-03","UFES","SAMES","10184","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","guanabarina","Eugenia guanabarina","(Mattos & D.Legrand) Giaretta & M.C.Souza",NA,NA,"Pereira, O.J.; Lemes, B.X.; Penha, J.S.","9314","2019","09","17",NA,"Brasil","Espírito Santo","Cacimbas. Restinga Holocênica.","-40.0722007751465","-19.3910999298096",NA,"Planta com 3 m altura. Flor esverdeada. Pétala alba, estames albo. Ritidoma esfolhante. Face abaxial da folha verde claro, adaxial verde escuro.","SAMES10184",NA,"Linhares",NA,NA,"-397377777.0","-194794445.0",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA
"34","2021-03-24 17:09:31-03","UFES","SAMES","4161","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","guanabarina","Eugenia guanabarina","(Mattos & D.Legrand) Giaretta & M.C.Souza","M.C.Souza.",NA,"Giaretta,A.O.; Menezes,L.F.T.;Souza,M.C.;Ribeiro,M.","991","2011","09","03",NA,"Brasil","Espírito Santo","Degredo. Floresta de restinga seca sobre cordões arenosos coalescentes.","-40.0722007751465","-19.3910999298096",NA,"Arbusto de 2,5m de altura, botões vinosos, frutos negros a vinosos. Habito: Arbusto","SAMES04161",NA,"Linhares","2019","09","-397416666.0","-194333334.0",NA,NA,"48094","auto",NA,NA,"06",NA,NA,NA
"35","2021-03-24 17:09:31-03","UFES","SAMES","4166","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","guanabarina","Eugenia guanabarina","(Mattos & D.Legrand) Giaretta & M.C.Souza","M.C.Souza.",NA,"Giaretta,A.O.; Menezes,L.F.T.","876","2010","09","22",NA,"Brasil","Espírito Santo","Bairro Liberdade. Estrada de terra adjacente a uma fábrica de tijolos, depois do hospital Roberto Silvares, sentido São Mateus-Guriri. Floresta de restinga seca, primeira mata à direita entrando no bairro.","-39.8588981628418","-18.716100692749",NA,"Frutos roxos. Habito: Árvore","SAMES04166",NA,"São Mateus","2019","09","-398988889.0","-187222223.0",NA,NA,"56510","auto",NA,NA,"06",NA,NA,NA
"36","2021-03-24 17:09:31-03","UFES","SAMES","4164","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","guanabarina","Eugenia guanabarina","(Mattos & D.Legrand) Giaretta & M.C.Souza","M.C.Souza.",NA,"Coelho,R.; Menezes,L.F.T.;Giaretta,A.O.;Ribeiro,M.","45","2009","08","28",NA,"Brasil","Espírito Santo","Bairro Quadrado. Fragmentos de restinga pleistocênica seguindo uma estrada de terra atrás do Campus da Universidade no bairro Litorâneo.","-39.8588981628418","-18.716100692749",NA,"Botões verdes e frutos verdes. Habito: Árvore","SAMES04164",NA,"São Mateus","2019","09",NA,NA,NA,NA,"56510","auto",NA,NA,"06",NA,NA,NA
"37","2021-03-24 17:09:31-03","UFES","SAMES","4156","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","guanabarina","Eugenia guanabarina","(Mattos & D.Legrand) Giaretta & M.C.Souza","M.C.Souza.",NA,"Giaretta,A.O.","1226","2012","02","02",NA,"Brasil","Espírito Santo","Guriri. Ás margens da estrada para Barra Nova. Próximo à Samauma. Floresta seca de restinga.","-39.8588981628418","-18.716100692749",NA,"Frutos verdes. Habito: Árvore","SAMES04156",NA,"São Mateus","2019","09","-397583333.0","-188413889.0",NA,NA,"56510","auto",NA,NA,"06",NA,NA,NA
"38","2021-03-24 17:09:37-03","UFES","SAMES","9483","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos",NA,NA,"Smarzaro, R.; Saporetti, A.M.J.; Barcellos, B.B.; Jesus,V.L.P.; Souza,K.J.","120","2019","06","03",NA,"Brasil","Espírito Santo","Região de Jaguaré.","-39.8588981628418","-18.716100692749",NA,NA,"SAMES09483",NA,"São Mateus",NA,NA,NA,NA,NA,NA,"56510","auto",NA,NA,NA,NA,NA,NA
"39","2021-03-24 17:09:37-03","UFES","SAMES","3870","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos","Giareta,A.",NA,"Menezes,L.F.T.","2042","2012","07","07",NA,"Brasil","Espírito Santo","Parque Estadual de Itaúnas. NULL.","-39.7322006225586","-18.5932998657227",NA,"Árvore de 18m de altura, com flores, presença de cochonilhas nos ramos.","SAMES03870",NA,"Conceição da Barra",NA,NA,NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:36:27-03","UNICAMP","UEC","130669","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Marlierea","guanabarina","Marlierea guanabarina","Mattos & D.Legrand","Barroso, GM",NA,"Konno, T; Marques, MC; Reis, RCC; Caruso Gomes, J","205","1993","06","30",NA,"Brazil","Rio de Janeiro","Ca. 18Km do Trevo de Paraty até a entrada de Laranjeiras, mais (Km em direção a Fazenda do Srº Gibrail, estrada para Praia do Sono, antes do Portão da Fazenda.","-44.7131004333496","-23.2178001403809",NA,"Arvoreta , 4m de alt, semi-ciófila, folhas cartácea, verde discolor, fruto globoso, verde - vinoso.","UEC008277","UEC008277","Paraty","1994","01",NA,NA,"70","920","34470","auto",NA,NA,"25",NA,NA,NA
"41","2021-03-01 16:36:56-03","UNICAMP","UEC","141895","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Neomitranthes","langsdorffii","Neomitranthes langsdorffii","(O.Berg) Mattos","Sobral, M",NA,"Matsumoto, K; Gonçalves, APS","819","2002","10","15",NA,"Brazil","Espírito Santo","Reserva CVRD, Aceiro com Aracruz.","-39.947778","-20.205",NA,"Árvore 5m, tronco liso cinza claro, manchado. Botões verdes. flores brancas; lobos muito parecidos com caliptra.","UEC012949","UEC012949","Linhares","2006","02","-39.947778","-20.205","50","50",NA,NA,NA,NA,NA,NA,NA,NA
