"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","typeStatus","infraspecificEpithet","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber"
"19","2021-03-15 16:37:00-03","NY","NYBG","521560","PreservedSpecimen","Plantae","Melastomataceae","Miconia","eichleri","Miconia eichleri","Cogn.","J. J. Wurdack",NA,NA,NA,"G. G. Hatschbach","31030","1972","12","20","Brazil","Paraná","Campina Grande do Sul","Figueira, Rio Capivari","-49.0553","-25.3058",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79515' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521560","NY00521560_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","521558","PreservedSpecimen","Plantae","Melastomataceae","Miconia","eichleri","Miconia eichleri","Cogn.",NA,NA,NA,NA,"A. F. M. Glaziou","16013","1887","03","20","Brazil","Rio de Janeiro","Nova Friburgo","Nova Friburgo","-42.5308","-22.2819",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79517' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521558","NY00521558_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","521561","PreservedSpecimen","Plantae","Melastomataceae","Miconia","eichleri","Miconia eichleri","Cogn.","A. C. Brade",NA,NA,NA,"R. Reitz","6589","1958","03","06","Brazil","Santa Catarina","Vidal Ramos","Barra de Areia","-49.3556","-27.3919",NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79514' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521561","NY00521561_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","521559","PreservedSpecimen","Plantae","Melastomataceae","Miconia","eichleri","Miconia eichleri","Cogn.",NA,NA,NA,NA,"A. F. M. Glaziou","16013","1887","03","20","Brazil","Rio de Janeiro","Nova Friburgo","Nova Friburgo","-42.5308","-22.2819",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79518' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521559","NY00521559_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","521562","PreservedSpecimen","Plantae","Melastomataceae","Miconia","eichleri","Miconia eichleri","Cogn.","J. J. Wurdack",NA,NA,NA,"G. G. Hatschbach","7719","1961","02","03","Brazil","Paraná","Cerro Azul","Morro Grande","-49.2608","-24.8236",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79516' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521562","NY00521562_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","521560","PreservedSpecimen","Plantae","Melastomataceae","Miconia","eichleri","Miconia eichleri","Cogn.","J. J. Wurdack",NA,NA,NA,"G. G. Hatschbach","31030","1972","12","20","Brazil","Paraná","Campina Grande do Sul","Figueira, Rio Capivari","-49.0553","-25.3058",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79515' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521560","NY00521560_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","521558","PreservedSpecimen","Plantae","Melastomataceae","Miconia","eichleri","Miconia eichleri","Cogn.",NA,NA,NA,NA,"A. F. M. Glaziou","16013","1887","03","20","Brazil","Rio de Janeiro","Nova Friburgo","Nova Friburgo","-42.5308","-22.2819",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79517' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521558","NY00521558_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","521561","PreservedSpecimen","Plantae","Melastomataceae","Miconia","eichleri","Miconia eichleri","Cogn.","A. C. Brade",NA,NA,NA,"R. Reitz","6589","1958","03","06","Brazil","Santa Catarina","Vidal Ramos","Barra de Areia","-49.3556","-27.3919",NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79514' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521561","NY00521561_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","521559","PreservedSpecimen","Plantae","Melastomataceae","Miconia","eichleri","Miconia eichleri","Cogn.",NA,NA,NA,NA,"A. F. M. Glaziou","16013","1887","03","20","Brazil","Rio de Janeiro","Nova Friburgo","Nova Friburgo","-42.5308","-22.2819",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79518' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521559","NY00521559_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","521562","PreservedSpecimen","Plantae","Melastomataceae","Miconia","eichleri","Miconia eichleri","Cogn.","J. J. Wurdack",NA,NA,NA,"G. G. Hatschbach","7719","1961","02","03","Brazil","Paraná","Cerro Azul","Morro Grande","-49.2608","-24.8236",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79516' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521562","NY00521562_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","522062","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pseudoeichleri","Miconia pseudoeichleri","Cogn.",NA,NA,NA,NA,"A. F. M. Glaziou","16935",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=225886' target='other'> <mi>dwc_moreinfo</mi></a>","NY00522062","NY00522062_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","229331","PreservedSpecimen","Plantae","Melastomataceae","Miconia","pseudoeichleri","Miconia pseudoeichleri","Cogn.",NA,NA,NA,NA,"A. F. M. Glaziou","16935",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Prov. Rio de Janeiro fide Cogn.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=225885' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229331","NY00229331_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet","isotype",NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01081141","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","A. C. Brade",NA,NA,NA,"A. P. Duarte","815","1947","01","08","Brazil","Rio de Janeiro","Itatiaia","quilometro 7-10","-44.5631","-22.4961",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1220610' target='other'> <mi>dwc_moreinfo</mi></a>","NY01081141","NY01081141_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01081140","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin",NA,NA,NA,NA,"A. F. M. Glaziou","2577","1868","04","02","Brazil","Rio de Janeiro",NA,"Tijuca","-43.274528","-22.95583",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1220603' target='other'> <mi>dwc_moreinfo</mi></a>","NY01081140","NY01081140_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01462493","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","M. K. Caddah",NA,NA,NA,"M. K. Caddah","422","2009","03","27","Brazil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, trilha para Cachoeira Casca d'Anta, parte baixa","-46.5258","-20.3074",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1305520' target='other'> <mi>dwc_moreinfo</mi></a>","NY01462493","NY01462493_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01081142","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","R. Goldenberg",NA,NA,NA,"W. Hoehne","27184","1932","02","26","Brazil","São Paulo",NA,"Parque do Estado","-46.621883","-23.654505",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1220617' target='other'> <mi>dwc_moreinfo</mi></a>","NY01081142","NY01081142_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01318283","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","M. K. Caddah",NA,NA,NA,"M. K. Caddah","762","2010","01","24","Brazil","Rio de Janeiro","Petrópolis","Parque Nacional da Serra dos Órgãos, começo da trilha para Pico do Alicate","-43.093611","-22.462222",NA,NA,"1050","1050","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1305647' target='other'> <mi>dwc_moreinfo</mi></a>","NY01318283","NY01318283_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01318292","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","M. K. Caddah",NA,NA,NA,"M. K. Caddah","751","2010","01","22","Brazil","Rio de Janeiro","Nova Friburgo","Estrada para Macaé de Cima","-42.502222","-22.363333",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1305639' target='other'> <mi>dwc_moreinfo</mi></a>","NY01318292","NY01318292_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01081143","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","R. Goldenberg",NA,NA,NA,"W. Hoehne","27184","1932","02","26","Brazil","São Paulo",NA,"Parque do Estado","-46.621883","-23.654505",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1220626' target='other'> <mi>dwc_moreinfo</mi></a>","NY01081143","NY01081143_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","02210461","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin",NA,NA,NA,NA,"R. Goldenberg","1645","2012","02","14","Brazil","São Paulo","São Paulo","Estrada entre Parelheiros e Núcleo de Curucutu.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2505298' target='other'> <mi>dwc_moreinfo</mi></a>","NY02210461","NY02210461_01","53584","auto","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00925397","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin",NA,NA,NA,NA,"A. P. Duarte","s.n.","1949",NA,NA,"Brazil","Minas Gerais","Juiz de Fora","Parque Mariano Procópio.","-43.359468","-21.746131",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997731' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925397","NY00925397_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","2423196","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin",NA,NA,NA,NA,"R. Goldenberg","2153","2015","04","30","Brazil","Espírito Santo","São Roque do Canaã","Mata na entrada da trilha para o Alto Misterioso.","-40.6568984985352","-19.738899230957",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685479' target='other'> <mi>dwc_moreinfo</mi></a>","NY02423196","NY02423196_01","14641","auto","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","02104577","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","R. Goldenberg",NA,NA,NA,"E. H. Camargo","91","2007","04","21","Brazil","Paraná","Tunas do Paraná","Estrada para Tunas.","-49.0858001708984","-24.9743995666504",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2570478' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104577","NY02104577_01","41885","auto","Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01081144","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri saldanhaei","Cogn.","A. C. Brade",NA,NA,NA,"O. C. Goés","100","1946",NA,NA,"Brazil","Rio de Janeiro","Petrópolis",NA,"-43.1783","-22.505",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1220631' target='other'> <mi>dwc_moreinfo</mi></a>","NY01081144","NY01081144_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,"saldanhaei",NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","01081141","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","A. C. Brade",NA,NA,NA,"A. P. Duarte","815","1947","01","08","Brazil","Rio de Janeiro","Itatiaia","quilometro 7-10","-44.5631","-22.4961",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1220610' target='other'> <mi>dwc_moreinfo</mi></a>","NY01081141","NY01081141_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","01081140","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin",NA,NA,NA,NA,"A. F. M. Glaziou","2577","1868","04","02","Brazil","Rio de Janeiro",NA,"Tijuca","-43.274528","-22.95583",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1220603' target='other'> <mi>dwc_moreinfo</mi></a>","NY01081140","NY01081140_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","01462493","PreservedSpecimen","Plantae","Melastomataceae","Miconia","valtheri","Miconia valtheri","Naudin","M. K. Caddah",NA,NA,NA,"M. K. Caddah","422","2009","03","27","Brazil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, trilha para Cachoeira Casca d'Anta, parte baixa","-46.5258","-20.3074",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1305520' target='other'> <mi>dwc_moreinfo</mi></a>","NY01462493","NY01462493_01",NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
