"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","559495","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","R. Callejas Posada","R. Callejas Posada","1863","1983","12","06","South America","Brazil","Paraná","Cerro Azul","1 km al norte de Cerro Azul, estrada a orilla del Rio Ribeirao. Sitio Mato Preto","-48.75","-24.75","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=172105' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559495","NY00559495_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","559494","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","R. Callejas Posada","R. Callejas Posada","1833","1983","11","30","South America","Brazil","Paraná","Guaraqueçaba","Rio de Cedro, rodovia Antonina-Guaraqueçaba","-48.53","-25.5","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=172103' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559494","NY00559494_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-06-29 11:31:55-03","UFRJ","RFA","37269","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","V.B. Sarnaglio Jr.","R.S. Couto","445","2010","08","16",NA,"Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande. Praia da Feiticceira","-44.3180999755859","-23.0067005157471",NA,"Herbácea crescendo sobre a rocha na beira da praia de caule avermelhado e folhas e inflorescência verde-claro.","RFA24087",NA,NA,"2013","32988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-12-04 15:26:07-03","PUCPR","HUCP","25081","S","Plantae","Magnoliidae",NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Caxambu, MG","Siqueira, EL; Schroeter A.C.","2248","2017","07","07",NA,"Brasil","Paraná","Nova Tebas","Estação Ecológica Municipal Dr. Orlando Sanchez","-51.9453010559082","-24.4381008148193",NA,"Erva semi-ciófila, rupícola, reptante. Espigas verdes. Relevo: ondulado. Vegetação Floresta Estacional Semidecidual Submontana.","HUCP00025081","HUCP00025081",NA,"2017","21547","auto","07","18",NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-12-04 15:26:07-03","PUCPR","HUCP","25077","S","Plantae","Magnoliidae",NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Caxambu, MG","Siqueira, EL; Schroeter A.C.","2239","2017","07","06",NA,"Brasil","Paraná","Nova Tebas","Estação Ecológica Municipal João Dasko","-51.9453010559082","-24.4381008148193",NA,"Erva semi-ciófita, rupícola. Espigas verdes. Relevo: ondulado. Vegetação Floresta Estacional Semidecidual Submontana.","HUCP00025077","HUCP00025077",NA,"2017","21547","auto","07","17",NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-10-09 11:22:34-03","UFBA","ALCB","030965","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho-Silva, M","Guedes, ML; et al.","5063","1997","06","28","Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina","-41.420556","-12.447222",NA,"crassa, ramos vermelhos. Inflorescência em espiga esverdeada. Ocasional.","ALCB002321","ALCB002321",NA,"2009",NA,NA,"07",NA,"-41.420556","-12.447222",NA,NA,NA,NA,NA,NA
"17","2019-10-09 11:22:34-03","UFBA","ALCB","031165","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho-Silva, M","Guedes, ML; Velozo, ES","5146","1997","06","29","Southern America","Brasil","Bahia","Palmeiras","Chapada Diamantina","-41.470833","-12.455556",NA,"prostada. Folhas crassas. Material estéril. Ocasional.","ALCB002322","ALCB002322",NA,"2009",NA,NA,"07",NA,"-41.470833","-12.455556","1080","1080",NA,NA,NA,NA
"18","2019-10-09 11:22:34-03","UFBA","ALCB","038899","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Guimarães, EF","Melo, E; França, F; Oliveira, S; Nunes, TS; Souza, E; Ganev, W","PCD1375","1994","11","24","Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha","-41.416667","-12.45",NA,"Rastejante sobre rochas. Caule verde vináceo. Folhas simples, crassas, discolores. Inflorescência verde-vinácea. Frequente.; Vegetação de campo rupestre. Afloramento rochoso.","ALCB002319","ALCB002319",NA,"1997",NA,NA,"03",NA,"-41.416667","-12.45","750","750",NA,NA,NA,NA
"19","2019-10-09 11:22:34-03","UFBA","ALCB","42751","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho-Silva, M","Stradmann, MTS; Poveda, A; Gomes, DF","0087","1995","10","21","Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina, Trilha do Bodão, margem direita, afluente do rio Ribeirão, a 4 km aproximadamente após a Cachoeira do Sossego, sentido nascente. Parque Nacional da Chapada Diamantina","-41.45","-12.466667",NA,"terrestre, 0,1 m. Folhas crassas, discolores. Flores em botões esverdeados. Comum.; Mata ciliar, de 15 a 20 m de largura,limitada por paredões rochosos, higrófila. Sub comunidade montana. Solo arenoso, rico em humos, associado aos afl","ALCB002320","ALCB002320",NA,"2009",NA,NA,"07",NA,"-41.45","-12.466667",NA,NA,NA,NA,NA,NA
"20","2019-10-09 11:22:34-03","UFBA","ALCB","48673","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Guedes, ML","Guedes, ML; Santana, DL; Loureiro, DM; Alves, L. de J.","7449","2000","10","09","Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha","-41.422222","-12.456389",NA,"procumbente. Folhas crassas, levemente discolores. Inflorescência em espiga.; Afloramentos rochosos.","ALCB002323","ALCB002323",NA,"2000",NA,NA,"11",NA,"-41.422222","-12.456389",NA,NA,NA,NA,NA,NA
"21","2020-11-04 12:18:04-03","ESALQ","ESA","63132","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho-Silva, M.","Souza, V.C. et al.",NA,"1998","12","17",NA,"Brasil","São Paulo","São Sebastião",NA,"-45.4099998474121","-23.7600002288818",NA,NA,"ESA063132",NA,NA,NA,"41977","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-12-19 08:15:27-03","FPS","FPS","437","MachineObservation","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Schwirkowski, P.","Schwirkowski, P.","669","2014","11","29",NA,"Brasil","Santa Catarina","São Bento do Sul","Sertãozinho - Recanto Buger Strasse","-49.366351","-26.325326",NA,"<ll>dwc_commonname:</ll> Erva-de-vidro, erva-de-jaboti","FPS00437","FPS00437_v01 FPS00437_v02 FPS00437_v03 FPS00437_v04",NA,"2014",NA,NA,"11","29","-49.366351","-26.325326",NA,NA,NA,NA,NA,NA
"23","2021-03-24 17:09:46-03","UFES","SAMES","4630","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Sarnaglia,V.B.","Giaretta,A.O.","1185","2012","01","24",NA,"Brasil","Espírito Santo","Conceição da Barra","Área de Proteção Ambiental de Conceição da Barra. Formação florestal de restinga, próximo à Santana.","-39.7322006225586","-18.5932998657227",NA,"Habito: Trepadeira","SAMES04630",NA,NA,"2014","41644","auto","07","24","-397600000.0","-185877777.0",NA,NA,NA,NA,NA,NA
"24","2021-03-01 16:37:49-03","UNICAMP","UEC","90328","S","Plantae","Magnoliopsida",NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho-Silva, M","Leitão Filho, HF; et al.","32862","1995","02","07",NA,"Brazil","São Paulo","Pariquera-Açu","Estrada para Cananéia.","-47.850833","-24.879444",NA,"Epífita. Espádice verde.; Transição restinga, mata de encosta.","UEC149500","UEC149500",NA,"2007",NA,NA,"11",NA,"-47.850833","-24.879444",NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:37:49-03","UNICAMP","UEC","87000","S","Plantae","Magnoliopsida",NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho-Silva, M","Figueiredo, RA","35315","1996","11","01",NA,"Brazil","São Paulo","Campinas","Reserva de Santa Genebra.","-46.866667","-22.916667",NA,"Epífita, inflorescência creme. Frutos rostrados.","UEC149505","UEC149505",NA,"2007",NA,NA,"11",NA,"-46.866667","-22.916667",NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:37:49-03","UNICAMP","UEC","12732","S","Plantae","Magnoliopsida",NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho-Silva, M","Davis, PH; et al.","D60716","1976","09","08",NA,"Brazil","São Paulo",NA,"Ilha da Casca, between Ilha do Cardoso and mainlad. Sea level.",NA,NA,NA,"Epiphytic.; Rocky slopes.","UEC149501","UEC149501",NA,"2007",NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:37:49-03","UNICAMP","UEC","12757","S","Plantae","Magnoliopsida",NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho-Silva, M","Davis, PH; et al.","D60717","1976","09","08",NA,"Brazil","São Paulo",NA,"Ilha da Casca, between Ilha do Cardoso and mainland. Sea level.",NA,NA,NA,"Epiphytic; Rocky slopes.","UEC149506","UEC149506",NA,"2007",NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:37:49-03","UNICAMP","UEC","12838","S","Plantae","Magnoliopsida",NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho-Silva, M","Gibbs, PE; Leitão Filho, HF","6100","1977","10","20",NA,"Brazil","São Paulo",NA,"25 km NW de Mogi Guaçú. Estação experimental de Mogi-Guaçú. Fazenda Campininha.",NA,NA,NA,"Herbáceo, prostrado inflorescência creme.; Mata ciliar.","UEC149504","UEC149504",NA,"2007",NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-01 16:37:49-03","UNICAMP","UEC","90316","S","Plantae","Magnoliopsida",NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho-Silva, M","Araújo, AC; Fischer, EA","33503","1995","02","15",NA,"Brazil","São Paulo","Iguape","Estrada de asfalto Pariquera-Mirim/Iguape, a a 10km de Iguape.","-47.644722","-24.766111",NA,"Epífita, espádice esverdeado.; Restinga","UEC149502","UEC149502",NA,"2007",NA,NA,"11",NA,"-47.644722","-24.766111",NA,NA,NA,NA,NA,NA
"30","2021-03-01 16:37:49-03","UNICAMP","UEC","80076","S","Plantae","Magnoliopsida",NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho-Silva, M","Souza, WS; Silva, SM","24998","1986","11","01",NA,"Brazil","Paraná","Paranaguá","Ilha das Cobras.","-48.5092010498047","-25.5200004577637",NA,"Rupícola com folhas crassas, início de frutificação.; Litoral rochoso.","UEC149503","UEC149503",NA,"2007","24916","auto","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-10-14 10:04:37-03","FURB","FURB","15702","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Borgo, M","Dreveck, S.; Carneiro, F.E.","1214","2009","10","31",NA,"Brasil","Santa Catarina","São Francisco do Sul","Itapema.","-48.6","-26.28",NA,"Florística IFFSC 1031 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: Fruto verde;","FURB37469","FURB37469",NA,"2012",NA,NA,"04","26","-48.6000000","-26.2800000","3","3",NA,NA,NA,NA
"32","2020-10-14 10:04:37-03","FURB","FURB","21331","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Borgo, M","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1202","2010","02","01",NA,"Brasil","Santa Catarina","Paulo Lopes","Sertão do Campo.","-48.7619444","-27.8788889",NA,"Epífita IFFSC e226a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de arbórea;","FURB37464","FURB37464",NA,"2012",NA,NA,"04","26","-48.7619444","-27.8788889","180","180",NA,NA,NA,NA
"33","2020-10-14 10:04:37-03","FURB","FURB","27483","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Borgo, M","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4845","2010","06","07",NA,"Brasil","Santa Catarina","Palhoça","Guarda do Embaú/Parque Estadual da Serra do Tabuleiro.","-48.5875","-27.9036111",NA,"Florística IFFSC mv44 (Rupícola) Habitat: Restinga; Estágio Médio; interior do fragmento Habito: rupícola;","FURB37466","FURB37466",NA,"2012",NA,NA,"04","26","-48.5875000","-27.9036111","20","20",NA,NA,NA,NA
"34","2020-10-14 10:04:37-03","FURB","FURB","27843","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Borgo, M","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2842","2010","06","24",NA,"Brasil","Santa Catarina","Florianópolis","Parque Municipal da Lagoa do Peri.","-48.535","-27.7241667",NA,"Epífita IFFSC e8003b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Primário; interior do fragmento Habito: epífita;","FURB37467","FURB37467",NA,"2012",NA,NA,"04","26","-48.5350000","-27.7241667","317","317",NA,NA,NA,NA
"35","2020-10-14 10:04:37-03","FURB","FURB","29575","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Borgo, M","Stival-Santos, A.; Legal, E. & Silveira, S.","2037","2010","03","13",NA,"Brasil","Santa Catarina","Florianópolis","Rua: Servidão Marcelino Antônio Nunes, Bairro Vargem do Bom Jesus.","-48.4197223","-27.4513889",NA,"Florística IFFSC 392 (Rupícola). também observada como rastejante e escandente. Habitat: Floresta Ombrófila Densa; Estágio Inicial; interior do fragmento Habito: rupícola;","FURB37465","FURB37465",NA,"2012",NA,NA,"04","26","-48.4197223","-27.4513889","147","147",NA,NA,NA,NA
"36","2020-10-14 10:04:37-03","FURB","FURB","32738","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Borgo, M","Korte, A.","4954","2010","11","17",NA,"Brasil","Santa Catarina","Itapoá","Balneário Uirapuru.","-48.5983333","-26.1269445",NA,"Coleta Extra IFFSC (Epífita) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Avançado Habito: epífita;","FURB37468","FURB37468 FURB37468_2",NA,"2012",NA,NA,"04","26","-48.5983333","-26.1269445","2","2",NA,NA,NA,NA
"37","2020-10-14 10:04:37-03","FURB","FURB","32960","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Borgo, M","Korte, A.; Rigon-Junior, M.J.","5454","2010","12","07",NA,"Brasil","Santa Catarina","Araranguá",NA,"-49.3208334","-28.8902777",NA,"Florística IFFSC 27 (Epífita) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Avançado; interior do fragmento Habito: epífita;","FURB02978","FURB02978_1 FURB02978_2",NA,"2012",NA,NA,"04","26","-49.3208334","-28.8902777",NA,NA,NA,NA,NA,NA
"38","2020-10-14 10:04:37-03","FURB","FURB","32994","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Borgo, M","Korte, A.","5316","2010","12","02",NA,"Brasil","Santa Catarina","Palhoça","Parque Estadual do Tabuleiro - Guarda do Embaú.","-48.5994444","-27.9047222",NA,"Florística IFFSC 228 (Epífita) Habitat: Restinga; Estágio Avançado Habito: epífita;","FURB37463","FURB37463 FURB37463_2",NA,"2012",NA,NA,"04","26","-48.5994444","-27.9047222","15","15",NA,NA,NA,NA
"39","2019-06-27 10:26:16-03","UFES","VIES","1772","S","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Pereira, O.J.","Pereira, O.J.","1052","1987","09","12",NA,"Brasil","Espírito Santo","Guarapari","Setiba.","-40.5110015869141","-20.6580009460449",NA,NA,"VIES001772","VIES001772",NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:39:32-03","MBM","MBM","44958","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Callejas, R.","Hatschbach, G.","3982",NA,NA,NA,"Southern America","Brazil","Paraná","Bocaiúva do Sul","Descampado","-49.1150016784668","-25.2061004638672",NA,NA,"MBM044958","MBM044958",NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:39:32-03","MBM","MBM","45008","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Yuncker, T.G.","Hatschbach, G.","7422",NA,NA,NA,"Southern America","Brazil","Paraná","Cerro Azul","Ribeirão do Veado","-49.261100769043","-24.823600769043",NA,NA,"MBM045008","MBM045008",NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:39:32-03","MBM","MBM","143132","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Callejas, R.","Callejas, R.; et al.; et al.","1833",NA,NA,NA,"Southern America","Brazil","Paraná","Guaraqueçaba","Rio do Cedro","-48.3288993835449","-25.3066997528076",NA,NA,"MBM143132","MBM143132",NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:39:32-03","MBM","MBM","64543","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Callejas, R.","?","42574",NA,NA,NA,"Southern America","Brazil","Paraná","Cerro Azul","Rio Bom Sucesso","-49.261100769043","-24.823600769043",NA,"=79467","MBM064543","MBM064543",NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:39:32-03","MBM","MBM","79467","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Callejas, R.","Hatschbach, G.","42574",NA,NA,NA,"Southern America","Brazil","Paraná","Cerro Azul","Rio Bom Sucesso","-49.261100769043","-24.823600769043",NA,"=64543","MBM079467","MBM079467",NA,NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-08-18 13:55:25-03","UESC","UESC","828","S","Plantae","Angiospermae","Florideophycidae","Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho Silva","L.A.Mattos Silva","3398","1996","03","14",NA,"Brasil","Bahia","Ilhéus",NA,"-39.166667","-14.8",NA,"Solo argiloso. Coletas próximas à ponte em cacaual antigo sob remanescente da Mata Atlântica.; Epífeta.","UESC0000828",NA,NA,"2015",NA,NA,"03",NA,"39W10'","14S48'","40","40","Dicotyledoneae",NA,NA,NA
"46","2015-09-03 18:40:34-03","MNHN","RECOLNAT_MNHN_P","P01644523","PreservedSpecimen",NA,NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.",NA,"Loefgren",NA,NA,NA,NA,NA,"Brasil",NA,NA,"Brésil.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01644523' target='other'> <mi>dwc_moreinfo</mi></a>","P01644523","P01644523_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1367",NA,NA
"47","2015-09-03 18:40:34-03","MNHN","RECOLNAT_MNHN_P","P01644524","PreservedSpecimen",NA,NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.",NA,"Gaudichaud",NA,"1831","1","1",NA,"Brasil","Santa Catarina",NA,"Brésil. Ste. Catherine.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01644524' target='other'> <mi>dwc_moreinfo</mi></a>","P01644524","P01644524_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"286",NA,NA
