"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","fieldNumber","individualCount","relatedCatalogItem"
"103","2020-11-04 17:30:14-03","UEM","HUEM","12964","S","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","G.A. Dettke","Janunzzi, AM","s.n.","2006","08","07",NA,"Brasil","Paraná","Maringá","horto didático e experiemntal da UEM","-51.9385986328125","-23.4253005981445",NA,"Erva; 15 cm de altura; folhas carnosas e espigas de cor creme.","HUEM000009845","HUEM000009845",NA,"2015","19250","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-11-04 17:30:14-03","UEM","HUEM","24306","S","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","G.A. Dettke","Milaneze-Gutierre, MA","s.n.","2013","02",NA,NA,"Brasil","Paraná","Telêmaco Borba","Área de alagamento da UHE Mauá","-50.6156005859375","-24.3239002227783",NA,"Epífita; potencial invasor.","HUEM000009857","HUEM000009857",NA,"2015","35037","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2020-08-20 14:58:46-03","UFSC","FLOR","16352","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho-Silva, M.","Falkenberg, D.B.","3534","1986","10","01",NA,"Brasil","Santa Catarina","Florianópolis","Estrada para Canasvieiras, próximo do posto da Polícia Rodoviária, Ratones, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,"erva epifítica. A 1,5 m acima do solo","FLOR0016352",NA,NA,"2014","27000","auto","01",NA,NA,NA,"10","10",NA,NA,NA,NA
"106","2020-08-20 14:58:46-03","UFSC","FLOR","28237","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho-Silva, M.","Silva Filho, F.A. da; Zanin, A.","996","1992",NA,NA,NA,"Brasil","Santa Catarina","Florianópolis","Trilha na margem sul da lagoa, Lagoa do Peri, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,"erva rupícola","FLOR0028237",NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-03-04 15:45:44-03","IF","SPSF","28906","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","nitida","Peperomia nitida",NA,NA,"G.L.Esteves","2731","2000","08","10","América do Sul","Brasil","SP","Caraguatatuba","P.E.Serra do Mar, Núcleo Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata ombrofila densa&nf;;",NA,NA,NA,NA,"30093","auto",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"108","2021-02-08 12:44:40-03","UFRGS","ICN","127403","S","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho-Silva, M","Hagelund, K","11256","1977","03","17","América do Sul","Brasil","RS","Tenente Portela","Parque Turvo","-53.75830078125","-27.3710994720459",NA,NA,NA,NA,NA,NA,"14404","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-02-08 12:44:40-03","UFRGS","ICN","127401","S","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho-Silva, M","Hagelund, K","11605","1977","10","06","América do Sul","Brasil","RS","Tenente Portela","Turvo","-53.75830078125","-27.3710994720459",NA,NA,NA,NA,NA,NA,"14404","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2019-11-21 10:14:15-03","IBt","SP","18276","S","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho Silva, M","Pickel, B","868","1925","03","12",NA,"Brasil","Pernambuco",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007",NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2019-11-21 10:14:15-03","IBt","SP","209295","S","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho Silva, M","Melo, MMRF; Lopes, E; Silva, J","324","1982","03","17",NA,"Brasil","Paraná","Sete Quedas","Estrada próxima às casas.",NA,NA,NA,NA,NA,NA,NA,"2007",NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2019-11-21 10:14:15-03","IBt","SP","288819","S","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho Silva, M","Goldenberg, R; et al.","29849","1993","11","12",NA,"Brasil","São Paulo","Ubatuba","Estação Experimental do IAC. Trilha da Sucen.","-45.1275","-23.42",NA,NA,NA,NA,NA,"2007",NA,NA,"11",NA,"-45.1275","-23.42",NA,NA,NA,NA,NA,NA
"113","2019-11-21 10:14:15-03","IBt","SP","292435","S","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Guimarães, EF","Assis, MA; Furlan, A; Carneiro, CE; Farinaccio, MA; Scudeller, V; Cavalcante, DC","385","1994","08","28",NA,"Brasil","São Paulo","Ubatuba","Trilha da Fazenda Capricórnio, em plantação de cacau.","-45.083333","-23.4",NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,"-45.083333","-23.4",NA,NA,NA,NA,NA,NA
"114","2019-11-21 10:14:15-03","IBt","SP","41582","S","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho Silva, M","Kuhlmann, M","s.n.","1939","08","30",NA,"Brasil","Paraná",NA,"Caiobá.",NA,NA,NA,NA,NA,NA,NA,"2007",NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2019-11-21 10:14:15-03","IBt","SP","47949","S","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho Silva, M","Kuhlmann, M","154","1942","12","18",NA,"Brasil","São Paulo","Amparo","Amparo-Monte Alegre, margem do Rio Camanducaia.","-46.7599983215332","-22.7000007629395",NA,NA,NA,NA,NA,"2007","18036","auto","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2019-11-21 10:14:15-03","IBt","SP","12580","S","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho Silva, M","Duarte, C","155","1910","09",NA,NA,"Brasil","São Paulo","Atibaia","Margens do Atibaia.","-46.5499992370605","-23.1100006103516",NA,NA,NA,NA,NA,"2007","21675","auto","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2019-11-21 10:14:15-03","IBt","SP","163583","S","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho Silva, M","De-Grande, DA; Lopes, EA","330","1979","10","04",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso, Trilha de acesso aos geradores.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"2007","37574","auto","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-11-21 10:14:15-03","IBt","SP","292299","S","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho Silva, M","Miyagi, PH; Ivanauskas, NM; Leite, EC; Silva, IC; Ettori Jr, O; Fernandes, GD","211","1994","09","07",NA,"Brasil","São Paulo","Cananéia","Morro do São João","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"2007","37574","auto","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-11-21 10:14:15-03","IBt","SP","350697","S","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Sugiyama, M","Esteves, GL; Simão Bianchini, R; Pinheiro, F; Bonfim, F; Souza, FO; Bopp, LT; Sugiyama, M","2731","2000","08","10",NA,"Brasil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar, Núcleo Caraguatatuba. Trilha da Mococa","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,NA,"2000","30093","auto","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-11-21 10:14:15-03","IBt","SP","272199","S","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho Silva, M","Nicolau, SA; Rossi, L; Mana de Deus, JR; Anunciação, EA; Sugiyama, M","621","1993","07","23",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Praia do Rio Verde","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"2007","55628","auto","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2019-11-21 10:14:15-03","IBt","SP","198456","S","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho Silva, M","Forero, E; Jung, SL; Melo, MMRF; Wanderley, MGL; Barros, F","8444","1980","09","24",NA,"Brasil","São Paulo","Mogi Guaçu","Fazenda Campininha, Pádua Sales","-46.9421997070312","-22.372200012207",NA,NA,NA,NA,NA,"2007","39309","auto","11",NA,NA,NA,"600","600",NA,NA,NA,NA
"122","2019-11-21 10:14:15-03","IBt","SP","384553","S","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho Silva, M","Kato, MJ","508","2004","11","15",NA,"Brasil","São Paulo","Mongaguá","Casa da Zita.","-46.6199989318848","-24.0799999237061",NA,NA,NA,NA,NA,NA,"12311","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-11-21 10:14:15-03","IBt","SP","292301","S","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Marcusso, GM","Bernacci, LC; Pilati, R; Camargo, O; Andrade, PRP","398","1994","06","16",NA,"Brasil","São Paulo","Monte Alegre do Sul","Estação Experimental do IAC.","-46.6800003051758","-22.6800003051758",NA,NA,NA,NA,NA,"2018","11114","auto","09","18",NA,NA,NA,NA,NA,NA,NA,NA
"124","2019-11-21 10:14:15-03","IBt","SP","288833","S","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho Silva, M","Bernacci, LC; Andrade, PRP; Belinello, R; Falivene, SMP; Silva, AMC","1072","1995","01","11",NA,"Brasil","São Paulo","Pariquera-Açu","Rodovia a partir da BR 116 para a cidade.","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,"2007","17990","auto","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2019-11-21 10:14:15-03","IBt","SP","12573","S","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Yuncker, TG","Loefgren, A","CGG1367","1889","09","16",NA,"Brasil","São Paulo","São José do Rio Pardo","Mata, beira Fartura.","-46.8800010681152","-21.5900001525879",NA,"Herbacea, gorda, epifita, pendula.","SP007618","SP007618",NA,"1960","15885","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2019-11-21 10:14:15-03","IBt","SP","12613","S","Plantae",NA,NA,"Piperaceae","Peperomia","nitida","Peperomia nitida","Dahlst.","Carvalho Silva, M","Usteri, A","s.n.","1906","05","27",NA,"Brasil","São Paulo","São Paulo","Freguesia do Ó.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"2007","53584","auto","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
