"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"11","2020-11-04 11:14:34-03","ESALQ","ESA","83203","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O. Berg","Faria, J.E.Q.","Chaddad Jr., J.","122.0","2002","12","20",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,"ESA083203",NA,NA,NA,"2013",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA
"12","2020-11-04 11:14:34-03","ESALQ","ESA","13886","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O.Berg","Kawasaki, M.L.","Ivanauskas, N.M.",NA,"1993","01","03",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,"ESA013886","ESA013886",NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA
"13","2020-11-04 11:14:34-03","ESALQ","ESA","12751","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O.Berg","Ivanauskas, N.M.","Souza, V.C. et al.","4853.0","1993","12","02",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,"ESA012751","ESA012751",NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA
"14","2020-11-04 11:14:34-03","ESALQ","ESA","13885","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O.Berg","Kawasaki, M.L.","Ivanauskas, N.M.","82.0","1992","11","06",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,"ESA013885","ESA013885",NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:14:34-03","ESALQ","ESA","108529","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi",NA,"Kuntz, J.","Harley, R.M.","16719.0","1974","03","04",NA,"Brasil","Bahia","Serra do Curral Feio",NA,NA,NA,NA,NA,"ESA108529","ESA108529",NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:14:34-03","ESALQ","ESA","111921","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi",NA,"Kuntz, J.","Harley, R.M.","20089.0","1977","03","28",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,"ESA111921","ESA111921",NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:14:34-03","ESALQ","ESA","12752","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O.Berg","Ivanauskas, N.M.","Souza, V.C. et al.","4854.0","1993","12","02",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,"ESA012752","ESA012752",NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 10:56:24-03","ESALQ","ESA","136160","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O. Berg","M. Sobral","R.M.G. Konopczyk",NA,"2013","11","08",NA,"Brasil","São Paulo","Porto Ferreira",NA,"-47.4700012207031","-21.8500003814697",NA,NA,"ESA136160",NA,NA,NA,NA,NA,NA,"13859","auto",NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:14:42-03","ESALQ","ESA","97861","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","vincifolia","Eugenia vincifolia","O.Berg","Faria Jr., J.E.Q.","Souza, V.C.; Zappi, D.C.; Hind, D.J.N.; Paula-Souza, J.; Jennings, L.; Romão, G.O.; Rando, J.G.; Ferreira, M.A.P.; Miranda, E.","32759.0","2007","02","19",NA,"Brasil","Minas Gerais","Santana do Pirapama.","Serra do Cipó (Serra da Lapa). Distrito de São José da Cachoeira. Trilha da Senhorinha. Campo rupestre.",NA,NA,NA,"Arbusto, ca. 1 m alt.; frutos imaturos verdes.","ESA097861","ESA097861",NA,NA,"2009","03","18",NA,NA,"-43,755,556","-19,006,111",NA,NA,NA,NA,NA
"20","2019-08-27 13:31:21-03","IAP","PACA-AGP","106439","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O. Berg","M. Grings","M. Grings","395","2008","11","14",NA,"Brasil","RS","Manoel Viana","Projeto de aasentamento Santa Maria do Ibicuthy","-55.4827995300293","-29.5891990661621",NA,"arvoreta com 5 m.; flores em botão Habitat: na floresta de galeria do rio Ibicuí","PACA106439",NA,NA,NA,NA,NA,NA,"43920","auto",NA,NA,"Magnoliatae",NA,NA,NA,NA
"21","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060373","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","mansonii","Eugenia mansonii","O. Berg","M. Sobral","L. C. Stutz","690","1982",NA,"1",NA,"Paraguay","Alto Parana",NA,"Rio Monday.","-54.724058","-25.658591",NA,"Arbre.",NA,NA,"250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060370","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","mansonii","Eugenia mansonii","O. Berg","M. Sobral","L. C. Stutz","698","1982",NA,"1",NA,"Paraguay","Alto Parana",NA,"Rio Monday.","-54.724058","-25.658591",NA,"Arbuste.",NA,NA,"250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0057394","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","mansoni","Eugenia mansoni","O. Berg","S. Tressens","J. Paula Souza; M. S. Ferrucci, J. G. Rando, E. I. Meza Torres","7092","2007","1","12",NA,"Argentina","Corrientes",NA,"Dep. Monte Caseros. Caminho para Puerto El Ceibo. Espinal.","-57.66833","-30.21389",NA,"Arbusto, ca. 3 m alt. Frutos imaturos verdes.",NA,NA,"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0035510","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","mansonii","Eugenia mansonii","O. Berg","Nic Lughadha (specieslink at SP)","R. Harley","18724","1977","2","16",NA,"Brazil","Bahia",NA,"10 km S of Andarai on the road to Mucuge.","-41.3167","-12.8667",NA,"Small tree or shurb to 3 m. Leaves coriaceous bright yellow-green, glossy above, paler beneath. Fruit yellow-green, ribbed, gooseberry-like. Fruiting calyx yellowish-brown.",NA,NA,"500","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060371","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","mansonii","Eugenia mansonii","O. Berg","M. Sobral","B. S. Bertoni","284","1982",NA,"1",NA,"Paraguay","Alto Parana",NA,"Alto Parana.","-54.789388","-25.470248",NA,NA,NA,NA,"250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0057610","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","mansonii","Eugenia mansonii","O. Berg","M. Sobral","R. Degen","762","1988","4","15",NA,"Paraguay","Cordillera",NA,"Cerro Tobati.","-57.083318","-25.26242",NA,"Arbusto de 2 m. Flores blancas. Fructifero.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0016846","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","mansonii","Eugenia mansonii","O. Berg","M. Sobral","E. Zardini; I. Basualdo, F. Merelles, N. Soria","2528","1987","5","23",NA,"Paraguay","Paraguari",NA,"Compania Costa Segunda, Cerro Palacios.","-57.183333","-25.583333",NA,"Shrub 1.5 m tall.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0016847","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","mansonii","Eugenia mansonii","O. Berg","M. Sobral","E. Zardini; I. Basualdo, F. Merelles, N. Soria","2499","1987","5","23",NA,"Paraguay","Paraguari",NA,"Compania Costa Segunda, Cerro Palacios.","-57.183333","-25.583333",NA,"Subshrub. White flowers.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0018738","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","mansonii","Eugenia mansonii","O. Berg","M. Sobral","N. Soria","2266","1988","6","21",NA,"Paraguay","Paraguari",NA,"Cerro Mbatovi.","-57.1","-25.566667",NA,"Arbusto de 1-2 m. Flores blancas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0057608","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","mansonii","Eugenia mansonii","O. Berg","M. Sobral","M. Ortiz","598","1987","7","16",NA,"Paraguay","Paraguari",NA,"Costa Segunda.","-57.183333","-25.583333",NA,"Arbusto de 3-4 m. Fructifero.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0034463","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","mansonii","Eugenia mansonii","O. Berg","M. Sobral","G. Schemeda","563","1979","5","27",NA,"Paraguay","Cordillera",NA,"Cerro Tobati.","-57.083318","-25.26242",NA,"Arbusto 2 m. Flores blancas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0057609","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","mansonii","Eugenia mansonii","O. Berg","M. Sobral","N. Soria","1733","1987","8","12",NA,"Paraguay","Amambay",NA,"Parque Nacional Cerro Cora","-56.208209","-22.62554",NA,"Arbusto 2-3 m tall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0034464","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","mansonii","Eugenia mansonii","O. Berg","M. Sobral, 1999.","R.F. Vieira; G.P. Silva, F.O. Costa, H.G.P. dos Santos, S. Cordovil, C.P.B. Soares","1787","1993","10","28",NA,"Brazil","Goias","Caldas Novas","Margem dereita do rio Corumba; proximo a estacao S.O 9; na margem dereita do corrego.","-48.5333","-17.7",NA,"Arvoreta, 2m; botoes florais crème-esverdeados; calice verde; corola crème.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060369","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","mansonii","Eugenia mansonii","O. Berg","M. Sobral","L. C. Stutz","714","1982",NA,"2",NA,"Paraguay","Alto Parana",NA,"Rio Monday.","-54.724058","-25.658591",NA,NA,NA,NA,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060328","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","mansonii","Eugenia mansonii","O. Berg","I. Lucas & Araujo","J. De Egea Juvinel; R. Elsam","789","2005",NA,"6",NA,"Paraguay","Neembucu",NA,"Estancia Redondo.","-58.003611","-26.55",NA,"Arbol pequeno, flores blancas, hojas aromaticas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060368","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","mansonii","Eugenia mansonii","O. Berg","M. Sobral","B. S. Bertoni","285","1982",NA,"1",NA,"Paraguay","Alto Parana",NA,"Alto Parana.","-54.789388","-25.470248",NA,NA,NA,NA,"250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0057603","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","mansonii","Eugenia mansonii","O. Berg","M. Sobral","I. Basualdo","1565","1986","6","30",NA,"Paraguay","Paraguari",NA,"Compania Costa Segunda, Cerro Palacios.","-57.183333","-25.583333",NA,"Arbol de 5-6 m de altura. Flores blancas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060326","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","mansonii","Eugenia mansonii","O. Berg","Lucas & Araujo","J. de Egea Juvinel; M. Pena Chocarro, R. Elsam","623","2004",NA,"26",NA,"Paraguay","Presidente Hayes",NA,"Estancia Santa Asuncion.","-58.6","-23.866667",NA,"Arbol pequeno, frutos castano-rojizos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060327","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","mansonii","Eugenia mansonii","O. Berg","Lucas & Araujo","M. Pena-Chocarro; J. de Egea, R. Elsam","1926","2004",NA,"25",NA,"Paraguay","Presidente Hayes",NA,"Estancia Santa Asuncion.","-58.575556","-23.897778",NA,"Arbol 4 m; flor blanca, olor dulce.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0052997","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","mansonii","Eugenia mansonii","O. Berg","Nic Lughadha (specieslink at SP)","R. M. Harley","18724","1977","2","16",NA,"Brazil","Bahia",NA,"10 km S of Andarai on the road to Mucege.","-41.3167","-12.8667",NA,"Small tree or shrub to 3 m, Leaves coriaceous bright yellow-green, glossy above, paler beneath. Fruit yellow-green, ribbed, gooseberry-like. Fruiting calyx yellowish brown.",NA,NA,"500","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0060324","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","mansonii","Eugenia mansonii","O. Berg","I. Lucas & Araujo","J. De Egea Juvinel; M. Vera, R. Elsam","529","2004",NA,"14",NA,"Paraguay","Presidente Hayes",NA,"Estancia N.","-58.605278","-24.224167",NA,"Arbol pequeno, frutos de color verde a morado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0057351","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","vincifolia","Eugenia vincifolia",NA,"M. Sobral","R. M. Harley; S. A. Renvoize, C. M. Erskine, C. A. Brighton, R. Pinherio","16719","1974","3","4",NA,"Brazil","Bahia",NA,"Serro do Curral Feio. 16 km NW of Lagoinha (which is 5.5 km SW of Delfino) on side road to Minas do Mimoso.","-41.33333","-10.36667",NA,"Shrub to 3 m. Leaves rather dark green, coriaceous. Flowers white, slightly perfumed.",NA,NA,"950","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0057349","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","vincifolia","Eugenia vincifolia",NA,"M. Sobral","R. M. Harley; S. J. Mayo, R. M. Storr, T. S. Santos, R. S. Pinhiero","19833","1977","3","22",NA,"Brazil","Bahia",NA,"Serra do Rio de Contas. About 2 km N of the town of Vila do Rio de Contas.","-41.83333","-13.56667",NA,"Shrub to 2 m. Leaves coriaceous, dark green, paler beneath. Flower buds pale green.",NA,NA,"980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-26 10:43:28-03","UDESC","LUSC","7134","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O.Berg","Sobral, M.","F.F.Mazine; Zandoval, J.A","1089","2008","11","13",NA,"Brasil","São Paulo","Piracicaba","Mata de Godinhos, Mata Estacional.","-47.6399993896484","-22.7199993133545",NA,NA,"LUSC007160","LUSC007160",NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:36:34-03","MBM","MBM","183212","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoni","Eugenia mansoni","O.Berg","Kawasaki, M.L.","Ivanauskas, N.M.","s.n.","1993","01","03","Southern America","Brazil","São Paulo","Piracicaba","Godinhos","-47.6399993896484","-22.7199993133545",NA,NA,"MBM183212","MBM183212",NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:36:34-03","MBM","MBM","82338","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoni","Eugenia mansoni","O.Berg","Sobral, M.","Sobral, M.; et al.; et al.","951","1981","12","22","Southern America","Brazil","Rio Grande do Sul","São Francisco de Assis","Manuel Viana","-55.1310997009277","-29.5503005981445",NA,NA,"MBM082338","MBM082338",NA,NA,NA,NA,NA,"48310","auto",NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:36:34-03","MBM","MBM","201839","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoni","Eugenia mansoni","O.Berg","Sobral, M.","Krapovickas, A.; et al.; et al.","45691","1994","10","18","Southern America","Paraguay",NA,NA,"Dpto. Cordillera. Loc. Salto Piraretá",NA,NA,NA,"Suelo arenoso, entre rocas. Arbol ca. 4m alt. 15 cm diam. Frutos maduros rojos. Flores blancas.","MBM201839","MBM201839",NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:36:34-03","MBM","MBM","106237","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","mansoni","Eugenia mansoni","O.Berg","Sobral, M.","Sobral, M.; et al.; et al.","4552","1985","12",NA,"Southern America","Brazil","Rio Grande do Sul","Cacequi","Ponte sobre o rio Ibicuí, estrada Cacequi - São Vicente do Sul","-54.8250007629395","-29.8836002349854",NA,NA,"MBM106237","MBM106237",NA,NA,NA,NA,NA,"52204","auto",NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:36:47-03","MBM","MBM","98168","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","vincaefolia","Eugenia vincaefolia","O.Berg",NA,"Mattos, J.","17958","1977","12","22","Southern America","Brazil","Rio Grande do Sul","Pelotas","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,"MBM098168","MBM098168",NA,NA,NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA,NA,NA
"50","2016-07-15 15:32:57-03","MNHN","RECOLNAT_MNHN_P","P00849626","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","mansoi","Eugenia mansoi","O.Berg",NA,"Harley, R.M.|Hage, J.L.|Carvalho, A.M.|Brito, H.S.|Bromley, G.L.",NA,"1980","4","13",NA,"Brasil","Bahia",NA,"Serra Geral de Caitité, ca.14km SW of Caitité by road to Morrinhos, and ca.15km W along this road from the junction with the Caitité. Brejinhos das Ametistas road. G5","-42.6","-14.23333","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00849626' target='other'> <mi>dwc_moreinfo</mi></a>","P00849626","P00849626_01",NA,"950",NA,NA,NA,NA,NA,NA,NA,NA,"21347",NA,NA,NA
