"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount","sex"
"287","2009-12-04 09:39:00-02","MO","MOBOT","1761464","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Juan Guillermo Ramírez","Ramírez Arango 1365","1987","7","29","South America","Colombia",NA,NA,NA,NA,NA,NA,"Vahl","R. Callejas","Antioquia","San Luis","Quebrada La Cristalina. bh-T/bmh-T","-74.00055","6.0004",NA,"550.00000000","770.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2009-12-04 09:39:00-02","MO","MOBOT","1761462","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Juan Guillermo Ramírez","Ramírez Arango 502","1987","1","26","South America","Colombia",NA,NA,NA,NA,NA,NA,"Vahl","R. Callejas","Antioquia","San Luis","Quebrada La Cristalina. bh-T/bmh-T.","-74.00095","6.0003333",NA,"550.00000000","690.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","2008-05-27 22:02:00-03","MO","MOBOT","689308","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Dominique Irvine","Irvine 689",NA,NA,NA,"South America","Ecuador",NA,NA,NA,NA,NA,NA,"Vahl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","2008-05-27 22:02:00-03","MO","MOBOT","3055950","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Albert C. Smith","Smith 3677","1938","4","22","South America","Guyana",NA,NA,NA,NA,NA,NA,"Vahl","Trelease & Yuncker",NA,NA,"Northwestern portion of Kanuku Mountains: Mount Iramaikpang; dense forest.",NA,NA,NA,"650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","2010-04-20 09:13:00-03","MO","MOBOT","100268291","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Karen M. Meyer|Andrew Townesmith|Jennifer Truppner","Meyer 956","2010","1","25","South America","Peru",NA,NA,NA,NA,NA,NA,"Vahl",NA,"Lambayeque","Chiclayo","Purchased in the Mercado Modelo in Chiclayo at stall 80 Centro Naturista 'Niño del Milagro', 368B Luna Maternal. Elmer & Julia Cruz's place.","-79.8333333","-6.7666667",NA,"26.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"158","2",NA
"292","2020-09-17 15:19:00-03","MO","MOBOT","101222760","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","S. Trogisch|S. Moritz|Jürgen Homeier","Trogisch 295","2006","11","11","South America","Ecuador",NA,NA,NA,NA,NA,NA,"Vahl",NA,"Napo","Tena","Jatun Sacha reserve, lowland rain forest.","-77.6166667","-1.0666667",NA,"499.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"293","2020-11-19 18:08:00-03","MO","MOBOT","101234862","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Freddy O. Gallo","Gallo 62","2008","12","31","South America","Ecuador",NA,NA,NA,NA,NA,NA,"Vahl",NA,"Pastaza","Arajuno","Bosque Protector Oglán Alto, cuena alta del Río Oglán. Formación vegetal Bosque siempreverde de tierras baja.","-77.7005556","-1.3286111",NA,"640.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA
"294","2020-11-25 17:16:00-03","MO","MOBOT","101235500","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Diana Fernández|et al.","Fernández Fernández 1875","2015","11","20","South America","Ecuador",NA,NA,NA,NA,NA,NA,"Vahl",NA,"El Oro","Zaruma","Parroquia Salvias. Sector Chivaturco. Bosque nublado.","-79.4838916","-3.6076333",NA,"2396.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"295","2020-12-17 09:38:00-03","MO","MOBOT","101239727","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","T. Haenke","Haenke s.n.",NA,NA,NA,"South America","Peru",NA,NA,NA,NA,NA,NA,"Vahl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"296","2011-06-09 16:54:00-03","MO","MOBOT","1063824","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Carlos E. Cerón","Cerón Martínez 14389","1991","4","24","South America","Ecuador",NA,NA,NA,NA,NA,NA,"Vahl",NA,"Morona-Santiago",NA,"Guarumales-Unión del río Paute con el Cardenillo Grande, cerca a ala orilla del río. Bosque húmedo PreMontano. Topofrafía colinada, suelo rocoso. Transecto 50 x 2 m.","-78.46666","-2.56666",NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","2011-06-09 16:54:00-03","MO","MOBOT","1063834","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Carlos E. Cerón","Cerón Martínez 14391","1991","4","24","South America","Ecuador",NA,NA,NA,NA,NA,NA,"Vahl",NA,"Morona-Santiago",NA,"Guarumales-Unión del río Paute con el Cardenillo Grande, cerca a la orilla del río. Bosque húmedo PreMontano. Topografía colinada, suelo rocoso. Transecto 50 x 2 m.","-78.46666","-2.56666",NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","2008-05-27 22:02:00-03","MO","MOBOT","1064239","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Carlos E. Cerón|Gladys Benavides","Cerón Martínez 14091","1991","4","13","South America","Ecuador",NA,NA,NA,NA,NA,NA,"Vahl",NA,"Morona-Santiago",NA,"Parroquia El Copal. San José Grande, cuenca del río Pauteentre el río Cardenillo Grande y Cardenillo Chico. Bosque húmedo PreMontano. Topografía colinada, suelo rocoso. Transecto 50x2m. Informantes: Rómulo y Kléber Rivera.","-78.43333","-2.6",NA,"1000.00000000","1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","2008-05-27 22:02:00-03","MO","MOBOT","1191424","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Thomas B. Croat|John F. Gaskin","Croat 80316","1997","7","24","South America","Colombia",NA,NA,NA,NA,NA,NA,"Vahl","R. Callejas (HUA)","Valle del Cauca",NA,"Along road between main Cali-Loboguerrero road and Bitaco 6 km W of Bitaco. GPS coordinates.","-76.62138","3.61166",NA,"1650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"782","11",NA
"300","2011-06-21 05:10:00-03","MO","MOBOT","1208421","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Ramiro Fonnegra G.|et al.","Fonnegra G. 2098","1987","5","3","South America","Colombia",NA,NA,NA,NA,NA,NA,"Vahl","R. Callejas (HUA)","Antioquia","Mutatá","Finca La Palmera, margen derecha de la quebrada El Pipo.",NA,NA,NA,"180.00000000","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","2011-06-21 05:10:00-03","MO","MOBOT","1208532","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Ramiro Fonnegra G.|et al.","Fonnegra G. 1883","1987","4","27","South America","Colombia",NA,NA,NA,NA,NA,NA,"Vahl","R. Callejas (HUA)","Antioquia","Mutatá","1 km carretera Mutatá-Pavarandó.","-76.43699","7.240729",NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","2019-09-03 04:36:00-03","MO","MOBOT","1293947","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Homero Vargas|Edwin Narváez|Sandra Orellana","Vargas López 2160","1998","9","10","South America","Ecuador",NA,NA,NA,NA,NA,NA,"Vahl","H. Vargas (QCNE)","Napo","Tena","Parque Nacional Llanganates. Vía Salcedo-Tena, km 74. Riberas del Río Mulatos. Bosque muy húmedo Montano Bajo; roca metamórfica.","-78.2","-1.0166667",NA,"2020.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"303","2015-04-21 12:46:00-03","MO","MOBOT","1305409","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Ronald L. Liesner|Ángel C. González|Basil Stergios|Gerardo Aymard","Liesner 12785","1982","3","15","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Vahl","Steyerm.","Portuguesa",NA,"50 km west north west of Guanare by air. 15 to 17 km north of Chabasquén.","-69.9166667","9.4666667",NA,"1300.00000000","1500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"65","1",NA
"304","2013-10-05 06:32:00-03","MO","MOBOT","1342620","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Ronald L. Liesner|Ángel C. González","Liesner 9410","1980","3","12","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Vahl","Steyerm.","Barinas",NA,"Along Río Caparo. 2-4 km up river from dam site. Primary forest on slopes and river edge.","-71.46666","7.68333",NA,"100.00000000","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"132",NA,NA
"305","2013-10-05 06:32:00-03","MO","MOBOT","1342621","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Ronald L. Liesner|Ángel C. González","Liesner 9411","1980","3","12","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Vahl","Steyermark","Barinas",NA,"Along Río Caparo. 2-4 km up river from dam site. Primary forest on slopes and river edge.","-71.46666","7.68333",NA,"100.00000000","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"132",NA,NA
"306","2013-10-05 06:32:00-03","MO","MOBOT","1343300","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Ronald L. Liesner|Ángel C. González","Liesner 9702","1980","3","30","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Vahl","Steyerm.","Yaracuy",NA,"Sierra de Aroa. Cerro Tigre. 10 km E of Aroa air distance, Río Carabobo and adjacent slope up to road. Patch of primary evergreen forest and secondary area.","-68.81666","10.43333",NA,"800.00000000","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"135",NA,NA
"307","2013-10-05 06:32:00-03","MO","MOBOT","1344828","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Ronald L. Liesner|Ángel C. González","Liesner 9819","1980","4","1","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Vahl","Steyerm.","Yaracuy",NA,"Sierra de Aroa. Cerro Negro. Primary forest 8 km SW of San Felipe.","-69.0166667","10.2833333",NA,"1200.00000000","1800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"137","1",NA
"308","2008-05-27 22:02:00-03","MO","MOBOT","1354358","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Alwyn H. Gentry|Camilo Díaz S.|Nestor Jaramillo","Gentry 21956","1978","5","15","South America","Peru",NA,NA,NA,NA,NA,NA,"Vahl",NA,"Loreto","Maynas","Río Gueppi, tributary of Río Putumayo, northern most tip of Peru on border with Ecuador. Mature forest, trail from Puerto Peru, military post 8 km from mouth of river, toward Río Napo.","-75.25","-0.11666",NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1409","3",NA
"309","2008-11-11 09:48:00-02","MO","MOBOT","1454384","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Alwyn H. Gentry","Gentry 27531","1979","11","5","South America","Peru",NA,NA,NA,NA,NA,NA,"Vahl","R. Callejas","Loreto","Maynas","Quebrada Yanomono, Explorama Tourist Camp, halfway between Indiana and mouth of Río Napo, upland forest on laterite.","-72.8","-3.4666667",NA,"130.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1860","5",NA
"310","2011-06-11 05:54:00-03","MO","MOBOT","1483614","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Alwyn H. Gentry|et al.","Gentry 31341","1981","2","18","South America","Peru",NA,NA,NA,NA,NA,NA,"Vahl","R. Callejas","Loreto","Maynas","Yanomono, Explorama Tourist Camp between Indiana and Mouth of Río Napo, non-inudated forest on lateritic soil.","-72.8","-3.46666",NA,"130.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000","7",NA
"311","2011-06-11 05:54:00-03","MO","MOBOT","1484474","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Alwyn H. Gentry|et al.","Gentry 31464","1981","2","18","South America","Peru",NA,NA,NA,NA,NA,NA,"Vahl","R. Callejas","Loreto","Maynas","Yanomono, Explorama Tourist Camp between Indiana and Mouth of Río Napo, non-inudated forest on lateritic soil.","-72.8","-3.46666",NA,"130.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000","7",NA
"312","2014-02-12 13:48:00-02","MO","MOBOT","1497794","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Stephan G. Beck","Beck 8089","1982","3","2","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Vahl",NA,NA,NA,NA,NA,NA,NA,"320.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"313","2008-08-11 11:02:00-03","MO","MOBOT","1520147","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Alwyn H. Gentry","Gentry 37205","1982","6","25","South America","Peru",NA,NA,NA,NA,NA,NA,"Vahl","R. Callejas","Loreto",NA,"Yanomono, Explorama Tourist Camp, Río Amazonas above mouth of Río Napo, upland forest on lateritic soil.","-72.8963889","-3.2588889",NA,"130.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2322","1",NA
"314","2008-05-27 22:02:00-03","MO","MOBOT","1543001","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Alwyn H. Gentry|Doris Alfaro C.","Gentry 37949","1982","7","25","South America","Peru",NA,NA,NA,NA,NA,NA,"Vahl","R. Callejas","Loreto",NA,"Yanomono, Explorama Tourist Camp, Río Amazonas halfway between Indiana and mouth of Río Napo, mature upland forest on lateritic soil.",NA,NA,NA,"130.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2378",NA,NA
"315","2008-05-27 22:02:00-03","MO","MOBOT","1761459","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Julio C. Betancur B.","Betancur B. 858","1988","9","29","South America","Colombia",NA,NA,NA,NA,NA,NA,"Vahl","R. Callejas","Antioquia","Amalfi","10-13 km de amalfi hacia Medellin, Cordillera Central; bh-P","-75.13333","6.9",NA,"1590.00000000","1650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","2015-12-27 05:32:00-02","MO","MOBOT","1761467","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","W. S. Alverson|Starker White|J.D. Shepherd","Alverson 60","1977","2","21","South America","Colombia",NA,NA,NA,NA,NA,NA,"Vahl","W. Burger","Antioquia","Anorí","Vic. Planta Providencia. Valley of Rio Anori in areas surrounding the cnfluence of Quebrada La Tirana and Rio Anori",NA,NA,NA,"400.00000000","700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","2008-05-27 22:02:00-03","MO","MOBOT","1786331","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Alwyn H. Gentry","Gentry 9324","1974","1","18","South America","Colombia",NA,NA,NA,NA,NA,NA,"Vahl","J. Conrad","Chocó",NA,"Upper Río Truandó, La Teresita.",NA,NA,NA,"152.40000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3338",NA,NA
"318","2013-10-05 06:33:00-03","MO","MOBOT","1836086","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Gerrit Davidse|Ángel C. González","Davidse 16613","1979","4","4","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Vahl","J.A. Steyermark","Delta Amacuro",NA,"Departamento Tucupita, mountain area ca. 13 km by road ESE of the town of Sierra Imata.","-62.3833333","8.3833333",NA,"200.00000000","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79-40","1",NA
"319","2014-04-13 05:22:00-03","MO","MOBOT","1881243","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Gerrit Davidse|Alwyn H. Gentry|Fany Llanos","Davidse 5604","1974","1","9","South America","Colombia",NA,NA,NA,NA,NA,NA,"Vahl","R. Callejas (HUA)","Huila",NA,"10 km SE of Guadalupe along the road to Florencia; along the margin of a roadside, secondary forest remnant in bottom of canyon.","-75.800956","1.918869",NA,"1040.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"932",NA,NA
"320","2020-12-17 11:47:00-03","MO","MOBOT","1907845","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Ronald L. Liesner|Ángel C. González|R.C. Wingfield|Charles L. Burandt Jr.","Liesner 8171","1979","6","27","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Vahl","J. Steyermark (MO)","Falcón",NA,"Disputed area between Estado Lara and Estado Falcón. Cerro Cerón (western part); forest patch in savannah (manmade).","-70.6666667","10.4166667",NA,"1800.00000000","2000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"151","1",NA
"321","2015-08-22 05:41:00-03","MO","MOBOT","1907914","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Ronald L. Liesner|Ángel C. González|R.C. Wingfield|Charles L. Burandt Jr.","Liesner 8233","1979","6","27","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Vahl","J. Steyermark (MO)","Falcón",NA,"Disputed area between Estado Lara and Estado Falcón. Cerro Cerón (western part); forest patch in savannah (manmade).","-70.6666667","10.4166667",NA,"1800.00000000","2000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"151","1",NA
"322","2014-09-08 11:49:00-03","MO","MOBOT","1920540","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Gerrit Davidse|Ángel C. González","Davidse 22351","1982","11","15","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Vahl","J.A. Steyermark","Táchira","Junín","Quebrada Agua Blanca, near La Rochela, along Delicias-Rubio Hwy.","-72.4333333","7.5833333",NA,"1850.00000000","2000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1531","1",NA
"323","2014-09-08 11:49:00-03","MO","MOBOT","1920552","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Gerrit Davidse|Ángel C. González","Davidse 22363","1982","11","15","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Vahl","J.A. Steyermark","Táchira","Junín","Quebrada Agua Blanca, near La Rochela, along Delicias-Rubio Hwy.","-72.4333333","7.5833333",NA,"1850.00000000","2000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1531","1",NA
"324","2020-06-30 18:33:00-03","MO","MOBOT","2070984","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Alejandro Araujo M.|A. Antezana|F. Miranda|A.S. Poma C.|Norma Flores","Araujo Murakami 788","2004","5","30","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Vahl","A. Fuentes (LPB)","La Paz","Bautista Saavedra","Area Natural de Manejo Integrado Apolobamba, Paujeyuyo,","-68.4630556","-15.0444444",NA,"920.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04-02","5",NA
"325","2009-07-29 21:34:00-03","MO","MOBOT","2136853","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Paul C. Hutchison|K. von Bismarck","Hutchison 6386","1964","8","31","South America","Peru",NA,NA,NA,NA,NA,NA,"Vahl","J.J. Wurdack","Cajamarca","Hualgayoc","Hacienda Taulis between Casa Hacienda and Palmito.",NA,NA,NA,"2130.00000000","2400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"575",NA,NA
"326","2020-07-07 07:52:00-03","MO","MOBOT","2329471","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Alejandro Araujo M.|Christopher Davidson|Sharon R. Christoph|Paola Gismondi|Tatiana B. Miranda","Araujo Murakami 1556","2004","11","25","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Vahl","C. Davidson","La Paz","Franz Tamayo","Parque Nacional Madidi, Chalalan, Sendero Wichi.","-67.9130556","-14.4230556",NA,"340.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"04-17","1",NA
"327","2012-04-12 05:10:00-03","MO","MOBOT","2695886","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Alfredo F. Fuentes|Ramiro Cuevas|Evert Cuevas|Honorio Pariamo","Fuentes Claros 7526","2005","4","28","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Vahl","D. Salazar","La Paz","Bautista Saavedra","ANMI Apolobamba, Siata, poco antes de llegar al rio Yurilaya. Bosque subandino estacional humedo de transicion a pluvial, con Myrtaceae sp, Trichilia elegans y Clarisia sp. Inventario fitosociologico Madidi 22.","-68.6030556","-15.2002778",NA,"1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-24","6",NA
"328","2013-09-17 07:54:00-03","MO","MOBOT","2696035","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Alfredo F. Fuentes|Ramiro Cuevas|Evert Cuevas|Honorio Pariamo","Fuentes Claros 7575","2005","4","29","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Vahl","A. Fuentes (LPB)","La Paz","Franz Tamayo","Correo, primeras manchas de bosque primario con Dictyocaryum por la carretera a Charazani. Bosque de yungas subandino superior pluvial. Inventario fitosociologico Madidi 23.","-68.4341666","-14.9686111",NA,"1500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-25","4",NA
"329","2020-09-10 09:26:00-03","MO","MOBOT","2765865","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Alfredo F. Fuentes|Evert Cuevas|Ramiro Cuevas|Dante Chambi","Fuentes Claros 9283","2005","7","3","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Vahl","R. Hurtado","La Paz","Franz Tamayo","Parque Nacional Madidi, Tunukili, al SW de Mojos. Bosque subandino superior estacional humedo con Elaeagia, Hedyosmum y Nectandra cissiflora. Inventario fitosociologico Madidi 89. Plantas alcoholizadas.","-68.88166","-14.57611",NA,"1820.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-89","3",NA
"330","2012-04-12 05:10:00-03","MO","MOBOT","2766602","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Alfredo F. Fuentes|Evert Cuevas|Ramiro Cuevas|Victor Cuili","Fuentes Claros 9492","2005","7","6","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Vahl","A. Fuentes (LPB)","La Paz","Franz Tamayo","Parque Nacional Madidi, Mojos, Charopampa. Bosque de yungas subandino inferior pluvial con Oenocarpus bataua, Ocotea aciphylla y Helicostylis tovarensis. Inventario fitosociologico Madidi 59. Plantas alcoholizadas.","-68.82166","-14.56861",NA,"1245.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"05-95","3",NA
"331","2012-04-13 15:43:00-03","MO","MOBOT","2801262","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Gabriela Moya|Nelson Miranda-Moyano","Moya 670","2005","2","25","South America","Ecuador",NA,NA,NA,NA,NA,NA,"Vahl",NA,"Sucumbíos","Shushufindi","Parroquia Tarapoa, comunidad Siona Sototsiaya, a 30 min de Poza Honda, aguas abajo. bosque muy húmedo tropical. Bosque poco intervenido por explotacionn de maderay chacras. Bosque siempre verde de tierras bajas. Suelo rojizo.","-76.4372222","-0.2408333",NA,"230.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA
"332","2012-06-06 17:19:00-03","MO","MOBOT","3016270","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Michael O. Dillon|et al.","Dillon 4376","1986","3","16","South America","Peru",NA,NA,NA,NA,NA,NA,"Vahl",NA,"Cajamarca","Santa Cruz","Dist. Catache, Upper Río Zaña valley, ca. 5 Km above Monteseco, on path to Chorro Blanco. Lower reaches of tropical montane forest.","-79.08333","-6.86666",NA,"1500.00000000","2000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","2012-06-06 17:19:00-03","MO","MOBOT","3016279","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","Michael O. Dillon|et al.","Dillon 4870","1987","5","2","South America","Peru",NA,NA,NA,NA,NA,NA,"Vahl",NA,"Cajamarca","Santa Cruz","Dist. Catache, Upper Río Zaña valley, ca. 5 Km above Monteseco, near basecamp clearing. Lower reaches of tropical montane forest.","-79.08333","-6.86666",NA,"1800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","2016-12-17 05:23:00-02","MO","MOBOT","3025449","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","L. Cayola|I. Loza|G. Chive|S. Paredes|E. Segundo|B. Sánchez","Cayola Pérez 2384","2006","6","1","South America","Bolivia",NA,NA,NA,NA,NA,NA,"Vahl","A. Fuentes (LPB)","La Paz","Franz Tamayo","Parque Nacional Madidi, NW de Apolo, senda Azariamas-San Fermin. Bosque yungueño subandino superior pluviestacional humedo, con Junglans boliviana. Ladera, pendiente 20%. Plantas NO alcoholizadas.","-68.7375","-14.07722",NA,"1408.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"06-02","3",NA
"335","2015-11-10 12:31:00-02","MO","MOBOT","3048788","PreservedSpecimen","Plantae","Piperaceae","Piper","aequale","Piper aequale","J.J. de Granville","Granville 8399","1986","1","7","South America","French Guiana",NA,NA,NA,NA,NA,NA,"Vahl","A. Melo (UFP)",NA,NA,"Pied du Mont Galbao. Crique Canal Panama.","-53.2666667","3.6166667",NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
