"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","geoFlag","yearIdentified","phylum","monthIdentified","continentOcean","class","order","imagecode","infraspecificEpithet","fieldNumber","preparationType","individualCount","dayIdentified","verbatimLongitude","verbatimLatitude"
"11","2020-12-21 16:19:50-03","MBM","MBM","150002","PreservedSpecimen","Plantae","Calyceraceae","Boopis","bupleuroides","Boopis bupleuroides","(Less.) C.A. Muell.","Hatschbach, G.","Hatschbach, G.; Hatschbach, M.; Koczicki, C.; Hatschbach, M.; Koczicki, C.","56109","1991","11","27","Brazil","Paraná","São Mateus do Sul","Rio Potinga","-50.3828010559082","-25.8742008209229","31353",NA,NA,NA,"MBM150002","auto",NA,NA,NA,"Southern America",NA,NA,"MBM150002",NA,NA,NA,NA,NA,NA,NA
"12","2020-12-21 16:19:50-03","MBM","MBM","32558","PreservedSpecimen","Plantae","Calyceraceae","Boopis","bupleuroides","Boopis bupleuroides","(Less.) C.A. Muell.","Hatschbach, G.","Hatschbach, G.","33621","1973","12","26","Brazil","Paraná","Curitiba","Jardim Natália","-49.2731018066406","-25.4277992248535","25180",NA,NA,NA,"MBM032558","auto",NA,NA,NA,"Southern America",NA,NA,"MBM032558",NA,NA,NA,NA,NA,NA,NA
"13","2020-12-21 16:19:50-03","MBM","MBM","61066","PreservedSpecimen","Plantae","Calyceraceae","Boopis","bupleuroides","Boopis bupleuroides","(Less.) C.A. Muell.","Andrade, A.","Hatschbach, G.","4267","1957","11","15","Brazil","Paraná","Guarapuava","Estrada para Palmeirinha","-51.4580993652344","-25.395299911499","53832",NA,NA,NA,"MBM061066","auto",NA,NA,NA,"Southern America",NA,NA,"MBM061066",NA,NA,NA,NA,NA,NA,NA
"14","2020-12-21 16:19:50-03","MBM","MBM","32559","PreservedSpecimen","Plantae","Calyceraceae","Boopis","bupleuroides","Boopis bupleuroides","(Less.) C.A. Muell.","Hatschbach, G.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","25389","1970","11","17","Brazil","Paraná","Piraí do Sul","Tijuco Preto","-49.948600769043","-24.5261001586914","37171",NA,NA,NA,"MBM032559","auto",NA,NA,NA,"Southern America",NA,NA,"MBM032559",NA,NA,NA,NA,NA,NA,NA
"15","2020-12-21 16:19:50-03","MBM","MBM","61144","PreservedSpecimen","Plantae","Calyceraceae","Boopis","bupleuroides","Boopis bupleuroides","(Less.) C.A. Muell.","Hatschbach, G.","Hatschbach, G.","41110","1977","12","26","Brazil","Paraná","Piraquara","Guarituba","-49.0633010864258","-25.4416999816895","12577",NA,NA,NA,"MBM061144","auto",NA,NA,NA,"Southern America",NA,NA,"MBM061144",NA,NA,NA,NA,NA,NA,NA
"16","2020-12-21 16:19:50-03","MBM","MBM","36151","PreservedSpecimen","Plantae","Calyceraceae","Boopis","bupleuroides","Boopis bupleuroides","(Less.) C.A. Muell.","Hatschbach, G.","Hatschbach, G.","2626","1951","12","25","Brazil","Paraná","São José dos Pinhais","Estrada para Aruatã","-49.2064018249512","-25.5347003936768","45291",NA,NA,NA,"MBM036151","auto",NA,NA,NA,"Southern America",NA,NA,"MBM036151",NA,NA,NA,NA,NA,NA,NA
"17","2020-12-21 16:19:50-03","MBM","MBM","61067","PreservedSpecimen","Plantae","Calyceraceae","Boopis","bupleuroides","Boopis bupleuroides","(Less.) C.A. Muell.","Andrade, A.","Hatschbach, G.","3808","1956","12","01","Brazil","Paraná","São Mateus do Sul","Tesoura","-50.3828010559082","-25.8742008209229","31353",NA,NA,NA,"MBM061067","auto",NA,NA,NA,"Southern America",NA,NA,"MBM061067",NA,NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:19:50-03","MBM","MBM","61068","PreservedSpecimen","Plantae","Calyceraceae","Boopis","bupleuroides","Boopis bupleuroides bupleuroides","C.A. Muell.","Andrade, A.","Hatschbach, G.","4271","1957","11","29","Brazil","Paraná","Tijucas do Sul","Ribeirão do Taboado","-49.1988983154297","-25.9281005859375","25228",NA,NA,NA,"MBM061068","auto",NA,NA,NA,"Southern America",NA,NA,"MBM061068","bupleuroides",NA,NA,NA,NA,NA,NA
"19","2015-09-04 11:12:19-03","MNHN","RECOLNAT_MNHN_P","P03316539","PreservedSpecimen",NA,"Calyceraceae","Boopis","bupleuroides","Boopis bupleuroides","C.A.Müll.",NA,"Glaziou, A.",NA,"1886","1","22","Brasil","Rio de Janeiro",NA,"Ayuruoca (Serra Frio).",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03316539' target='other'> <mi>dwc_moreinfo</mi></a>","P03316539",NA,NA,NA,NA,NA,NA,NA,"P03316539_01",NA,"16215","hb",NA,NA,NA,NA
"20","2015-09-04 11:12:19-03","MNHN","RECOLNAT_MNHN_P","P03316540","PreservedSpecimen",NA,"Calyceraceae","Boopis","bupleuroides","Boopis bupleuroides","C.A.Müll.",NA,"Glaziou",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03316540' target='other'> <mi>dwc_moreinfo</mi></a>","P03316540",NA,NA,NA,NA,NA,NA,NA,"P03316540_01",NA,"16215","hb",NA,NA,NA,NA
"21","2015-09-04 11:12:19-03","MNHN","RECOLNAT_MNHN_P","P03316544","PreservedSpecimen",NA,"Calyceraceae","Boopis","bupleuroides","Boopis bupleuroides","C.A.Müll.",NA,"Ule, E.",NA,"1891","1","1","Brasil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03316544' target='other'> <mi>dwc_moreinfo</mi></a>","P03316544",NA,NA,NA,NA,NA,NA,NA,"P03316544_01",NA,"1746","hb",NA,NA,NA,NA
"22","2015-09-04 11:12:19-03","MNHN","RECOLNAT_MNHN_P","P03316545","PreservedSpecimen",NA,"Calyceraceae","Boopis","bupleuroides","Boopis bupleuroides","C.A.Müll.",NA,"Herter, W.G.",NA,"1928","2","29","Uruguai",NA,NA,"San Jose. Estancia Pascua.",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03316545' target='other'> <mi>dwc_moreinfo</mi></a>","P03316545",NA,NA,NA,NA,NA,NA,NA,"P03316545_01",NA,"1336 a","hb",NA,NA,NA,NA
"23","2015-09-04 11:12:19-03","MNHN","RECOLNAT_MNHN_P","P03316546","PreservedSpecimen",NA,"Calyceraceae","Boopis","bupleuroides","Boopis bupleuroides","C.A.Müll.",NA,"[Moreno]",NA,NA,NA,NA,"Uruguai",NA,NA,"Montevideo.",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03316546' target='other'> <mi>dwc_moreinfo</mi></a>","P03316546",NA,NA,NA,NA,NA,NA,NA,"P03316546_01",NA,NA,"hb",NA,NA,NA,NA
"24","2015-09-04 11:12:19-03","MNHN","RECOLNAT_MNHN_P","P03316547","PreservedSpecimen",NA,"Calyceraceae","Boopis","bupleuroides","Boopis bupleuroides","C.A.Müll.",NA,"Glaziou",NA,"1886","1","22","Brasil","Rio de Janeiro",NA,"[Ayuruoca - Serra Fico].",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03316547' target='other'> <mi>dwc_moreinfo</mi></a>","P03316547",NA,NA,NA,NA,NA,NA,NA,"P03316547_01",NA,"16215","hb",NA,NA,NA,NA
"25","2016-07-13 14:35:22-03","MNHN","RECOLNAT_MNHN_P","P04140923","PreservedSpecimen",NA,"Calyceraceae","Boopis","bupleuroides","Boopis bupleuroides","C.A.Müll.",NA,"Herter, G.",NA,"1931","2","28","Uruguai",NA,NA,"San José. Loc. Dict. Estancia.",NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04140923' target='other'> <mi>dwc_moreinfo</mi></a>","P04140923",NA,NA,NA,NA,NA,NA,NA,"P04140923_01",NA,"1336 a","hb",NA,NA,NA,NA
"26","2015-09-04 11:12:19-03","MNHN","RECOLNAT_MNHN_P","P03316542","PreservedSpecimen",NA,"Calyceraceae","Boopis","bupleuroides","Boopis bupleuroides","C.A.Müll.",NA,"Glaziou, A.",NA,"1873","1","23","Brasil","Rio de Janeiro","Itatiaia","Dans les brajos.","-44.5633010864258","-22.4960994720459","19648",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03316542' target='other'> <mi>dwc_moreinfo</mi></a>","P03316542","auto",NA,NA,NA,NA,NA,NA,"P03316542_01",NA,"6586","hb",NA,NA,NA,NA
"27","2015-09-04 11:12:19-03","MNHN","RECOLNAT_MNHN_P","P03316541","PreservedSpecimen",NA,"Calyceraceae","Boopis","bupleuroides","Boopis bupleuroides","C.A.Müll.",NA,"Glaziou, A.",NA,"1873","1","23","Brasil","Rio de Janeiro","Itatiaia","Dans les brajos.","-44.5633010864258","-22.4960994720459","19648",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03316541' target='other'> <mi>dwc_moreinfo</mi></a>","P03316541","auto",NA,NA,NA,NA,NA,NA,"P03316541_01",NA,"6586","hb",NA,NA,NA,NA
"28","2021-02-11 17:18:26-03","UFPR","UPCB","9283","PreservedSpecimen","Plantae","Calyceraceae","Boopis","bupleuroides","Boopis bupleuroides","C.A.Muell.","Hatschbach, G.","Hatschbach, G.","22705","1969","10","26","Brasil","Paraná","Clevelândia",NA,"-52.4707984924316","-26.3957996368408","30860",NA,NA,"Flor alva. Brejo..",NA,"auto","1970",NA,"01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-02-11 17:18:26-03","UFPR","UPCB","4865","PreservedSpecimen","Plantae","Calyceraceae","Boopis","bupleuroides","Boopis bupleuroides","C.A.Muell.","Hatschbach, G.","Hatschbach, G.","11758","1964","10","31","Brasil","Paraná","Castro","Rio Iapó","-50.0119018554688","-24.7910995483398","50779","1000","1000","Erva, flor alva. Margens do rio (terreno brejoso, campo de inundação)..",NA,"auto","1964",NA,"12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2014-07-30 10:40:49-03","CITSF","HXBH","011484","S","Plantae","Calyceraceae","Boopis","bupleuroides (less.) c. a. muell","Boopis bupleuroides (less.) c. a. muell",NA,"G. Hatschbach","G. & M. Hatschbach 56109 & C. Coczicki",NA,"1991","11","27","Brasil","PR","São Mateus do Sul","Rio Potinga","-50.3828","-25.8742","31353",NA,NA,"Flor alva. Vargedos de solo turfoso, ao longo do rio.",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-09-12 05:00:02-03","US","US","2267879","PreservedSpecimen","Plantae","Calyceraceae","Boopis","bupleuroides","Boopis bupleuroides",NA,NA,"L. B. Smith & R. Reitz","9860","1957","1","3","Brazil","Santa Catarina","Joaçaba","Camp of rio irani, 15 km e of ponte serrada","-51.5046997070312","-27.1781005859375","18588","700","900",NA,"US00042068","auto",NA,NA,NA,"South America","Dicotyledonae","Calycerales","US00042068_01",NA,NA,NA,"1",NA,NA,NA
"32","2020-09-12 05:00:02-03","US","US","1934668","PreservedSpecimen","Plantae","Calyceraceae","Boopis","bupleuroides","Boopis bupleuroides",NA,NA,"A. Muell","1336a","1931","2","28","Uruguay","San Jose",NA,NA,NA,NA,NA,"2","2",NA,NA,NA,NA,NA,NA,"South America","Dicotyledonae","Calycerales",NA,NA,NA,NA,"1",NA,NA,NA
"33","2020-09-12 05:00:02-03","US","US","2267756","PreservedSpecimen","Plantae","Calyceraceae","Boopis","bupleuroides","Boopis bupleuroides",NA,NA,"L. B. Smith & R. Reitz","8930","1956","12","20","Brazil","Santa Catarina","Pôrto União","S of matos costa on the road to calmon (22 km)","-51.0783004760742","-26.2381000518799","41804","900","1100",NA,"US00042067","auto",NA,NA,NA,"South America","Dicotyledonae","Calycerales","US00042067_01",NA,NA,NA,"1",NA,NA,NA
"34","2019-12-09 17:29:39-03","UFPR","EFC","5802","PreservedSpecimen","Plantae","Calyceraceae","Boopis","bupleuroides","Boopis bupleuroides","(Less.) C.A. Müll.","Hatschbach, G.","Ziller, S.R.; Kuniyoshi, Y.S.","1332","1996","03","26","Brasil","Paraná","Pinhão","Rio Jordão","-51.6596984863281","-25.6956005096436","37408",NA,NA,"Herbácea, ruderal, hotel do Calixto. Flores brancas.","EFC005802","auto","1996",NA,"03",NA,NA,NA,NA,NA,NA,NA,NA,"01",NA,NA
"35","2019-10-07 09:12:11-03","UEFS","HUEFS","11908","PreservedSpecimen","Plantae","Calyceraceae","Boopis","bupleuroides","Boopis bupleuroides","(Less.) C.A. Müll.",NA,"Hatschbach, G.","56109","1991","11","27","Brasil","Paraná","São Mateus do Sul",NA,"-50.3828010559082","-25.8742008209229","31353",NA,NA,NA,"HUEFS0011908","auto",NA,"Angiospermae",NA,NA,"Asteranae","Asterales","HUEFS0011908",NA,NA,NA,NA,NA,NA,NA
"36","2020-08-20 20:38:17-03","UFSC","FLOR","58367","PreservedSpecimen","Plantae","Calyceraceae","Boopis","bupleuroides","Boopis bupleuroides","(Less.) C.A. Müll.","Santos, E.D.","Santos, E.D.; Trevisan, R. & Campestrini, S.","280","2013","11","10","Brasil","Santa Catarina","Lages","UAP5/UAL2.","-50.158611","-27.754444",NA,"878","878",NA,"FLOR0058367",NA,"2013",NA,NA,NA,NA,"Asterales",NA,NA,NA,NA,NA,NA,"50º9'31''W","27º45'16''S"
"37","2017-09-11 17:09:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Calyceraceae","Boopis","bupleuroides","Boopis bupleuroides genuina","C.A.Müll.",NA,"Sello, HL","4949",NA,NA,NA,"Brazil",NA,NA,"In Brasilia meridionali.",NA,NA,NA,NA,NA,"Locis uliginosis.; HABITAT: Locis uliginosis.",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"genuina",NA,NA,NA,NA,NA,NA
"38","2017-09-11 17:09:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Calyceraceae","Boopis","bupleuroides","Boopis bupleuroides microphylla","C.A.Müll.",NA,"Sello, HL","4434",NA,NA,NA,"Brazil",NA,NA,"In Brasilia meridionali.",NA,NA,NA,NA,NA,"Locis uliginosis.; HABITAT: Locis uliginosis.",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"microphylla",NA,NA,NA,NA,NA,NA
"39","2017-09-11 17:09:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Calyceraceae","Boopis","bupleuroides","Boopis bupleuroides genuina","C.A.Müll.",NA,"Sello, HL","4949",NA,NA,NA,"Brazil",NA,NA,"In Brasilia meridionali.",NA,NA,NA,NA,NA,"Locis uliginosis.; HABITAT: Locis uliginosis.",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"genuina",NA,NA,NA,NA,NA,NA
"40","2017-09-11 17:09:09-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Calyceraceae","Boopis","bupleuroides","Boopis bupleuroides microphylla","C.A.Müll.",NA,"Sello, HL","4434",NA,NA,NA,"Brazil",NA,NA,"In Brasilia meridionali.",NA,NA,NA,NA,NA,"Locis uliginosis.; HABITAT: Locis uliginosis.",NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,"microphylla",NA,NA,NA,NA,NA,NA
"41","2019-10-04 16:07:04-03","MCN-FZBRS","HAS","10637","PreservedSpecimen","Plantae","Calyceraceae","Boopis","bupleuroides","Boopis bupleuroides","C.A. Mull.","Aguiar, L.; Martau, L.; Soares, Z.","Bueno, O.","1958","1979","11",NA,"Brasil","Rio Grande do Sul","Viamão","Morro da Grota","-51.0233001708984","-30.0811004638672","41667",NA,NA,"erva rasteira; flor branca; pouco numerosa; dispersa; beira de estrada; encosta; solo granito","HAS0010637","auto","1980","Magnoliophyta","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-21 10:03:02-03","IBt","SP","117274","S","Plantae","Calyceraceae","Boopis","bupleuroides","Boopis bupleuroides","C.A.Mull.","Pirani, JR; Magenta, MAG","Coe Teixeira, B","344","1970","12","28","Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363","21048",NA,NA,NA,NA,"auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-21 10:03:02-03","IBt","SP","117272","S","Plantae","Calyceraceae","Boopis","bupleuroides","Boopis bupleuroides","C.A.Mull.","Pirani, JR; Magenta, MAG","Coe Teixeira, B","326","1970","12","28","Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363","21048",NA,NA,NA,NA,"auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-21 10:03:02-03","IBt","SP","155399","S","Plantae","Calyceraceae","Boopis","bupleuroides","Boopis bupleuroides","C.A.Mull.","Pirani, JR; Magenta, MAG","Mattos, J","15948","1975","10","25","Brasil","São Paulo","Campos do Jordão","No Parque Estadual, na margem de um lago","-45.5900001525879","-22.7299995422363","21048",NA,NA,NA,NA,"auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-11-21 10:03:02-03","IBt","SP","156117","S","Plantae","Calyceraceae","Boopis","bupleuroides","Boopis bupleuroides","C.A.Mull.","Pirani, JR; Magenta, MAG","Mattos, J","16348","1973","09","15","Brasil","São Paulo","Campos do Jordão","Perto da sede","-45.5900001525879","-22.7299995422363","21048",NA,NA,NA,NA,"auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-21 10:03:02-03","IBt","SP","74927","S","Plantae","Calyceraceae","Boopis","bupleuroides","Boopis bupleuroides","C.A.Mull.","Pirani, JR; Magenta, MAG","Kuhlmann, M","2244","1949","02","27","Brasil","São Paulo","Campos do Jordão","Subida para o Pico do Itaperi","-45.5900001525879","-22.7299995422363","21048",NA,NA,NA,NA,"auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
