"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","locality","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","recordNumber","day","imagecode","coordinatePrecision","geoFlag","class","individualCount","fieldNumber","typeStatus","relatedCatalogItem"
"746","2021-04-08 09:32:07-03","FEPAGRO","BLA","8944","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli var. crus-galli","(L.) P.Beauv.","E. M. Pfitscher","1975","01","01","A. Normann-Kämpf","1974","04","Brasil","Rio Grande do Sul","Cachoeirinha","-51.0938987731934","-29.951099395752",NA,NA,NA,NA,"Habitat: Fora do valo de drenagem","BLA008944","Instituto Riograndense do Arroz",NA,NA,NA,"Spermatophyta",NA,"var. crus-galli","456","05",NA,"9806","auto",NA,NA,NA,NA,NA
"747","2021-04-08 09:32:07-03","FEPAGRO","BLA","8927","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli var. crus-galli","(L.) P.Beauv.","E. M. Pfitscher","1975","01","01","A. Normann-Kämpf","1974","04","Brasil","Rio Grande do Sul","Cachoeirinha","-51.0938987731934","-29.951099395752",NA,NA,NA,NA,"Habitat: Beira de caminho","BLA008927","Instituto Riograndense do Arroz",NA,NA,NA,"Spermatophyta",NA,"var. crus-galli","439","05",NA,"9806","auto",NA,NA,NA,NA,NA
"748","2021-04-08 09:32:07-03","FEPAGRO","BLA","8942","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli var. crus-galli","(L.) P.Beauv.","E. M. Pfitscher","1975","01","01","A. Normann-Kämpf","1974","04","Brasil","Rio Grande do Sul","Cachoeirinha","-51.0938987731934","-29.951099395752",NA,NA,NA,NA,"Habitat: dentro do valo de drenagem","BLA008942","Instituto Riograndense do Arroz",NA,NA,NA,"Spermatophyta",NA,"var. crus-galli","454","05",NA,"9806","auto",NA,NA,NA,NA,NA
"749","2021-04-08 09:32:07-03","FEPAGRO","BLA","8938","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli var. crus-galli","(L.) P.Beauv.","E. M. Pfitscher","1975","01","01","A. Normann-Kämpf","1974","04","Brasil","Rio Grande do Sul","Cachoeirinha","-51.0938987731934","-29.951099395752",NA,NA,NA,NA,"Habitat: área de resteva","BLA008938","Instituto Riograndense do Arroz",NA,NA,NA,"Spermatophyta",NA,"var. crus-galli","450","05",NA,"9806","auto",NA,NA,NA,NA,NA
"750","2021-04-08 09:32:07-03","FEPAGRO","BLA","8925","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli var. crus-galli","(L.) P.Beauv.","E. M. Pfitscher","1975","01","01","A. Normann-Kämpf","1974","04","Brasil","Rio Grande do Sul","Cachoeirinha","-51.0938987731934","-29.951099395752",NA,NA,NA,NA,"Habitat: Beira de caminho em frente ao prédio central","BLA008925","Instituto Riograndense do Arroz",NA,NA,NA,"Spermatophyta",NA,"var. crus-galli","437","05",NA,"9806","auto",NA,NA,NA,NA,NA
"751","2021-04-08 09:32:07-03","FEPAGRO","BLA","8936","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli var. crus-galli","(L.) P.Beauv.","E. M. Pfitscher",NA,NA,NA,"A. Normann-Kämpf","1974","04","Brasil","Rio Grande do Sul","Cachoeirinha","-51.0938987731934","-29.951099395752",NA,NA,NA,NA,"Habitat: dentro do valo de drenagem","BLA008936","Instituto Riograndense do Arroz",NA,NA,NA,"Spermatophyta",NA,"var. crus-galli","448","05",NA,"9806","auto",NA,NA,NA,NA,NA
"752","2021-04-08 09:32:07-03","FEPAGRO","BLA","8934","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli var. crus-galli","(L.) P.Beauv.","E. M. Pfitscher","1975","01","01","A. Normann-Kämpf","1974","04","Brasil","Rio Grande do Sul","Cachoeirinha","-51.0938987731934","-29.951099395752",NA,NA,NA,NA,"Habitat: Potreiros experimentais.","BLA008934","Instituto Riograndense do Arroz",NA,NA,NA,"Spermatophyta",NA,"var. crus-galli","446","05",NA,"9806","auto",NA,NA,NA,NA,NA
"753","2021-04-08 09:32:07-03","FEPAGRO","BLA","8930","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli var. crus-galli","(L.) P.Beauv.","E. M. Pfitscher","1975","01","01","A. Normann-Kämpf","1974","04","Brasil","Rio Grande do Sul","Cachoeirinha","-51.0938987731934","-29.951099395752",NA,NA,NA,NA,"Habitat: Potreiros experimentais.","BLA008930","Instituto Riograndense do Arroz",NA,NA,NA,"Spermatophyta",NA,"var. crus-galli","442","05",NA,"9806","auto",NA,NA,NA,NA,NA
"754","2021-04-08 09:32:07-03","FEPAGRO","BLA","8939","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli var. crus-galli","(L.) P.Beauv.","E. M. Pfitscher","1975","01","01","A. Normann-Kämpf","1974","04","Brasil","Rio Grande do Sul","Cachoeirinha","-51.0938987731934","-29.951099395752",NA,NA,NA,NA,"Habitat: Solo úmido","BLA008939","Instituto Riograndense do Arroz",NA,NA,NA,"Spermatophyta",NA,"var. crus-galli","451","05",NA,"9806","auto",NA,NA,NA,NA,NA
"755","2021-04-08 09:32:07-03","FEPAGRO","BLA","8940","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli var. crus-galli","(L.) P.Beauv.","E. M. Pfitscher","1975","01","01","A. Normann-Kämpf","1974","04","Brasil","Rio Grande do Sul","Cachoeirinha","-51.0938987731934","-29.951099395752",NA,NA,NA,NA,"Habitat: Ao lado do valo","BLA008940","Instituto Riograndense do Arroz",NA,NA,NA,"Spermatophyta",NA,"var. crus-galli","452","05",NA,"9806","auto",NA,NA,NA,NA,NA
"756","2021-04-08 09:32:07-03","FEPAGRO","BLA","8933","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli var. crus-galli","(L.) P.Beauv.","E. M. Pfitscher","1975","01","01","A. Normann-Kämpf","1974","04","Brasil","Rio Grande do Sul","Cachoeirinha","-51.0938987731934","-29.951099395752",NA,NA,NA,NA,"Habitat: Potreiros experimentais.","BLA008933","Instituto Riograndense do Arroz",NA,NA,NA,"Spermatophyta",NA,"var. crus-galli","445","05",NA,"9806","auto",NA,NA,NA,NA,NA
"757","2021-04-08 09:32:07-03","FEPAGRO","BLA","8923","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli var. crus-galli","(L.) P.Beauv.","E. M. Pfitscher","1975","01","01","A. Normann-Kämpf","1974","04","Brasil","Rio Grande do Sul","Cachoeirinha","-51.0938987731934","-29.951099395752",NA,NA,NA,NA,"Habitat: Área seca, beira de caminho que leva ao interior da lavoura","BLA008923","Intituto Riograndense do Arroz",NA,NA,NA,"Spermatophyta",NA,"var. crus-galli","435","05",NA,"9806","auto",NA,NA,NA,NA,NA
"758","2021-03-22 16:23:32-03","FEPAGRO","BLA","16486","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P.Beauv.","E. M. Cavalheiro",NA,NA,NA,"V. M. Chemale","1977","05","Brasil","Rio Grande do Sul","Camaquã","-51.812198638916","-30.8511009216309",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> capim-arroz","BLA016486",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,"19",NA,"49429","auto",NA,NA,NA,NA,NA
"759","2021-03-22 16:23:32-03","FEPAGRO","BLA","16489","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P.Beauv.","V. M. Chemale",NA,NA,NA,"M. Medeiros & V. M. Chemale","1978","05","Brasil","Rio Grande do Sul","Caxias do Sul","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> capim-arroz","BLA016489","Fazenda Souza",NA,NA,NA,"Spermatophyta",NA,NA,NA,"18",NA,"49662","auto",NA,NA,NA,NA,NA
"760","2021-04-08 09:32:07-03","FEPAGRO","BLA","9296","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli var. crus-galli","(L.) P.Beauv.","E. M. Pfitscher","1975","01","01","L. A. Arzivenco","1974","11","Brasil","Rio Grande do Sul","Cruz Alta","-53.6063995361328","-28.638599395752",NA,NA,NA,NA,"Habitat: Em lavoura de trigo","BLA009296",NA,NA,NA,NA,"Spermatophyta",NA,"var. crus-galli",NA,"20",NA,"44498","auto",NA,NA,NA,NA,NA
"761","2021-04-08 09:32:07-03","FEPAGRO","BLA","9216","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli var. crus-galli","(L.) P.Beauv.","E. M. Pfitscher","1975","01","01","M. A. Tellini","1974","01","Brasil","Rio Grande do Sul","Encruzilhada do Sul","-52.521900177002","-30.5438995361328",NA,NA,NA,NA,"Habitat: Cultivado","BLA009216",NA,NA,NA,NA,"Spermatophyta",NA,"var. crus-galli",NA,"19",NA,"62084","auto",NA,NA,NA,NA,NA
"762","2021-04-08 09:32:05-03","FEPAGRO","BLA","5713","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P.Beauv.",NA,NA,NA,NA,"W. D. Clayton","1965","01","Brasil","Rio Grande do Sul","Estrela","-51.9664001464844","-29.5018997192383",NA,NA,NA,NA,NA,"BLA005713",NA,NA,NA,NA,"Spermatophyta",NA,NA,"4422","28",NA,"14416","auto",NA,NA,NA,NA,NA
"763","2021-03-22 16:23:32-03","FEPAGRO","BLA","16483","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P.Beauv.","L. R. Parodi",NA,NA,NA,"P. N. Capparelli","1947","03","Brasil","Rio Grande do Sul","Gravataí","-50.9919013977051","-29.9444007873535",NA,NA,"10","10","Habitat: Em lavoura de arroz <ll>dwc_commonname:</ll> capim-arroz","BLA016483","Est. Exp. De Arroz",NA,NA,NA,"Spermatophyta",NA,NA,"186","13",NA,"25424","auto",NA,NA,NA,NA,NA
"764","2021-03-22 16:23:32-03","FEPAGRO","BLA","16493","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P.Beauv.","L. R. Parodi",NA,NA,NA,"P. N. Capparelli","1947","03","Brasil","Rio Grande do Sul","Gravataí","-50.9919013977051","-29.9444007873535",NA,NA,"10","10","Habitat: Potreiros experimentais. <ll>dwc_commonname:</ll> capim-arroz","BLA016493","Est. Exp. De Arroz",NA,NA,NA,"Spermatophyta",NA,NA,"186","13",NA,"25424","auto",NA,NA,NA,NA,NA
"765","2021-02-18 17:09:04-03","FEPAGRO","BLA","16488","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P.Beauv.","A. Bettiol",NA,NA,NA,"P. N. Capparelli","1953","05","Brasil","Rio Grande do Sul","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> capim-arroz","BLA016488",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,"09",NA,"28343","auto",NA,NA,NA,NA,NA
"766","2021-04-08 09:32:07-03","FEPAGRO","BLA","9212","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli var. crus-galli","(L.) P.Beauv.","E. M. Pfitscher","1975","01","01","L. A. Arzivenco","1970","04","Brasil","Rio Grande do Sul","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"Habitat: Cultivado","BLA009212",NA,NA,NA,NA,"Spermatophyta",NA,"var. crus-galli",NA,"09",NA,"28343","auto",NA,NA,NA,NA,NA
"767","2021-04-08 09:32:07-03","FEPAGRO","BLA","8919","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli var. crus-galli","(L.) P.Beauv.","E. M. Pfitscher","1975","01","01","E. M. Pfitscher","1974","03","Brasil","Rio Grande do Sul","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"Habitat: Em antiga cultura de arroz","BLA008919",NA,NA,NA,NA,"Spermatophyta",NA,"var. crus-galli","68","26",NA,"28343","auto",NA,NA,NA,NA,NA
"768","2021-04-08 09:32:07-03","FEPAGRO","BLA","8912","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli var. crus-galli","(L.) P.Beauv.","E. M. Pfitscher","1975","01","01","E. M. Pfitscher","1974","03","Brasil","Rio Grande do Sul","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"Habitat: Em lavoura de arroz","BLA008912",NA,NA,NA,NA,"Spermatophyta",NA,"var. crus-galli","53","19",NA,"28343","auto",NA,NA,NA,NA,NA
"769","2021-04-08 09:32:07-03","FEPAGRO","BLA","8910","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli var. crus-galli","(L.) P.Beauv.","E. M. Pfitscher","1975","01","01","E. M. Pfitscher","1974","03","Brasil","Rio Grande do Sul","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"Habitat: Em local pastejado","BLA008910",NA,NA,NA,NA,"Spermatophyta",NA,"var. crus-galli","48","19",NA,"28343","auto",NA,NA,NA,NA,NA
"770","2021-04-08 09:32:07-03","FEPAGRO","BLA","8997","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli var. crus-galli","(L.) P.Beauv.","E. M. Pfitscher","1975","01","01","E. M. Pfitscher","1974","03","Brasil","Rio Grande do Sul","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"Habitat: No campo","BLA008997",NA,NA,NA,NA,"Spermatophyta",NA,"var. crus-galli","70","26",NA,"28343","auto",NA,NA,NA,NA,NA
"771","2021-04-08 09:32:07-03","FEPAGRO","BLA","8916","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli var. crus-galli","(L.) P.Beauv.","E. M. Pfitscher","1975","01","01","E. M. Pfitscher","1974","03","Brasil","Rio Grande do Sul","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"Habitat: Em antiga cultura de arroz","BLA008916",NA,NA,NA,NA,"Spermatophyta",NA,"var. crus-galli","64","26",NA,"28343","auto",NA,NA,NA,NA,NA
"772","2021-04-08 09:32:07-03","FEPAGRO","BLA","8918","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli var. crus-galli","(L.) P.Beauv.","E. M. Pfitscher","1975","01","01","E. M. Pfitscher","1974","03","Brasil","Rio Grande do Sul","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"Habitat: Em antiga cultura de arroz","BLA008918",NA,NA,NA,NA,"Spermatophyta",NA,"var. crus-galli","67","26",NA,"28343","auto",NA,NA,NA,NA,NA
"773","2021-04-08 09:32:07-03","FEPAGRO","BLA","8917","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli var. crus-galli","(L.) P.Beauv.","E. M. Pfitscher","1975","01","01","E. M. Pfitscher","1974","03","Brasil","Rio Grande do Sul","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"Habitat: Em valo de drenagem, em antiga cultura de arroz","BLA008917",NA,NA,NA,NA,"Spermatophyta",NA,"var. crus-galli","65","26",NA,"28343","auto",NA,NA,NA,NA,NA
"774","2021-04-08 09:32:05-03","FEPAGRO","BLA","10032","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P.Beauv.","C. R. Dillenburg","1976","01","01","C. R. Dillenburg","1976","04","Brasil","Rio Grande do Sul","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"Habitat: Campo alto","BLA010032","Estação Experimental Agronômica -UFRGS",NA,NA,NA,"Spermatophyta",NA,NA,"25","14",NA,"28343","auto",NA,NA,NA,NA,NA
"775","2021-04-08 09:32:05-03","FEPAGRO","BLA","2594","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P.Beauv.","I. L. Barreto",NA,NA,NA,"V. Fagundes","1962","03","Brasil","Rio Grande do Sul","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"Habitat: Em solo úmido ,próximo a lavoura de arroz","BLA002594","Estação Experimental Agronômica - UFRGS",NA,NA,NA,"Spermatophyta",NA,NA,NA,"08",NA,"28343","auto",NA,NA,NA,NA,NA
"776","2021-03-22 16:23:32-03","FEPAGRO","BLA","9213","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli var. cruspavonis","(Kunth) Hitchc.","E. M. Pfitscher","1975","01","01","L. A. Arzivenco","1970","04","Brasil","Rio Grande do Sul","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"Habitat: Cultivado","BLA009213","Estação Experimental Agronômica - UFRGS",NA,NA,NA,"Spermatophyta",NA,"var. cruspavonis",NA,"09",NA,"28343","auto",NA,NA,NA,NA,NA
"777","2021-04-08 09:32:07-03","FEPAGRO","BLA","8914","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli var. crus-galli","(L.) P.Beauv.","E. M. Pfitscher","1975","01","01","E. M. Pfitscher","1974","03","Brasil","Rio Grande do Sul","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"Habitat: Em lavoura de arroz","BLA008914","Estação Experimental - Secretaria da Agricultura",NA,NA,NA,"Spermatophyta",NA,"var. crus-galli","57","19",NA,"28343","auto",NA,NA,NA,NA,NA
"778","2021-04-08 09:32:07-03","FEPAGRO","BLA","8913","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli var. crus-galli","(L.) P.Beauv.","E. M. Pfitscher",NA,NA,NA,"E. M. Pfitscher","1974","03","Brasil","Rio Grande do Sul","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"Habitat: Em lavoura de arroz","BLA008913","Estação Experimental - Secretaria da Agricultura - Departamento de Produção Animal",NA,NA,NA,"Spermatophyta",NA,"var. crus-galli",NA,"19",NA,"28343","auto",NA,NA,NA,NA,NA
"779","2021-04-08 09:32:05-03","FEPAGRO","BLA","9162","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P.Beauv.","E. M. Cavalheiro",NA,NA,NA,"J. R. Mattos","1986","12","Brasil","Rio Grande do Sul","Guaíba","-51.3250007629395","-30.113899230957",NA,NA,NA,NA,"Determinado em 1988.Habitat: Em uma lavoura abandonada","BLA009162","Vila Medianeira, Fazenda Est. Exp. do Arroz",NA,NA,NA,"Spermatophyta",NA,NA,"30677","11",NA,"28343","auto",NA,NA,NA,NA,NA
"780","2021-03-22 16:23:32-03","FEPAGRO","BLA","16490","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P.Beauv.","E. M. Pfitscher",NA,NA,NA,"Grupo de Trabalho MA/SA/RS","1974","11","Brasil","Rio Grande do Sul","Ijuí","-53.9146995544434","-28.3878002166748",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> capim-arroz","BLA016490",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,"12",NA,"36807","auto",NA,NA,NA,NA,NA
"781","2021-03-22 16:23:32-03","FEPAGRO","BLA","9552","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli var. cruspavonis","(Kunth) Hitchc.","E. M. Pfitscher",NA,NA,NA,"L. A. Arzivenco","1975","01","Brasil","Rio Grande do Sul","Ijuí","-53.9146995544434","-28.3878002166748",NA,NA,NA,NA,"Habitat: beira de rio","BLA009552","Fonte Ijuí",NA,NA,NA,"Spermatophyta",NA,"var. cruspavonis",NA,"24",NA,"36807","auto",NA,NA,NA,NA,NA
"782","2021-04-08 09:32:08-03","FEPAGRO","BLA","9644","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli var. crus-galli","(L.) P.Beauv.","E. M. Pfitscher","1975","01","01","Grupo de Trabalho MA/SA/RS","1974","12","Brasil","Rio Grande do Sul","Ijuí","-53.9146995544434","-28.3878002166748",NA,NA,NA,NA,"Habitat: Cultivado","BLA009644","Vila Dr. Bosano",NA,NA,NA,"Spermatophyta",NA,"var. crus-galli",NA,"11",NA,"36807","auto",NA,NA,NA,NA,NA
"783","2021-04-08 09:32:05-03","FEPAGRO","BLA","5273","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P.Beauv.",NA,NA,NA,NA,"A. A. Araújo",NA,NA,"Brasil","Rio Grande do Sul","Montenegro","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Data de Coleta: 04/1932.Habitat: Lavoura","BLA005273","Estação Experimental",NA,NA,NA,"Spermatophyta",NA,NA,"47",NA,NA,"21601","auto",NA,NA,NA,NA,NA
"784","2021-02-18 17:09:04-03","FEPAGRO","BLA","9635","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli var. zelayensis","(Kunth) Hitchc.","E. M. Pfitscher","1976","01","01","A. Kappel","1975","03","Brasil","Rio Grande do Sul","Nova Prata","-51.6100006103516","-28.783899307251",NA,NA,NA,NA,"Pasto anual de verão.Habitat: Cultivado","BLA009635",NA,NA,NA,NA,"Spermatophyta",NA,"var. zelayensis",NA,"30",NA,"18634","auto",NA,NA,NA,NA,NA
"785","2021-03-22 16:23:32-03","FEPAGRO","BLA","16492","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P.Beauv.","E. M. Cavalheiro",NA,NA,NA,"V. M. Chemale","1977","03","Brasil","Rio Grande do Sul","Nova Prata","-51.6100006103516","-28.783899307251",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> capim-arroz","BLA016492",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,"17",NA,"18634","auto",NA,NA,NA,NA,NA
"786","2021-04-08 09:32:07-03","FEPAGRO","BLA","8892","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli var. crus-galli","(L.) P.Beauv.","E. M. Pfitscher","1975","01","01","E. M. Pfitscher","1974","04","Brasil","Rio Grande do Sul","Osório","-50.2696990966797","-29.8866996765137",NA,NA,NA,NA,"Habitat: Em calo de drenagem, lavoura de arroz com aplicação prévia de herbicida, solo arenoso","BLA008892","Palmares do Sul",NA,NA,NA,"Spermatophyta",NA,"var. crus-galli","107 B","16",NA,"27350","auto",NA,NA,NA,NA,NA
"787","2021-03-22 16:23:32-03","FEPAGRO","BLA","9570","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli var. cruspavonis","(Kunth) Hitchc.","E. M. Pfitscher","1975","01","01","L. A. Arzivenco","1975","02","Brasil","Rio Grande do Sul","Passo Fundo","-52.4067001342773","-28.2628002166748",NA,NA,NA,NA,"Habitat: Cultivado","BLA009570",NA,NA,NA,NA,"Spermatophyta",NA,"var. cruspavonis",NA,"26",NA,"25060","auto",NA,NA,NA,NA,NA
"788","2021-04-08 09:32:07-03","FEPAGRO","BLA","14137","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli var. crus-galli","(L.) P.Beauv.","A. M. B. Hervé","1981","11","17","B. Severo et alii","1981","03","Brasil","Rio Grande do Sul","Passo Fundo","-52.4067001342773","-28.2628002166748",NA,NA,NA,NA,"Ex UPF 249.","BLA014137","Granja do Dr. A . Amantino",NA,NA,NA,"Spermatophyta",NA,"var. crus-galli",NA,"25",NA,"25060","auto",NA,NA,NA,NA,NA
"789","2021-04-08 09:32:07-03","FEPAGRO","BLA","14136","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli var. crus-galli","(L.) P.Beauv.","A. M. B. Hervé","1981","11","17","A. Peretto et alii","1981","03","Brasil","Rio Grande do Sul","Passo Fundo","-52.4067001342773","-28.2628002166748",NA,NA,NA,NA,"Ex UPF 241.","BLA014136","Granja do Dr. A . Amantino",NA,NA,NA,"Spermatophyta",NA,"var. crus-galli",NA,"25",NA,"25060","auto",NA,NA,NA,NA,NA
"790","2021-04-08 09:32:08-03","FEPAGRO","BLA","9622","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli var. crus-galli","(L.) P.Beauv.","E. M. Pfitscher","1975","01","01","V. Gianluppi",NA,NA,"Brasil","Rio Grande do Sul","Pejuçara","-53.6557998657227","-28.4232997894287",NA,NA,NA,NA,"Data de Coleta: 04/1975.Habitat: Cultivado","BLA009622",NA,NA,NA,NA,"Spermatophyta",NA,"var. crus-galli",NA,NA,NA,"23308","auto",NA,NA,NA,NA,NA
"791","2021-02-18 17:09:04-03","FEPAGRO","BLA","16495","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli","(L.) P.Beauv.","P. N. Capparelli",NA,NA,NA,"P. N. Capparelli","1950","02","Brasil","Rio Grande do Sul","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> capim-arroz","BLA016495","I.A. Sul",NA,NA,NA,"Spermatophyta",NA,NA,"420","08",NA,"51462","auto",NA,NA,NA,NA,NA
"792","2020-09-10 09:15:49-03","FEPAGRO","BLA","8955","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli var. cruspavonis","(Kunth) Hitchc.","E. M. Pfitscher","1975","01","01","E. M. Pfitscher","1974","04","Brasil","Rio Grande do Sul","Portão","-51.2419013977051","-29.7017002105713",NA,NA,NA,NA,"Habitat: Encosta de serra","BLA008955",NA,NA,NA,NA,"Spermatophyta",NA,"var. cruspavonis","87","27",NA,"13735","auto",NA,NA,NA,NA,NA
"793","2021-04-08 09:32:07-03","FEPAGRO","BLA","8956","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli var. crus-galli","(L.) P.Beauv.","E. M. Pfitscher","1975","01","01","E. M. Pfitscher","1974","04","Brasil","Rio Grande do Sul","Portão","-51.2419013977051","-29.7017002105713",NA,NA,NA,NA,"Habitat: Beira de estrada","BLA008956",NA,NA,NA,NA,"Spermatophyta",NA,"var. crus-galli","1988","27",NA,"13735","auto",NA,NA,NA,NA,NA
"794","2020-09-10 09:15:49-03","FEPAGRO","BLA","8958","PreservedSpecimen","Plantae","Poaceae","Echinochloa","crus-galli","Echinochloa crus-galli var. cruspavonis","(Kunth) Hitchc.","E. M. Pfitscher","1975","01","01","E. M. Pfitscher","1974","04","Brasil","Rio Grande do Sul","Portão","-51.2419013977051","-29.7017002105713",NA,NA,NA,NA,"Habitat: Encosta de serra","BLA008958",NA,NA,NA,NA,"Spermatophyta",NA,"var. cruspavonis","90","27",NA,"13735","auto",NA,NA,NA,NA,NA
