"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","typeStatus","infraspecificEpithet","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","eventTime","fieldNumber","individualCount","sex"
"3779","2019-11-01 15:05:09-03","UnB","UB","142517","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Moro, RS; Schiesinski, D","468","1992","10","10","Southern America","Brasil",NA,NA,"Arbusto 0,3m. Flores brancas, vistosas.; Afloramento rochoso",NA,"Dicotyledoneae",NA,"(Cambess.) O. Berg","Soares-Silva, LH","Paraná ","Cachoeira São Jorge","-50.1618995666504","-25.0949993133545",NA,NA,NA,"Ponta Grossa",NA,NA,"46557","auto",NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA
"3780","2019-11-01 15:05:09-03","UnB","UB","142515","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Dunaiski Junior, A; Cervi, AC","s.n.","1990","11","07","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledoneae",NA,"(Cambess.) O. Berg","Soares-Silva, LH","Paraná ","Capão das Onças","-50.1618995666504","-25.0949993133545",NA,NA,NA,"Ponta Grossa",NA,NA,"46557","auto",NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA
"3781","2019-11-01 15:05:11-03","UnB","UB","151562","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Soares-Silva, LH","384","1995","09","17","Southern America","Brasil",NA,NA,"Botões florais esverdeados.; Árbusto 0,8m. Flores brancas odoriferas.",NA,"Dicotyledoneae",NA,"(Cambess.) O. Berg","Soares-Silva, LH","Paraná ","Furnas, próximo a 3.","-50.1618995666504","-25.0949993133545",NA,NA,NA,"Ponta Grossa",NA,NA,"46557","auto",NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA
"3782","2019-11-01 15:05:09-03","UnB","UB","142518","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Porfírio, W","Herb3810","1988","10","07","Southern America","Brasil",NA,NA,"Xilopodífera; Campo",NA,"Dicotyledoneae",NA,"(Cambess.) O. Berg","Soares-Silva, LH","Paraná ","Itaiacoca","-50.1618995666504","-25.0949993133545",NA,NA,NA,"Ponta Grossa",NA,NA,"46557","auto",NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA
"3783","2019-11-01 15:05:09-03","UnB","UB","142508","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Kalzmarech, R","Herb1211","1991","10","19","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledoneae",NA,"(Cambess.) O. Berg","Soares-Silva, LH","Paraná ","Mata da Rodoviária Sesi","-50.1618995666504","-25.0949993133545",NA,NA,NA,"Ponta Grossa",NA,NA,"46557","auto",NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA
"3784","2019-11-01 15:05:11-03","UnB","UB","151564","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Chagas; Silva, F; et al.","529","1995","11","22","Southern America","Brasil",NA,NA,"Árvore 0,8m. Frutos imaturos verdes; maduros avermelhados.",NA,"Dicotyledoneae",NA,"(Cambess.) O. Berg","Soares-Silva, LH","Paraná ","Campo-Estrada para Ponta Grossa.","-50.4606018066406","-25.3682994842529",NA,NA,NA,"Teixeira Soares",NA,NA,"31767","auto",NA,NA,"1995","11",NA,NA,NA,NA,NA,NA,NA
"3785","2019-11-01 15:05:09-03","UnB","UB","120788","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Vieira, AOS; et al.","s.n.","1989","12","04","Southern America","Brasil",NA,NA,"Árvore. Fruto imaturo verde.; .",NA,"Dicotyledoneae",NA,"(Cambess.) O. Berg","Sobral, M","Paraná ","Beira da BR 376, próximo ao limite Tibagi-Ponta Grossa","-50.4136009216309","-24.5093994140625",NA,NA,NA,"Tibagi",NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3786","2019-11-01 15:05:09-03","UnB","UB","142538","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Soares-Silva, LH; et al.","484A","1995","10","28","Southern America","Brasil",NA,NA,"Arbusto 1,2m. Frutos imaturos verdes.; Cerrado",NA,"Dicotyledoneae",NA,"(Cambess.) O. Berg","Soares-Silva, LH","Paraná ","Cannyon Guartela","-50.4136009216309","-24.5093994140625",NA,NA,NA,"Tibagi",NA,NA,"56988","auto",NA,NA,"1996","06",NA,NA,NA,NA,NA,NA,NA
"3787","2019-11-01 15:05:09-03","UnB","UB","142516","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Lemos, DC; et al.","51","1994","10","07","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledoneae",NA,"(Cambess.) O. Berg","Soares-Silva, LH","Paraná ","Canyon Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,NA,"Tibagi",NA,NA,"56988","auto",NA,NA,"2005",NA,NA,NA,NA,NA,NA,NA,NA
"3788","2019-11-01 15:05:09-03","UnB","UB","120794","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Carmo, MRB","300","2003","10","03","Southern America","Brasil",NA,NA,"Botões florais verdes.; Arbusto 0,9m; .",NA,"Dicotyledoneae",NA,"(Cambess.) O. Berg","Soares-Silva, LH","Paraná ","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,NA,"Tibagi",NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3789","2019-11-01 15:05:09-03","UnB","UB","120799","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Carmo, MRB","283","2003","09","18","Southern America","Brasil",NA,NA,"Subarbusto. Flor branca; Campo limpo.",NA,"Dicotyledoneae",NA,"(Cambess.) O. Berg","Soares-Silva, LH","Paraná ","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,NA,"Tibagi",NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3790","2019-11-01 15:05:09-03","UnB","UB","120795","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Carmo, MRB","328","2003","10","30","Southern America","Brasil",NA,NA,"Arbusto 1m. Fruto imaturo verde.; Campo limpo.",NA,"Dicotyledoneae",NA,"(Cambess.) O. Berg",NA,"Paraná ","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,NA,"Tibagi",NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3791","2019-11-01 15:05:09-03","UnB","UB","120793","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Carmo, MRB","941","2004","09","17","Southern America","Brasil",NA,NA,"Arbusto 1,3m. Fruto imaturo verde.; .",NA,"Dicotyledoneae",NA,"(Cambess.) O. Berg","Soares-Silva, LH","Paraná ","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,NA,"Tibagi",NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3792","2019-11-01 15:05:09-03","UnB","UB","142539","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Soares-Silva, LH","478","1995","10","27","Southern America","Brasil",NA,NA,"Arbusto 0,7m. Frutos imaturos verdes.",NA,"Dicotyledoneae",NA,"(Cambess.) O. Berg","Soares-Silva, LH","Paraná ","Próximo ao Salto Santa Rosa","-50.4136009216309","-24.5093994140625",NA,NA,NA,"Tibagi",NA,NA,"56988","auto",NA,NA,"1997",NA,NA,NA,NA,NA,NA,NA,NA
"3793","2019-11-01 15:05:09-03","UnB","UB","120812","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Estevan, DA","193","2002","10","31","Southern America","Brasil",NA,NA,"Arvoreta 2,5m. Fruto imaturo verde.; .",NA,"Dicotyledoneae",NA,"(Cambess.) O. Berg","Ibrahim, M","Paraná ","Sitio Pinheiro","-50.2428016662598","-24.2458000183105",NA,NA,NA,"Ventania",NA,NA,"32424","auto",NA,NA,"2015","01",NA,NA,NA,NA,NA,NA,NA
"3794","2019-11-01 15:05:11-03","UnB","UB","142830","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Costa, IR; Silveira, ER","502","2003","10","10","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledoneae",NA,"(Cambess.) O. Berg","Ibrahim, M","São Paulo","Estação Ecológica e Experimental de Assis.","-50.4099998474121","-22.6599998474121",NA,NA,NA,"Assis",NA,NA,"23972","auto",NA,NA,"2010","11",NA,NA,NA,NA,NA,NA,NA
"3795","2019-11-01 15:05:11-03","UnB","UB","142829","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Costa, IR; Silveira, ER","501","2003","10","10","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledoneae",NA,"(Cambess.) O. Berg","Ibrahim, M","São Paulo","Estação Ecológica e Experimental de Assis.","-50.4099998474121","-22.6599998474121",NA,NA,NA,"Assis",NA,NA,"23972","auto",NA,NA,"2010","11",NA,NA,NA,NA,NA,NA,NA
"3796","2019-11-01 15:05:09-03","UnB","UB","120805","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Medri, C; et al.","321","1997","08","07","Southern America","Brasil",NA,NA,"Arbusto. Flor branca; .",NA,"Dicotyledoneae",NA,"(Cambess.) O. Berg","Sobral, M","São Paulo","Reserva do Instituto Florestal","-50.4099998474121","-22.6599998474121",NA,NA,NA,"Assis",NA,NA,"23972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3797","2019-11-01 15:05:09-03","UnB","UB","120798","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","adamantium","Campomanesia adamantium","Souza, VC; et al.","7407","1994","11","14","Southern America","Brasil",NA,NA,"Arbusto. Fruto verde.; Campo natural.",NA,"Dicotyledoneae",NA,"(Cambess.) O. Berg","Kawasaki, ML","São Paulo","Estrada Itararé-Bonsucesso. Fazenda Santa Maria do Espinho","-49.3400001525879","-24.1100006103516",NA,NA,NA,"Itararé",NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3798","2019-11-01 15:05:11-03","UnB","UB","181246","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","cambessedeana","Campomanesia cambessedeana","Souza, LF","104","1998","08","29","Southern America","Brasil",NA,NA,"Sub-arbusto.",NA,"Dicotyledoneae",NA,"O.Berg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3799","2019-11-01 15:05:11-03","UnB","UB","181247","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","cambessedeana","Campomanesia cambessedeana","Souza, LF","203","1999","09","18","Southern America","Brasil",NA,NA,"Sub-arbusto 0,8 m. de altura; fruto cor amarelo.; Cerrado, solo argiloso.",NA,"Dicotyledoneae",NA,"O.Berg",NA,"Goiás","Fazenda Santo Antônio Lageado.","-51.7144012451172","-17.8813991546631",NA,NA,NA,"Jataí",NA,NA,"75073","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3800","2019-11-01 15:05:14-03","UnB","UB","169082","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Munhoz, CBR; Rodrigues, N; Ramos, KMO","1873","2000","08","30","Southern America","Brasil",NA,NA,"Subarbusto de ca. de 50cm. Flores brancas com odor suave.; Na mata de galeria do córrego Taquara. Campo sujo.",NA,"Dicotyledoneae",NA,"(DC.) O. Berg","Proença, CEB","Distrito Federal","Fazenda Água Limpa, divisa com o Cristo Redentor ( Jardim Botânico de Brasília) e o IBGE.","-47.319167","-15.5025",NA,NA,NA,"Brasília",NA,NA,NA,NA,"-47.319167","-15.5025","2001",NA,NA,NA,NA,NA,NA,NA,NA
"3801","2019-11-01 15:05:13-03","UnB","UB","117185","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Batalha, MA","3582","1999",NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledoneae",NA,"(DC.) O. Berg","Batalha, MA","Goiás","Parque Nacional das Emas","-52.65","-17.816667",NA,NA,NA,NA,NA,NA,NA,NA,"-52.65","-17.816667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3802","2019-11-01 15:05:13-03","UnB","UB","101990","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Silva, MA","5521","2003","10","13","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledoneae",NA,"(DC.) O. Berg","Silva, MA","Distrito Federal","Reserva Ecológica do IBGE","-47.870833","-15.951667",NA,NA,NA,NA,NA,NA,NA,NA,"-47.870833","-15.951667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3803","2019-11-01 15:05:14-03","UnB","UB","117192","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Heringer, EP","11246","1967","01","01","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledoneae",NA,"(DC.) O. Berg","Landrum, LR","Goiás","Granja Samambaia, perto do Rio Corumbá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3804","2019-11-01 15:05:14-03","UnB","UB","117199","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Silva, GP","1815","1993",NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledoneae",NA,"(DC.) O. Berg","Proença, CEB","Distrito Federal",NA,"-47.966667","-15.8",NA,NA,NA,"Brasília",NA,NA,NA,NA,"-47.966667","-15.8",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3805","2019-11-01 15:05:14-03","UnB","UB","130035","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Heringer, EP","7193","1959","09","04","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledoneae",NA,"(DC.) O. Berg","Landrum, LR","Minas Gerais","Fazenda das Pindaíbas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1983",NA,NA,NA,NA,NA,NA,NA,NA
"3806","2019-11-01 15:05:14-03","UnB","UB","130039","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Heringer, EP","7777","1960","11","30","Southern America","Brasil",NA,NA,"Cerrado",NA,"Dicotyledoneae",NA,"(DC.) O. Berg","Landrum, LR","Minas Gerais","Margem di Rio Abaeté",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1983",NA,NA,NA,NA,NA,NA,NA,NA
"3807","2019-11-01 15:05:14-03","UnB","UB","130048","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Irwin, HS","20596","1968","02","20","Southern America","Brasil",NA,NA,"Corolla and stamens white.; Shrub 1,5m.; Gallery margin",NA,"Dicotyledoneae",NA,"(DC.) O. Berg","Landrum, LR","Minas Gerais","Km 118 (ca. 153km N of Belo Horizonte)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1983",NA,NA,NA,NA,NA,NA,NA,NA
"3808","2019-11-01 15:05:14-03","UnB","UB","142824","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Verola, CF; Urbanetz, C","28","2003","09","18","Southern America","Brasil",NA,NA,"Pétalas brancas; sépalas esverdeadas.; Arbusto 1,3m.; Afloramento rochoso",NA,"Dicotyledoneae",NA,"(DC.) O. Berg","Ibrahim, M","Minas Gerais","Toca do Urubu","-44.873889","-21.971389","1082","1082",NA,"Baependi",NA,NA,NA,NA,"-44.873889","-21.971389","2010","11",NA,NA,NA,NA,NA,NA,NA
"3809","2019-11-01 15:05:14-03","UnB","UB","148474","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Costa, IR","686","2006","04","24","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledoneae",NA,"(DC.) O. Berg","Costa, IR","Minas Gerais","Estrada para Serra Morena.",NA,NA,NA,NA,NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA
"3810","2019-11-01 15:05:14-03","UnB","UB","161612","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Faria, JEQ; Campos, LZO; Ibrahim, M; Martins, RC; Caires, CS; Meneguzzo, TEC; Souza, LF","590","2009","09","04","Southern America","Brasil",NA,NA,"Solo areno-argiloso, relevo ondulado; Arbusto ca. de 1 m de altura, folhas jovens e botões; Cerrado ralo",NA,"Dicotyledoneae",NA,"(DC.) O. Berg","Faria, JEQ","Goiás","Coletado na fazenda Sobradinho ao lado do sítio das Palmeiras","-51.865278","-17.288611",NA,NA,NA,"Caiapônia",NA,NA,NA,NA,"-51.865278","-17.288611","2009","09",NA,NA,NA,NA,NA,NA,NA
"3811","2019-11-01 15:05:14-03","UnB","UB","161911","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Faria, JEQ; Proença, CEB; Villarroel, D; Otoni, T; Chaves, D","925","2010","11","09","Southern America","Brasil",NA,NA,"Arbusto ca. 1 m de altura, frutos imaturos verdes (Material para DNA); Campo rupestre",NA,"Dicotyledoneae",NA,"(DC.) O. Berg","Faria, JEQ","Minas Gerais","Parque em frente ao Campus II da UFVJM","-43.577778","-18.203333","1396","1396",NA,"Diamantina",NA,NA,NA,NA,"-43.577778","-18.203333","2010","11",NA,NA,NA,NA,NA,NA,NA
"3812","2019-11-01 15:05:14-03","UnB","UB","171160","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Faria, JEQ; Zanatta, MRV","2104","2011","10","31","Southern America","Brasil",NA,NA,"Subarbusto em touceira ca. 0,6 m de altura, fruto imaturo verde (coletado material em sílica gel); Campo sujo",NA,"Dicotyledoneae",NA,"(DC.) O. Berg","Faria, JEQ","Distrito Federal","Parque Nacional de Brasília","-47.997222","-15.653611","1158","1158",NA,"Brasília",NA,NA,NA,NA,"-47.997222","-15.653611","2011","10",NA,NA,NA,NA,NA,NA,NA
"3813","2019-11-01 15:05:14-03","UnB","UB","183622","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Staggemeier, VG; Staggemeier, VR","405","2011","11","23","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledoneae",NA,"(DC.) O. Berg","Faria, JEQ","Mato Grosso",NA,"-52.291139","-15.86355","414","414",NA,"Barra do Garças",NA,NA,NA,NA,"-52.291139","-15.86355","2013","03",NA,NA,NA,NA,NA,NA,NA
"3814","2019-11-01 15:05:14-03","UnB","UB","184018","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Staggemeier, VG; Staggemeier, VR","516","2011","11","26","Southern America","Brasil",NA,NA,"Frutos imaturos e maduros (1.2x1.2cm).",NA,"Dicotyledoneae",NA,"(DC.) O. Berg","Faria, JEQ","Goiás","Coordanada aproximada. Estrada ligando Piranhas até Arenópolis. Entrada de fazenda do lado direito da rodovia.","-51.713056","-16.453611",NA,NA,NA,"Piranhas",NA,NA,NA,NA,"-51.713056","-16.453611","2012",NA,NA,NA,NA,NA,NA,NA,NA
"3815","2019-11-01 15:05:14-03","UnB","UB","37072","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Ramos, AE","1001","1994","12","18","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledoneae",NA,"(DC.) O. Berg","Ibrahim, M","Goiás","Fazenda São Luis do Alceu VIlela","-51.9622","-18.3061",NA,NA,NA,"Serranópolis",NA,NA,NA,NA,"-51.9622","-18.3061","2010","11",NA,NA,NA,NA,NA,NA,NA
"3816","2019-11-01 15:05:14-03","UnB","UB","6780","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Proença, CEB; Almeida, SMS","1557","1996","09","19","Southern America","Brasil",NA,NA,"Arbusto 1m. Flor branca; Cerrado.",NA,"Dicotyledoneae",NA,"(DC.) O. Berg","Proença, CEB","Distrito Federal","Próximo ao Posto Colorado, DF-425, Chácara FTRC","-47.866667","-15.683333","1100","1100",NA,"Brasília",NA,NA,NA,NA,"-47.866667","-15.683333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3817","2019-11-01 15:05:14-03","UnB","UB","6799","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Proença, CEB; Ratter, JA; Fonsêca Filho, J; Bridgewater, S; Simon, MF","1518","1996","09","18","Southern America","Brasil",NA,NA,"Cálice verde; pétalas brancas. Folhas novas verde-pálido; forma moita.; Arbusto 1m. Flor branca; Cerrado denso. Solo: Solo de areia avermelhada.",NA,"Dicotyledoneae",NA,"(DC.) O. Berg","Proença, CEB","Mato Grosso","15 km NO de Alto do Araguaia na estrada para Itiquira","-53.35","-17.25",NA,NA,NA,"Alto Araguaia",NA,NA,NA,NA,"-53.35","-17.25",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3818","2019-11-01 15:05:14-03","UnB","UB","89105","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Silva, MA","6019","2001",NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"Dicotyledoneae",NA,"(DC.) O. Berg","Proença, CEB","Distrito Federal","Reserva Ecológica do IBGE","-47.885278","-15.778056",NA,NA,NA,"Brasília",NA,NA,NA,NA,"-47.885278","-15.778056",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3819","2020-07-29 09:05:17-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Projeto Barcode Cerrado; Proença, CEB; Pinheiro, JDS; Mattos, GAFF; Farinasso, HC","RBS 2_s.n.","2020","01","13","Southern America","Brasil",NA,NA,"Projeto Barcode Cerrado - UFMG/UnB/IBGE. Sem voucher; ca. 70cm; Cerrado denso. Latossolo amarelo",NA,"Dicotyledoneae",NA,"(DC.) O. Berg",NA,"Distrito Federal","Reserva Ecológica do IBGE","-47.872417","-15.945833",NA,NA,NA,"Brasília",NA,NA,NA,NA,"-47.872417","-15.945833",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3820","2021-03-16 09:43:34-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Faria, JEQ; Figueira, M; Schindler, B","10714","2020","11","01","Southern America","Brasil",NA,NA,"Arbusto em touceira ca. 1,5 m de altura, botões florais verdes e flores brancas; Cerrado sensu stricto denso sobre solo arenoso",NA,"Dicotyledoneae",NA,"(DC.) O. Berg","Faria, JEQ","Goiás","Margem da estrada chegando na RPPN da Serra das Galés","-50.635556","-16.9875","699","699",NA,"Paraúna",NA,NA,NA,NA,"-50.635556","-16.9875","2020","11",NA,NA,NA,NA,NA,NA,NA
"3821","2020-07-29 09:05:18-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Projeto Barcode Cerrado; Faria, JEQ; Vasconcelos, TNC; Mattos, GAFF; Farinasso, HC","RBS 5_49","2019","11","02","Southern America","Brasil",NA,NA,"Projeto Barcode Cerrado - UFMG/UnB/IBGE. Testemunha de RBS (Rapid Botanic Survey); Subarbusto, ca. 20cm. Estéril; Cerrado sensu stricto",NA,"Dicotyledoneae",NA,"(DC.) O. Berg",NA,"Distrito Federal","Reserva Ecológica do IBGE","-47.875278","-15.956944",NA,NA,NA,"Brasília",NA,NA,NA,NA,"-47.875278","-15.956944",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3822","2019-11-01 15:05:13-03","UnB","UB","10966","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Proença, CEB; Gomes, BM; Brito, DS","2200","2000","09","15","Southern America","Brasil",NA,NA,"Arbusto. Flor branca; .",NA,"Dicotyledoneae",NA,"(DC.) O. Berg","Brito, DS","Distrito Federal","Parque Recreativo e Reserva Ecológica do Gama","-48.05","-16.05","850","850",NA,"Gama",NA,NA,NA,NA,"-48.05","-16.05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3823","2019-11-01 15:05:13-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Silva, MA; Gomes-Klein, VL; Sartin, RD; Silva, GHL","8154","2014","11","25","Southern America","Brasil",NA,NA,"Arbusto em moita ca. 0,60 m de altura. Frutos imaturos verde-claros, comestíveis; Floresta de galeria rala",NA,"Dicotyledoneae",NA,"(DC.) O. Berg","Silva, MA","Goiás","Parque Estadual da Serra dos Pireneus. Encontro das águas, Cachoeira Meia Lua, próximo ao restaurante da Sede","-48.868333","-16.003611","1300","1300",NA,"Pirenópolis",NA,NA,NA,NA,"-48.868333","-16.003611","2015","01","19",NA,NA,NA,NA,NA,NA
"3824","2019-11-01 15:05:14-03","UnB","UB","151772","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Chagas; Soares-Silva, LH; Silva, F","2029","1996","10","15","Southern America","Brasil",NA,NA,"Arbusto1,3m alt; botões verdes; flores brancas, odoríferas",NA,"Dicotyledoneae",NA,"(DC.) O. Berg","Soares-Silva","Paraná ","Arredores de Sengés","-49.46","-24.11",NA,NA,NA,"Sengés",NA,NA,NA,NA,"-49.46","-24.11","1998",NA,NA,NA,NA,NA,NA,NA,NA
"3825","2019-11-01 15:05:14-03","UnB","UB","6349","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Proença, CEB; Landrum, L; Landrum, S","1491","1995","09","03","Southern America","Brasil",NA,NA,"Botões florais esverdeados.; Arbusto; .",NA,"Dicotyledoneae",NA,"(DC.) O. Berg","Incógnito","Distrito Federal","Ao lado da Reserva Biológica das Águas Emendadas","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Brasília",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3826","2019-11-01 15:05:14-03","UnB","UB","120862","PreservedSpecimen","Plantae","Myrtaceae","Campomanesia","pubescens","Campomanesia pubescens","Heringer, EP","15406","1975","12","28","Southern America","Brasil",NA,NA,"Flores perfumadas.; Arbusto 0,3m. Flor alva; Cerrado seco.",NA,"Dicotyledoneae",NA,"(DC.) O. Berg","Proença, CEB","Distrito Federal","Campus da Universidade","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Brasília",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
