"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","infraspecificEpithet","yearIdentified","monthIdentified","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","dayIdentified","individualCount","sex"
"11","2021-03-31 13:35:49-03","MN","R","216106","PreservedSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Bove, C.P. 743; Costa, W. & Costa, B.B.",NA,"2000","10","12",NA,"Brasil","Álcool 70%",NA,NA,NA,"Pott, V.J.","Espírito Santo",NA,NA,NA,NA,NA,"2001","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-31 13:35:49-03","MN","R","217502","PreservedSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Bove, C.P. 748; Costa, W. & Costa, B.B.",NA,"2000","10","14",NA,"Brasil","Álcool 70%",NA,NA,NA,NA,"Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-31 13:35:49-03","MN","R","217507","PreservedSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Bove, C.P. 904; Costa, W. & Costa, B.B.",NA,NA,NA,NA,NA,"Brasil","Álcool 70%",NA,NA,NA,NA,"São Paulo","Barra do Uma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-31 13:35:49-03","MN","R","217514","PreservedSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Bove, C.P. 1461; Costa, W.",NA,NA,NA,NA,NA,"Brasil","Álcool 70%",NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-31 13:35:49-03","MN","R","223611","PreservedSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Donza, A. 107 b; Gabriel, M.",NA,"2008","03","04",NA,"Brasil","Álcool 70%","Coleção líquida",NA,NA,NA,"Rio de Janeiro","Bom Jesus do Itabapoana&nf;Bom Jesus do Itabapoana&nf;Bom Jesus do Itabapoana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-31 13:35:49-03","MN","R","217503","PreservedSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Costa, W.",NA,"2000","10","24",NA,"Brasil","Álcool 70%",NA,NA,NA,NA,"Rio de Janeiro","Nova Iguaçu","Vila de Cava","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA,NA,NA
"17","2021-03-31 13:35:49-03","MN","R","217508","PreservedSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Bove, C.P.",NA,"2010","02","01",NA,"Brasil","Álcool 70%",NA,NA,NA,NA,"Bahia","Paratinga","Volta da Serra","-43.1842002868652","-12.6906003952026",NA,NA,NA,NA,NA,NA,NA,"61248","auto",NA,NA,NA,NA,NA,NA
"18","2020-11-19 10:22:44-03","CPAP","CPAP","11189","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Dunaiski Jr., A.","261","1992","07","12",NA,"Brasil",NA,"Erva aquática flutuante livre. AMBIENTE: Lago em céu aberto, juntamente com Azolla e Lemna. SUBSTRATO: solo arenoso.",NA,NA,"V. J. Pott","SC","Joenvile","Itinga",NA,NA,NA,"1993","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18",NA,NA
"19","2020-11-19 10:22:44-03","CPAP","CPAP","10832","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Scremim, E.","s/n","1993","06","25",NA,"Brasil",NA,"Erva aquática flutuante livre.",NA,NA,NA,"MS","Campo Grande","Estação de psicultura da Ufms","-54.6","-20.466667",NA,NA,NA,NA,NA,"54°36' W","20°28' S",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-19 10:22:44-03","CPAP","CPAP","10280","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Bueno, N. C.","516","1993","06","05",NA,"Brasil",NA,"Erva aquática flutuante livre. Fértil. FLOR: esbranquiçada. FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Lagoa. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,"V. J. Pott","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - lagoa da sede","-56.65","-18.983333",NA,"1993","06","90","90","56°39' W","18°59' S",NA,NA,NA,NA,NA,"06",NA,NA
"21","2020-11-19 10:22:44-03","CPAP","CPAP","10376","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Pott, V. J.","1847","1993","02","28",NA,"Brasil",NA,"Erva aquática flutuante livre. Anteras com pigmentos na borda. FLOR: esbranquiçada. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Açude 70cm profundidade, água turva, com Pontederia lanceolata. Presençaa de Lemna. SUBSTRATO: solo calcário. RELEVO: plano",NA,NA,"V. J. Pott","MS","Corumbá","4,6km Oeste da BR-262 na estrada para estação ferroviária Albuquerque, periferia do Pantanal","-57.483333","-19.466667",NA,"1993","02","100","100","57°29' W","19°28' S",NA,NA,NA,NA,NA,"28",NA,NA
"22","2020-11-19 10:22:44-03","CPAP","CPAP","10397","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Pott, V. J.","1868","1993","02","28",NA,"Brasil",NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Raro. AMBIENTE: Pirizal (Cyperus giganteus) em margem de lagoa, 25cm profundidade. Com Lemna aequinoctialis e Wolffia columbiana. SUBSTRATO: solo argiloso hidromórfico eutrófico. RE",NA,NA,"V. J. Pott","MS","Corumbá","Lagoa do Jacadigo, km 735 / BR-262","-57.483333","-19.433333",NA,"1993","03","120","120","57°29' W","19°26' S",NA,NA,NA,NA,NA,"01",NA,NA
"23","2020-11-19 10:22:44-03","CPAP","CPAP","10549","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Pott, A.","6385","1993","06","05",NA,"Brasil",NA,"Erva flutuante livre. FLOR: . FRUTO: . INTERESSE: Alimento de aves aquática. FREQUÊNCIA: Abundante. AMBIENTE: Conexão entre 2 lagoas, água 0-30cm profundidade, perturbada por gado. Com Lemna aequinoctialis. SUBSTRATO: solo arenoso. RELEVO: plano deprimid",NA,NA,"V. J. Pott","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - lagoa da sede nº2","-56.65","-18.983333",NA,"1993","06","90","90","56°39' W","18°59' S",NA,NA,NA,NA,NA,"09",NA,NA
"24","2020-11-19 10:22:44-03","CPAP","CPAP","10674","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Pott, V. J.","1945","1992","08","13",NA,"Brasil",NA,"planta aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Muito frequente. AMBIENTE: Lagoa temporaria. Com Ceratophyllum echinatum, Pistia stratiotes e Limnobium laevigatum. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,NA,"MS","Corumbá","Fazenda Firme, estrada MS-228 próximo, 6km da curva do Leque, Pantanal","-57.016667","-19.266667",NA,NA,NA,"90","90","57°01' W","19°16' S",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-19 10:22:44-03","CPAP","CPAP","10688","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Pott, V. J.","1959","1992","08","14",NA,"Brasil",NA,"Erva aquática flutuante livre. FLOR: fertil.. FRUTO: . INTERESSE: . FREQUÊNCIA: Muito frequente. AMBIENTE: Lagoa Represada Pela Estrada, Com Muito Pisoteio. Cobrindo todo corpo d'agua. Com Wolffia columbiana Karsten. SUBSTRATO: solo argiloso. RELEVO: pla",NA,NA,"V. J. Pott","MS","Corumbá","Estrada para Forte Coimbra, fazenda Fazendinha, 11,5Km da BR-262, Sub-região do Nabileque, Pantanal","-57.7","-19.45",NA,"1992","11","90","90","57°42' W","19°27' S",NA,NA,NA,NA,NA,"03",NA,NA
"26","2020-11-19 10:22:44-03","CPAP","CPAP","10693","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Pott, V. J.","1964","1992","10","09",NA,"Brasil",NA,"Erva aquática flutuante livre. Fértil. FLOR: antera branca com pigmentos castanhos. FRUTO: . INTERESSE: . FREQUÊNCIA: Muito frequente. AMBIENTE: Lagoa em beira de estrada, próximo porteira de fazenda com pisoteio de gado. SUBSTRATO: solo argiloso. RELEVO",NA,NA,"V. J. Pott","MS","Corumbá","Fazenda fazendinha, estrada inacabada para Forte Coimbra, MS-454, 11,5km da BR-262, Sub-região do Nabileque, Pantanal","-57.55","-19.516667",NA,"1992","10","90","90","57°33' W","19°31' S",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-19 10:22:44-03","CPAP","CPAP","10741","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Pott, V. J.","2012","1992","12","12",NA,"Brasil",NA,"Erva aquática flutuante livre. FLOR: estéril. FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Baixada mal drenada. SUBSTRATO: solo calcário. RELEVO: plano.",NA,NA,"V. J. Pott","MS","Corumbá","Área do quartel do Posto Esdras, fronteira com Bolívia","-57.683333","-19.033333",NA,"1992","12","140","140","57°41' W","19°02' S",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-19 10:22:44-03","CPAP","CPAP","10753","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Pott, V. J.","2024","1993","02","13",NA,"Brasil",NA,"Erva aquática flutuante livre. FLOR: estames alvos. FRUTO: . INTERESSE: . FREQUÊNCIA: Frequenel.. AMBIENTE: Lagoa em beira de estrada, próximo a porteira de fazenda. Raras Wolffiella oblonga; raras Wolffiella welwitschii, e Wolffia columbiana.. SUBSTRATO",NA,NA,"V. J. Pott","MS","Corumbá","Estrada inacabada para Forte Coimbra, MS-454, fazenda Fazendinha, 11,2km da BR-262, Pantanal","-57.55","-19.516667",NA,"1993","02","90","90","57°33' W","19°31' S",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-19 10:22:44-03","CPAP","CPAP","10772","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Silva, M. P. da","103","1992","10","22",NA,"Brasil",NA,"Erva aquática flutuante livre. FLOR: estéril. FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Aquático, em borda de lagoa permanente, profundidade. Com algumas Lemna aequinoctialis, de raiz até 3cm de comprimento. SUBSTRATO: solo arenoso. RELEVO:",NA,NA,"V. J. Pott","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - baía DA SEDE","-56.65","-18.983333",NA,"1992","10","90","90","56°39' W","18°59' S",NA,NA,NA,NA,NA,"23",NA,NA
"30","2020-11-19 10:22:44-03","CPAP","CPAP","10783","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Sobrinho, A. A. B.","01","1992","10","11",NA,"Brasil",NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Aquático, em borda de lagoa permanente. Com algumas Lemna aequinoctialis. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,"V. J. Pott","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - baía da sede","-56.65","-18.983333",NA,NA,NA,"90","90","56°39' W","18°59' S",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-19 10:22:44-03","CPAP","CPAP","10785","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Calheiros, D. F.","01","1993","03","21",NA,"Brasil",NA,"Erva aquática flutuante livre. FLOR: alva. Estame branco, pistílo transparente. FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Lagoa entrolizada. presença de Lemna aequinoctialis. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,"V. J. Pott","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - baía da sede","-56.65","-18.983333",NA,"1993","03","90","90","56°39' W","18°59' S",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-19 10:22:44-03","CPAP","CPAP","10787","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Hamilton, S.","11","1993","03","30",NA,"Brasil",NA,"Erva aquática flutuante livre. FLOR: esbranquiçada. Antera branca, com pigmentos em flores mais velhas. FRUTO: . INTERESSE: . FREQUÊNCIA: Muito frequente. AMBIENTE: Caixa de empréstimo. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,"V. J. Pott","MS","Corumbá","Estrada do Abobral, (a Leste) entre fazenda São Jorge e fazenda Baú e rio Abobral, Pantanal","-57.05","-19.333333",NA,"1993","03","95","95","57°03' W","19°20' S",NA,NA,NA,NA,NA,"30",NA,NA
"33","2020-11-19 10:22:44-03","CPAP","CPAP","10799","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Hamilton, S.","19","1993","04","28",NA,"Brasil",NA,"Erva aquática flutuante livre. FLOR: estigma e anteras c/ pigmentos. FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Muito frequente. AMBIENTE: Caixa de empréstimo. Presença de plântula de Lemna aequinoctialis e Wolffia columbiana.. SUBSTRATO: s",NA,NA,"V. J. Pott","MS","Corumbá","Estrada do Abobral (a Leste), entre fazenda São Jorge e faenda Baú e rio Abobral; Pantanal","-57.083333","-19.35",NA,"1993","04","95","95","57°05' W","19°21' S",NA,NA,NA,NA,NA,"29",NA,NA
"34","2020-11-19 10:22:44-03","CPAP","CPAP","11191","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Mauro, R. A.","94","1993","03","27",NA,"Brasil",NA,"Erva aquática flutuante livre. FLOR: estéril. FREQUÊNCIA: Muito frequente. AMBIENTE: Lagoa permanente com Wolffia columbiana e Lemna aequinoctialis. SUBSTRATO: solo argilo-arenoso. RELEVO: plano.",NA,NA,"V. J. Pott","MS","Aquidauana","Fazenda Taboco fronteira com fazenda Iguaçu; Sub-região de Aquidauana; Pantanal","-55.966667","-19.783333",NA,"1993","04","105","105","55°58' W","19°47' S",NA,NA,NA,NA,NA,"01",NA,NA
"35","2020-11-19 10:22:44-03","CPAP","CPAP","11215","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Pott, V. J.","2036","1993","04","17",NA,"Brasil",NA,"Erva aquática flutuante livre. FLOR: branca. FRUTO: . INTERESSE: . FREQUÊNCIA: Muito frequente. AMBIENTE: Planície de inundação de rio. Presençaa de Ricciocarpus natas. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,"V. J. Pott","MT","Cáceres","BR-070, km-660, planície de inundação do rio das Flechas","-57.266667","-16.066667",NA,"1993","04","100","100","57°16' W","16°04' S",NA,NA,NA,NA,NA,"17",NA,NA
"36","2020-11-19 10:22:44-03","CPAP","CPAP","11297","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Pott, V. J.","2118","1993","07","10",NA,"Brasil",NA,"Erva aquática flutuante livre. FLOR: fertil. FRUTO: . INTERESSE: . FREQUÊNCIA: Muito frequente. AMBIENTE: Presença de raras Lemna aequinoctialis. SUBSTRATO: solo calcário. RELEVO: plano deprimido.",NA,NA,"V. J. Pott","MS","Corumbá","BR-262, km 718, próximo a entrada para a Estação Ferroviária Albuquerque","-57.616667","-19.316667",NA,"1993","07","100","100","57°37' W","19°19' S",NA,NA,NA,NA,NA,"10",NA,NA
"37","2020-11-19 10:22:44-03","CPAP","CPAP","11299","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Pott, V. J.","2120","1993","07","11",NA,"Brasil",NA,"Erva aquática flutuante livre. FREQUÊNCIA: Muito frequente. AMBIENTE: Campo inundável de várzea com Typha, Eichhornia spp, Scirpus. Caixa de empréstimo. SUBSTRATO: solo calcário. RELEVO: plano deprimido.",NA,NA,"V. J. Pott","MS","Batáguassu","Rodovia BR-267, Km 15, planície do rio Paraná","-52.533333","-21.716667",NA,"1993","07","347","347","52°32' W","21°43' S",NA,NA,NA,NA,NA,"11",NA,NA
"38","2020-11-19 10:22:44-03","CPAP","CPAP","11471","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Pott, A.","6451","1993","06","10",NA,"Brasil",NA,"Erva aquática flutuante livre. FLOR: estéril. FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Dominante. AMBIENTE: Pequeno lagoa rasa (0-50cm profundidade). Com Pistia stratiotes, Sesbania virgata, Ceratophyllum echinatum, Limnobium laevigatum a",NA,NA,"V. J. Pott","MS","Corumbá","Fazenda Firme, Sub-região da Nhecolândia, Pantanal - estrada MS-226","-57.016667","-19.266667",NA,"1993","06","90","90","57°01' W","19°16' S",NA,NA,NA,NA,NA,"10",NA,NA
"39","2020-11-19 10:22:44-03","CPAP","CPAP","11497","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Pott, A.","6477","1993","07","28",NA,"Brasil",NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Dominante. AMBIENTE: Lagoa rasa (0-50cm profundidade) com Pistia, Pontederia, Scirpus. SUBSTRATO: solo argiloso calcimórfico. RELEVO: plano deprimido.",NA,NA,NA,"MS","Corumbá","Estrada inacabada para Forte Coimbra a 11km da BR-262; Pantanal","-57.316667","-19.2",NA,NA,NA,"90","90","57°19' W","19°12' S",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-19 10:22:44-03","CPAP","CPAP","12001","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Pott, V. J.","2135","1993","09","26",NA,"Brasil",NA,"Erva aquática flutuante livre. FLOR: branca. INTERESSE: Despoluidora.. FREQUÊNCIA: Muito frequente. AMBIENTE: Lagoa temporária, quase seca. SUBSTRATO: solo calcário. RELEVO: plano deprimido.",NA,NA,"V. J. Pott","MS","Corumbá","BR-262, km 718, próximo a entrada para a estação ferroviária Albuquerque","-57.616667","-19.316667",NA,"1993","09","100","100","57°37' W","19°19' S",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-19 10:22:44-03","CPAP","CPAP","12019","PreserverdSpecimen","Plantae",NA,NA,"Araceae","Wolffia","brasiliensis","Wolffia brasiliensis","Wedd.","Pott, V. J.","2153","1993","09","30",NA,"Brasil",NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Borda úmida de lagoa com jacaré. SUBSTRATO: solo arenoso com matéria orgânica. RELEVO: plano. <ll>dwc_commonname:</ll> Lodo",NA,NA,"V. J. Pott","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - lagoa nº37, próximo a pilheta","-56.633333","-18.983333",NA,NA,NA,"90","90","56°38' W","18°59' S",NA,NA,NA,NA,NA,NA,NA,NA
