"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","class","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"11","2019-08-27 13:25:45-03","IAP","PACA-AGP","45330","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClude & L.B. Sm.","R. Schmidt","Rambo, B.",NA,"1950","01","18",NA,"Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,NA,"Habitat: in sphagneto Fenofase: fruto","PACA045330",NA,NA,"Liliatae","2008","02","08",NA,"55856","auto",NA,NA,NA,NA
"12","2019-08-27 13:25:45-03","IAP","PACA-AGP","36470","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClude & L.B. Sm.","R. Schmidt","Rambo, B.",NA,"1948","02",NA,NA,"Brasil","RS","São Francisco de Paula","Cambará","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Habitat: in sphagneto Fenofase: sterilis","PACA036470",NA,NA,"Liliatae","2008","02","08",NA,"76715","auto",NA,NA,NA,NA
"13","2019-08-27 13:25:45-03","IAP","PACA-AGP","50067","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClude & L.B. Sm.","R. Schmidt","Rambo, B.",NA,"1951","02","21",NA,"Brasil","RS","São Francisco de Paula","Taimbeisinho","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Habitat: in sphagneto Fenofase: flor","PACA050067",NA,NA,"Liliatae","2008","02","08",NA,"76715","auto",NA,NA,NA,NA
"14","2019-08-27 13:25:45-03","IAP","PACA-AGP","66200","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClude & L.B. Sm.","R. Schmidt","Reitz, R.","8120","1959","01","12",NA,"Brasil","SC","São Joaquim","Bom Jardim - Serra do Oratorio","-49.9317016601562","-28.2938995361328",NA,NA,NA,"Habitat: beira de regato Hábito: arbusto","PACA066200",NA,NA,"Liliatae","2008","02","08",NA,"48290","auto",NA,NA,NA,NA
"15","2021-03-01 16:20:22-03","UNICAMP","UEC","171750","S","Plantae","Liliopsida",NA,"Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure & L.B.Sm.",NA,"Santos, AG","550","2003","06","30",NA,"Brazil","Santa Catarina","Sombrio",NA,"-49.477917","-28.121028",NA,NA,NA,"Bambu lignificado com ca. 1,5m de altura. Plantas eretas ocorrendo em meio de indivíduos de Chusquea. Todos os indivíduos florescendo.; Garapucre.","UEC016819","UEC016819",NA,NA,NA,NA,NA,NA,NA,NA,"-49.477917","-28.121028",NA,NA
"16","2021-03-01 16:20:22-03","UNICAMP","UEC","171703","S","Plantae","Liliopsida",NA,"Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure & L.B.Sm.","Santos, AG","Santos, AG","549","2003","07","30",NA,"Brazil","Santa Catarina","Sombrio","Topo do morro da Igreja.","-49.61669921875","-29.113899230957",NA,NA,NA,"Bambu lignificado com ca. 1m de altura. Presença de Chusquea no local. Vegetativo.","UEC016980","UEC016980",NA,NA,"2003","07",NA,NA,"16515","auto",NA,NA,NA,NA
"17","2019-08-16 08:40:36-03","UTFPR","HCF","11708","S","Plantae",NA,NA,"Poaceae","Cambajuva","ulei","Cambajuva ulei","P.L. Viana, L.G. Clark & Filg.","P.L. Viana","J.M. Silva","4044","2004","05","14",NA,"Brasil","SC","Urubici","Morro da Igreja","-49.5917015075684","-28.0149993896484","1300","1300",NA,"Campo limpo, seco.",NA,NA,NA,NA,"2008",NA,NA,NA,"30102","auto",NA,NA,NA,NA
"18","2020-12-21 16:40:03-03","MBM","MBM","25301","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure & Smith","Clark, L.G.","Reitz, R.; Klein, R.M.; Klein, R.M.","8120",NA,NA,NA,"Southern America","Brazil","Santa Catarina","São Joaquim","Serra do Oratório, Bom Jardim","-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,"MBM025301","MBM025301",NA,NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA,NA
"19","2020-12-21 16:40:03-03","MBM","MBM","384590","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure & Smith","Cordeiro, J.","Dunaiski Jr.; A.; Galvão, F.; Roderjan, C.V.; Kunioshi, Y.S.; Galvão, F.; Roderjan, C.V.; Kunioshi, Y.S.","4376","2011","05","04","Southern America","Brazil","Santa Catarina","Urubici","Morro da Igreja","-49.5917015075684","-28.0149993896484",NA,NA,NA,"Arbusto de 1,2m.","MBM384590","MBM384590",NA,NA,"2012",NA,NA,NA,"30102","auto",NA,NA,NA,NA
"20","2020-12-21 16:40:03-03","MBM","MBM","194613","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure & Smith","Clark, L.G.","Clark, L.G.; et al.; et al.","1048",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Urubici","Morro da Igreja","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"MBM194613","MBM194613",NA,NA,NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA
"21","2020-12-21 16:40:03-03","MBM","MBM","164738","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure & Smith","Falkenberg, D.B.","Falkenberg, D.B.; et al.; et al.","5860",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Urubici","Morro da Igreja","-49.5917015075684","-28.0149993896484",NA,NA,NA,NA,"MBM164738","MBM164738",NA,NA,NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA
"22","2020-12-21 16:40:03-03","MBM","MBM","294841","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure & Smith","Viana, P.L.","Silva, J.M.; Lima, L.R.; Lima, L.R.","4044","2004","05","14","Southern America","Brazil","Santa Catarina","Urubici","Morro da Igreja.","-49.5917015075684","-28.0149993896484",NA,NA,NA,"Campo limpo, seco.","MBM294841","MBM294841",NA,NA,"2008","11",NA,NA,"30102","auto",NA,NA,NA,NA
"23","2015-09-22 22:03:23-03","MNHN","RECOLNAT_MNHN_P","P00625421","PreservedSpecimen",NA,NA,NA,"Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure","Clark","Ule, E.",NA,"1891","1",NA,NA,"Brésil",NA,NA,"Santa Catarina, Canna pequena no rio de caprivane azima da Serra Geral ( Cambajuba)",NA,NA,NA,NA,"hb","Reçu en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00625421' target='other'> <mi>dwc_moreinfo</mi></a>","P00625421","P00625421_01","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1955",NA
"24","2020-05-30 04:37:00-03","MO","MOBOT","247960","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Arundinaria","ulei","Arundinaria ulei","Hack.",NA,"Ernst Üle","Üle 1955","1891",NA,NA,"South America","Brazil","Santa Catarina",NA,"Rio das Contas",NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2009-10-16 10:39:00-03","MO","MOBOT","2825381","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure & L.B. Sm.",NA,"Lynn G. Clark|Ximena Londoño|W. Oliveira","Clark 1048","1992","2","25","South America","Brazil","Santa Catarina",NA,"Mun. Urubici, Morro da Igreja.","-49.4833333","-28.1166667","1680.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"26","2009-10-16 10:52:00-03","MO","MOBOT","227105","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure & L.B. Sm.",NA,"Lynn G. Clark|Paulo G. Windisch","Clark 869B","1991","3","5","South America","Brazil","Santa Catarina",NA,"Along road to Morro da Igreja, about 16.7 km from the main road between Urubici and Tuberão, above Fazenda Caiambora, Serra Geral.","-49.4833333","-28.1166667","1730.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"27","2018-06-22 05:25:00-03","MO","MOBOT","2483117","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure & L.B. Sm.","Smith, L. B.","Pe. Raulino Reitz|Roberto M. Klein","Reitz 8120","1959","1","12","South America","Brazil","Santa Catarina",NA,"Bom Jardim da Serra. Serra do Oratório",NA,NA,"1400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2009-10-16 10:40:00-03","MO","MOBOT","2825549","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure & L.B. Sm.",NA,"Ximena Londoño|Lynn G. Clark","Londoño 704","1992","2","25","South America","Brazil","Santa Catarina",NA,"Vía Urubicí-Grao Pará, en el morro da Igreja.",NA,NA,"1660.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"29","2020-09-12 05:00:02-03","US","US","2808997","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Arundinaria","ulei","Arundinaria ulei","Hack.",NA,"E. H. Ule","1955","1891",NA,NA,"South America","Brazil","Santa Catarina",NA,"Rio das Contas.",NA,NA,NA,NA,NA,"Fragmentary material of type specimen ex herb. Vienna.","US00139568","US00139568_01","Isotype","Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"30","2020-09-12 05:00:02-03","US","US","2577124A","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure & L.B. Sm.",NA,"L. B. Smith & R. Reitz","10128","1957","1","16","South America","Brazil","Santa Catarina","São Joaquim","Rio capivaras, serra do oratorio","-49.9317016601562","-28.2938995361328","1200","1200","Microslide",NA,"US00031904","US00031904_01 US00031904_02",NA,"Monocotyledonae",NA,NA,NA,NA,"48290","auto",NA,NA,NA,"1"
"31","2020-09-12 05:00:02-03","US","US","2183063","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Cambajuva","ulei","Cambajuva ulei","(Hack.) P.L. Viana & et al.","Judziewicz, E. J.","B. Rambo","45330","1950","1","18","South America","Brazil","Rio Grande do Sul",NA,"Aparados da rocinha, bom jesus",NA,NA,NA,NA,NA,NA,"US00031899","US00031899_01 US00031899_02",NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"32","2020-09-12 05:00:02-03","US","US","3289627","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Cambajuva","ulei","Cambajuva ulei","(Hack.) P.L. Viana & et al.","Judziewicz, E. J.","L. G. Clark & P. G. Windisch","869b","1991","3","5","South America","Brazil","Santa Catarina",NA,"Along road to morro da igreja, 16.7 km from the main road between urubici and tuberao, above fazenda caiambora, serra geral","-49.4833","-28.1167","1730","1730",NA,NA,"US00452377","US00452377_01 US00452377_02",NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"33","2020-09-12 05:00:02-03","US","US","2433736","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Cambajuva","ulei","Cambajuva ulei","(Hack.) P.L. Viana & et al.","Judziewicz, E. J.","L. B. Smith & R. Reitz","10128","1957","1","16","South America","Brazil","Santa Catarina","São Joaquim","Rio capivaras, serra do oratorio","-49.9317016601562","-28.2938995361328","1200","1200",NA,NA,"US00031906","US00031906_01 US00031906_02",NA,"Monocotyledonae",NA,NA,NA,NA,"48290","auto",NA,NA,NA,"1"
"34","2020-09-12 05:00:02-03","US","US","3310629","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Cambajuva","ulei","Cambajuva ulei","(Hack.) P.L. Viana & et al.","Judziewicz, E. J.","L. G. Clark, X. Londoño & W. De Oliveira","1048","1992","2","25","South America","Brazil","Santa Catarina","Urubici","Morro da igreja","-49.4833","-28.1167","1680","1680",NA,NA,"US00525690","US00525690_01 US00525690_02",NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"35","2020-09-12 05:00:02-03","US","US","2433737","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Cambajuva","ulei","Cambajuva ulei","(Hack.) P.L. Viana & et al.","Judziewicz, E. J.","L. B. Smith & R. Reitz","10415","1957","1","25","South America","Brazil","Santa Catarina","Bom Retiro","Fazenda campo dos padres","-49.489200592041","-27.7971992492676","1650","1650",NA,NA,"US00031902","US00031902_01 US00031902_02",NA,"Monocotyledonae",NA,NA,NA,NA,"35974","auto",NA,NA,NA,"1"
"36","2020-09-12 05:00:02-03","US","US","2577124A","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Cambajuva","ulei","Cambajuva ulei","(Hack.) P.L. Viana & et al.","Judziewicz, E. J.","L. B. Smith & R. Reitz","10128","1957","1","16","South America","Brazil","Santa Catarina","São Joaquim","Rio capivaras, serra do oratorio","-49.9317016601562","-28.2938995361328","1200","1200",NA,NA,"US00031904","US00031904_01 US00031904_02",NA,"Monocotyledonae",NA,NA,NA,NA,"48290","auto",NA,NA,NA,"1"
"37","2020-09-12 05:00:02-03","US","US","2577125A","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Cambajuva","ulei","Cambajuva ulei","(Hack.) P.L. Viana & et al.","Judziewicz, E. J.","L. B. Smith & R. Reitz","10128","1957","1","16","South America","Brazil","Santa Catarina","São Joaquim","Rio capivaras, serra do oratorio","-49.9317016601562","-28.2938995361328","1200","1200",NA,NA,"US00031905","US00031905_01 US00031905_02",NA,"Monocotyledonae",NA,NA,NA,NA,"48290","auto",NA,NA,NA,"1"
"38","2020-09-12 05:00:02-03","US","US","2643650","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Cambajuva","ulei","Cambajuva ulei","(Hack.) P.L. Viana & et al.","Judziewicz, E. J.","L. B. Smith & R. M. Klein","15862","1971","12","17","South America","Brazil","Santa Catarina",NA,"Rio capivari",NA,NA,NA,NA,NA,NA,"US00031901","US00031901_01 US00031901_02",NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"39","2020-09-12 05:00:02-03","US","US","2042468","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Cambajuva","ulei","Cambajuva ulei","(Hack.) P.L. Viana & et al.","Judziewicz, E. J.","R. Reitz","2403","1948","12","16","South America","Brazil","Santa Catarina","Bom Retiro","Campo dos padres","-49.489200592041","-27.7971992492676","2000","2000",NA,NA,"US00031900","US00031900_01",NA,"Monocotyledonae",NA,NA,NA,NA,"35974","auto",NA,NA,NA,"1"
"40","2020-09-12 05:00:02-03","US","US","3260482","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Cambajuva","ulei","Cambajuva ulei","(Hack.) P.L. Viana & et al.","Judziewicz, E. J.","X. Londoño & L. G. Clark","704","1992","2","25","South America","Brazil","Santa Catarina",NA,"Via urubici - grao para, en el morro da igreja",NA,NA,"1660","1660",NA,NA,"US00502388","US00502388_01 US00502388_02",NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"41","2020-09-12 05:00:02-03","US","US","3260481","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Cambajuva","ulei","Cambajuva ulei","(Hack.) P.L. Viana & et al.","Judziewicz, E. J.","X. Londoño & L. G. Clark","704","1992","2","25","South America","Brazil","Santa Catarina",NA,"Via urubici - grao para, en el morro da igreja",NA,NA,"1660","1660",NA,NA,"US00502389","US00502389_01 US00502389_02",NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"42","2020-09-12 05:00:02-03","US","US","2433735","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Cambajuva","ulei","Cambajuva ulei","(Hack.) P.L. Viana & et al.","Judziewicz, E. J.","L. B. Smith & R. Reitz","10128","1957","1","16","South America","Brazil","Santa Catarina","São Joaquim","Rio capivaras, serra do oratorio","-49.9317016601562","-28.2938995361328","1200","1200",NA,NA,"US00031907","US00031907_01 US00031907_02",NA,"Monocotyledonae",NA,NA,NA,NA,"48290","auto",NA,NA,NA,"1"
"43","2020-09-12 05:00:02-03","US","US","2380690","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Cambajuva","ulei","Cambajuva ulei","(Hack.) P.L. Viana & et al.","Judziewicz, E. J.","R. Reitz & R. M. Klein","8120","1959","1","12","South America","Brazil","Santa Catarina",NA,"Serra do oratorio, s. joaquim",NA,NA,"1400","1400",NA,NA,"US00031903","US00031903_01 US00031903_02",NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"44","2019-11-01 15:15:54-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure & L.B. Sm.","Clark, LG","Reitz, R; Klein","8120","1959","01","12","Southern America","Brasil","Santa Catarina","Bom Jardim da Serra","Serra do Oratório","-49.624698638916","-28.3369007110596","1400","1400",NA,"Beira de regato.","UB0017151","UB0017151",NA,NA,"1991","01",NA,NA,"32577","auto",NA,NA,NA,NA
"45","2019-11-01 15:15:54-03","UnB","UB","31048","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure & L.B. Sm.","Clark, LG","Reitz, R; Klein","8120","1959","01","12","Southern America","Brasil","Santa Catarina","Bom Jardim da Serra","Serra do Oratório","-49.624698638916","-28.3369007110596","1400","1400",NA,"Beira de regato.","UB0017149","UB0017149",NA,NA,"1991","01",NA,NA,"32577","auto",NA,NA,NA,NA
"46","2021-02-23 13:22:59-03","MN","R-TIPOS","4251","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Arundinaria","ulei","Arundinaria ulei","Hack.","Viana, P.L.","Ule, E.H.G.","1955","1891","01",NA,NA,"Brasil","Santa Catarina",NA,"Cambajuba",NA,NA,NA,NA,NA,NA,"R000004251","R000004251_001","Isotypus",NA,"2011","01",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-08-20 14:59:29-03","UFSC","FLOR","37902","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure & L.B.Sm.",NA,"Silva, E.S.; Zanin, A.","18","2009","10","13",NA,"Brasil","Santa Catarina","Urubici","Morro da Igreja, ao lado do Cindacta II. Parque Nacional de São Joaquim.","-49.480833",NA,"1802","1802",NA,"Formando pequenas populações.","FLOR0037902",NA,NA,NA,NA,NA,NA,NA,NA,NA,"49º28'51''W","28º7'69''S",NA,NA
"48","2020-08-20 14:59:29-03","UFSC","FLOR","37332","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure & L.B.Sm.",NA,"Prompt, A.; Zanin, A.","14","2009","02","09",NA,"Brasil","Santa Catarina","Urubici","Morro da Igreja.","-49.480556","-28.127222","1801","1801",NA,"erva","FLOR0037332",NA,NA,NA,NA,NA,NA,NA,NA,NA,"49º28'50''W","28º7'38''S",NA,NA
"49","2020-08-20 14:59:29-03","UFSC","FLOR","42129","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure & L.B.Sm.",NA,"Bastos, F.E.A.; Dalmolim, E.B. & Zannin, A.","14","2011","12","16",NA,"Brasil","Santa Catarina","Urubici","Morro da Igreja, Parque Nacional de São Joaquim. Àrea próxima ao CINDACTA II.","-49.480556","-28.1275","1805","1805",NA,"ocorrendo simpaticamente com Chusquea windsii.","FLOR0042129",NA,NA,NA,NA,NA,NA,NA,NA,NA,"49º28'50''W","28º7'39''S",NA,NA
"50","2020-08-20 14:59:29-03","UFSC","FLOR","591","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Aulonemia","ulei","Aulonemia ulei","(Hack.) McClure & L.B.Sm.","McClure, F.A.","Reitz, R.; Klein, R.M.","8120","1959","01","12",NA,"Brasil","Santa Catarina","São Joaquim","Serra do Oratório, Bom Jardim.","-49.9317016601562","-28.2938995361328","1400","1400",NA,"arbusto, 3m altura","FLOR0000591",NA,NA,NA,"2011","12","07",NA,"48290","auto",NA,NA,NA,NA
