"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","recordedBy","year","month","day","continentOcean","preparationType","previousCatalogNumber","barcode","recordNumber","typeStatus","minimumElevationInMeters","maximumElevationInMeters","imagecode","dayIdentified","infraspecificEpithet","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","639133","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","DC.","F. Almeda",NA,NA,"Brazil","Bahia","Piata","Estrada Piata-Gerais da Tromba. Beira Rio de Contas, Serra da Tromba","-41.83","-13.13",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=259775' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"W. Ganev","1992","05","14","South America","sheet",NA,"NY00639133","295",NA,"1430","1430","NY00639133_01",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00909967","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","DC.","F. Almeda",NA,NA,"Brazil","Minas Gerais","Joaquim Felício","Serra do Cabral.","-44.1719","-17.7575",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983587' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"T. M. Cerati","1985","07","05","South America","sheet",NA,"NY00909967","212",NA,"920","920","NY00909967_01",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01874437","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","DC.","F. Almeda",NA,NA,"Brazil","Minas Gerais","Santana do Riacho","P.N. da Serra do Cipó. Alto Palácio.","-43.52647","-19.257025",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2085222' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"M. Reginato","2013","02","02","South America","sheet",NA,"NY01874437","1411",NA,NA,NA,"NY01874437_01",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","639134","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","DC.","F. Almeda",NA,NA,"Brazil","Bahia","Abaíra","Tijuquinho","-41.9","-13.27",NA,NA,NA,"Harley is not on the label but we can assume he is the collector <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=259781' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"R. M. Harley","1992","02","21","South America","sheet",NA,"NY00639134","H52137",NA,"1750","1750","NY00639134_01",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00909968","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","DC.","F. Almeda",NA,NA,"Brazil","Minas Gerais","Joaquim Felício","Serra do Cabral.","-44.1719","-17.7575",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983605' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"T. M. Cerati","1985","07","05","South America","sheet",NA,"NY00909968","197",NA,"920","920","NY00909968_01",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00909974","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","DC.","F. Almeda",NA,NA,"Brazil","Minas Gerais","Santana do Riacho","Km 127 antigo ao longo da rodovia Belo Horizonte-Conceição do Mato Dentro.","-43.7142","-19.1692",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983647' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"J. Semir","1979","08","14","South America","sheet",NA,"NY00909974","CFSC5590",NA,NA,NA,"NY00909974_01",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","02578448","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","DC.",NA,NA,NA,"Brazil","Minas Gerais","Serro","Monumento Natural Estadual Varzea do Lajeado e Serra do Raio. Área de Proteção Ambiental das Águas Vertentes","-43.492222","-18.4675",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2833574' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"M. Verdi","2014","02","12","South America","sheet",NA,"NY02578448","6916",NA,NA,NA,"NY02578448_01",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1017986","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","DC.","A. B. Martins; F. Almeda",NA,NA,"Brazil","Minas Gerais","Ouro Preto","Vicinity of Cachoeira das Andorinhas about 5 km NE of the main square in Ouro Preto.","-43.4842","-20.3633",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1238298' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"F. Almeda","2001","10","08","South America","sheet",NA,"NY01017986","8401",NA,"1252","1252","NY01017986_01",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","02736619","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","DC.",NA,NA,NA,"Brazil","Minas Gerais","Diamantina","on the road to São Gonçalo do Rio das Pedras","-43.55119","-18.31472",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3244512' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"F. Almeda","2005","09","19","South America","sheet",NA,"NY02736619","9096",NA,"1060","1060",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","639132","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","DC.","F. Almeda",NA,NA,"Brazil","Bahia","Abaíra","Caminho Boa Vista para Bicota","-41.66","-13.25",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=259780' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"F. França","1995","07","09","South America","sheet",NA,"NY00639132","1271",NA,"1200","1600","NY00639132_01",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","685400","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","DC.","F. Almeda",NA,NA,"Brazil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.23","-24.57",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=894778' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"R. Goldenberg","2005","10","27","South America","sheet",NA,"NY00685400","820",NA,NA,NA,"NY00685400_01",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","639136","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","DC.","F. Almeda",NA,NA,"Brazil","Bahia","Abaíra","Tijuquinho","-41.9","-13.27",NA,NA,NA,"Harley is not on the label but we can assume he is the collector <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=259777' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"R. M. Harley","1992","02","21","South America","sheet",NA,"NY00639136","H52137",NA,"1750","1750","NY00639136_01",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1017998","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","DC.","A. B. Martins; F. Almeda",NA,NA,"Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó. Between km 111 and 112 along the road from Lagoa Santa to Conceição do Mato Dentro.","-43.5672","-19.2947",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1238460' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"F. Almeda","2001","10","20","South America","sheet",NA,"NY01017998","8560",NA,"1228","1228","NY01017998_01",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","02226410","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","DC.",NA,NA,NA,"Brazil","Paraná","Piraí do Sul","Área da Pousada Serra do Piraí, Bacia do Rio Cambará.","-50.0242","-24.4175",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2499175' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"R. Goldenberg","2012","05","29","South America","sheet",NA,"NY02226410","1651",NA,NA,NA,"NY02226410_01",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1017985","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","DC.","A. B. Martins; F. Almeda",NA,NA,"Brazil","Minas Gerais",NA,"Conceição de Ibitipoca. Parque Estadual de Ibitipoca. Trail to Pico de Lombada (Pico de Ibitipoca).","-43.8972","-21.6967",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1238284' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"F. Almeda","2001","10","03","South America","sheet",NA,"NY01017985","8356",NA,"1650","1784","NY01017985_01",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","02736618","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","DC.",NA,NA,NA,"Brazil","Minas Gerais","Santo Antonio do Itambe","Parque Estadual do Pico do Itambe; Santo Antonio do Itambe","-43.34817","-18.39867",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3244510' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"F. Almeda","2009","03","02","South America","sheet",NA,"NY02736618","s.n.",NA,"1367","2038",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1017976","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","DC.","A. B. Martins; F. Almeda",NA,NA,"Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó, entre km 112 e 113 na estrada para Conceição do Mato Dentro.","-43.5","-19.17",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1238271' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"F. Almeda","1998","05","31","South America","sheet",NA,"NY01017976","7763",NA,NA,NA,"NY01017976_01",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","02692525","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","DC.",NA,NA,NA,"Brazil","Mato Grosso",NA,"Mun. Alto Caparaó. Parque Nacional do Carapaó, estrada entre Macieira e Case Queimada.",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2987665' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"R. Goldenberg","2015","05","29","South America","sheet",NA,"NY02692525","2207",NA,NA,NA,"NY02692525_01",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","639131","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","DC.","F. Almeda",NA,NA,"Brazil","Bahia","Abaíra","Abaixo da Serra do Rey","-41.9","-13.3",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=259774' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"W. Ganev","1992","08","18","South America","sheet",NA,"NY00639131","898",NA,"1600","1600","NY00639131_01",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1017989","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","DC.","A. B. Martins; F. Almeda",NA,NA,"Brazil","Minas Gerais","Diamantina","17 km S of the old train station in Diamantina.","-43.5492","-18.3442",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1238304' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"F. Almeda","2001","10","15","South America","sheet",NA,"NY01017989","8493",NA,"1175","1175","NY01017989_01",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00909972","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","DC.","F. Almeda",NA,NA,"Brazil","Minas Gerais","Santana do Riacho","Km 137 antigo ao longo da rodovia Belo Horizonte-Conceição do Mato Dentro.","-43.7142","-19.1692",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983638' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"J. Semir","1979","08","15","South America","sheet",NA,"NY00909972","CFSC5609",NA,NA,NA,"NY00909972_01",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","02736637","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","DC.",NA,NA,NA,"Brazil","Minas Gerais","Diamantina","Cadeia do Espinhaco, north isde of road at junction off Hwy MG-220 and the road to Conselheiro Mata","-43.68439","-18.26992",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3244530' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"F. Almeda","2009","02","28","South America","sheet",NA,"NY02736637","9601",NA,"1379","1379",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01856064","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","DC.","C. R. J. Chagas",NA,NA,"Brazil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó. Próximo a estátua do Juquinha, lado esquerdo.","-43.7144012451172","-19.1688995361328",NA,NA,"26557","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2190384' target='other'> <mi>dwc_moreinfo</mi></a>","auto","M. J. R. Rocha","2012","03","02","South America","sheet",NA,"NY01856064","362",NA,NA,NA,"NY01856064_01",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","639137","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","DC.","F. Almeda",NA,NA,"Brazil","Bahia","Abaíra","Campo de Ouro Fino (baixo)","-41.9","-13.25",NA,NA,NA,"Harley is not on the label but we can assume he is the collector <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=259778' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"R. M. Harley","1992","01","21","South America","sheet",NA,"NY00639137","H51008",NA,"1600","1700","NY00639137_01",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01856141","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","DC.","M. J. R. Rocha",NA,NA,"Brazil","Minas Gerais","Diamantina","Campus II UFVJM.","-43.5694","-18.1953",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2190569' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"M. J. R. Rocha","2013","04","15","South America","sheet",NA,"NY01856141","967",NA,NA,"1335","NY01856141_01",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","02736610","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","DC.",NA,NA,NA,"Brazil","Minas Gerais",NA,"Santo Antonio do Itambe","-43.34817","-18.39867",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3244439' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"F. Almeda","2009","03","02","South America","sheet",NA,"NY02736610","9670",NA,"1367","2038",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1145261","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","DC.","F. Almeda",NA,NA,"Brazil","Minas Gerais","Serro","Distrito of Milho Verde.","-43.4922","-18.46758",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1307279' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"F. Almeda","2005","09","17","South America","sheet",NA,"NY01145261","9053",NA,"1600","1600",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","03257241","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","DC.",NA,NA,NA,"Brazil","Rio de Janeiro","Santa Maria Madalena","Parque Estadual do Desengano. Pico do Desengano. Campos de Altitude apos a Mata Nebular onde existe uma area para pernoite no cume da Pedra do Desengano.","-41.9128","-21.8947",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3578875' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"C. Baez","2016","08","25","South America","sheet",NA,"NY03257241","873",NA,"1700","1700",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1017990","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","DC.","A. B. Martins; F. Almeda",NA,NA,"Brazil","Minas Gerais","Diamantina","17 km S of the old train station in Diamantina.","-43.5492","-18.3442",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1238307' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"F. Almeda","2001","10","15","South America","sheet",NA,"NY01017990","8494",NA,"1175","1175","NY01017990_01",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00909973","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","DC.","F. Almeda",NA,NA,"Brazil","Minas Gerais","Santana do Riacho","Km 137 antigo ao longo da rodovia Belo Horizonte-Conceição do Mato Dentro.","-43.7142","-19.1692",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983645' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"J. Semir","1979","08","15","South America","sheet",NA,"NY00909973","CFSC5610",NA,NA,NA,"NY00909973_01",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1017978","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","DC.","A. B. Martins; F. Almeda",NA,NA,"Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó, km 126 na estrada para Conceição do Mato Dentro.","-43.5","-19.17",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1238275' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"F. Almeda","1998","06","01","South America","sheet",NA,"NY01017978","7774",NA,NA,NA,"NY01017978_01",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00909975","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","DC.","F. Almeda",NA,NA,"Brazil","Minas Gerais","Joaquim Felício","Serra do Cabral, estrada para Armazem de lage.","-44.1719","-17.7575",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983650' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"M. das G. L. Wanderley","1988","10","30","South America","sheet",NA,"NY00909975","1391",NA,"950","950","NY00909975_01",NA,NA,NA,NA,NA,NA,NA
