"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","recordedBy","year","month","day","continentOcean","preparationType","previousCatalogNumber","barcode","recordNumber","typeStatus","minimumElevationInMeters","maximumElevationInMeters","imagecode","dayIdentified","infraspecificEpithet","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"1040","2020-12-11 11:38:09-03","UFMG","BHCB","177568","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,"2015","11","Brasil","Minas Gerais","Congonhas","RPPN Poço Fundo","-43.905833","-20.445833","-43.905833","-20.445833",NA,"Arbusto; ca. 1,0m alt; flores rosas, frutos avermelhados.; Campo Rupestre Quartzítico",NA,"Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2015","06","30","Southern America",NA,NA,NA,"2459",NA,NA,NA,NA,"28",NA,NA,NA,NA,NA,NA
"1041","2020-12-11 11:38:09-03","UFMG","BHCB","181550","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,NA,NA,"Brasil","Minas Gerais","Santa Bárbara","Serra do Gandarela","-43.688067","-20.079186","-43.688067","-20.079186",NA,"Arbustivo; 1m; flores roxas e rosa; Campo rupestre sobre canga",NA,"Tameirão Neto, E; Mansur, T","2013","07","17","Southern America",NA,NA,NA,"5350",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1042","2020-12-11 11:38:09-03","UFMG","BHCB","188653","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","RPPN Horto Alegria","-43.570278","-20.228333","-43.570278","-20.228333",NA,"Erva. Terrestre. Flores rosas.; Campo Rupestre Quartzítico",NA,"Paiva, JAM; Souza, JAM; Silva, E","2017","08","01","Southern America",NA,NA,"BHCB188653","1382",NA,"1836","1836",NA,NA,NA,NA,NA,NA,NA,NA
"1043","2020-12-11 11:38:09-03","UFMG","BHCB","189015","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,NA,NA,"Brasil","Minas Gerais","Mariana","Fazenda Córrego das Almas","-43.486944","-20.135","-43.486944","-20.135",NA,NA,NA,"Oliveira, CT","2016","07","31","Southern America",NA,NA,"BHCB189015","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1044","2020-12-11 11:38:09-03","UFMG","BHCB","189066","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Fazenda Conta História","-43.530278","-20.225","-43.530278","-20.225",NA,NA,NA,"Brina, AE","2016","08","03","Southern America",NA,NA,"BHCB189066","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1045","2020-12-11 11:38:09-03","UFMG","BHCB","186181","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,NA,NA,"Brasil","Minas Gerais","Conceição do Mato Dentro",NA,"-43.414733","-19.540736","-43.414733","-19.540736",NA,"Arbustivo/Subarbustivo; Floração; Flor rosa. Altura 2m.; Campo rupestre sobre formação ferruginosa",NA,"Vidal, CV","2014","12","10","Southern America",NA,NA,"BHCB186181","1315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1046","2020-12-11 11:38:09-03","UFMG","BHCB","190923","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,NA,NA,"Brasil","Minas Gerais","Mariana","Complexo Germano","-43.532222","-20.199167","-43.532222","-20.199167",NA,"Campo Rupestre sobre Canga",NA,"Vidal, CV","2018","04","18","Southern America",NA,NA,"BHCB190923","s.n.",NA,"1100","1100",NA,NA,NA,NA,NA,NA,NA,NA
"1047","2020-12-11 11:38:09-03","UFMG","BHCB","189816","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,"2017","06","Brasil","Minas Gerais","Itambé do Mato Dentro","Área PSSE 318","-43.316389","-19.374722","-43.316389","-19.374722",NA,"Arbusto ca. 1 m alt. Flores amarelas.; Campo rupestre ferruginoso.",NA,"Quaresma, AS; Oliveira, CT","2017","05","18","Southern America",NA,NA,"BHCB189816","605",NA,NA,NA,NA,"29",NA,NA,NA,NA,NA,NA
"1048","2020-12-11 11:38:09-03","UFMG","BHCB","191422","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,NA,NA,"Brasil","Minas Gerais","Rio Acima",NA,"-43.676667","-20.100833","-43.676667","-20.100833",NA,"Campo Rupestre sobre Canga",NA,"Vidal, CV","2017","11","28","Southern America",NA,NA,"BHCB191422","s.n.",NA,"1600","1600",NA,NA,NA,NA,NA,NA,NA,NA
"1049","2020-12-11 11:38:09-03","UFMG","BHCB","192625","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,"2018","11","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi","-43.485556","-20.438333","-43.485556","-20.438333",NA,"Arbusto, 2,00m, terrestre; frutos passados castanhos.; Campo Brejoso",NA,"Paiva, JAM; Souza, JAM; Silva, SHA","2018","03","01","Southern America",NA,NA,"BHCB192625","1700",NA,"1606","1606",NA,"30",NA,NA,NA,NA,NA,NA
"1050","2020-12-11 11:38:09-03","UFMG","BHCB","192637","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,"2018","11","Brasil","Minas Gerais","Santa Bárbara","RPPN Capanema, Santa Bárbara/Ouro Preto","-43.585556","-20.211667","-43.585556","-20.211667",NA,"Subarbusto, 0,35m, terrestre; flores brancas.; Campo Rupestre Quartzítico",NA,"Souza, JAM; Paiva, JAM; Batista, LS","2018","06","05","Southern America",NA,NA,"BHCB192637","269",NA,"1665","1665",NA,"30",NA,NA,NA,NA,NA,NA
"1051","2020-12-11 11:38:09-03","UFMG","BHCB","192643","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,"2018","11","Brasil","Minas Gerais","Santa Bárbara","RPPN Capanema, Santa Bárbara/Ouro Preto","-43.581111","-20.220833","-43.581111","-20.220833",NA,"Arbusto, 1,60m, terrestre; flor branca.; Campo Rupestre Quartzítico",NA,"Souza, JAM; Paiva, JAM; Batista, LS","2018","06","07","Southern America",NA,NA,"BHCB192643","289",NA,"1797","1797",NA,"30",NA,NA,NA,NA,NA,NA
"1052","2020-12-11 11:38:09-03","UFMG","BHCB","179710","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,NA,NA,"Brasil","Minas Gerais","Serra do Cipó","Morro do Pilar","-43.556944","-19.264139","-43.556944","-19.264139",NA,"Arbustiva. Flor rosea",NA,"Silveira, FAO","2014","12","11","Southern America",NA,NA,"BHCB034490","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1053","2020-12-11 11:38:09-03","UFMG","BHCB","194188","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,"2018","10","Brasil","Minas Gerais","Monte Azul","Parque Estadual Caminho dos Gerais, Trilha para Cachoeira das Piranhas","-43.048611","-14.929444","-43.048611","-14.929444",NA,"Arbusto aprox. 1,80m alt.; Flores rosas, anteras amarelas.; Cerrado rupestre.",NA,"Oliveira, DMG; Perillo, LN","2017","12","12","Southern America",NA,NA,"BHCB194188","233",NA,NA,NA,NA,"29",NA,NA,NA,NA,NA,NA
"1054","2020-12-11 11:38:09-03","UFMG","BHCB","177921","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,"2015","05","Brasil","Minas Gerais","Santa Bárbara",NA,"-20.033889","-43.676111","-20.033889","-43.676111",NA,"Flores Lilás, estames amarelos.; Arbustivo. Campo rupestre sobre canga",NA,"Barros, AM; Braga, IF","2015","01","08","Southern America",NA,NA,"BHCB030398","2509",NA,"1502","1502","BHCB030398","06",NA,NA,NA,NA,NA,NA
"1055","2020-12-11 11:38:09-03","UFMG","BHCB","2831","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,NA,NA,"Brasil","Minas Gerais",NA,"Caraça. Verruguinha.",NA,NA,NA,NA,NA,"Rupestre;sub-arbusto;nº464;",NA,"Viana, T; et al.","1980","05","01","Southern America",NA,NA,NA,"80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1056","2020-12-11 11:38:09-03","UFMG","BHCB","49515","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1057","2020-12-11 11:38:09-03","UFMG","BHCB","49688","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1058","2020-12-11 11:38:09-03","UFMG","BHCB","54544","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,"2017","02","Brasil","Minas Gerais","Conceição","Poderosa - estrada de Conceição. Campo",NA,NA,NA,NA,NA,"Arbusto 0,40m. Flor rosea. Muito frequente.; Campo",NA,"Barreto, HLM","1933","08","07","Southern America",NA,NA,"BHCB000241","329",NA,NA,NA,"BHCB000241","13",NA,NA,NA,NA,NA,NA
"1059","2020-12-11 11:38:09-03","UFMG","BHCB","54550","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,"2017","02","Brasil","Minas Gerais","Conceição","Serra do Cipó, Estrada de Conceição, km 149.",NA,NA,NA,NA,NA,"Arbusto 0,50m. Flor rosea. Muito frequente.; Campo úmido",NA,"Barreto, HLM","1938","02","06","Southern America",NA,NA,"BHCB000245","8869",NA,NA,NA,"BHCB000245","13",NA,NA,NA,NA,NA,NA
"1060","2020-12-11 11:38:10-03","UFMG","BHCB","66660","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,"1935",NA,"Brasil","Minas Gerais",NA,"Conceição do Mato Dentro, Serra do Cipó k. 139 - estrada de Conceição",NA,NA,NA,NA,NA,"Arbusto 0,5m, frequência regular, flôr rosea; Campo humido",NA,"Barreto, HLM","1935","04","15","Southern America",NA,NA,"BHCB040987","1308",NA,NA,NA,"BHCB040987",NA,NA,NA,NA,NA,NA,NA
"1061","2020-12-11 11:38:10-03","UFMG","BHCB","67461","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,"2017","02","?",NA,NA,NA,NA,NA,NA,NA,NA,"Museu Nacional, Rio de Janeiro, 28639",NA,"Sem coletor",NA,NA,NA,NA,NA,NA,"BHCB040524","s.n.",NA,NA,NA,"BHCB040524","14",NA,NA,NA,NA,NA,NA
"1062","2020-12-11 11:38:10-03","UFMG","BHCB","67472","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,"2017","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jardim Botânico do Rio - 1154",NA,"Capanema",NA,NA,NA,NA,NA,NA,"BHCB040547","s.n.",NA,NA,NA,"BHCB040547","14",NA,NA,NA,NA,NA,NA
"1063","2020-12-11 11:38:10-03","UFMG","BHCB","67826","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,"2017","02","Brasil","Minas Gerais",NA,"Serra do Pacau.",NA,NA,NA,NA,NA,"Banhado",NA,"Lutz, A","1913","02",NA,"Southern America",NA,NA,"BHCB040508","s.n.",NA,NA,NA,"BHCB040508","14",NA,NA,NA,NA,NA,NA
"1064","2020-12-11 11:38:10-03","UFMG","BHCB","67827","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,"2017","02","Brasil","Rio de Janeiro","Santa Maria Magdalena","Alto do Desengano - 2000 m.s.m",NA,NA,NA,NA,NA,"flôr rosea",NA,"Brade, AC","1934","03","03","Southern America",NA,NA,"BHCB040506","13232",NA,NA,NA,"BHCB040506","14",NA,NA,NA,NA,NA,NA
"1065","2020-12-11 11:38:10-03","UFMG","BHCB","67829","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,"2017","02","Brasil","Minas Gerais",NA,"Serra dos Órgãos.",NA,NA,NA,NA,NA,NA,NA,"Glaziou, AFM","1888","02","01","Southern America",NA,NA,"BHCB040505","15963",NA,NA,NA,"BHCB040505","14",NA,NA,NA,NA,NA,NA
"1066","2020-12-11 11:38:10-03","UFMG","BHCB","83373","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,"2017","02","Brasil","Minas Gerais","Conceição","Serra do Cipó, km. 149 - estrada de Conceição",NA,NA,NA,NA,NA,"Arbusto 0,5m, alta frequência e flôr rosea; Campo humido",NA,"Barreto, HLM","1938","02","06","Southern America",NA,NA,"BHCB040522","8869",NA,NA,NA,"BHCB040522","14",NA,NA,NA,NA,NA,NA
"1067","2020-12-11 11:38:09-03","UFMG","BHCB","6202","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,"2016","11","Brasil","Minas Gerais","Datas",NA,"-43.6557998657227","-18.4456005096436",NA,NA,"23532","Sub-arbusto; Campo rupestre","auto","Grandi, TSM","1985","08","27","Southern America",NA,NA,"BHCB002897","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1068","2020-12-11 11:38:09-03","UFMG","BHCB","3892","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,NA,NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,"101169","Beira de estrada;solo úmido;sub-arbusto;","auto","Costa, MEM","1982","04","09","Southern America",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1069","2020-12-11 11:38:10-03","UFMG","BHCB","63561","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,NA,NA,"Brasil","Minas Gerais","Nova Lima",NA,"-43.8466987609863","-19.9855995178223",NA,NA,"29211",NA,"auto","Roth, L","1964","07","20","Southern America",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1070","2020-12-11 11:38:10-03","UFMG","BHCB","66671","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,"1942",NA,"Brasil","Minas Gerais","Ouro Preto","Alegria","-43.5080986022949","-20.2875003814697",NA,NA,"44599","Arbusto 0,6m, alta frequência e flôr rosea; Campo","auto","Magalhães, GM","1942","01","28","Southern America",NA,NA,"BHCB040998","1169",NA,NA,NA,"BHCB040998",NA,NA,NA,NA,NA,NA,NA
"1071","2020-12-11 11:38:10-03","UFMG","BHCB","69070","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,"2010","08","Brasil","Minas Gerais","Ouro Preto","Alto do Caboclo","-43.5080986022949","-20.2875003814697",NA,NA,"44599","Arbusto 0,80. Pouco frequente.; Campo","auto","Barreto, HLM","1937","08","12","Southern America",NA,NA,"BHCB043174","9006",NA,NA,NA,"BHCB043174",NA,NA,NA,NA,NA,NA,NA
"1072","2020-12-11 11:38:10-03","UFMG","BHCB","66668","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,"1937",NA,"Brasil","Minas Gerais","Ouro Preto","Alto do Caboclo","-43.5080986022949","-20.2875003814697",NA,NA,"44599","Arbusto 0,8m, alta frequência e flôr rosea; Campo","auto","Barreto, HLM","1937","08","12","Southern America",NA,NA,"BHCB040995","9010",NA,NA,NA,"BHCB040995",NA,NA,NA,NA,NA,NA,NA
"1073","2020-12-11 11:38:10-03","UFMG","BHCB","67845","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,"2017","02","Brasil","Minas Gerais","Diamantina","Arranca Rabo","-43.6002998352051","-18.2493991851807",NA,NA,"101169","Arbusto 2m, alta frequência.; Grota no campo","auto","Barreto, HLM","1937","11","03","Southern America",NA,NA,"BHCB040546","9361",NA,NA,NA,"BHCB040546","14",NA,NA,NA,NA,NA,NA
"1074","2020-12-11 11:38:10-03","UFMG","BHCB","83370","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,"2017","02","Brasil","Minas Gerais","Diamantina","Arranca Rabo","-43.6002998352051","-18.2493991851807",NA,NA,"101169","Arbusto 3m, alta frequência.; Campo","auto","Barreto, HLM","1937","11","03","Southern America",NA,NA,"BHCB040515","9333",NA,NA,NA,"BHCB040515","14",NA,NA,NA,NA,NA,NA
"1075","2020-12-11 11:38:09-03","UFMG","BHCB","54478","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,"2017","02","Brasil","Minas Gerais","Diamantina","Arranca Rabo","-43.6002998352051","-18.2493991851807",NA,NA,"101169","Arbusto 1,50m. Flor rosea. Muito frequente.; Campo úmido","auto","Barreto, HLM","1937","11","03","Southern America",NA,NA,"BHCB000225","9328",NA,NA,NA,"BHCB000225","13",NA,NA,NA,NA,NA,NA
"1076","2020-12-11 11:38:09-03","UFMG","BHCB","54480","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,"2017","02","Brasil","Minas Gerais","Diamantina","Arranca Rabo","-43.6002998352051","-18.2493991851807",NA,NA,"101169","Arbusto 2,0m. Flor rosea. Muito frequente.; Grota no campo","auto","Barreto, HLM","1937","11","03","Southern America",NA,NA,"BHCB000221","9360",NA,NA,NA,"BHCB000221 BHCB000221_01","13",NA,NA,NA,NA,NA,NA
"1077","2020-12-11 11:38:10-03","UFMG","BHCB","66863","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,"2017","02","Brasil","Minas Gerais","Diamantina","Arranca Rabo","-43.6002998352051","-18.2493991851807",NA,NA,"101169","Arbusto 1,5m, alta frequência e flôr rosea; Campo humido","auto","Barreto, HLM","1937","11","03","Southern America",NA,NA,"BHCB040517","9397",NA,NA,NA,"BHCB040517","14",NA,NA,NA,NA,NA,NA
"1078","2020-12-11 11:38:10-03","UFMG","BHCB","67846","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,"2017","02","Brasil","Minas Gerais","Diamantina","Bandeirinha","-43.6002998352051","-18.2493991851807",NA,NA,"101169","Arbusto 1m, alta frequência e flôr rosea.; Campo humido","auto","Barreto, HLM","1937","11","10","Southern America",NA,NA,"BHCB040532","9719",NA,NA,NA,"BHCB040532","14",NA,NA,NA,NA,NA,NA
"1079","2020-12-11 11:38:10-03","UFMG","BHCB","66864","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,"2017","02","Brasil","Minas Gerais","Diamantina","Bandeirinha","-43.6002998352051","-18.2493991851807",NA,NA,"101169","Arbuato 1m, alta frequência e flôr rosea; Campo humido","auto","Barreto, HLM","1937","11","10","Southern America",NA,NA,"BHCB040518","9703",NA,NA,NA,"BHCB040518","14",NA,NA,NA,NA,NA,NA
"1080","2020-12-11 11:38:09-03","UFMG","BHCB","54543","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,"2017","02","Brasil","Minas Gerais","Diamantina","Bandeirinha","-43.6002998352051","-18.2493991851807",NA,NA,"101169","Arbusto 1,50m. Flor rosea. Muito frequente.; Campo úmido","auto","Barreto, HLM","1937","11","10","Southern America",NA,NA,"BHCB000237","9730",NA,NA,NA,"BHCB000237","13",NA,NA,NA,NA,NA,NA
"1081","2020-12-11 11:38:09-03","UFMG","BHCB","54482","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,"2017","02","Brasil","Minas Gerais","Diamantina","Bom Sucesso- Boa Vista","-43.6002998352051","-18.2493991851807",NA,NA,"101169","Arbusto 0,50m. Flor rosea. Muito frequente.; Nas pedras","auto","Barreto, HLM","1937","11","09","Southern America",NA,NA,"BHCB000223","9663",NA,NA,NA,"BHCB000223 BHCB000223_01","13",NA,NA,NA,NA,NA,NA
"1082","2020-12-11 11:38:09-03","UFMG","BHCB","54484","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,"2017","02","Brasil","Minas Gerais","Diamantina","Bom Sucesso- Boa Vista","-43.6002998352051","-18.2493991851807",NA,NA,"101169","Arbusto 1,50m. Flor vermelha. Muito frequente.; Brejo no campo","auto","Barreto, HLM","1937","11","09","Southern America",NA,NA,"BHCB000226","9658A",NA,NA,NA,"BHCB000226 BHCB000226_01","13",NA,NA,NA,NA,NA,NA
"1083","2020-12-11 11:38:10-03","UFMG","BHCB","83355","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,"2017","02","Brasil","Minas Gerais","Diamantina","Brazão","-43.6002998352051","-18.2493991851807",NA,NA,"101169","Arbusto 2,0 m. Flor rosea. Pouco frequente.; Campo","auto","Barreto, HLM","1937","11","12","Southern America",NA,NA,"BHCB000224","9758A",NA,NA,NA,"BHCB000224","13",NA,NA,NA,NA,NA,NA
"1084","2020-12-11 11:38:10-03","UFMG","BHCB","67836","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,"2017","02","Brasil","Minas Gerais","Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,"44599","Arbusto, flôr alva.; Campo","auto","Badini, J","1936",NA,NA,"Southern America",NA,NA,"BHCB040531","2309",NA,NA,NA,"BHCB040531","14",NA,NA,NA,NA,NA,NA
"1085","2020-12-11 11:38:10-03","UFMG","BHCB","67446","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,"2020","02","Brasil","Minas Gerais","Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697",NA,NA,"44599","Arbusto 1m, alta frequência; Campo - lugar fresco","auto","Barreto, HLM","1937","08","10","Southern America",NA,NA,"BHCB040930","9003",NA,NA,NA,"BHCB040930",NA,NA,NA,NA,NA,NA,NA
"1086","2020-12-11 11:38:10-03","UFMG","BHCB","67471","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,"2017","02","Brasil","Minas Gerais","Ouro Preto","Campo Grande., Serra de Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,"44599","Arbusto 0,8m, alta frequnência.; Campo","auto","Barreto, HLM","1937","08","15","Southern America",NA,NA,"BHCB040529","9011",NA,NA,NA,"BHCB040529","14",NA,NA,NA,NA,NA,NA
"1087","2020-12-11 11:38:09-03","UFMG","BHCB","18951","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,NA,NA,"Brasil","Minas Gerais","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,"33136",NA,"auto","Stehmann, JR; et al.","1990","09","11","Southern America",NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1088","2020-12-11 11:38:10-03","UFMG","BHCB","83374","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,"2017","02","Brasil","Minas Gerais","Diamantina","Conselheiro Mata","-43.6002998352051","-18.2493991851807",NA,NA,"101169","Arbusto, flôr rosea; Logar humido.","auto","Brade, AC","1934","06",NA,"Southern America",NA,NA,"BHCB040511","13428",NA,NA,NA,"BHCB040511","14",NA,NA,NA,NA,NA,NA
"1089","2020-12-11 11:38:09-03","UFMG","BHCB","54479","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Lavoisiera","imbricata","Lavoisiera imbricata","(Thunb.) DC.",NA,"2017","02","Brasil","Minas Gerais","Diamantina","Entre Rio Manso e Mendanha.","-43.6002998352051","-18.2493991851807",NA,NA,"101169","Arbusto 1,50m. Flor rosea. Muito frequente.; Campo húmido","auto","Barreto, HLM","1937","11","28","Southern America",NA,NA,"BHCB000228","10056",NA,NA,NA,"BHCB000228 BHCB000228_01","13",NA,NA,NA,NA,NA,NA
