"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","year","locality","decimalLongitude","decimalLatitude","class","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","month","day","county","coordinatePrecision","geoFlag","fieldNumber","individualCount","verbatimLongitude","verbatimLatitude","previousCatalogNumber"
"12","2021-01-14 15:27:57-03","MN","R","92766","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","angulata","Gaylussacia angulata","Gardn.","Romão, G.O.","Glaziou, A.F.M.","14043",NA,"Brasil","Rio de Janeiro",NA,"Plantae Flum. Ex Herb. Glaziou; Herb. J. de Saldanha, 7505","R000092766","R000092766_001",NA,NA,NA,NA,NA,NA,"2010","03","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-09 19:01:09-03","UFJF","CESJ","32749","PreservedSpecimen","Plantae","Angiosperma",NA,"Ericaceae","Gaylussacia","angulata","Gaylussacia angulata","Gardner","S.A. Roman","F.R.G. Salimena","s.n.","América do Sul","Brasil","Minas Gerais",NA,"Arbusto 25cm. em beira de mata ciliar. Flores alvas, anteras amarelas, cálice branco com manchas violáceas","CESJ032749",NA,NA,"2000","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,"2008","09",NA,NA,"07",NA,"Lima Duarte","30417","auto",NA,NA,NA,NA,NA
"14","2021-03-01 16:29:07-03","UNICAMP","UEC","177795","S","Plantae","Magnoliopsida",NA,"Ericaceae","Gaylussacia","angulata","Gaylussacia angulata","Gardner","Romão, GO","Romão, GO; Dantas, APT","1392",NA,"Brazil","Rio de Janeiro",NA,"Arbusto 1,5m alt.;copa globosa, ramos velhos desfoliados; indumento dos ramos branco-cinzento; catáfilos branco-esverdeados. Frutos imaturos verdes, maduros negros.&nf;População con indivíduos moderadamente adensados, ca. 1m distante uns","UEC023778","UEC023778",NA,"2006","Parque Nacional da Serra dos Órgão, trilha para a Pedra do Sino, ca. 2km antes do abrigo 4.","-42.9655990600586","-22.4122009277344",NA,"2006","12","15",NA,"07","15","Teresópolis","38539","auto",NA,NA,NA,NA,NA
"15","2015-09-04 15:49:43-03","MNHN","RECOLNAT_MNHN_P","P04471613","PreservedSpecimen",NA,NA,NA,"Ericaceae","Gaylussacia","angulata","Gaylussacia angulata","Gardner",NA,"Glaziou, A.",NA,NA,"Brasil","Rio de Janeiro","hb","Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04471613' target='other'> <mi>dwc_moreinfo</mi></a>","P04471613","P04471613_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"881",NA,NA,NA,NA
"16","2015-09-04 15:49:43-03","MNHN","RECOLNAT_MNHN_P","P04471614","PreservedSpecimen",NA,NA,NA,"Ericaceae","Gaylussacia","angulata","Gaylussacia angulata","Gardner",NA,"Glaziou",NA,NA,"Brasil","Rio de Janeiro","hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04471614' target='other'> <mi>dwc_moreinfo</mi></a>","P04471614","P04471614_01",NA,"1877","Theresopolis au alto de Boa Vista",NA,NA,NA,NA,NA,NA,NA,"5","12",NA,NA,NA,"8785",NA,NA,NA,NA
"17","2015-09-04 15:49:43-03","MNHN","RECOLNAT_MNHN_P","P04471612","PreservedSpecimen",NA,NA,NA,"Ericaceae","Gaylussacia","angulata","Gaylussacia angulata","Gardner",NA,"Glaziou, A.",NA,NA,"Brasil","Rio de Janeiro","hb","Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907. Par [Crammin] <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04471612' target='other'> <mi>dwc_moreinfo</mi></a>","P04471612","P04471612_01",NA,"1881","Brésil. (Rio Jan.) Alto Macahé","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,NA,"12","26","Nova Friburgo","33190","auto","14043",NA,NA,NA,NA
"18","2008-05-27 22:02:00-03","MO","MOBOT","1194413","PreservedSpecimen","Plantae",NA,NA,"Ericaceae","Gaylussacia","angulata","Gaylussacia angulata","Gardner","J.W. Floyd (NCSU)","Auguste F.M. Glaziou","Glaziou 14043","South America","Brazil",NA,NA,NA,NA,NA,NA,"1861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-09-12 05:00:02-03","US","US","1110400","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Gaylussacia","angulata","Gaylussacia angulata","Gardner",NA,"Glaziou, --","14043","South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,"US02986584","US02986584_01",NA,NA,"Pico da Tijúca, Rio Janeiro.",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"20","2020-09-12 05:00:02-03","US","US","836610","PreservedSpecimen","Plantae",NA,"Ericales","Ericaceae","Gaylussacia","angulata","Gaylussacia angulata","Gardner",NA,"A. F. M. Glaziou","14043","South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,"US02986585","US02986585_01",NA,NA,"Province de Rio Janeiro.",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"21","2018-10-25 11:34:05-03","F","FMNH-SEEDPLANTS","V0141653F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Ericaceae","Gaylussacia","angulata","Gaylussacia angulata",NA,NA,"A. C. Brade","20029","South America","Brazil",NA,NA,NA,"V0141653F","V0141653F_01",NA,"1949",NA,"-52.8731","-10.8339","Dicotyledoneae",NA,NA,NA,NA,"9","6",NA,NA,NA,NA,NA,NA,NA,NA
"22","2018-10-25 11:34:05-03","F","FMNH-SEEDPLANTS","V0141654F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Ericaceae","Gaylussacia","angulata","Gaylussacia angulata",NA,NA,"S. Limo C. & Brade","14199","South America","Brazil",NA,NA,NA,"V0141654F","V0141654F_01",NA,"1935",NA,"-52.8731","-10.8339","Dicotyledoneae",NA,NA,NA,NA,"3","3",NA,NA,NA,NA,NA,NA,NA,NA
"23","2018-10-25 11:34:05-03","F","FMNH-SEEDPLANTS","V0141655F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Ericaceae","Gaylussacia","angulata","Gaylussacia angulata",NA,NA,"S. Limo C. & Brade","14201","South America","Brazil",NA,NA,NA,"V0141655F","V0141655F_01",NA,"1935",NA,"-52.8731","-10.8339","Dicotyledoneae",NA,NA,NA,NA,"3","4",NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-08-23 11:01:02-03","NHMLondon","NHM-LONDON-BOT","BM000947718","S","Plantae","Magnoliophyta","Ericales","Ericaceae","Gaylussacia","angulata","Gaylussacia angulata","Gardner",NA,"George Gardner; b.1812; d.1849; Gardner","5808",NA,"Brasil",NA,NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/133d17baa9551c49521fa544a76c7a951b259cc0/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,"Isotype","1841",NA,"-53.08982","-10.773109","Magnoliopsida",NA,NA,NA,NA,"08",NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109","NHMUK:ecatalogue:615285"
"25","2017-09-11 17:09:32-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Ericaceae","Gaylussacia","angulata","Gaylussacia angulata","Gardner",NA,"Gardner, G","5808","Southern America","Brazil","Rio de Janeiro",NA,"Pl. Dryas, Oreas?; HABITAT: Pl. Dryas, Oreas?",NA,NA,NA,NA,"Habitat in Serra dos Orgãos prov. Rio de Janeiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
