"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","recordNumber","locality","imagecode","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","sex"
"15","2021-03-15 16:37:00-03","NY","NYBG","1921525","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","R. F. Vieira","1990","10","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2284810' target='other'> <mi>dwc_moreinfo</mi></a>","NY01921525","Magnoliophyta","Gentianales","Mart. ex A.DC.",NA,"545","Em frente a venda de Rapadura, na estrada para Rio da Agua Quente.","NY01921525_01","W. Marcondes-Ferreira","Distrito Federal","Brasília","-48.33","-15.42","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1921523","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","D. R. Hunt","1966","06","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2284800' target='other'> <mi>dwc_moreinfo</mi></a>","NY01921523","Magnoliophyta","Gentianales","Mart. ex A.DC.",NA,"5987","Barra do Garças-Xavantina road about midway between the two villages, 78 km from Xavantina","NY01921523_01","W. Marcondes-Ferreira","Mato Grosso","Barra do Garças","-52.2567","-15.8903",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","567180","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","W. Ganev","1992","11","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=483059' target='other'> <mi>dwc_moreinfo</mi></a>","NY00567180","Magnoliophyta","Gentianales","Mart. ex A.DC.",NA,"1583","Caminho Ribeirao de Baixo-Piata, pelas Quebradas, Serra do Atalho.","NY00567180_01","M. F. de Sales","Bahia","Abaíra","-41.85","-13.25","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","297997","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","Martii Herbar. Florae Brasil.",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=430190' target='other'> <mi>dwc_moreinfo</mi></a>","NY00297997","Magnoliophyta","Gentianales","Mart. ex A.DC.","syntype","262","Brasilia","NY00297997_01","W. Marcondes-Ferreira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1921503","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","L. Riedel","1824",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2284454' target='other'> <mi>dwc_moreinfo</mi></a>","NY01921503","Magnoliophyta","Gentianales","Mart. ex A.DC.",NA,"s.n.","Luzon","NY01921503_01","W. Marcondes-Ferreira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","970800","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","H. S. Irwin","1966","06","07","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1057176' target='other'> <mi>dwc_moreinfo</mi></a>","NY00970800","Magnoliophyta","Gentianales","Mart. ex A.DC.",NA,"16716","Ca. 2 km. N.E. of Xavantina. Drainage of the Upper Rio Araguaia.","NY00970800_01","A. P. Duarte","Mato Grosso",NA,"-52.33687","-14.65392","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1921463","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","G. T. Prance","1973","10","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2281515' target='other'> <mi>dwc_moreinfo</mi></a>","NY01921463","Magnoliophyta","Gentianales","Mart. ex A.DC.",NA,"19422","Behind Refeitorio, about 1 km from Buriti. Chapada dos Guimarães.","NY01921463_01","W. Marcondes-Ferreira","Mato Grosso","Chapada dos Guimarães","-55.77825","-15.432","720","720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1921519","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","J. F. Ramos","1967","10",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2284786' target='other'> <mi>dwc_moreinfo</mi></a>","NY01921519","Magnoliophyta","Gentianales","Mart. ex A.DC.",NA,"63","Collected near the base camp of the expedition (c. 270 km. N of Xavantina)","NY01921519_01","W. Marcondes-Ferreira","Mato Grosso",NA,"-51.87","-12.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1921518","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","J. A. Ratter","1968","05","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2284777' target='other'> <mi>dwc_moreinfo</mi></a>","NY01921518","Magnoliophyta","Gentianales","Mart. ex A.DC.",NA,"R1261","5 km S of the Base Camp of the Expedition. Base camp ca. 270 km N of Xavantina.","NY01921518_01","W. Marcondes-Ferreira","Mato Grosso",NA,"-51.87","-12.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","4177516","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","R. Guillén","1995","04","24","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4502320' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177516","Magnoliophyta","Gentianales","Mart. ex A.DC.",NA,"3274","Reserva ecologica El Refugio, a 200 m al SE del campamento Refugio sobre el rio Paragua hacia la junta con el rio Tarbo",NA,NA,"Santa Cruz","José Miguel de Velasco","-61.03244","-14.771","160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1921498","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","E. P. Heringer","1959","11","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2284330' target='other'> <mi>dwc_moreinfo</mi></a>","NY01921498","Magnoliophyta","Gentianales","Mart. ex A.DC.",NA,"7266","Fazenda do Funil, 3 km de Paraopeba.","NY01921498_01","W. Marcondes-Ferreira","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1921514","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","J. A. Ratter","1968","04","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2284763' target='other'> <mi>dwc_moreinfo</mi></a>","NY01921514","Magnoliophyta","Gentianales","Mart. ex A.DC.",NA,"R.968","8 km NE of the Base Camp of the Expedition. (close to the Xavantina-São Felix road.)","NY01921514_01","W. Marcondes-Ferreira","Mato Grosso",NA,"-51.87","-12.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1921532","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","E. P. Heringer","1965","11","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2284939' target='other'> <mi>dwc_moreinfo</mi></a>","NY01921532","Magnoliophyta","Gentianales","Mart. ex A.DC.",NA,"10752","Granja do Tamanduá.","NY01921532_01","W. Marcondes-Ferreira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1921515","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","J. A. Ratter","1968","06","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2284766' target='other'> <mi>dwc_moreinfo</mi></a>","NY01921515","Magnoliophyta","Gentianales","Mart. ex A.DC.",NA,"1661","10 km S. of the Base Camp of the Expedition, close to the Xavantins-Sâo Felix road","NY01921515_01","W. Marcondes-Ferreira","Mato Grosso",NA,"-51.87","-12.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1921517","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","J. A. Ratter","1968","04","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2284772' target='other'> <mi>dwc_moreinfo</mi></a>","NY01921517","Magnoliophyta","Gentianales","Mart. ex A.DC.",NA,"R1114","9 km E. of the Base Camp of the Expedition. (c. 270 km N. of Xavantina).","NY01921517_01","W. Marcondes-Ferreira","Mato Grosso",NA,"-51.87","-12.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1921504","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","J. B. E. Pohl",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2284547' target='other'> <mi>dwc_moreinfo</mi></a>","NY01921504","Magnoliophyta","Gentianales","Mart. ex A.DC.",NA,"2185","Rio Preto","NY01921504_01","W. Marcondes-Ferreira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1921511","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","C. A. Cid Ferreira","1985","10","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2284755' target='other'> <mi>dwc_moreinfo</mi></a>","NY01921511","Magnoliophyta","Gentianales","Mart. ex A.DC.",NA,"6466","BR 158, depois na Rodovia para o Povoado de Vila Rica, a 72 Km S do Povoado, Serra do Canta Galo. Cerrado, solo areno-pedregoso.","NY01921511_01","W. Marcondes-Ferreira","Mato Grosso","Santa Terezinha","-52","-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1921530","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","E. P. Heringer","1965","10","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2284892' target='other'> <mi>dwc_moreinfo</mi></a>","NY01921530","Magnoliophyta","Gentianales","Mart. ex A.DC.",NA,"10761","Granja do Tamanduá.",NA,"W. Marcondes-Ferreira","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1921499","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","E. P. Heringer","1965","10","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2284392' target='other'> <mi>dwc_moreinfo</mi></a>","NY01921499","Magnoliophyta","Gentianales","Mart. ex A.DC.",NA,"10766","Rio São Bartolomeu.","NY01921499_01","W. Marcondes-Ferreira","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1921524","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","G. T. Prance","1964","10","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2284809' target='other'> <mi>dwc_moreinfo</mi></a>","NY01921524","Magnoliophyta","Gentianales","Mart. ex A.DC.",NA,"59460","Banks of Rio Claro, 40 km. south of Caiponia, road to Jatai. Serra do Caiapó.","NY01921524_01","W. Marcondes-Ferreira","Goiás","Caiapônia","-51.8103","-16.9569",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01921528","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","P. Clausen","1838",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2284890' target='other'> <mi>dwc_moreinfo</mi></a>","NY01921528","Magnoliophyta","Gentianales","Mart. ex A.DC.",NA,"328",NA,"NY01921528_01","W. Marcondes-Ferreira","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1921508","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","A. Macedo","1949","11","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2284722' target='other'> <mi>dwc_moreinfo</mi></a>","NY01921508","Magnoliophyta","Gentianales","Mart. ex A.DC.",NA,"2021","S. Terezinha.","NY01921508_01","W. Marcondes-Ferreira","Minas Gerais","Ituiutaba","-49.465","-18.9692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1921506","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","J. E. B. Warming",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2284658' target='other'> <mi>dwc_moreinfo</mi></a>","NY01921506","Magnoliophyta","Gentianales","Mart. ex A.DC.",NA,"30/904","Lagoa Santa","NY01921506_01","W. Marcondes-Ferreira","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1921491","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","J. J. Strudwick","1981","08","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2284179' target='other'> <mi>dwc_moreinfo</mi></a>","NY01921491","Magnoliophyta","Gentianales","Mart. ex A.DC.",NA,"4045","Sete Varas airstrip on Rio Curua.","NY01921491_01","W. Marcondes-Ferreira","Pará",NA,"-55.1657197","-0.2209974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1921516","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","E. P. Heringer","1974","09","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2284767' target='other'> <mi>dwc_moreinfo</mi></a>","NY01921516","Magnoliophyta","Gentianales","Mart. ex A.DC.",NA,"14023","Rodovia Anápolis- Jaraguá","NY01921516_01","W. Marcondes-Ferreira","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","4177517","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","T. J. Killeen","1992","08","26","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4502321' target='other'> <mi>dwc_moreinfo</mi></a>","NY04177517","Magnoliophyta","Gentianales","Mart. ex A.DC.",NA,"4530","Cerca del Río Manuparí Barraca Jatata",NA,NA,"Pando","Madre de Dios","-67.25","-11.83","170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1921522","PreservedSpecimen","Plantae","Apocynaceae","Aspidosperma","subincanum","Aspidosperma subincanum","E. P. Heringer","1965","10","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2284799' target='other'> <mi>dwc_moreinfo</mi></a>","NY01921522","Magnoliophyta","Gentianales","Mart. ex A.DC.",NA,"10655","Parque Municipal do Gama","NY01921522_01","W. Marcondes-Ferreira","Distrito Federal","Brasília","-48.05","-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
