"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","9226","PreservedSpecimen","Plantae","Orchidaceae","Anathallis","obovata","Anathallis obovata","(Lindl.) Pridgeon & M.W.Chase",NA,NA,NA,NA,"M. Bang","1890",NA,NA,"Bolivia",NA,NA,"Yungas",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=53361' target='other'> <mi>dwc_moreinfo</mi></a>","NY00009226","NY00009226_01","Magnoliophyta","Asparagales","216","South America","sheet","type",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","557717","PreservedSpecimen","Plantae","Orchidaceae","Anathallis","obovata","Anathallis obovata","(Lindl.) Pridgeon & M.W.Chase",NA,NA,NA,NA,"E. P. Killip","1927","01","03","Colombia","Santander",NA,"Eastern Cordillera; Rio Suratá valley, between El Jaboncillo and Suratá",NA,NA,NA,NA,"1500","1800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=577950' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557717","NY00557717_01","Magnoliophyta","Asparagales","16401","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-02-18 09:30:19-03","UNESP-IBB","BOTU","28364","PreservedSpecimen","Plantae","Orchidaceae","Anathallis","obovata","Anathallis obovata","(Lindl.) Pridgeon & M.W.Chase","Marcusso, G.M.","2012","05","23","Marcusso, G.M.","2012","05","08","Brasil","São Paulo","Botucatu","Escola do Meio Ambiente",NA,NA,"9999","9999",NA,NA,NA,"BOTU028364",NA,NA,NA,"61B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-02-18 09:30:19-03","UNESP-IBB","BOTU","9149","PreservedSpecimen","Plantae","Orchidaceae","Anathallis","obovata","Anathallis obovata","(Lindl.) Pridgeon & M.W.Chase","Pabst, G.","1973","04","05","Amaral Jr., A.","1973","03","18","Brasil","São Paulo","Botucatu","Fazenda Mac, a + - 15 km de Botucatu, pela estrada de Pardinho",NA,NA,"9999","9999",NA,NA,NA,"BOTU009149",NA,NA,NA,"1494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-02-18 09:30:19-03","UNESP-IBB","BOTU","9035","PreservedSpecimen","Plantae","Orchidaceae","Anathallis","obovata","Anathallis obovata","(Lindl.) Pridgeon & M.W.Chase",NA,NA,NA,NA,"Amaral Jr., A.","1973","03","18","Brasil","São Paulo","Botucatu","Fazenda MAC, a mais ou menos 15km de Botucatu, pela estrada de Pardinho",NA,NA,"9999","9999",NA,NA,NA,"BOTU009035",NA,NA,NA,"1494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-02-18 09:30:19-03","UNESP-IBB","BOTU","28363","PreservedSpecimen","Plantae","Orchidaceae","Anathallis","obovata","Anathallis obovata","(Lindl.) Pridgeon & M.W.Chase","Marcusso, G.M.","2012","05","23","Marcusso, G.M.","2012","05","08","Brasil","São Paulo","Botucatu","Escola do Meio Ambiente",NA,NA,"9999","9999",NA,NA,NA,"BOTU028363",NA,NA,NA,"61A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-02-18 09:30:19-03","UNESP-IBB","BOTU","6609","PreservedSpecimen","Plantae","Orchidaceae","Anathallis","obovata","Anathallis obovata","(Lindl.) Pridgeon & M.W.Chase","Pabst, G.F.","1973","10","11","Amaral Jr., A.","1972","08","10","Brasil","São Paulo","Botucatu","Serra de Botucatu, distante 7km da cidade, encosta da serra, próximo à Usina Indiana",NA,NA,"9999","9999",NA,NA,NA,"BOTU006609",NA,NA,NA,"916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-13 09:20:35-03","UFRJ","RFA","9603","PreservedSpecimen","Plantae","Orchidaceae","Pleurothallis","obovata","Pleurothallis obovata","(Lindl.) Lindl.","G.F.J. Pabst","1970",NA,NA,"G.G. Hatschbach; O. Guimarães","1968","04","23","Brasil","Paraná","Guaíra","Sete Quedas","-54.2557983398438","-24.0799999237061",NA,NA,"200","200","Epífita, flor creme","RFA31846",NA,NA,NA,"19128",NA,NA,NA,"33984","auto",NA,NA,NA,NA,NA,NA
"19","2020-11-13 09:20:35-03","UFRJ","RFA","11515","PreservedSpecimen","Plantae","Orchidaceae","Pleurothallis","obovata","Pleurothallis obovata","(Lindl.) Lindl.","G.F.J. Pabst","1971",NA,NA,"G.G. Hatschbach","1970","04","18","Brasil","Paraná","Laranjeiras do Sul","Rio Iguaçu, Salto Ozorio","-52.4160995483398","-25.4078006744385",NA,NA,NA,NA,"Epífita, flor creme","RFA31847",NA,NA,NA,"24163",NA,NA,NA,"28404","auto",NA,NA,NA,NA,NA,NA
"20","2020-11-24 17:10:56-03","UTFPR","DVPR","6338","PreservedSpecimen","Plantae","Orchidaceae","Anathallis","obovata","Anathallis obovata","(Lindl.) Pridgeon & M.W.Chase","Silva, DR","2018","11","20","Silva, DR; Piva, J; Moura, AP; Tcatch, BG","2018","07","17","Brasil","Paraná","Capitão Leonidas Marques","Futuro reservatório da UHE Baixo Iguaçu, lado esquerdo do Rio Monteiro.","-53.614200592041","-25.4792003631592",NA,NA,"243","243","Erva epífita 16 cm. Folhas carnosas, lisas. Frutos secos, imaturos, verdes.; Floresta Ripária sobre solo argiloso. Associação entre Latossolo e Nitossolo Vermelhos.","DVPR006338",NA,"Magnoliophyta",NA,"395",NA,NA,NA,"14258","auto",NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:52:39-03","EAO","IAN","125331","PreservedSpecimen","Plantae","Orchidaceae","Anathallis","obovata","Anathallis obovata","(Lindl.) Pridgeon & M.W.Chase","Meneguzzo, TEC","2013",NA,NA,"Belém, RP","1968","06","07","Brasil","Bahia",NA,"Una, mata litorânea, margem do Rio Una.",NA,NA,NA,NA,NA,NA,"Planta epífita de flores amarelo-claro.","IAN125331",NA,"Monocotiledônea",NA,"3691","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-12-04 15:26:31-03","PUCPR","HUCP","24466","S","Plantae","Orchidaceae","Anathallis","obovata","Anathallis obovata","(Lindl.) Pridgeon & M.W. Chase.","Santos, TF",NA,NA,NA,"Santos, TF; Kersten, RA","2015","04","10","Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"HUCP00002439","HUCP00002439","Monocotiledonea",NA,"072",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:28:42-03","UFBA","ALCB","82788","PreservedSpecimen","Plantae","Orchidaceae","Pleurothallis","obovata","Pleurothallis obovata","(Lindl.) Lindl.","Menini Neto, L","2005",NA,NA,"Silva, JM; Ribas, OS; Cunha, EM; Costa, AS","2004","05","01","Brasil","Paraná","Bocaiúva do Sul","fazenda Capivari.","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"epífita. Flor alva.","ALCB007181","ALCB007181","Monocotyledon",NA,"4020","Southern America",NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA
"24","2020-02-08 08:46:43-03","NBC","NL-BOTANY","L.1531262","PreservedSpecimen","Plantae","Orchidaceae","Pleurothallis","angustilabia","Pleurothallis angustilabia","Schltr.",NA,NA,NA,NA,"Lehmann FC","1886","01","01","Colombia",NA,NA,"Highlands of Popayan. *.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1531262 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1531262","NL-L1531262",NA,"Asparagales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"25","2020-02-08 08:46:43-03","NBC","NL-BOTANY","L.1531263","PreservedSpecimen","Plantae","Orchidaceae","Pleurothallis","angustilabia","Pleurothallis angustilabia","Schltr.",NA,NA,NA,NA,"Lehmann FC","1886","01","01","Colombia",NA,NA,"Highlands of Popayan. *.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1531263 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1531263","NL-L1531263",NA,"Asparagales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"26","2020-02-08 08:46:43-03","NBC","NL-BOTANY","L.1531264","PreservedSpecimen","Plantae","Orchidaceae","Pleurothallis","angustilabia","Pleurothallis angustilabia","Schltr.",NA,NA,NA,NA,"Lehmann FC",NA,NA,NA,"Colombia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1531264 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1531264","NL-L1531264",NA,"Asparagales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"27","2020-02-08 08:46:43-03","NBC","NL-BOTANY","L.1531265","PreservedSpecimen","Plantae","Orchidaceae","Pleurothallis","angustilabia","Pleurothallis angustilabia","Schltr.",NA,NA,NA,NA,"Lehmann FC","1898","01","01","Colombia",NA,NA,"forest of Cleacapamla and Memces by pasto.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1531265 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1531265","NL-L1531265",NA,"Asparagales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"28","2020-02-08 08:46:43-03","NBC","NL-BOTANY","L.1531807","PreservedSpecimen","Plantae","Orchidaceae","Pleurothallis","angustilabia","Pleurothallis angustilabia","Schltr.",NA,NA,NA,NA,"Lehmann FC","1886","01","01","Colombia",NA,NA,"Highlands of Popayan. *.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1531807 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1531807","NL-L1531807",NA,"Asparagales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"29","2020-02-08 08:46:43-03","NBC","NL-BOTANY","U.1463490","PreservedSpecimen","Plantae","Orchidaceae","Pleurothallis","angustilabia","Pleurothallis angustilabia","Schltr.",NA,NA,NA,NA,"Maas PJM; et al.","1984","10","19","Peru",NA,NA,"Puno. Prov. Carabaya: road from Sangaban (=Lanlacuni Bajo) to Macusani, above Ollachea.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1463490 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1463490","NL-U1463490",NA,"Asparagales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"30","2020-02-08 08:46:43-03","NBC","NL-BOTANY","U.1463507","PreservedSpecimen","Plantae","Orchidaceae","Pleurothallis","fasciculata","Pleurothallis fasciculata","Cogn.",NA,NA,NA,NA,"Pipoly JJ; et al.","1992","12","08","Colombia",NA,NA,"Antioquia: Urrao Municipio, Las Orquídeas: Vereda Calles: Parque Nacional Natural Las Orquideas: Quebrada Honda.","-76.233333","6.483333","-76.233333","6.483333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1463507 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1463507","NL-U1463507",NA,"Asparagales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"31","2020-02-08 08:46:44-03","NBC","NL-BOTANY","L.1531850","PreservedSpecimen","Plantae","Orchidaceae","Pleurothallis","obovata","Pleurothallis obovata","(Lindl.) Lindl.",NA,NA,NA,NA,"Herzog T","1911","04","01","Bolivia",NA,NA,"Epiphyt im Bergwald der Yungas von San Mateo.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1531850 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1531850","NL-L1531850",NA,"Asparagales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"32","2020-02-08 08:46:44-03","NBC","NL-BOTANY","L.1531851","PreservedSpecimen","Plantae","Orchidaceae","Pleurothallis","obovata","Pleurothallis obovata","(Lindl.) Lindl.",NA,NA,NA,NA,"Hatschbach GG; Guimarães OA","1968","04","23","Brazil",NA,NA,"Sete Quedas (Mun. Guaira) Paraná.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1531851 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1531851","NL-L1531851",NA,"Asparagales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"33","2020-02-08 08:46:44-03","NBC","NL-BOTANY","U.1463522","PreservedSpecimen","Plantae","Orchidaceae","Pleurothallis","obovata","Pleurothallis obovata","(Lindl.) Lindl.","Carnevali G",NA,NA,NA,"Killeen TJ","1992","04","01","Bolivia","La Paz",NA,NA,"-68.066667","-14.333333","-68.066667","-14.333333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1463522 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1463522","NL-U1463522",NA,"Asparagales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae","U 0069685",NA,NA,NA,NA
"34","2020-11-04 12:15:40-03","ESALQ","ESA","134320","PreservedSpecimen","Plantae","Orchidaceae","Anathallis","obovata","Anathallis obovata","(Lindl.) Pridgeon & M.W. Chase",NA,NA,NA,NA,"C.P. Caliari et al.","2009","04","19","Brasil","Paraná","Telêmaco Borba","Parque Ecológico da Klabin. Borda da mata. Floresta Estacional Semidecidua com elementos de Floresta Ombrófila Mista. Área perturbada.","-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,"Epífita, botões verdes amarelados","ESA134320","ESA134320",NA,NA,"2330.0",NA,NA,NA,"35037","auto",NA,NA,NA,NA,NA,NA
"35","2020-11-04 12:17:39-03","ESALQ","ESA","114205","PreservedSpecimen","Plantae","Orchidaceae","Pleurothallis","obovata","Pleurothallis obovata",NA,"Breier, T.B.","2004",NA,NA,"Breier, T.B.","2003","02","11","Brasil","São Paulo","Gália",NA,"-49.5499992370605","-22.2900009155273",NA,NA,NA,NA,NA,"ESA114205","ESA114205","Magnoliophyta",NA,"894.0",NA,NA,NA,"23314","auto",NA,NA,NA,NA,NA,NA
"36","2020-11-04 12:17:39-03","ESALQ","ESA","4550","PreservedSpecimen","Plantae","Orchidaceae","Pleurothallis","obovata","Pleurothallis obovata","Lindl.",NA,NA,NA,NA,"Catharino, E.L.M.","1986","05","14","Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"ESA004550",NA,"Magnoliophyta",NA,"837.0",NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA
"37","2021-03-31 13:41:13-03","MN","R","43905","PreservedSpecimen","Plantae","Orchidaceae","Pleurothallis","densiflora","Pleurothallis densiflora","(Rodr.) Cogn.","Pabst, G.F.J.","1958","10","04","Rosa, M.",NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA
"38","2021-03-31 13:41:13-03","MN","R","222122","PreservedSpecimen","Plantae","Orchidaceae","Pleurothallis","densiflora","Pleurothallis densiflora","(Rodr.) Cogn.","Hoehne, F.C.",NA,NA,NA,"Sampaio, A.J.","1917","03",NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1857",NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA
"39","2021-03-31 13:41:14-03","MN","R","43922","PreservedSpecimen","Plantae","Orchidaceae","Pleurothallis","fasciculata","Pleurothallis fasciculata","Cogn.","Hoehne, F.C.",NA,NA,NA,"Irwin, H.S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The New York Botanical Garden/Plants of the Planalto do Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-31 13:41:14-03","MN","R","24960","PreservedSpecimen","Plantae","Orchidaceae","Pleurothallis","fasciculata","Pleurothallis fasciculata","Cogn.","Schlechter, R.",NA,NA,NA,"Brade, A.C.",NA,NA,NA,"Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA
"41","2019-08-27 13:26:31-03","IAP","PACA-AGP","71138","PreservedSpecimen","Plantae","Orchidaceae","Anathallis","obovata","Anathallis obovata","(Lindl.) Pridgeon & M. W. Chase","J. L. Waechter","2005","05","11","V. F. Nunes et al.","1991","04","20","Brasil","RS","Sapiranga","Recanto da Cascata - Picada Verão","-51.0069007873535","-29.6380996704102",NA,NA,NA,NA,"Flores alvas. Habitat: Epífita ou rupícola, higrófita, luz difusa","PACA071138",NA,"Magnoliophyta","Orchidales","1249",NA,NA,NA,"11711","auto","Liliatae",NA,NA,NA,NA,NA
"42","2019-08-27 13:26:31-03","IAP","PACA-AGP","101437.1","PreservedSpecimen","Plantae","Orchidaceae","Anathallis","obovata","Anathallis obovata","(Lindl.) Pridgeon & M. W. Chase","Santos, Toscano & Smidt","2016","03",NA,"Zanotto, M.","2007","05","09","Brasil","RS","Antônio Prado","Rio da Prata","-51.2827987670898","-28.8582992553711",NA,NA,NA,NA,"Habitat: borda do rio Fenofase: flor","PACA101437-1",NA,"Magnoliophyta","Orchidales",NA,NA,NA,NA,"18693","auto","Liliatae",NA,NA,NA,NA,NA
"43","2019-11-21 14:40:58-03","UFJF","CESJ","50831","PreservedSpecimen","Plantae","Orchidaceae","Pleurothallis","obovata","Pleurothallis obovata","(Lindl.) Lindl.","L. Menini Neto","2005",NA,NA,"J.M. Silva; O.S. Ribas; E.M.Cunha; A.S.Costa","2004","05","01","Brasil","Paraná","Boicaúva do Sul","Fazenda Capivari",NA,NA,NA,NA,NA,NA,"Epífita, flor alva. Floresta atlântica.","CESJ050831",NA,"Angiosperma",NA,"4020","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-08-20 10:00:58-03","UNICAMP","UEC","146288","S","Plantae","Orchidaceae","Pleurothallis","obovata","Pleurothallis obovata","(Lindl.) Lindl.","Breier, TB","2004","09",NA,"Breier, TB; Breier, J","2003","02","11","Brazil","São Paulo","Gália","Estação Ecológica Caetetus, Trilha da parcela. Beira do riacho.","-49.5","-22.25","-49.5","-22.25",NA,NA,NA,"UEC001742","UEC001742","Liliopsida",NA,"894",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-08-20 10:00:58-03","UNICAMP","UEC","139932","S","Plantae","Orchidaceae","Pleurothallis","obovata","Pleurothallis obovata","(Lindl.) Lindl.","Breier, TB","2004","09",NA,"Breier, TB","2003","09","08","Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, Parcelas permanentes. Árvore 572.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"UEC001737","UEC001737","Liliopsida",NA,"1111",NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"46","2019-11-08 08:54:13-03","FURB","FURB","12710","PreservedSpecimen","Plantae","Orchidaceae","Anathallis","obovata","Anathallis obovata","(Lindl.) Pridgeon & M.W.Chase","Mancinelli, WS","2010","01","25","Silva, M.; Mariotto, L.","2009","06","01","Brasil","Santa Catarina","Arvoredo","PCH Arvoredo.","-52.4686111","-27.0558333","-52.4686111","-27.0558333","450","450",NA,"FURB34421","FURB34421",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
