"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","individualCount","occurrenceRemarks","identifiedBy","infraspecificEpithet","country","yearIdentified","monthIdentified","dayIdentified","year","month","day","recordedBy","recordNumber","continentOcean","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","geoFlag","imagecode","preparationType","verbatimLongitude","verbatimLatitude","relatedCatalogItem"
"12","2019-10-09 11:28:36-03","UFBA","ALCB","10646","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Cattleya","warneri","Cattleya warneri","T.Moore",NA,"Em cacaueiro. Folhas suculentas, verdes, semicoriáceas, discolores. Flores vistosas, roxas com parte interna do labelo amarelado.","Cruz da",NA,"Brasil","2003","03",NA,"1983","12",NA,"Guedes, ML","870","Southern America","Bahia","Floresta Azul","Litoral Sul","-39.6596984863281","-14.8599996566772","21159","ALCB007848","auto","ALCB007848",NA,NA,NA,NA
"13","2020-12-20 21:18:45-03","UFV","VIC","005138","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Cattleya","warneri","Cattleya warneri","T.Moore",NA,"Tal como H 50, mas a fauce u m pouco mais carregada no amarelo, talvez sejam a amesma espéice, folhagem verde escuro, algumas folhas temo dorso meio arroxeado, cultivada em vaso de xaxim.",NA,NA,"Brasil",NA,NA,NA,"1962","10","15","Pabst","51H",NA,"Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541","13937","VIC005138","auto","VIC005138",NA,NA,NA,NA
"14","2020-12-20 21:18:45-03","UFV","VIC","005137","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Cattleya","warneri","Cattleya warneri","T.Moore",NA,"Flores lilás. ligeiramente carrwegado, lóbulo de labelo lilás escuro, fauce amarelo alaranjado ligeiramente de nervuras claras, com uma mancha esbranquiçada de cada lado da fauce, folçhagem verde cultivada em vaso de xaxim, floração 10",NA,NA,"Brasil",NA,NA,NA,"1962","10","15","Pabst","50H",NA,"Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541","13937","VIC005137","auto","VIC005137",NA,NA,NA,NA
"15","2020-12-20 21:18:45-03","UFV","VIC","012668","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Cattleya","warneri","Cattleya warneri","T.Moore",NA,"Epífita de flores vistosas, grande de cor rosa encarnado.",NA,NA,"Brasil",NA,NA,NA,"1969","03","31","Gomes, V.","s.n.",NA,"Minas Gerais","Viçosa","E.E.A.L.","-42.8819007873535","-20.7539005279541","13937","VIC012668","auto","VIC012668",NA,NA,NA,NA
"16","2016-07-05 11:14:16-03","FFCLRP","LBMBP","149","S","Plantae",NA,NA,NA,"Orchidaceae","Cattleya","elongata / warneri","Cattleya elongata / warneri","Barb. Rodr. / T. Moore ex Warner",NA,NA,"E.R. Pansarin",NA,"Brasil",NA,NA,NA,NA,NA,NA,"E.R. Pansarin",NA,NA,"Minas Gerais / Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-07-05 11:14:16-03","FFCLRP","LBMBP","99","S","Plantae",NA,NA,NA,"Orchidaceae","Cattleya","warneri","Cattleya warneri","T. Moore ex Warner",NA,NA,"E.R. Pansarin",NA,"Brasil",NA,NA,NA,NA,NA,NA,"E.R. Pansarin",NA,NA,"Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-07-05 11:14:16-03","FFCLRP","LBMBP","101","S","Plantae",NA,NA,NA,"Orchidaceae","Cattleya","warneri","Cattleya warneri","T. Moore ex Warner",NA,NA,"E.R. Pansarin",NA,"Brasil",NA,NA,NA,NA,NA,NA,"E.R. Pansarin",NA,NA,"Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-07-05 11:14:16-03","FFCLRP","LBMBP","102","S","Plantae",NA,NA,NA,"Orchidaceae","Cattleya","warneri","Cattleya warneri","T. Moore ex Warner",NA,NA,"E.R. Pansarin",NA,"Brasil",NA,NA,NA,NA,NA,NA,"E.R. Pansarin",NA,NA,"Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-07-05 11:14:16-03","FFCLRP","LBMBP","103","S","Plantae",NA,NA,NA,"Orchidaceae","Cattleya","warneri","Cattleya warneri","T. Moore ex Warner",NA,NA,"E.R. Pansarin",NA,"Brasil",NA,NA,NA,NA,NA,NA,"E.R. Pansarin",NA,NA,"Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-07-05 11:14:16-03","FFCLRP","LBMBP","104","S","Plantae",NA,NA,NA,"Orchidaceae","Cattleya","warneri","Cattleya warneri","T. Moore ex Warner",NA,NA,"E.R. Pansarin",NA,"Brasil",NA,NA,NA,NA,NA,NA,"E.R. Pansarin",NA,NA,"Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-07-05 11:14:16-03","FFCLRP","LBMBP","105","S","Plantae",NA,NA,NA,"Orchidaceae","Cattleya","warneri","Cattleya warneri","T. Moore ex Warner",NA,NA,"E.R. Pansarin",NA,"Brasil",NA,NA,NA,NA,NA,NA,"E.R. Pansarin",NA,NA,"Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-07-05 11:14:16-03","FFCLRP","LBMBP","154","S","Plantae",NA,NA,NA,"Orchidaceae","Cattleya","warneri","Cattleya warneri","T. Moore ex Warner",NA,NA,"E.R. Pansarin",NA,"Brasil",NA,NA,NA,NA,NA,NA,"E.R. Pansarin",NA,NA,"Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-07-05 11:14:16-03","FFCLRP","LBMBP","323","S","Plantae",NA,NA,NA,"Orchidaceae","Cattleya","warneri","Cattleya warneri","T. Moore ex Warner",NA,NA,"E.R. Pansarin",NA,"Brasil",NA,NA,NA,NA,NA,NA,"E.R. Pansarin",NA,NA,"Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-07-05 11:14:16-03","FFCLRP","LBMBP","494","S","Plantae",NA,NA,NA,"Orchidaceae","Cattleya","warneri","Cattleya warneri","T. Moore ex Warner",NA,NA,"E.R. Pansarin",NA,"Brasil",NA,NA,NA,NA,NA,NA,"E.R. Pansarin",NA,NA,"Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-07-05 11:14:16-03","FFCLRP","LBMBP","52","S","Plantae",NA,NA,NA,"Orchidaceae","Cattleya","warneri","Cattleya warneri","T. Moore ex Warner",NA,NA,"E.R. Pansarin",NA,"Brasil",NA,NA,NA,NA,NA,NA,"E.R. Pansarin",NA,NA,"Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-07-05 11:14:16-03","FFCLRP","LBMBP","566","S","Plantae",NA,NA,NA,"Orchidaceae","Cattleya","warneri","Cattleya warneri","T. Moore ex Warner",NA,NA,"E.R. Pansarin",NA,"Brasil",NA,NA,NA,NA,NA,NA,"E.R. Pansarin",NA,NA,"Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-07-05 11:14:16-03","FFCLRP","LBMBP","569","S","Plantae",NA,NA,NA,"Orchidaceae","Cattleya","warneri","Cattleya warneri","T. Moore ex Warner",NA,NA,"E.R. Pansarin",NA,"Brasil",NA,NA,NA,NA,NA,NA,"E.R. Pansarin",NA,NA,"Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-07-05 11:14:16-03","FFCLRP","LBMBP","663","S","Plantae",NA,NA,NA,"Orchidaceae","Cattleya","warneri","Cattleya warneri","L.C.Menezes",NA,NA,"E.R. Pansarin",NA,"Brasil",NA,NA,NA,NA,NA,NA,"L.M. Pansarin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-07-05 11:14:16-03","FFCLRP","LBMBP","68","S","Plantae",NA,NA,NA,"Orchidaceae","Cattleya","warneri","Cattleya warneri","T. Moore ex Warner",NA,NA,"E.R. Pansarin",NA,"Brasil",NA,NA,NA,NA,NA,NA,"E.R. Pansarin",NA,NA,"Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-07-05 11:14:16-03","FFCLRP","LBMBP","76","S","Plantae",NA,NA,NA,"Orchidaceae","Cattleya","warneri","Cattleya warneri","T. Moore ex Warner",NA,NA,"E.R. Pansarin",NA,"Brasil",NA,NA,NA,NA,NA,NA,"E.R. Pansarin",NA,NA,"Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-07-05 11:14:16-03","FFCLRP","LBMBP","98","S","Plantae",NA,NA,NA,"Orchidaceae","Cattleya","warneri","Cattleya warneri","T. Moore ex Warner",NA,NA,"E.R. Pansarin",NA,"Brasil",NA,NA,NA,NA,NA,NA,"E.R. Pansarin",NA,NA,"Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-07-05 11:14:16-03","FFCLRP","LBMBP","626","S","Plantae",NA,NA,NA,"Orchidaceae","Cattleya","warneri var. albina","Cattleya warneri var. albina","T. Moore ex Warner",NA,NA,"E.R. Pansarin",NA,"Brasil",NA,NA,NA,NA,NA,NA,"E.R. Pansarin",NA,NA,"Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-24 17:09:42-03","UFES","SAMES","4416","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Cattleya","warneri","Cattleya warneri","T.Moore",NA,"Planta com sépalas e pétalas rosa claro, as vezes rajado em tons mais escuros; labelo com ápice rosa escuro e base com faixa amarelo no centro partindo para o ápice se dividindo em #?#V#?# que continua em cor branca até as bordas.","Zampirollo,J.B.",NA,"Brasil","2011",NA,NA,"2010","10","05","Zampirollo,J.B.","7",NA,"Espírito Santo","São Mateus","Bairro Ideal. Orquidário do Sr. Roberson Maia.","-39.8588981628418","-18.716100692749","56510","SAMES04416","auto",NA,NA,NA,NA,NA
"35","2020-02-19 14:08:26-03","UESC","UESC","10603","S","Plantae","Angiospermae","Monocotyledoneae","Florideophycidae","Orchidaceae","Cattleya","warneri","Cattleya warneri","T. Moore",NA,NA,NA,NA,"Brasil",NA,NA,NA,"2005","10","14","Brasilino Raimundo dos Santos",NA,NA,"Bahia","Almadina",NA,"-39.6371994018555","-14.7053003311157","14289","UESC0010603","auto",NA,NA,NA,NA,NA
"36","2020-09-15 19:05:02-03","UESC","UESC","11603","S","Plantae","Angiospermae","Monocotyledoneae","Florideophycidae","Orchidaceae","Cattleya","warneri","Cattleya warneri",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,"2005","10","14",NA,NA,NA,"Bahia","Almadina",NA,"-39.6371994018555","-14.7053003311157","14289","UESC0011603","auto",NA,NA,NA,NA,NA
"37","2020-09-02 16:34:36-03","Cenargen","CEN","37805","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Cattleya","warneri","Cattleya warneri","T.Moore ex Warner","1",NA,"T. E. C. Meneguzzo",NA,"Brasil","2009","10",NA,"2000","11","24","Aécio Amaral-Santos","847",NA,"BA","PORTO SEGURO","Matinha ao lado do Centro de Educação Ambiental da VERACEL","-39.0647010803223","-16.4496994018555","68835","CEN00037805","auto","CEN00037805","Exsicatas",NA,NA,NA
"38","2020-07-23 12:17:08-03","CEPLAC","CEPEC","101288","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Cattleya","warneri","Cattleya warneri",NA,NA,NA,"Sem Informação",NA,"Brasil",NA,NA,NA,"2003","11","07","Fiaschi, P.","1870",NA,"Bahia","JUSSARÍ","Estrada Jussari - Palmira, entrada à esq., ca. 7,5km de Jussari. Fazenda Teimoso. RPPN Serra do Teimoso.","-39.528611","-15.158056",NA,NA,NA,NA,NA,"39W31'43","15S9'29",NA
"39","2020-07-23 12:17:08-03","CEPLAC","CEPEC","134341","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Cattleya","warneri","Cattleya warneri",NA,NA,"Foto.","Sem Informação",NA,"Brasil",NA,NA,NA,"2011","11","04","M.M. Coelho","445",NA,"Bahia","ALMADINA","Serra do Corcovado, acesso pela Estação da EMBASA. Nova trilha próximo ao sítio do seu Domingos.","-39.603889","-14.7025",NA,NA,NA,NA,NA,"39W36'14","14S42'9",NA
"40","2020-07-23 12:17:08-03","CEPLAC","CEPEC","3798","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Cattleya","warneri","Cattleya warneri",NA,NA,NA,"J. G. Jardim",NA,"Brasil",NA,NA,NA,"1977","02","03","R. P. Belém","2955",NA,"Bahia","ALMADINA",NA,"-39.6371994018555","-14.7053003311157","14289",NA,"auto",NA,NA,NA,NA,"30/12/1997"
"41","2020-07-23 12:17:08-03","CEPLAC","CEPEC","83173","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Cattleya","warneri","Cattleya warneri",NA,NA,NA,"J. G. Jardim",NA,"Brasil",NA,NA,NA,"1999","09","01","S. M. de Oliveira",NA,NA,"Bahia","BUERAREMA","Sede do município. Orquidário particular.","-39.2997016906738","-14.959400177002","14251",NA,"auto",NA,NA,NA,NA,"30/12/1999"
"42","2020-07-23 12:17:08-03","CEPLAC","CEPEC","3354","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Cattleya","warneri","Cattleya warneri",NA,NA,NA,"J. G. Jardim",NA,"Brasil",NA,NA,NA,"1993","11","09","R. S. Pinheiro","15",NA,"Bahia","ITAPEBÍ","Faz. Lombardia.","-39.5339012145996","-15.9507999420166","43726",NA,"auto",NA,NA,NA,NA,"30/12/1997"
"43","2019-11-01 15:15:16-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,NA,"Orchidaceae","Cattleya","warneri","Cattleya warneri","T.Moore",NA,"Coleção viva; Epífita. Flores roxas, perfumadas; Planta de cacau","Meneguzzo, TEC",NA,"Brasil","2008","07","15","1966","12","02","Belém, RP; Pinheiro, RS","2955","Southern America","Bahia","Almadina",NA,"-39.6371994018555","-14.7053003311157","14289","UB0015807","auto","UB0015807",NA,NA,NA,NA
"44","2019-11-01 15:15:16-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,NA,"Orchidaceae","Cattleya","warneri","Cattleya warneri","T.Moore",NA,"Mata virgem","Meneguzzo, TEC",NA,"Brasil","2008","07","14","1957","09","13","Heringer, EP","5738","Southern America","Minas Gerais",NA,"Manhuaçu Reduto",NA,NA,NA,"UB0015808",NA,"UB0015808",NA,NA,NA,NA
"45","2019-11-01 15:15:16-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,NA,"Orchidaceae","Cattleya","warneri","Cattleya warneri","T.Moore",NA,"Epífita","Meneguzzo, TEC",NA,"Brasil","2005","07","15","1956","10","29","Heringer, EP","5400","Southern America","Minas Gerais","Paraopeba","Horto Florestal de Paraopeba","-44.4042015075684","-19.2744007110596","26090","UB0015809","auto","UB0015809",NA,NA,NA,NA
"46","2021-03-04 15:42:04-03","IF","SPSF","03823","PreservedSpecimen","Plantae","Magnoliophyta","Liliopsida","Orchidales","Orchidaceae","Cattleya","labiata","Cattleya labiata var. warneri","(Lindl.)",NA,"COLETA: Epífita, flores violáceas. Nome Popular - Parasita.;","F.Hoehne","var. warneri","Brasil","1957","09","01","1902","08","30","R.A. Guimarães","s/n","América do Sul","ES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
