"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","typeStatus","stateProvince","locality","phylum","order","scientificNameAuthorship","identifiedBy","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","individualCount","fieldNumber","minimumDepthInMeters","maximumDepthInMeters"
"11","2021-03-15 16:37:00-03","NY","NYBG","788373","PreservedSpecimen","Plantae","Asteraceae","Baccharis","tridentata","Baccharis tridentata subopposita","S. M. de Campos","226","1960","06","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21834' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788373",NA,"São Paulo","Posto Experimental Criaçao de Ovinos (P.E.C.O.). 4km NNW da cidade de Itapetininga, 12km pela estrada.","Magnoliophyta","Asterales","(DC.) Cabrera",NA,"NY00788373_01","Itapetininga","-48.05","-23.58",NA,NA,"subopposita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","788178","PreservedSpecimen","Plantae","Asteraceae","Baccharis","tridentata","Baccharis tridentata","O. Handro","s.n.","1947","04","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=241323' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788178",NA,"São Paulo","Jabaquara.","Magnoliophyta","Asterales","Vahl","G. Heiden","NY00788178_01","Sao Paulo","-46.63","-23.5403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","788378","PreservedSpecimen","Plantae","Asteraceae","Baccharis","tridentata","Baccharis tridentata subopposita","F. C. Hoehne","20482","1927","05","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21835' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788378",NA,"São Paulo",NA,"Magnoliophyta","Asterales","(DC.) Cabrera",NA,"NY00788378_01","Moji-Mirim",NA,NA,NA,NA,"subopposita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","788591","PreservedSpecimen","Plantae","Asteraceae","Baccharis","tridentata","Baccharis tridentata","E. M. Zardini","32105","1992","06","17","South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=241314' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788591",NA,"Central","Estero del Ypoá Pindoty.","Magnoliophyta","Asterales","Vahl","H. E. Robinson",NA,NA,NA,NA,"150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","788170","PreservedSpecimen","Plantae","Asteraceae","Baccharis","tridentata","Baccharis tridentata","W. Hoehne","s.n.","1946","04","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=241321' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788170",NA,"São Paulo","Alto da Lapa.","Magnoliophyta","Asterales","Vahl",NA,"NY00788170_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00855409","PreservedSpecimen","Plantae","Asteraceae","Baccharis","tridentata","Baccharis tridentata","G. Gardner","4911","1836",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=943862' target='other'> <mi>dwc_moreinfo</mi></a>","NY00855409",NA,NA,NA,"Magnoliophyta","Asterales","Vahl",NA,"NY00855409_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","788267","PreservedSpecimen","Plantae","Asteraceae","Baccharis","tridentata","Baccharis tridentata","W. Hoehne","s.n.","1949","01","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415730' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788267",NA,"São Paulo","Via Anhanguera km 22.","Magnoliophyta","Asterales","Vahl","G. Heiden","NY00788267_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00723266","PreservedSpecimen","Plantae","Asteraceae","Baccharis","tridentata","Baccharis tridentata","M. H. Nee","46666","1995","12","31","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=546972' target='other'> <mi>dwc_moreinfo</mi></a>","NY00723266",NA,"Santa Cruz","Prov. Caballero, 3 km. (by dirt road) NE of Abra de Quiñe (Quiñal on some maps)","Magnoliophyta","Asterales","Vahl","Jochen Müller",NA,"Manuel María Caballero","-64.325","-18.07","2150","2250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","330517","PreservedSpecimen","Plantae","Asteraceae","Baccharis","tridentata","Baccharis tridentata","M. H. Nee","48706","1998","03","20","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=743469' target='other'> <mi>dwc_moreinfo</mi></a>","NY00330517",NA,"Santa Cruz","Cerro Herradura, along dirt road and pipeline on ridge between Bermejo and Cerro Sillar, 3 km (by air) NE of Bermejo.","Magnoliophyta","Asterales","Vahl","H. E. Robinson",NA,"Florida","-63.6","-18.12","1425","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","788266","PreservedSpecimen","Plantae","Asteraceae","Baccharis","tridentata","Baccharis tridentata","L. Riedel","1861","1834","02",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415738' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788266",NA,"São Paulo","Ytu.","Magnoliophyta","Asterales","Vahl","G. Heiden","NY00788266_01","Itu","-47.29","-23.2603",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","788175","PreservedSpecimen","Plantae","Asteraceae","Baccharis","tridentata","Baccharis tridentata","J. da Costa Sacco","402","1955","08","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=241319' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788175",NA,"Rio Grande do Sul","I.A.S. H. Botânico.","Magnoliophyta","Asterales","Vahl","I. Teodoro Luis","NY00788175_01","Pelotas","-52.3422","-31.7719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","788174","PreservedSpecimen","Plantae","Asteraceae","Baccharis","tridentata","Baccharis tridentata","J. da Costa Sacco","401","1955","08","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=241320' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788174",NA,"Rio Grande do Sul","I.A.S. H. Botânico.","Magnoliophyta","Asterales","Vahl","I. Teodoro Luis","NY00788174_01","Pelotas","-52.3422","-31.7719",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","788265","PreservedSpecimen","Plantae","Asteraceae","Baccharis","tridentata","Baccharis tridentata","L. Riedel","s.n.",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415737' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788265",NA,NA,NA,"Magnoliophyta","Asterales","Vahl","G. Heiden","NY00788265_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","788264","PreservedSpecimen","Plantae","Asteraceae","Baccharis","tridentata","Baccharis tridentata","L. Riedel","s.n.",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415736' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788264",NA,NA,NA,"Magnoliophyta","Asterales","Vahl","G. Heiden","NY00788264_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","788375","PreservedSpecimen","Plantae","Asteraceae","Baccharis","tridentata","Baccharis tridentata subopposita","F. Sellow","s.n.",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21840' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788375",NA,NA,NA,"Magnoliophyta","Asterales","(DC.) Cabrera",NA,"NY00788375_01",NA,NA,NA,NA,NA,"subopposita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","788376","PreservedSpecimen","Plantae","Asteraceae","Baccharis","tridentata","Baccharis tridentata subopposita","P. K. H. Dusén","7718","1909","02","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21832' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788376",NA,"Paraná","Capao Grande.","Magnoliophyta","Asterales","(DC.) Cabrera",NA,"NY00788376_01",NA,NA,NA,NA,NA,"subopposita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","788171","PreservedSpecimen","Plantae","Asteraceae","Baccharis","tridentata","Baccharis tridentata subopposita","G. G. Hatschbach","18466","1968","01","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21831' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788171",NA,"Paraná","Ribeirao da Fazenda.","Magnoliophyta","Asterales","(DC.) Cabrera","G. M. Barroso","NY00788171_01","Campo do Tenente","-49.6828","-25.9783",NA,NA,"subopposita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","788372","PreservedSpecimen","Plantae","Asteraceae","Baccharis","tridentata","Baccharis tridentata subopposita","W. Hoehne","s.n.","1949","01","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21838' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788372",NA,"São Paulo","Via Anhanguera, km 22.","Magnoliophyta","Asterales","(DC.) Cabrera",NA,"NY00788372_01",NA,NA,NA,NA,NA,"subopposita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","788590","PreservedSpecimen","Plantae","Asteraceae","Baccharis","tridentata","Baccharis tridentata subopposita","E. M. Zardini","31795","1992","05","18","South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21833' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788590",NA,"Central","2.5km W from entrance to Tavavory.","Magnoliophyta","Asterales","(DC.) Cabrera",NA,NA,NA,"-57.5","-25.5",NA,NA,"subopposita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","788377","PreservedSpecimen","Plantae","Asteraceae","Baccharis","tridentata","Baccharis tridentata subopposita","W. Hoehne","s.n.","1949","01","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21836' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788377",NA,"São Paulo","Via Anhanguera km 22.","Magnoliophyta","Asterales","(DC.) Cabrera",NA,"NY00788377_01",NA,NA,NA,NA,NA,"subopposita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","788371","PreservedSpecimen","Plantae","Asteraceae","Baccharis","tridentata","Baccharis tridentata subopposita","W. Hoehne","s.n.","1946","01","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21837' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788371",NA,"São Paulo",NA,"Magnoliophyta","Asterales","(DC.) Cabrera",NA,"NY00788371_01","Caieiras","-46.74","-23.3603",NA,NA,"subopposita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","788374","PreservedSpecimen","Plantae","Asteraceae","Baccharis","tridentata","Baccharis tridentata subopposita","L. Riedel","769","1825","10",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21839' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788374",NA,"São Paulo",NA,"Magnoliophyta","Asterales","(DC.) Cabrera",NA,"NY00788374_01",NA,NA,NA,NA,NA,"subopposita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","788373","PreservedSpecimen","Plantae","Asteraceae","Baccharis","tridentata","Baccharis tridentata subopposita","S. M. de Campos","226","1960","06","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21834' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788373",NA,"São Paulo","Posto Experimental Criaçao de Ovinos (P.E.C.O.). 4km NNW da cidade de Itapetininga, 12km pela estrada.","Magnoliophyta","Asterales","(DC.) Cabrera",NA,"NY00788373_01","Itapetininga","-48.05","-23.58",NA,NA,"subopposita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","788378","PreservedSpecimen","Plantae","Asteraceae","Baccharis","tridentata","Baccharis tridentata subopposita","F. C. Hoehne","20482","1927","05","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21835' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788378",NA,"São Paulo",NA,"Magnoliophyta","Asterales","(DC.) Cabrera",NA,"NY00788378_01","Moji-Mirim",NA,NA,NA,NA,"subopposita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","788375","PreservedSpecimen","Plantae","Asteraceae","Baccharis","tridentata","Baccharis tridentata subopposita","F. Sellow","s.n.",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21840' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788375",NA,NA,NA,"Magnoliophyta","Asterales","(DC.) Cabrera",NA,"NY00788375_01",NA,NA,NA,NA,NA,"subopposita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","788376","PreservedSpecimen","Plantae","Asteraceae","Baccharis","tridentata","Baccharis tridentata subopposita","P. K. H. Dusén","7718","1909","02","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21832' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788376",NA,"Paraná","Capao Grande.","Magnoliophyta","Asterales","(DC.) Cabrera",NA,"NY00788376_01",NA,NA,NA,NA,NA,"subopposita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","788171","PreservedSpecimen","Plantae","Asteraceae","Baccharis","tridentata","Baccharis tridentata subopposita","G. G. Hatschbach","18466","1968","01","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21831' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788171",NA,"Paraná","Ribeirao da Fazenda.","Magnoliophyta","Asterales","(DC.) Cabrera","G. M. Barroso","NY00788171_01","Campo do Tenente","-49.6828","-25.9783",NA,NA,"subopposita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","788372","PreservedSpecimen","Plantae","Asteraceae","Baccharis","tridentata","Baccharis tridentata subopposita","W. Hoehne","s.n.","1949","01","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21838' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788372",NA,"São Paulo","Via Anhanguera, km 22.","Magnoliophyta","Asterales","(DC.) Cabrera",NA,"NY00788372_01",NA,NA,NA,NA,NA,"subopposita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","788590","PreservedSpecimen","Plantae","Asteraceae","Baccharis","tridentata","Baccharis tridentata subopposita","E. M. Zardini","31795","1992","05","18","South America","Paraguay","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21833' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788590",NA,"Central","2.5km W from entrance to Tavavory.","Magnoliophyta","Asterales","(DC.) Cabrera",NA,NA,NA,"-57.5","-25.5",NA,NA,"subopposita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","788377","PreservedSpecimen","Plantae","Asteraceae","Baccharis","tridentata","Baccharis tridentata subopposita","W. Hoehne","s.n.","1949","01","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21836' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788377",NA,"São Paulo","Via Anhanguera km 22.","Magnoliophyta","Asterales","(DC.) Cabrera",NA,"NY00788377_01",NA,NA,NA,NA,NA,"subopposita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","788371","PreservedSpecimen","Plantae","Asteraceae","Baccharis","tridentata","Baccharis tridentata subopposita","W. Hoehne","s.n.","1946","01","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=21837' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788371",NA,"São Paulo",NA,"Magnoliophyta","Asterales","(DC.) Cabrera",NA,"NY00788371_01","Caieiras","-46.74","-23.3603",NA,NA,"subopposita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-18 09:28:45-03","UNESP-IBB","BOTU","9397","PreservedSpecimen","Plantae","Asteraceae","Baccharis","tridentata var subopposita","Baccharis tridentata var subopposita","Macedo, A.",NA,"1902","07","26",NA,"Brasil",NA,NA,"Campo","BOTU009397",NA,"São Paulo",NA,NA,NA,NA,NA,"BOTU009397","São Paulo",NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-19 15:43:15-03","UNEB","HUNEB","11922","PreservedSpecimen","Plantae","Asteraceae","Baccharis","tridentata","Baccharis tridentata","Almeida, G.S.S.","160","2005","11","16",NA,"Brasil",NA,NA,NA,"HUNEB0011922",NA,"Minas Gerais","Parque Estadual do Itacolomi: Trilha da Estrada de Cima.","Angiospermae","Florideophycidae","Vahl",NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"Dicotyledoneae","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-19 15:43:15-03","UNEB","HUNEB","11961","PreservedSpecimen","Plantae","Asteraceae","Baccharis","tridentata","Baccharis tridentata","Almeida, G.S.S.","161","2005","11","16",NA,"Brasil",NA,NA,NA,"HUNEB0011961",NA,"Minas Gerais","Parque Estadual do Itacolomi: Trilha da Estrada de Cima.","Angiospermae","Florideophycidae","Vahl",NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"Dicotyledoneae","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-30 12:34:31-03","EAO","IAN","107855","PreservedSpecimen","Plantae","Asteraceae","Baccharis","martiana","Baccharis martiana","Magalhães, MG","17573","1960","04","01","Southern America","Brasil",NA,NA,"Arbusto de 1-2m de altura; flor alva.","IAN107855",NA,"Minas Gerais","Local pedregosdo, subida para a serra.","Dicotiledônea",NA,"G.M.Barroso","Barroso, GM",NA,"Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA
