"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem","typeStatus","sex"
"11","2021-02-18 09:29:31-03","UNESP-IBB","BOTU","8379","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","salutaris","Croton salutaris","Casar.","Cordeiro, I.","Ehrendorfer, F.","73905-22",NA,"Brasil",NA,NA,"BOTU008379",NA,"1973","09","05","Rio de Janeiro","Itatiaia",NA,NA,NA,NA,NA,NA,NA,"1992","04","9999","9999",NA,NA,NA,NA,NA,NA,NA
"12","2020-11-13 09:19:39-03","UFRJ","RFA","26679","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","salutaris","Croton salutaris","Casar.","A. P. N. Pereira","A. Quinet","mar-69",NA,"Brasil",NA,"Árvore, 5 metros de altura, 40 cm de DAP, folha verde discolor, flor com botões amarelos, comum no local.","RFA37743",NA,"2001","02","02","Rio de Janeiro","Nova Friburgo","Lumiar/Macaé de Cima.","-42.408611","-22.358056","1050","1050",NA,NA,"2019","05","42º24'31''W","22º21'29''S","14",NA,NA,NA,NA,NA,NA
"13","2020-12-15 11:14:37-03","FUNED","FUNED-POL","1104","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","salutaris","Croton salutaris",NA,NA,NA,NA,NA,"Brasil",NA,NA,"POL001104","POL001104_p01 POL001104_p02 POL001104_p03 POL001104_p04","1989","11","17","MG",NA,"Alberto Flores/Brumadinho/Funed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-12-15 11:14:37-03","FUNED","FUNED-POL","1105","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","salutaris","Croton salutaris",NA,NA,NA,NA,NA,"Brasil",NA,NA,"POL001105","POL001105_p01 POL001105_p02 POL001105_p03 POL001105_p04","1989","11","17","MG",NA,"Alberto Flores/Brumadinho/Funed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:07:41-03","ESALQ","ESA","99229","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","salutaris","Croton salutaris",NA,"Eiterer, M.","Eiterer, M","26351.0",NA,"Brasil",NA,NA,"ESA099229","ESA099229","1993","01","22","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:07:41-03","ESALQ","ESA","10512","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","salutaris","Croton salutaris","Casar.","Rodrigues, R.R. et al.","Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.","560.0",NA,"Brasil",NA,NA,"ESA010512","ESA010512","1993","05","26","São Paulo","Charqueada",NA,"-47.7700004577637","-22.5100002288818",NA,NA,"12465","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:07:41-03","ESALQ","ESA","34334","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","salutaris","Croton salutaris","Casar.","Nave, A.G.","Ferretti, A.R.; Vanini, A.; Nave, A.G.; Peneireiro, F.M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Ivanauskas, N.M.; Souza, J.P.","8.0",NA,"Brasil",NA,NA,"ESA034334","ESA034334","1996","12","11","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:07:41-03","ESALQ","ESA","13289","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","salutaris","Croton salutaris",NA,NA,"Fedele, M.",NA,NA,"Brasil",NA,NA,"ESA013289","ESA013289","1993","03","01","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:07:41-03","ESALQ","ESA","22300","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","salutaris","Croton salutaris","Casar.","Caruzo, M.B.R.","Barreto, K.D. et al.","2843.0",NA,"Brasil",NA,NA,"ESA022300","ESA022300","1994","08","10","São Paulo","São Pedro",NA,"-47.9099998474121","-22.5400009155273",NA,NA,"19379","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:07:41-03","ESALQ","ESA","94246","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","salutaris","Croton salutaris","Casar.","Caruzo, M.B.R.","Souza, V.C.; Sakuragui, C.M.; Eterovic, A.; Marques, O.A.V.","3062.0",NA,"Brasil",NA,"Árvore, botões creme.","ESA094246","ESA094246","1990","03","25","São Paulo","Ilhabela","Estrada entre a Vila de Ilhabela e a Praia de Castelhanos.","-45.3499984741211","-23.7700004577637",NA,NA,"23719","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-04 11:07:41-03","ESALQ","ESA","18311","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","salutaris","Croton salutaris","Casar.","Souza, V.C. & Rodrigues, R.R.","Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.","1714.0",NA,"Brasil",NA,"Arvoreta, ca. 2,5 m alt.; frutos imaturos verdes.","ESA018311",NA,"1994","01","05","São Paulo","Piracicaba","Mata do Sítio São Luís. 22o33'11,7S, 47o39'15,6W. Mata mesófila semidecídua.","-47.6399993896484","-22.7199993133545",NA,NA,"44778","auto","1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 11:07:41-03","ESALQ","ESA","87564","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","salutaris","Croton salutaris","Casar.","Krieger, L.","Krieger, L.","7220.0",NA,"Brasil",NA,NA,"ESA087564","ESA087564","1970","01","01","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:07:41-03","ESALQ","ESA","98838","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","salutaris","Croton salutaris",NA,"Haiad, B.S.","Sérgio","24585.0",NA,"Brasil",NA,NA,"ESA098838","ESA098838","1989","03","02","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,"36144","auto","2004","08",NA,NA,"24",NA,NA,NA,NA,NA,NA
"24","2020-11-04 11:07:41-03","ESALQ","ESA","14634","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","salutaris","Croton salutaris","Casar.",NA,"Bernacci, L.C.","24446.0",NA,"Brasil",NA,NA,"ESA014634","ESA014634","1989","11","08","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:07:41-03","ESALQ","ESA","10266","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","salutaris","Croton salutaris","Casar.","Rodrigues, R.R. et al.","Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.","329.0",NA,"Brasil",NA,NA,"ESA010266","ESA010266","1993","04","23","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:07:41-03","ESALQ","ESA","1169","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","salutaris","Croton salutaris","Casar",NA,"Souza, R.",NA,NA,"Brasil",NA,NA,"ESA001169","ESA001169","1993","03","13","São Paulo","Piracicaba","ESALQ","-47.6399993896484","-22.7199993133545",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:07:41-03","ESALQ","ESA","64798","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","salutaris","Croton salutaris","Casar.","Caruzo, M.B.R.","Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23650.0",NA,"Brasil",NA,"Arvoreta, ca. 4m alt.; flores creme","ESA064798","ESA064798","2000","02","22","Espírito Santo","Alegre","Parque Nacional do Caparaó. Arredores do Rio Norte. Floresta Ombrófila","-41.5331001281738","-20.763599395752",NA,NA,"26101","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-01-14 15:28:05-03","MN","R","233440","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","salutaris","Croton salutaris","Casar","Farias, S.Q. de","Farias, S.Q. de 169; Silva, J.L. da",NA,NA,"Brasil",NA,NA,"R010049179,R010049180,R010049181",NA,"2016","12","07","Rio de Janeiro","Teresópolis","Alto","-42.982306","-22.451167","948","948",NA,NA,"2016","12","42°58'56.30W","22°27'04.20S","07",NA,NA,NA,NA,NA,NA
"29","2021-01-14 15:28:05-03","MN","R","233441","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","salutaris","Croton salutaris","Casar","Farias, S.Q. de","Farias, S.Q. de 198; Silva, J.L. da",NA,NA,"Brasil",NA,NA,"R010049843",NA,"2017","01","15","Rio de Janeiro","Teresópolis","Alto","-42.982306","-22.451167","948","948",NA,NA,"2017","01","42°58'56.30W","22°27'04.20S","15",NA,NA,NA,NA,NA,NA
"30","2019-02-15 11:39:38-02","IPA","IPA","9681","S","Plantae","Plantae",NA,"Euphorbiaceae","Croton","salutaris","Croton salutaris","Casar.",NA,"Koscinski, M.; Pickel, B.; Pickel, B.","4978","Southern America","Brasil",NA,"Herb. Mus. Fruto em agôsto. Flor 139. N.V.: Sangue de drago.","IPA0009681",NA,"1937","06",NA,"São Paulo",NA,"Serra da Cantareira.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-20 21:16:58-03","UFV","VIC","10835","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","salutaris","Croton salutaris","Casar.","Riina, R.","Melo, G.A.R. de","28",NA,"Brasil",NA,"Árvore com cerca de 7,0 metros de altura, flores brancas.","VIC010835","VIC010835","1989","04","15","Minas Gerais","Araponga","Serra do Brigadeiro, Margens do córrego do Boné.","-42.5208015441895","-20.6667003631592",NA,NA,"16385","auto","2013","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-20 21:16:58-03","UFV","VIC","1481","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","salutaris","Croton salutaris","Casar.",NA,"Kuhlmann, J.G.","s.n.",NA,"Brasil",NA,"Árvore mediana até pequena.","VIC001481","VIC001481","1934","11","03","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-20 21:16:58-03","UFV","VIC","1100","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","salutaris","Croton salutaris","Casar.",NA,"Mexia, Y.","5237",NA,"Brasil",NA,"Árvore com 8,0 metros de altura, com fruto verde claro. Comum.","VIC001100","VIC001100","1930","08","29","Minas Gerais","Viçosa","Estrada para São Miguel, Borda de floresta.","-42.8819007873535","-20.7539005279541",NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-20 21:16:58-03","UFV","VIC","11004","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","salutaris","Croton salutaris","Casar.",NA,"Silva, A.F. da; Capellari Júnior, L.","1361",NA,"Brasil",NA,"Árvore de 6,0 metros de altura, flores creme, folhas bicolores sendo a face dorsal prateada e a ventral verde, glândulas ferrugíneas na face dorsal casca fina de cor creme, com estrias verticais vermelhas, lenho creme, madeira pouco ar","VIC011004","VIC011004","1986","01","11","São Paulo","São José dos Campos","Reserva Florestal Prof. Augusto Ruschi, Mata da reserva.","-45.9375","-23.075",NA,NA,NA,NA,NA,NA,"-45.9375","-23.075",NA,NA,NA,NA,NA,NA,NA
"35","2020-12-20 21:16:58-03","UFV","VIC","4882","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","salutaris","Croton salutaris","Casar.",NA,"Kuhlmann, J.G.","s.n.",NA,"Brasil",NA,NA,"VIC004882","VIC004882","1936","01","20","Minas Gerais","Viçosa","Fazenda da M. Lopes","-42.8819007873535","-20.7539005279541",NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-20 21:16:58-03","UFV","VIC","2333","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","salutaris","Croton salutaris","Casar.","Riina, R.","Kuhlmann, J.G.","s.n.",NA,"Brasil",NA,NA,"VIC002333","VIC002333","1935","01","19","Minas Gerais","Viçosa","Fazenda Octávio Pacheco","-42.8819007873535","-20.7539005279541",NA,NA,"13937","auto","2013","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-20 21:16:58-03","UFV","VIC","10990","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","salutaris","Croton salutaris","Casar.","Maruyama, A.","Silva, A.F.; Capellari Júnior, L.","1347",NA,"Brasil",NA,"Árvore de 8 metros, flores femininas brancas.","VIC010990","VIC010990","1986","01","09","São Paulo","São José dos Campos",NA,"-45.8800010681152","-23.1700000762939",NA,NA,"39297","auto","2020","04",NA,NA,"19",NA,NA,NA,NA,NA,NA
"38","2019-11-21 14:35:37-03","UFJF","CESJ","36684","PreservedSpecimen","Plantae","Angiosperma",NA,"Euphorbiaceae","Croton","salutaris","Croton salutaris","Casar.","D.S. Pifano","D.S. Pifano; R.M. Castro","327","América do Sul","Brasil",NA,"Árvore ca 4,5m no interior da mata em local de clareira. Flores brancas com tricomas imaturas verdes.","CESJ036684",NA,"2002","03","01","Minas Gerais","Juiz de Fora","Morro do Imperador","-43.3502998352051","-21.7642002105713",NA,NA,"36144","auto","2004","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-21 14:35:37-03","UFJF","CESJ","27762","PreservedSpecimen","Plantae","Angiosperma",NA,"Euphorbiaceae","Croton","salutaris","Croton salutaris","Casar.","B.S.Haiad","R.G. Silveira; M.L.G. Lisboa","s.n.","América do Sul","Brasil",NA,"ÁRvore ca. 5m alt. Frequente nas áreas com solo mais úmido na mata.","CESJ027762",NA,"1993","05",NA,"Minas Gerais","Juiz de Fora","Morro do Redentor","-43.3502998352051","-21.7642002105713",NA,NA,"36144","auto","2004","08",NA,NA,"24",NA,NA,NA,NA,NA,NA
"40","2019-11-21 14:35:37-03","UFJF","CESJ","21322","PreservedSpecimen","Plantae","Angiosperma",NA,"Euphorbiaceae","Croton","salutaris","Croton salutaris","Casar.","B.S.Haiad","L. Krieger; B.B.S. Coelho","CESJ21322","América do Sul","Brasil",NA,"Arbusto alto, no sub-bosque, ramos longos. Face inferior das folhas (mais peciolo, mais ramos) de cor branco-matálico.","CESJ021322",NA,"1986","10","17","Minas Gerais","Juiz de Fora","Museu Mariano Procópio","-43.3502998352051","-21.7642002105713",NA,NA,"36144","auto","2004","08",NA,NA,"24",NA,NA,NA,NA,NA,NA
"41","2019-11-21 14:35:37-03","UFJF","CESJ","26351","PreservedSpecimen","Plantae","Angiosperma",NA,"Euphorbiaceae","Croton","salutaris","Croton salutaris","Casar.","M. Eiterer","M. Eiterer; D.S. Almeida","124","América do Sul","Brasil",NA,"Árvore em mata secundária, ca. 5m alt. Flores brancas. Folha verde na face adaxial; claro na abaxial. Pecíolo de vida curto. Abundante. Espécie pioneira.","CESJ026351",NA,"1993","01","22","Minas Gerais","Juiz de Fora","Campus da UFJF, Estrada de terra que liga ao Dom Oriona. (Parcela 1)","-43.3502998352051","-21.7642002105713",NA,NA,"36144","auto","1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-21 14:35:37-03","UFJF","CESJ","24585","PreservedSpecimen","Plantae","Angiosperma",NA,"Euphorbiaceae","Croton","salutaris","Croton salutaris","Casar.","B.S.Haiad","S.H. Borges; O.S.T. Moreira","s.n.","América do Sul","Brasil",NA,"Arbusto com apx. 3m.","CESJ024585",NA,"1989","03","02","Minas Gerais","Juiz de Fora","Reserva Biológica Poço D'Anta","-43.3502998352051","-21.7642002105713",NA,NA,"36144","auto","2004","08",NA,NA,"24",NA,NA,NA,NA,NA,NA
"43","2019-11-21 14:35:37-03","UFJF","CESJ","22254-a","PreservedSpecimen","Plantae","Angiosperma",NA,"Euphorbiaceae","Croton","salutaris","Croton salutaris","Casar.","I. Cordeiro","V.L.A. Garcia","s.n.","América do Sul","Brasil",NA,"Árvore com 3,50m de altura. Flores alvas. À beira da mata.","CESJ22254A",NA,"1988","02","11","Minas Gerais","Juiz de Fora","Reserva Biológica Poço D'Anta","-43.3502998352051","-21.7642002105713",NA,NA,"36144","auto","1988","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-21 14:35:37-03","UFJF","CESJ","16370-a","PreservedSpecimen","Plantae","Angiosperma",NA,"Euphorbiaceae","Croton","salutaris","Croton salutaris","Casar.","B.S.Haiad","J.A. Silva","s.n.","América do Sul","Brasil",NA,"Árvore pequena, de 4 a 6m. Fl.brancas. Localizada a margem das florestas.","CESJ16370A",NA,"1977","04","14","Minas Gerais","Juiz de Fora","Reserva Biológica Poço D'Anta","-43.3502998352051","-21.7642002105713",NA,NA,"36144","auto","2004","08",NA,NA,"24",NA,NA,NA,NA,NA,NA
"45","2019-08-20 10:11:21-03","UNICAMP","UEC","145583","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","salutaris","Croton salutaris","Casar.","Santos, RF","Silva, EFLP","s.n.",NA,"Brazil",NA,NA,"UEC115007","UEC115007","1999","02","05","São Paulo","Pirituba","Parque Estadual Pico do Jaraguá",NA,NA,NA,NA,NA,NA,"2015","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-02-12 10:03:50-03","UNICAMP","UEC","54400","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","salutaris","Croton salutaris","Casar.","Santos, RF","Silva, AF; Capellari Jr, L","1347",NA,"Brazil",NA,"Árvore de 8 m.; flores femininas brancas.","UEC115004","UEC115004","1986","01","09","São Paulo","São José dos Campos","Reserva Florestal da Boa Vista","-45.9375","-23.075",NA,NA,NA,NA,"2015","09","-45.9375","-23.075",NA,NA,NA,NA,NA,NA,NA
"47","2019-08-20 10:11:21-03","UNICAMP","UEC","084815","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","salutaris","Croton salutaris","Casar.","Caruzo, MBR","Baitello, JB","638",NA,"Brazil",NA,"Árvore de 8 m. de altura; flores brancas discolores, face abaxial prateada.","UEC083506","UEC083506","1994","03","31","São Paulo","Cunha","Parque estadual da Serra do Mar, Ao longo do Rio Paraibuna.","-44.9599990844727","-23.0699996948242",NA,NA,"38855","auto","2012","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-01 16:29:36-03","UNICAMP","UEC","103440","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","salutaris","Croton salutaris","Casar.","Caruzo, MBR","Pansarin, ER","381",NA,"Brazil",NA,"Flores brancas.","UEC054894","UEC054894","1998","12","08","São Paulo","Jundiaí","Serra do Japi, Sentido Eloy Chaves, próximo à represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,"17840","auto","2006","09",NA,NA,"04",NA,NA,NA,NA,NA,NA
"49","2019-08-20 10:11:21-03","UNICAMP","UEC","84507","S","Plantae","Magnoliopsida",NA,"Euphorbiaceae","Croton","salutaris","Croton salutaris","Casar.","Caruzo, MBR","Rossi, L; Catharino, ELM","1577",NA,"Brazil",NA,"Árvore ca. 10 m. altura. Copa piramidal, caule com cristas salientes, formando quadrado. Folhas discolores, prateadas na face abaxial, com tricomas castanho-escuros nas nervuras. Frutos imaturos verdes.","UEC083505","UEC083505","1994","07","18","São Paulo","São José do Barreiro","Parque Nacional da Bocaina, Sítio do Sr. Sebastião Arantes - Gratão de mata úmida, provalmente remanescente.","-44.5699996948242","-22.6399993896484",NA,NA,"30784","auto","2012","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
