"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","stateProvince","minimumElevationInMeters","maximumElevationInMeters","county","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","fieldNumber","infraspecificEpithet","individualCount","relatedCatalogItem","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","558096","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","neoglomerata","Eugenia neoglomerata","Sobral",NA,"G. G. Hatschbach","18669","South America","Brazil","Rio do Cedro","-48.3289","-25.3069","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479660' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558096","NY00558096_01","F. F. Mazine","1968","03","07","Paraná","30","50","Guaraqueçaba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-06-29 11:31:36-03","UFRJ","RFA","4610","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","neoglomerata","Eugenia neoglomerata","Sobral",NA,"P. Occhioni; D. Legrand","262",NA,"Brasil","Matas do Pai Ricardo","-43.2075004577637","-22.9027996063232",NA,"Árvore pequena, flores brancas","RFA46408",NA,"M. Sobral","1944","12","04","Rio de Janeiro",NA,NA,"Rio de Janeiro","2006","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-06-29 11:31:36-03","UFRJ","RFA","18089","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","neoglomerata","Eugenia neoglomerata","Sobral",NA,"J. Almeida","1268",NA,"Brasil","Estrada do Corcovado, Sumaré","-43.2075004577637","-22.9027996063232",NA,"Árvore de 4 m de altura, flores brancas, frutos verde claro oval","RFA46405",NA,"M. Sobral","1972","02","23","Rio de Janeiro","530","530","Rio de Janeiro","2006","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-06-29 11:31:36-03","UFRJ","RFA","18088","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","neoglomerata","Eugenia neoglomerata","Sobral",NA,"J. Almeida de Jesus; C. L. F. Ichaso, E. Guimarães, R. Laroche","1251",NA,"Brasil","Estrada Vista Chinesa","-43.2075004577637","-22.9027996063232",NA,"Árvore de 5 m de altura, flores brancas em botões","RFA46406",NA,"M. Sobral","1972","02","23","Rio de Janeiro","430","430","Rio de Janeiro","2006","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-06-29 11:31:36-03","UFRJ","RFA","4619","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","neoglomerata","Eugenia neoglomerata","Sobral",NA,"P. Occhioni","258",NA,"Brasil","Matas do Pai Ricardo nos arredores do Jardim Botânico","-43.2075004577637","-22.9027996063232",NA,"Árvore mediana, flor branco esverdeada","RFA46407",NA,"M. Sobral","1945","02","21","Rio de Janeiro",NA,NA,"Rio de Janeiro","2006","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:45:50-03","EAO","IAN","140052","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Eugenia","glomerata","Eugenia glomerata","Sieber ex C.Presl",NA,"Mariz, G","218","Southern America","Brasil","Cabo, Engº Castelo, mata úmida.",NA,NA,NA,"Árvore pequena, 2 a 3m. de altura.","IAN140052",NA,"Legrand, CDR","1965","01","29","Pernambuco",NA,NA,NA,"1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:45:50-03","EAO","IAN","51036","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Eugenia","glomerata","Eugenia glomerata","Sieber ex C.Presl",NA,"Fróes, RL; Black, GA","24547","Southern America","Brasil","Rio Itacaiunas, Serubim.",NA,NA,NA,"Arbusto, flor branca.","IAN051036",NA,"Legrand, CDR","1949","06","18","Pará",NA,NA,NA,"1959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:45:50-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Eugenia","glomerata","Eugenia glomerata","Sieber ex C.Presl",NA,"UHE Belo Monte","184","Southern America","Brasil","Ilha da Taboca, parcela 8.","-52.2064018249512","-3.20333003997803",NA,NA,NA,NA,NA,"2000","11","24","Pará",NA,NA,"Altamira",NA,"748499","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:45:50-03","EAO","IAN","166676","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Eugenia","glomerata","Eugenia glomerata","Sieber ex C.Presl",NA,"Joly, CA; Stubblebine, WH","817","Southern America","Brasil","Serra dos carajás, Serra Norte.","-49.9021987915039","-6.06750011444092",NA,"Árvore de 8m. Botões florais brancos, frutos globosos de cor amarelada.","IAN166676",NA,"Ribeiro, BGS","1983","08","10","Pará",NA,NA,"Parauapebas","1995","147801","auto","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:45:53-03","EAO","IAN","118984","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Eugenia","subglomerata","Eugenia subglomerata","(Kuntze) Sobral",NA,"Belém, RP; Magalhães, M","750","Southern America","Brasil","Rodovia Camacan - Canavieira, 30km W de Canavieira. Restinga.",NA,NA,NA,"Arbusto de 2m de altura; flores brancas.","IAN118984",NA,"Caldas, DKD","1965","04","11","Bahia",NA,NA,NA,"2020",NA,NA,"03","02",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 10:06:14-03","NBC","NL-BOTANY","L.2513223","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","glomerata","Eugenia glomerata","Koord. & Valeton",NA,"Martius CFP von",NA,"Southern America","Brazil",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2513223 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2513223","NL-L2513223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 10:06:14-03","NBC","NL-BOTANY","L.2513224","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","glomerata","Eugenia glomerata","Koord. & Valeton",NA,"Martius CFP von",NA,"Southern America","Brazil",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2513224 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2513224","NL-L2513224",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:06:14-03","NBC","NL-BOTANY","U.1442299","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","glomerata","Eugenia glomerata","Koord. & Valeton",NA,"Harley RM; Souza R",NA,"Southern America","Brazil","State of Mato Grosso, Rio Suia Missu, c 20 km N of the ferry and c. 50km N.N.W. of Base camp.","-51.766667","-12.816667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1442299 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1442299","NL-U1442299",NA,"1968","11","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","-51.766667","-12.816667",NA,NA,NA,NA,NA
"24","2020-02-08 10:06:14-03","NBC","NL-BOTANY","U.1442300","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","glomerata","Eugenia glomerata","Koord. & Valeton",NA,"Philcox D; Fereira A",NA,"Southern America","Brazil","State of Mato Grosso. Expidition base camp. Km. 271, Xavantina-Cachimbo road. Marsh.","-51.766667","-12.816667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1442300 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1442300","NL-U1442300",NA,"1968","01","05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","-51.766667","-12.816667",NA,NA,NA,NA,NA
"25","2020-02-08 10:06:14-03","NBC","NL-BOTANY","WAG.1115320","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","glomerata","Eugenia glomerata","Koord. & Valeton",NA,"Hatschbach GG",NA,"Southern America","Brazil","Rio do Cedro (mun. Guaraqueçaba) Paraná.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1115320 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1115320","NL-WAG1115320",NA,"1968","03","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 10:06:19-03","NBC","NL-BOTANY","U.1442301","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","neoglomerata","Eugenia neoglomerata","Sobral",NA,"Riedel JGF",NA,"Southern America","Brazil","Brasilia: Rio de Janeiro.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1442301 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1442301","NL-U1442301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:14:34-03","ESALQ","ESA","112124","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","neoglomerata","Eugenia neoglomerata",NA,NA,"Corrêa, A.C.","26.0",NA,"Brasil",NA,NA,NA,NA,NA,"ESA112124","ESA112124","Vendemiatti, E. & Souza, V.C.","2008","09","21","São Paulo",NA,NA,"Ilha do Cardoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:14:34-03","ESALQ","ESA","25779","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","neoglomerata","Eugenia neoglomerata","Spring",NA,"Ivanauskas, N.M.","547.0",NA,"Brasil",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA025779","ESA025779","Kawasaki, M.L.","1995","09","29","São Paulo",NA,NA,"Pariquera-Açu",NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:14:34-03","ESALQ","ESA","29493","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","neoglomerata","Eugenia neoglomerata",NA,NA,"Ivanauskas, N.M.","1048.0",NA,"Brasil",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA029493","ESA029493",NA,"1996","01","30","São Paulo",NA,NA,"Pariquera-Açu",NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:14:34-03","ESALQ","ESA","36409","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","neoglomerata","Eugenia neoglomerata","Sobral",NA,"Furlan, A. et al.","1018.0",NA,"Brasil",NA,"-45.0699996948242","-23.4300003051758",NA,NA,"ESA036409","ESA036409","Mazine, F.F.","1989","12","08","São Paulo",NA,NA,"Ubatuba",NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:14:34-03","ESALQ","ESA","32746","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","neoglomerata","Eugenia neoglomerata","Sobral",NA,"Leitão Filho, H. F. et al.","34824.0",NA,"Brasil",NA,"-45.0699996948242","-23.4300003051758",NA,NA,"ESA032746","ESA032746","Mazine, F.F.","1996","02","05","São Paulo",NA,NA,"Ubatuba",NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:14:34-03","ESALQ","ESA","109429","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","neoglomerata","Eugenia neoglomerata",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30136.0",NA,"Brasil","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109429",NA,NA,NA,NA,NA,"São Paulo",NA,NA,"Sete Barras",NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:14:34-03","ESALQ","ESA","109430","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","neoglomerata","Eugenia neoglomerata",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30137.0",NA,"Brasil","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109430","ESA109430",NA,NA,NA,NA,"São Paulo",NA,NA,"Sete Barras",NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:14:34-03","ESALQ","ESA","82483","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","neoglomerata","Eugenia neoglomerata","Sobral",NA,"Mazine, F.F. Duarte, A.R. ; Gianotti, M.","461.0",NA,"Brasil","Parque Estadual de Carlos Botelho - Floresta Ombrófila Densa (parcela do Biota)","-47.9199981689453","-24.3799991607666",NA,"Vegetativo. Amostras coletadas para análise macromolecular.","ESA082483",NA,"Duarte, A.R.","2002","10","30","São Paulo",NA,NA,"Sete Barras",NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 10:56:24-03","ESALQ","ESA","134466","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","neoglomerata","Eugenia neoglomerata","Sobral",NA,NA,"250.0",NA,NA,NA,NA,NA,NA,"Floresta de Restinga Alta, fragmento no Bairro Gaivotas. Árvore da fitossociologia placa no. 16918. Altura: 5m","ESA134466",NA,"Lima, R.A.F.","2013","01","25",NA,NA,NA,NA,"2014",NA,NA,NA,NA,NA,"23.38.25",NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:14:34-03","ESALQ","ESA","29609","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","neoglomerata","Eugenia neoglomerata","Sobral",NA,"Ivanauskas, N.M.","1121.0",NA,"Brasil",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA029609","ESA029609","Ivanauskas, N.M.","1995","11","22","São Paulo",NA,NA,"Pariquera-Açu",NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:14:34-03","ESALQ","ESA","25778","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","neoglomerata","Eugenia neoglomerata","Spring",NA,"Ivanauskas, N.M.","159.0",NA,"Brasil",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA025778","ESA025778","Kawasaki, M.L.","1995","09","29","São Paulo",NA,NA,"Pariquera-Açu",NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:14:34-03","ESALQ","ESA","29494","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","neoglomerata","Eugenia neoglomerata","Sobral",NA,"Ivanauskas, N.M. ; Gomes, A.","1049.0",NA,"Brasil",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA029494","ESA029494","Ivanauskas, N.M.","1995","12","05","São Paulo",NA,NA,"Pariquera-Açu",NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-04 11:14:34-03","ESALQ","ESA","29492","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","neoglomerata","Eugenia neoglomerata","Sobral",NA,"Ivanauskas, N.M. ; Gomes, A.","1047.0",NA,"Brasil",NA,"-47.8800010681152","-24.7099990844727",NA,NA,"ESA029492","ESA029492","Ivanauskas, N.M.","1996","01","25","São Paulo",NA,NA,"Pariquera-Açu",NA,"17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:14:34-03","ESALQ","ESA","109433","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","neoglomerata","Eugenia neoglomerata",NA,NA,"Duarte, A.R.","519.0",NA,"Brasil",NA,"-47.9199981689453","-24.3799991607666",NA,NA,"ESA109433","ESA109433",NA,NA,NA,NA,"São Paulo",NA,NA,"Sete Barras",NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 10:56:24-03","ESALQ","ESA","139115","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","neoglomerata","Eugenia neoglomerata",NA,NA,"Colletta, G.D","2634.0",NA,"Brasil","Ilha do Cardoso","-47.9199981689453","-25.0100002288818",NA,"Árvore, 6m, estéril","ESA139115",NA,NA,"2016","03","30","SP",NA,NA,"Cananéia",NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:14:34-03","ESALQ","ESA","52015","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","neoglomerata","Eugenia neoglomerata","Sobral",NA,"Lima, R.A.F.","446.0",NA,"Brasil","Parcela permanente - Parque Estadual de Carlos Botelho","-47.9199981689453","-24.3799991607666",NA,"em clareira","ESA052015","ESA052015",NA,NA,NA,NA,"São Paulo","400","400","Sete Barras",NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:14:34-03","ESALQ","ESA","109828","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","neoglomerata","Eugenia neoglomerata",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","29356.0",NA,"Brasil","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109828","ESA109828",NA,NA,NA,NA,"São Paulo",NA,NA,"Sete Barras",NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:14:34-03","ESALQ","ESA","109406","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","neoglomerata","Eugenia neoglomerata",NA,NA,"Souza, V.C.; Duarte, A.R.; Rando, J.G.; Ferreira, M.P.; et al.","30135.0",NA,"Brasil","Parque Estadual Carlos Botelho. Área do projeto Parcelas Permanentes","-47.9199981689453","-24.3799991607666",NA,NA,"ESA109406","ESA109406",NA,NA,NA,NA,"São Paulo",NA,NA,"Sete Barras",NA,"34059","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:14:34-03","ESALQ","ESA","82528","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","neoglomerata","Eugenia neoglomerata",NA,NA,"Mazine, F.F.; Sampaio, D.; Forster, W.; Salmazo, P.B. ; Ribeiro Jr., E.","786.0",NA,"Brasil","Parque Estadual da Ilha do Cardoso. Restinga arbustivo-arbórea, próxima à Casa do Pescador.","-47.9199981689453","-25.0100002288818",NA,"Árvore. Flores brancas. Amostras coletadas para análise macromocular.","ESA082528",NA,"Sampaio, D.","2002","12","10","São Paulo",NA,NA,"Cananéia",NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-01-14 15:32:11-03","MN","R","9060","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","glomerata","Eugenia glomerata","Spring ex Mart.",NA,"Glaziou, A.F.M.","1199",NA,"Brasil",NA,NA,NA,NA,"Plantas do Brasil Central","R000009060","R000009060_001",NA,"1880","02","02","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-07-26 11:40:46-03","IPA","IPA","7566","S","Plantae","Plantae",NA,"Myrtaceae","Eugenia","glomerata","Eugenia glomerata","Spring ex Mart.",NA,"Ducke, A.","7566","Southern America","Brasil","Dois Irmãos, córrego do sabiá.","-34.8810997009277","-8.05389022827148",NA,NA,"IPA0007566",NA,NA,"1954","02","02","Pernambuco",NA,NA,"Recife",NA,"18865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-02-15 11:46:16-02","IPA","IPA","41142","S","Plantae","Plantae",NA,"Myrtaceae","Eugenia","glomerata","Eugenia glomerata","Spring ex Mart.",NA,"Gardner, G.","1018","Southern America","Brasil",NA,NA,NA,NA,NA,"IPA0041142",NA,NA,NA,NA,NA,"Pernambuco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
