"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","coordinatePrecision","geoFlag","class","previousCatalogNumber","fieldNumber","individualCount","typeStatus","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","788960","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","hexastichus","Phlegmariurus hexastichus","(B.Øllg. & P.G.Windisch) B.Øllg.","W. L. Testo",NA,NA,NA,"J. M. Silva","1999","04","30","Brazil","Paraná","Tijucas do Sul","Serra Papanduva.","-49.1989","-25.9283",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=795166' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788960","NY00788960_01","Lycopodiophyta","Lycopodiales","2960","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 09:58:44-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","01234","S","Plantae","Lycopodiaceae","Huperzia","hexasticha","Huperzia hexasticha","Ollg.","B. Ollgaard",NA,NA,NA,"B. Ollgaard et Windisch","1987","02","12","Brasil","São Paulo","Campos do Jordão","10 km do Horto Florestal","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,"GEOGRAFIA: epífita pendente de árvore à margem da estrada;",NA,NA,"Tracheophyta","Lycopodiales","4989","América do Sul",NA,"21048","auto","Lycopodiopsida",NA,NA,NA,NA,NA
"13","2021-04-05 09:58:44-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","17914","S","Plantae","Lycopodiaceae","Huperzia","hexasticha","Huperzia hexasticha","Ollg.","M.R. Pietrobom-Silva",NA,NA,NA,"M.R. Pietrobom-Silva","1997","07","13","Brasil","São Paulo","Cunha","serra do mar","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"GEOGRAFIA: mata de encosta úmida;",NA,NA,"Tracheophyta","Lycopodiales","4151","América do Sul",NA,"38855","auto","Lycopodiopsida",NA,NA,NA,NA,NA
"14","2020-02-08 08:41:40-03","NBC","NL-BOTANY","L.3472121","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","hexasticha","Huperzia hexasticha","B.Øllg. & P.G.Windisch",NA,NA,NA,NA,"Hatschbach GG","1967","05","20","Brazil",NA,NA,"Pico Caratuva (Mun.Camp.Gde.de Sul) Pr.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3472121 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3472121","NL-L3472121",NA,"Lycopodiales",NA,"Southern America",NA,NA,NA,"Lycopsida",NA,NA,NA,NA,NA
"15","2020-11-04 11:21:14-03","ESALQ","ESA","55044","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","hexastichus","Phlegmariurus hexastichus",NA,"Gissi, D.S.","2014","07","14","Salino, A.","2007","04","04","Brasil","Santa Catarina","Urupema","Fazenda Farofa, trilha do meio antes do campo drenado, em direçao ao campo de altitude","-49.8731002807617","-27.9528007507324",NA,NA,"1535","1535","Epifita pendente, borda de mata","ESA055044",NA,"Pteridophyta",NA,"11975.0",NA,NA,"23096","auto",NA,NA,NA,NA,NA,NA
"16","2019-02-15 11:44:35-02","IPA","IPA","52531","S","Plantae","Lycopodiaceae","Phlegmariurus","hexastichus","Phlegmariurus hexastichus","(B. Øllg. & P.G. Windisch) B. Øllg.","Prado, J.","2014","11","24","Prado, J.; Zappi, D.C.; Kameyama, C.; Zappi, D.C.; Kameyama, C.","1987","07","17","Brasil","Minas Gerais","Santo Antônio do Itambé","Alto do Pico do Itambé, sobre rocha; ao sol pendente.","-43.3067016601562","-18.465799331665",NA,NA,"2000","2000",NA,"IPA0052531",NA,"Plantae",NA,"CFCR10988","Southern America",NA,"19014","auto",NA,NA,NA,NA,NA,NA
"17","2019-08-27 13:36:41-03","IAP","PACA-AGP","75215","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","hexasticha","Huperzia hexasticha","B. Øllg. & P. G. Windisch","Windisch","2005",NA,NA,"Sehnem, A.","1942","01","14","Brasil","RS",NA,"Aparados da Serra - Serra da Rocinha",NA,NA,NA,NA,"1000","1000","Habitat: epifito da mata","PACA075215",NA,"Pteridophyta","Lycopodiales","1271",NA,NA,NA,NA,"Lycopodiopsida",NA,NA,NA,NA,NA
"18","2019-08-27 13:36:41-03","IAP","PACA-AGP","75616","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","hexasticha","Huperzia hexasticha","B. Øllg. & P. G. Windisch","Windisch","1989",NA,NA,"Hatschbach, G.","1967","08","02","Brasil","PR","Campo Grande do Sul","Pico Caratuva.",NA,NA,NA,NA,"1800","1800","Alt. 1800 m s/mar Habitat: encosta de morro Hábito: epífita, pendente","PACA075616",NA,"Pteridophyta","Lycopodiales","16856",NA,NA,NA,NA,"Lycopodiopsida",NA,NA,NA,NA,NA
"19","2019-08-27 13:36:41-03","IAP","PACA-AGP","75637","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","hexasticha","Huperzia hexasticha","B. Øllg. & P. G. Windisch","Windisch","2005",NA,NA,"Sehnem, A.","1950","12","18","Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Habitat: epiphytum in silva nebulosa","PACA075637",NA,"Pteridophyta","Lycopodiales",NA,NA,NA,"76715","auto","Lycopodiopsida",NA,NA,NA,NA,NA
"20","2019-08-27 13:36:41-03","IAP","PACA-AGP","75631","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","hexasticha","Huperzia hexasticha","B. Øllg. & P. G. Windisch","Windisch","2005",NA,NA,"P. Rio","1935","01","15","Brasil","RS","São Francisco de Paula","Faz. Englert","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Habitat: epiphytum","PACA075631",NA,"Pteridophyta","Lycopodiales",NA,NA,NA,"76715","auto","Lycopodiopsida",NA,NA,NA,NA,NA
"21","2019-08-27 13:36:41-03","IAP","PACA-AGP","75617","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","hexasticha","Huperzia hexasticha","B. Øllg. & P. G. Windisch","Windisch","1989",NA,NA,"Sehnem, A.","1961","01","02","Brasil","RS","São Francisco de Paula","Taimbe","-50.5835990905762","-29.4480991363525",NA,NA,"900","900","Habitat: in silva pendulus","PACA075617",NA,"Pteridophyta","Lycopodiales","7731",NA,NA,"76715","auto","Lycopodiopsida",NA,NA,NA,NA,NA
"22","2019-08-27 13:36:41-03","IAP","PACA-AGP","75633","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","hexasticha","Huperzia hexasticha","B. Øllg. & P. G. Windisch","Windisch","2005",NA,NA,"Hatschbach, G.","1961","08","06","Brasil","PR","Campina Grande do sul","Serra do Cavipary Grande","-49.0553016662598","-25.3055992126465",NA,NA,"1800","1800","Herbário Hatschbach 8187 Habitat: matinha nebular Hábito: epífita, pendente","PACA075633",NA,"Pteridophyta","Lycopodiales","8187",NA,NA,"55154","auto","Lycopodiopsida",NA,NA,NA,NA,NA
"23","2019-08-27 13:36:41-03","IAP","PACA-AGP","75634","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","hexasticha","Huperzia hexasticha","B. Øllg. & P. G. Windisch","Windisch","2005",NA,NA,"Hatschbach, G.","1967","05","20","Brasil","PR","Campina Grande do Sul","Pico Caratuva","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Herbário Hatschbach 16459&nf;ASSL 9967 Habitat: matinha nebular Hábito: epífita","PACA075634",NA,"Pteridophyta","Lycopodiales","16459",NA,NA,"55154","auto","Lycopodiopsida",NA,NA,NA,NA,NA
"24","2019-08-27 13:36:41-03","IAP","PACA-AGP","75216","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","hexasticha","Huperzia hexasticha","B. Øllg. & P. G. Windisch","Windisch","2005",NA,NA,"Sehnem, A.","1950","01","19","Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,"1000","1000","sin. Lycopodium quadrifariatum Bory. Habitat: epiphytum","PACA075216",NA,"Pteridophyta","Lycopodiales","4323",NA,NA,"55856","auto","Lycopodiopsida",NA,NA,NA,NA,NA
"25","2019-08-27 13:36:41-03","IAP","PACA-AGP","75618","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","hexasticha","Huperzia hexasticha","B. Øllg. & P. G. Windisch","Windisch","1989",NA,NA,"Sehnem, A.","1973","01","11","Brasil","RS","Cambará do Sul","Fortaleza","-50.1446990966797","-29.0478000640869",NA,NA,"1200","1200","Habitat: epiphytum in silva nebulari","PACA075618",NA,"Pteridophyta","Lycopodiales","13279",NA,NA,"30776","auto","Lycopodiopsida",NA,NA,NA,NA,NA
"26","2019-08-27 13:36:41-03","IAP","PACA-AGP","108506","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","hexasticha","Huperzia hexasticha","B. Øllg. & P. G. Windisch","C.R. Lehn","2002","10","23","C.R. Lehn","2002","06","29","Brasil","RS","São Francisco de Paula","Serra do Pinto.","-50.5835990905762","-29.4480991363525",NA,NA,"975","975","HASU 13946 Habitat: interior de mata, epífita","PACA108506",NA,"Pteridophyta","Lycopodiales","390",NA,NA,"76715","auto","Lycopodiopsida",NA,NA,NA,NA,NA
"27","2019-08-27 13:36:41-03","IAP","PACA-AGP","75619","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","hexasticha","Huperzia hexasticha","B. Øllg. & P. G. Windisch","Windisch","1989",NA,NA,"Sehnem, A.","1951","02","22","Brasil","RS","São Francisco de Paula","Taimbe","-50.5835990905762","-29.4480991363525",NA,NA,"950","950","Alt. 950 m Habitat: epiphytum in silva nebulari","PACA075619",NA,"Pteridophyta","Lycopodiales","5631",NA,NA,"76715","auto","Lycopodiopsida",NA,NA,NA,NA,NA
"28","2019-08-27 13:36:41-03","IAP","PACA-AGP","75211","PreservedSpecimen","Plantae","Lycopodiaceae","Huperzia","hexasticha","Huperzia hexasticha","B. Øllg. & P. G. Windisch","P. Windisch","1989",NA,NA,"Sehnem, A.","1950","12","19","Brasil","RS","São Francisco de Paula","Taimbé.","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Habitat: epiphytum in silva","PACA075211",NA,"Pteridophyta","Lycopodiales","5206",NA,NA,"76715","auto","Lycopodiopsida",NA,NA,NA,NA,NA
"29","2021-03-10 14:35:09-03","UFSC","CTBS","1652","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","hexastichus","Phlegmariurus hexastichus","(B.Øllg. & P.G.Windisch) B.Øllg.","Gasper, A.L.","2010","04","22","Carodin, T.J.; Oliveira, C.P.L. & Boing, E.","2010","03","30","Brasil","Santa Catarina","Biguaçu",NA,"-48.655464","-27.495531","48°39'19.67W","27°29'43.91S","440","440",NA,NA,NA,NA,NA,"1786",NA,NA,NA,NA,NA,"FURB 23473",NA,NA,NA,NA
"30","2020-02-27 16:44:04-03","UFSC","CTBS","1731","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","hexastichus","Phlegmariurus hexastichus","(B.Øllg. & P.G.Windisch) B.Øllg.","Gasper, A.L.","2010","04","22","Cadorin, T.J.; Oliveira, C.P.Ç. & Boing, E.","2010","03","30","Brasil","Santa Catarina","Biguaçu",NA,"-48.78","-27.357222","48°46'48W","27°21'26S","440","440",NA,NA,NA,NA,NA,"1786",NA,NA,NA,NA,NA,"FURB 23473",NA,NA,NA,NA
"31","2021-03-10 14:35:09-03","UFSC","CTBS","2061","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","hexastichus","Phlegmariurus hexastichus","(B.Øllg. & P.G.Windisch) B.Øllg.","Gasper, A.L.","2010","04","22","Carodin, T.J.; Oliveira, C.P.L. & Boing, E.","2010","03","30","Brasil","Santa Catarina","Biguaçu",NA,"-48.655464","-27.495531","48°39'19.67W","27°29'43.91S","440","440",NA,NA,NA,NA,NA,"1786",NA,NA,NA,NA,NA,"CTBS 1652",NA,NA,NA,NA
"32","2021-03-24 17:09:19-03","UFES","SAMES","6943","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","hexastichus","Phlegmariurus hexastichus","(B.Øllg. & P.G.Windisch) B.Øllg.",NA,NA,NA,NA,"Cadorin,T.J.; Oliveira,C.P.L.;Boing,A.","2010","03","30","Brasil","Santa Catarina","Biguaçu",NA,"-48.6556015014648","-27.4941997528076","-484647222.0","-272136111.0",NA,NA,NA,"SAMES06943",NA,NA,NA,"1786",NA,NA,"20442","auto",NA,NA,NA,NA,NA,NA
"33","2019-11-21 14:50:28-03","UFJF","CESJ","57245","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","hexastichus","Phlegmariurus hexastichus","(B. Øllg. & P.G. Windisch) B. Øllg.","B. Øllgaard","2014","09","12","A. Salino","2000","06","20","Brasil","Minas Gerais","Camanducaia","mata da nascente do Rio Camanducaia,22º42'50 S, 45º56'12 W, 1700 a 1900m de altitude.","-46.1446990966797","-22.7553005218506",NA,NA,NA,NA,"Floresta Estacional Semidecidual Altomontana. Epífita pendente, crescendo a 7,5m de altura. Interior da floresta.","CESJ057245","CESJ057245","Lycopodiopsida",NA,"5616","América do Sul",NA,"22140","auto",NA,NA,NA,NA,NA,NA
"34","2019-11-21 14:50:28-03","UFJF","CESJ","15117","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","hexastichus","Phlegmariurus hexastichus","(B. Øllg. & P.G. Windisch) B. Øllg.","D.S. Gissi","2015","11",NA,"L. Krieger","1977","09","28","Brasil","Minas Gerais",NA,"Serra do Caparaó, Vale Verde. Na mata, a 1100msm. Epífita, pendente, até cerca de 40cm. Um só exemplar.",NA,NA,NA,NA,NA,NA,NA,"CESJ015117","CESJ015117","Lycopodiopsida",NA,"CESJ15117","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-21 14:50:28-03","UFJF","CESJ","72499","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","hexastichus","Phlegmariurus hexastichus","(B. Øllg. & P.G. Windisch) B. Øllg.","F. Gonzatti","2018","11",NA,"F. Gonzatti; L. Nogueira; G. Coelho","2017","11","13","Brasil","Minas Gerais","Alto Caparaó",NA,"-41.837111","-20.409917","-41.837111","-20.409917","1350","1350","Erva pendente em paredão rochoso, úmido e ensolarado, entornos da Cachoeira Bonita","CESJ072499",NA,"Lycopodiopsida",NA,"3926","América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-11-21 14:50:28-03","UFJF","CESJ","3043","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","hexastichus","Phlegmariurus hexastichus","(B. Øllg. & P.G. Windisch) B. Øllg.","B. Øllgaard","2014","09","12","A.C. Brade; Silva Araújo","1948","05","08","Brasil","Minas Gerais","Passa Quatro","Sertão dos Martins, 1400m.","-44.9667015075684","-22.3903007507324",NA,NA,NA,NA,"Epífita, pendente.","CESJ003043","CESJ003043","Lycopodiopsida",NA,"19037","América do Sul",NA,"17293","auto",NA,NA,NA,NA,NA,NA
"37","2019-11-21 14:50:28-03","UFJF","CESJ","60181","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","hexastichus","Phlegmariurus hexastichus","(B. Øllg. & P.G. Windisch) B. Øllg.","B. Øllgaard","2014","09","12","S.G. Furtado; L. Menini Neto","2012","07","06","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Floresta Ombrófila Mista, às margens do Rio do Charco, próximo ao Centro de Apoio ao Pesquisador.","-44.8899993896484","-21.9589004516602",NA,NA,NA,NA,"Epífita, pendente, próximo ao curso d'água, entre 5 e 7m alt.","CESJ060181","CESJ060181","Lycopodiopsida",NA,"66","América do Sul",NA,"29865","auto",NA,NA,NA,NA,NA,NA
"38","2019-11-21 14:50:28-03","UFJF","CESJ","64518","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","hexastichus","Phlegmariurus hexastichus","(B. Øllg. & P.G. Windisch) B. Øllg.","V.A.O. Dittrich","2014","07",NA,"J.M. Silva","2008","09","09","Brasil","Paraná","Campina Grande do Sul","Serra Capivari Grande","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Epífita da matinha nebular.","CESJ064518","CESJ064518","Lycopodiopsida",NA,"7056","América do Sul",NA,"55154","auto",NA,NA,NA,NA,NA,NA
"39","2019-11-21 14:50:28-03","UFJF","CESJ","64528","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","hexastichus","Phlegmariurus hexastichus","(B. Øllg. & P.G. Windisch) B. Øllg.","V.A.O. Dittrich","2014","07",NA,"E. Barbosa; E. Marinero","2006","05","16","Brasil","Paraná","Campina Grande do Sul","Serra Ibitiraquire, Morro Tucum","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Epífita; mata atlântica.","CESJ064528","CESJ064528","Lycopodiopsida",NA,"1409","América do Sul",NA,"55154","auto",NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:43:48-03","UNICAMP","UEC","56793","S","Plantae","Lycopodiaceae","Phlegmariurus","hexastichus","Phlegmariurus hexastichus","(B.Ollg. & P.G.Windisch) B.Ollg.","Gissi, DS","2015","09",NA,"Salino, A","1988","10","01","Brazil","São Paulo","Campos do Jordão","Parque Estadual (Horto Florestal)","-45.5900001525879","-22.7299995422363",NA,NA,"1950","1950","Epífita em árvore, em mata subtropical.","UEC052421","UEC052421","Pteridophyta",NA,"543",NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"41","2019-11-06 09:56:07-03","UFOP","OUPR","8540","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","hexastichus","Phlegmariurus hexastichus","(B.Øllg. & P.G.Windisch) B.Øllg.",NA,NA,NA,NA,"Damazio, L.B.","1904",NA,NA,"Brasil","Minas Gerais",NA,"Alto do Itacolomi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-04 13:19:23-03","UDESC","LUSC","8610","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","hexastichus","Phlegmariurus hexastichus","(B.Øllg. & P.G.Windisch) B.Øllg.","Gasper de, A.L.","2010","09","27","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","05","10","Brasil","Santa Catarina","São Bento do Sul","Braço esquerdo.","-49.3786010742188","-26.2502994537354",NA,NA,NA,NA,NA,"LUSC004488","LUSC004488",NA,NA,"2135",NA,NA,"23090","auto",NA,NA,NA,NA,NA,NA
"43","2020-12-04 13:19:23-03","UDESC","LUSC","8586","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","hexastichus","Phlegmariurus hexastichus","(B.Øllg. & P.G.Windisch) B.Øllg.","Gasper de, A.L.","2010","01","27","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","2010","06","15","Brasil","Santa Catarina","São Martinho","Hoepers/Vargem do Cedro/Parque Estadual da Serra do Tabuleiro.","-48.9794006347656","-28.1646995544434",NA,NA,NA,NA,NA,"LUSC004490","LUSC004490",NA,NA,"5009",NA,NA,"20505","auto",NA,NA,NA,NA,NA,NA
"44","2020-10-14 10:02:30-03","FURB","FURB","14105","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","hexastichus","Phlegmariurus hexastichus","(B.Øllg. & P.G.Windisch) B.Øllg.","Gasper, AL de","2009","10","06","Schmitt, J.L.; Cadorin, T.J. & Gasper, A.L. de","2009","09","14","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí - Spitzkopf.","-49.1180556","-27.0069444","-49.1180556","-27.0069444","249","249",NA,"FURB09263","FURB09263",NA,NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-10-14 10:02:30-03","FURB","FURB","15149","PreservedSpecimen","Plantae","Lycopodiaceae","Phlegmariurus","hexastichus","Phlegmariurus hexastichus","(B.Øllg. & P.G.Windisch) B.Øllg.","Gasper, AL de","2009","11","01","Cadorin, T.J.; Schimitt, J.L. & Caglioni, E.","2009","10","09","Brasil","Santa Catarina","Taió","Passo Manso, Fazenda Tarumã.","-50.1294445","-27.0002778","-50.1294445","-27.0002778","812","812",NA,"FURB09262","FURB09262",NA,NA,"189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
