"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","geoFlag","continentOcean","imagecode","phylum","class","typeStatus","relatedCatalogItem"
"11","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","12428",NA,"Plantae","Acanthaceae","Odontonema","dissitiflorum","Odontonema dissitiflorum","Kuntze","A. Indriunas/13-03-2014",NA,NA,NA,"L. Kollmann; et al","2872","2000","04","19","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,NA,"Mata de encosta. Arbusto 1m. Flores vermelhas.","MBML012428",NA,NA,"MBML012428",NA,NA,NA,NA
"12","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","14271",NA,"Plantae","Acanthaceae","Odontonema","dissitiflorum","Odontonema dissitiflorum","Kuntze","A. Indriunas/13-03-2014",NA,NA,NA,"L. Kollmann; et al","3658","2001","05","22","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,NA,"Planta 1 na sombra. Flores vermelhas.","MBML014271",NA,NA,"MBML014271",NA,NA,NA,NA
"13","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","1771",NA,"Plantae","Acanthaceae","Odontonema","dissitiflorum","Odontonema dissitiflorum","(Nees) Kuntz","D. C. Wasshausen/1991",NA,NA,NA,"W. A. Hoffmann","155","1984","06","19","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,NA,"Arbusto de 1,5m, flores vermelhas, solo arenoso.","MBML001771",NA,NA,"MBML001771",NA,NA,NA,NA
"14","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","1776",NA,"Plantae","Acanthaceae","Odontonema","dissitiflorum","Odontonema dissitiflorum","(Nees) Kuntz",NA,NA,NA,NA,"W. Pizziolo","81","1984","05","10","Brasil","Espírito Santo","Santa Teresa","Pátio do Museu de Biologia Mello Leitão","-40.6","-19.936111","40W36'0","19S56'10",NA,NA,NA,"Arbustinho de 1m, flores vermelhas, solo escuro.","MBML001776",NA,NA,"MBML001776",NA,NA,NA,NA
"15","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","26600",NA,"Plantae","Acanthaceae","Odontonema","dissitiflorum","Odontonema dissitiflorum","Kuntze","A. Indriunas/13-03-2014",NA,NA,NA,"L. Kollmann; et al","9117","2006","05","11","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,NA,"Erva 1,5m na sombra. Flores vermelhas.","MBML026600",NA,NA,"MBML026600",NA,NA,NA,NA
"16","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","35497",NA,"Plantae","Acanthaceae","Odontonema","dissitiflorum","Odontonema dissitiflorum","(Ness) Kuntz","A. P. Fontana","2008","07","08","A. P. Fontana; L. Kollmann & K. A. Brahim","5011","2008","04","16","Brasil","Espírito Santo","Santa Leopoldina","Alto Luxemburgo, beira da estrada, mata ciliar, dossel 15m.","-40.6055","-20.128333","40W36'19,8","20S7'42",NA,"660","660","Erva-arbustiva, ca. 1m, na sombra. Flores vermelhas.","MBML035497",NA,NA,"MBML035497",NA,NA,NA,NA
"17","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","4135",NA,"Plantae","Acanthaceae","Odontonema","dissitiflorum","Odontonema dissitiflorum","(Nees) Kuntz","D. C. Wasshausen/1991",NA,NA,NA,"W. A. Hoffmann","90","1984","05","10","Brasil","Espírito Santo","Santa Teresa","Sítio do Dr. Pedro","-40.581667","-19.950278","40W34'54","19S57'1",NA,NA,NA,"Arbusto de +/- 1,5m, flor rosa, solo barro escuro, altitude de +/- 700m.","MBML004135",NA,NA,"MBML004135",NA,NA,NA,NA
"18","2020-07-10 09:43:08-03","MBML","MBML-HERBARIO","43835",NA,"Plantae","Acanthaceae","Odontonema","dissitiflorum","Odontonema dissitiflorum","Kuntze","A. Indriunas/13-03-2014",NA,NA,NA,"E.J. de Lírio; V.L. Aledi","13","2011","06","06","Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389","40W31'49","19S58'17",NA,NA,NA,"Floresta Ombrófila Densa. Arb. 2m. Flores vermelhas. Borda. Trilha principal","MBML043835",NA,NA,"MBML043835",NA,NA,NA,NA
"19","2019-09-04 19:20:56-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Acanthaceae","Thyrsacanthus","dissitiflorus","Thyrsacanthus dissitiflorus",NA,NA,NA,NA,NA,"H. W. Schott",NA,NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"Spermatophyta","Dicotyledoneae","Type [status unknown]",NA
"20","2020-07-23 11:56:26-03","CEPLAC","CEPEC","62557","PreservedSpecimen","Plantae","Acanthaceae","Odontonema","dissitiflorum","Odontonema dissitiflorum",NA,"D. C. Wasshaussen",NA,NA,NA,"W. A. Hofmann","90","1984","05","10","Brasil","Espírito Santo","SANTA TERESA","Sítio do Dr. Pedro.","-40.6002998352051","-19.9356002807617",NA,NA,"23813",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,"30/12/1991"
"21","2017-09-11 17:06:38-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Acanthaceae","Thyrsacanthus","dissitiflorus","Thyrsacanthus dissitiflorus","Nees",NA,NA,NA,NA,"Schott, HW","s.n.",NA,NA,NA,"Brazil",NA,NA,"In prov. Sebastianopolitanae sylvis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA
"22","2020-12-23 08:47:57-03","IBt","SP","409262","S","Plantae","Acanthaceae","Odontonema","dissitiflorum","Odontonema dissitiflorum","(Nees) Kuntze",NA,NA,NA,NA,"Silva Neto, SJ","631","1995","06","20","Brasil","Rio de Janeiro","Nova Iguaçu",NA,"-43.451099395752","-22.7591991424561",NA,NA,"25743",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA
