"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","stateProvince","imagecode","scientificNameAuthorship","identifiedBy","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","typeStatus","individualCount","fieldNumber","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","00837643","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","W. R. Anderson","10184","1973","05","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931032' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837643","Magnoliophyta","Poales","Goiás",NA,"(Kunth) Dandy","G. Davidse","Goiás","Serra Dourada, ca. 17 km (straight line) S of Goiás Velho, ca. 6 km NE of Mossâmedes, in and along margin of forest on lower eastern slope of serra","-50.1333","-15.9333","700","780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00837618","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","H. S. Irwin","23222","1969","02","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931031' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837618","Magnoliophyta","Poales","Minas Gerais","NY00837618_01","(Kunth) Dandy","G. Davidse",NA,"Serra do Espinhaço, ca. 35 km N.E. of Francisco Sá, on road to Salinas","-43.21845","-16.40385","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","608538","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","M. H. Nee","45985","1994","12","17","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=460770' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608538","Magnoliophyta","Poales","Santa Cruz",NA,"(Kunth) Dandy","M. H. Nee","Ichilo","6.5 km (by air) NW of main Colonia San Juan","-63.9","-17.25","265","265",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-11-01 12:31:00-02","NY","NYBG","604780","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","G. Davidse","10943","1976","03","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=460783' target='other'> <mi>dwc_moreinfo</mi></a>","NY00604780","Magnoliophyta","Poales","São Paulo","NY00604780_01",NA,NA,NA,"Ca. 27 km NE of Registro along Highway 116 to Sao Paulo. (And ca. 3.5 km SW of Juquiá)",NA,NA,"65","65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-11-01 12:31:00-02","NY","NYBG","604776","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","M. A. Chase","7867","1924","12","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=460766' target='other'> <mi>dwc_moreinfo</mi></a>","NY00604776","Magnoliophyta","Poales","Bahia","NY00604776_01",NA,NA,NA,"Vicinity of Bahia, Bahia. South part of peninsula",NA,NA,"20","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-11-01 12:31:00-02","NY","NYBG","604781","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","W. D. Clayton","4733","1965","02","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=460784' target='other'> <mi>dwc_moreinfo</mi></a>","NY00604781","Magnoliophyta","Poales","São Paulo","NY00604781_01",NA,NA,NA,"Cananeia Island: 1 km NE of city along east shore of island","-47.92","-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-30 02:18:00-03","NY","NYBG","1134096","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","W. R. Anderson","10705",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400295' target='other'> <mi>dwc_moreinfo</mi></a>","NY01134096","Magnoliophyta","Poales","Pará","NY01134096_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","604775","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","M. A. Chase","8215","1925","01","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=460765' target='other'> <mi>dwc_moreinfo</mi></a>","NY00604775","Magnoliophyta","Poales","Rio de Janeiro","NY00604775_01","(Kunth) Dandy",NA,"Rio de Janeiro","Leblon, near Lagoa de Freitas, vicinity of Rio de Janeiro","-43.22639","-22.983608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-09-30 02:18:00-03","NY","NYBG","1099901","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","F. E. L. de Miranda","575",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400310' target='other'> <mi>dwc_moreinfo</mi></a>","NY01099901","Magnoliophyta","Poales","Pará","NY01099901_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-09-30 02:18:00-03","NY","NYBG","1134098","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","J. J. Strudwick","3815","1981","07","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400229' target='other'> <mi>dwc_moreinfo</mi></a>","NY01134098","Magnoliophyta","Poales","Pará","NY01134098_01",NA,NA,NA,"Ca. 23 km upstream from Lageira airstrip","-54.43","-0.92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1099905","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","R. Spruce","2344",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1399942' target='other'> <mi>dwc_moreinfo</mi></a>","NY01099905","Magnoliophyta","Poales","Amazonas","NY01099905_01","(Kunth) Dandy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-30 02:18:00-03","NY","NYBG","1134094","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","G. A. Black","48-2264",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400218' target='other'> <mi>dwc_moreinfo</mi></a>","NY01134094","Magnoliophyta","Poales","Pará","NY01134094_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-11-01 12:31:00-02","NY","NYBG","604773","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","L. Riedel","s.n.",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=460763' target='other'> <mi>dwc_moreinfo</mi></a>","NY00604773","Magnoliophyta","Poales",NA,"NY00604773_01",NA,NA,NA,"{From protologue: Ad Serra da Piedade]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-30 02:18:00-03","NY","NYBG","1134091","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","W. R. Anderson","10826",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400234' target='other'> <mi>dwc_moreinfo</mi></a>","NY01134091","Magnoliophyta","Poales","Pará","NY01134091_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","604783","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","G. G. Hatschbach","43657","1981","03","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=460779' target='other'> <mi>dwc_moreinfo</mi></a>","NY00604783","Magnoliophyta","Poales","Paraná","NY00604783_01","(Kunth) Dandy","S. A. Renvoize","Morretes","America de Cima","-48.8342","-25.4769",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-30 02:19:00-03","NY","NYBG","1134095","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","J. A. Ratter","R.5907",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401036' target='other'> <mi>dwc_moreinfo</mi></a>","NY01134095","Magnoliophyta","Poales","Roraima","NY01134095_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-11-01 12:31:00-02","NY","NYBG","604782","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","W. D. Clayton","4668","1965","02","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=460785' target='other'> <mi>dwc_moreinfo</mi></a>","NY00604782","Magnoliophyta","Poales","São Paulo","NY00604782_01",NA,NA,"Registro","1 km S of Sete Barras","-47.92","-24.4","25","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00837644","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","W. R. Anderson","9920","1973","05","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931034' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837644","Magnoliophyta","Poales","Goiás","NY00837644_01","(Kunth) Dandy","G. Davidse","Goiás","Serra Dourada, ca. 17 km (straight line) S of Goiás Velho, ca. 6 km NE of Mossamedes; mesophytic woods along stream at base of east side of serra.","-50.1333","-16.0869","750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","604771","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","S. C. de Sant'Ana","607","1996","07","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=460773' target='other'> <mi>dwc_moreinfo</mi></a>","NY00604771","Magnoliophyta","Poales","Bahia","NY00604771_01","(Kunth) Dandy","G. Davidse","Una","Reserva Biológica do Mico-leao (IBAMA). Entrada no km 46 Rod. BA-001 Ilhéus/Una. Coletas feitas na Picada da Bandeira","-39.08","-15.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1134097","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","J. J. Strudwick","4475","1981","08","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401347' target='other'> <mi>dwc_moreinfo</mi></a>","NY01134097","Magnoliophyta","Poales","Pará","NY01134097_01","(Kunth) Dandy","T. de S. Filgueiras",NA,"Sete Varas airstrip on Rio Curua. Secondary vegetation.","-55.1657197","-0.2209974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","604772","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","G. G. Hatschbach","28521","1971","12","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=460777' target='other'> <mi>dwc_moreinfo</mi></a>","NY00604772","Magnoliophyta","Poales","Paraná","NY00604772_01","(Kunth) Dandy","T. de S. Filgueiras","Guaratuba","Rio da Divisa","-48.5744","-25.8831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","604777","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","A. M. V. de Carvalho","6317","1997","02","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=460774' target='other'> <mi>dwc_moreinfo</mi></a>","NY00604777","Magnoliophyta","Poales","Bahia","NY00604777_01","(Kunth) Dandy","G. Davidse","Una","Reserva Biológica do Mico-leao (IBAMA). Entrada no km 46 Rod. BA-001 Ilhéus/Una","-39.1326088","-15.1730243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1099902","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","S. Tsugaru","B-356","1987","07","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400232' target='other'> <mi>dwc_moreinfo</mi></a>","NY01099902","Magnoliophyta","Poales","Pará","NY01099902_01","(Kunth) Dandy",NA,"Belém","The suburbs of Belém.","-48.4555221","-1.2849922","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-09-30 02:18:00-03","NY","NYBG","1099904","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","J. W. H. Trail","s.n.",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1399941' target='other'> <mi>dwc_moreinfo</mi></a>","NY01099904","Magnoliophyta","Poales","Amazonas","NY01099904_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","230263","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","M. H. Nee","47796","1998","01","05","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=460771' target='other'> <mi>dwc_moreinfo</mi></a>","NY00230263","Magnoliophyta","Poales","Santa Cruz",NA,"(Kunth) Dandy","M. H. Nee","Ichilo","Near Río Itilí on road to Mataracú camp of P.N.A., 7.4 km S of turnoff from highway near bridge over Río Yapacaní.","-63.87","-17.47","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00837642","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","H. S. Irwin","15346","1966","04","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931029' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837642","Magnoliophyta","Poales","Distrito Federal","NY00837642_01","(Kunth) Dandy","T. R. Soderstrom","Brasília","Near Ribeirão Torto, N.E. of Lagôa Paranoá.","-47.87","-15.72","975","975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2016-11-01 12:31:00-02","NY","NYBG","604784","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","J. S. Blanchet","s.n.",NA,NA,NA,"South America","Brazil","sheet",NA,"Comm. il. Moricand 1836 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=460767' target='other'> <mi>dwc_moreinfo</mi></a>","NY00604784","Magnoliophyta","Poales","Bahia","NY00604784_01",NA,NA,NA,"Intratrop.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-09-30 02:19:00-03","NY","NYBG","1134092","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","G. Davidse","18072","1980","04","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401346' target='other'> <mi>dwc_moreinfo</mi></a>","NY01134092","Magnoliophyta","Poales","Pará","NY01134092_01",NA,"G. Davidse","Bragança","13 Km north of Bragança by road; Campo de Baixo; margin of marsh.","-46.7656","-1.05361",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00837619","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","W. R. Anderson","7747","1973","03","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931033' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837619","Magnoliophyta","Poales","Goiás","NY00837619_01","(Kunth) Dandy","G. Davidse","São João d'Aliança","3 km NE of São João da Aliança. Serra Geral do Paraná.","-47.5142","-14.681","1070","1070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-11-01 12:31:00-02","NY","NYBG","604774","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","W. Hoehne",NA,"1954","01","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=460764' target='other'> <mi>dwc_moreinfo</mi></a>","NY00604774","Magnoliophyta","Poales","São Paulo","NY00604774_01",NA,NA,"Sao Paulo","Sao Paulo, SP. Prox. ponte Jaguaré. A beira do Rio Pinheiros","-46.63","-23.5403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-09-30 02:18:00-03","NY","NYBG","1134099","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","N. T. da Silva","2631",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400219' target='other'> <mi>dwc_moreinfo</mi></a>","NY01134099","Magnoliophyta","Poales","Pará","NY01134099_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","02597239","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","A. B. Anderson","1114","1984","10","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2883528' target='other'> <mi>dwc_moreinfo</mi></a>","NY02597239","Magnoliophyta","Poales","Pará","NY02597239_01","(Kunth) Dandy",NA,"Barcarena","Ilha das Onças, property of Dona Alice Dumalakis.","-48.45","-1.42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-03-20 11:47:22-03","MCN-PUC-MINAS","HPUC-MG","ANG2365","S","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Maurício R. M.",NA,"2007","02","24",NA,"Brasil",NA,NA,"P. 3. 27 (2) Doação de Maurício R. M.",NA,NA,NA,"Minas Gerais",NA,NA,"P.L.Viana","Belo Horizonte","Parque Nacional Serra do Cipó","-43.937801361084","-19.9207992553711",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-18 09:30:26-03","UNESP-IBB","BOTU","17255","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Gemtchújnicov, I.D.","58","1958","12","07",NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll> capim arroz","BOTU017255",NA,NA,"São Paulo",NA,NA,"Guglieri, A.","Itanhaém","Sítio Santa Luzia - Bananal",NA,NA,NA,NA,NA,NA,"1998","01","13","9999","9999",NA,NA,NA,NA,NA,NA
"45","2016-08-23 09:17:59-03","UNEMAT","TANG","1853","S","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Abdo, MSA","129","2012","09","04",NA,"Brasil",NA,NA,NA,"TANG000001853",NA,NA,"Mato Grosso",NA,"(Kunth) Dandy","Abdo, MSA","VBS Trindade","Rio Barbado, àguas escuras (chá) e com grande presença de várias espécies de macrófitas.","-60.042906","-15.510708","210","210",NA,NA,"2012","10","10","-60.042906","-15.510708",NA,NA,NA,NA,NA,NA
