"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","stateProvince","imagecode","scientificNameAuthorship","identifiedBy","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","typeStatus","individualCount","fieldNumber","infraspecificEpithet"
"450","2009-09-24 14:05:00-03","MO","MOBOT","1917925","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","George S. Bunting","Bunting 9377","1980","7","22","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Zulia",NA,"(Kunth) Dandy","G. Davidse (MO)",NA,"Dtto. Bolívar: entre El Pensado y Las Tres Marías, trayecto de 8 km al este de El Pensado; en zona de bosque deciduo en transición a bosque siempreverde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","2009-05-15 11:31:00-03","MO","MOBOT","1917927","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Pedro Jörgensen","Jörgensen 2432","1917","12",NA,"South America","Argentina",NA,NA,NA,NA,NA,NA,"Formosa",NA,"(Kunth) Dandy","G. Davidse (MO)",NA,"Formosa","-58.1833333","-26.1833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","2010-04-23 21:10:00-03","MO","MOBOT","1917930","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","A. A. Sáenz|Osvaldo Morrone","Sáenz 427","1987","5","2","South America","Argentina",NA,NA,NA,NA,NA,NA,"Corrientes",NA,"(Kunth) Dandy",NA,NA,"Depto. Ituzaigo. Ituzaigo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","2008-05-27 22:02:00-03","MO","MOBOT","1917931","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","* VEEARTS","VEEARTS s.n.",NA,NA,NA,"South America","Suriname",NA,NA,NA,NA,NA,NA,"Paramaribo",NA,"(Kunth) Dandy","Krukoff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","2018-05-11 05:21:00-03","MO","MOBOT","1917932","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Marion J. Jansen-Jacobs|E. M. Nic Lughadha|Ben J.H. ter Welle|Doorjoohan Gopaul","Jansen-Jacobs 1829","1989","9","25","South America","Guyana",NA,NA,NA,NA,NA,NA,NA,NA,"(Kunth) Dandy","S. Renvoize",NA,"Konashen-area, Essequibo River. Secondary vegetation at Saparimo","-58.68333","1.56666","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","2015-08-13 05:51:00-03","MO","MOBOT","1917933","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","A.S. Hitchcock","Hitchcock 16758","1919","11","14","South America","Guyana",NA,NA,NA,NA,NA,NA,NA,NA,"(Kunth) Dandy","G. Davidse (MO)",NA,"Parika. Near marsh. Much branched and straggling",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","2009-12-11 12:42:00-02","MO","MOBOT","1917934","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Howard S. Irwin|Ghillean T. Prance|Thomas R. Soderstrom|Noel H. Holmgren","Irwin 57667","1963","9","27","South America","Suriname",NA,NA,NA,NA,NA,NA,NA,NA,"(Kunth) Dandy","G. Davidse (MO)",NA,"Frequent in disturbed wet depression, Kayser Airstrip, 45 km above confluence with Lucie Rivier","-56.81666","3.33333","270.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"457","2016-12-02 05:30:00-02","MO","MOBOT","1948048","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","José Schunke V.|J.G. Graham","Schunke Vigo 15028","2002","3","14","South America","Peru",NA,NA,NA,NA,NA,NA,"Ucayali",NA,"(Kunth) Dandy","Gerrit Davidse, 2004 (MO)","Purus","Dtto. Purús: Camino al fundo Ganadero L. & G., Norte del Aeropuerto de Puerto Esperanza","-70.95","-10.2","170.00000000","190.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"458","2008-05-27 22:02:00-03","MO","MOBOT","1974754","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","E. Valenzuela","Valenzuela Celis 409","1984","1","16","South America","Bolivia",NA,NA,NA,NA,NA,NA,"La Paz",NA,"(Kunth) Dandy",NA,"Nor Yungas","Alto Coro Coro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"459","2012-03-29 11:09:00-03","MO","MOBOT","215575","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","D.Y. Alexandre","Alexandre 177","1984","11","7","South America","French Guiana",NA,NA,NA,NA,NA,NA,NA,NA,"(Kunth) Dandy",NA,NA,"Piste de St. Elie",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"460","2012-02-27 05:13:00-03","MO","MOBOT","215675","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Walter H. Lewis|Memory Elvin-Lewis|José Campos de la Cruz|Daniel Fast","Lewis 12319","1986","11","30","South America","Peru",NA,NA,NA,NA,NA,NA,"Loreto",NA,"(Kunth) Dandy","G. Davidse",NA,"PetroPeru Estación Río Morona. Low secondary and primary rainforests, terra firma and flooded river banks.","-77.3333333","-4.3333333","160.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","86-15",NA
"461","2014-04-24 11:22:00-03","MO","MOBOT","217332","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Gerrit Davidse|James S. Miller","Davidse 26674","1984","6","26","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Amazonas",NA,"(Kunth) Dandy","G. Davidse","Río Negro","San Carlos de Río Negro.","-67.0666667","1.9166667","65.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","84-50",NA
"462","2014-09-11 11:12:00-03","MO","MOBOT","218057","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Ronald L. Liesner","Liesner 15694","1984","2","6","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Amazonas",NA,"(Kunth) Dandy","Gerrit Davidse","Río Negro","Along Río Mawarinuma. 1 to 3 km west of Cerro de La Neblina Base Camp.","-66.1666667","0.8333333","140.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","84-3",NA
"463","2008-05-27 22:02:00-03","MO","MOBOT","221260","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Agnes Chase","Chase 8108","1924","12","29","South America","Brazil",NA,NA,NA,NA,NA,NA,"Bahia",NA,"(Kunth) Dandy",NA,NA,"Cachoeira.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","2008-05-27 22:02:00-03","MO","MOBOT","221280","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Antonio C. Allem|et al.","Allem 2296","1978","10","30","South America","Brazil",NA,NA,NA,NA,NA,NA,"Mato Grosso do Sul",NA,"(Kunth) Dandy",NA,NA,"Mpio. Aquidauana. Fazenda Rio Negro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","2009-08-22 08:12:00-03","MO","MOBOT","221299","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Sidney T. McDaniel","McDaniel 11473","1968","11","10","South America","Brazil",NA,NA,NA,NA,NA,NA,"Amazonas",NA,"(Kunth) Dandy",NA,NA,"Benjamin Constante.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"466","2011-06-10 10:22:00-03","MO","MOBOT","224203","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Julian A. Steyermark|et al.","Steyermark 115284",NA,NA,NA,"South America","Venezuela",NA,NA,NA,NA,NA,NA,"Delta Amacuro",NA,"(Kunth) Dandy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"467","2008-05-27 22:02:00-03","MO","MOBOT","221340","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Gerrit Davidse|T.P. Ramamoorthy|Daniel M. Vital","Davidse 10943","1976","3","8","South America","Brazil",NA,NA,NA,NA,NA,NA,"São Paulo",NA,"(Kunth) Dandy","Gerrit Davidse",NA,"27 km NE of Registro along Highway 116 to São Paulo. Ca. 3.5 km SW of Juquiá.",NA,NA,"65.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1139",NA
"468","2011-06-10 16:05:00-03","MO","MOBOT","221380","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","William R. Anderson","Anderson 10826","1974","2","12","South America","Brazil",NA,NA,NA,NA,NA,NA,"Pará",NA,"(Kunth) Dandy",NA,NA,"Pratati.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","2011-06-10 16:05:00-03","MO","MOBOT","221390","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","William R. Anderson","Anderson 9920","1973","5","9","South America","Brazil",NA,NA,NA,NA,NA,NA,"Goiás",NA,"(Kunth) Dandy",NA,NA,"Serra Dourada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"470","2008-05-27 22:02:00-03","MO","MOBOT","221400","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Gerrit Davidse|T.P. Ramamoorthy|Daniel M. Vital","Davidse 11558","1976","3","30","South America","Brazil",NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,"(Kunth) Dandy","Gerrit Davidse",NA,"Municipio Medina; 11 km N of Medina along Highway BR-116.","-41.4248","-16.1389","590.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1193",NA
"471","2008-05-27 22:02:00-03","MO","MOBOT","221790","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Osvaldo Morrone|José F. Pensiero","Morrone 464","1992","4","30","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Amambay",NA,"(Kunth) Dandy",NA,NA,"Parque Nac. Cerro Corá, próximo al Río Aquidabán Nigüí.","-56.08333","-22.66666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","33",NA
"472","2009-07-17 06:52:00-03","MO","MOBOT","2232284","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Arturo E. Burkart","Burkart 14014",NA,NA,NA,"South America","Argentina",NA,NA,NA,NA,NA,NA,"Misiones",NA,"(Kunth) Dandy","Zuloaga, F. O.","Capital","Posadas","-55.9","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"473","2008-05-27 22:02:00-03","MO","MOBOT","2232303","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Nuñez*","Nuñez 153","1945","2","13","South America","Argentina",NA,NA,NA,NA,NA,NA,"Misiones",NA,"(Kunth) Dandy","Zuloaga, F. O.","Iguazú","Parque NAc. Iguazú, Cataratas de Iguazú","-54.45","-25.68333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"474","2012-04-10 13:30:00-03","MO","MOBOT","2232308","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Fernando O. Zuloaga|et al.","Zuloaga 1957","1984","5","1","South America","Argentina",NA,NA,NA,NA,NA,NA,"Misiones",NA,"(Kunth) Dandy","Zuloaga, F. O.","San Javier","Ayo. Itacaruaré","-55.2666667","-27.8666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"475","2008-05-27 22:02:00-03","MO","MOBOT","2232325","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Norma B. Deginani|Manuel J. Belgrano|R.J. Zuloaga","Deginani 1103","1999","5","7","South America","Argentina",NA,NA,NA,NA,NA,NA,"Misiones",NA,"(Kunth) Dandy","Morrone, O.","San Pedro","Parque Provincial Moconá, Saltos del Moconá.","-53.88333","-27.13333","120.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","2008-05-27 22:02:00-03","MO","MOBOT","223848","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Trujillo","Trujillo 18038","1982","1","29","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Carabobo",NA,"(Kunth) Dandy","G. Davidse",NA,"Alrededores de Valencia. Silvestres en relicto de selva en galería del Río Guataparo, aledaña al pastizal Calicanto en la Hacienda Guataparo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","80-87",NA
"477","2008-05-27 22:02:00-03","MO","MOBOT","224071","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","John J. Wurdack|L.S. Adderley","Wurdack 43058",NA,NA,NA,"South America","Venezuela",NA,NA,NA,NA,NA,NA,"Amazonas",NA,"(Kunth) Dandy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"478","2014-04-24 10:38:00-03","MO","MOBOT","224082","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Gerrit Davidse","Davidse 2874","1971","11","3","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Amazonas",NA,"(Kunth) Dandy",NA,"Autana","Isla Carestia, a small island in the Río Orinoco, ca. 5 km NNW of Sanariapo.",NA,NA,"50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","576",NA
"479","2008-05-27 22:02:00-03","MO","MOBOT","224093","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Gerrit Davidse|Otto Huber","Davidse 15432","1978","4","21","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Amazonas",NA,"(Kunth) Dandy","Gerrit Davidse",NA,"ATURES: Pozo Azul, 28 km NE of Puerto Ayacucho along the road to El Burro.","-67.43333","5.58333","90.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78-35",NA
"480","2008-05-27 22:02:00-03","MO","MOBOT","224104","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Bassett Maguire|et al.","Maguire 41945",NA,NA,NA,"South America","Venezuela",NA,NA,NA,NA,NA,NA,"Amazonas",NA,"(Kunth) Dandy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"481","2008-05-27 22:02:00-03","MO","MOBOT","224115","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Franciso Delascio C.|et al.","Delascio Chitty 7809",NA,NA,NA,"South America","Venezuela",NA,NA,NA,NA,NA,NA,"Bolívar",NA,"(Kunth) Dandy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"482","2008-05-27 22:02:00-03","MO","MOBOT","224126","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Franciso Delascio C.|et al.","Delascio Chitty 8467",NA,NA,NA,"South America","Venezuela",NA,NA,NA,NA,NA,NA,"Bolívar",NA,"(Kunth) Dandy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"483","2008-05-27 22:02:00-03","MO","MOBOT","224137","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Julian A. Steyermark","Steyermark 57547",NA,NA,NA,"South America","Venezuela",NA,NA,NA,NA,NA,NA,"Bolívar",NA,"(Kunth) Dandy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"484","2013-06-04 05:51:00-03","MO","MOBOT","224148","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Beatriz Garófalo","Garófalo 577",NA,NA,NA,"South America","Venezuela",NA,NA,NA,NA,NA,NA,"Bolívar",NA,"(Kunth) Dandy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","2014-04-24 09:33:00-03","MO","MOBOT","224159","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Gerrit Davidse|Otto Huber","Davidse 22464","1982","11","23","South America","Venezuela",NA,NA,NA,NA,NA,NA,"Bolívar",NA,"(Kunth) Dandy",NA,"Piar","Uruyen, southeastern base of Auyan-tepui, along Rio Uruyen.","-62.45","5.7","480.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","82-2",NA
"486","2008-05-27 22:02:00-03","MO","MOBOT","224181","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Baltasar Trujillo","Trujillo 11774",NA,NA,NA,"South America","Venezuela",NA,NA,NA,NA,NA,NA,"Bolívar",NA,"(Kunth) Dandy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","2008-05-27 22:02:00-03","MO","MOBOT","224333","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Walter A. Palacios","Palacios Cuenca 10374","1992","7","23","South America","Ecuador",NA,NA,NA,NA,NA,NA,"Pastaza",NA,"(Kunth) Dandy","Gerrit Davidse (MO)","Pastaza","Pozo Petrolero Villano 2. Bosque húmedo Tropical. Bosque primario. Terrazas aluviales antiguas, suelo de 50 cm de profundidad.","-77.45","-1.48333","350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","92-35",NA
"488","2009-10-24 09:08:00-02","MO","MOBOT","2246770","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Fernando O. Zuloaga|et al.","Zuloaga 2220","1985","4","11","South America","Argentina",NA,NA,NA,NA,NA,NA,"Misiones",NA,"(Kunth) Dandy","Zuloaga, F. O.","Candelaria","Santa Ana, camino al Balneario","-55.58333","-27.38333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","2014-04-01 20:21:00-03","MO","MOBOT","2246780","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","A.I. Honfi","Honfi 29",NA,NA,NA,"South America","Argentina",NA,NA,NA,NA,NA,NA,"Misiones",NA,"(Kunth) Dandy",NA,"Eldorado","Salto Elena","-54.61666","-26.41666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","2020-07-06 14:04:00-03","MO","MOBOT","2246820","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Angel L. Cabrera|et al.","Cabrera 28878","1977","10",NA,"South America","Argentina",NA,NA,NA,NA,NA,NA,"Misiones",NA,"(Kunth) Dandy","Morrone, O.","Eldorado","Ayo. Piray-Guazú","-54.6333333","-26.4166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"491","2015-03-19 08:58:00-03","MO","MOBOT","224713","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Elsa M. Zardini|P. Aquino","Zardini 32857","1992","8","12","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Central",NA,"(Kunth) Dandy","Gerrit Davidse (MO)",NA,"Estero del Ypoa. Isla Guavira.","-57.4333333","-25.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","765",NA
"492","2012-04-04 15:07:00-03","MO","MOBOT","225190","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Hilda M. Longhi-Wagner","Longhi-Wagner 1961","1989","1","5","South America","Brazil",NA,NA,NA,NA,NA,NA,"Rio Grande do Sul",NA,"(Kunth) Dandy",NA,NA,"Porto Alegre, Ilha dos Marinheiros.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"493","2020-07-10 10:46:00-03","MO","MOBOT","2290357","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Antonio Fernandez|L.A. Mroginski|Camilo L. Quarín","Fernandez 30","1972","1","6","South America","Argentina",NA,NA,NA,NA,NA,NA,"Misiones",NA,"(Kunth) Dandy","Zuloaga, F. O.","Eldorado","Salto Elena.","-54.61666","-26.41666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"494","2008-05-27 22:02:00-03","MO","MOBOT","230197","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Elsa M. Zardini|Tulio Tillería","Zardini 31887","1992","6","8","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Central",NA,"(Kunth) Dandy","Gerrit Davidse (MO)",NA,"Mariano Roque Alonso-Limpio: Surubí. 4 km NW from entrance to property. Inundated savanna with scattered trees.","-57.5","-25.11666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","687",NA
"495","2008-05-27 22:02:00-03","MO","MOBOT","230808","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Elsa M. Zardini|C. Velázquez","Zardini 25320","1991","1","4","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Central",NA,"(Kunth) Dandy","Gerrit Davidse (MO)",NA,"Tavarory, around Administration. Inundated savanna.","-57.5","-25.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","507",NA
"496","2008-05-27 22:02:00-03","MO","MOBOT","230879","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","David R. Brunner","Brunner 1717","1986","4","4","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Concepción",NA,"(Kunth) Dandy",NA,NA,"Arroyo Tagatiya-mí. Bosque ribereño de 20-35 m. de altura cambiando a savanas y campos fuera del arroyo. Suelo calcareo de poco profundidad sobre piedra caliza.","-57.53333","-22.61666","140.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","86-5",NA
"497","2011-06-08 17:18:00-03","MO","MOBOT","231693","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","L.B. Holm-Nielsen|et al.","Holm-Nielsen 20004","1979","8","27","South America","Ecuador",NA,NA,NA,NA,NA,NA,"Napo",NA,"(Kunth) Dandy","S. Lægaard",NA,"Río Yasuní, Jatuncocha. Lake, lakeshore, and swamp in black water area with Macrolobium.","-75.46666","-1","280.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"498","2011-06-08 17:18:00-03","MO","MOBOT","231703","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","L.B. Holm-Nielsen|et al.","Holm-Nielsen 20232","1979","8","30","South America","Ecuador",NA,NA,NA,NA,NA,NA,"Napo",NA,"(Kunth) Dandy","S. Lægaard",NA,"Río Aguarico, W of Destacamento Lagarto Cocha. Heliconia forest.","-75.28333","-0.65","280.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","2015-08-12 05:57:00-03","MO","MOBOT","231714","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","H. Balslev|et al.","Balslev 60727","2005","7","28","South America","Ecuador",NA,NA,NA,NA,NA,NA,"Napo",NA,"(Kunth) Dandy","S. Lægaard",NA,"Añangu, south bank of Río Napo 95 km downstream from Coca. [coordinate corrected from 0.32N to 0.32S]","-76.38333","-0.53333","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"500","2015-08-12 05:57:00-03","MO","MOBOT","231724","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","H. Balslev|et al.","Balslev 84748","1989","4","2","South America","Ecuador",NA,NA,NA,NA,NA,NA,"Sucumbíos",NA,"(Kunth) Dandy","S. Lægaard",NA,"Reserva Faunistica Cuyabeno. Río Cuyabeno from outlet of Laguna Grande and 5 km upstream. Tropical rain forest along mixed black- and white-water river.","-76.18333","0.01666","265.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"501","2008-05-27 22:02:00-03","MO","MOBOT","231745","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Simon Lægaard","Lægaard 101052","1992","1","28","South America","Ecuador",NA,NA,NA,NA,NA,NA,"Sucumbíos",NA,"(Kunth) Dandy",NA,NA,"Between Pandayacu and Rio Dashiño. Along trail in secondary forest.","-77.35","-0.03333","550.00000000","600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"502","2008-05-27 22:02:00-03","MO","MOBOT","231755","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","B. Løjtnant|Ulf Molau","Løjtnant 13310","1979","5","17","South America","Ecuador",NA,NA,NA,NA,NA,NA,"Pastaza",NA,"(Kunth) Dandy",NA,NA,"Montalvo, within the military camp. Fields, hedgerows, and lawns with small ditches.","-76.96666","-2.08333","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"503","2014-12-11 12:42:00-02","MO","MOBOT","231798","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Elsa M. Zardini|C. Velázquez","Zardini 27546","1991","6","18","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Central",NA,"(Kunth) Dandy","Gerrit Davidse (MO)",NA,"Tavarory. Avaí River near confluence with Paraguay River.","-57.5","-25.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","585",NA
"504","2008-05-27 22:02:00-03","MO","MOBOT","232190","PreservedSpecimen","Plantae","Poaceae","Acroceras","zizanioides","Acroceras zizanioides","Elsa M. Zardini|P. Aquino","Zardini 33590","1992","11","18","South America","Paraguay",NA,NA,NA,NA,NA,NA,"Central",NA,"(Kunth) Dandy","Gerrit Davidse (MO)",NA,"Estero del Ypoá. Villeta - Puerto Guyrati. 8 km S of Villeta. Inundated savanna with patches of forest.","-57.55","-25.58333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","781",NA
