"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","typeStatus","fieldNumber","individualCount","infraspecificEpithet","relatedCatalogItem","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","518050","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","M. Sobral","A. M. Amorim","351","1991","11","06","Brazil","Bahia","Uruçuca","Distrito de Serra Grande. Estrada Serra Grande-Ilhéus, a 3 km do Distrito","-39.0331149","-14.4781042",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=299655' target='other'> <mi>dwc_moreinfo</mi></a>","NY00518050","NY00518050_01",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","798875","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","M. Sobral","W. W. Thomas","9551","1993","01","17","Brazil","Bahia","Ilhéus","Sambaitaba","-39.1","-14.67",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=299656' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798875","NY00798875_01",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00749908","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","L. R. Landrum","W. W. Thomas","13100","2002","08","05","Brazil","Bahia","Maraú","6.4 km N of the Rio de Contas at Itacaré ferry landing on road to Maraú; Rio Piracauga","-39.01542","-14.23",NA,NA,"10","20","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=623654' target='other'> <mi>dwc_moreinfo</mi></a>","NY00749908","NY00749908_01",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","687694","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","J. A. Kallunki","A. M. V. de Carvalho","625","1981","04","19","Brazil","Bahia","Ilhéus","Estrada Pontal/Olivença. A 4 km ao N de Olivença.","-39.0492","-14.7892",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=879981' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687694","NY00687694_01",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1019221","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","D. B. O. S. Cardoso","D. B. O. S. Cardoso","996","2006","02","03","Brazil","Bahia","Camaçari","Arembepe. Entre o bairro Robalo e a aldeia Hippie.","-38.35","-12.93",NA,NA,"2","9","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1280049' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019221","NY01019221_01",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1738175","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","C. E. B. Proença","M. A. Farinaccio","792","2010","02","02","Brazil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto.","-37.448299407959","-11.3507995605469",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1967101' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738175","NY01738175_01",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet","26417","auto",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","02703754","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.",NA,"J. Braga","2516","1995","07","18","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia. Microparcela A.","-44.566667","-22.25",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2987861' target='other'> <mi>dwc_moreinfo</mi></a>","NY02703754","NY02703754_01",NA,NA,NA,"Magnoliophyta","Myrtales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-13 09:20:24-03","UFRJ","RFA","25488","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","collina","Myrcia collina","(Berg)","G.M. Barroso","F.M.B. Pereira","jun-53","2000","11","17","Brasil","Minas Gerais","Itamonte","1º Distrito Bocaina Funda","-44.707222","-22.269167","44º42'26''W","22º16'9''S","1746","1746","Árvore, 6 m de altura, 8 cm de DAP, folha verde, caule rosa, raiz preta, flor branca, comum no local","RFA42125",NA,"2001","01","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-13 09:20:24-03","UFRJ","RFA","26035","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","collina","Myrcia collina","(Berg)","G.M. Barroso","F.B. Pereira","57/51","2000","11","14","Brasil","Minas Gerais","Itamonte","1º Distrito, Fazenda Bugre","-44.688333","-22.281944","44º41'18''W","22º16'55''S","1315","1315","Arbusto, 2 m de altura, 6 cm de DAP, folha verde, flor branca, comum no local","RFA42128",NA,"2001","01","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-13 09:20:24-03","UFRJ","RFA","26605","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","collina","Myrcia collina","(Berg)","G.M. Barroso","F.B. Pereira","21/61","2001","01","05","Brasil","Rio de Janeiro","Sapucaia","Distrito Sítio Suiça","-42.847222","-22.079444","42º50'50''W","22º4'46''S","739","739","Árvore, 28 m de altura, 31 cm de DAP, folha verde, flor amarela, comum no local","RFA42124",NA,"2001","12","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-13 09:20:24-03","UFRJ","RFA","25542","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","collina","Myrcia collina","(Berg)","G.M. Barroso","F.M.B. Pereira","jun-53","2000","11","20","Brasil","Minas Gerais","Itamonte","1º Distrito Bocaina Funda","-44.685","-22.264444","44º41'6''W","22º15'52''S","17","17","Arbusto, 2 m de altura, 6cm de DAP, folha verde, flor rosa, rara no local","RFA42127",NA,"2001","01","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-13 09:20:24-03","UFRJ","RFA","25590","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","collina","Myrcia collina","(Berg)","G.M. Barroso","F.M.B. Pereira","108/53","2000","11","23","Brasil","Minas Gerais","Itamonte","1º Distrito Bocaina Funda","-44.698611","-22.284722","44º41'55''W","22º17'5''S","1497","1497","Arbusto, 3 m de altura, 3 cm de DAP, folha e caule verde, raiz marrom, flor branca, comum no local.","RFA42126",NA,"2001","01","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2013-07-03 11:16:15-03","EBDA","BAH","10377","S","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","E. Melo","Miranda Silva, E.B.","402","2000","04","16","Brasil","Bahia","Entre Rios","Estrada para Imbé, 23km a oeste da Linha Verde.","-37.958333","-12.168889","37W 57' 30","12S 10' 08","160","160","Arvoreta ca. 4m de altura. Folha cartácea discolore, face abaxial verde-cinéreo. Fruto imaturo ocre.",NA,NA,"2000","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:21:32-03","UFBA","ALCB","136811","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","Souza, M","Saddi, EM; Samor, PO; Neves, S; Chaves, R","833","2012","07","30","Brasil","Minas Gerais","Conceição do Mato Dentro","Parcela 30 para os estudos do EIA do Mineroduto Morro do Pilar/MG - Linhares/ES.","-43.263889","-19.198056","-43.263889","-19.198056",NA,NA,"em fragmento de mata no topo do morro com cerca de 6 m de altura. Folhas densamente pilosas na face abaxial. Frutos enegrecidos.","ALCB066788","ALCB066788","2012","12",NA,"Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 10:06:54-03","NBC","NL-BOTANY","L.2527182","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","calumbaensis","Myrcia calumbaensis","Kiaersk.",NA,"Reitz R; Klein RM",NA,"1960","05","13","Brazil",NA,NA,"Plantas de Santa Catarina, Sanga da Areia, Sombrio.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2527182 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2527182","NL-L2527182",NA,NA,NA,NA,"Myrtales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:14:56-03","ESALQ","ESA","9060","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","Kuntz, J.","Scaramuzza, C.A.M. ; Souza, V.C.","237.0","1989","05","13","Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,"ESA009060","ESA009060","2011",NA,NA,"Magnoliophyta",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA
"27","2021-01-14 15:32:11-03","MN","R","150735","PreservedSpecimen","Plantae","Myrtaceae","Aulomyrcia","pubiflora","Aulomyrcia pubiflora","(DC.) O. Berg",NA,"Freire Allemão, F. 652; Cysneiros, M.",NA,"1859","10","20","Brasil","Ceará","Boa Viagem","Ibuaçu","-39.7322006225586","-5.12750005722046",NA,NA,NA,NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará","R010054303","R010054303_001",NA,NA,NA,NA,NA,NA,NA,"47860","auto",NA,NA,NA,NA,NA,NA,NA
"28","2020-12-20 21:18:39-03","UFV","VIC","18193","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.",NA,"Ana Luíza","s.n.","1995","08","24","Brasil","Bahia",NA,"FLONA Rio Preto",NA,NA,NA,NA,NA,NA,"Altura de 14 m, P 13 n°118","VIC018193","VIC018193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-20 21:18:39-03","UFV","VIC","15351","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.",NA,"Mota, A.L.P.; et al.","825",NA,NA,NA,"Brasil","Minas Gerais","Araguari","Flora do Vale do Rio Araguari","-48.187198638916","-18.6471996307373",NA,NA,NA,NA,NA,"VIC015351","VIC015351",NA,NA,NA,NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA
"30","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055474","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","M. Sobral, 1990.","G. Hatschbach; M. Hatschbach, J.T. Motta","63330","1995","8","11","Brazil","Bahia",NA,"Acuripe (Mun. Ilheus).","-39.034401","-14.797177",NA,NA,NA,NA,"Arbusto, 3m.",NA,NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-11-21 14:40:24-03","UFJF","CESJ","38065","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","M. Sobral","L.C.S. Assis; et al.","s.n.","2002","06","29","Brasil","Minas Gerais","Barroso",NA,"-43.9757995605469","-21.1868991851807",NA,NA,NA,NA,NA,"CESJ038065",NA,"2003",NA,NA,"Angiosperma",NA,"América do Sul",NA,"7934","auto",NA,NA,NA,NA,NA,NA,NA
"32","2019-11-21 14:40:24-03","UFJF","CESJ","34203","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","M. Sobral","R.M. Castro; F.R.G. Salimena; P.H.; Nobre","332","2001","05","19","Brasil","Minas Gerais","Ibitipoca",NA,NA,NA,NA,NA,NA,NA,NA,"CESJ034203",NA,"2004",NA,NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-11-21 14:40:24-03","UFJF","CESJ","38084","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","M. Sobral","L.C.S. Assis; M.S. Magalhães; G.E.P.Silva","534","2002","07","20","Brasil","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,NA,NA,NA,"Arvoreta ca. 2 m na borda da mata, folhas discolores, flores em tons de amarelo e alaranjado. Frequente.","CESJ038084",NA,"2003",NA,NA,"Angiosperma",NA,"América do Sul",NA,"7934","auto",NA,NA,NA,NA,NA,NA,NA
"34","2019-11-21 14:40:24-03","UFJF","CESJ","39109","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","M.F. Santos","A.M. Oliveira; J.R. Stehmann; P.L. Viana","81","2002","06","28","Brasil","Minas Gerais","Itabira","Corrêa/ CVRD","-43.2268981933594","-19.6191997528076",NA,NA,NA,NA,NA,"CESJ039109",NA,"2010","11",NA,"Angiosperma",NA,"América do Sul",NA,"33779","auto",NA,NA,NA,NA,NA,NA,NA
"35","2019-11-21 14:40:24-03","UFJF","CESJ","26853","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","M. Sobral","R.C. Oliveira","218","1993","07","05","Brasil","Minas Gerais","Lima Duarte","Próximo à caichoeira das Andorinhas","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"Arbusto bastante lenhoso, no barranco, em áreas de campo rupestre.","CESJ026853",NA,"2003",NA,NA,"Angiosperma",NA,"América do Sul",NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA
"36","2019-11-27 13:50:52-03","UFS","ASE","16072","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","Proença, C","Santos, V; Melo, DS; Souza, CAS; Pereira, TC; Menezes, IRN; Silva-Santos, LA","25","2010","05","13","Brasil","Sergipe","Japaratuba","Mata da Sambaíba","-36.94","-10.593333","-36.94","-10.593333",NA,NA,"Planta com frutos imaturos.; Planta com frutos imaturos.; Área de restinga.","ASE0022781","ASE0022781","2011","07",NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-11-27 13:50:52-03","UFS","ASE","19081","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","Proença, C","Gomes, LA; Santos, E","22","2010","11","23","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Interior da mata. Fonte do boi. Solo arenoso.","-37.419444","-11.384722","-37.419444","-11.384722",NA,NA,"Árvore, ca. de 8m de altura. Flor creme.; Árvore, ca. de 8m de altura. Flor creme.; Mata Atlântica.","ASE0026390","ASE0026390 ASE0026390_2","2011","12",NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-27 13:50:52-03","UFS","ASE","19182","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","Proença, C","Farinaccio, MA; Rodrigues, LC; Vale, CO; Menezes, AA; Barbosa, JIS","768","2010","12","02","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, Área aberta da Mata do Crasto.","-37.425861","-11.385528","-37.425861","-11.385528",NA,NA,"Arvoreta, ca. 3m de alt. Flores cremes.; Arvoreta, ca. 3m de alt. Flores cremes.; Mata Atlântica.","ASE0025555","ASE0025555 ASE0025555_1","2011","07",NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-27 13:50:52-03","UFS","ASE","19206","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","Proença, C","Farinaccio, MA; Rodrigues, LC; Vale, CO; Menezes, AA; Barbosa, JIS","792","2010","12","02","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, &nf;Área aberta da Mata do Crasto.","-37.425861","-11.385528","-37.425861","-11.385528",NA,NA,"Árvore, ca. de 5 m alt. Flores cremes.; Árvore, ca. de 5 m alt. Flores cremes.; Mata Atlântica.","ASE0025573","ASE0025573 ASE0025573_2","2011",NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-27 13:50:52-03","UFS","ASE","39723","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","Silva, FO","Silva, FO; Fabricante, JR","242","2018","01","24","Brasil","Sergipe","Areia Branca","PARNA Serra de Itabaiana, Ambiente de borda com solos organicos, alta luminosidade.","-37.2116","-10.4549","-37.2116","-10.4549",NA,NA,"Arbórea - aprox. 3 m de altura. Inflorescência panícula com flores de coloração alva. Folhas opostas de coloração verdes claro na face abaxial e verde escura na face adaxial, forma obtusa, folhas jovens apresentam pilosidade. Caule ci","ASE0041245",NA,"2018","02","15","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-27 13:50:52-03","UFS","ASE","28086","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","Proença, CEB","Proença, CEB; Landim, M","4067","2012","03","13","Brasil","Sergipe","Estância","Praia do Abais, Na SE-218 sentido Praia do Abaís , logo após o entrocamento da Linha verde , ca. 5km antes da Praia do Abaís , do lado direito . Interior da Mata de Restinga , cercada por área brejosa com Ludwigia , Philodendron e samambaias.","-37.270556","-11.266389","-37.270556","-11.266389",NA,NA,"Árvore 4,5m x 20cm DAP. Frutos imaturos verde esbranquiçados. Frutificação abundante.; Restinga arbustiva de areia branca com Vellozia.","ASE0032198","ASE0032198",NA,NA,NA,"Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-01 16:36:35-03","UNICAMP","UEC","149426","S","Plantae","Myrtaceae","Myrcia","calumbaensis","Myrcia calumbaensis","Kiaersk.","Sobral, M","Urbanetz, C","423","2008",NA,NA,"Brazil","São Paulo","Cananéia","Km 31 da rodovia SP-226, Estrada de terra para o mar de dentro.","-47.904444","-24.911111","-47.904444","-24.911111",NA,NA,"Árvore de 7m de altura.; Floresta alta de restinga.","UEC033792","UEC033792",NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-01 16:36:44-03","UNICAMP","UEC","136080","S","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","A.DC.","Rosa, PO","Simões, AO; Singer, RB; Matsumoto, K; Belinello, R","377","1998","11","10","Brazil","Minas Gerais","Carrancas","Cruz das almas, caminho para a propriedade do Sr. João Galdêncio.","-44.6425018310547","-21.4874992370605",NA,NA,NA,NA,"Arbusto, cerca de 50 cm, botões brancos. Em afloramento.","UEC104527","UEC104527","2008","06",NA,"Magnoliopsida",NA,NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-01 16:36:44-03","UNICAMP","UEC","151234","S","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","A.DC.",NA,"Torres, RB; Figueiredo, N","451","1988","06","16","Brazil","São Paulo","Buri","Estação Experimental do Instituto Florestal.","-48.5900001525879","-23.7900009155273",NA,NA,NA,NA,"Árvore 6m. Flores brancas.; Mata Estacional Semidecídua degradada.","UEC063699","UEC063699",NA,NA,NA,"Magnoliopsida",NA,NA,NA,"28249","auto",NA,NA,NA,NA,NA,NA,NA
"45","2019-11-19 14:08:34-03","UFRPE","PEUFR","38867","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.",NA,"França.F.; E. Melo","1155","1995","03","25","Brasil","Bahia","Feira de Santana",NA,"-38.9667015075684","-12.2666997909546",NA,NA,NA,NA,NA,"PEUFR038867",NA,NA,NA,NA,NA,NA,NA,NA,"46325","auto",NA,NA,NA,NA,NA,NA,NA
"46","2020-04-22 16:22:27-03","UFPB","JPB","50369","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","pubiflora","Myrcia pubiflora","DC.","Proença, C","Farinaccio, MA; Rodrigues, LC; Vale, CO; Menezes, AA; Barbosa, JIS","792","2010","12","02","Brasil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto, &nf;Área aberta da Mata do Crasto.","-37.448299407959","-11.3507995605469",NA,NA,NA,NA,"; HABITAT: Mata Atlântica.; DESC: Árvore, ca. de 5 m alt. Flores cremes.","JPB0050369",NA,"2011",NA,NA,"Angiosperma","Dicotyledon","Southern America",NA,"26417","auto",NA,NA,NA,NA,NA,NA,NA
