"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","yearIdentified","monthIdentified","dayIdentified","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","typeStatus","individualCount"
"11","2021-01-14 15:25:46-03","MN","R","109127","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","interior","Bromelia interior","L.B. Sm.","Hoehne, F.C.","3541","1911","03",NA,NA,"Brasil","Mato Grosso","Cuiabá","Coxipó da Ponte.","-56.0966987609863","-15.5960998535156",NA,NA,NA,"R010005381","R010005381","Costa, A.",NA,NA,NA,NA,"1997","02","05",NA,"74875","auto",NA,NA,NA
"12","2021-01-14 15:25:46-03","MN","R","189319","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","interior","Bromelia interior","L.B. Sm.","Silva, J.G. 1788; Costa, J.A.F. 1369",NA,NA,NA,NA,NA,"Brasil","Goiás","Colinas do Sul","Próximo ao rio Barragem, afluente do rio Tocantins","-48.0783004760742","-14.1513996124268",NA,NA,NA,"R010005382","R010005382 R010005382_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,"58154","auto",NA,NA,NA
"13","2021-04-05 09:18:09-03","UFPI","TEPB","25336","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","interior","Bromelia interior","L. B. Sm.","R. BARROS","3321","2008","11","18",NA,"Brasil","Piauí","Elesbão Veloso","Fazenda Santa Teresa","-42.346667","-5.423611",NA,NA,"Erva de 70cm, muito frequente, flor lilás, solo arenoso Ambiente: Cerrado",NA,NA,"M. G. L. Wanderley",NA,"42°20'48W","05°25'25S",NA,"2016","05","30",NA,NA,NA,NA,NA,NA
"14","2021-04-02 02:00:07-03","UFPI","TEPB","11022","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","interior","Bromelia interior","L.B. Sm.","A. R. FRANÇA",NA,"1999","10","17",NA,"Brasil","Piauí","Amarante","Margem do rio Amarante","-42.8546981811523","-6.24110984802246",NA,NA,"Erva; comportamento independente; flor rósea com lilás, frequente; substrato areno pedregoso Ambiente: Cerrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"54144","auto",NA,NA,NA
"15","2021-04-02 02:00:07-03","UFPI","TEPB","11028","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","interior","Bromelia interior","L.B. Sm.","A. R. FRANÇA",NA,"1999","10","15",NA,"Brasil","Piauí","Canto do Buriti",NA,"-42.9444007873535","-8.10999965667725",NA,NA,"Flor lilás; bráctea rosas; frequente; substrato arenoso Ambiente: Cerrado <ll>dwc_commonname:</ll> Caroá",NA,NA,"G. Arrais",NA,NA,NA,NA,"1999","10","13",NA,"120640","auto",NA,NA,NA
"16","2021-04-02 02:00:07-03","UFPI","TEPB","11029","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","interior","Bromelia interior","L.B. Sm.","A. R. FRANÇA",NA,"1999","10","15",NA,"Brasil","Piauí","Floriano","Margem da estrada","-43.0224990844727","-6.76694011688232",NA,NA,"Erva; flor lilás; frequente; solo areno- pedregoso Ambiente: Cerrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78338","auto",NA,NA,NA
"17","2021-04-04 13:43:09-03","UFPI","TEPB","11030","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","interior","Bromelia interior","L.B. Sm.","A. R. FRANÇA",NA,"1999","10","15",NA,"Brasil","Piauí","Floriano","Margem da estrada","-43.0224990844727","-6.76694011688232",NA,NA,"Erva; flor lilás; frequente; comportamento independente; substrato arenopregoso Ambiente: Cerrado",NA,NA,"J.E. de Paula",NA,NA,NA,NA,"1987","10","01",NA,"78338","auto",NA,NA,NA
"18","2021-04-07 11:41:58-03","UFMS","CGMS","48573","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","interior","Bromelia interior","L.B.Sm.","G. Hatschbach; A. Pott; V.J. Pott; E. Barbosa",NA,"1995","10","19",NA,"Brasil","Mato Grosso","Campo Verde","Rodovia Jaciara a chapada dos Guimarães, 10km oeste de Campo Verde.","-55.1688995361328","-15.5466995239258",NA,NA,"Flor rosada com o ápice alvescente. Brácteas rosadas.","CGMS1078470",NA,"M.C. Leme",NA,NA,NA,NA,"2000",NA,NA,NA,"92328","auto",NA,NA,NA
"19","2019-08-20 09:59:09-03","UNICAMP","UEC","36569","S","Plantae","Liliopsida",NA,"Bromeliaceae","Bromelia","interior","Bromelia interior","L.B.Sm.","Hutchison, PC","8502","1983",NA,NA,NA,"Brazil","Goiás","Estância","BT 158. Riacho no fundo de um canion. Se",NA,NA,NA,NA,"flor, Terrestre, heliófila, brácteas totalmente vermelhas quando em flor, flores róseas, pétalas eretas.","UEC075979","UEC075979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-08-20 09:59:09-03","UNICAMP","UEC","50129","S","Plantae","Liliopsida",NA,"Bromeliaceae","Bromelia","interior","Bromelia interior","L.B.Sm.","Hutchison, PC","8501","1983","09",NA,NA,"Brazil","Goiás","Jataí","16,8km de Jataí em direção a Caiapônia (","-51.7144012451172","-17.8813991546631","830",NA,"Muito frágil, brotos nevados com pelos brancos antes das flores, brácteas vermelhas, pequenas formações à beira da estrada, pleno sol.","UEC075983","UEC075983","Louzada, RB","830",NA,NA,NA,"2008","08","20",NA,"75073","auto",NA,NA,NA
"21","2020-12-21 16:19:23-03","MBM","MBM","62832","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","interior","Bromelia interior","L.B.Sm.","Oliveira, P.I.","10","1979","09","06","Southern America","Brazil","Mato Grosso do Sul","Rio Brilhante","Posto Zuzu","-54.5463981628418","-21.8019008636475",NA,NA,"Terrícola","MBM062832","MBM062832","Leme, E.M.C.",NA,NA,NA,NA,NA,NA,NA,NA,"65544","auto",NA,NA,NA
"22","2020-12-21 16:19:23-03","MBM","MBM","29676","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","interior","Bromelia interior","L.B.Sm.","Castellanos; Strang; Strang","22472","1959","09","11","Southern America","Brazil","Mato Grosso","Pantanal do Rio Negro","Fazenda Barra Mansa",NA,NA,NA,NA,"Terrícola","MBM029676","MBM029676",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:19:23-03","MBM","MBM","184940","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","interior","Bromelia interior","L.B.Sm.","Hatschbach, G.; Pott, A.; Barboza, E.; Pott, A.; Barboza, E.","63534","1995","10","19","Southern America","Brazil","Mato Grosso","Campo Verde","Rodovia Jaciara a Chapada dos Guimarães, 10km O de Campo Verde","-55.1688995361328","-15.5466995239258",NA,NA,NA,"MBM184940","MBM184940","Leme, E.M.C.",NA,NA,NA,NA,NA,NA,NA,NA,"92328","auto",NA,NA,NA
"24","2015-10-27 19:44:50-02","MNHN","RECOLNAT_MNHN_P","P01678054","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Bromelia","interior","Bromelia interior","L.B.Sm.","Argent, G.|Ramos, J.|Richards, P.W.|Souza, R.",NA,"1967","10","13",NA,"Brasil","Mato Grosso",NA,"State of Mato Grosso, Xavantina. Mato Grosso, Centro-oeste, Brasil, América do Sul","-52.23333","-14.63333",NA,"hb","Central Brazilian Plateau. Royal Society/ Royal Geographical Society Expedition 1967-1969. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01678054' target='other'> <mi>dwc_moreinfo</mi></a>","P01678054","P01678054_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6751",NA,NA
"25","2015-08-10 05:49:00-03","MO","MOBOT","2946797","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","interior","Bromelia interior","L.B. Sm.","Amaro Macedo","Macedo 3260","1951","7","6","South America","Brazil","Goiás",NA,"Mun. Goias. Quintas.",NA,NA,NA,NA,NA,NA,NA,"L.B. Smith (US)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA
"26","2020-08-31 09:20:16-03","INPA","INPA","42332","S","Plantae","Monocotyledon","Poales","Bromeliaceae","Bromelia","interior","Bromelia interior","L.B.Sm.","Prance, GT","18853","1973","10","12","Southern America","Brasil","Goiás",NA,"Cachoeira Furada, Reserva Buriti, Chapada dos Guimarães, just above Cachoeira Furada, Reserva Buriti. Cerrado.","-55.814742","-15.45169","720",NA,NA,"INPA0042332","INPA0042332 INPA0042332_e","Smith, LB","720","-55.814742","-15.45169",NA,"1976",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-08-31 09:20:16-03","INPA","INPA","105545","S","Plantae","Monocotyledon","Poales","Bromeliaceae","Bromelia","interior","Bromelia interior","L.B.Sm.","Jansen, A","436","1980","06","02","Southern America","Brasil","Amazonas",NA,NA,"-63.166667","-7.516667",NA,NA,NA,"INPA0105545",NA,NA,NA,"-63.166667","-7.516667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-02-04 10:26:52-03","UFRPE","HST","11015","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","interior","Bromelia interior","L.B.Sm.","A.M.Miranda; et al.","3998","2002","05","25",NA,"Brasil","Bahia","Remanso","Prata Pajaú","-42.0814018249512","-9.62166976928711",NA,NA,"Terrestre; formando populações.","HST011015",NA,"G.M.Souza",NA,NA,NA,NA,"2002","07","29",NA,"75033","auto",NA,NA,NA
"29","2020-09-12 05:00:02-03","US","US","3187002","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Bromelia","interior","Bromelia interior","L.B. Sm.","P. C. Hutchison & L. Gurken","8501",NA,NA,NA,"South America - Neotropics","Brazil","Goiás",NA,"Km 282, 10 Km to Jatai.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"30","2020-09-12 05:00:02-03","US","US","2046592","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Bromelia","interior","Bromelia interior","L.B. Sm.","A. Macedo","3260","1951","8","6","South America - Neotropics","Brazil","Goiás","Goiás","Quintas","-50.1403007507324","-15.9343996047974",NA,NA,NA,"US00088581","US00088581_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,"63502","auto",NA,"Holotype","1"
"31","2020-09-12 05:00:02-03","US","US","2755816","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Bromelia","interior","Bromelia interior","L.B. Sm.","A. Macedo","4841","1956","10","24","South America - Neotropics","Brazil","Minas Gerais",NA,"Mun. Ituiutaba.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"32","2020-09-12 05:00:02-03","US","US","2967694","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Bromelia","interior","Bromelia interior","L.B. Sm.","A. P. Duarte & A. Mattos","8215/615","1964","7","20","South America - Neotropics","Brazil","Minas Gerais",NA,"Goiás Velha, Serra Dourada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"33","2020-09-12 05:00:02-03","US","US","3187003","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Bromelia","interior","Bromelia interior","L.B. Sm.","P. C. Hutchison & L. Gurken","8501",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"34","2020-09-12 05:00:02-03","US","US","2776367","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Bromelia","interior","Bromelia interior","L.B. Sm.","G. T. Prance, E. Lleras & D. F. Coêlho","18853","1973","10","12","South America - Neotropics","Brazil","Mato Grosso",NA,"Brazilian Amazonia. Chapada dos Guimarães, just above Cachoeira Furada, Reserva Buriti. Cerrado.",NA,NA,"720",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"35","2020-09-12 05:00:02-03","US","US","3324647","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Bromelia","interior","Bromelia interior","L.B. Sm.","A. L. Brochado","155","1991","1","14","South America - Neotropics","Brazil","Goiás",NA,"Parque Nacioanl das Emas. Campo Cerrado, área queimada em Agosto de 1990.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"36","2020-09-12 05:00:02-03","US","US","2755817","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Bromelia","interior","Bromelia interior","L.B. Sm.","A. Macedo","4841",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"37","2020-09-12 05:00:02-03","US","US","2592241A","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Bromelia","interior","Bromelia interior","L.B. Sm.","G. Hatschbach","24990","1970","10","21","South America - Neotropics","Brazil","Mato Grosso",NA,"Pôrto XV (mun. Bataguaçu). Capão de mata do campo de inundaçao do do rio Paraná.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1"
"38","2020-09-02 16:22:25-03","Cenargen","CEN","91690","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","interior","Bromelia interior","L.B.Sm.","Gustavo Martinelli","16755","2010","11","30",NA,"Brasil","MS","CORUMBA","Serra do Amolar, RPPN Penha, morraria atrás das ruínas do Hotel do Penha.","-57.488888","-17.995555",NA,"Exsicatas","Saxícola, ciófila; folhas verdes discolores, bainhas castanhas; infl. c/ brácteas avermelhadas na metade inferior e verde na superior; frutos imaturos de cor verde; em cultivo RB. Doação Jardim Botânico do Rio de Janeiro - RB 450430.","CEN00091690","CEN00091690","G. Martinelli",NA,"-57.488888","-17.995555",NA,"2015","04",NA,NA,NA,NA,NA,NA,"1"
"39","2019-11-13 11:17:07-03","USP","SPF","227946","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","interior","Bromelia interior","L.B.Sm.","Silva, BR","1178","2003","11","29",NA,"Brasil","Goiás","Mossâmedes",NA,"-50.184722","-16.090833","837",NA,NA,"SPF00227946",NA,"Monteiro, RF","837","-50.184722","-16.090833",NA,"2008","07",NA,NA,NA,NA,NA,NA,NA
"40","2019-11-01 15:13:18-03","UnB","UB","37703","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Bromeliaceae","Bromelia","interior","Bromelia interior","L.B. Sm.","Argent, GCG","6751","1967","10","13","Southern America","Brasil","Mato Grosso",NA,"Base Camp, 6km ao S de Base Camp","-51.766667","-12.816667",NA,NA,NA,"UB0002637","UB0002637","Smith, LB",NA,"-51.766667","-12.816667",NA,"1983","04",NA,NA,NA,NA,NA,NA,NA
"41","2019-11-01 15:13:18-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Bromeliaceae","Bromelia","interior","Bromelia interior","L.B. Sm.","Pires, JM","56729","1963","08","18","Southern America","Brasil","Rondônia","Porto Velho","Cachoeira Samuel","-63.9039001464844","-8.76194000244141",NA,NA,"Flowers pale purple. Frequent; On rocks (granit)","UB0002633","UB0002633","Smith, LB",NA,NA,NA,NA,"1983",NA,NA,NA,"333357","auto",NA,NA,NA
"42","2019-11-01 15:13:18-03","UnB","UB","37700","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Bromeliaceae","Bromelia","interior","Bromelia interior","L.B. Sm.","Duarte, AP","8215","1964","07","20","Southern America","Brasil","Goiás","Goiás","Goiás","-50.1403","-15.9344",NA,NA,NA,"UB0002626","UB0002626","Monteiro, RF",NA,"-50.1403","-15.9344",NA,"2011","11","28",NA,NA,NA,NA,NA,NA
"43","2019-11-01 15:13:18-03","UnB","UB","37704","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Bromeliaceae","Bromelia","interior","Bromelia interior","L.B. Sm.","Ratter, JA","2275","1972","08","26","Southern America","Brasil","Mato Grosso",NA,"80km ao N de barra do Garças",NA,NA,NA,NA,NA,"UB0002635","UB0002635","Smith, LB",NA,NA,NA,NA,"1983","05",NA,NA,NA,NA,NA,NA,NA
"44","2020-09-30 10:53:45-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Bromeliaceae","Bromelia","interior","Bromelia interior","L.B. Sm.","Gabriel, CS","IFN-148013563.1","2018","08","27","Southern America","Brasil","Mato Grosso","Cocalinho",NA,"-51.3","-13.86",NA,NA,"Conglomerado MT-1480. Subunidade 3. Subparcela 10. Indivíduo 1. F9; Bambu; solo arenoso, formação florestal característico de pantanal",NA,NA,"Moura, RL",NA,"-51.3","-13.86",NA,"2020","01","13",NA,NA,NA,NA,NA,NA
"45","2019-11-01 15:13:18-03","UnB","UB","37705","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Bromeliaceae","Bromelia","interior","Bromelia interior","L.B. Sm.","Souza, R","10421","1968","10","02","Southern America","Brasil","Mato Grosso",NA,"Base Camp, 12km ao S de Base Camp","-51.766667","-12.816667",NA,NA,NA,"UB0002627","UB0002627","Smith, LB",NA,"-51.766667","-12.816667",NA,"1983","05",NA,NA,NA,NA,NA,NA,NA
"46","2019-11-01 15:13:18-03","UnB","UB","37702","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Bromeliaceae","Bromelia","interior","Bromelia interior","L.B. Sm.","Harley, RM","10854","1968","10","26","Southern America","Brasil","Mato Grosso",NA,"Base Camp, 5km ao S de Base Camp","-51.766667","-12.816667",NA,NA,NA,"UB0002631","UB0002631","Incógnito",NA,"-51.766667","-12.816667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-11-01 15:13:18-03","UnB","UB","37706","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Bromeliaceae","Bromelia","interior","Bromelia interior","L.B. Sm.","Harley, RM","10854","1968","10","26","Southern America","Brasil","Mato Grosso",NA,"Base Camp, 5km ao S de Base Camp","-51.766667","-12.816667",NA,NA,NA,"UB0002629","UB0002629","Smith, LB",NA,"-51.766667","-12.816667",NA,"1983","05",NA,NA,NA,NA,NA,NA,NA
"48","2019-11-01 15:13:18-03","UnB","UB","172427","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Bromeliaceae","Bromelia","interior","Bromelia interior","L.B. Sm.","Cardoso Silva, F; Gifford, D","398","1979","06","26","Southern America","Brasil","Goiás","Santa Isabel","Ilha do Bananal, Parque Nacional do Araguaia","-49.426700592041","-15.2981004714966",NA,NA,"Flores amarelas.; Próximo a cerradão, na região baixa do morro","UB0031293","UB0031293","Smith, LB",NA,NA,NA,NA,"1983","05",NA,NA,"36732","auto",NA,NA,NA
"49","2021-03-05 16:09:36-03","MN","R-TIPOS","4807","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","interior","Bromelia interior","L.B. Sm.","Kuhlmann, J.G.","86","1914","10",NA,NA,"Brasil","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,"R000004807","R000004807_001","Smith, L.B.",NA,NA,NA,NA,"1964","10","01",NA,NA,NA,NA,"Paratypus",NA
"50","2021-03-05 16:09:36-03","MN","R-TIPOS","4806","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Bromelia","interior","Bromelia interior","L.B. Sm.","Hoehne, F.C.","4518","1911","03",NA,NA,"Brasil","Mato Grosso","Cuiabá","Coxipó da Ponte","-56.0966987609863","-15.5960998535156",NA,NA,NA,"R000004806","R000004806_001","Smith, L.B.",NA,NA,NA,NA,"1964","10","01",NA,"74875","auto",NA,"Paratypus",NA
"51","2019-11-21 10:02:34-03","IBt","SP","335433","S","Plantae",NA,NA,"Bromeliaceae","Bromelia","interior","Bromelia interior","L.B.Sm.","Mendonça, RC; et al.","3944","1999","03","21",NA,"Brasil","Tocantins","Lagoa da Confusão","Parque Nacional do Araguaia, Ilha do Bananal. Cerca de 2,2km da sede do IBAMA.","-50.499444","-10.451389","260",NA,NA,"SP051343","SP051343","Sousa, GM","260","-50.499444","-10.451389",NA,"1999","10",NA,NA,NA,NA,NA,NA,NA
"52","2020-12-03 09:40:44-03","IBt","SP","295200","S","Plantae",NA,NA,"Bromeliaceae","Bromelia","interior","Bromelia interior","L.B.Sm.","Tozzi, AMGA; Santos, LB","s.n.","1994","11","10",NA,"Brasil","São Paulo","Altinópolis",NA,"-47.627778","-21.044444",NA,NA,NA,"SP051339","SP051339","Louzada, RB",NA,"-47.627778","-21.044444",NA,"2007","07","13",NA,NA,NA,NA,NA,NA
"53","2019-11-21 10:02:34-03","IBt","SP","327418","S","Plantae",NA,NA,"Bromeliaceae","Bromelia","interior","Bromelia interior","L.B.Sm.","Mendonça, RC; Nunes, G; Fonseca, ML","3130","1997","10","03",NA,"Brasil","Goiás","Niquelândia","Área da Filipa.","-48.395278","-14.578056","655",NA,NA,"SP051342","SP051342","Wanderley, MGL","655","-48.395278","-14.578056",NA,"1998","10","09",NA,NA,NA,NA,NA,NA
