"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","phylum","order","infraspecificEpithet","typeStatus","continentOcean","preparationType","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem"
"199","2019-11-13 11:27:33-03","USP","SPF","13925","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Hoehne, W","Hoehne, W","s.n.","1951","10","25","Brasil","São Paulo","Jales",NA,"-50.5400009155273","-20.2600002288818",NA,NA,NA,NA,"SPF00013925",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16486","auto",NA,NA,NA,NA
"200","2019-11-13 11:27:33-03","USP","SPF","82096","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Yamamoto, K","Kuhlmann, M","3073","1954","09","01","Brasil","São Paulo","São Carlos",NA,"-47.8899993896484","-22.0100002288818",NA,NA,NA,NA,"SPF00082096",NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,"45913","auto",NA,NA,NA,NA
"201","2021-03-25 13:53:01-03","UNIVILLE","JOI","17349","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","882","2017","07","27","Brasil","Santa Catarina","Rio dos Cedros","Interior da U.A.","-49.32","-26.55","49º19'12''W","26º33'0''S","893","893","JOI017349","JOI017349","2017","07","27","Flor amarela Habito: Árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2021-03-25 13:53:01-03","UNIVILLE","JOI","16485","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Oliveira, A.A.","Cadorin, T.J.","2933","2010","07","06","Brasil","Santa Catarina","Joinville","Cubatão.","-48.8456001281738","-26.3043994903564",NA,NA,"116","116","JOI016485","JOI016485","2011","01","21","Herbário Dr. Roberto Miguel Klein - FURB - 27946; HABITAT: interior do fragmento; HABITO: arvoreta; TIPO VEGETACIONAL: Floresta Ombrófila Densa",NA,NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA
"203","2021-03-25 13:53:01-03","UNIVILLE","JOI","14817","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.",NA,"Melo-Júnior, J.C.F.","1161",NA,NA,NA,"Brasil","Santa Catarina","São Francisco do Sul","Parque do Acaraí.","-48.6380996704102","-26.2432994842529",NA,NA,NA,NA,"JOI014817","JOI014817",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23627","auto",NA,NA,NA,NA
"204","2019-10-07 09:32:17-03","UEFS","HUEFS","75231","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.",NA,"Nestor, J.",NA,"1942","10","05","Brasil","Minas Gerais","Belo Horizonte","Estação Experimental","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"HUEFS0075231","HUEFS0075231",NA,NA,NA,NA,"Angiospermae","Malpighiales",NA,NA,NA,NA,"17082","auto","Rosanae",NA,NA,NA
"205","2019-10-07 09:32:17-03","UEFS","HUEFS","121193","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","L.C.Marinho","Neves, M.L.C.","9","2003","11","15","Brasil","Bahia","Santa Terezinha","Serra da Jibóia.","-39.476944","-12.869722","39W28'37''","12S52'11''",NA,NA,"HUEFS0121193","HUEFS0121193","2015","12",NA,"Mata.","Angiospermae","Malpighiales",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA
"206","2017-09-29 16:27:15-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia",NA,"M. L. Kawasaki : Field Museum of Natural History","B. Mostacedo","71","1991","5","16","Bolivia","Santa Cruz",NA,NA,"-61.5","-17.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,"South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"207","2019-01-23 11:30:04-02","F","FMNH-SEEDPLANTS","V0092146F","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia latifolia",NA,NA,"J. S. Blanchet","3563","1842",NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0092146F","V0092146F_01",NA,NA,NA,NA,"Spermatophyta",NA,"latifolia","Isotype","South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"208","2019-01-23 11:30:04-02","F","FMNH-SEEDPLANTS","V0092147F","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia latifolia",NA,NA,"J. S. Blanchet","3563","1842",NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0092147F","V0092147F_01",NA,NA,NA,NA,"Spermatophyta",NA,"latifolia","Isotype","South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"209","2019-01-23 11:30:04-02","F","FMNH-SEEDPLANTS","V0092146F","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia latifolia",NA,NA,"J. S. Blanchet","3563","1842",NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0092146F","V0092146F_01",NA,NA,NA,NA,"Spermatophyta",NA,"latifolia","Isotype","South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"210","2019-01-23 11:30:04-02","F","FMNH-SEEDPLANTS","V0092147F","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia latifolia",NA,NA,"J. S. Blanchet","3563","1842",NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0092147F","V0092147F_01",NA,NA,NA,NA,"Spermatophyta",NA,"latifolia","Isotype","South America",NA,NA,NA,"Dicotyledoneae",NA,NA,NA
"211","2020-04-29 16:30:17-03","UFVJM","HDJF","5305","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.","Moreira, SN","Moreira, SN; Pereira, E","1811","2016","01","11","Brasil","Minas Gerais","Conceição do Mato Dentro","Cava Sul - Anglo American","-43.421136","-18.912116","-43.421136","-18.912116","716","716","HDJF005305","HDJF005305_01","2016","01",NA,NA,"Dicotyledoneae",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"212","2020-07-23 12:16:52-03","CEPLAC","CEPEC","75156","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia",NA,"F. O. Silva","A. A. Conceição","2469","1996","03","16","Brasil","Bahia","MORRO DO CHAPÉU","Fazenda Sta. Maria.","-41.141944","-11.761667","41W8'31","11S45'42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13/05/2014"
"213","2019-11-13 16:04:56-03","UNISANTA","HUSC","10149","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Salvador, G.S.","Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.","1391","1993","10","07","Brasil","São Paulo","Itirapina","Rodovia Washington Luiz","-47.8199996948242","-22.25",NA,NA,NA,NA,NA,NA,"2005","11",NA,"Arvoreta, 3m alt., subosque, floração, sadia, tronco liso, sem látex, flor amarela, fruto ausente; Mata de brejo","Magnoliophyta",NA,NA,NA,NA,NA,"22843","auto",NA,NA,NA,NA
"214","2020-11-04 17:30:08-03","UEM","HUEM","5938","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Salvador, GS","Barreto, KD; Fernandes, GD; F.X. Vitti","1391","1993","10","07","Brasil","São Paulo","Itirapina","Rodovia Washington Luiz, Mata de Brejo","-47.787778","-23.593611","-47.787778","-23.593611",NA,NA,"HUEM000009345","HUEM000009345","2005","11",NA,"Arvoreta 3 m de altura; subosque; floração sadia; tronco liso, sem látex; flor amarela; fruto ausente",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2020-11-04 17:30:08-03","UEM","HUEM","20228","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","J.M.Garcia","J.M.Garcia; Almeida, CG; Rosa, GS; K.Kawakita; L.M.Garcia; Rodrigues, S","134","2011","04","13","Brasil","Mato Grosso do Sul","Batayporã","rio Samambaia, margem esquerda","-53.156","-22.47925","-53.156","-22.47925","242","242","HUEM000024110",NA,"2011","11",NA,"Arbórea, cerca de 3m de altura; botões florais coloração amarela, pétalas coloração amarela; frutos imaturos coloração verde e maturos coloração preta; área alagada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2019-09-06 20:07:16-03","UEM","HUEM","10994","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","G.S. Salvador","W. Maschio","224","1997","10","28","Brasil","Paraná","Bocaiúva do Sul",NA,"-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,"HUEM000009346","HUEM000009346","2005","11",NA,"Flores amarelas, solo pedregoso, encosta de morro.",NA,NA,NA,NA,NA,NA,"61623","auto",NA,NA,NA,NA
"217","2019-11-01 15:07:14-03","UnB","UB","145623","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.","Chacon, RG","Taxonomy Class of Universidade de Brasília","1295","1998","09","05","Brasil","Distrito Federal","Brasília","Centro Olímpico da Universidade de Brasília","-47.866667","-15.883333","-47.866667","-15.883333","1012","1012",NA,NA,"2003","10","10","Arbusto 0,4m. Flor amarela.; Cerrado perturbado. Solo arenoso, vermelho","Dicotyledoneae",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"218","2019-11-01 15:07:14-03","UnB","UB","27563","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.","Chacon, RG","Silva, PEN","18","1988","10","21","Brasil","Distrito Federal","Brasília","Córrego do Gama","-47.953611","-15.950556","-47.953611","-15.950556",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"219","2019-11-01 15:07:14-03","UnB","UB","145514","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.","Chacon, RG","Ratter, JA; Fonseca, SG; Fonseca Filho, J; Ribeiro, JF; Silva, JCS","3843","1976","10","26","Brasil","Distrito Federal","Brasília","Fazenda Água Limpa (Universidade of Brasília field station), near Vargem Bonita, ca. 18km SSW of Brasília TV Tower","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"2003","07",NA,"Corolla yellow.; Shrub 3m.; In gallery forest","Dicotyledoneae",NA,NA,NA,"Southern America",NA,"70570","auto",NA,NA,NA,NA
"220","2019-11-01 15:07:14-03","UnB","UB","15131","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.","Chacon, RG","Proença, CEB; Felfili, JM","1064","1994","01","25","Brasil","Distrito Federal","Brasília","Fazenda Água Limpa. Parcelas permanentes da Engenharia Florestal. Córrego do Gama.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Folhas verde-claras, levemente discolores; receptáculos vermelho sangue; perto da beira do córrego, mas raízes na terra. Foto 10.; Árvore 6m x 4,7cm. Fruto negro ou verde.; Mata de galeria.","Dicotyledoneae",NA,NA,NA,"Southern America",NA,"70570","auto",NA,NA,NA,NA
"221","2019-11-01 15:07:14-03","UnB","UB","145579","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.","Chacon, RG","Ramos, PCM","CIPLAN260","1987","11","05","Brasil","Distrito Federal","Brasília","Região da Fercal. 30km ao N de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"2003","07",NA,"OBS: Material testemunho da tese de mestrado de Paulo Cezar Mendes Ramos, Pós-graduação em Ecologia, Universidade de Brasília (disponível na Biblioteca Central da UnB).; Floresta mesofítica semidecídua","Dicotyledoneae",NA,NA,NA,"Southern America",NA,"70570","auto",NA,NA,NA,NA
"222","2019-11-01 15:07:14-03","UnB","UB","113137","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","Engl.","Yamamoto, K","Heringer, EP","9377","1961","05","23","Brasil","Distrito Federal","Brasília","Sobradinho","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Árvore 3-4m. Flor amarela; Brejo.","Dicotyledoneae",NA,NA,NA,"Southern America",NA,"70570","auto",NA,NA,NA,NA
"223","2020-08-20 14:57:24-03","UFSC","FLOR","64180","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Souza, K.B.","Souza, K.B.","10","2017","11","06","Brasil","Santa Catarina","Santa Rosa de Lima","Pousada Vitória.","-49.131944","-28.003611","49º7'55''W","28º0'13''S","240","240","FLOR0064180","FLOR0064180","2017","11","13","Árvore com cerca de 6-7 metros de altura; flores amarelas, com estames numerosos e poricidas.",NA,"Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2020-08-20 20:39:44-03","UFSC","FLOR","26415","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Falkenberg, D.B.; Jarenkow, J.A.","Jarenkow, J.A.","1995","1991","11","28","Brasil","Rio Grande do Sul","Torres","Lageadinho.","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"FLOR0026415",NA,"1995",NA,NA,"arvoreta, flor amarela, 5m altura",NA,"Malpighiales",NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA
"225","2020-08-20 20:39:44-03","UFSC","FLOR","23269","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Falkenberg, D.B.","Andrade, A.B.","4","1994","01","04","Brasil","Santa Catarina","Florianópolis","A 200 m entrada do Canto da Lagoa, Rio Tavares, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"FLOR0023269",NA,"2004",NA,NA,"arbusto, Fruto Imaturo, verde, 4m altura. Folhas serrilhadas, coriáceas.",NA,"Malpighiales",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA
"226","2020-08-20 20:39:44-03","UFSC","FLOR","34396","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Falkenberg, D.B.","Queiroz, M.H. de","588b","1991","11","06","Brasil","Santa Catarina","Florianópolis","Campeche, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"FLOR0034396",NA,"2004",NA,NA,"flor com",NA,"Malpighiales",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA
"227","2020-08-20 20:39:44-03","UFSC","FLOR","35341","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Guimarães, T.B.","Guimarães, T.B.; Falkenberg, D.B.","777","2004","11","29","Brasil","Santa Catarina","Florianópolis","Parque Municipal das Dunas da Lagoa da Conceição, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"FLOR0035341",NA,"2005",NA,NA,"arbusto, flor amarela, 1,4m altura",NA,"Malpighiales",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA
"228","2020-08-20 20:39:44-03","UFSC","FLOR","33562","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Falkenberg, D.B.","Silva Filho, F.A. da; Souza, M.L. & Falkenberg, D.B.","339","1985","02","27","Brasil","Santa Catarina","Florianópolis","Rio Vermelho, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"10","10","FLOR0033562",NA,"2009",NA,NA,"arvoreta, Fruto Maduro, preto, 4m altura",NA,"Malpighiales",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA
"229","2020-08-20 20:39:44-03","UFSC","FLOR","33563","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.","Falkenberg, D.B.","Silva Filho, F.A. da; Leite, C.L.","278","1984","12","14","Brasil","Santa Catarina","Florianópolis","Rio Vermelho, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"10","10","FLOR0033563",NA,"2009",NA,NA,"árvore, flor amarela, 4m altura",NA,"Malpighiales",NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA
"230","2020-08-20 14:57:24-03","UFSC","FLOR","38428","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.",NA,"Camargo, R.","84","2002","12","18","Brasil","Santa Catarina","Laguna","BR 101, 1,5km do trevo da cidade em direção a Florianópolis.","-48.7807998657227","-28.4825000762939",NA,NA,NA,NA,"FLOR0038428",NA,NA,NA,NA,"árvore, flor amarela. Duplicata de ICN 142186.",NA,"Malpighiales",NA,NA,NA,NA,"21199","auto",NA,NA,NA,NA
"231","2020-03-10 19:41:31-03","UFMT","UFMT","8283","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.",NA,"Neves.; Barbosa","075","1981","10","03","Brasil","São Paulo","Guareí","Sarandi.","-48.233333","-23.333333","-48.233333","-23.333333",NA,NA,NA,NA,NA,NA,NA,"Arbustivo, 3m de altura. Cor da flor, do cálice, corola: amarelo. Cor do fruto: verde, s/aspecto: globoso.; Arbigo sob-rocha sarandi. Mata ciliar.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2020-01-07 15:36:59-03","UFMT","UFMT","23553","S","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.",NA,"Castrillon, S.I.","044","1999","11","30","Brasil","Mato Grosso","Cáceres","Margem do Rio Paraguai - Pantanal de Cáceres.","-57.6789016723633","-16.0706005096436",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Árvore de 5m de altura.",NA,NA,NA,NA,NA,NA,"172193","auto",NA,NA,NA,NA
"233","2021-03-04 15:46:52-03","IF","SPSF","39845","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. et Tul.) Engler","J.A.Pastore","R.Cielo-Filho & O.T. Aguiar & J.B.Baitello","708","2008","04","24","Brasil","SP","Itapeva","Estação Ecológica","-49.081111","-24.079444",NA,NA,"750","750",NA,NA,"2009","04","24","COLETA: Arbusto, flores amarelas.; GEOGRAFIA: Aceiro de rodovia;","Magnoliophyta","Theales",NA,NA,"América do Sul",NA,NA,NA,"Magnoliopsida",NA,NA,NA
"234","2021-03-04 15:46:52-03","IF","SPSF","40490","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","A.St.- Hil.","J.A.Pastore","J.B.Baitello & R.Cielo-Filho & C.R.Lima","2178","2008","08","27","Brasil","SP","Itapeva","Estação Ecológica","-49.081389","-24.073889",NA,NA,"700","700",NA,NA,"2009","04","24","COLETA: Arbusto, flores em botão.; GEOGRAFIA: Banhado;","Magnoliophyta","Theales",NA,NA,"América do Sul",NA,NA,NA,"Magnoliopsida",NA,NA,NA
"235","2021-03-04 15:46:52-03","IF","SPSF","49311","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","((A.St.-Hil. et Tul.) Engler)","M.G.K.Cornia","M.G.K.Cornia & N.M.Ivanauskas & L.N.Gonçalves","65","2014","09","18","Brasil","MG","Delfim Moreira","Estrada Barreira-São Francisco","-45.28","-22.508889",NA,NA,"1552","1552",NA,NA,"2015","03","10","COLETA: Árvore, 1,5m; Receptáculo vermelho, frutículos imaturos verdes.; GEOGRAFIA: Beira de estrada, Floresta Ombrófila Mista degradada. (WGS84, Zona 23K).;","Magnoliophyta","Theales",NA,NA,"América do Sul",NA,NA,NA,"Magnoliopsida",NA,NA,NA
"236","2021-03-04 15:46:52-03","IF","SPSF","49515","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","((A.St.-Hil. et Tul.) Engler)","M.G.K.Cornia","M.G.K.Cornia & N.M.Ivanauskas & M.C.Assis","109","2014","10","08","Brasil","SP","Piquete","Estrada para Pico do Ataque","-45.176111","-22.613611",NA,NA,"1490","1490",NA,NA,"2015","03","10","COLETA: Árvore, 3,5m; Receptáculo floral vermelho. Frutos negros.; GEOGRAFIA: Beira de estrada, Floresta Ombrófila Densa (Zona 23K);","Magnoliophyta","Theales",NA,NA,"América do Sul",NA,NA,NA,"Magnoliopsida",NA,NA,NA
"237","2021-03-04 15:46:52-03","IF","SPSF","49516","PreservedSpecimen","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","((A.St.-Hil. et Tul.) Engler)","M.G.K.Cornia","M.G.K.Cornia & N.M.Ivanauskas & M.C.Assis","110","2014","10","08","Brasil","SP","Piquete","Estrada para Pico do Ataque","-45.176111","-22.613611",NA,NA,NA,NA,NA,NA,"2015","03","10","COLETA: Árvore, 35,m; Receptáculo floral amarelo; Frutos negros.; GEOGRAFIA: Beira de estrada, Floresta Ombrófila Densa (Zona 23K);","Magnoliophyta","Theales",NA,NA,"América do Sul",NA,NA,NA,"Magnoliopsida",NA,NA,NA
"238","2014-10-09 13:58:27-03","UHH","HBG","507250","S","Plantae","Ochnaceae","Ouratea","australis","Ouratea australis","Ule",NA,"Ule, E.","1417","1889","12",NA,"Brazil",NA,NA,"Pr. St. catharina, Strauch im Campo d'Una Laguna",NA,NA,NA,NA,NA,NA,"HBG507250","HBG507250",NA,NA,NA,"Herb. E. Ule NEOTROP",NA,NA,NA,"Isotype","South America",NA,NA,NA,NA,NA,NA,NA
"239","2017-09-11 17:11:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.",NA,"Gardner, G","1517",NA,NA,NA,"Brazil","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"240","2017-09-11 17:11:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.",NA,"Pohl, JBE","s.n",NA,NA,NA,"Brazil","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"241","2017-09-11 17:11:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.",NA,"Widgren, JF","s.n",NA,NA,NA,"Brazil","Minas Gerais",NA,"pr. Caldas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"242","2017-09-11 17:11:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.",NA,"Martius, CFP","s.n",NA,NA,NA,"Brazil",NA,NA,"in campis ad Contendas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"243","2017-09-11 17:11:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.",NA,"Blanchet, JS","3563",NA,NA,NA,"Brazil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"244","2017-09-11 17:11:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.",NA,"Claussen, P","140",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"245","2017-09-11 17:11:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.",NA,"Gomes, I","s.n",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"246","2017-09-11 17:11:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.",NA,"Saint-Hilaire, AFCP","s.n",NA,NA,NA,"Brazil","Minas Gerais",NA,"in prov. Minas Geraes parte boreali Minas Novas dicta dumetis vulgo Carascos pr. pagum S.João.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"247","2017-09-11 17:11:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.",NA,"Gardner, G","1514","1838","06",NA,"Brazil","Ceará",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
"248","2017-09-11 17:11:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Ochnaceae","Ouratea","salicifolia","Ouratea salicifolia","(A.St.-Hil. & Tul.) Engl.",NA,"Warming, JEB","s.n",NA,NA,NA,"Brazil","Minas Gerais",NA,"e gr. ad Lagoa Santa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA
