"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","verbatimLongitude","verbatimLatitude","class","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","relatedCatalogItem"
"11","2019-08-20 09:59:22-03","UNICAMP","UEC","146381","S","Plantae","Liliopsida",NA,"Commelinaceae","Dichorisandra","glaziovii","Dichorisandra glaziovii","Taub.","Aona, LYS","Pirani, JR; Silva, TRS; Freire-Fierro, A; Sano, PT","s.n.","1989","12","10",NA,"Brazil","Minas Gerais","Vale do Rio Itacambiruçu, Ao longo da estrada para Cristália. Carrascal - vegetação densa de arbustos e arvoretas ramosos, em solo arenoso, com afloramentos rochosos.","-42.916667","-16.5","750","750",NA,"Ervas eretas 50-120cm de altura, entre arbustos, à sombra parcial, sem umidade. Folhas arroxeadas na face inferior. Inflorescência ereta roxa; flores abertas ao meio-dia, com três sépalas roxo-esverdeadas, três pétalas roxo-vivo e azul","UEC057675","UEC057675","Grão Mogol","-42.916667","-16.5",NA,NA,"2007","07",NA,NA,NA,NA,NA,NA
"12","2021-03-01 16:19:18-03","UNICAMP","UEC","146381","S","Plantae","Liliopsida",NA,"Commelinaceae","Dichorisandra","glaziovii","Dichorisandra glaziovii","Taub.","Aona, LYS","Pirani, JR; Sano, PT; Freire-Fierro, A; Silva, TRS","s.n.","1989","12","10",NA,"Brazil","Minas Gerais","Vale do Rio Itacambiruçu, Ao longo da estrada para Cristália. Carrascal - vegetação densa de arbustos e arvoretas ramosos, em solo arenoso, com afloramentos rochosos.","-42.916667","-16.5","750","750",NA,"Ervas eretas 50-120cm de altura, entre arbustos, à sombra parcial, sem umidade. Folhas arroxeadas na face inferior. Inflorescência ereta roxa; flores abertas ao meio-dia, com três sépalas roxo-esverdeadas, três pétalas roxo-vivo e azulado. filetes al",NA,NA,"Grão Mogol","-42.916667","-16.5",NA,NA,"2007","07",NA,NA,NA,NA,NA,NA
"13","2021-03-01 16:19:18-03","UNICAMP","UEC","16053","S","Plantae","Liliopsida",NA,"Commelinaceae","Dichorisandra","glaziovii","Dichorisandra glaziovii","Taub.","Aona, LYS","Shepherd, GJ; Andrade, JB; Taroda, N; Kinoshita, LS","4483","1977","03","10",NA,"Brazil","Bahia","BR-030, estrada Boa Nova a Dario Meira, km 8.",NA,NA,NA,NA,NA,"Herbácea, flores azuis.","UEC134081","UEC134081",NA,NA,NA,NA,NA,"2018",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-01 16:19:18-03","UNICAMP","UEC","164035","S","Plantae","Liliopsida",NA,"Commelinaceae","Dichorisandra","glaziovii","Dichorisandra glaziovii","Taub.","Aona, LYS","Machado, MC; Reis Junior, R","793","2006","02","25",NA,"Brazil","Bahia","Ca. 6.3 Km ao norte de Vitória da Conquista na BR-116 contados a partir do entroncamento com o anel viário (viaduto) na saída da cidade, daí 2.8 Km em estrada de terra em direção a oeste.","-40.793889","-14.788889",NA,NA,NA,"Erva ca. 0,50 m altura, pouco ramificada. Folhas lanceoladas com margens onduladas, de ca. 12 cm em comprimento. Inflorescência terminal.","UEC050518","UEC050518","Vitória da Conquista","-40.793889","-14.788889",NA,NA,"2015","03","18",NA,NA,NA,NA,NA
"15","2021-03-01 16:19:18-03","UNICAMP","UEC","199867","S","Plantae","Liliopsida",NA,"Commelinaceae","Dichorisandra","glaziovii","Dichorisandra glaziovii","Taub.","Pellegrini, MOO","Pellegrini, MOO; Oliveira, JA; Forzza, RC","377","2013","04","23",NA,"Brazil","Espírito Santo","APA da pedra do elefante. Serra de baixo. fazenda Santa Rita, mata estacional atrás da sede da fazenda, com matacões.","-40.432778","-18.7825",NA,NA,NA,"Erva ereta, ramificada, ca. 1,5m alt., creascendo em moita de Pseudiananas sagenarius. olhas verdes escuras em ambas as faces, velutinas. Inflorescência ereta, sépalas arroxeadas, pétalas roxas, terço bassal alvo. Estames 5, voltados","UEC155168","UEC155168","Nova Venécia","-40.432778","-18.7825",NA,NA,"2013","04","23",NA,NA,NA,NA,NA
"16","2021-03-01 16:19:18-03","UNICAMP","UEC","182575","S","Plantae","Liliopsida",NA,"Commelinaceae","Dichorisandra","glaziovii","Dichorisandra glaziovii","Taub.",NA,"Aona, LYS; Costa, GM; Fonseca, WO; Jardim, JG; Simões, S","1995","2013","01","08",NA,"Brazil","Bahia","Parque Nacional de Boa Nova, setor sudoeste, rancho do Sacramento, Gurutunga.","-40.2075004577637","-14.3625001907349",NA,NA,NA,"Erva formando rosetas na base ou com 1m alt., folhas verdes ou variegadas na face superior e a face inferior mais clara, corola lilás, frutos imaturos verdes.; Floresta semidecidual (mata de cipó), interior da mata.","UEC020554","UEC020554","Boa Nova",NA,NA,NA,NA,NA,NA,NA,"31265","auto",NA,NA,NA
"17","2020-04-27 16:09:18-03","UFES","VIES","23225","S","Plantae",NA,NA,"Commelinaceae","Dichorisandra","glaziovii","Dichorisandra glaziovii","Taub.","M.O.O. Pellegrini","M.O.O. Pellegrini; J.A. Oliveira & R.C. Forzza","377","2013","04","23",NA,"Brasil","Espírito Santo","Serra de Baixo. Serra de Baixo. Fazenda Santa Rita, mata estacional atrás da sede da fazenda, com matacões. APA da Pedra do Elefante","-40.432778","-18.7825","150","150",NA,NA,"VIES023225",NA,"Nova Venécia","40º25'58''W","18º46'57''S",NA,NA,"2013","04","23",NA,NA,NA,NA,NA
"18","2019-12-06 19:29:25-03","UFES","VIES","23233","S","Plantae",NA,NA,"Commelinaceae","Dichorisandra","glaziovii","Dichorisandra glaziovii","Taub.","MOOPELLEGRINI","R.C. Forzza; L.F.A. de Paula, L.O. Azevedo","8768","2016","03","15",NA,"Brasil","Espírito Santo","Córrego do Viadinho, 3,5km de Vila Pavão. Córrego do Viadinho, 3,5km de Vila Pavão.","-40.582778","-18.643889","159","159",NA,NA,"VIES023233",NA,"Vila Pavão","40º34'58''W","18º38'38''S",NA,NA,"2016","10","21",NA,NA,NA,NA,NA
"19","2020-12-21 16:21:12-03","MBM","MBM","301849","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Dichorisandra","glaziovii","Dichorisandra glaziovii","Taub.","Pellegrini, M.O.O.","Hatschbach, G.; Barboza, E.; Barboza, E.","78887","2004","12","05","Southern America","Brazil","Minas Gerais","Serra do Cabral, Base da serra, estrada Várzea da Palma a Joaquim Felício","-44.7308006286621","-17.5981006622314",NA,NA,NA,"Ereta, flor violeta.; Mata de galeria.","MBM301849","MBM301849","Várzea da Palma",NA,NA,NA,NA,"2014","09","25","60948","auto",NA,NA,NA
"20","2015-09-03 21:25:35-03","MNHN","RECOLNAT_MNHN_P","P01687024","PreservedSpecimen",NA,NA,NA,"Commelinaceae","Dichorisandra","glaziovii","Dichorisandra glaziovii","Taub.",NA,"Harley, R.M.|Renvoize, S.A.|Erskine, C.M.|Brighton, C.A.|Pinheiro, R.",NA,"1972","1","18",NA,"Brasil","Bahia","On road to Abaira ca. 8km to N. of the Town of Rio de Contas. Bahia, Nordeste, Brasil, América do Sul",NA,NA,"1000",NA,"hb",". . Field work sponsored by the Royal Botanic Gardens, Kew, and the Academia Brasileira de Ciências, and carried out with the collaboration of the Centro de Pesquisas do Cacau, Itabuna, Bahia, January-April, 1974 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01687024' target='other'> <mi>dwc_moreinfo</mi></a>","P01687024","P01687024_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15252",NA,NA
"21","2015-09-05 12:31:20-03","MNHN","RECOLNAT_MNHN_P","P06233111","PreservedSpecimen",NA,NA,NA,"Commelinaceae","Dichorisandra","glaziovii","Dichorisandra glaziovii","Taub.","Aona","Glaziou, A.",NA,NA,"10",NA,NA,"Brésil",NA,"Minas Geraes",NA,NA,NA,NA,"hb","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06233111' target='other'> <mi>dwc_moreinfo</mi></a>","P06233111","P06233111_01 P06233111_02",NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,"13285",NA,NA
"22","2015-10-02 10:14:22-03","MNHN","RECOLNAT_MNHN_P","P00753053","PreservedSpecimen",NA,NA,NA,"Commelinaceae","Dichorisandra","glaziovii","Dichorisandra glaziovii","Taub.","Aona","Glaziou, A.",NA,NA,"10",NA,NA,"Brésil",NA,"Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00753053' target='other'> <mi>dwc_moreinfo</mi></a>","P00753053","P00753053_01",NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,"13285",NA,NA
"23","2015-10-02 10:14:33-03","MNHN","RECOLNAT_MNHN_P","P00753054","PreservedSpecimen",NA,NA,NA,"Commelinaceae","Dichorisandra","glaziovii","Dichorisandra glaziovii","Taub.","Aona","Glaziou, A.",NA,NA,"10",NA,NA,"Brésil",NA,"Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00753054' target='other'> <mi>dwc_moreinfo</mi></a>","P00753054","P00753054_01",NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,"13285",NA,NA
"24","2015-10-06 06:39:23-03","MNHN","RECOLNAT_MNHN_P","P00753055","PreservedSpecimen",NA,NA,NA,"Commelinaceae","Dichorisandra","glaziovii","Dichorisandra glaziovii","Taub.","Aona","Glaziou, A.",NA,NA,"10",NA,NA,"Brésil",NA,"Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00753055' target='other'> <mi>dwc_moreinfo</mi></a>","P00753055","P00753055_01",NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,"13285",NA,NA
"25","2020-12-11 11:43:39-03","UFMG","BHCB","27144","PreservedSpecimen","Plantae","Monocotyledon",NA,"Commelinaceae","Dichorisandra","glaziovii","Dichorisandra glaziovii","Taub.",NA,NA,"738","1991","11","27","Southern America","Brasil","Minas Gerais","Fazenda Curral Velho","-42.8622016906738","-16.8003005981445","500","550",NA,"Floresta estacional Decídua, erva, roxa","BHCB5349",NA,"Cristália",NA,NA,NA,NA,"2013","03","01","30029","auto",NA,NA,NA
"26","2019-10-30 04:39:00-03","MO","MOBOT","100244309","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Dichorisandra","glaziovii","Dichorisandra glaziovii","Taub.","L.Y.S. Aona","R.M. Harley|S.A. Renvoize|C.M. Erskine|C.A. Brighton|R.S. Pinheiro","Harley 15252","1972","1","18","South America","Brazil","Bahia","On road to Abaira ca. 8 km to N of the Town of Rio de Contas.","-41.7833333","-13.55","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"27","2009-07-27 09:32:00-03","MO","MOBOT","3021002","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Dichorisandra","glaziovii","Dichorisandra glaziovii","Taub.",NA,"Auguste F.M. Glaziou","Glaziou 13285","1861",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-07-10 09:45:08-03","MBML","MBML-HERBARIO","27672",NA,"Plantae",NA,NA,"Commelinaceae","Dichorisandra","cf. glaziovii","Dichorisandra cf. glaziovii","Taub.","M. Pellegrini/28-06-2012","L. F. S. Magnago; V. Demuner, T. Cruz, Elias Bausen","1597","2006","11","28",NA,"Brasil","Espírito Santo","Águas Claras, Mata do Zequinha, propr.: Zequinha.","-40.812778","-18.871389","400","400",NA,"Terrestre. Flores azuis. Folha abaxial vinácea. Frutos verdes. Mata.","MBML027672","MBML027672","Águia Branca","40W48'46","18S52'17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-07-11 08:30:54-03","ICAUFMG","MCCA","3054","S","Plantae",NA,NA,"Commelinaceae","Dichorisandra","glaziovii","Dichorisandra glaziovii","Taub.","XAVIER, M.V.B.","XAVIER, M.V.B.; ARRUDA, D.M.",NA,"2019","02","28",NA,"Brasil","Bahia",NA,"-41.0410995483398","-13.7628002166748",NA,NA,NA,NA,"MCCA03189","MCCA03189","Contendas do Sincorá",NA,NA,NA,NA,NA,NA,NA,"27330","auto",NA,NA,NA
"30","2021-03-04 11:04:55-03","UFRB","HURB","4929","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Dichorisandra","glaziovii","Dichorisandra glaziovii","Taub.",NA,"Aona, L.Y.S.; Costa, G; Fonseca, W.; Jardim, J.G.; et al","1995","2013","01","08",NA,"Brasil","Bahia","P.N. de Boa Nova; Rancho Sacramento, Setor Sudoeste, Gurutunga","-40.25","-14.351944","925","925",NA,NA,"HURB000004929",NA,"Boa Nova","40°15'00 W","14°21'07 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-04 11:04:55-03","UFRB","HURB","4987","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Dichorisandra","glaziovii","Dichorisandra glaziovii","Taub.",NA,"Aona, L.Y.S.; Costa, G; Fonseca, W.; Jardim, J.G.; et al","1826","2013","01","05",NA,"Brasil","Bahia","P.N. de Boa Nova; Fazenda Lajedão, Setor Oeste","-40.210278","-14.331667","813","813",NA,"SEMINOTECA.","HURB000004987",NA,"Boa Nova","40°12'37 W","14°19'54 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-04 11:04:55-03","UFRB","HURB","7304","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Dichorisandra","glaziovii","Dichorisandra glaziovii","Taub.","C.D.P.Vitório","Aona, L.Y.S.; Medeiros, B.M.; eixoto, M.R.; Lima, V.V.F.; Gomes, V.F.; Sr. Valdemar","3550","2014","04","04",NA,"Brasil","Bahia","Floresta Nacional Contendas do Sincorá;","-41.067778","-13.915833",NA,NA,NA,NA,"HURB000007304","HURB000007304","Contendas do Sincorá","41°04'04W","13°54'57S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-01-26 14:12:32-03","CPACT","ECT","3679","PreservedSpecimen","Plantae","Embryophyta",NA,"Commelinaceae","Dichorisandra","glaziovii","Dichorisandra glaziovii","Taub.","M.Sobral","M.Sobral","6760","1991","01","01",NA,"Brasil","Bahia","Rio do Meio. Região de Mata Atlântica. Interior de mata. Coordenadas geográficas obtidas a partir dos dados de localidade, Rio do Meio.","-39.979167","-15.070278","235","235",NA,NA,"ECT0003679","ECT0003679","Itororó","39º58'45''W","15º4'13''S",NA,NA,"1991","01","01",NA,NA,NA,NA,NA
"34","2020-09-12 05:00:02-03","US","US","2782079","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Dichorisandra","glaziovii","Dichorisandra glaziovii",NA,"Faden, R. B., (US), Smithsonian Institution - National Museum of Natural History (UNITED STATES)","R. M. Harley","15252","1972","1","18","South America - Neotropics","Brazil","Bahia","N of serra do rio de contas",NA,NA,"1000","1000",NA,NA,"US00152369",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"35","2019-10-07 09:20:16-03","UEFS","HUEFS","42423","PreservedSpecimen","Plantae","Angiospermae","Commelinales","Commelinaceae","Dichorisandra","glaziovii","Dichorisandra glaziovii","Taub.","L.Y.S.Aona","Giulietti, A.M.","1588","1999","12","24",NA,"Brasil","Bahia","Perto de Brejo de Cima, na estrada para Cascável.","-41.5","-13.433333",NA,NA,NA,"Caatinga pedregosa, de encosta na sombra das árvores.","HUEFS0042423","HUEFS0042423","Jussiape","41W30'","13S26'","Lilianae",NA,"2007","07",NA,NA,NA,NA,NA,NA
"36","2019-10-07 09:20:16-03","UEFS","HUEFS","107383","PreservedSpecimen","Plantae","Angiospermae","Commelinales","Commelinaceae","Dichorisandra","glaziovii","Dichorisandra glaziovii","Taub.","L.Y.S.Aona","Machado, M.","793","2006","02","25",NA,"Brasil","Bahia","ca. 6.3km ao norte de Vitória da Conquista na BR-116 contados a partir do entroncamento com o anel viário (viaduto) na saída da cidade, daí 2.8km em estrada de terra em direção a oeste","-40.793889","-14.788889","900","900",NA,NA,"HUEFS0107383","HUEFS0107383","Vitória da Conquista","40W47'38''","14S47'20''","Lilianae",NA,"2014","10",NA,NA,NA,NA,NA,NA
"37","2019-10-07 09:20:16-03","UEFS","HUEFS","193342","PreservedSpecimen","Plantae","Angiospermae","Commelinales","Commelinaceae","Dichorisandra","glaziovii","Dichorisandra glaziovii","Taub.","L.Y.S.Aona","Marinho, L.C.","392","2013","02","24",NA,"Brasil","Bahia","Parque Nacional de Boa Nova.","-40.25","-14.35","600","600",NA,"Caatinga.","HUEFS0193342","HUEFS0193342","Boa Nova","40W15'0''","14S21'0''","Lilianae",NA,"2014","10",NA,NA,NA,NA,NA,NA
"38","2019-10-07 09:20:16-03","UEFS","HUEFS","209510","PreservedSpecimen","Plantae","Angiospermae","Commelinales","Commelinaceae","Dichorisandra","glaziovii","Dichorisandra glaziovii","Taub.",NA,"Aona, L.Y.S.","3550","2014","04","04",NA,"Brasil","Bahia","Floresta Nacional Contendas do Sincorá. Caatinga.","-41.067778","-13.915833",NA,NA,NA,NA,"HUEFS0209510","HUEFS0209510","Contendas do Sincorá","41W4'4''","13S54'57''","Lilianae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-10-07 09:20:16-03","UEFS","HUEFS","35714","PreservedSpecimen","Plantae","Angiospermae","Commelinales","Commelinaceae","Dichorisandra","glaziovii","Dichorisandra glaziovii","Taub.","L.Y.S.Aona","Miranda, E.B.","40","1999","02","05",NA,"Brasil","Bahia","Brejo de Cima 37Km de Jussiape na estrada para Mucugê.","-41.570833","-13.313889","800","850",NA,"Caatinga.","HUEFS0035714","HUEFS0035714","Mucugê","41W34'15''","13S18'50''","Lilianae",NA,"2007","07",NA,NA,NA,NA,NA,NA
"40","2019-10-07 09:20:16-03","UEFS","HUEFS","42509","PreservedSpecimen","Plantae","Angiospermae","Commelinales","Commelinaceae","Dichorisandra","glaziovii","Dichorisandra glaziovii","Taub.","L.Y.S.Aona","Giulietti, A.M.","1674","2000","01","02",NA,"Brasil","Bahia","Estrada Real, parte mais baixa.","-41.95","-13.533333",NA,NA,NA,"Caatinga de encosta, na sombra.","HUEFS0042509","HUEFS0042509","Rio de Contas","41W57'","13S32'","Lilianae",NA,"2007","08",NA,NA,NA,NA,NA,NA
"41","2019-10-07 09:20:16-03","UEFS","HUEFS","69827","PreservedSpecimen","Plantae","Angiospermae","Commelinales","Commelinaceae","Dichorisandra","glaziovii","Dichorisandra glaziovii","Taub.","L.Y.S.Aona","França, F.","4205","2003","02","02",NA,"Brasil","Bahia","Estrada Rio de Contas-Jussiape, c. 12km de Rio de Contas.","-41.763889","-13.6025","800","874",NA,"Vegetação arbustiva alta antropizada.","HUEFS0069827","HUEFS0069827","Rio de Contas","41W45'50''","13S36'9''","Lilianae",NA,"2007","07",NA,NA,NA,NA,NA,NA
"42","2019-10-07 09:20:16-03","UEFS","HUEFS","166249","PreservedSpecimen","Plantae","Angiospermae","Commelinales","Commelinaceae","Dichorisandra","glaziovii","Dichorisandra glaziovii","Taub.",NA,"Harley, R.M.","55773","2008","01","23",NA,"Brasil","Bahia","9 km da cidade, beira da estrada para Marcolina Moura, localidade do inst. do milenio.","-41.76","-30.604444","842","842",NA,"Beira da estrada, na sombra da mata","HUEFS0166249","HUEFS0166249","Rio de Contas","41W45'36''","30S36'16''","Lilianae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-10-07 09:20:16-03","UEFS","HUEFS","80180","PreservedSpecimen","Plantae","Angiospermae","Commelinales","Commelinaceae","Dichorisandra","glaziovii","Dichorisandra glaziovii","Taub.",NA,"Harley, R.M.","54799","2004","02","04",NA,"Brasil","Bahia","9,6 km de Rio de Contas, na estrada para Jussiape","-41.759444","-13.604167","848","848",NA,"Caatinga arbórea e arbustiva na beira da estrada.","HUEFS0080180","HUEFS0080180","Rio de Contas","41W45'34''","13S36'15''","Lilianae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-10-07 09:20:16-03","UEFS","HUEFS","92406","PreservedSpecimen","Plantae","Angiospermae","Commelinales","Commelinaceae","Dichorisandra","glaziovii","Dichorisandra glaziovii","Taub.",NA,"Harley, R.M.","55327","2004","12","08",NA,"Brasil","Bahia","7,9 km de Marcolino Moura, e 2,3 km da Fazenda Teixeira, em direção de Rio de Contas. Trilha que vai ao Vale do Rio Baeta","-41.752778","-13.601111","735","735",NA,"Caatinga na parte baixa, que passa para uma floresta, mesófila, alta, nas encostas do vale. Esta planta crescendo na sombra de uma mata seca.","HUEFS0092406","HUEFS0092406","Rio de Contas","41W45'10''","13S36'4''","Lilianae",NA,NA,NA,NA,NA,NA,NA,NA,NA
