"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","imagecode","decimalLongitude","decimalLatitude","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","monthIdentified","dayIdentified"
"11","2021-03-15 16:37:00-03","NY","NYBG","01212576","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"G. T. Prance","2685","1966","10","18","South America","Brazil","Amazonas","Manaus. Cachoeira alta Tarumã","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1328776' target='other'> <mi>dwc_moreinfo</mi></a>","NY01212576","Magnoliophyta","Ericales","T.D.Penn.","T. D. Pennington","NY01212576_01","-60.0962609","-2.8743255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-30 12:49:35-03","EAO","IAN","52820","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"Silva, NT da","373","1949","11","27","Southern America","Brasil","Roraima","Margem do Rio das Garças.",NA,NA,"Árvore de 10m de altura; látex.","IAN052820","Dicotiledônea",NA,"(A.C.Sm.) Baehni","Pennington, TD",NA,"-59.254167","0.737222",NA,NA,NA,"1990","-59.254167","0.737222",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:49:35-03","EAO","IAN","50733","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"Fróes, RL","25009","1949","08","14","Southern America","Brasil","Amazonas","Rio Tarumã; igapó.",NA,NA,"Árvore de 4m de altura; frutos comestíveis, baga roxo-negra.","IAN050733","Dicotiledônea",NA,"(A.C.Sm.) Baehni","Pennington, TD",NA,"-60.0250015258789","-3.10193991661072","Manaus",NA,NA,"1990",NA,NA,"138090","auto",NA,NA,NA,NA,NA
"14","2020-02-08 09:04:40-03","NBC","NL-BOTANY","U.1593395","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"Allen CK; Prance GT; Pena BS; Ramos JF",NA,"1966","10","18","Southern America","Brazil",NA,"Brazilian amazonia, state of amazonas, manaus and vicinty, manaus, cachoeira alta Taruma. Disturbed forest beside stream.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1593395 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1593395",NA,"Ericales","T.D.Penn.",NA,"NL-U1593395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"15","2020-02-08 09:04:40-03","NBC","NL-BOTANY","U.1593396","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"Campbell DG; Ongley JC; Ramos JF",NA,"1974","04","05","Southern America","Brazil",NA,"Brazilian amazonia, state of amazonas, rio cuieiras, farmer's clearing, one farm upstream from farm of Sr. Caldez. Terra fir,e.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1593396 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1593396",NA,"Ericales","T.D.Penn.",NA,"NL-U1593396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"16","2020-02-08 09:04:40-03","NBC","NL-BOTANY","U.1593397","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"Campbell DG; Ongley JC; Ramos JF",NA,"1974","03","22","Southern America","Brazil",NA,"Brazilian amazonia, state fo amazonas, manaus - porto - velho highway, rio tupana; km 160. Igapo Tupana.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1593397 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1593397",NA,"Ericales","T.D.Penn.",NA,"NL-U1593397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"17","2020-02-08 09:04:40-03","NBC","NL-BOTANY","U.1593398","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"Prance GT; et al.",NA,"1967","04","04","Southern America","Brazil",NA,"Brazilian amazonia, state fo amazonas, manaus - itacoatiara highway, igarape, left side of rio urubu.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1593398 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1593398",NA,"Ericales","T.D.Penn.",NA,"NL-U1593398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"18","2020-02-08 09:04:40-03","NBC","NL-BOTANY","U.1593399","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"Prance GT; et al.",NA,"1974","03","15","Southern America","Brazil",NA,"Brazilian amazonia, state of amazonas, manaus - porto - velho highway, margin of Igapo acu at crossing with BR319, Manaus - porto - Velho road. Forest on terra firme.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1593399 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1593399",NA,"Ericales","T.D.Penn.",NA,"NL-U1593399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"19","2020-02-08 09:04:40-03","NBC","NL-BOTANY","U.1593440","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"Steyermark JA; Manara BJ",NA,"1974","09","06","Southern America","Venezuela",NA,"Estado falcon: distrito silva: cerro chichiriviche, lomas secas con bosque tropofilo, al lo largo de la cerretera de CANTV, entre Moroccoy y La soledad, arriba de la luisa.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1593440 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1593440",NA,"Ericales","T.D.Penn.",NA,"NL-U1593440","-68.3","10.866667",NA,NA,NA,NA,"-68.3","10.866667",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"20","2008-12-01 16:02:28-02","MNHN","RECOLNAT_MNHN_P","P00648007","PreservedSpecimen",NA,"Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla","isotype","Spruce, R.",NA,"1855",NA,NA,NA,"Brésil",NA,"In rivis fl. Taruma","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00648007' target='other'> <mi>dwc_moreinfo</mi></a>","P00648007",NA,NA,"T.D.Penn.",NA,"P00648007_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3836",NA,NA,NA
"21","2015-09-26 07:20:03-03","MNHN","RECOLNAT_MNHN_P","P00648008","PreservedSpecimen",NA,"Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla","isotype","Spruce, R.",NA,"1855",NA,NA,NA,"Brésil",NA,"In rivis fl. Taruma","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00648008' target='other'> <mi>dwc_moreinfo</mi></a>","P00648008",NA,NA,"T.D.Penn.",NA,"P00648008_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3836",NA,NA,NA
"22","2018-02-21 11:05:00-03","MO","MOBOT","101031764","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"Pedro Acevedo-Rodríguez|C. Zartman","Acevedo-Rodríguez 14618","2008","8","15","South America","Brazil","Amazonas","Along Rio Negro.",NA,NA,NA,NA,NA,NA,"T.D. Penn.","J.F. Ramos",NA,"-67.0666667","0.15","São Gabriel da Cachoeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"23","2019-07-02 04:35:00-03","MO","MOBOT","3260463","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"Pedro Acevedo-Rodríguez|J. Santos Lima|José Guedes","Acevedo-Rodríguez 8014","1996","8","6","South America","Brazil","Amazonas","Alto Rio Negro, ca. 10 km N of Barcelos. Boat stationed at coordinates. Igapo forest on islets.",NA,NA,NA,NA,NA,NA,"T.D. Penn.","T.D. Pennington",NA,"-62.97027","0.87444",NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2008-05-27 22:02:00-03","MO","MOBOT","3381007","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"PRANCE","PRANCE 4763","1967","4","4","South America","Brazil","Amazonas","Igarape, left side of Rio Urubu. North of road.",NA,NA,NA,NA,NA,NA,"T.D. Penn.","T. D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2008-05-27 22:02:00-03","MO","MOBOT","3381159","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"Ricardo de Lemos Fróes","Fróes 518","1942","1","14","South America","Brazil","Amazonas","Basin of Rio Negro, Vaupes; Mun. Sao Gabriel; Vaupes; Corocoro.",NA,NA,NA,NA,NA,NA,"T.D. Penn.","T. D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2015-02-11 21:44:00-02","MO","MOBOT","3381342","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"David G. Campbell|J.C. Ongley|José F. Ramos","Campbell P21850","1974","4","5","South America","Brazil","Amazonas","Rio Cuieiras, farmer's clearing, one farm upstream from farm of Sr. Caldez. Terra firme.",NA,NA,NA,NA,NA,NA,"T.D. Penn.","T. D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2008-05-27 22:02:00-03","MO","MOBOT","3381465","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"Ricardo de Lemos Fróes","Fróes 519","1942","1","14","South America","Brazil","Amazonas","Basin of Rio negro. Vaupes; Mun. Sao Gabriel; Vaupes; Corocoro.",NA,NA,NA,NA,NA,NA,"T.D. Penn.","T. D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2010-01-01 11:58:00-02","MO","MOBOT","3381583","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"Howard L. Clark|Pedro Maquirino","Clark 7986","1980","5","8","South America","Venezuela","Amazonas","San Carlos de Rio negro, ca. 20 km S of confluence of Rio negro and Brazo Casiquiare. Average rainfall 3400-3600 mm/year. Rebalse (igapó ) forest near Caño Cuweje, ±32 km S of San Carlos.",NA,NA,NA,NA,NA,NA,"T.D. Penn.","T. D. Pennington",NA,"-67.05","1.93333",NA,"119.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2015-02-11 21:44:00-02","MO","MOBOT","3381727","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"David G. Campbell|J.C. Ongley|José F. Ramos","Campbell P20834","1974","3","22","South America","Brazil","Amazonas","Rio Tupana; Km. 160. Igapó Tupana; black water.",NA,NA,NA,NA,NA,NA,"T.D. Penn.","Puente",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-01-10 20:43:19-03","INPA","INPA","85795","S","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"Roa Torres, A","190","1975","11","07","Southern America","Colômbia",NA,"Rio Vaupés, Rio Vaupes",NA,NA,NA,"INPA0085795","Dicotyledon Asterids","Ericales","T.D.Penn.",NA,"INPA0085795 INPA0085795_e INPA0085795_e1 INPA0085795_e2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-08-31 08:54:57-03","INPA","INPA","229862","S","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"Zartman, CE","7720","2005","05","27","Southern America","Brasil","Amazonas","Rio Aneba, tributário do rio urubu, 10 Km acima da última ponte chegando em Itacoatiara. Igapó.",NA,NA,NA,"INPA0229862","Dicotyledon Asterids","Ericales","T.D.Penn.","Zartman, CE",NA,"-43.85",NA,"Itacoatiara",NA,NA,"2007","-43.85",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-08-31 08:54:57-03","INPA","INPA","104965","S","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"Teixeira, LOA","1228","1982","06","19","Southern America","Brasil","Amazonas","Estrada Humaita-Jacaracanga, km 45, rio Maici-Mirim",NA,NA,NA,"INPA0104965","Dicotyledon Asterids","Ericales","T.D.Penn.",NA,"INPA0104965 INPA0104965_e INPA0104965_e1","-62","-7.75","Humaitá",NA,NA,NA,"-62","-7.75",NA,NA,NA,NA,NA,NA,NA
"33","2020-08-31 08:54:57-03","INPA","INPA","158910","S","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"Fróes, RL","518","1942","01","14","Southern America","Brasil","Amazonas","Uaupés, Basin of Rio Negro. Vaupes; Corococo.",NA,NA,NA,"INPA0158910","Dicotyledon Asterids","Ericales","T.D.Penn.","Pennington, TD","INPA0158910 INPA0158910_e","-67.0892","-0.130278","São Gabriel da Cachoeira",NA,NA,"1986","-67.0892","-0.130278",NA,NA,NA,NA,NA,NA,NA
"34","2020-08-31 08:54:57-03","INPA","INPA","20392","S","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"Prance, GT","4763","1967","04","04","Southern America","Brasil","Amazonas","Rio Urubú, Igarape, left side of rio Urubu. North of road.",NA,NA,NA,"INPA0020392","Dicotyledon Asterids","Ericales","T.D.Penn.",NA,"INPA0020392 INPA0020392_e INPA0020392_e1","-59.170818","-2.825945","Itacoatiara",NA,NA,NA,"-59.170818","-2.825945",NA,NA,NA,NA,NA,NA,NA
"35","2020-08-31 08:54:57-03","INPA","INPA","228769","S","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"Acevedo-Rodríguez, P","14618","2008","08","15","Southern America","Brasil","Amazonas","Flooded river margin, along Rio Negro.",NA,NA,NA,"INPA0228769","Dicotyledon Asterids","Ericales","T.D.Penn.","Ramos, JF","INPA0228769 INPA0228769_e","-67.066667","-0.15","São Gabriel da Cachoeira",NA,NA,"2014","-67.066667","-0.15",NA,NA,NA,NA,NA,"05","26"
"36","2020-08-31 08:54:57-03","INPA","INPA","249511","S","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"Amaral, IL do","3222","2009","09","30","Southern America","Brasil","Amazonas","Cacau-Pirêra",NA,NA,NA,"INPA0249511","Dicotyledon Asterids","Ericales","T.D.Penn.","Mari, MLG","INPA0249511 INPA0249511_e","-60.06925","-3.160333","Iranduba",NA,NA,"2011","-60.06925","-3.160333",NA,NA,NA,NA,NA,NA,NA
"37","2020-08-31 08:54:57-03","INPA","INPA","278074","S","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"Flores, BM","2","2014","01","19","Southern America","Brasil","Amazonas","Arquipélago de Mariuá, Ao final do paranã do Piloto",NA,NA,NA,"INPA0278074","Dicotyledon Asterids","Ericales","T.D.Penn.","Ramos, JF",NA,"-63.0573","-0.813069","Barcelos",NA,NA,"2017","-63.0573","-0.813069",NA,NA,NA,NA,NA,"03","06"
"38","2020-08-31 08:54:57-03","INPA","INPA","33214","S","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"Prance, GT","14998","1971","09","28","Southern America","Brasil","Amazonas","Rio Cuieras just below mouth of Rio Brancinho, Rio Cuieras just below mouth of Rio Brancinho.",NA,NA,NA,"INPA0033214","Dicotyledon Asterids","Ericales","T.D.Penn.",NA,"INPA0033214 INPA0033214_e INPA0033214_e1","-60.5089","-2.8275",NA,NA,NA,NA,"-60.5089","-2.8275",NA,NA,NA,NA,NA,NA,NA
"39","2020-08-31 08:54:57-03","INPA","INPA","33652","S","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"Prance, GT","15436","1971","10","20","Southern America","Brasil","Amazonas","Rio Uneiuxi, Rio Uneiuxi, 2 km above mouth.",NA,NA,NA,"INPA0033652","Dicotyledon Asterids","Ericales","T.D.Penn.",NA,"INPA0033652 INPA0033652_e INPA0033652_e1","-65.0422","-0.5189","Santa Isabel do Rio Negro",NA,NA,NA,"-65.0422","-0.5189",NA,NA,NA,NA,NA,NA,NA
"40","2020-08-31 08:54:57-03","INPA","INPA","36385","S","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"Silva, MF da","294","1972","02","09","Southern America","Brasil","Amazonas","BR 319, Igarapé Tupaninha, Rodovia BR-319, (Manaus-Porto Velho) Igarape Tupaninha",NA,NA,NA,"INPA0036385","Dicotyledon Asterids","Ericales","T.D.Penn.",NA,"INPA0036385 INPA0036385_e INPA0036385_e1","-60.36","-3.75",NA,NA,NA,NA,"-60.36","-3.75",NA,NA,NA,NA,NA,NA,NA
"41","2020-08-31 08:54:57-03","INPA","INPA","41168","S","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"Prance, GT","17864","1973","09","14","Southern America","Brasil","Amazonas","Rio Brancinho, Rio Brancinho. Along river bank.",NA,NA,NA,"INPA0041168","Dicotyledon Asterids","Ericales","T.D.Penn.",NA,"INPA0041168 INPA0041168_e INPA0041168_e1","-60.346023","-2.38289",NA,NA,NA,NA,"-60.346023","-2.38289",NA,NA,NA,NA,NA,NA,NA
"42","2020-08-31 08:54:57-03","INPA","INPA","43147","S","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"Lleras, E","P19663","1973","11","24","Southern America","Brasil","Amazonas","BR 364, km 235, Igapó-Açu, Road Manaus-Porto Velho (BR-319) ca km 235; Igapo Açu",NA,NA,NA,"INPA0043147","Dicotyledon Asterids","Ericales","T.D.Penn.",NA,"INPA0043147 INPA0043147_e INPA0043147_e1","-61.333333","-5",NA,NA,NA,NA,"-61.333333","-5",NA,NA,NA,NA,NA,NA,NA
"43","2020-08-31 08:54:57-03","INPA","INPA","44811","S","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"Campbell, DG","P20834","1974","03","22","Southern America","Brasil","Amazonas","Rio Tupana, km 160 Tupana, Rui Tupana, km 160.",NA,NA,NA,"INPA0044811","Dicotyledon Asterids","Ericales","T.D.Penn.",NA,"INPA0044811 INPA0044811_e INPA0044811_e1","-60.8031","-4.1781",NA,NA,NA,NA,"-60.8031","-4.1781",NA,NA,NA,NA,NA,NA,NA
"44","2020-08-31 08:54:57-03","INPA","INPA","45784","S","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"Campbell, DG","P21850","1974","04","05","Southern America","Brasil","Amazonas","Rio Cuieiras, farmer's clearing, one farm upstream, Rui Cuireras, farmer's clearing onew farm upstream from of Sr Caldez.",NA,NA,NA,"INPA0045784","Dicotyledon Asterids","Ericales","T.D.Penn.",NA,"INPA0045784 INPA0045784_e INPA0045784_e1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-08-31 08:54:57-03","INPA","INPA","60014","S","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"Monteiro, OP","76-1205","1976","06","23","Southern America","Brasil","Amazonas","Rio Negro, Tarumã Grande.",NA,NA,NA,"INPA0060014","Dicotyledon Asterids","Ericales","T.D.Penn.",NA,"INPA0060014 INPA0060014_e INPA0060014_e1","-60.033333","-3.416667","Manaus",NA,NA,NA,"-60.033333","-3.416667",NA,NA,NA,NA,NA,NA,NA
"46","2020-08-31 08:54:57-03","INPA","INPA","3468","S","Plantae","Sapotaceae","Pouteria","pachyphylla","Pouteria pachyphylla",NA,"Almeida, JC de","INPA3468","1956","11","20","Southern America","Brasil","Amazonas","Igarapé do Franco, Margem do igarape do Franco",NA,NA,NA,"INPA0003468","Dicotyledon Asterids","Ericales","T.D.Penn.",NA,"INPA0003468 INPA0003468_e INPA0003468_e1 INPA0003468_e2","-60.05","-3.166667","Manaus",NA,NA,NA,"-60.05","-3.166667",NA,NA,NA,NA,NA,NA,NA
