"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","phylum","order","typeStatus","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","eventTime","sex"
"591","2020-08-26 10:50:05-03","MCN-FZBRS","HAS","76297","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","acutata × regnelliana","Myrceugenia acutata × regnelliana","D.Legrand × (O.Berg) D.Legrand & Kausel","Molz, M.","Camargo, O.R.","1957","01",NA,"Brasil","Rio Grande do Sul","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,"HAS0076297",NA,NA,NA,NA,"1658","Fazenda Potreirinhos, 4º distrito",NA,NA,"2m de alt. Em touceira. Casca cinzenta.","Magnoliophyta",NA,NA,NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA
"592","2020-08-26 10:50:11-03","MCN-FZBRS","HAS","76598","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Molz, M.","Silveira, N.; Frosi, R. & Schinoff, W.","1985","02",NA,"Brasil","Rio Grande do Sul","Bom Jesus","-50.4166984558105","-28.6678009033203",NA,NA,"HAS0076598",NA,"2017","12",NA,"1970","Próximo à Serra da Rocinha",NA,NA,"Na beira dos peraus. Com ca. De 2m de alt.","Magnoliophyta",NA,NA,NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA,NA,NA
"593","2020-08-26 10:50:07-03","MCN-FZBRS","HAS","76717","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens × regnelliana","Myrceugenia glaucescens × regnelliana","(Cambess.) D.Legrand & Kausel × (O.Berg) D.Legrand & Kausel","Molz, M.","Mattos, J.","1984","12",NA,"Brasil","Rio Grande do Sul","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,"HAS0076717",NA,NA,NA,NA,"28335","dir. S. Francisco de Paula",NA,NA,"na mata; Arvoreta 3m","Magnoliophyta",NA,NA,NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA
"594","2020-08-26 10:50:09-03","MCN-FZBRS","HAS","76522","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Molz, M.","Mattos, J.",NA,NA,NA,"Brasil","Rio Grande do Sul","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,"HAS0076522",NA,NA,NA,NA,"31050","Fortaleza",NA,NA,"2m alt; fr. negros","Magnoliophyta",NA,NA,NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA
"595","2020-08-26 10:50:09-03","MCN-FZBRS","HAS","70368","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Molz, M.","Mazzitelli, S.M.","1994","01",NA,"Brasil","Rio Grande do Sul","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,"HAS0070368",NA,"2017","12",NA,"1240","Fortaleza",NA,NA,"mata na beira; Árv. 6m alt.; fl. Brancas","Magnoliophyta",NA,NA,NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA
"596","2020-08-26 10:50:11-03","MCN-FZBRS","HAS","76632","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Molz, M.","Silveira, N.",NA,NA,NA,"Brasil","Rio Grande do Sul","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,"HAS0076632",NA,NA,NA,NA,"4450","Fortaleza dos Valos",NA,NA,"4m alt.; fl. brancas e arom.","Magnoliophyta",NA,NA,NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA
"597","2020-08-26 10:50:10-03","MCN-FZBRS","HAS","76547","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Molz, M.","Mattos, J.",NA,NA,NA,"Brasil","Rio Grande do Sul","Cambará do Sul","-50.1446990966797","-29.0478000640869",NA,NA,"HAS0076547",NA,NA,NA,NA,"23318","na Fortaleza",NA,NA,"matinha nebular; arb. ca. 3m alt.","Magnoliophyta",NA,NA,NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA
"598","2020-08-26 10:50:09-03","MCN-FZBRS","HAS","44288","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Molz, M.","Schmidt, R.","2005","01",NA,"Brasil","Rio Grande do Sul","Maquiné","-50.2071990966797","-29.6749992370605",NA,NA,"HAS0044288",NA,"2017","03","23","923","Reserva biológica da Serra Geral, Mangueira de pedra e trilhas",NA,NA,"Projeto Mata Atlântica (Kf)","Magnoliophyta",NA,NA,NA,NA,NA,"28094","auto",NA,NA,NA,NA,NA,NA,NA
"599","2020-08-26 10:50:11-03","MCN-FZBRS","HAS","76589","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Molz, M.","Mattos, J.",NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,"HAS0076589",NA,NA,NA,NA,"s.n.","Ranchinho",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","2020-08-26 10:50:09-03","MCN-FZBRS","HAS","43898","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Molz, M.","Schmidt, R.","2004","11",NA,"Brasil","Rio Grande do Sul","Maquiné","-50.2071990966797","-29.6749992370605",NA,NA,"HAS0043898",NA,"2017","03","23","748","Reserva biológica da Serra Geral, Vale do Rio Forqueta",NA,NA,"Árvore; Projeto Mata Atlântica (Kf)","Magnoliophyta",NA,NA,NA,NA,NA,"28094","auto",NA,NA,NA,NA,NA,NA,NA
"601","2020-08-26 10:50:09-03","MCN-FZBRS","HAS","43950","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Molz, M.","Schmidt, R.","2004","11",NA,"Brasil","Rio Grande do Sul","Maquiné","-50.2071990966797","-29.6749992370605",NA,NA,"HAS0043950",NA,"2017","03","23","800","Reserva biológica da Serra Geral, Vale Linha Encantada até Sanga do Paraguaio",NA,NA,"Projeto Mata Atlântica (Kf)","Magnoliophyta",NA,NA,NA,NA,NA,"28094","auto",NA,NA,NA,NA,NA,NA,NA
"602","2020-08-26 10:50:09-03","MCN-FZBRS","HAS","43906","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Molz, M.","Schmidt, R.","2004","11",NA,"Brasil","Rio Grande do Sul","Maquiné","-50.2071990966797","-29.6749992370605",NA,NA,"HAS0043906",NA,"2017","03","23","756","Reserva biológica da Serra Geral, Vale Linha Encantada até Sanga do Paraguaio",NA,NA,"Árvore; Projeto Mata Atlântica (Kf)","Magnoliophyta",NA,NA,NA,NA,NA,"28094","auto",NA,NA,NA,NA,NA,NA,NA
"603","2020-08-26 10:50:09-03","MCN-FZBRS","HAS","43846","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Molz, M.","Abruzzi, M.L.","2003","11",NA,"Brasil","Rio Grande do Sul","Maquiné","-50.2071990966797","-29.6749992370605",NA,NA,"HAS0043846",NA,"2017","03","23","5221","Reserva biológica da Serra Geral, Vale Linha Encantada, próximo ao rio",NA,NA,"Árvore; Projeto Mata Atlântica (Kf)","Magnoliophyta",NA,NA,NA,NA,NA,"28094","auto",NA,NA,NA,NA,NA,NA,NA
"604","2020-08-26 10:50:10-03","MCN-FZBRS","HAS","76526","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Molz, M.","Mattos, J.; Mattos, N.","1967","08",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"HAS0076526",NA,"2017","12",NA,"15039","na divisa do estado de São Paulo, rodovia Campos do Jordão-Itajubá, via fazenda da guarda.",NA,NA,"Na mata secundária, Arbusto de 2,5m de altura. Frutos imaturos, pedúnculos longos, delgados e verde.","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605","2020-08-26 10:50:10-03","MCN-FZBRS","HAS","76531","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Molz, M.","Mattos, J.; Mattos, N.","1961","05",NA,"Brasil","São Paulo","São Luiz de Paraitingano",NA,NA,NA,NA,"HAS0076531",NA,"2017","12",NA,"8973","no alto da serra.",NA,NA,"Na mata secundária, Arbusto de 2,5m de altura. Frutos imaturos, pedúnculos longos, delgados e verde.","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","2020-08-26 10:50:10-03","MCN-FZBRS","HAS","76578","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Molz, M.","Andrade, S. de",NA,NA,NA,"Brasil",NA,"Estrada das Macieiras",NA,NA,NA,NA,"HAS0076578",NA,NA,NA,NA,"s.n.","Km 15",NA,NA,"arbusto flor branca","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","2020-08-26 10:50:10-03","MCN-FZBRS","HAS","76579","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Molz, M.","Mattos, J.",NA,NA,NA,"Brasil","São Paulo","Est. Ecol. Boracéia",NA,NA,NA,NA,"HAS0076579",NA,NA,NA,NA,"13866",NA,NA,NA,"mata virgem, margem do rio; arbusto 2m","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","2020-08-26 10:50:11-03","MCN-FZBRS","HAS","76596","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Molz, M.","Mattos, J.",NA,NA,NA,"Brasil","Santa Catarina","Rio Novo",NA,NA,NA,NA,"HAS0076596",NA,NA,NA,NA,"s.n.","12Km norte de Orleans",NA,NA,"mata virgem; arbusto 1,5m alt.","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609","2020-08-26 10:50:11-03","MCN-FZBRS","HAS","76673","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Molz, M.","Silveira, N.","1988","07",NA,"Brasil","Rio Grande do Sul","Torres (Três Cachoeiras - RS)",NA,NA,NA,NA,"HAS0076673",NA,NA,NA,NA,"6845","Rio da Terra",NA,NA,"beira do rio; arbu.; 1,5m alt.; Fr. imat.","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","2020-08-26 10:50:11-03","MCN-FZBRS","HAS","76732","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Molz, M.","Camargo, O.R.","1976","04",NA,"Brasil","Rio Grande do Sul","Torres (Três Cachoeiras - RS)",NA,NA,NA,NA,"HAS0076732",NA,NA,NA,NA,"s.n.","Rio da Terra",NA,NA,"no mato; Árv. 10m; estéril","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","2020-08-26 10:50:11-03","MCN-FZBRS","HAS","96001","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Molz, M.","Piovesani, W. S.","2018","10",NA,"Brasil","Rio Grande do Sul","Morrinhos do Sul","-49.983583","-29.379194","-49,983583","-29,379194","HAS0096001",NA,"2019",NA,NA,"45","Perdida",NA,NA,"Arbusto com flores brancas; interior de FOD, em beira de córrego.","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","2020-08-26 10:50:09-03","MCN-FZBRS","HAS","44958","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Molz, M.","Senna, R.M.","2005","11",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"HAS0044958",NA,"2017","12",NA,"976","Campos de Cima da Serra; Josafá, arredores da Estação Ecol. Est. Aratinga.",NA,NA,"; mata; arbusto;","Magnoliophyta",NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"613","2020-08-26 10:50:07-03","MCN-FZBRS","HAS","36704","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens × regnelliana","Myrceugenia glaucescens × regnelliana","(Cambess.) D.Legrand & Kausel × (O.Berg) D.Legrand & Kausel","Mello, J.P.B. & Molz, M.","Senna, R.M.","1999","01",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","-50.5835990905762","-29.4480991363525",NA,NA,"HAS0036704",NA,"2017","11","30","54","Passo do Inferno",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"614","2020-08-26 10:50:09-03","MCN-FZBRS","HAS","45687","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Molz, M.","Carneiro, A.M.","2004","11",NA,"Brasil","Rio Grande do Sul","São José dos Ausentes","-50.0657997131348","-28.7483005523682",NA,NA,"HAS0045687",NA,NA,NA,NA,"803","Campos de Cima da Serra; Pico Montenegro",NA,NA,"; árvore;","Magnoliophyta",NA,NA,NA,NA,NA,"42598","auto",NA,NA,NA,NA,NA,NA,NA
"615","2020-08-26 10:50:11-03","MCN-FZBRS","HAS","76592","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Molz, M.","Silveira, N.",NA,NA,NA,"Brasil","Rio Grande do Sul","Torres","-49.7268981933594","-29.3353004455566",NA,NA,"HAS0076592",NA,NA,NA,NA,"4600","Lageadinho (Três Cachoeiras)",NA,NA,"beira do riacho; arbu. 2m; fl. Brancas","Magnoliophyta",NA,NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA,NA,NA
"616","2020-08-26 10:50:11-03","MCN-FZBRS","HAS","76665","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Molz, M.","Silveira, N.","1988","09",NA,"Brasil","Rio Grande do Sul","Três Cachoeiras","-49.9244003295898","-29.4556007385254",NA,NA,"HAS0076665",NA,NA,NA,NA,"9227","rio da Terra",NA,NA,"Beira do rio; arb. 1,5 m alt.","Magnoliophyta",NA,NA,NA,NA,NA,"17224","auto",NA,NA,NA,NA,NA,NA,NA
"617","2020-08-26 10:50:11-03","MCN-FZBRS","HAS","76599","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Molz, M.","Reitz, R.",NA,NA,NA,"Brasil","Santa Catarina","Bom Retiro","-49.489200592041","-27.7971992492676",NA,NA,"HAS0076599",NA,NA,NA,NA,"2413","Campo dos Padres",NA,NA,"mata; arbusto","Magnoliophyta",NA,NA,NA,NA,NA,"35974","auto",NA,NA,NA,NA,NA,NA,NA
"618","2020-08-26 10:50:11-03","MCN-FZBRS","HAS","76595","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Molz, M.","Reitz, R.",NA,NA,NA,"Brasil","Santa Catarina","Bom Retiro","-49.489200592041","-27.7971992492676",NA,NA,"HAS0076595",NA,NA,NA,NA,"s.n.","Riosinho",NA,NA,"mata; arbusto; flor branca","Magnoliophyta",NA,NA,NA,NA,NA,"35974","auto",NA,NA,NA,NA,NA,NA,NA
"619","2020-08-26 10:50:09-03","MCN-FZBRS","HAS","76523","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Molz, M.","Reitz, R.; Klein","1958","01",NA,"Brasil","Santa Catarina","Campo Alegre","-49.2655982971191","-26.1924991607666",NA,NA,"HAS0076523",NA,"2017","12",NA,"6051","Morro do Itaquerim",NA,NA,"Orla da mata. Arbusto, Flor Branca.","Magnoliophyta",NA,NA,NA,NA,NA,"37493","auto",NA,NA,NA,NA,NA,NA,NA
"620","2020-08-26 10:50:05-03","MCN-FZBRS","HAS","76271","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","acutata × regnelliana","Myrceugenia acutata × regnelliana","D.Legrand × (O.Berg) D.Legrand & Kausel","Molz, M.","Mattos, J.","1957","01",NA,"Brasil","Santa Catarina","Lages","-50.326099395752","-27.8160991668701",NA,NA,"HAS0076271",NA,NA,NA,NA,"4506","rio Lava-Tudo com r. São Mateus",NA,NA,"mata ciliar","Magnoliophyta",NA,NA,NA,NA,NA,"70701","auto",NA,NA,NA,NA,NA,NA,NA
"621","2020-08-26 10:50:10-03","MCN-FZBRS","HAS","76552","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Molz, M.","Mattos, J.",NA,NA,NA,"Brasil","Santa Catarina","São Joaquim","-49.9317016601562","-28.2938995361328",NA,NA,"HAS0076552",NA,NA,NA,NA,"24178",NA,NA,NA,"matinha de mirtácea; arb. 2,5m alt.","Magnoliophyta",NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA
"622","2020-08-26 10:50:10-03","MCN-FZBRS","HAS","76525","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Molz, M.","Mattos, J.",NA,NA,NA,"Brasil","Santa Catarina","São Joaquim","-49.9317016601562","-28.2938995361328",NA,NA,"HAS0076525",NA,NA,NA,NA,"5347","Altos (Faz. Emilio Ribeiro)",NA,NA,"No mato; 2m de alt.","Magnoliophyta",NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA
"623","2020-08-26 10:50:11-03","MCN-FZBRS","HAS","76601","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Molz, M.","Mattos, J.",NA,NA,NA,"Brasil","Santa Catarina","São Joaquim","-49.9317016601562","-28.2938995361328",NA,NA,"HAS0076601",NA,NA,NA,NA,"7094","Boca da Serra Nova",NA,NA,"Bordo do mato. 1.2m de alt.","Magnoliophyta",NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA
"624","2020-08-26 10:50:11-03","MCN-FZBRS","HAS","76587","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Molz, M.","Mattos, J.",NA,NA,NA,"Brasil","Santa Catarina","São Joaquim","-49.9317016601562","-28.2938995361328",NA,NA,"HAS0076587",NA,NA,NA,NA,"s.n.","campestre do Malacara",NA,NA,"Margem do mato, junto a um banhado.","Magnoliophyta",NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA
"625","2020-08-26 10:50:11-03","MCN-FZBRS","HAS","76591","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Molz, M.","Mattos, J.",NA,NA,NA,"Brasil","Santa Catarina","São Joaquim","-49.9317016601562","-28.2938995361328",NA,NA,"HAS0076591",NA,NA,NA,NA,"7486","Campestre do Malacara",NA,NA,"picada p/ campestre","Magnoliophyta",NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA
"626","2020-08-26 10:50:10-03","MCN-FZBRS","HAS","76530","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Molz, M.","Mattos, J.",NA,NA,NA,"Brasil","Santa Catarina","São Joaquim","-49.9317016601562","-28.2938995361328",NA,NA,"HAS0076530",NA,NA,NA,NA,"7279","Campestre do Malacara",NA,NA,"Margem de um banahdo.","Magnoliophyta",NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA
"627","2020-08-26 10:50:10-03","MCN-FZBRS","HAS","76571","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Molz, M.","Mattos, J.",NA,NA,NA,"Brasil","Santa Catarina","São Joaquim","-49.9317016601562","-28.2938995361328",NA,NA,"HAS0076571",NA,NA,NA,NA,"7493","Campestre Malacara",NA,NA,"Mato alto 1,5m de altura.","Magnoliophyta",NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA
"628","2020-08-26 10:50:10-03","MCN-FZBRS","HAS","76576","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Molz, M.","Mattos, J.",NA,NA,NA,"Brasil","Santa Catarina","São Joaquim","-49.9317016601562","-28.2938995361328",NA,NA,"HAS0076576",NA,NA,NA,NA,"7275","Fazenda de Morrinhos",NA,NA,"picada","Magnoliophyta",NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA
"629","2020-08-26 10:50:11-03","MCN-FZBRS","HAS","76539","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana x acutata","Myrceugenia regnelliana x acutata","(O.Berg) D.Legrand & Kausel x D.Legrand","Molz, M.","Mattos, J.",NA,NA,NA,"Brasil","Santa Catarina","São Joaquim","-49.9317016601562","-28.2938995361328",NA,NA,"HAS0076539",NA,NA,NA,NA,"3457","Fazenda Velha",NA,NA,"No mato","Magnoliophyta",NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA
"630","2020-08-26 10:50:10-03","MCN-FZBRS","HAS","76535","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel",NA,"Mattos, J.",NA,NA,NA,"Brasil","Santa Catarina","São Joaquim","-49.9317016601562","-28.2938995361328",NA,NA,"HAS0076535",NA,NA,NA,NA,"3479","Fazenda Velha",NA,NA,"2m de alt. No mato.","Magnoliophyta",NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA
"631","2020-08-26 10:50:10-03","MCN-FZBRS","HAS","76577","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Molz, M.","Mattos, J.",NA,NA,NA,"Brasil","Santa Catarina","São Joaquim","-49.9317016601562","-28.2938995361328",NA,NA,"HAS0076577",NA,NA,NA,NA,"1985","Faz. Velha",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA
"632","2020-08-26 10:50:10-03","MCN-FZBRS","HAS","76573","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Molz, M.","Mattos, J.",NA,NA,NA,"Brasil","Santa Catarina","São Joaquim","-49.9317016601562","-28.2938995361328",NA,NA,"HAS0076573",NA,NA,NA,NA,"1582","Faz. Velha",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA
"633","2020-08-26 10:50:10-03","MCN-FZBRS","HAS","76572","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Molz, M.","Mattos, J.",NA,NA,NA,"Brasil","Santa Catarina","São Joaquim","-49.9317016601562","-28.2938995361328",NA,NA,"HAS0076572",NA,NA,NA,NA,"s.n.","Granja Invernadinha",NA,NA,"Mato alto 1,5m de altura.","Magnoliophyta",NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA
"634","2020-08-26 10:50:10-03","MCN-FZBRS","HAS","76529","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Molz, M.","Mattos, J.",NA,NA,NA,"Brasil","Santa Catarina","São Joaquim","-49.9317016601562","-28.2938995361328",NA,NA,"HAS0076529",NA,NA,NA,NA,"s.n.","H.P. Batcke",NA,NA,"no mato","Magnoliophyta",NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA
"635","2020-08-26 10:50:11-03","MCN-FZBRS","HAS","76785","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Molz, M.","Mattos, J.","1953",NA,NA,"Brasil","Santa Catarina","São Joaquim","-49.9317016601562","-28.2938995361328",NA,NA,"HAS0076785",NA,"2017","12",NA,"1085","Invernadinha",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA
"636","2020-08-26 10:50:05-03","MCN-FZBRS","HAS","76597","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","acutata × regnelliana","Myrceugenia acutata × regnelliana","D.Legrand × (O.Berg) D.Legrand & Kausel","Molz, M.","Mattos, J.",NA,NA,NA,"Brasil","Santa Catarina","São Joaquim","-49.9317016601562","-28.2938995361328",NA,NA,"HAS0076597",NA,NA,NA,NA,"9367","Invernadinha, Taperinha",NA,NA,"2m alt.; fl. branca","Magnoliophyta",NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA
"637","2020-08-26 10:50:11-03","MCN-FZBRS","HAS","76600","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","regnelliana","Myrceugenia regnelliana","(O.Berg) D.Legrand & Kausel","Molz, M.","Mattos, J.",NA,NA,NA,"Brasil","Santa Catarina","São Joaquim","-49.9317016601562","-28.2938995361328",NA,NA,"HAS0076600",NA,NA,NA,NA,"9373","Invernadinha, Taperinha",NA,NA,"1,2m alt.; Fl. brancas","Magnoliophyta",NA,NA,NA,NA,NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA
