"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","dayIdentified","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00960743","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","setosa","detonsa","Chamaecrista setosa detonsa","(Benth.) H.S.Irwin & Barneby",NA,"H. S. Irwin","16476","1966","06","02","South America","Brazil","Mato Grosso","Ca. 87 km. N. of Xavantina. Serra do Roncador.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1050186' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960743","NY00960743_01",NA,NA,"-52.08","-13.92","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00960105","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","setosa",NA,"Chamaecrista setosa","(Vogel) H.S.Irwin & Barneby",NA,"J. A. Lombardi","841","1995","07","06","South America","Brazil","Minas Gerais","Furnas, próximo às eclusas, pela estrada Belo Horizonte-Furnas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033798' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960105","NY00960105_01","A. O. de Souza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00960719","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","setosa","detonsa","Chamaecrista setosa detonsa","(Benth.) H.S.Irwin & Barneby",NA,"H. S. Irwin","8042","1965","09","07","South America","Brazil","Distrito Federal","Chapada da Contagem, ca. 25 km NE of Brasília","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1050183' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960719","NY00960719_01",NA,"Brasília","-47.75172","-15.62355","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00749093","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","setosa","detonsa","Chamaecrista setosa detonsa","(Benth.) H.S.Irwin & Barneby",NA,"B. M. T. Walter","806","1991","11","21","South America","Brazil","Goiás","Estrada que liga Serra da Mesa/Colinas; 2.5 km da entrada sul do canteiro de obras da UHE Serra da Mesa","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=888137' target='other'> <mi>dwc_moreinfo</mi></a>","NY00749093","NY00749093_01","R. C. Barneby","Colinas do Sul","-48.3","-13.87","510","510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00960819","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","setosa","detonsa","Chamaecrista setosa detonsa","(Benth.) H.S.Irwin & Barneby",NA,"E. P. Heringer","6819","1981","04","22","South America","Brazil","Distrito Federal","Bacia do Rio São Bartolomeu.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1050213' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960819","NY00960819_01","R. C. Barneby","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00960120","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","setosa",NA,"Chamaecrista setosa","(Vogel) H.S.Irwin & Barneby",NA,"M. L. Fonseca","1027","1996","06","28","South America","Brazil","Goiás","km 20 da GO-532. Niquelândia/Codemin","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033823' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960120","NY00960120_01","A. O. de Souza","Niquelândia","-48.3339","-14.2839",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00960722","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","setosa","detonsa","Chamaecrista setosa detonsa","(Benth.) H.S.Irwin & Barneby",NA,"R. C. de Mendonça","2103","1994","09","05","South America","Brazil","Goiás","Chapada dos veadeiros, estrada Alto Paraíso/Vale da Lua. 35 km de Alto Paraíso","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1050259' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960722","NY00960722_01",NA,"Alto Paraíso de Goiás","-47.5097","-14.1325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00960844","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","setosa","detonsa","Chamaecrista setosa detonsa","(Benth.) H.S.Irwin & Barneby",NA,"G. G. Hatschbach","62844","1995","05","16","South America","Brazil","Mato Grosso","Rod. BR-364, Serra da Petrovina","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1050201' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960844","NY00960844_01","R. C. Barneby","Pedra Preta","-54.4739","-16.6233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","470992","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","setosa","setosa","Chamaecrista setosa setosa","(Vogel) H.S.Irwin & Barneby",NA,"J. Mattos","13675","1966","04","04","South America","Brazil","São Paulo","Perto de Pádua Sales, Reserva Florestal da Fazenda Campininha","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=552031' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470992","NY00470992_01","P. Hervêncio","Moji-Guaçu","-47.164784","-22.242395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00960846","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","setosa","detonsa","Chamaecrista setosa detonsa","(Benth.) H.S.Irwin & Barneby",NA,"M. L. Fonseca","1916","1998","06","23","South America","Brazil","Goiás","Fazenda ca. 8 km. da cidade em direção ao lago Serra da Mesa. Folha: SD-22-Z-B (Uruaçú).","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1050253' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960846","NY00960846_01","R. C. Barneby","Campinorte","-49.1042","-14.2953","490","490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00960796","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","setosa","detonsa","Chamaecrista setosa detonsa","(Benth.) H.S.Irwin & Barneby",NA,"T. B. Cavalcanti","1473A","1995","07","20","South America","Brazil","Goiás","Estrada de acesso a Barra do Rio Bagagem c/ o Rio Tocantinzinho","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1050239' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960796","NY00960796_01","R. C. Barneby","Niquelândia","-48.28","-14.02","360","360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00960725","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","setosa","setosa","Chamaecrista setosa setosa","(Vogel) H.S.Irwin & Barneby",NA,"Taxonomy Class Of Univ De Brasilia","99","1973","05","26","South America","Brazil","Distrito Federal","17.5 km due north of center of Brasilia. At north edge of the Chapada da Contagem","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1050293' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960725","NY00960725_01",NA,"Brasília","-47.9294","-15.7797","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00978840","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","setosa","subsetosa","Chamaecrista setosa subsetosa","(Malme) H.S.Irwin & Barneby",NA,"D. R. Hunt","5692","1966","05","31","South America","Brazil","Mato Grosso","Xavantina - Cachimbo road, 85 km from Xavantina.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062925' target='other'> <mi>dwc_moreinfo</mi></a>","NY00978840","NY00978840_01",NA,"Água Boa","-52.1583","-14.0503","600","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00960717","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","setosa","detonsa","Chamaecrista setosa detonsa","(Benth.) H.S.Irwin & Barneby",NA,"H. S. Irwin","8042","1965","09","07","South America","Brazil","Distrito Federal","Chapada da Contagem, ca. 25 km NE of Brasília","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1050179' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960717","NY00960717_01",NA,"Brasília","-47.75172","-15.62355","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00960747","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","setosa","detonsa","Chamaecrista setosa detonsa","(Benth.) H.S.Irwin & Barneby",NA,"J. A. Ratter","R4754","1982","08","30","South America","Brazil","Mato Grosso","On road to Caveira de Índio, approx. 6km W of Xavantina on the N bank of Rio das Mortes.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1050262' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960747","NY00960747_01",NA,NA,"-52.33","-14.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00960720","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","setosa","detonsa","Chamaecrista setosa detonsa","(Benth.) H.S.Irwin & Barneby",NA,"E. P. Heringer","6953","1981","05","19","South America","Brazil","Distrito Federal","Bacia do Rio São Bartolomeu.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1050206' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960720","NY00960720_01","R. C. Barneby","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00978816","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","setosa","subsetosa","Chamaecrista setosa subsetosa","(Malme) H.S.Irwin & Barneby",NA,"J. F. Ramos","R. & S.59","1967","10",NA,"South America","Brazil","Mato Grosso","Collected near the base camp of the expedition (c. 270 km. N of Xavantina)","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062916' target='other'> <mi>dwc_moreinfo</mi></a>","NY00978816","NY00978816_01",NA,NA,"-51.87","-12.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00978719","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","setosa","paucivenia","Chamaecrista setosa paucivenia","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"E. P. Heringer","5267","1956","08","04","South America","Brazil","Minas Gerais","Serra do Cipó; Riacho da Serra","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062958' target='other'> <mi>dwc_moreinfo</mi></a>","NY00978719","NY00978719_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00960748","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","setosa","setosa","Chamaecrista setosa setosa","(Vogel) H.S.Irwin & Barneby",NA,"A. P. Duarte","2962","1950","08","24","South America","Brazil",NA,"Olaria próximo de Patos","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1050287' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960748","NY00960748_01",NA,NA,NA,NA,"750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00978743","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","setosa","paucivenia","Chamaecrista setosa paucivenia","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"E. P. Heringer","5232","1956","07","12","South America","Brazil","Minas Gerais","Paraopeba","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062957' target='other'> <mi>dwc_moreinfo</mi></a>","NY00978743","NY00978743_01",NA,"Paraopeba","-44.4042","-19.2744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00960103","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","setosa",NA,"Chamaecrista setosa","(Vogel) H.S.Irwin & Barneby",NA,"G. W. Fernandes","25","1995","08","21","South America","Brazil","Minas Gerais","near Furnas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1033796' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960103","NY00960103_01","A. O. de Souza",NA,NA,NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1920611","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","setosa",NA,"Chamaecrista setosa","(Vogel) H.S.Irwin & Barneby",NA,"A. S. S. Alves","495","2003","07","19","South America","Brazil","Minas Gerais","Companhia Mineira de Metais (CMM), Lagamar.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2142064' target='other'> <mi>dwc_moreinfo</mi></a>","NY01920611","NY01920611_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00960744","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","setosa","detonsa","Chamaecrista setosa detonsa","(Benth.) H.S.Irwin & Barneby",NA,"G. G. Hatschbach","55901","1991","11","07","South America","Brazil","Goiás","Subida p/ Torre Embratel","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1050203' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960744","NY00960744_01","R. C. Barneby","Água Fria de Goiás","-47.7842","-14.9858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00960793","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","setosa","detonsa","Chamaecrista setosa detonsa","(Benth.) H.S.Irwin & Barneby",NA,"H. S. Irwin","17524","1966","06","21","South America","Brazil","Goiás","Ca. 83 km. S. E. of Aragarças. Drainage of the Upper Rio Araguaia.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1050192' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960793","NY00960793_01",NA,"Piranhas","-51.95","-16.45","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","470995","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","setosa","setosa","Chamaecrista setosa setosa","(Vogel) H.S.Irwin & Barneby",NA,"L. Riedel","2182","1834","03",NA,"South America","Brazil","São Paulo","Brasília: Ytú [= Itú]","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=552028' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470995","NY00470995_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00978721","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","setosa","paucivenia","Chamaecrista setosa paucivenia","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA,"A. F. M. Glaziou","19074","1892","04","26","South America","Brazil","Minas Gerais","Fazenda do Matto Grande (Minas)","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1062961' target='other'> <mi>dwc_moreinfo</mi></a>","NY00978721","NY00978721_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00960721","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","setosa","detonsa","Chamaecrista setosa detonsa","(Benth.) H.S.Irwin & Barneby",NA,"G. Eiten","8429","1968","08","27","South America","Brazil","Mato Grosso","City of Xavantina on the Rio das Mortes. 1 km SSW of center of city at base of low quartzite hill.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1050221' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960721","NY00960721_01",NA,"Barra do Garças","-52.35","-14.7","450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00960818","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","setosa","detonsa","Chamaecrista setosa detonsa","(Benth.) H.S.Irwin & Barneby",NA,"W. R. Anderson","10108","1973","05","11","South America","Brazil","Goiás","Serra Dourada, ca. 16 km (straight line) S of Goiás Velho; cerrado on SE slopes","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1050197' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960818","NY00960818_01",NA,"Goiás","-50.1333","-16.06885","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00960774","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","setosa","setosa","Chamaecrista setosa setosa","(Vogel) H.S.Irwin & Barneby",NA,"R. C. de Mendonça","1331","1989","03","20","South America","Brazil","Goiás",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1050316' target='other'> <mi>dwc_moreinfo</mi></a>","NY00960774","NY00960774_01",NA,"Leopoldo de Bulhões","-48.6714","-16.6933",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00749076","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Chamaecrista","setosa",NA,"Chamaecrista setosa","(Vogel) H.S.Irwin & Barneby",NA,"H. S. Irwin","25363","1970","01","25","South America","Brazil","Goiás","Contraforte Central, Serra do Facão, ca. 50 km N.E. of Catalão","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=887555' target='other'> <mi>dwc_moreinfo</mi></a>","NY00749076","NY00749076_01",NA,"Catalão","-47.61584","-17.84727","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
