"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","phylum","identifiedBy","imagecode","order","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","continentOcean","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","typeStatus","class","relatedCatalogItem"
"11","2019-11-21 14:33:23-03","UFJF","CESJ","23329","PreservedSpecimen","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B. Weinberg","L. Krieger; et alii","CESJ23329","1988","12","17","Brasil","Minas Gerais",NA,"Parque Nacional do Caparaó, Córrego do Inácio.",NA,NA,NA,"Árvore pequena, 5 - 6m alt., perto de curso d'água. Flores com pétalas cor de vinho.","CESJ023329",NA,"Angiosperma","L. Marinho","CESJ023329 CESJ023329_1",NA,NA,NA,"2014","América do Sul",NA,NA,NA,NA,NA,NA,NA
"12","2019-11-21 14:33:23-03","UFJF","CESJ","37960","PreservedSpecimen","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B. Weinberg","G. Hatschbach; M. Hatschbach","69071","1999","05","16","Brasil","Espírito Santo","Alfredo Chaves","Estr. São Bento de Urânia - Alfredo Chaves","-40.749698638916","-20.6350002288818","32447","Arvoreta, 4m alt., creme, base interna vermelho-pinhão. Mata baixa de solo arenoso. Encosta de morro.","CESJ037960","auto","Angiosperma","V.Bittrich",NA,NA,NA,NA,"2001","América do Sul",NA,NA,NA,NA,NA,NA,NA
"13","2019-11-21 14:33:23-03","UFJF","CESJ","41051","PreservedSpecimen","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B. Weinberg","G. Hatschbach; M. Hatschbach; J.M. Silva","65253","1996","07","07","Brasil","Espírito Santo","Alfredo Chaves","Estr. São Bento de Urânia - Castelinho, Alt.: 900 - 1000m.","-40.749698638916","-20.6350002288818","32447","Árvore, 5m alt6., flor creme, látex creme. Encosta de morro, solo arenoso com vegetação baixa.","CESJ041051","auto","Angiosperma","V.Bittrich",NA,NA,NA,NA,"2001","América do Sul",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-01 16:28:07-03","UNICAMP","UEC","110270","S","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B.Weinberg","Zappi, DC; Costa, CB; Aona, LYS; Belinello, R","444","1999","11","25","Brazil","Espírito Santo","Santa Teresa","Fazenda Santa Lúcia.","-40.543611","-19.956667",NA,"Arvoreta 3m, frutos verdes com estrias e estigmas vináceos.&nf;; Mata de Altitude.","UEC103345",NA,"Magnoliopsida","Alencar, AC","UEC103345",NA,"800","800","2018",NA,"04","-40.543611","-19.956667",NA,NA,NA,NA
"15","2021-03-01 16:28:07-03","UNICAMP","UEC","206585","S","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B.Weinberg","Boone, W","1362","1990","03","06","Brazil","Espírito Santo","Santa Teresa","Brasil, ES, Santa Teresa, Valsunaga Velha, Estação Biológica de Santa Lúcia.","-40.533333","-19.966667",NA,"Arvoreta 5 m.Ramificado logo acima da base.Látex amarelado.Fruto verde com base vinho.Rupícola.Heliófila.; Floresta pluvial costeira baixo montana.Enosta à margem direita do Rio Timbuí.","UEC179534",NA,"Magnoliopsida","Alencar, AC",NA,NA,"700","850","2020",NA,"02","-40.533333","-19.966667",NA,NA,NA,NA
"16","2021-03-01 16:28:07-03","UNICAMP","UEC","206876","S","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B.Weinberg","Demuner, V; Magnago, LFS; Belisário, M; Bausen, E","1663","2006","01","18","Brazil","Espírito Santo","Marilândia","Brasil, ES, Município de Marilândia, Liberdade (Água Viva, Pedra do Cruzeiro), Prop:Aguilar A. Lovucini.","-40.551","-19.34825",NA,"Arbusto 4 m, frutos verdes, latescente.; Solo raso, sobre rocha, (Cruzeiro a gruta).","UEC179509",NA,"Magnoliopsida","Demuner, V; Magnago, LFS",NA,NA,"150","850","2006",NA,"02","-40.551","-19.34825","08",NA,NA,NA
"17","2021-03-01 16:28:07-03","UNICAMP","UEC","206880","S","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B.Weinberg","Demuner, V; Cruz, T; Belisário, M; Bausen, E; Rafael.","2163","2006","03","30","Brazil","Espírito Santo","Santa Leopoldina","Brasil, ES, Município de Santa Leopoldina, Bragança, Hospedaria Pau e Pique, Prop:Assunta Salvador.","-40.546333","-20.123",NA,"Arvoreta de 6 m, hemepífita frutos maduros abertos.; Interior da mata.","UEC179513",NA,"Magnoliopsida","Demuner, V; Magnago, LFS",NA,NA,"400","600","2006",NA,"03","-40.546333","-20.123","30",NA,NA,NA
"18","2021-03-01 16:28:07-03","UNICAMP","UEC","68986","S","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B.Weinberg","Chamas, CC; Santos, RR","IFO246/94","1994","11","17","Brazil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia, Valeugana Velha. Mata Atlântica de Encosta. Trilha Sagui, afloramento rochoso, altitude 680m, sol.","-40.6","-19.933333",NA,"Árvore, altura 3m, DAP (5cm+3+2,5)cm, , bifurca a 93 cm, botões branco esverdeado, fruto verde, parte superior vinho e riscos vesticais vinho, folha verde c/ nervura amarela, verso verde claro.","UEC039768",NA,"Magnoliopsida","Bittrich, V","UEC039768",NA,"500","950","2011",NA,"12","-40.6","-19.933333",NA,NA,NA,NA
"19","2021-03-01 16:28:07-03","UNICAMP","UEC","69006","S","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B.Weinberg","Chamas, CC; Santos, RR","IFO290/94","1997","09","20","Brazil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia, Valeugana Velha. Mata Atlântica de Encosta. Trilha Sagui, afloramento rochoso, altitude 680m, sol.","-40.6","-19.933333",NA,"Árvore, flor verde escuro c/ nervura amarelada, verão claro, pétala branco amarelado c/ contorno vermelho na base, órgão sexuais marrom claro, látex branco amarelado. &nf;Material coletado: flor.","UEC039767",NA,"Magnoliopsida","Bittrich, V","UEC039767",NA,"500","950","2011",NA,"12","-40.6","-19.933333",NA,NA,NA,NA
"20","2021-03-01 16:28:07-03","UNICAMP","UEC","69007","S","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B.Weinberg","Chamas, CC; Santos, RR","IFO246/94","1994","11","17","Brazil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia, Valeugana Velha. Mata Atlântica de Encosta. Trilha Sagui, afloramento rochoso, altitude 680m, sol.","-40.6","-19.933333",NA,"Árvore, altura 3m, DAP (5cm+3+2,5)cm, , bifurca a 93 cm, botões branco esverdeado, fruto verde, parte superior vinho e riscos vesticais vinho, folha verde c/ nervura amarela, verso verde claro.","UEC039666",NA,"Magnoliopsida","Bittrich, V","UEC039666",NA,"500","950","2011",NA,"12","-40.6","-19.933333",NA,NA,NA,NA
"21","2021-03-01 16:28:07-03","UNICAMP","UEC","69008","S","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B.Weinberg","Chamas, CC; Santos, RR","IFO245/94","1994","11","17","Brazil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia, Valeugana Velha. Mata Atlântica de Encosta. Trilha Sagui, afloramento rochoso, altitude 680m. sol.","-40.6","-19.933333",NA,"Árvore 4m, DAP (7,5cm+9cm), bifurca a 75 cm do chão, fruto chão, fruto verde, parte superior vinho e riscos verticais vinho, folha verde c/ nervura amarela, verso verde claro.","UEC039665",NA,"Magnoliopsida","Bittrich, V","UEC039665",NA,"500","950","2011",NA,"12","-40.6","-19.933333",NA,NA,NA,NA
"22","2021-03-01 16:28:07-03","UNICAMP","UEC","69009","S","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B.Weinberg","Chamas, CC; Santos, RR","IFO245/94","1994","11","17","Brazil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia, Valeugana Velha. Mata Atlântica de Encosta. Trilha Sagui, afloramento rochoso, altitude 680m. sol.","-40.6","-19.933333",NA,"Árvore 4m, DAP (7,5cm+9cm), bifurca a 75 cm do chão, fruto chão, fruto verde, parte superior vinho e riscos verticais vinho, folha verde c/ nervura amarela, verso verde claro.","UEC039670",NA,"Magnoliopsida","Bittrich, V","UEC039670",NA,"500","950","2011",NA,"12","-40.6","-19.933333",NA,NA,NA,NA
"23","2021-03-01 16:28:07-03","UNICAMP","UEC","69011","S","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B.Weinberg","Chamas, CC; Santos, RR","IFO244/94","1994","09","20","Brazil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia, Valeugana Velha. Mata Atlântica de Encosta. Trilha Sagui, afloramento rochoso, sol.","-40.6","-19.933333",NA,"Árvore, altura 4m, flor: pétalas branco amarelado com base avermelhada, órgão sexuais branco pardo.&nf;Material coletado: flor.","UEC039668",NA,"Magnoliopsida","Bittrich, V","UEC039668",NA,"500","950","2011",NA,"12","-40.6","-19.933333",NA,NA,NA,NA
"24","2020-03-02 11:04:43-03","UNICAMP","UEC","208004","S","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B.Weinberg","Gomes, JML","2991","2006","12","06","Brazil","Espírito Santo","Alfredo Chaves","Brasil, Espírito Santo, Alfredo Chaves, Propriedade João Domingos Cibin.","-40.749698638916","-20.6350002288818","32447",NA,"UEC179599","auto","Magnoliopsida","Alencar, AC",NA,NA,NA,NA,"2020",NA,"02",NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:28:07-03","UNICAMP","UEC","159514","S","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B.Weinberg","Hatschbach, G; Hatschbach, M; Silva, JM","65253","1996","07","07","Brazil","Espírito Santo","Alfredo Chaves","Estrada S.B. Urânia a Castelinho, Encosta de morro, solo arenoso e com vegetação baixa.","-40.749698638916","-20.6350002288818","32447","Árvore, 5m., flor creme, látex creme.","UEC013163","auto","Magnoliopsida",NA,"UEC013163",NA,"900","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:28:07-03","UNICAMP","UEC","159515","S","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B.Weinberg","Hatschbach, G; Hatschbach, M; Silva, JM","69071","1999","05","16","Brazil","Espírito Santo","Alfredo Chaves","Estrada S.B. Urânia a Castelinho, Mata baixa de solo arenoso.Encosta de morro.","-40.749698638916","-20.6350002288818","32447","ARvoreta, 4m, flor creme, base interna, vermelho pinhão.","UEC013162","auto","Magnoliopsida","Bittrich, V","UEC013162",NA,NA,NA,"2009",NA,"08",NA,NA,NA,NA,NA,NA
"27","2021-03-01 16:28:07-03","UNICAMP","UEC","206874","S","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B.Weinberg","Couto, DR","193","2004","10","12","Brazil","Espírito Santo","Mimoso do Sul","Brasil, ES, Mimoso do Sul, Pedra dos Pontões.","-41.3664016723633","-21.0641994476318","29430","Corola amarela, grande;cálice verde claro.Fragmento do Toti.; Vegetando sobre afloramento rochoso.","UEC179583","auto","Magnoliopsida","Alencar, AC",NA,NA,"700","700","2020",NA,"02",NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:28:07-03","UNICAMP","UEC","130803","S","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B.Weinberg","Assis, MC; Mello-Silva, R; Stanard, B; Lughadha, EN","582","1999","11","14","Brazil","Espírito Santo","Santa Maria De Jetibá","Alto de São Sebastião à beira da estrada que liga Jatibocas à Santa Maria.","-40.7461013793945","-20.040599822998","31867","Árvore ca. 6m alt. Em beira de mata. Frutos verde-amarelados com listas vináceas; base vinácea. Látex creme-amarelado.","UEC026495","auto","Magnoliopsida",NA,"UEC026495",NA,NA,NA,"2019",NA,"09",NA,NA,NA,NA,NA,NA
"29","2021-03-01 16:28:07-03","UNICAMP","UEC","207184","S","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B.Weinberg","Chamas, CC; Santos, RR","237","1994","09","20","Brazil","Espírito Santo","Santa Teresa","Brasil, ES, Mun.de Santa Teresa, Valsugana Velha, Estação Biológica de Santa Lúcia.","-40.6002998352051","-19.9356002807617","23813","Árvore 4 m DAP (7,5 cm+9 cm), bifurca a 75 cm do chão, botão verde, flor:pétala branca amarelada com base com manchas pontuais, vermelhas e contorno vermelho, estaminódio amarelo, gineceu verde com riscos vermelhos, folha verde com n","UEC179552","auto","Magnoliopsida","Alencar, AC",NA,NA,"500","950","2020",NA,"02",NA,NA,NA,NA,NA,NA
"30","2021-03-01 16:28:07-03","UNICAMP","UEC","206882","S","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B.Weinberg","Britto, RC; Lima, LN; Chagas, E","64","2006","01","11","Brazil","Espírito Santo","Santa Teresa","Brasil, ES, Município de Santa Teresa, Alto Santo Antônio.","-40.6002998352051","-19.9356002807617","23813","Árvore com 9 m de altura.Frutos verdes, com apêndices no ápice violáceos, látex branco.; Beira de estrada.","UEC179515","auto","Magnoliopsida","Demuner, V; Britto, RC",NA,NA,NA,NA,"2006",NA,"08",NA,NA,"28",NA,NA,NA
"31","2021-03-01 16:28:07-03","UNICAMP","UEC","207513","S","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B.Weinberg","Vervloet, RR; Bausen, E; Pizziolo, W","1076","2002","09","25","Brazil","Espírito Santo","Santa Teresa","Brasil, ES, Município de Santa Teresa, Nova Lombardia, Reserva Biológica Augusto Ruschi, estrada para João Neiva, parte mediana.","-40.6002998352051","-19.9356002807617","23813","Arvoreto 6 m, baixada, dossel 10 m, frutos imaturos de cor verde, látex amarelado.","UEC195290","auto","Magnoliopsida","Alencar, AC",NA,NA,NA,NA,"2020",NA,"02",NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:28:07-03","UNICAMP","UEC","206877","S","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B.Weinberg","Kollmann, L; Bausen, E; Pizziolo, W","1101","1998","11","25","Brazil","Espírito Santo","Santa Teresa","Brasil, ES, Município de Santa Teresa.Reserva Biológica de Santa Lúcia.(Divisa à direita depois da Trilha Bonita).","-40.6002998352051","-19.9356002807617","23813","Epífita caída.Frutos verdes.; Mata de encosta.","UEC179508","auto","Magnoliopsida","Alencar, AC",NA,NA,"750","750","2020",NA,"02",NA,NA,NA,NA,NA,NA
"33","2021-03-01 16:28:07-03","UNICAMP","UEC","106255","S","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B.Weinberg","Thomaz, LD","s.n.","1995","02","01","Brazil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.6002998352051","-19.9356002807617","23813","Indivíduo não amostrado, sobre pedra, altura 5m, látex creme, fruto verde-vinoso.","UEC012136","auto","Magnoliopsida","Silva, AG","UEC012136",NA,NA,NA,"1995",NA,"05",NA,NA,"04",NA,NA,NA
"34","2021-03-01 16:28:07-03","UNICAMP","UEC","199215","S","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B.Weinberg","Silva, LGF da; Wendt, T; Faria, APG; Brown, NE; Medina, D","06","2002","09","27","Brazil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia, trilha Tapinoã (do outro lado do rio).","-40.6002998352051","-19.9356002807617","23813","Árvore, 4m de altura, folha verde, fruto verde com estigmas persistentes no mais jovem amarelo e no mais maduro avermelhado, botões florais verdes, presença de látex, rar no local.; Mata de encosta sobre solo arenoso/rochoso, luminos","UEC159995","auto","Magnoliopsida","Alencar, AC","UEC159995",NA,NA,NA,"2018",NA,"04",NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:28:07-03","UNICAMP","UEC","199217","S","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B.Weinberg","Silva, LGF da; Wendt, T; Faria, APG; Brown, NE; Medina, D","03","2002","09","27","Brazil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia, trilha Tapinoã (do outro lado do rio).","-40.6002998352051","-19.9356002807617","23813","Árvore, 5m de altura, folha verde, flor masculina branca, pouco pigmento mermelho próximo aos estames nas pétalas internamente, presença de látex, comum no local.; Mata de encosta sobre solo rochoso, luminosidade intensa.","UEC159994","auto","Magnoliopsida","Alencar, AC","UEC159994",NA,NA,NA,"2018",NA,"04",NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:28:07-03","UNICAMP","UEC","180792","S","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B.Weinberg","Flores, TB; Romão, GO","1111","2012","08","23","Brazil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi - ao lado da Administração.","-40.6002998352051","-19.9356002807617","23813","Árvore, ca. 5m de alt. Cálice verde, corola alva com a base interior avermelhada, androceu amarelo. Látex.","UEC074467","auto","Magnoliopsida",NA,"UEC074467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-08-20 10:09:41-03","UNICAMP","UEC","205599","S","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B.Weinberg","Sartori, ALB; Koch, I; Mansano, VF; Sciamarelli, A; Goldenberg, R","175","1996","08","20","Brazil","Espírito Santo","Santa Teresa","Reserva Biológica de Santa Lúcia.","-40.6002998352051","-19.9356002807617","23813","flores, Árvore 6m, em vegetação secundária. Flores com pétalas creme e centro vermelho.","UEC123994","auto","Magnoliopsida","Alencar, AC","UEC123994",NA,NA,NA,"2018",NA,"02",NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:28:07-03","UNICAMP","UEC","204827","S","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B.Weinberg","Gomes, JML","3668","2009","11","22","Brazil","Espírito Santo","Serra","Brasil, Espírito Santo, Serra.APA Mestre Álvaro.","-40.3078002929688","-20.1285991668701","16451","Frutos esverdeados descentes.","UEC161391","auto","Magnoliopsida","Alencar, AC","UEC161391",NA,NA,NA,"2019",NA,"07",NA,NA,NA,NA,NA,NA
"39","2020-04-27 16:09:15-03","UFES","VIES","21904","S","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B.Weinberg","Zorzanelli, J.P.F.; Senna, D.S.","427","2011","12",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.472222","-20.363056",NA,NA,"VIES021904",NA,NA,"Zorzanelli, J.P.F.","VIES021904",NA,NA,NA,"2012",NA,"04","41º28'20''W","20º21'47''S",NA,NA,NA,NA
"40","2019-12-06 19:29:24-03","UFES","VIES","28673","S","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B.Weinberg","Assis, A.M.; Cribari, R.S.; Santos, R.; Santos, J.P.","4567","2018","07","28","Brasil","Espírito Santo","Vargem Alta",NA,"-40.996111","-20.456667",NA,NA,"VIES028673",NA,NA,NA,"VIES028673",NA,"1280","1280",NA,NA,NA,"40º59'46''W","20º27'24''S",NA,NA,NA,NA
"41","2020-04-27 16:09:15-03","UFES","VIES","33790","S","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B.Weinberg","Couto, D.R.; Freitas, C.","2073","2011","10","27","Brasil","Espírito Santo","Mimoso do Sul","Conceição do Muqui.","-41.508333","-20.97",NA,NA,"VIES033790",NA,NA,"Couto, D.R.","VIES033790",NA,"720","720","2012",NA,"02","41º30'30''W","20º58'12''S","05",NA,NA,NA
"42","2019-09-27 18:04:15-03","UFES","VIES","33545","S","Plantae","Clusiaceae","Clusia","aemygdioi","Clusia aemygdioi","Gomes da Silva & B.Weinberg","Pinto Júnior, H.V.","113","2013","08","09","Brasil","Espírito Santo","Mimoso do Sul","Conceição do Muqui.","-41.3664016723633","-21.0641994476318","29430",NA,"VIES033545","auto",NA,"Couto, D.R.","VIES033545",NA,"977","977","2013",NA,"12",NA,NA,"10",NA,NA,NA
