"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","previousCatalogNumber","individualCount","typeStatus","fieldNumber"
"241","2017-11-16 16:00:21-02","MNHN","RECOLNAT_MNHN_P","P04164330","PreservedSpecimen",NA,"Lamiaceae","Salvia","splendens","Salvia splendens","Ker-Gawl.",NA,"Martius",NA,NA,NA,"Brasil",NA,NA,"Brésil.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04164330' target='other'> <mi>dwc_moreinfo</mi></a>","P04164330","P04164330_01",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,"528"
"242","2017-11-16 16:00:21-02","MNHN","RECOLNAT_MNHN_P","P04164331","PreservedSpecimen",NA,"Lamiaceae","Salvia","splendens","Salvia splendens","Ker-Gawl.",NA,"[Meirelles]",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04164331' target='other'> <mi>dwc_moreinfo</mi></a>","P04164331","P04164331_01",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2017-11-16 16:00:21-02","MNHN","RECOLNAT_MNHN_P","P04164333","PreservedSpecimen",NA,"Lamiaceae","Salvia","splendens","Salvia splendens","Ker-Gawl.",NA,"Rhotmale], [A.","1850","9","27","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04164333' target='other'> <mi>dwc_moreinfo</mi></a>","P04164333","P04164333_01",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2017-11-16 16:00:21-02","MNHN","RECOLNAT_MNHN_P","P04164334","PreservedSpecimen",NA,"Lamiaceae","Salvia","splendens","Salvia splendens","Ker-Gawl.",NA,NA,NA,NA,NA,"[Bresil]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04164334' target='other'> <mi>dwc_moreinfo</mi></a>","P04164334","P04164334_01",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2017-11-16 16:00:21-02","MNHN","RECOLNAT_MNHN_P","P04164335","PreservedSpecimen",NA,"Lamiaceae","Salvia","splendens","Salvia splendens","Ker-Gawl.",NA,"Saint-Hilaire, A.","1816","1","1","Brasil","Rio de Janeiro",NA,"Bois près Guaxindiba.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04164335' target='other'> <mi>dwc_moreinfo</mi></a>","P04164335","P04164335_01",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,"B2 12 2 part"
"246","2017-11-16 16:00:21-02","MNHN","RECOLNAT_MNHN_P","P04164336","PreservedSpecimen",NA,"Lamiaceae","Salvia","splendens","Salvia splendens","Ker-Gawl.",NA,"Saint-Hilaire","1816","1","1","Brasil","Rio de Janeiro",NA,"Brésil. - Province de Rio de Janeiro.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04164336' target='other'> <mi>dwc_moreinfo</mi></a>","P04164336","P04164336_01",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,"2 12 b"
"247","2017-11-16 16:00:21-02","MNHN","RECOLNAT_MNHN_P","P04164337","PreservedSpecimen",NA,"Lamiaceae","Salvia","splendens","Salvia splendens","Ker-Gawl.",NA,"Saint-Hilaire","1816","1","1","Brasil","Rio de Janeiro",NA,"Brésil.-Province de Rio de Janeiro.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04164337' target='other'> <mi>dwc_moreinfo</mi></a>","P04164337","P04164337_01",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,"2 12 c"
"248","2017-11-16 16:00:21-02","MNHN","RECOLNAT_MNHN_P","P04164339","PreservedSpecimen",NA,"Lamiaceae","Salvia","splendens","Salvia splendens","Ker-Gawl.",NA,"Santos, E.P.","1992","1","28","Brasil","São Paulo",NA,"Parque Estadual da Serra do Mar; caminho à Piloes.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04164339' target='other'> <mi>dwc_moreinfo</mi></a>","P04164339","P04164339_01",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,"84"
"249","2017-11-16 16:00:21-02","MNHN","RECOLNAT_MNHN_P","P04164346","PreservedSpecimen",NA,"Lamiaceae","Salvia","splendens","Salvia splendens","Ker-Gawl.",NA,"Warming",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04164346' target='other'> <mi>dwc_moreinfo</mi></a>","P04164346","P04164346_01",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,"902"
"250","2015-09-04 09:07:55-03","MNHN","RECOLNAT_MNHN_P","P04164347","PreservedSpecimen",NA,"Lamiaceae","Salvia","splendens","Salvia splendens","Ker-Gawl.",NA,"Weddell, H.A.","1843","1","1","Brasil",NA,NA,"Brésil; environs de Rio-Janeiro.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04164347' target='other'> <mi>dwc_moreinfo</mi></a>","P04164347","P04164347_01",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,"562"
"251","2015-09-04 10:45:07-03","MNHN","RECOLNAT_MNHN_P","P04408901","PreservedSpecimen",NA,"Lamiaceae","Salvia","splendens","Salvia splendens","Ker-Gawl.",NA,NA,"1969","9","1","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04408901' target='other'> <mi>dwc_moreinfo</mi></a>","P04408901","P04408901_01",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2017-11-16 16:01:41-02","MNHN","RECOLNAT_MNHN_P","P04420805","PreservedSpecimen",NA,"Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Schult.",NA,NA,"1839","9","1","Brasil",NA,NA,"Cult. in horto regio Berolinensi.",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04420805' target='other'> <mi>dwc_moreinfo</mi></a>","P04420805","P04420805_01",NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2017-11-16 16:00:21-02","MNHN","RECOLNAT_MNHN_P","P04164341","PreservedSpecimen",NA,"Lamiaceae","Salvia","splendens","Salvia splendens","Ker-Gawl.",NA,"Santos, E.P.","1992","2","12","Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04164341' target='other'> <mi>dwc_moreinfo</mi></a>","P04164341","P04164341_01",NA,NA,NA,NA,NA,NA,NA,"hb","17082","auto",NA,NA,NA,NA,NA,NA,"102"
"254","2017-11-16 16:00:21-02","MNHN","RECOLNAT_MNHN_P","P04164342","PreservedSpecimen",NA,"Lamiaceae","Salvia","splendens","Salvia splendens","Ker-Gawl.",NA,"Sendulsky, T.","1967","1","20","Brasil","São Paulo","São Paulo","10km S. do Centro, no Inst. de Botânica.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04164342' target='other'> <mi>dwc_moreinfo</mi></a>","P04164342","P04164342_01",NA,NA,NA,NA,NA,NA,NA,"hb","53584","auto",NA,NA,NA,NA,NA,NA,"557"
"255","2017-11-16 16:00:21-02","MNHN","RECOLNAT_MNHN_P","P04164329","PreservedSpecimen",NA,"Lamiaceae","Salvia","splendens","Salvia splendens","Ker-Gawl.",NA,"Luederwaldt, H.","1910","10","1","Brasil","São Paulo","São Paulo","Ipiranga.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04164329' target='other'> <mi>dwc_moreinfo</mi></a>","P04164329","P04164329_01",NA,NA,NA,NA,NA,NA,NA,"hb","53584","auto",NA,NA,NA,NA,NA,NA,NA
"256","2017-11-16 16:00:21-02","MNHN","RECOLNAT_MNHN_P","P04164321","PreservedSpecimen",NA,"Lamiaceae","Salvia","splendens","Salvia splendens","Ker-Gawl.",NA,"Hoehne, F.C.","1934","12","1","Brasil","São Paulo","São Paulo","Parque do Estado.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04164321' target='other'> <mi>dwc_moreinfo</mi></a>","P04164321","P04164321_01",NA,NA,NA,NA,NA,NA,NA,"hb","53584","auto",NA,NA,NA,NA,NA,NA,NA
"257","2017-11-16 16:00:21-02","MNHN","RECOLNAT_MNHN_P","P04164332","PreservedSpecimen",NA,"Lamiaceae","Salvia","splendens","Salvia splendens","Ker-Gawl.",NA,"Romaniuc Neto, S.","1985","5","6","Brasil","São Paulo","São Paulo","Reserva Florestal do Parque Estadual das Fontes do Ipiranga.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04164332' target='other'> <mi>dwc_moreinfo</mi></a>","P04164332","P04164332_01",NA,NA,NA,NA,NA,NA,NA,"hb","53584","auto",NA,NA,NA,NA,NA,NA,"261"
"258","2020-10-01 14:21:50-03","JBB","HEPH","428","S","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex M.Roem. & Schult.","Anônimo","Wagner","1970","06","05","Brasil","Distrito Federal","Brasília","DPJ Viveiro da Novacap","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,"1970",NA,NA,"17","Dicotyledon","Lamiales","Southern America",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"259","2020-12-11 11:35:24-03","UFMG","BHCB","126031","PreservedSpecimen","Plantae","Euphorbiaceae","Gonatogyne","brasiliensis","Gonatogyne brasiliensis","(Baill.) Müll.Arg.",NA,"Viana, PL; Mota, NFO; Giorni, VT; Novaes, RML","2008","08","29","Brasil","Minas Gerais","Felício dos Santos","APA Felício, Mata do Isidoro e arredores","-43.466667","-18.283333","-43.466667","-18.283333","1320","1320","Arvoreta frequente. Frutos imaturos verdes; Mata. Frequente em sub-bosque na floresta","BHCB039782",NA,"2016","12","01","3676","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2020-12-11 11:35:24-03","UFMG","BHCB","85802","PreservedSpecimen","Plantae","Euphorbiaceae","Gonatogyne","brasiliensis","Gonatogyne brasiliensis","(Baill.) Müll.Arg.",NA,"Mota, RC da","2003","07","01","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo","-43.4249992370605","-19.0372009277344",NA,NA,NA,NA,"Mata ciliar na parte de baixo da cachoeira. Árvore. Flores masculinas creme","BHCB002441",NA,NA,NA,NA,"2141","Dicotyledon",NA,"Southern America",NA,"60318","auto",NA,NA,NA,NA,NA,NA,NA
"261","2020-12-11 11:36:56-03","UFMG","BHCB","130201","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Roem. & Schult.",NA,"Felix, DF","2006","12","12","Brasil","Minas Gerais","Belo Horizonte","Museu de História Natural e Jardim Botânico UFMG, Coletada no barranco das pteridófitas. Área 7 e 5.","-43.915972","-19.891611","-43.915972","-19.891611","810","810","Herbacea de 35 centímetros. Flores: vermelhas.",NA,NA,NA,NA,NA,"13","Dicotyledon",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2020-12-11 11:36:56-03","UFMG","BHCB","803","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Roem. & Schult.",NA,"Grandi, TSM","1979","09",NA,"Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"cultivada;sub-arbustivo;flores vermelhas",NA,NA,NA,NA,NA,"s.n.","Dicotyledon",NA,"Southern America",NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"263","2020-12-11 11:36:56-03","UFMG","BHCB","18908","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Roem. & Schult.",NA,"Antunes, J","1990","11",NA,"Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Dicotyledon",NA,"Southern America",NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"264","2020-12-11 11:36:56-03","UFMG","BHCB","34260","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Roem. & Schult.",NA,"Oliveira, RS","1997","01","07","Brasil","Minas Gerais","Belo Horizonte","Bairro Funcionários.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Folhas membranosas, corola vermelha e pilosa. Projeto Levantamento das Abelhas Silvestres da Região Metalúrgica de Minas Gerais - Plantas visitadas por abelhas.",NA,NA,NA,NA,NA,"113","Dicotyledon",NA,"Southern America",NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"265","2020-12-11 11:36:56-03","UFMG","BHCB","34260","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Roem. & Schult.",NA,"Oliveira, RS","1997","01","07","Brasil","Minas Gerais","Belo Horizonte","Bairro Funcionários.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Folhas membranosas, corola vermelha e pilosa. Projeto Levantamento das Abelhas Silvestres da Região Metalúrgica de Minas Gerais - Plantas visitadas por abelhas.",NA,NA,NA,NA,NA,"113","Dicotyledon",NA,"Southern America",NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"266","2020-12-11 11:36:56-03","UFMG","BHCB","34252","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Roem. & Schult.",NA,"Oliveira, RS","1996","10","13","Brasil","Minas Gerais","Belo Horizonte","Bairro Funcionários.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Inflorescências ramificadas com flores tubulares de corola vermelha. Projeto Levantamento das Abelhas Silvestres da Região Metalúrgica de Minas Gerais - Plantas visitadas por abelhas.",NA,NA,NA,NA,NA,"104","Dicotyledon",NA,"Southern America",NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"267","2020-12-11 11:36:56-03","UFMG","BHCB","34252","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Roem. & Schult.",NA,"Oliveira, RS","1996","10","13","Brasil","Minas Gerais","Belo Horizonte","Bairro Funcionários.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Inflorescências ramificadas com flores tubulares de corola vermelha. Projeto Levantamento das Abelhas Silvestres da Região Metalúrgica de Minas Gerais - Plantas visitadas por abelhas.",NA,NA,NA,NA,NA,"104","Dicotyledon",NA,"Southern America",NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"268","2020-12-11 11:36:56-03","UFMG","BHCB","34264","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Roem. & Schult.",NA,"Oliveira, RS","1997","01","20","Brasil","Minas Gerais","Belo Horizonte","Bairro São Lucas.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Flores Tubulares, corola vermelha, brácteas vermelhas pubscentes, folhas membranosas. Projeto Levantamento das Abelhas Silvestres da Região Metalúrgica de Minas Gerais - Plantas visitadas por abelhas.",NA,NA,NA,NA,NA,"114","Dicotyledon",NA,"Southern America",NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"269","2020-12-11 11:36:56-03","UFMG","BHCB","34264","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Roem. & Schult.",NA,"Oliveira, RS","1997","01","20","Brasil","Minas Gerais","Belo Horizonte","Bairro São Lucas.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"Flores Tubulares, corola vermelha, brácteas vermelhas pubscentes, folhas membranosas. Projeto Levantamento das Abelhas Silvestres da Região Metalúrgica de Minas Gerais - Plantas visitadas por abelhas.",NA,NA,NA,NA,NA,"114","Dicotyledon",NA,"Southern America",NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"270","2020-12-11 11:36:56-03","UFMG","BHCB","3632","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Roem. & Schult.",NA,"Oliveira, JA de","1980","02","05","Brasil","Minas Gerais","Belo Horizonte","Campus da UFMG. ICB.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,"terrestre;arbusto;",NA,NA,NA,NA,NA,"s.n.","Dicotyledon",NA,"Southern America",NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"271","2020-12-11 11:36:56-03","UFMG","BHCB","23032","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Roem. & Schult.",NA,"Tameirão Neto, E","1991","04","10","Brasil","Minas Gerais","Belo Horizonte","Estação Ecológica da UFMG","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","Dicotyledon",NA,"Southern America",NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"272","2020-12-11 11:36:56-03","UFMG","BHCB","23032","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Roem. & Schult.",NA,"Tameirão Neto, E","1991","04","10","Brasil","Minas Gerais","Belo Horizonte","Estação Ecológica da UFMG","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47","Dicotyledon",NA,"Southern America",NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"273","2020-12-11 11:36:56-03","UFMG","BHCB","16759","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Roem. & Schult.",NA,"Grandi, TSM","1989","10",NA,"Brasil","Minas Gerais","Belo Horizonte","Estação Ecológica da UFMG","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Dicotyledon",NA,"Southern America",NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"274","2021-02-11 17:18:52-03","UFPR","UPCB","42999","PreservedSpecimen","Plantae","Euphorbiaceae","Gonatogyne","brasiliensis","Gonatogyne brasiliensis","(Baill.) Müll.Arg.","Hoehne, F.C.","Gehrt, A.","1919","04",NA,"Brasil","São Paulo","São Paulo","Jabaquara","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Árvore, flores alvas..","UPCB0036801","UPCB0036801",NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"275","2021-02-11 17:18:52-03","UFPR","UPCB","42991","PreservedSpecimen","Plantae","Euphorbiaceae","Gonatogyne","brasiliensis","Gonatogyne brasiliensis","(Baill.) Müll.Arg.","Cordeiro, I.","Hoehne, F.C.","1931","03","25","Brasil","São Paulo","São Paulo","Parque do Estado e Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Árvore nativa, flores dióicas, da mata..","UPCB0036799","UPCB0036799","1999","10","20",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"276","2021-02-11 17:18:52-03","UFPR","UPCB","42989","PreservedSpecimen","Plantae","Euphorbiaceae","Gonatogyne","brasiliensis","Gonatogyne brasiliensis","(Baill.) Müll.Arg.","Webster, G.L.","Hoehne, F.C.",NA,NA,NA,"Brasil","São Paulo","São Paulo","Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Árvore nº38 da gleba em estudo..","UPCB0036802","UPCB0036802","1992","08","23",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"277","2021-02-11 17:18:52-03","UFPR","UPCB","42990","PreservedSpecimen","Plantae","Euphorbiaceae","Gonatogyne","brasiliensis","Gonatogyne brasiliensis","(Baill.) Müll.Arg.","Cordeiro, I.","Hoehne, F.C.","1932","06","16","Brasil","São Paulo","São Paulo","Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Árvore nativa com flores alvas, da mata..","UPCB0036804","UPCB0036804","1999","10","20",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"278","2021-02-11 17:18:52-03","UFPR","UPCB","42998","PreservedSpecimen","Plantae","Euphorbiaceae","Gonatogyne","brasiliensis","Gonatogyne brasiliensis","(Baill.) Müll.Arg.","Webster, G.L.","Hoehne, F.C.","1932","06","16","Brasil","São Paulo","São Paulo","Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Árvore nativa com flores alvas, da mata..","UPCB0036800","UPCB0036800","1992","08","23",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"279","2021-02-11 17:19:17-03","UFPR","UPCB","42833","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Ker Gawl.","Dunaiski Jr., A.","Amaral, W.do","1998","12","29","Brasil","Santa Catarina","Piratuba",NA,"-51.771900177002","-27.4197006225586",NA,NA,NA,NA,"Erva 30cm, flores vermelhas..","UPCB0034383","UPCB0034383","1999","05","20","431",NA,NA,NA,NA,"13675","auto",NA,NA,NA,NA,NA,NA,NA
"280","2021-02-11 17:19:17-03","UFPR","UPCB","38498","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Ker Gawl.","Santos, E.P.","Coelho, L.B.V.","1994","11","06","Brasil","Minas Gerais","Viçosa","Campus da UFV","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,NA,"UPCB0034381","UPCB0034381","1999","06","21","51",NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA
"281","2021-02-11 17:19:17-03","UFPR","UPCB","4157","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Ker Gawl.","Santos, E.P.","Moreira, E.",NA,NA,NA,"Brasil","Paraná","Guaratuba","Ilha da Pescaria","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"A beira do mar, em lugar úmido..","UPCB0034382","UPCB0034382","1996","05","10","314",NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA
"282","2008-05-27 22:02:00-03","MO","MOBOT","2919518","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Wied-Neuw.",NA,"F.K. Luke","1900",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luke s.n.",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2009-10-18 08:02:00-02","MO","MOBOT","2199508","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Schult.","Burkart, A.","F. M. Rodríguez","1914","4","10","Argentina","Tucumán","Trancas","San Pedro de Colalao","-65.48333","-26.23333",NA,NA,"1100.00000000",NA,NA,NA,NA,NA,NA,NA,"Rodríguez 1460",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","2012-04-10 07:51:00-03","MO","MOBOT","2919509","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Schult.",NA,"C. Vargas C.","1941","7",NA,"Peru","Cusco","Urubamba","(Machupejehu)",NA,NA,NA,NA,"2040.00000000",NA,NA,NA,NA,NA,NA,NA,"Vargas Calderón 2072",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"285","2014-03-22 07:23:00-03","MO","MOBOT","453406","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Schult.","R.M. Harley (K)","Fernando Hurtado|Alberto Angel Alvarado","1988","9","17","Ecuador","Napo",NA,"3 km este del Caserío de Huamaní. Al norte de la carretera Hollín- Loreto, por una trocha. Bosque pluvial Premontano.","-77.6","-0.7166667",NA,NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,"Hurtado 327",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"6",NA,"88-9"
"286","2016-08-17 14:38:00-03","MO","MOBOT","100923322","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Wied-Neuw.",NA,"O.G.W. Ramel","1953","7","5","Brazil","São Paulo",NA,"Eldorado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ramel s.n.82",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"287","2015-05-21 11:14:00-03","MO","MOBOT","1791888","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Wied-Neuw.","R. Liesner","Gerrit Davidse","1976","2","21","Brazil","São Paulo","São Paulo","Grounds of the Instituto Botânico.","-46.6166667","-23.6333333",NA,NA,"860.00000000",NA,NA,NA,NA,NA,NA,NA,"Davidse 10461",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,"1101"
"288","2018-06-22 05:25:00-03","MO","MOBOT","2458001","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Wied-Neuw.",NA,"Pe. Raulino Reitz|Roberto M. Klein","1956","2","5","Brazil","Santa Catarina",NA,"Ibirama. Ibirama",NA,NA,NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,"Reitz 2625",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","2008-05-27 22:02:00-03","MO","MOBOT","2915780","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Wied-Neuw.","Carl Epling","F.K. Luke","1900","7","26","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luke s.n.",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","2008-05-27 22:02:00-03","MO","MOBOT","2916136","PreservedSpecimen","Plantae","Lamiaceae","Salvia","splendens","Salvia splendens","Sellow ex Wied-Neuw.",NA,"Charles H. Thompson","1914","9","15","Brazil",NA,NA,"Scarlet Sage.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thompson 169",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
