"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","coordinatePrecision","geoFlag","class","minimumElevationInMeters","maximumElevationInMeters","fieldNumber"
"11","2014-11-06 16:18:18-02","UFPB","EAN","4033","S","Plantae","Orchidaceae","Catasetum","atratum","Catasetum atratum","Lindl","L. P. Felix & G. V. Dornelas","1988","03","21","L. P. Felix ; G. V. Dornelas","1988","03","21","Brasil","Pernambuco","Recife",NA,"-34.8811","-8.05389",NA,NA,"Herbácea, cedido por Leonardo F. do vale da SOPE.",NA,NA,NA,NA,"954",NA,NA,"18865","auto",NA,NA,NA,NA
"12","2014-11-06 16:18:18-02","UFPB","EAN","3478","S","Plantae","Orchidaceae","Catasetum","atratum","Catasetum atratum","Lindl","L. P. Felix & G. V. Dornelas","1987","05","25","L. P. Felix ; G. V. Dornelas","1987","05","25","Brasil","Pernambuco","Recife","Orquidario de Leornardo Freitas","-34.8811","-8.05389",NA,NA,"Herbáceo; flores marrom-escuras; inflorescência doada pelo orquidófilo Leonardo F. do vale..Habitat: Epífita",NA,NA,NA,NA,"728",NA,NA,"18865","auto",NA,NA,NA,NA
"13","2021-03-25 13:53:02-03","UNIVILLE","JOI","15118","PreservedSpecimen","Plantae","Orchidaceae","Catasetum","atratum","Catasetum atratum","Lindl.","Mancinelli, W. S.","2013","12","14","Mancinelli, W.S.","2013","12","14","Brasil","Santa Catarina","Joinville","Cubatão.","-48.8456001281738","-26.3043994903564",NA,NA,"Número de coleta: 1458 C; HABITAT: restinga; HABITO: Epífita","JOI015118",NA,NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA
"14","2020-11-04 17:30:10-03","UEM","HUEM","10266","S","Plantae","Orchidaceae","Catasetum","atratum","Catasetum atratum","Lindl.","Werner S. Mancinelli","2009","10","06","Janunzzi, AM; Milaneze-Gutierre, MA","2003",NA,NA,"Brasil","Paraná","Maringá","orquidário da UEM","-51.9385986328125","-23.4253005981445",NA,NA,NA,"HUEM000009470","HUEM000009470",NA,NA,"s.n.",NA,NA,"19250","auto",NA,NA,NA,NA
"15","2020-08-20 20:37:52-03","UFSC","FLOR","22167","PreservedSpecimen","Plantae","Orchidaceae","Catasetum","atratum","Catasetum atratum","Lindl.","Reis, A.","1991",NA,NA,"Falkenberg, D.B.","1991","12","14","Brasil","Santa Catarina","Florianópolis","Manguezal do Rio Ratones, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"uma planta apenas, epífita sobre Laguncularia, 1,5 m acima do solo, folha com grande e larga bainha, inflorescência ca.10 flores, labelo externamente verde-claro, internamente verde-amarelado, #?#lábio#?# superiormente amarelo-esverdeado;","FLOR0022167",NA,NA,"Asparagales","5552",NA,NA,"27000","auto",NA,NA,NA,NA
"16","2018-02-26 18:32:28-03","UFMT","UFMT","41797","S","Plantae","Orchidaceae","Catasetum","atratum","Catasetum atratum","Lindl.","Petini-Benelli, A.","2014","10","24","Petini-Benelli, A.","2014","10","24","Brasil","Santa Catarina","Itajaí",NA,"-48.6618995666504","-26.9078006744385",NA,NA,"Erva epífita. Flores não-ressupinadas. Tépalas verdes. Labelo esbranquiçado, margem denteada.; Floresta Ombrófila Aberta.","UFMT00041797",NA,NA,NA,"ADA1246",NA,NA,"27253","auto",NA,NA,NA,NA
"17","2021-03-04 15:42:04-03","IF","SPSF","40073","PreservedSpecimen","Plantae","Orchidaceae","Catasetum","atratum","Catasetum atratum","Lindl.","C. de Moura","2008","03","06","C.de Moura & T.T.Moraes & M.Ribeiro & M.M.Santos","2008","03","06","Brasil","SP","Iguape","Estação Ecológica Juréia-Itatins","-47.108333","-24.428333",NA,NA,"COLETA: Epífita a 4m de altura, em Rizophora mangle, flores esverdeadas com leve perfume.; GEOGRAFIA: rio Uma do Prelado, manguezal;",NA,NA,"Magnoliophyta","Orchidales","180","América do Sul",NA,NA,NA,"Liliopsida",NA,NA,NA
"18","2017-09-11 17:11:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Catasetum","atratum","Catasetum atratum","Lindl.",NA,NA,NA,NA,"Loddiges, CL",NA,NA,NA,"Brazil",NA,NA,"Habitat in Brasilia loco accurato haud indicato",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA
"19","2017-09-11 17:11:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Catasetum","atratum","Catasetum atratum","Lindl.",NA,NA,NA,NA,"Loddiges, CL",NA,NA,NA,"Brazil",NA,NA,"Habitat in Brasilia loco accurato haud indicato",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA
"20","2017-09-11 17:11:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Catasetum","atratum","Catasetum atratum","Lindl.",NA,NA,NA,NA,"Warming, JEB",NA,NA,NA,"Brazil","Minas Gerais",NA,"in sylvis supra arbores ad Lagoa Santa",NA,NA,NA,NA,"Floret Novembri - Februario",NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA
"21","2017-09-11 17:11:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Catasetum","atratum","Catasetum atratum","Lindl.",NA,NA,NA,NA,"Warming, JEB",NA,NA,NA,"Brazil","Minas Gerais",NA,"in sylvis supra arbores ad Lagoa Santa",NA,NA,NA,NA,"Floret Novembri - Februario",NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA
"22","2017-09-11 17:11:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Catasetum","atratum","Catasetum atratum","Lindl.",NA,NA,NA,NA,"Regnell, AF",NA,NA,NA,"Brazil","Minas Gerais","Caldas","in prov. Minas Geraes prope Caldas","-46.3861","-21.9236",NA,NA,NA,NA,NA,NA,NA,"2005","Southern America",NA,"25710","auto",NA,NA,NA,NA
"23","2017-09-11 17:11:30-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Catasetum","atratum","Catasetum atratum","Lindl.",NA,NA,NA,NA,"Regnell, AF",NA,NA,NA,"Brazil","Minas Gerais","Caldas","in prov. Minas Geraes prope Caldas","-46.3861","-21.9236",NA,NA,NA,NA,NA,NA,NA,"2005?","Southern America",NA,"25710","auto",NA,NA,NA,NA
"24","2017-09-11 17:11:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Catasetum","mentosum","Catasetum mentosum","Lem.",NA,NA,NA,NA,"Fr. De Vos",NA,NA,NA,"Brazil","Santa Catarina",NA,"Habitat in insula Santa Catharina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA
"25","2017-09-11 17:11:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Catasetum","mentosum","Catasetum mentosum","Lem.",NA,NA,NA,NA,"Fr. De Vos",NA,NA,NA,"Brazil","Santa Catarina",NA,"Habitat in insula Santa Catharina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA,NA
"26","2021-02-08 12:52:12-03","UFRGS","ICN","064667","S","Plantae","Orchidaceae","Catasetum","atratum","Catasetum atratum","Lindl.","Machnicki-Reis, M","2016","03","10","Waechter, JL","1985","12","12","Brasil","RS","Osório","Emboaba","-50.2696990966797","-29.8866996765137",NA,NA,"Espécie ameaçada de extinção (Em perigo).; Epífito. flores fenecidas.; em interior de mata turfosa a 3m de altura do solo.","ICN00039430",NA,"Monocotyledon",NA,"2145","América do Sul",NA,"27350","auto",NA,NA,NA,NA
"27","2021-02-08 12:52:12-03","UFRGS","ICN","015165","S","Plantae","Orchidaceae","Catasetum","atratum","Catasetum atratum","Lindl.","Machnicki-Reis, M","2016","03","10","Dutra, J","1934","12","07","Brasil","RS","Osório","Fachina do Maquiné","-50.2696990966797","-29.8866996765137",NA,NA,"Espécie ameaçada de extinção (Em perigo).; Num butiazeiro.","ICN00039433",NA,"Monocotyledon",NA,"1165","América do Sul",NA,"27350","auto",NA,NA,NA,NA
"28","2021-02-08 12:52:12-03","UFRGS","ICN","015039","S","Plantae","Orchidaceae","Catasetum","atratum","Catasetum atratum","Lindl.","Machnicki-Reis, M","2016","03","10","Sturmhoefel","1929","01",NA,"Brasil","RS","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,"Espécie ameaçada de extinção (Em perigo).; Num butiazeiro.","ICN00039434",NA,"Monocotyledon",NA,"s.n.","América do Sul",NA,"20837","auto",NA,NA,NA,NA
"29","2021-02-08 12:52:12-03","UFRGS","ICN","015012","S","Plantae","Orchidaceae","Catasetum","atratum","Catasetum atratum","Lindl.","Machnicki-Reis, M","2016","03","10","Kley, U","1927","12",NA,"Brasil","RS","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,"Espécie ameaçada de extinção (Em perigo).","ICN00039431",NA,"Monocotyledon",NA,"s.n.","América do Sul",NA,"20837","auto",NA,NA,NA,NA
"30","2021-02-08 12:52:12-03","UFRGS","ICN","043280","S","Plantae","Orchidaceae","Catasetum","atratum","Catasetum atratum","Lindl.","Machnicki-Reis, M","2016","03","10","Waechter, JL","1978","11","21","Brasil","RS","Torres","Limoeiro","-49.7268981933594","-29.3353004455566",NA,NA,"Espécie ameaçada de extinção (Em perigo). Mantido em cultura; herborizado em 27/XI/1978.; flores verdes-claras, finamente salpicadas de pardo; flores aromáticas, com odor agreste, cítrico, (labelo súpero; exemplar masculino); epifítico.","ICN00039432",NA,"Monocotyledon",NA,"1039","América do Sul",NA,"20837","auto",NA,NA,NA,NA
"31","2020-08-26 10:50:19-03","MCN-FZBRS","HAS","41071","PreservedSpecimen","Plantae","Orchidaceae","Catasetum","atratum","Catasetum atratum","Lindl.","J. de Nardim","2003",NA,NA,"Abruzzi, M.L.","2003","01",NA,"Brasil","Rio Grande do Sul","Tapes","Fazenda Guará","-51.3958015441895","-30.6732997894287",NA,NA,NA,"HAS0041071",NA,"Magnoliophyta",NA,"4417",NA,NA,"25762","auto",NA,NA,NA,NA
"32","2019-11-21 10:12:58-03","IBt","SP","8136","S","Plantae","Orchidaceae","Catasetum","atratum","Catasetum atratum","Lindl.",NA,NA,NA,NA,"Hoehne, FC","1922","11","22","Brasil","Minas Gerais",NA,"Serra do Areião",NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-11-21 10:12:58-03","IBt","SP","162611","S","Plantae","Orchidaceae","Catasetum","atratum","Catasetum atratum","Lindl.",NA,NA,NA,NA,"Heringer, EP","1941","12","10","Brasil","Minas Gerais","Coronel Pacheco",NA,"-43.2655982971191","-21.5877990722656",NA,NA,NA,NA,NA,NA,NA,"875",NA,NA,"10350","auto",NA,NA,NA,NA
"34","2019-11-21 10:12:58-03","IBt","SP","46220","S","Plantae","Orchidaceae","Catasetum","atratum","Catasetum atratum","Lindl.",NA,NA,NA,NA,"Heringer, EP","1941","10","04","Brasil","Minas Gerais","Coronel Pacheco","Estação Experimental de Café","-43.2655982971191","-21.5877990722656",NA,NA,NA,NA,NA,NA,NA,"773",NA,NA,"10350","auto",NA,NA,NA,NA
"35","2019-11-21 10:12:58-03","IBt","SP","35115","S","Plantae","Orchidaceae","Catasetum","atratum","Catasetum atratum","Lindl.",NA,NA,NA,NA,"Hoehne, FC","1936","03","20","Brasil","Paraná","Matinhos","cultivada","-48.5428009033203","-25.8174991607666",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"15275","auto",NA,NA,NA,NA
"36","2019-11-21 10:12:58-03","IBt","SP","28699","S","Plantae","Orchidaceae","Catasetum","atratum","Catasetum atratum","Lindl.",NA,NA,NA,NA,"Hoehne, FC","1932","01","15","Brasil","Santa Catarina","Laguna",NA,"-48.7807998657227","-28.4825000762939",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"21199","auto",NA,NA,NA,NA
"37","2019-11-21 10:12:58-03","IBt","SP","35112","S","Plantae","Orchidaceae","Catasetum","atratum","Catasetum atratum","Lindl.",NA,NA,NA,NA,"Hoehne, FC","1935","12","27","Brasil","São Paulo","Cerqueira César","Cultivada","-49.1599998474121","-23.0300006866455",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"25405","auto",NA,NA,NA,NA
"38","2019-11-21 10:12:58-03","IBt","SP","35707","S","Plantae","Orchidaceae","Catasetum","atratum","Catasetum atratum","Lindl.",NA,NA,NA,NA,"Dutra, J","1929","12",NA,"Brasil","São Paulo","Itapeva","São Leopoldo","-48.8699989318848","-23.9799995422363",NA,NA,NA,NA,NA,NA,NA,"1043",NA,NA,"42926","auto",NA,NA,NA,NA
"39","2019-11-21 10:12:58-03","IBt","SP","118417","S","Plantae","Orchidaceae","Catasetum","atratum","Catasetum atratum","Lindl.","Bicalho, HD","1973","05","02","Brolio, P",NA,NA,NA,"Brasil","São Paulo","Peruíbe","Cult. no Jardim Botânico de São Paulo, fl. 20/XII/1965","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"21922","auto",NA,NA,NA,NA
"40","2019-11-21 10:12:58-03","IBt","SP","109785","S","Plantae","Orchidaceae","Catasetum","atratum","Catasetum atratum","Lindl.","Bicalho, HD","1970","03","17","Brolio, P",NA,NA,NA,"Brasil","São Paulo","Peruíbe","Matas do Clube Guaraú. Cult. em São Paulo, fl. 27/I/1965","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"21922","auto",NA,NA,NA,NA
"41","2019-11-21 10:12:58-03","IBt","SP","27149","S","Plantae","Orchidaceae","Catasetum","atratum","Catasetum atratum","Lindl.","Gehrt, A",NA,NA,NA,"Loefgren, A","1897","03",NA,"Brasil","São Paulo","São José do Rio Pardo","Em cultivo","-46.8800010681152","-21.5900001525879",NA,NA,NA,"SP029872","SP029872",NA,NA,"CGG3682",NA,NA,"15885","auto",NA,NA,NA,NA
"42","2019-11-21 10:12:58-03","IBt","SP","35113","S","Plantae","Orchidaceae","Catasetum","atratum","Catasetum atratum","Lindl.",NA,NA,NA,NA,"Hoehne, FC","1936","01","09","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"53584","auto",NA,NA,NA,NA
"43","2019-11-21 10:12:58-03","IBt","SP","109784","S","Plantae","Orchidaceae","Catasetum","atratum","Catasetum atratum","Lindl.","Bicalho, HD",NA,NA,NA,"s.col.","1965","01","21","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"53584","auto",NA,NA,NA,NA
"44","2019-11-21 10:12:58-03","IBt","SP","1183","S","Plantae","Orchidaceae","Catasetum","atratum","Catasetum atratum","Lindl.","Hoehne, FC",NA,NA,NA,"Gehrt, A","1922","01","17","Brasil","São Paulo","São Paulo","Butantã","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"53584","auto",NA,NA,NA,NA
"45","2019-11-21 10:12:58-03","IBt","SP","1323","S","Plantae","Orchidaceae","Catasetum","atratum","Catasetum atratum","Lindl.","Hoehne, FC",NA,NA,NA,"Hoehne, FC","1918","01","15","Brasil","São Paulo","São Paulo","Butantã","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"53584","auto",NA,NA,NA,NA
"46","2019-11-21 10:12:58-03","IBt","SP","27144","S","Plantae","Orchidaceae","Catasetum","atratum","Catasetum atratum","Lindl.",NA,NA,NA,NA,"Loefgren, A","1894","02","15","Brasil","São Paulo","São Paulo","Proc. do litoral. Em cultivo","-46.6300010681152","-23.5400009155273",NA,NA,NA,"SP029873","SP029873",NA,NA,"CGG2289",NA,NA,"53584","auto",NA,NA,NA,NA
