"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","day","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","class","sex"
"95","2013-08-23 04:12:00-03","MO","MOBOT","538074","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum.",NA,"Ariane L. Peixoto|et al.","Peixoto 3998","1987","1","South America","Brazil","Rio de Janeiro","Jacarepaguà, represa de Camorin. Floresta Atlantica de encosta. Transect 1",NA,NA,NA,NA,NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-1","2",NA,NA
"96","2020-03-26 10:32:00-03","MO","MOBOT","100935951","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum.",NA,"Pedro Fiaschi|J. Paixão|Sérgio C. de Sant'Ana|A.B. Rodrigues","Fiaschi 2634","2004","11","South America","Brazil","Bahia","Barro Preto: Serra da Pedra Lascada. 13,7 km de Barro preto, na estrada de acesso a' serra.",NA,NA,NA,NA,"C. M. Taylor","11","Governador Lomanto Júnior","-39.5361111","-14.7702778",NA,NA,NA,NA,NA,NA,NA,"600.00000000","900.00000000",NA,"1",NA,NA
"97","2020-07-10 09:49:04-03","MBML","MBML-HERBARIO","28420",NA,"Plantae",NA,NA,"Rubiaceae","Bathysa","cf. gymnocarpa","Bathysa cf. gymnocarpa","K.Schum.",NA,"L. F. S. Magnago; V. Demuner, M. Belizário, E. Bausen","622","2006","02",NA,"Brasil","Espírito Santo","Aguas Claras, Escola Agroecológica.",NA,"Arbusto 2,5m de alt. Frutos verdes. Mata.","MBML028420",NA,"D. Zappi/Out.2009","01","Águia Branca","-40.825833","-18.890278",NA,NA,NA,NA,NA,"40W49'33","18S53'25","300","300",NA,NA,NA,NA
"98","2020-07-10 09:49:04-03","MBML","MBML-HERBARIO","45243",NA,"Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","Schum.",NA,"S. J. Silva Neto; et al","921","1997","05",NA,"Brasil","Rio de Janeiro","Reserva da Petrobrás. Trilha ao redor da barragem, lado direito, interior de mata",NA,"Árvore ciófila, 8m alt., folhas breve discolores papiráceas, frutos imaturos verdes","MBML045243",NA,"S.J. Silva Neto/III-1999","07","Saracuruna","-43.25","-22.525833",NA,NA,NA,NA,NA,"43W14'60","22S31'33",NA,NA,NA,NA,NA,NA
"99","2021-01-04 11:30:01-03","UEMA","SLUI","5327","PreservedSpecimen","Plantae","Angiospermae",NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum",NA,"M. G. Bovini; S. J. S. Neto","2160","2002","04",NA,"Brasil","Rio de Janeiro","Distrito Tinguá, Reserva Biológica , Estrada da Boa Esperança",NA,NA,"SLUI005327",NA,NA,"23","Nova Iguaçu","-43.451099395752","-22.7591991424561","25743","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-07-15 14:43:39-03","UNESP-RC","HRCB","30602","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum.",NA,"Takahasi, A.",NA,NA,NA,NA,"Brasil","São Paulo","Picinguaba",NA,NA,NA,NA,NA,NA,"Ubatuba","-45.0699996948242","-23.4300003051758","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2020-07-15 14:43:39-03","UNESP-RC","HRCB","30601","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum.",NA,"Takahasi, A.",NA,NA,NA,NA,"Brasil","São Paulo","Picinguaba",NA,NA,NA,NA,NA,NA,"Ubatuba","-45.0699996948242","-23.4300003051758","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2020-07-15 14:43:39-03","UNESP-RC","HRCB","30654","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum.",NA,"Takahasi, A.",NA,NA,NA,NA,"Brasil","São Paulo","Picinguaba",NA,NA,NA,NA,NA,NA,"Ubatuba","-45.0699996948242","-23.4300003051758","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2020-07-15 14:43:39-03","UNESP-RC","HRCB","30604","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum.",NA,"Takahasi, A.",NA,NA,NA,NA,"Brasil","São Paulo","Picinguaba",NA,NA,NA,NA,NA,NA,"Ubatuba","-45.0699996948242","-23.4300003051758","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2020-07-15 14:43:39-03","UNESP-RC","HRCB","30603","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum.",NA,"Takahasi, A.",NA,NA,NA,NA,"Brasil","São Paulo","Picinguaba",NA,NA,NA,NA,NA,NA,"Ubatuba","-45.0699996948242","-23.4300003051758","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2021-03-03 13:56:29-03","UFF","NIT","NIT385","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"J. Monteiro","113","2011","03",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"NIT00000384",NA,NA,"22","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2021-02-09 10:13:50-03","UENF","HUENF","1269","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Moreno, M.R.; Nascimento, M.T.","23","1997","05",NA,"Brasil","Rio de Janeiro","Imbé",NA,NA,"HUENF00001271",NA,NA,"28","Campos dos Goytacazes","-41.796944","-21.846944",NA,NA,NA,NA,NA,"41º47'49''W","21º50'49''S","38","38",NA,NA,NA,NA
"107","2021-02-09 10:13:50-03","UENF","HUENF","1573","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Moreno, M.R.; Nascimento, M.T.","350","1998","07",NA,"Brasil","Rio de Janeiro","Imbé",NA,NA,"HUENF00001575",NA,NA,"20","Campos dos Goytacazes","-41.796944","-21.846944",NA,NA,NA,NA,NA,"41º47'49''W","21º50'49''S","38","38",NA,NA,NA,NA
"108","2021-02-09 10:13:50-03","UENF","HUENF","1364","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Moreno, M.R.; Nascimento, M.T.","160","1997","07",NA,"Brasil","Rio de Janeiro","Imbé",NA,"Igual ao 23","HUENF00001366",NA,NA,"08","Campos dos Goytacazes","-41.796944","-21.846944",NA,NA,NA,NA,NA,"41º47'49''W","21º50'49''S","38","38",NA,NA,NA,NA
"109","2021-02-09 10:13:50-03","UENF","HUENF","1306","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Moreno, M.R.; Nascimento, M.T.","81","1997","07",NA,"Brasil","Rio de Janeiro","Imbé",NA,NA,"HUENF00001308",NA,"Lima, H.C.","07","Campos dos Goytacazes","-41.796944","-21.846944",NA,NA,"2016","03","17","41º47'49''W","21º50'49''S","38","38",NA,NA,NA,NA
"110","2021-02-09 10:13:50-03","UENF","HUENF","1555","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Moreno, M.R.; Nascimento, M.T.","325","1997","07",NA,"Brasil","Rio de Janeiro","Imbé",NA,"Igual ao 23","HUENF00001557",NA,NA,"23","Campos dos Goytacazes","-41.796944","-21.846944",NA,NA,NA,NA,NA,"41º47'49''W","21º50'49''S","38","38",NA,NA,NA,NA
"111","2020-09-12 05:00:02-03","US","US","3067216","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum. in Mart.",NA,"L. Sonkin","349",NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro","Mun. de Mage, Paraiso, floresta em volta do Centro de Primatologia.",NA,NA,"US02361942","US02361942_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"112","2020-09-12 05:00:02-03","US","US","3067218","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum. in Mart.",NA,"G. Martinelli, G. L. Bromley & et al.","10189",NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro","Mun. de Mage, IIIº Distrito, Paraiso, Centro de Primatologia do RJ.",NA,NA,"US02361940","US02361940_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"250",NA,NA,"1","Dicotyledonae",NA
"113","2020-09-12 05:00:02-03","US","US","702461","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum. in Mart.",NA,"-- Gardner","5483",NA,NA,"South America","Brazil",NA,NA,NA,NA,"US02361954","US02361954_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"114","2020-09-12 05:00:02-03","US","US","3147337","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum. in Mart.",NA,"R. Ribeiro, A. H. Gentry & D. Pedrosa","1111",NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro","Alto da Boa Vista, Morro Queimado, vertente Norte.",NA,NA,"US02361938","US02361938_01",NA,NA,NA,"-43.27","-22.97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"115","2020-09-12 05:00:02-03","US","US","2613927","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum. in Mart.",NA,"J. Lanna Sobro","1838","1970","12","South America","Brazil",NA,"Brasil, Guanabara, Estrada do Sumare, pr. Torres de TV.",NA,NA,"US02361948","US02361948_01",NA,"4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"116","2020-09-12 05:00:02-03","US","US","3067221","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum. in Mart.",NA,"L. Sonkin","278",NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro","Mun. de Mage, Paraiso, floresta em volta do Centro de Primatologia.",NA,NA,"US02361944","US02361944_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"117","2020-09-12 05:00:02-03","US","US","255384","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum. in Mart.","Isosyntype","L. Riedel","629","1832","8","South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,NA,"US00513028","US00513028_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"118","2020-09-12 05:00:02-03","US","US","3067219","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum. in Mart.",NA,"L. Sonkin","382",NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro","Mun. de Mage, Paraiso, floresta em volta do Centro de Primatologia.",NA,NA,"US02361941","US02361941_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"119","2020-09-12 05:00:02-03","US","US","3147336","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum. in Mart.",NA,"R. Ribeiro, T. Filho, D. Flores, R. Ascençaõ & et al.","952",NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro","Alto da Boa Vista, Morro Queimado, vertente Norte.",NA,NA,"US02361939","US02361939_01",NA,NA,NA,"-43.27","-22.97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"120","2020-09-12 05:00:02-03","US","US","3073343","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum. in Mart.",NA,"J. P. P. Carauta & P. Oliveira","2326","1977","2","South America - Neotropics","Brazil","Rio de Janeiro","Pedra da Gavea-entre a Ipozeira [interpreted] eo [interpreted] Rio Seco.",NA,NA,"US02361946","US02361946_01",NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"121","2020-09-12 05:00:02-03","US","US","255366","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum. in Mart.",NA,"Riedel, --","129","1823","11","South America","Brazil",NA,"Brasilia, in umbrosis sylv. Mand. [interpreted]",NA,NA,"US02361956","US02361956_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"122","2020-09-12 05:00:02-03","US","US","2780126","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum. in Mart.",NA,"J. P. P. Carauta & P. Oliveira","2326","1977","2","South America - Neotropics","Brazil","Rio de Janeiro","Pedra da Gavea, entrea Ipozeira e o Rio Seco.",NA,NA,"US02361947","US02361947_01",NA,"21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"123","2020-09-12 05:00:02-03","US","US","2780127","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum. in Mart.",NA,"J. P. P. Carauta","496","1967","11","South America","Brazil",NA,"Brasil, Guanabara, Serra da Carioca, Estr. da Vista Chinesa, Km 1, perto [interpreted] da biguinha [interpreted].",NA,NA,"US02361951","US02361951_01",NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"124","2020-09-12 05:00:02-03","US","US","1340286","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum. in Mart.",NA,"L. Riedel & B. Luschnatt","629","1832","7","South America - Neotropics","Brazil","Rio de Janeiro","In sylv. Rio Jan.",NA,NA,"US02361955","US02361955_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"125","2020-09-12 05:00:02-03","US","US","2849480","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum. in Mart.",NA,"R. Mirili & J. P. P. Carauta","10/517","1967","12","South America - Neotropics","Brazil","Rio de Janeiro","Guanabara, Grajau, Vale do Rio Joana.",NA,NA,"US02361949","US02361949_01",NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"126","2020-09-12 05:00:02-03","US","US","2613928","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum. in Mart.",NA,"J. Lanna Sobro","1211","1965","12","South America","Brazil",NA,"Brasil, Guanabara, Tijuca, Estrada da Vista Chinesa.",NA,NA,"US02361953","US02361953_01",NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"127","2020-09-12 05:00:02-03","US","US","2821362","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum. in Mart.",NA,"J. P. P. Carauta","496","1967","11","South America - Neotropics","Brazil","Rio de Janeiro","Guanabara, Serra da Carioca, Estr. da Vista Chinesa, km 1, perto biquinha.",NA,NA,"US02361952","US02361952_01",NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"128","2020-09-12 05:00:02-03","US","US","3067220","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum. in Mart.",NA,"G. Martinelli & S. Pessoa","10435",NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro","Mun. de Mage, IIIº Distrito, Paraiso, Centro de Primatologia do RJ, mata secundaria, entre o Centrode Primatologia e represa.",NA,NA,"US02361945","US02361945_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100",NA,NA,"1","Dicotyledonae",NA
"129","2020-09-12 05:00:02-03","US","US","2776251","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum. in Mart.",NA,"R. Mirili & J. P. P. Carauta","10/517","1967","12","South America - Neotropics","Brazil","Rio de Janeiro","Guanabara, Grajau, Vale do Rio Joana.",NA,NA,"US02361950","US02361950_01",NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"130","2020-09-12 05:00:02-03","US","US","3067217","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum. in Mart.",NA,"L. Sonkin","347",NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro","Mun. de Mage, Paraiso, floresta em volta do Centro de Primatologia.",NA,NA,"US02361943","US02361943_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"131","2019-11-13 11:29:48-03","USP","SPF","229028","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Silva Neto, SJ","921","1997","05",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"SPF00229028",NA,"Silva Neto, SJ","07",NA,"-43.233333","-22.516667",NA,NA,"1999","03",NA,"-43.233333","-22.516667",NA,NA,NA,NA,NA,NA
"132","2019-11-13 11:29:48-03","USP","SPF","98178","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Toniato, MTZ","30155","1993","11",NA,"Brasil","São Paulo",NA,NA,NA,"SPF00098178",NA,"Anônimo","10","Ubatuba","-44.816667","-23.333333",NA,NA,NA,NA,NA,"-44.816667","-23.333333",NA,NA,NA,NA,NA,NA
"133","2019-11-13 11:29:48-03","USP","SPF","227017","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Braga, JMA","102","1992","09",NA,"Brasil","Rio de Janeiro","Maciço da Tijuca, Serra da Carioca.",NA,NA,"SPF00227017","SPF00227017","Mario","03","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto","1994","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-10-07 09:14:04-03","UEFS","HUEFS","192725","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Silva Neto, S.J.","921","1997","05",NA,"Brasil","Rio de Janeiro","Saracuruna.Reserva da Petrobras. Trilha ao redor da barragem, lado direito de mata.",NA,NA,"HUEFS0192725","HUEFS0192725",NA,"07",NA,"-43.233333","-22.516667",NA,NA,NA,NA,NA,"43W14'0''","22S31'0''",NA,NA,NA,NA,"Asteranae",NA
"135","2019-09-04 18:42:08-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa",NA,"Syntype","L. Riedel","629",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"136","2019-01-23 10:05:51-02","F","FMNH-SEEDPLANTS","V0068491F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa",NA,"Isosyntype","A. Glaziou","10914","1880",NA,"South America","Brazil",NA,NA,NA,NA,"V0068491F","V0068491F_01",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"137","2019-01-23 10:06:12-02","F","FMNH-SEEDPLANTS","V0068492F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa",NA,"Isosyntype","L. Riedel","629","1832","8","South America","Brazil",NA,NA,NA,NA,"V0068492F","V0068492F_01",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"138","2019-01-23 10:06:12-02","F","FMNH-SEEDPLANTS","V0068493F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa",NA,"Isosyntype","L. Riedel","629","1832","8","South America","Brazil",NA,NA,NA,NA,"V0068493F","V0068493F_01",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"139","2015-03-13 19:30:53-03","F","FMNH-SEEDPLANTS","V0252763F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0252763F","V0252763F_01",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"140","2015-03-13 19:30:53-03","F","FMNH-SEEDPLANTS","V0252764F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0252764F","V0252764F_01",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"141","2015-03-13 19:30:53-03","F","FMNH-SEEDPLANTS","V0252765F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0252765F","V0252765F_01",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"142","2015-03-13 19:30:53-03","F","FMNH-SEEDPLANTS","V0252766F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0252766F","V0252766F_01",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"143","2015-03-13 19:30:53-03","F","FMNH-SEEDPLANTS","V0252767F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0252767F","V0252767F_01",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"144","2015-03-13 19:30:53-03","F","FMNH-SEEDPLANTS","V0252768F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0252768F","V0252768F_01",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"145","2015-03-13 19:30:53-03","F","FMNH-SEEDPLANTS","V0252769F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0252769F","V0252769F_01",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"146","2015-03-13 19:30:53-03","F","FMNH-SEEDPLANTS","V0252770F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0252770F","V0252770F_01",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"147","2015-03-13 19:30:53-03","F","FMNH-SEEDPLANTS","V0252771F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0252771F","V0252771F_01",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"148","2015-03-13 19:30:53-03","F","FMNH-SEEDPLANTS","V0252772F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0252772F","V0252772F_01",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"149","2015-03-13 19:30:53-03","F","FMNH-SEEDPLANTS","V0252773F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0252773F","V0252773F_01",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
