"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","day","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","class","sex"
"11","2020-11-13 09:20:47-03","UFRJ","RFA","25336","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"A. Quinet","381 (011/23)","2000","06",NA,"Brasil","Rio de Janeiro","Vargem Grande",NA,"Árvore, 6 m de altura, 18 cm de DAP, folha verde discolor, fruto amarronzado, comum no local","RFA42869",NA,"M. Gomes","18","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto","2000","08","17","43º30'93''W","22º57'99''S","250","250",NA,NA,NA,NA
"12","2020-11-13 09:20:47-03","UFRJ","RFA","24588","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"F. M. de B. Pereira","29/15","2000","05",NA,"Brasil","Rio de Janeiro","Sendas agropecuária S. A., Fazendas Sendas",NA,"Arbusto, 3 m de altura, 6 cm de DAP, folha verde, flor branca.","RFA42874",NA,"Alexandre Quinet","30","Magé","-43.075","-22.674167",NA,NA,NA,NA,NA,"43º4'30''W","22º40'27''S","300","300",NA,NA,NA,NA
"13","2020-11-13 09:20:47-03","UFRJ","RFA","25685","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"A. Quinet","fev-54","2000","11",NA,"Brasil","Rio de Janeiro","Distrito de Piabetá",NA,"Árvore, 6 m de altura, 43 cm de DAP, flore: botões verdes, folha verde discolor, comum no local","RFA42872",NA,"M. Gomes","24","Magé","-43.124444","-22.573333",NA,NA,"2000","12","12","43º7'28''W","22º34'24''S","200","200",NA,NA,NA,NA
"14","2020-11-13 09:20:47-03","UFRJ","RFA","25952","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"A. Quinet","fev-58","2000","12",NA,"Brasil","Rio de Janeiro","Piabetá, estrada do matão nº 100, cachoeira grande",NA,"Árvore, 6 m de altura, 13 cm de DAP, folha discolor, flor verde, comum no local","RFA42870",NA,"M. Gomes","16","Magé","-43.1225","-22.568333",NA,NA,"2001","03","09","43º7'21''W","22º34'6''S","290","290",NA,NA,NA,NA
"15","2020-06-29 11:32:18-03","UFRJ","RFA","25109","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Mário Gomes; Dóris M.S. Gomes","714","1995","12",NA,"Brasil","Rio de Janeiro","P.N. da Tijuca, próx. Mesa do Imperador",NA,"Arbusto ca. 3m. alt., umbrófilo, ramos marrom-pálidos; folhas verde-clara. fracamente discolores, sub-coriáceas. Estéril.","RFA19615",NA,"Mário Gomes","09","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto","1995","12","09",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:18:06-03","ESALQ","ESA","122833","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa",NA,NA,"Neto, S.J.S.","921.0","1997","05",NA,"Brasil","Rio de Janeiro","Reserva da Petrobrás, trilha ao redor da barragem.",NA,NA,"ESA122833",NA,"Neto, S.J.S.","07","Saracuruna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:18:06-03","ESALQ","ESA","68368","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Oliveira, A.A.; Gandolfi, S.; Batista, F.R.Q.; Micheletto, F.; Liesenfeld, M.V.A.; San Martin-Gajardo, I.; Peroni, N.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","3630.0","2000","04",NA,"Brasil","São Paulo","Parque Estadual da Serra do Mar. Trilha das cachoeiras do Ribeirão Itu. Floresta Ombrófila Densa de Encosta com sinais perturbação",NA,NA,"ESA068368","ESA068368","Jung-Mendaçolli, S.L.","20","São Sebastião","-45.36","-23.45",NA,NA,"2001","04","16","-45.36","-23.45","190","190",NA,NA,NA,NA
"18","2020-11-04 11:18:06-03","ESALQ","ESA","68223","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa",NA,NA,"Franco, G.A.D.C.; Mazine, F.F.; Oliveira, R.C.; Paranaguá, P.A.; Silveira, E.R.; Moura, C.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","2960.0","2000","04",NA,"Brasil","São Paulo","Parque Estadual da Serra do Mar - Cachoeira do sítio Urucurana, trilha do escorrega, margem do Rio Una. Floresta Ombrófila Densa de Encosta, com perturbação. Borda da mata",NA,"Árvore ca. 7m, fruto imaturo verde","ESA068223","ESA068223",NA,"21","São Sebastião","-45.7","-23.7",NA,NA,NA,NA,NA,"-45.7","-23.7","130","130",NA,NA,NA,NA
"19","2020-11-04 11:18:06-03","ESALQ","ESA","68306","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Oliveira, A.A.; Gandolfi, S.; Batista, F.R.Q.; Micheletto, F.; Liesenfeld, M.V.A.; San Martin-Gajardo, I.; Peroni, N.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","3609.0","2000","04",NA,"Brasil","São Paulo","Parque Estadual da Serra do Mar. Trilha entre a Estrada Intermediária e a cabeceira do Ribeirão de Itu, Sítio Dito Cachimbo. Floresta Ombrófila Densa de Planalto, com perturbação. Interior de floresta",NA,"Árvore 10 m alt.; frutos imaturos verdes 10m, ramos terminais canelados, diam. 25cm.","ESA068306","ESA068306","Jung-Mendaçolli, S.L.","19","São Sebastião","-45.4099998474121","-23.7600002288818","41977","auto","2001","04","16","-45,566,667","-23,733,333","600","600",NA,NA,NA,NA
"20","2021-01-14 15:33:23-03","MN","R","9927","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum.",NA,"Glaziou, A.F.M.","705","1864","12",NA,"Brasil","Rio de Janeiro","à Caixa d'Água",NA,"Plantas do Brasil Central","R010052755","R010052755_001",NA,"10","Corcovado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2015-07-02 14:03:57-03","JBP","HPL","11020","S","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum.",NA,"F.A.R.D.P. Arzolla, F.M. Souza et al.","798","2005","03",NA,"Brasil","SP","Coletado no Parque Estadual da Serra do Mar, Núcleo Itutinga - Pilões, Trilha do Quilombo; em área de Floresta Ombrófila Densa Submontana (SAD 69, 7366122S, 368186W, 104m).",NA,NA,NA,NA,"P.G. Delprete","22","Santos","-46.33","-23.96","26836","auto","2011","12","26",NA,NA,NA,NA,NA,NA,NA,NA
"22","2015-07-02 14:03:57-03","JBP","HPL","12055","S","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K. Schum.",NA,"J.B. Baitello","882","1999","03",NA,"Brasil","SP","Coletado no Parque Estadual da Serra do Mar.",NA,NA,NA,NA,"P.G. Delprete","30","Ilhabela","-45.35","-23.77","23719","auto","2011","12","26",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-20 21:19:14-03","UFV","VIC","7281","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","Schumann",NA,"Silva, A.F.","30","1978","06",NA,"Brasil","São Paulo","Estação Experimental",NA,"Árvore de ate 6 m, flores brancacentas.","VIC007281","VIC007281 VIC007281_3",NA,"19","Ubatuba","-45.0699996948242","-23.4300003051758","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-20 21:19:14-03","UFV","VIC","7458","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","Schumann",NA,"Silva, A.F.","s.n.","1978","06",NA,"Brasil","São Paulo","Estação Experimental",NA,"A","VIC007458","VIC007458",NA,"19","Ubatuba","-45.0699996948242","-23.4300003051758","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-01 16:38:59-03","UNICAMP","UEC","177051","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Silva Neto, SJ","1234","1998","11",NA,"Brazil","Rio de Janeiro","Saracuruna. Reserva da Pedrobrás. Descida da estrada Rio-Petrópolis - KM 34.",NA,"Árvore ciófila, ca. de 8m de altura; folhas breve discolores membranáceas; frutos imaturos verdes a ligeiramente amarronzados.","UEC065350","UEC065350",NA,"18","Rio de Janeiro","-43.233333","-22.516667",NA,NA,NA,NA,NA,"-43.233333","-22.516667",NA,NA,NA,NA,NA,NA
"26","2019-08-20 10:24:02-03","UNICAMP","UEC","150182","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Bertoncello, R; Pansonato, M","s.n.",NA,NA,NA,"Brazil","São Paulo","Parque Estadual da Serra do Mar, Morro do Cuscuzeiro",NA,NA,"UEC078108","UEC078108","Bertoncello, R",NA,"Ubatuba","-44.791389","-23.296111",NA,NA,NA,NA,NA,"-44.791389","-23.296111","820","820",NA,NA,NA,NA
"27","2021-03-01 16:38:59-03","UNICAMP","UEC","67723","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Toniato, MTZ; et al.","30155","1993","11",NA,"Brazil","São Paulo","Trilha do Corisco.",NA,"Arvoreta de 3m de altura; inflorescência jovem.","UEC078114","UEC078114",NA,"10","Ubatuba","-44.816667","-23.333333",NA,NA,NA,NA,NA,"-44.816667","-23.333333",NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:38:59-03","UNICAMP","UEC","56057","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Silva, DM; Franceschinelli, EV; Santos, CGM; Castro, MM; Geraldini, A; et al.","22635","1989","11",NA,"Brazil","São Paulo","Boracéia.",NA,"Arbóreo, mais ou menos 4 metros de altura; flores e botões.; Mata de Restinga.","UEC078113","UEC078113","Germano Filho, P","27","Bertioga","-46.138599395752","-23.8544006347656","37616","auto","1997","06","16",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-01 16:38:59-03","UNICAMP","UEC","56468","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Leitão Filho, HF; Pagano, SN","25628","1991","11",NA,"Brazil","São Paulo","Vale do Rio Pilões.",NA,"Arvoreta, até 5m de altura; flores creme-claro.; Mata de encosta, comum em subbosque.","UEC078109","UEC078109","Germano Filho, P","13","Cubatão","-46.4199981689453","-23.8899993896484","15123","auto","1997","06","16",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-01 16:38:59-03","UNICAMP","UEC","54725","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Silveira, LT; Grombone-Guaratini, MT; Sales, MF","22866","1989","11",NA,"Brazil","São Paulo",NA,NA,"Árvore com cerca de 8mde altura; flores com corola amarelada, botões verdes.","UEC078110","UEC078110","Germano Filho, P","28","Guarujá","-46.25","-23.9899997711182","18989","auto","1997","06","16",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-01 16:38:59-03","UNICAMP","UEC","56243","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Spiromelo, W; Vieira, MF; Vieira, MAS; Franco, ALM; Buzato, S; Egler, S; Regina","22309","1989","11",NA,"Brazil","São Paulo","Próximo ao pier.",NA,"Árvore + ou - 3m de altura; botões esverdeados, flores amarelas/róseas.; Mata de encosta.","UEC078117","UEC078117","Germano Filho, P","29","Guarujá","-46.25","-23.9899997711182","18989","auto","1997","06","16",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-01 16:38:59-03","UNICAMP","UEC","121539","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Farah, FT; Aguiar, S; Breier, TB; Rodrigues, RR; Souza, VC; Tamashiro, JY; et al.","2300","2001","04",NA,"Brazil","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu.",NA,"Arbusto, 3m de altura.; Floresta Ombrófila Densa Baixomontana e Montana no entorno do Vale dos Rios Mambu e dos Macacos.","UEC078115","UEC078115",NA,"17","Itanhaém","-46.7799987792969","-24.1800003051758","26998","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-01 16:38:59-03","UNICAMP","UEC","22327","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Silva, AF","30","1978","06",NA,"Brazil","São Paulo","Estação Experimental de Ubatuba.",NA,"Árvore até 6m de altura; flores brancacentas.","UEC078116","UEC078116",NA,"19","Ubatuba","-45.0699996948242","-23.4300003051758","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:38:59-03","UNICAMP","UEC","22293","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Silva, AF","8224","1978","07",NA,"Brazil","São Paulo","Estação Experimental do Instituto Agronômico de Campinas.",NA,"Árvore de até 10m de altura; frutos castanhos deiscentes.; Interior de mata.","UEC078111","UEC078111",NA,"27","Ubatuba","-45.0699996948242","-23.4300003051758","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:38:59-03","UNICAMP","UEC","92033","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"Sanchez, M; Pedroni, F","31278","1992","10",NA,"Brazil","São Paulo","Núcleo Picinguaba, margem do rio da Fazenda.",NA,"Árvore de 9m de altura; frutos deiscentes de cor marrom-acinzentada.","UEC078112","UEC078112",NA,"11","Ubatuba","-45.0699996948242","-23.4300003051758","34265","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-04-22 16:23:40-03","UFPB","JPB","53968","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","Schum.",NA,"Braga, JMA","102","1992","09","Southern America","Brasil","Rio de Janeiro","Maciço da Tijuca, serra da Carioca, morro Mundo Novo, Botafogo, Campus da Universidade Santa Úrsula",NA,"; HABITAT: Mata secundária; DESC: Árvore ca. 7 m alt.; caule liso, ramos pilosos; flores com cálice e corola alvacentos, levemente perfumadas.","JPB0053968",NA,"Mario","03",NA,NA,NA,NA,NA,"1994","10","21",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-04-22 16:23:40-03","UFPB","JPB","53940","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","Schum.",NA,"Silva Neto, JS; et al.","921","1997","05","Southern America","Brasil","Rio de Janeiro","Reserva da Petrobrás, Trilha ao redor da barragem.",NA,"; DESC: Árvore ciófila, ca 8,om; Folhas breve discolores papiráceas;frutos imaturos verdes.","JPB0053940",NA,"Silva Neto, JS","07","Saracuruna","-43.233333","-22.516667",NA,NA,"1999","03",NA,"-43.233333","-22.516667",NA,NA,NA,NA,NA,NA
"38","2020-04-22 16:23:40-03","UFPB","JPB","53538","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","Schum.",NA,"Lopes, RC; Gomes, M","10","1992","04","Southern America","Brasil","Rio de Janeiro","Campus da Universidade Santa Úrsula, Morro Mundo Novo.",NA,"; DESC: Árvore pequena, cerca de 5m, folhas discolor, fruto maduro.","JPB0053538",NA,"Gomes, M","24","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto","1992","04","24",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-04-22 16:23:40-03","UFPB","JPB","53537","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","Schum.",NA,"Bovini, MG; Braga, JMA; Barbosa, FF; Marquete, O","373","1994","05","Southern America","Brasil","Rio de Janeiro","Parque Estadual da Pedra Branca, Represa do Camorim.",NA,"; DESC: Árvore ca.4m, umbrófilo. Folhas membranáceas discolores. Frutos imaturos verdes.","JPB0053537",NA,"Mario","02","Rio de Janeiro","-43.2075004577637","-22.9027996063232","57442","auto","1994","10","21",NA,NA,"300","300",NA,NA,NA,NA
"40","2020-06-29 09:31:54-03","UFRRJ","RBR","42789","S","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"L.H. Soares",NA,"2015","06",NA,"Brasil","Rio de Janeiro","Inventário Carbono - Rio de Janeiro. Inventário complementar F75/32.",NA,NA,"RBR00042789",NA,"L.H. Soares","12","Rio de Janeiro","-43.431389","-22.945556",NA,NA,NA,NA,NA,"43º25'53''W","22º56'44''S",NA,NA,NA,NA,NA,NA
"41","2020-06-29 09:31:54-03","UFRRJ","RBR","42879","S","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"L.H. Soares",NA,"2015","06",NA,"Brasil","Rio de Janeiro","Inventário Carbono - Rio de Janeiro. Inventário complementar F34/21.",NA,NA,"RBR00042879",NA,"L.H. Soares","12","Rio de Janeiro","-43.215556","-22.934167",NA,NA,NA,NA,NA,"43º12'56''W","22º56'3''S",NA,NA,NA,NA,NA,NA
"42","2020-06-29 09:31:54-03","UFRRJ","RBR","44480","S","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"I. Abreu; T.A. Amorim","s/n","2017","04",NA,"Brasil","Rio de Janeiro","Trilha dos Bugios. Parque Natural Municipal do Curió de Paracambi",NA,NA,"RBR00044480","RBR00044480","T.A. Amorim","12","Paracambi","-43.700833","-22.579167",NA,NA,"2017","04","12","43º42'3''W","22º34'45''S","340","340",NA,NA,NA,NA
"43","2020-06-29 09:31:54-03","UFRRJ","RBR","44481","S","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"I. Abreu; T.A. Amorim","s/n","2017","04",NA,"Brasil","Rio de Janeiro","Trilha dos Bugios. Parque Natural Municipal do Curió de Paracambi",NA,NA,"RBR00044481","RBR00044481","T.A. Amorim","12","Paracambi","-43.701111","-22.579722",NA,NA,"2017","04","12","43º42'4''W","22º34'47''S","346","346",NA,NA,NA,NA
"44","2020-06-29 09:31:54-03","UFRRJ","RBR","44482","S","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"I. Abreu; T.A. Amorim","s/n","2017","04",NA,"Brasil","Rio de Janeiro","Trilha dos Bugios. Parque Natural Municipal do Curió de Paracambi",NA,NA,"RBR00044482","RBR00044482","T.A. Amorim","12","Paracambi","-43.700556","-22.579444",NA,NA,"2017","04","12","43º42'2''W","22º34'46''S","373","373",NA,NA,NA,NA
"45","2020-06-29 09:31:54-03","UFRRJ","RBR","45294","S","Plantae",NA,NA,"Rubiaceae","Bathysa","gymnocarpa","Bathysa gymnocarpa","K.Schum.",NA,"M.C. Souza","1042","2012","02",NA,"Brasil","Rio de Janeiro","São Conrado. Estrada da Canoa 3036, RPPN CEFLUSMME.",NA,NA,"RBR00045294",NA,NA,"10","Rio de Janeiro","-43.268889","-22.986111",NA,NA,NA,NA,NA,"43º16'8''W","22º59'10''S",NA,NA,NA,NA,NA,NA
