"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","county","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount"
"199","2015-07-07 11:10:00-03","MO","MOBOT","1541770","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Harold Robinson (US)<","Elsa M. Zardini|R. Gamarra","Zardini 55475","2000","12","1","South America","Paraguay","Itapúa","Yacyreta Dam Island Reserve. Punta de observación.","-56.8230556","-27.4488889",NA,NA,NA,NA,"(Baker) H. Rob.",NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1220","4"
"200","2015-07-07 11:10:00-03","MO","MOBOT","1541839","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Harold Robinson (US)<","Elsa M. Zardini|R. Gamarra","Zardini 55530","2000","12","1","South America","Paraguay","Itapúa","Yacyreta Dam Island Reserve. Punta de observación.","-56.8230556","-27.4488889",NA,NA,NA,NA,"(Baker) H. Rob.",NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1220","4"
"201","2015-07-07 11:11:00-03","MO","MOBOT","1541861","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Harold Robinson (US)<","Elsa M. Zardini|R. Gamarra","Zardini 55546","2000","12","1","South America","Paraguay","Itapúa","Yacyreta Dam Island Reserve. Punta de observación.","-56.8230556","-27.4488889",NA,NA,NA,NA,"(Baker) H. Rob.",NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1220","4"
"202","2017-05-09 11:08:00-03","MO","MOBOT","1418548","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Harold Robinson (US)","Elsa M. Zardini|J. Rodríguez","Zardini 52169","1999","10","25","South America","Paraguay","Itapúa","Yacyretá Dam Island Reserve: Punta de observación. Collecting area: around two hectares.","-56.8230556","-27.4486111",NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1185","4"
"203","2015-05-07 07:14:00-03","MO","MOBOT","1413143","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","arnottii","Angelphytum arnottii","Harold Robinson (US)","Elsa M. Zardini|J. Rodríguez","Zardini 51621","1999","10","22","South America","Paraguay","Itapúa","Yacyretá Dam Island Reserve: Western area. Collecting area: around two hectares.","-56.8230556","-27.4486111",NA,NA,NA,NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1181","4"
"204","2016-11-15 05:15:00-02","MO","MOBOT","2249453","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Angelphytum","oppositifolium","Angelphytum oppositifolium","Sáenz, A. A.","Antonio C. Krapovickas|Carmen L. Cristóbal|Victor Maruñak","Krapovickas 23360","1973","2","17","South America","Argentina","Misiones","7 km de Bernardo de Irigoyen, camino a San Pedro","-53.65","-26.28333",NA,NA,NA,NA,"(Saenz) H. Rob.","General Manuel Belgrano","700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2016-06-16 08:08:00-03","MO","MOBOT","1817572","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","John Pruski (MO)","Elsa M. Zardini|R. Gamarra","Zardini 59340","2002","12","6","South America","Paraguay","Itapúa","Yacyreta dam island reserve. Punta de Observación. Dunes, swamps and forest islands.","-56.8275","-27.4513889",NA,NA,NA,NA,"(Baker) M.D. Moraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1274","4"
"206","2016-06-16 08:08:00-03","MO","MOBOT","1817589","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","John Pruski (MO)","Elsa M. Zardini|R. Gamarra","Zardini 59353","2002","12","6","South America","Paraguay","Itapúa","Yacyreta dam island reserve. Punta de Observación. Dunes, swamps and forest islands.","-56.8275","-27.4513889",NA,NA,NA,NA,"(Baker) M.D. Moraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1274","4"
"207","2013-08-23 04:12:00-03","MO","MOBOT","100163966","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","M. dias de Moraes (UEC)","Gert G. Hatschbach","Hatschbach 48821","1984","12","27","South America","Brazil","Paraná","Rod. BR-277, próx. ao Rio Capivara (mun. Palmeira).",NA,NA,NA,NA,NA,NA,"(Baker) M.D. Moraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"208","2015-11-11 11:15:00-02","MO","MOBOT","100875525","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","J. Pruski (MO)","W.G. Herter","Herter 1020","1927","11",NA,"South America","Uruguay",NA,"OFIR.",NA,NA,NA,NA,NA,NA,"(Baker) M.D. Moraes",NA,"50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"209","2015-10-13 17:29:00-03","MO","MOBOT","1586074","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","John Pruski (MO)","Elsa M. Zardini|M. Vera","Zardini 56850","2001","6","26","South America","Paraguay","San Pedro","Around San Pedro de Ycuamandiyú. Mosaic of Chaco and Paranense forests, esteros and cerrado scrubs.","-57.0775","-24.3213889",NA,NA,NA,NA,"(Baker) M.D. Moraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1237","2"
"210","2015-10-13 17:28:00-03","MO","MOBOT","3261235","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","John Pruski (MO)","Nélida Soria","Soria Rey 4897a","1991",NA,NA,"South America","Paraguay","Amambay","Estancia Santa Teresa Portero Guarani Ns",NA,NA,NA,NA,NA,NA,"(Baker) M.D. Moraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"211","2009-05-15 11:32:00-03","MO","MOBOT","3387307","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Verbesina","arnottii","Verbesina arnottii",NA,"Pedro Jörgensen","Jörgensen 2905","1918",NA,NA,"South America","Argentina","Formosa",NA,NA,NA,NA,NA,NA,NA,"Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2008-05-27 22:02:00-03","MO","MOBOT","3387478","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Verbesina","arnottii","Verbesina arnottii","P. Dusén","Per Dusén","Dusén 16008","1914",NA,NA,"South America","Brazil","Paraná","Jaguariahyra in campo.",NA,NA,NA,NA,NA,NA,"Baker",NA,"740.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2020-09-08 15:06:56-03","UNIOESTE","UNOP","2050","S","Plantae",NA,NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","Nakajima, J.N.","Silva, J.M.; Cordeiro, J.; Poliquesi, C.B.; Cordeiro, J.; Poliquesi, C.B.","6283","2007","12","19",NA,"Brasil","Paraná","Uvaia","-50.1618995666504","-25.0949993133545",NA,"Ereta, 1m, capítulo amarelo. Campo graminoso.",NA,NA,"(Baker) M.D.Moraes","Ponta Grossa",NA,NA,NA,NA,"2015",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"214","2020-06-15 15:28:47-03","UNESP-RC","HRCB","54783","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dimerostemma","arnotii","Dimerostemma arnotii","Monge, M. & Semir, J.","Morais, F.F.","258","2009","12","19",NA,"Brasil","Mato Grosso do Sul","Fazenda São Domingos, BR 070 Fronteira Brasil/Bolívia",NA,NA,NA,"Arbusto ca. 1m, flores brancas, brácteas brancas",NA,NA,"(Baker) M. D. Morais","Cáceres",NA,NA,NA,NA,"2012","10",NA,NA,NA,"UTM 21 K X 0360582 Y",NA,NA,NA,NA,NA
"215","2021-01-26 14:12:22-03","CPACT","ECT","3484","PreservedSpecimen","Plantae","Embryophyta",NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","D.R.Vahl","L.B.Barcelos; G.Heiden | D.R.Vahl | R.Magalhães","55","2017","01","27",NA,"Brasil","Rio Grande do Sul","Butiazal. Fora das áreas de monitoramento. Habitat em campo sujo, na borda de capão, depois da cerca, em área sem pastejo.","-51.350833","-30.531944",NA,NA,"ECT0003484","ECT0003484","(Baker) M.D.Moraes","Tapes","32","32",NA,NA,"2019","07",NA,NA,"51º21'3''W","30º31'55''S",NA,NA,"05",NA,NA
"216","2021-01-26 14:12:22-03","CPACT","ECT","3483","PreservedSpecimen","Plantae","Embryophyta",NA,"Asteraceae","Dimerostemma","arnottii","Dimerostemma arnottii","D.R.Vahl","L.B.Barcelos; G.Heiden | D.R.Vahl | R.Magalhães","47","2017","01","27",NA,"Brasil","Rio Grande do Sul","Butiazal. Fora das áreas de monitoramento. Habitat em campo sujo, na borda de capão, depois da cerca, em área sem pastejo.","-51.350833","-30.531944",NA,NA,"ECT0003483","ECT0003483","(Baker) M.D.Moraes","Tapes","32","32",NA,NA,"2019","07",NA,NA,"51º21'3''W","30º31'55''S",NA,NA,"05",NA,NA
"217","2020-09-12 05:00:02-03","US","US","2758095","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Angelphytum","arnottii","Angelphytum arnottii",NA,"-- Reitz & Klein, --","17496","1965","12","12","South America","Brazil","Paraná","Rodovia do Cafe, Rio Tibagi, Ponta Grosso, Parana",NA,NA,NA,NA,"US01778019","US01778019_01","(Baker) H. Rob.",NA,"900",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"218","2020-09-12 05:00:02-03","US","US","3216168","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Angelphytum","arnottii","Angelphytum arnottii",NA,"E. M. Zardini & U. Velázquez","26792","1991","4","3","South America","Paraguay","Cordillera","Cordillera, Tobati, Ybytu Silla mesa, Middle area","-57.12","-25.2",NA,NA,"US01777981","US01777981_01","(Baker) H. Rob.",NA,"297",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"219","2020-09-12 05:00:02-03","US","US","1403524","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Angelphytum","arnottii","Angelphytum arnottii",NA,NA,"845","1888",NA,NA,"South America","Paraguay","Central","Central Paraguay",NA,NA,NA,NA,"US01777973",NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"220","2020-09-12 05:00:02-03","US","US","3473189","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Angelphytum","arnottii","Angelphytum arnottii",NA,"O. S. Ribas & L. B. Pereira","2352","1998","1","31","South America - Neotropics","Brazil","Mato Grosso do Sul","Rod. MS-163, 8km S de Rio Brilhante (Mun. Rio Brilhante) Mato Grosso do sul",NA,NA,NA,NA,"US01777974","US01777974_01","(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"221","2020-09-12 05:00:02-03","US","US","3429489","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Angelphytum","arnottii","Angelphytum arnottii",NA,"O. S. Ribas & L. B. Pereira","1645","1997","2","8","South America","Brazil","Paraná","Fazenda Barros (Mun. Jaguariaiva) Parana",NA,NA,NA,NA,"US01778011","US01778011_01","(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"222","2020-09-12 05:00:02-03","US","US","3198670","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Angelphytum","arnottii","Angelphytum arnottii",NA,"E. M. Zardini & C. Velásquez","10364","1989","1","27","South America","Paraguay","Paraguari","Paraguari, Parque Nacional Ybycu' i, Cerrado on NW corner of the park","-56.83","-26.05",NA,NA,"US01777967",NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"223","2020-09-12 05:00:02-03","US","US","2251029","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Angelphytum","arnottii","Angelphytum arnottii",NA,"L. Smith, R. Reitz & L. Caldato","9534","1956","12","26","South America","Brazil","Santa Catarina","Mun. Chapeco: Campo, Fazenda Campo Sao Vicente, 24 km west of Campo Ere",NA,NA,NA,NA,"US01778008","US01778008_01","(Baker) H. Rob.",NA,"900","1000",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"224","2020-09-12 05:00:02-03","US","US","3325977","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Angelphytum","arnottii","Angelphytum arnottii",NA,"A. Schinini & G. Caballero Marmori","30053",NA,NA,NA,"South America","Paraguay","Caaguazu","Dep. Caaguazu, Palomares, camino de Itaguyry a Curuguaty, En cerrado de Butia paraguayensis, suelo arenoso","-55.42","-24.92",NA,NA,"US01777977",NA,"(Baker) H. Rob.",NA,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"225","2020-09-12 05:00:02-03","US","US","3062443","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Angelphytum","arnottii","Angelphytum arnottii",NA,"J. Cordeiro & G. Hatschbach","400","1987","1","7","South America","Brazil","Paraná","Rio Coutinho (mun. Guarapuava) Parana",NA,NA,NA,NA,"US01778016","US01778016_01","(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"226","2020-09-12 05:00:02-03","US","US","3473177","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Angelphytum","arnottii","Angelphytum arnottii",NA,"O. S. Ribas & L. B. Pereira","2605","1998","2","8","South America - Neotropics","Brazil","Mato Grosso do Sul","Rod. MS-178, 20 km S de Bodoquena (Mun. Bodoquena) Mato Grosso do Sul",NA,NA,NA,NA,"US01777964","US01777964_01","(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"227","2020-09-12 05:00:02-03","US","US","1098772","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Angelphytum","arnottii","Angelphytum arnottii",NA,"K. Fiebrig","6327","1909",NA,NA,"South America","Paraguay","Alto Parana","In regione fluminis Alto Parana",NA,NA,NA,NA,"US01777969","US01777969_01","(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"228","2020-09-12 05:00:02-03","US","US","1484028","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Angelphytum","arnottii","Angelphytum arnottii",NA,"P. Jörgensen","4803","1932","1",NA,"South America","Paraguay",NA,"In the canyon Estacion Comern [interpreted]",NA,NA,NA,NA,"US01777971",NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"229","2020-09-12 05:00:02-03","US","US","1484027","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Angelphytum","arnottii","Angelphytum arnottii",NA,"P. Jörgensen","4802*","1932","1",NA,"South America","Paraguay",NA,"In the sandy canyon, Estaneria Pemera",NA,NA,NA,NA,"US01777996",NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"230","2020-09-12 05:00:02-03","US","US","3198668","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Angelphytum","arnottii","Angelphytum arnottii",NA,"E. M. Zardini & M. Velazquez","24734","1990","12","1","South America","Paraguay","Caaguazu","Caaguazu, Arroyo Cambay, 32 km S of Arroyo Yhu, savanna","-55.92","-25.42",NA,NA,"US01777984",NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"231","2020-09-12 05:00:02-03","US","US","2283774","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Angelphytum","arnottii","Angelphytum arnottii",NA,"T. Pederson","4328","1956","11","17","South America","Paraguay","Misiones","Estancia La Soledad , Santiago, dep. Misiones",NA,NA,NA,NA,"US01778012",NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"232","2020-09-12 05:00:02-03","US","US","1065507","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Angelphytum","arnottii","Angelphytum arnottii",NA,"P. Jörgensen","2905","1918","3",NA,"South America","Argentina","Formosa","Del Territorio de Formosa, Rep. Argentina, Can Laista",NA,NA,NA,NA,"US01778001",NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"233","2020-09-12 05:00:02-03","US","US","2510577","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Angelphytum","arnottii","Angelphytum arnottii",NA,"T. Pederson","6642",NA,NA,NA,"South America","Argentina","Corrientes","Estancia Las Tres Marias , Dep. Empedrado, Prov. Corrientes",NA,NA,NA,NA,"US01777998",NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"234","2020-09-12 05:00:02-03","US","US","3325711","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Angelphytum","arnottii","Angelphytum arnottii",NA,"G. Hatschbach, A. Schinini & J. M. Silva","58697","1993","2","8","South America - Neotropics","Brazil","Mato Grosso do Sul","Rod. MS-295, Fazenda Santa Paulo, 18 km O de Tacuru, Mato Grosso do Sul",NA,NA,NA,NA,"US01777995","US01777995_01","(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"235","2020-09-12 05:00:02-03","US","US","1483903","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Angelphytum","arnottii","Angelphytum arnottii",NA,"P. Jörgensen","3482","1929","2","2","South America","Paraguay",NA,"Common in the Ary Canyo",NA,NA,NA,NA,"US01777970",NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"236","2020-09-12 05:00:02-03","US","US","3062444","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Angelphytum","arnottii","Angelphytum arnottii",NA,"J. M. Silva & G. Hatschbach","269","1987","12","21","South America","Brazil","Paraná","Corrego do Leao (mun, Ortigueira) Parana",NA,NA,NA,NA,"US01778018","US01778018_01","(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"237","2020-09-12 05:00:02-03","US","US","3427174","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Angelphytum","arnottii","Angelphytum arnottii",NA,"E. M. Zardini & L. Guerrero","38658","1994","2","24","South America","Paraguay","Paraguari","Paraguari, Between Caapucu and Villa Florida, 10 km N of Villa Florida","-57.15","-26.32",NA,NA,"US01777961",NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"238","2020-09-12 05:00:02-03","US","US","3403745","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Angelphytum","arnottii","Angelphytum arnottii",NA,"E. M. Zardini & R. Brítez","52969","1999","12","14","South America","Paraguay","Caazapa","Estancia Tapyta of Shel Forestry Ltd. Cerrado scrub on red sandy soil on trail to Yuqueri Creek","-55.7631","-26.2739",NA,NA,"US01777959",NA,"(Baker) H. Rob.",NA,"150",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"239","2020-09-12 05:00:02-03","US","US","2196160","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Angelphytum","arnottii","Angelphytum arnottii",NA,"A. Woolston","439","1955","1","30","South America","Paraguay","Alto Paraguay","Paraguay: Alto Paraguay, Primavera",NA,NA,NA,NA,"US01778002",NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"240","2020-09-12 05:00:02-03","US","US","2104266","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Angelphytum","arnottii","Angelphytum arnottii",NA,"G. Hatschbach","3063","1953","3","29","South America","Brazil","Paraná","Parana (Brasil) Mun. Tibagi, Fda. Monte Alegre: Harmonia",NA,NA,NA,NA,"US01778014","US01778014_01","(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"241","2020-09-12 05:00:02-03","US","US","3198669","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Angelphytum","arnottii","Angelphytum arnottii",NA,"E. M. Zardini & M. Velazquez","18191","1990","1","13","South America","Paraguay","Central","Central, Central y Tororo, Savanna","-57.5","-25.25",NA,NA,"US01777983",NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"242","2020-09-12 05:00:02-03","US","US","3409443","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Angelphytum","arnottii","Angelphytum arnottii",NA,"E. M. Zardini & L. Guerrero","44067","1995","11","29","South America","Paraguay","Caaguazu","Caaguazu, around 20 square meters., J. E. Estigarriba (=Pastareo)","-55.8019","-25.3958",NA,NA,"US01777960","US01777960_01","(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"243","2020-09-12 05:00:02-03","US","US","1902590","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Angelphytum","arnottii","Angelphytum arnottii",NA,"A. Viegas & et al.","3054","1938","12","4","South America - Neotropics","Brazil","São Paulo","Campinas, Brasil, Faz. Campo Grande, Campinas",NA,NA,NA,NA,"US01777994","US01777994_01","(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"244","2020-09-12 05:00:02-03","US","US","3012958","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Angelphytum","arnottii","Angelphytum arnottii",NA,"E. Bordas","1943","1983","3","4","South America","Paraguay","Guaira","Departamento Guaira, Mbocayaty, outskirts",NA,NA,NA,NA,"US01777972",NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"245","2020-09-12 05:00:02-03","US","US","3299668","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Angelphytum","arnottii","Angelphytum arnottii",NA,"E. M. Zardini & L. Guerrero","34434","1993","1","7","South America","Paraguay","Central","Central, Estero del Ypoa, Villeta, Puerto Guyrati, 7 km S of Villeta, Cerrado scrub","-57.55","-25.57",NA,NA,"US01777958",NA,"(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"246","2020-09-12 05:00:02-03","US","US","3062787","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Angelphytum","arnottii","Angelphytum arnottii",NA,"G. Hatschbach","48821","1984","12","27","South America","Brazil","Paraná","Rod. BR-277, prox. ao rio Capivara (mun. Palmeira) Parana",NA,NA,NA,NA,"US01778017","US01778017_01","(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"247","2020-09-12 05:00:02-03","US","US","1473930","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Angelphytum","arnottii","Angelphytum arnottii",NA,"P. K. Dusén","s.n.","1914","2","19","South America","Brazil","Paraná","Parana: Jaguariahyva opp., in campo",NA,NA,NA,NA,"US01778015","US01778015_01","(Baker) H. Rob.",NA,"740",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"248","2020-09-12 05:00:02-03","US","US","1481926","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Angelphytum","arnottii","Angelphytum arnottii",NA,"P. K. Dusén","9188","1910","2","5","South America","Brazil","Paraná","Parana: Jaguariahyvar in campo",NA,NA,NA,NA,"US01778005","US01778005_01","(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"249","2020-09-12 05:00:02-03","US","US","3276965","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Angelphytum","arnottii","Angelphytum arnottii",NA,"A. Schinini, R. Vanni & S. Cáceres","27804","1993","3","23","South America","Paraguay","Caazapa","Dep. Caazapa, Santa Ursula, 55 Km NE de Yuty",NA,NA,NA,NA,"US01778013",NA,"(Baker) H. Rob.",NA,"180",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"250","2020-09-12 05:00:02-03","US","US","2743131","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Angelphytum","arnottii","Angelphytum arnottii",NA,"L. Smith & R. M. Klein","11125","1957","2","9","South America","Brazil","Santa Catarina","Mun. Curitibanos: campo, 8 km west of Curitibanos on the road to Campos Novos",NA,NA,NA,NA,"US01778003","US01778003_01","(Baker) H. Rob.",NA,"850",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"251","2020-09-12 05:00:02-03","US","US","3450707","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Angelphytum","arnottii","Angelphytum arnottii",NA,"G. Hatschbach","46195","1983","2","13","South America - Neotropics","Brazil","Mato Grosso do Sul","Rio Pandui (Mun. Amambai), Mato Grosso do Sul",NA,NA,NA,NA,"US01777975","US01777975_01","(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
"252","2020-09-12 05:00:02-03","US","US","3429491","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Angelphytum","arnottii","Angelphytum arnottii",NA,"O. S. Ribas & L. B. Pereira","1754","1997","2","11","South America","Brazil","Paraná","Rio Samambaia (Mun. Jaguariaiva) Parana",NA,NA,NA,NA,"US01778007","US01778007_01","(Baker) H. Rob.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,"1"
