"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","typeStatus","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount"
"11","2020-02-08 10:13:02-03","NBC","NL-BOTANY","AMD.58388","PreservedSpecimen","Plantae","Cyperaceae","Cladium","ensifolium","Cladium ensifolium","Weevers T",NA,"1925","08","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.58388 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-AMD58388",NA,"Poales","(Boeckeler) Benth. & Hook.f. ex B.D.Jacks.",NA,NA,NA,"Serra Haliya, Brazilie.",NA,NA,"NL-AMD58388",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"12","2020-02-08 10:14:15-03","NBC","NL-BOTANY","U.1295811","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Camerik AM",NA,"1975","07","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1295811 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1295811",NA,"Poales","(Boeckeler) T.Koyama",NA,NA,NA,"Est. R.J., Itatiacia, Pratelerias.",NA,NA,"NL-U1295811",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"13","2020-02-08 10:14:15-03","NBC","NL-BOTANY","U.1295812","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Camerik AM",NA,"1975","05","08","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1295812 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1295812",NA,"Poales","(Boeckeler) T.Koyama",NA,NA,NA,"Est. R.J., Itatiacia, Prateleiras, campo do Planalto.",NA,NA,"NL-U1295812",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"14","2020-11-04 11:05:56-03","ESALQ","ESA","34705","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Ribas, O.S. et al.","1597.0","1996","11","07",NA,"Brasil",NA,NA,NA,"ESA034705","Magnoliophyta",NA,"T. Koyama","Hatschbach, G.","Paraná","São José dos Pinhais",NA,"-49.2064018249512","-25.5347003936768","ESA034705",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:05:56-03","ESALQ","ESA","12445","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Souza, V.C. et al.","4709.0","1993","11","27",NA,"Brasil",NA,NA,NA,"ESA012445","Magnoliophyta",NA,"(Boeckel.) Koyama","Thomas, W.","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516","ESA012445",NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-02-02 14:38:00-02","BGBM","B","B 10 0349265","S","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","A. F. M. Glaziou","5443/6759",NA,NA,NA,"Middle and South America","Brazil",NA,NA,"<a href=http://herbarium.bgbm.org/object/B100349265 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100349265",NA,NA,"T.Koyama",NA,NA,NA,"Rio de Janeiro.",NA,NA,"B100349265",NA,NA,NA,NA,NA,NA,NA,"holotype",NA,NA,NA,NA,NA
"17","2019-02-15 11:37:38-02","IPA","IPA","62398","S","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Ribas, O.S.; Cordeiro, J.; Cordeiro, J.","681","1994","10","20","Southern America","Brasil",NA,NA,"Ereta 1m, em touceiras. Do brejo.","IPA0062398","Plantae",NA,"(Boeckeler) T. Koyama","Hatschbach, G.","Paraná","São José dos Pinhais","Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,NA,NA,"45291","auto",NA,NA,NA,NA,"1994",NA,NA,NA,NA
"18","2019-08-27 13:25:25-03","IAP","PACA-AGP","48328","PreservedSpecimen","Plantae","Cyperaceae","Cladium","ensifolium","Cladium ensifolium","Reitz, R.","3492","1948","12","16",NA,"Brasil",NA,NA,"Habitat: In dumetosis ripariis. Fenofase: flor","PACA048328","Magnoliophyta","Cyperales","Benth.","M. Barros","SC","Bom Retiro","Campo dos Padres","-49.489200592041","-27.7971992492676",NA,NA,NA,"35974","auto",NA,NA,"Liliatae",NA,"1954","07","26",NA,NA
"19","2019-08-27 13:25:25-03","IAP","PACA-AGP","56824","PreservedSpecimen","Plantae","Cyperaceae","Cladium","ensifolium","Cladium ensifolium","Rambo, B.",NA,"1955","02","18",NA,NA,NA,NA,"Habitat: In flor antiqua.","PACA056824","Magnoliophyta","Cyperales","Benth.","Emrich-Rambo",NA,NA,"Ad rupes humidas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liliatae",NA,"1955","04","03",NA,NA
"20","2020-12-20 21:16:48-03","UFV","VIC","032414","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Longhi- Wagner; et al.","s.n.","2007","12","03",NA,"Brasil",NA,NA,"Brejão.","VIC032414",NA,NA,"(Boeck) T.Koyama",NA,"Minas Gerais","Ouro Branco","Serra de Ouro Branco - Área 3, Brejão.","-43.6918983459473","-20.5207996368408","VIC032414",NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-11-21 14:33:56-03","UFJF","CESJ","70224","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","L.V.V. Cruz; S.G. Furtado; A. Magro; L. Menini Neto","192","2017","10","20","América do Sul","Brasil",NA,NA,"Touceira ca. 1,5 m, flores marrons, frequentes em charco que liga o circuito 5 lagos","CESJ070224","Angiosperma",NA,"(Boeckeler) T.Koyama","L.V.V. Cruz","Minas Gerais","Itamonte","Parque Nacional do Itatiaia, Circuito 5 Lagos","-45.154444","-22.623889",NA,"2453","2453",NA,NA,"-45.154444","-22.623889",NA,NA,"2017",NA,NA,NA,NA
"22","2019-11-21 14:33:56-03","UFJF","CESJ","72068","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","L.N. Gonçalves; P. Duffles","448","2017","10","19","América do Sul","Brasil",NA,NA,"Folhas lisas, com inflorescência; próximo ao acampamento do 1º maciço do Pico dos Marins; área recentemente atingida por fogo;","CESJ072068","Angiosperma",NA,"(Boeckeler) T.Koyama",NA,"Minas Gerais","Marmelópolis","Pico dos Marins, Acampamento 1º maciço","-45.134722","-22.500833",NA,"2000","2000",NA,NA,"-45.134722","-22.500833",NA,NA,NA,NA,NA,NA,NA
"23","2019-11-21 14:33:56-03","UFJF","CESJ","32184","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","O.S. Ribas; J. Cordeiro","681","1994","10","20","América do Sul","Brasil",NA,NA,"Ereta, 1 m, em touceiras. Do brejo.xxx","CESJ032184","Angiosperma",NA,"(Boeckeler) T.Koyama","G. Hatschbach","Paraná","São José dos Pinhais","Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,NA,NA,"45291","auto",NA,NA,NA,NA,"1994",NA,NA,NA,NA
"24","2021-03-01 16:19:37-03","UNICAMP","UEC","25069","S","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Shepherd, GJ; Shepherd, SLK","12873","1981","01","02",NA,"Brazil",NA,NA,"Erva cespitosa de até 2 m.","UEC094190","Liliopsida",NA,"(Boeck.) T.Koyama","Strong, MT","São Paulo","Serra da Bocaina","Estr. S.J. do Barreiro para Silveiras, km 22.",NA,NA,"UEC094190","1780","1780",NA,NA,NA,NA,NA,NA,"1997",NA,NA,NA,NA
"25","2019-08-20 09:59:59-03","UNICAMP","UEC","128634","S","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Souza, VC; Dutilh, JHA; Yamamoto, K; Stehmann, JR","4709","1993","11","27",NA,"Brazil",NA,NA,"flor, Erva, cerca de 1,0 m de altura; brácteas castanho escuras. Campo natural atingido por fogo há 4 meses.","UEC008989","Liliopsida",NA,"(Boeck.) T.Koyama","Tamashiro, JY","São Paulo","Itararé","Fazenda Espinho","-49.3400001525879","-24.1100006103516","UEC008989",NA,NA,"27729","auto",NA,NA,NA,NA,"2011","10",NA,NA,NA
"26","2019-11-06 09:54:54-03","UFOP","OUPR","12469","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Lisboa, M.A.","s.n.","1972","08","12",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Boeckeler) T.Koyama","Alves, M et al","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto",NA,NA,NA,NA,"2012","03",NA,NA,NA
"27","2020-12-21 16:22:22-03","MBM","MBM","122628","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Sobral, M.; et al.; et al.","5598","1987","09",NA,"Southern America","Brazil",NA,NA,"Erva em local úmido, em beira de estrada, formando tufos; infl. castanhas","MBM122628",NA,NA,"T. Koyama","Alves, M.","Minas Gerais","Lima Duarte","Parque Est. Ibitipoca","-43.793098449707","-21.8425006866455","MBM122628",NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:22:22-03","MBM","MBM","120759","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Cordeiro, J.; Hatschbach, G.; Hatschbach, G.","507","1987","12","15","Southern America","Brazil",NA,NA,NA,"MBM120759",NA,NA,"T. Koyama","Pedersen, T.M.","Paraná","Palmeira","Rio dos Papagaios","-50.0064010620117","-25.4293994903564","MBM120759",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:22:22-03","MBM","MBM","269175","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Souza, V.C.; et al.; et al.","4709","1993","11","27","Southern America","Brazil",NA,NA,NA,"MBM269175",NA,NA,"T. Koyama","Thomas, W.W.","São Paulo","Itararé","Fazenda Espinho","-49.3400001525879","-24.1100006103516","MBM269175",NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:22:22-03","MBM","MBM","290558","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Barboza, E.; Silva, J.M.; Silva, J.M.","824","2003","12","04","Southern America","Brazil",NA,NA,NA,"MBM290558",NA,NA,"T. Koyama","Strong, M.T.","Paraná","Tijucas do Sul","Serra de Papanduva","-49.1988983154297","-25.9281005859375","MBM290558",NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:22:22-03","MBM","MBM","170223","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Ribas, O.S.; Cordeiro, J.; Cordeiro, J.","681","1994","10","20","Southern America","Brazil",NA,NA,NA,"MBM170223",NA,NA,"T. Koyama","Hatschbach, G.","Paraná","São José dos Pinhais","Rio Pequeno","-49.2064018249512","-25.5347003936768","MBM170223",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:22:22-03","MBM","MBM","12779","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Hatschbach, G.; Ravenna, P.; Ravenna, P.","24049","1969","11","27","Southern America","Brazil",NA,NA,NA,"MBM012779",NA,NA,"T. Koyama","Koyama, T.","Paraná","São José dos Pinhais","Rio Pequeno","-49.2064018249512","-25.5347003936768","MBM012779",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:22:22-03","MBM","MBM","201057","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Ribas, O.S.; Barboza, E.; Pereira, L.B.S.; Barboza, E.; Pereira, L.B.S.","1597","1996","11","07","Southern America","Brazil",NA,NA,NA,"MBM201057",NA,NA,"T. Koyama","Hatschbach, G.","Paraná","São José dos Pinhais","Rod. BR-277, rio Pequeno","-49.2064018249512","-25.5347003936768","MBM201057",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-11-01 15:28:09-03","PUC-RIO","FCAB","1144","PreservedSpecimen","Plantae","Cyperaceae","Cladium","ensifolium","Cladium ensifolium","P. Capell S.J.","s.n.","1951","12","18",NA,"Brasil",NA,NA,"Sinônimo relevante: Machaerina ensifolia (Boeckeler) T.Koyama","001144",NA,"Angiospermae","(Boeckeler) Benth.",NA,"São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2018-01-03 14:17:38-02","MNHN","RECOLNAT_MNHN_P","P00094466","PreservedSpecimen",NA,"Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Glaziou, A.",NA,"1871","6","5",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00094466' target='other'> <mi>dwc_moreinfo</mi></a>","P00094466",NA,NA,"(Boeckler) T.Koyama","Strong",NA,NA,"Rio de Janeiro: Itatiaia",NA,NA,"P00094466_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5443",NA
"36","2015-09-03 22:43:03-03","MNHN","RECOLNAT_MNHN_P","P00272305","PreservedSpecimen",NA,"Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Glaziou, A.",NA,"1873","1","23",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00272305' target='other'> <mi>dwc_moreinfo</mi></a>","P00272305",NA,NA,"(Boeckler) T.Koyama","Strong",NA,NA,"Campos de l'Itatiaia (Rio)",NA,NA,"P00272305_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6759",NA
"37","2015-09-03 22:43:03-03","MNHN","RECOLNAT_MNHN_P","P00272306","PreservedSpecimen",NA,"Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Glaziou, A.",NA,"1876","1","8",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00272306' target='other'> <mi>dwc_moreinfo</mi></a>","P00272306",NA,NA,"(Boeckler) T.Koyama",NA,NA,NA,"Campos de Bocaine au Sobrado, Sao Paulo",NA,NA,"P00272306_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7986",NA
"38","2015-09-03 22:43:03-03","MNHN","RECOLNAT_MNHN_P","P00272307","PreservedSpecimen",NA,"Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Glaziou, A.",NA,"1876","1","8",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00272307' target='other'> <mi>dwc_moreinfo</mi></a>","P00272307",NA,NA,"(Boeckler) T.Koyama",NA,NA,NA,"Campos de Bocaine au Sobrado, Sao Paulo",NA,NA,"P00272307_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7986",NA
"39","2015-09-03 22:43:03-03","MNHN","RECOLNAT_MNHN_P","P00272308","PreservedSpecimen",NA,"Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Smith, L.B.|Klein, R.",NA,"1956","12","9",NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00272308' target='other'> <mi>dwc_moreinfo</mi></a>","P00272308",NA,NA,"(Boeckler) T.Koyama",NA,NA,NA,"Mun. Campo Alegre, pentes du morro Iquererim, Santa Catarina",NA,NA,"P00272308_01","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8548",NA
"40","2020-12-11 11:43:49-03","UFMG","BHCB","179158","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2702","2015","10","07","Southern America","Brasil",NA,NA,"Erva; ca. 1,8m alt; touceira ca. 1,0m diâmetro; frutos castanhos.; Curso d'água em Campo Rupestre Quartzítico",NA,"Monocotyledon",NA,"(Boeckeler) T.Koyama",NA,"Minas Gerais","Itabirito","RPPN Capivari II","-43.663056","-21.6425",NA,NA,NA,NA,NA,"-43.663056","-21.6425",NA,NA,"2016",NA,NA,NA,NA
"41","2020-12-11 11:43:49-03","UFMG","BHCB","142284","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Oliveira, CT; Echternacht, LA; Bastos, TV; Viveros, RS","380","2009","03","01","Southern America","Brasil",NA,NA,"erva de 1,5 m, escape floral de 1,8 m, forma touceira, crescendo em campo úmido.",NA,"Monocotyledon",NA,"(Boeckeler) T.Koyama",NA,"Minas Gerais","Catas Altas","RPPN Santuário do Caraça, Pico do Sol","-43.450833","-20.109444",NA,"1827","1827",NA,NA,"-43.450833","-20.109444",NA,NA,NA,NA,NA,NA,NA
"42","2020-12-11 11:43:49-03","UFMG","BHCB","179063","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2607","2015","09","25","Southern America","Brasil",NA,NA,"Prensado em álcool; Erva; espiguetas castanhas.; Brejo em Campo Rupestre Quartzítico",NA,"Monocotyledon",NA,"(Boeckeler) T.Koyama",NA,"Minas Gerais","Ouro Preto","RPPN Capanema","-43.605","-20.197222",NA,NA,NA,NA,NA,"-43.605","-20.197222",NA,NA,"2016",NA,NA,NA,NA
"43","2020-12-11 11:43:49-03","UFMG","BHCB","184100","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Paiva, JAM; Souza, LS; Silva, E","1213","2016","11","30","Southern America","Brasil",NA,NA,"Herbáceo, 2m alt. Terrestre. Frutos passados castanhos. Cyperaceae com tronco.; Campo Rupestre Quartizito. Área pós queimada, beira do curso d'água.",NA,"Monocotyledon",NA,"(Boeckeler) T.Koyama",NA,"Minas Gerais","Santa Bárbara","RPPN Capivari I","-43.63","-20.146111",NA,"1338","1338",NA,NA,"-43.63","-20.146111",NA,NA,"2016","12","15",NA,NA
"44","2020-12-11 11:43:49-03","UFMG","BHCB","27431","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"(Boeckeler) T.Koyama",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-02-11 17:18:42-03","UFPR","UPCB","29510","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Ribas, O.S.","1597","1996","11","07",NA,"Brasil",NA,NA,"Touceira, espiga marrom, estames amarelos. Campo limpo, solo turfoso..",NA,NA,NA,"(Boeck.) Koyama","Hatschbach, G.","Paraná","São José dos Pinhais","BR 277, Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,NA,NA,"45291","auto",NA,NA,NA,NA,"1996","01","01",NA,NA
"46","2009-07-27 09:32:00-03","MO","MOBOT","2998600","PreservedSpecimen","Plantae","Cyperaceae","Cladium","ensifolium","Cladium ensifolium","Auguste F.M. Glaziou","Glaziou 5443","1861",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"(Boeckeler) Benth. & Hook. f. ex B.D. Jacks.","C.B. Clarke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2014-12-27 14:20:00-02","MO","MOBOT","2453612","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","Anonymous","Anonymous s.n.48","1956","1","20","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Boeckeler) T. Koyama",NA,"São Paulo",NA,"Sao Paulo. Itapeva",NA,NA,NA,"1750.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2015-12-31 22:35:00-02","MO","MOBOT","2453630","PreservedSpecimen","Plantae","Cyperaceae","Machaerina","ensifolia","Machaerina ensifolia","F. Segadas-Vianna","Segadas-Vianna 3057","1950","11","24","South America","Brazil",NA,NA,NA,NA,NA,NA,"(Boeckeler) T. Koyama",NA,NA,NA,"Serra da Bocaina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
