"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","locality","phylum","order","scientificNameAuthorship","identifiedBy","county","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","coordinatePrecision","geoFlag","relatedCatalogItem","fieldNumber","individualCount"
"11","2016-09-29 21:14:00-03","NY","NYBG","859600","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"G. L. Smith","824","1979","12","16","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=960298' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859600","Serra do Cipó, near 8 km marker to Fazenda Palácio.","Magnoliophyta","Asterales",NA,"G. M. Barroso",NA,NA,NA,"NY00859600_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-09-29 21:14:00-03","NY","NYBG","859907","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Martii Herbar. Florae Brasil.","785",NA,NA,NA,"South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=960329' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859907",NA,"Magnoliophyta","Asterales",NA,NA,NA,NA,NA,"NY00859907_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-30 00:54:00-03","NY","NYBG","1018508","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"L. Riedel","2375","1834","07",NA,"South America","Brazil","São Paulo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1260118' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018508","In camp. Va. Franca.","Magnoliophyta","Asterales",NA,"B. R. Nordenstam",NA,"-47.408394","-20.588552","NY01018508_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","797804","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"H. S. Irwin","30401","1971","01","15","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=347083' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797804","Serra do Espinhaço. Upper shrub-covered slopes of Serra da Piedade, ca. 35 km E. of Belo Horizonte, near BR-31","Magnoliophyta","Asterales","(Gardner) Cabrera","G. M. Barroso",NA,NA,NA,"NY00797804_01","1850","1850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","797805","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"H. S. Irwin","7862","1965","08","24","South America","Brazil","Distrito Federal","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=347082' target='other'> <mi>dwc_moreinfo</mi></a>","NY00797805","Universidade de Brasília, border of lake","Magnoliophyta","Asterales","(Gardner) Cabrera","G. M. Barroso","Brasília","-47.9294","-15.7797","NY00797805_01","750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","859903","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"H. S. Irwin","5814","1964","08","31","South America","Brazil","Distrito Federal","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=960312' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859903","Parque Municipal do Gama, ca. 20 km S of Brasília.","Magnoliophyta","Asterales","(Gardner) Cabrera","G. M. Barroso","Brasília","-48.0638","-16.01719","NY00859903_01","700","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00749209","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"H. S. Irwin","22138","1969","01","17","South America","Brazil","Minas Gerais","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=890670' target='other'> <mi>dwc_moreinfo</mi></a>","NY00749209","Serra do Espinhaço, ca. 27 km S.W. of Diamantina on road to Gouveia","Magnoliophyta","Asterales","(Gardner) Cabrera","D. Philcox",NA,"-43.69275","-18.4205","NY00749209_01","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","859904","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"H. S. Irwin","5109","1964","08","14","South America","Brazil","Distrito Federal","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=960315' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859904","near science center of University.","Magnoliophyta","Asterales","(Gardner) Cabrera","G. M. Barroso","Brasília","-47.875","-15.758","NY00859904_01","700","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","859902","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"B. D. Sucre","692","1965","07","08","South America","Brazil","Distrito Federal","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=960308' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859902","Country Club","Magnoliophyta","Asterales","(Gardner) Cabrera","G. M. Barroso","Brasília","-47.9815442","-15.94581","NY00859902_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-02-18 09:28:49-03","UNESP-IBB","BOTU","9320","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Amaral Jr., A.","1051","1972","08","25",NA,"Brasil","São Paulo",NA,NA,NA,"BOTU009320",NA,NA,NA,"(Gardner) Cabrera","Hattori, E.K.O.","Botucatu",NA,NA,NA,NA,NA,"2015","05","9999","9999",NA,NA,NA,NA,NA,NA,NA
"21","2021-02-18 09:28:49-03","UNESP-IBB","BOTU","4068","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Oliveira Jr., A.C.","50","1974","09","25",NA,"Brasil","São Paulo",NA,NA,NA,"BOTU004068","Ao sul, 5km das proximidades do aeroporto",NA,NA,"(Gardner) Cabrera","Hattori, E.K.O.","Botucatu",NA,NA,NA,NA,NA,"2015","05","9999","9999",NA,NA,NA,NA,NA,NA,NA
"22","2020-11-13 09:19:03-03","UFRJ","RFA","25589","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"F. M. de B. Pereira","107/53","2000","11","22",NA,"Brasil","Minas Gerais",NA,NA,"Herbácea, planta inteira verde, flor amarela, abundante no local.","RFA37305","1° Distrito Bocaina Funda.",NA,NA,"(Gardner) Cabrera","R. Esteves","Itamonte","-44.700833","-22.277778",NA,"1496","1496","2001","09","44º42'3''W","22º16'40''S","05",NA,NA,NA,NA,NA,NA
"23","2019-11-19 15:43:22-03","UNEB","HUNEB","11654","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Almeida, G.S.S.","141","2005","11","14",NA,"Brasil","Minas Gerais",NA,NA,NA,"HUNEB0011654","Parque Estadual do Itacolomi: Trilha da Lagoa Seca.","Angiospermae","Florideophycidae","(Gardn.) Cabrera",NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","44599","auto",NA,NA,NA
"24","2019-11-19 15:43:22-03","UNEB","HUNEB","11653","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Almeida, G.S.S.","544","2006","10","15",NA,"Brasil","Minas Gerais",NA,NA,NA,"HUNEB0011653","Parque Estadual do Itacolomi: Trilha da Lagoa Seca.","Angiospermae","Florideophycidae","(Gardn.) Cabrera",NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","44599","auto",NA,NA,NA
"25","2021-03-30 12:34:52-03","EAO","IAN","119289","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Sucre, D","692","1965","07","08","Southern America","Brasil","Distrito Federal",NA,NA,"Arbustinho erecto com ± 80cm de altura; flores brancas.","IAN119289","Cerrado do Country Club.","Dicotiledônea",NA,"(Gardner) Cabrera","Barroso, GM","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA
"26","2021-03-30 12:34:52-03","EAO","IAN","122780","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Irwin, HS; Soderstrom, TR","5814","1964","08","31","Southern America","Brasil","Distrito Federal",NA,NA,"Subshrub ca. 1m tall, the leaves somewhat fleshy. Heads dried.","IAN122780","Parque Municipal Gama, ca. 20km S of Brasília. Locally common.","Dicotiledônea",NA,"(Gardner) Cabrera","Barroso, GM","Brasília","-47.9296989440918","-15.7797002792358",NA,"1000","1000","1964",NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA
"27","2021-03-30 12:34:52-03","EAO","IAN","122807","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Irwin, HS; Souza, R","7862","1965","08","24","Southern America","Brasil","Distrito Federal",NA,NA,"Subshrub ca. 1m tall. Heads cream.","IAN122807","Universidade de Brasília, border of lake. Cerrado.","Dicotiledônea",NA,"(Gardner) Cabrera","Barroso, GM","Brasília","-47.9296989440918","-15.7797002792358",NA,"750","750","1966",NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA
"28","2021-03-30 12:34:52-03","EAO","IAN","105531","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Magalhães, MG","5391","1943","11","30","Southern America","Brasil","Minas Gerais",NA,NA,"Arbusto de 1-1,5m de altura, flor alva.","IAN105531","Campo arenoso (cerrado). Falcão.","Dicotiledônea",NA,"(Gardner) Cabrera","Barroso, GM","Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA
"29","2021-03-30 12:34:52-03","EAO","IAN","107766","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Magalhães, MG","17042","1947","07",NA,"Southern America","Brasil","Minas Gerais",NA,NA,"Arbusto de 1-1,5m de altura, cespitoso, flor amarela.","IAN107766","Cerrado pedregoso. 28km de Patrocinio.","Dicotiledônea",NA,"(Gardner) Cabrera","Barroso, GM","Patrocínio","-46.9925003051758","-18.9438991546631",NA,NA,NA,NA,NA,NA,NA,NA,NA,"44638","auto",NA,NA,NA
"30","2019-12-12 15:31:37-03","UFABC","HUFABC","001996","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Keller V.C.","64","2017","08","22",NA,"Brasil","São Paulo",NA,NA,"Arbusto, flores brancas","HUFABC001996","Parque Estadual do Juquery, Setor A","Angiospermas",NA,"(Gardner) Cabrera",NA,"Franco da Rocha","-46.681969","-23.349081",NA,NA,NA,NA,NA,"-46.681969","-23.349081",NA,NA,NA,NA,NA,NA,NA
"31","2019-12-12 15:31:37-03","UFABC","HUFABC","002179","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Keller V.C.","287","2018","04","19",NA,"Brasil","São Paulo",NA,NA,"Arbusto, flores brancas","HUFABC002179","Parque Estadual do Juquery, Estrada para o Ovo da Pata, próximo à torre do linhão de energia","Angiospermas",NA,"(Gardner) Cabrera",NA,"Franco da Rocha","-46.701892","-23.349339",NA,NA,NA,NA,NA,"-46.701892","-23.349339",NA,NA,NA,NA,NA,NA,NA
"32","2019-10-09 11:10:31-03","UFBA","ALCB","128033","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","imbricatum","Hoehnephytum imbricatum",NA,"Bautista, HP; Ortiz, S","2827","1998","09","26","Southern America","Brasil","Bahia",NA,NA,"Ereto 1,20 m. Folhas glaucas. Corola creme. Frequente.; Campos Gerais. Solo pedregoso com areia branca.","ALCB045153","a 7 Km de Rio de Contas, na estrada para Arapiranga.","Dicotyledon",NA,"(Gardner)","Hind, DJN","Rio de Contas","-41.8114013671875","-13.5789003372192","ALCB045153","1080","1080","2000","09",NA,NA,NA,NA,"49773","auto",NA,NA,NA
"33","2019-10-09 11:10:31-03","UFBA","ALCB","033470","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Hind, DJN; Bautista, HP; Silva, MM da","PCD&nf;3908","1996","11","01","Southern America","Brasil","Bahia",NA,NA,"Ca. 1 m alt., poucos ramos vermelhos levemente estriados. Folhas ascendentes, concolores, glaucas. Inflorescência com pedúnculo avermelhado. Capítulos com filários verde-amarelados de ápice avermelhado. Flores senescentes.",NA,"Chapada Diamantina, Estrada Piatã/Ribeirão","Dicotyledon",NA,"(Gardner) Cabrera","Hind, DJN","Piatã","-41.825278","-13.121111",NA,"1400","1400","1996","11","-41.825278","-13.121111",NA,NA,NA,NA,NA,NA,NA
"34","2019-10-09 11:10:31-03","UFBA","ALCB","033803","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Hind, DJN; Bautista, HP; Q.L.; M.M.S.","PCD&nf;3960","1996","11","03","Southern America","Brasil","Bahia",NA,NA,"Até 1,20 m alt., pouco ramificado, com ramos avermelhados, estriados. Folhas glaucas, ascendentes, concolores. Filárias verde-amareladas com ápice avermelhado.",NA,"Chapada Diamantina, Sopé da Serra de Santana.","Dicotyledon",NA,"(Gardner) Cabrera","Hind, DJN","Piatã","-41.765556","-13.149167",NA,"1180","1180","1996","11","-41.765556","-13.149167",NA,NA,NA,NA,NA,NA,NA
"35","2019-10-09 11:10:31-03","UFBA","ALCB","033805","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Hind, DJN; Bautista, HP; Queiroz, LP de; Silva, MM da","PCD&nf;3942","1996","11","02","Southern America","Brasil","Bahia",NA,NA,"Até 1,30 m alt. Caule verde com bandas avermelhadas. Folhas congestas, ascendentes e revestindo o caule, nervuras e bordos grena. Filárias verde-amareladas em uma única série, com ápice avermelhado. Flores creme com lobos reflexos, anteras amarelo-al",NA,"Chapada Diamantina, Pai Inácio. Estrada Piatã/Ressaca","Dicotyledon",NA,"(Gardner) Cabrera","Hind, DJN","Piatã","-41.832778","-13.0625",NA,"1300","1300","1996","11","-41.832778","-13.0625",NA,NA,NA,NA,NA,NA,NA
"36","2019-10-09 11:10:31-03","UFBA","ALCB","033840","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Harley, RM; Bautista, HP; Hind, DJN","PCD&nf;4466","1996","11","18","Southern America","Brasil","Bahia",NA,NA,"Até 1 m alt. Folhas concolores, verdes, com cera, margens vermelhas. Filárias e flores senescentes. Raro.; Solo arenoso e litólico.",NA,"Chapada Diamantina, Serra Marsalina (Serra da antena de TV)","Dicotyledon",NA,"(Gardner) Cabrera","Hind, DJN","Rio de Contas","-41.831944","-13.592778",NA,"10020","10020","1996","11","-41.831944","-13.592778",NA,NA,NA,NA,NA,NA,NA
"37","2019-10-09 11:10:31-03","UFBA","ALCB","106066","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Roque, N; Quaresma, AS","3716","2012","09","22","Southern America","Brasil","Minas Gerais",NA,NA,"ca. 70cm alt. Brácteas involucrais verdes, corola alva.; próximo a leitos d'água.",NA,"Estrada para Barão do Guaicuí","Dicotyledon",NA,"(Gardner) Cabrera","Roque, N","Gouveia","-43.702778","-18.376944",NA,"1434","1434","2012","12","-43.702778","-18.376944","03",NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:10:31-03","UFBA","ALCB","118654","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Hurbath, F; Silva, OLM da; Seixas, FC","718","2014","08","27","Southern America","Brasil","Bahia",NA,NA,"ca. 1,3 m alt. Folhas concolores, brácteas verdes, flores e papus cremes.","ALCB061308","Subida para o Pico das Almas, Vale do Queiroz..","Dicotyledon",NA,"(Gardner) Cabrera","Roque, N","Rio de Contas","-41.951667","-13.522778",NA,"1547","1547","2014","09","-41.951667","-13.522778",NA,NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:10:31-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Harley, RM; Bautista, HP; Hind, DJN","PCD&nf;4466","1996","11","18","Southern America","Brasil","Bahia",NA,NA,"1,00 m.; Solo arenoso e litólico.",NA,"Chapada Diamantina, Serra do Marcelino (Serra da antena de TV)","Dicotyledon",NA,"(Gardner) Cabrera","Hind, DJN","Rio de Contas","-42","-13",NA,"1020","1020","1996","11","-42","-13",NA,NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:10:31-03","UFBA","ALCB","74474","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Guedes, ML; Rigueira, D; Oliveira, D; Estagiários; Alunos de Botânica III; Alunos de Botâni","12462","2006","10","14","Southern America","Brasil","Bahia",NA,NA,"Capítulos paucifloros, flores com papus cerdosos, alvos.",NA,"Chapada Diamantina","Dicotyledon",NA,"(Gardner) Cabrera","Moura, L","Abaíra","-41.65","-13.233333",NA,NA,NA,"2012","05","-41.65","-13.233333","25",NA,NA,NA,NA,NA,NA
"41","2019-10-09 11:10:31-03","UFBA","ALCB","86028","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Roque, N; Acevedo-Rodríguez, P","1856","2008","09","14","Southern America","Brasil","Bahia",NA,NA,"ca. 1,5m alt. Brácteas involucrais verdes, flores creme.; campo rupestre",NA,"Chapada Diamantina, Parque Municipal de Mucugê. Trilha para a Cachoeira do Tiburtino. 980m","Dicotyledon",NA,"(Gardner) Cabrera","Roque, N","Mucugê","-41.341389","-12.992222",NA,NA,NA,"2008","09","-41.341389","-12.992222",NA,NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:10:31-03","UFBA","ALCB","91959","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Guedes, ML; et al.","16230","2007","07","18","Southern America","Brasil","Bahia",NA,NA,"Folhas cartáceas. Inflorescência terminal, capítulos com papus cremes.",NA,"Chapada Diamantina","Dicotyledon",NA,"(Gardner) Cabrera","Roque, N","Mucugê","-41.366667","-13",NA,NA,NA,"2009","07","-41.366667","-13",NA,NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:10:31-03","UFBA","ALCB","93718","PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Roque, N","2329","2009","10","10","Southern America","Brasil","Bahia",NA,NA,"ca. 70 cm alt. Sépalas verde, corola alva.",NA,"Chapada Diamantina, trilha para cachoeira do Patrício","Dicotyledon",NA,"(Gardner) Cabrera","Roque, N","Piatã","-41.860278","-13.082778",NA,"1400","1400","2009","10","-41.860278","-13.082778",NA,NA,NA,NA,NA,NA,NA
"44","2021-02-08 21:31:45-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Asteraceae","Hoehnephytum","trixoides","Hoehnephytum trixoides",NA,"Harley, RM; Hind, DJN; Simão-Bianchini, R; Fothergill, JM","25342","1988","10","23","Southern America","Brasil","Bahia",NA,NA,"até 1,0 m de altura, pouco ramificado. Folhas grossas, com margem arroxeada. Brácteas involucrais verde-claro. Lobos da corola e ramos do estilete creme, tornando a brancos. A porção estéril das anteras marrom.; capoeira e cultivação.",NA,"Chapada Diamantina, Pico das Almas. Vertente leste. Fazenda Silvina. 19 km ao N-O da cidade","Dicotyledon",NA,"(Gardner) Cabrera","Hind, DJN","Rio de Contas","-41.966667","-13.533333",NA,"1420","1420","1989","05","-41.966667","-13.533333",NA,NA,NA,NA,NA,NA,NA
