"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","yearIdentified","locality","coordinatePrecision","geoFlag","class","relatedCatalogItem","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","typeStatus","individualCount"
"49","2015-10-20 00:38:45-02","MNHN","RECOLNAT_MNHN_P","P00771266","PreservedSpecimen",NA,NA,NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia","Benth.","Glaziou, A.",NA,NA,"Brésil","Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00771266' target='other'> <mi>dwc_moreinfo</mi></a>","P00771266","P00771266_01",NA,"1869","2","23","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Tijuca","57442","auto",NA,NA,NA,NA,NA,NA,"2975","holotype",NA
"50","2016-03-09 17:11:56-03","MNHN","RECOLNAT_MNHN_P","P00871133","PreservedSpecimen",NA,NA,NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia","Benth.","Silva, E.D.",NA,NA,"Brasil","São Paulo","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00871133' target='other'> <mi>dwc_moreinfo</mi></a>","P00871133","P00871133_01",NA,"2008","9","7","Ubatuba","-45.19444","-23.43528",NA,NA,NA,"Núcleo Santa Virgínia, Parque Estadual da Serra do Mar, Vargem Grande, trilha do morro do Corcovado",NA,NA,NA,NA,NA,NA,"1123",NA,"1172",NA,NA
"51","2020-06-15 13:54:00-03","MO","MOBOT","2900889","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia","Benth.","Auguste F.M. Glaziou","Glaziou 2975","South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,"S.A. Roduges","1872","3",NA,NA,NA,NA,NA,NA,NA,"Province of Rio de Janeiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Holotype","1"
"52","2009-07-27 09:37:00-03","MO","MOBOT","2901015","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia","Benth.","Auguste F.M. Glaziou","Glaziou 11913","South America","Brazil",NA,NA,NA,NA,NA,NA,"1861",NA,NA,NA,NA,NA,NA,NA,NA,"Rio Janeiro) Petropolis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2008-05-27 22:02:00-03","MO","MOBOT","2900936","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia","Benth.","Boris A. Krukoff","Krukoff 5654","South America","Brazil","Acre",NA,NA,NA,NA,NA,"1933","8","26",NA,"-69","-9.33333",NA,NA,NA,"Near mouth of Rio Macauhan (tributary of Rio Yaco), terra firma.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-11-18 11:40:13-03","UERJ","HRJ","12320","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia","Benth.","L. P. G. Rosa; W. Silva, C.L. Oliveira, D.C. Paiva","s.n.",NA,"Brasil","Rio de Janeiro",NA,NA,"HRJ00012532",NA,NA,"2012","09","15","Angra dos Reis","-44.3180999755859","-23.0067005157471",NA,NA,NA,"Ilha Grande.","32988","auto",NA,NA,NA,NA,"505","505",NA,NA,NA
"55","2021-02-09 10:13:16-03","UENF","HUENF","10820","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Inga","lanceifolia","Inga lanceifolia","Benth.","Archanjo, K.M.P.A.; Rafael","3935",NA,"Brasil","Rio de Janeiro",NA,"Cf.; RPPN","HUENF00011471",NA,NA,"2010","02","09","Natividade","-41.9733009338379","-21.042200088501",NA,NA,NA,"Fazenda Nestoda.","18409","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-09-12 05:00:02-03","US","US","1441824","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Inga","lanceaefolia","Inga lanceaefolia","Benth.","A. Ducke","16588","South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,"US02188141","US02188141_01",NA,"1921","10","4",NA,NA,NA,NA,NA,NA,"In silvis montis Cureavado [interpreted], Rio de Janeiro",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"57","2020-09-12 05:00:02-03","US","US","2971689","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Inga","lanceaefolia","Inga lanceaefolia","Benth.","G. Martinelli, E. Simonis & C. Farney","9095","South America - Neotropics","Brazil","Rio de Janeiro",NA,NA,"US02188139","US02188139_01",NA,"1983","2","9",NA,NA,NA,NA,NA,NA,"Brasil, Estado do Rio de Janeiro, Município de Macaé, Pico do Frade de Macaé",NA,NA,"Dicotyledonae",NA,NA,NA,"1000","1200",NA,NA,"1"
"58","2020-09-12 05:00:02-03","US","US","2741168","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Inga","lanceaefolia","Inga lanceaefolia","Benth.","J. Lanna","7585","South America","Brazil",NA,NA,NA,"US02188140","US02188140_01",NA,"1970","2","12",NA,NA,NA,NA,NA,NA,"Brasil, Guanabara, Tijuca, Estrada da Vista Chinesa, pr. Rancho Alegre",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"59","2021-03-15 18:27:51-03","USP","SPF","212901","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Inga","lanceifolia","Inga lanceifolia","Benth.","Fiaschi, P","3901",NA,"Brasil","Rio de Janeiro",NA,"Arvoreta ca. 4 m alt. Folíolos fortemente discolores. Inflorescência com eixo vináceo, receptáculo avermelhado. Flores com cálice e corola creme-esverdeado, estames creme. Amostra em sílica-gel.; Floresta Ombrófila Densa Montana, com","SPF00212901",NA,"Borges, LM","2012","03","06","Teresópolis","-43.011111","-22.454167","-43.011111","-22.454167","2014","Parque Nacional da Serra dos Órgãos, Trilha para a cachoeira Véu de Noiva e Pedra do Sino. Mata ao lado da cachoeira.",NA,NA,NA,NA,NA,NA,"1165","2020",NA,NA,NA
"60","2019-11-13 11:22:25-03","USP","SPF","227231","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Inga","lanceifolia","Inga lanceifolia","Benth.","Cabral, A","139",NA,"Brasil","Minas Gerais",NA,NA,"SPF00227231","SPF00227231","Borges, LM","2016","12","16","Conselheiro Pena","-41.576306","-19.31275","-41.576306","-19.31275","2017","Pico do Padre Ângelo",NA,NA,NA,NA,NA,NA,"1260","1260",NA,NA,NA
"61","2020-05-08 11:10:27-03","UEFS","HUEFS","204331","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Inga","lanceifolia","Inga lanceifolia","Benth.","Neves, D.R.M.","1296",NA,"Brasil","Rio de Janeiro",NA,"Borda de Floresta Ombrófila.","HUEFS0204331",NA,NA,"2013","05","31","Nova Friburgo","-42.515833",NA,"42W30'57''","22S21'68''",NA,"Borda da estrada que leva á Macaé de Cima +/- Km 3.",NA,NA,"Rosanae",NA,NA,NA,"1109","1109",NA,NA,NA
"62","2019-09-04 18:56:16-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia",NA,"A. Glaziou","2975","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA
"63","2015-03-07 01:39:40-03","F","FMNH-SEEDPLANTS","V0161001F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia",NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0161001F","V0161001F_01",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"64","2018-05-14 17:16:11-03","F","FMNH-SEEDPLANTS","V0161002F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia",NA,"A. Glaziou","7594","South America","Brazil","Rio de Janeiro",NA,NA,"V0161002F","V0161002F_01 V0161002F_02","RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"7594",NA,NA
"65","2019-01-25 15:40:51-02","IAC","IAC","55760","S","Plantae",NA,NA,"Fabaceae","Inga","lanceifolia","Inga lanceifolia","Benth.","I.P. Renó","10",NA,"Brasil","São Paulo",NA,"Parcela L, Indivíduo L0772",NA,NA,"I.P. Renó","2014","07","29","São Luís do Paraitinga","-45.31","-23.2217","-45.3100","-23.2217","2014","Parque Estadual da Serra do Mar, Núcleo Santa Virgínia",NA,NA,NA,NA,"07","29",NA,NA,NA,NA,NA
