"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus","individualCount"
"24","2015-09-04 17:45:43-03","MNHN","RECOLNAT_MNHN_P","P01348623","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Pellaea","gleichenioides","Pellaea gleichenioides","(Gardner) Christ","Gardner, G.",NA,NA,NA,NA,NA,"Brésil",NA,"Province de Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01348623' target='other'> <mi>dwc_moreinfo</mi></a>","P01348623","P01348623_01 P01348623_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5295","isotype",NA
"25","2015-09-04 17:47:50-03","MNHN","RECOLNAT_MNHN_P","P01350613","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Pellaea","gleichenioides","Pellaea gleichenioides","(Gardner) Christ","Gardner, G.",NA,NA,NA,NA,NA,"Brésil",NA,"Province de Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01350613' target='other'> <mi>dwc_moreinfo</mi></a>","P01350613","P01350613_01 P01350613_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5295","isotype",NA
"26","2020-09-29 14:53:46-03","UFPR","UPCB","77876","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Pteridaceae","Pellaea","gleichenioides","Pellaea gleichenioides","(Hook.) Christ","Prado, J. | Barbara-Blubaugh, T.","1401","2002","01","05",NA,"Brasil","Minas Gerais","Estrada Diamantina-Biribiri, afloramento rochoso no lado direito da estrada indo para Biribiri. Alt.: 1151m.","-43.623333","-18.206667",NA,NA,NA,"Crescendo em campo rupestre, próxima a afloramento rochoso, sob arbustos de Melastomataceae. Frondes com ca. De 20cm comp..","UPCB0008587","UPCB0008587","Diamantina",NA,NA,"Prado, J.","2002","01","05",NA,"-43.623333","-18.206667",NA,NA,NA
"27","2010-07-06 14:45:00-03","MO","MOBOT","3355370","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pellaea","gleichenioides","Pellaea gleichenioides","(Gardner) Christ","Jefferson Prado","Prado 10745","1987","4","19","South America","Brazil","Minas Gerais","Estrada Datas-Serro, proximo a Trinta Reis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"28","2008-05-27 22:02:00-03","MO","MOBOT","3355513","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pellaea","gleichenioides","Pellaea gleichenioides","(Gardner) Christ","Gert G. Hatschbach","Hatschbach 27977","1971","11","15","South America","Brazil","Minas Gerais","Biri-Biri (Mun. Diamantina)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2013-05-07 06:03:00-03","MO","MOBOT","3355581","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pellaea","gleichenioides","Pellaea gleichenioides","(Gardner) Christ","Ynés Mexia","Mexia 5814","1931","5","12","South America","Brazil",NA,"Diamantina. Flat near Rio Grande.",NA,NA,"1240.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2014-08-23 05:36:00-03","MO","MOBOT","3355753","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pellaea","gleichenioides","Pellaea gleichenioides","(Gardner) Christ","Howard S. Irwin|R. Reis dos Santos|R. Souza|S.F. da Fonsêca","Irwin 22729","1969","1","27","South America","Brazil",NA,"Sandy cerrado and thickets in sandy pockets in outcrops, ca. 12 km N.E. of Diamantina, road to Mendanha.",NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"Mickel & Atehortua",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2008-05-27 22:02:00-03","MO","MOBOT","3355853","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pellaea","gleichenioides","Pellaea gleichenioides","(Gardner) Christ","Jefferson Prado","Prado 309","1990","3","26","South America","Brazil","Minas Gerais","Diamantina, estrada para Biribiri; cresendo em solo pedregoso, ao sol.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2011-08-17 13:55:00-03","MO","MOBOT","3628443","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pellaea","gleichenioides","Pellaea gleichenioides","(Gardner) Christ","Eric Schuettpelz|Jefferson Prado|Pedro B. Schwartsburd|George Yatskievych","Schuettpelz 1374","2010","1","11","South America","Brazil","Minas Gerais","Diamantina. Serra do Espinhaço: between Conselheiro Mata and Diamantina, off MG-220 near km 190.","-43.6936111","-18.2630556","1440.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"33","2020-09-12 05:00:02-03","US","US","2015426","PreservedSpecimen","Plantae",NA,"Polypodiales","Pteridaceae","Pellaea","gleichenioides","Pellaea gleichenioides","(Gardner) Christ","V. Assis","112","1945","11","20","South America - Neotropics","Brazil","Minas Gerais","Fazenda da Chicaca, Municpio of Santa Luzia",NA,NA,"1100",NA,NA,NA,"US01492173","US01492173_01",NA,NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1"
"34","2020-09-12 05:00:02-03","US","US","1482131","PreservedSpecimen","Plantae",NA,"Polypodiales","Pteridaceae","Pellaea","gleichenioides","Pellaea gleichenioides","(Gardner) Christ","Y. Mexia","5814","1931","5","12","South America - Neotropics","Brazil","Minas Gerais","Diamantina, Flat near Rio Grande",NA,NA,"1240",NA,NA,NA,"US01492174","US01492174_01",NA,NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1"
"35","2020-09-12 05:00:02-03","US","US","2709425","PreservedSpecimen","Plantae",NA,"Polypodiales","Pteridaceae","Pellaea","gleichenioides","Pellaea gleichenioides","(Gardner) Christ","H. S. Irwin, H. Maxwell & D. C. Wasshausen","20750","1968","2","24","South America","Brazil",NA,"The Planalto do Brasil, Serra do Espinhaco, at Lapinha, ca 18km N. of Sêrra on road (MG 2) to Diamantina)",NA,NA,"1200",NA,NA,NA,"US01492171","US01492171_01",NA,NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1"
"36","2020-09-12 05:00:02-03","US","US","2610011","PreservedSpecimen","Plantae",NA,"Polypodiales","Pteridaceae","Pellaea","gleichenioides","Pellaea gleichenioides","(Gardner) Christ","Y. Mexia","5814","1931","5","12","South America - Neotropics","Brazil","Minas Gerais","Diamantina, Flat near Rio Grande",NA,NA,"1240",NA,NA,NA,"US01492172","US01492172_01",NA,NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1"
"37","2020-09-12 05:00:02-03","US","US","2967413","PreservedSpecimen","Plantae",NA,"Polypodiales","Pteridaceae","Pellaea","gleichenioides","Pellaea gleichenioides","(Gardner) Christ","H. S. Irwin, R. Reis dos Santos, R. Souza & S. F. Fonseca","22729","1969","1","27","South America - Neotropics","Brazil","Minas Gerais","The Planalto do Brasil, Serra do Espinhaco, ca. 12km N.E. of Diamantina, road to Mandanha",NA,NA,"1300",NA,NA,NA,"US01492176","US01492176_01",NA,NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1"
"38","2020-09-12 05:00:02-03","US","US","3034718","PreservedSpecimen","Plantae",NA,"Polypodiales","Pteridaceae","Pellaea","gleichenioides","Pellaea gleichenioides","(Gardner) Christ","G. Hatschbach & P. Pelanda","27977","1971","11","15","South America - Neotropics","Brazil","Minas Gerais","Biri-Biri (Mun. Diamantina)",NA,NA,NA,NA,NA,NA,"US01492175","US01492175_01",NA,NA,NA,NA,NA,NA,NA,"Pteridophyte",NA,NA,NA,NA,"1"
"39","2020-03-04 20:43:39-03","UFMG","BHCB-SL","105672","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Ormopteris","gleichenioides","Ormopteris gleichenioides","(Gardner) Sm.","Salino, A","11882","2007","03","17","América","Brasil","Minas Gerais","Estrada Gouveia - Diamantina, próximo ao trevo pra Datas. Cadeia do Espinhaço. Área com mata de Galeria e campo úmido adjacente, afloramentos em Campo Rupestre e Capão de Mata Nebular.","-32.655167","-18.421667","1240","1240",NA,"Terrestre em campo rupestre bem arenoso e cascalhento.; Terrestre em campo rupestre bem arenoso e cascalhento. Prensado em álcool.",NA,NA,"Gouveia",NA,NA,"Salino, A","2015","09",NA,NA,"-32.655167","-18.421667",NA,NA,NA
"40","2021-01-12 15:24:50-03","UFMG","BHCB-SL","85847","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pellaea","gleichenioides","Pellaea gleichenioides","(Gardner ex Hook.) Christ","Salino, A","9344","2003","08","07","América","Brasil","Minas Gerais","Lapa e Pico Dois Irmãos","-43.5277","-18.207","1600","1700",NA,"Terrestre entre rochas no campo rupestre.",NA,NA,"São Gonçalo do Rio Preto",NA,NA,"Salino, A","2003","12",NA,NA,"-43.5277","-18.207",NA,NA,NA
"41","2019-11-07 11:19:51-03","UFMG","BHCB-SL","168807","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pellaea","gleichenioides","Pellaea gleichenioides","(Gardner ex Hook.) Christ","Prado, J; Barbara-Blubaugh, T","1401","2000","01","05","América","Brasil","Minas Gerais","Estrada de terra Diamantina-Biribiri, afloramento rochoso no lado direito da estrada, indo para Biribiri.","-43.623333","-18.200556","1151","1151",NA,"Crescendo em campo rupestre, próxima de afloramento rochoso, sob arbustos de Melastomataceae. Frondes com ca. 20 cm compr,",NA,NA,"Diamantina",NA,NA,"Prado, J","2002","01","05",NA,"-43.623333","-18.200556",NA,NA,NA
"42","2019-11-07 11:19:51-03","UFMG","BHCB-SL","1463","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pellaea","gleichenioides","Pellaea gleichenioides","(Gardner ex Hook.) Christ","Schwacke, CAW","8021","1904",NA,NA,"América","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Biribiri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-07 11:19:51-03","UFMG","BHCB-SL","47883","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pellaea","gleichenioides","Pellaea gleichenioides","(Gardner ex Hook.) Christ","Souza, VC","22173","1999","03","14","América","Brasil","Minas Gerais",NA,"-44.000772","-18.426233",NA,NA,NA,"Herbáceo",NA,NA,"Diamantina",NA,NA,"Salino, A","1999","06",NA,NA,"-44.000772","-18.426233",NA,NA,NA
"44","2019-11-07 11:19:51-03","UFMG","BHCB-SL","74391","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pellaea","gleichenioides","Pellaea gleichenioides","(Gardner ex Hook.) Christ","Mello, B","9711","1937","11","10","América","Brasil","Minas Gerais","Bandeirinha","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Herbácea, no cascalho.",NA,NA,"Diamantina","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-01-12 15:24:50-03","UFMG","BHCB-SL","86806","PreservedSpecimen","Plantae",NA,NA,"Pteridaceae","Pellaea","gleichenioides","Pellaea gleichenioides","(Gardner ex Hook.) Christ","Viana, PL; Sobral, M; Mota, RCF; Leite, SF; Lorenz, AP","1080",NA,NA,NA,"América","Brasil","Minas Gerais","Parque Estadual do Rio Preto","-43.3908004760742","-18.0041999816895","1400","1400",NA,"Em campo limpo pedregoso. PRENSADO EM ÁLCOOL.","BHCB002283","BHCB002283","São Gonçalo do Rio Preto","26697","auto","Salino, A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-01 15:18:15-03","UnB","UB","137018","PreservedSpecimen","Plantae","Pteridophyta",NA,"Pteridaceae","Pellaea","gleichenioides","Pellaea gleichenioides","(Gardner) H. Christ","Irwin, HS; Santos, RR; Souza, R; Fonseca, SF","22129","1969","01","17","Southern America","Brasil","Goiás","27 km S.W. of Diamantina on road to Gouveia.",NA,NA,"1300","1300",NA,"Shrub ca. 1,5 m tall. Fruit green.","UB0035305","UB0035305","Chapada dos Veadeiros",NA,NA,"Novelino, RF","1998","06","22",NA,NA,NA,NA,NA,NA
"47","2019-11-01 15:18:15-03","UnB","UB","137258","PreservedSpecimen","Plantae","Pteridophyta",NA,"Pteridaceae","Pellaea","gleichenioides","Pellaea gleichenioides","(Gardner) H. Christ","Splett, S","576","1994","08","22","Southern America","Brasil","Minas Gerais","Estrada Diamantina-Biribirí; 5,7 km depois de Diamantina","-43.666667","-18.25","1000","1000",NA,"Planta perene com rizoma; Crescendo em solo pedregoso","UB0035307","UB0035307",NA,NA,NA,"Novelino, RF","1997","10","30",NA,"-43.666667","-18.25",NA,NA,NA
"48","2019-11-01 15:18:15-03","UnB","UB","137259","PreservedSpecimen","Plantae","Pteridophyta",NA,"Pteridaceae","Pellaea","gleichenioides","Pellaea gleichenioides","(Gardner) H. Christ","Splett, S","809","1995","03","08","Southern America","Brasil","Minas Gerais","Estrada Diamantina-Biribirí; 1,8 km depois de Diamantina","-43.666667","-18.25","1000","1000",NA,"Planta rizomatosa com folhas 8-20 cm de comprimento; Crescendo em solo pedregoso","UB0035308","UB0035308",NA,NA,NA,"Novelino, RF","1997","04","24",NA,"-43.666667","-18.25",NA,NA,NA
