"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","year","month","day","county","minimumElevationInMeters","maximumElevationInMeters","decimalLongitude","decimalLatitude","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount","relatedCatalogItem","sex"
"88","2020-07-10 09:46:42-03","MBML","MBML-HERBARIO","45501",NA,"Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"A. P. Fontana; L.Kollmann, C.N. Fraga, H.C. Lima, M. Lemes e R. Gribel",NA,"Brasil","Espírito Santo","Rodovia Des. Lourival de Almeida, estrada para Ibituba/Afonso Cláudio, Km7, propriedade de Wilson Machado",NA,NA,"Árvore, ca. 12m. Frutos pêndulos verdes","MBML045501",NA,NA,"R. Knuth","H.C. de Lima/12-04-2013","7516","2013","04","12","Baixo Guandu","125","125","-41.020833","-19.589722","MBML045501",NA,NA,"41W1'15","19S35'23",NA,NA,NA,NA,NA,NA,NA,NA
"89","2020-07-10 09:46:42-03","MBML","MBML-HERBARIO","45751",NA,"Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"L. Kollmann; A.P.Fontana, C.N.Fraga, A.C.Lima, R.Gribel & M. Lemes",NA,"Brasil","Espírito Santo","estrada de Afonso Claudio, km 22",NA,NA,"Árvore 18m, rupícola, frutos marrons","MBML045751",NA,NA,"R.Knuth","N.P. Smith & S.A. Mori/30-10-2013","12652","2013","04","13","Baixo Guandu","120","120","-41.036667","-19.662222","MBML045751_1 MBML045751_2",NA,NA,"41W2'12","19S39'44",NA,NA,NA,NA,NA,NA,NA,NA
"90","2021-02-09 10:13:08-03","UENF","HUENF","6393","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Nascimento, M.T.; Dan, M.L.; Souza, T.P.",NA,"Brasil","Rio de Janeiro","Sítio Camacho",NA,NA,NA,"HUENF00006396",NA,NA,"R.Knuth","Souza,T.P.","2383","2008","10","12","São José de Ubá","365","365","-41.920833","-21.41",NA,"2015","04","41º55'15''W","21º24'36''S",NA,NA,NA,"21",NA,NA,NA,NA
"91","2021-02-09 10:13:08-03","UENF","HUENF","6394","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Nascimento, M.T.; Dan, M.L.; Souza, T.P.",NA,"Brasil","Rio de Janeiro","Sítio Camacho",NA,NA,NA,"HUENF00006397",NA,NA,"R.Knuth","Souza,T.P.","2428","2008","10","12","São José de Ubá","365","365","-41.920833","-21.41",NA,"2015","04","41º55'15''W","21º24'36''S",NA,NA,NA,"20",NA,NA,NA,NA
"92","2021-03-25 12:04:03-03","UENF","HUENF","60","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Dan, M.L.; Ribeiro, A.C.C.; Nascimento, M.T.",NA,"Brasil","Rio de Janeiro","Fazenda Prosperidade.",NA,NA,"Frutos coletados no chão","CARP00010238",NA,NA,"R.Knuth",NA,NA,"2007","08","29","São José de Ubá",NA,NA,"-41.9425010681152","-21.3575000762939",NA,NA,NA,NA,NA,NA,"15393","auto",NA,NA,NA,NA,NA
"93","2021-02-25 10:11:49-03","CVRD","CVRD","15607","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Lima, H.C.","América do Sul","BRASIL","ES",NA,NA,NA,"Estrada para Ibituba, km 8, em frente ao sitío da Fantasia. Capoeira com remanescente proximo a alfloramento rochoso. <ll>dwc_commonname:</ll> Jequitibá açú","CVRD015607","Magnoliophyta","Ericales","R.Knuth","Haroldo C. de Lima","7846","2014","10","19","Baixo Guandu","62","62","-41.013333","-19.538056",NA,"2014","10","41°00'48W","19°32'17S","Magnoliopsida",NA,NA,"19",NA,NA,NA,NA
"94","2021-02-25 10:11:49-03","CVRD","CVRD","15608","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Lima, H.C.","América do Sul","BRASIL","ES",NA,NA,NA,"Estrada para Ibituba, km 8, em frente ao sitío da Fantasia. Capoeira com remanescente proximo a alfloramento rochoso. <ll>dwc_commonname:</ll> Jequitibá açú","CVRD015608","Magnoliophyta","Ericales","R.Knuth","Haroldo C. de Lima","7847","2014","10","19","Baixo Guandu","62","62","-41.013333","-19.538056",NA,"2014","10","41°00'48W","19°32'17S","Magnoliopsida",NA,NA,"19",NA,NA,NA,NA
"95","2021-02-25 10:11:49-03","CVRD","CVRD","7964","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Luz, A.A. da","América do Sul","BRASIL","MG",NA,NA,NA,"<ll>dwc_commonname:</ll> Jequitibá açú","CVRD007964","Magnoliophyta","Ericales","R.Knuth","Scott Mori","72","2002","10","02","Aimorés",NA,NA,"-41.0638999938965","-19.4958000183105",NA,"2005","05",NA,NA,"Magnoliopsida","54161","auto","02",NA,NA,NA,NA
"96","2021-02-25 10:11:49-03","CVRD","CVRD","7144","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Luz, A.A. da","América do Sul","BRASIL","MG",NA,NA,NA,"<ll>dwc_commonname:</ll> Jequitibá açú","CVRD007144","Magnoliophyta","Ericales","R.Knuth","Domingos A. Folli","34","2001","11","21","Aimorés",NA,NA,"-41.0638999938965","-19.4958000183105",NA,"2005","05",NA,NA,"Magnoliopsida","54161","auto","02",NA,NA,NA,NA
"97","2020-09-12 05:00:02-03","US","US","1706152","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis","Isotype","A. F. M. Glaziou","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,"US00930910",NA,"Lecythidales","Kunth",NA,"13883",NA,NA,NA,NA,NA,NA,NA,NA,"US00930910_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"98","2020-09-12 05:00:02-03","US","US","2343349","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis","Isotype","A. F. M. Glaziou","South America - Neotropics","Brazil","Rio de Janeiro","São Christovão.",NA,NA,NA,"US00930911",NA,"Lecythidales","Kunth",NA,"13883","1882","8","10",NA,NA,NA,NA,NA,"US00930911_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"99","2020-09-12 05:00:02-03","US","US","1123503","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis","Isotype","A. F. M. Glaziou","South America - Neotropics","Brazil","Rio de Janeiro","S. Christovao.",NA,NA,NA,"US00386177",NA,"Lecythidales","Kunth",NA,"13883","1882","8","10",NA,NA,NA,NA,NA,"US00386177_01",NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"100","2019-11-13 11:21:20-03","USP","SPF","181772","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Jardim, JG",NA,"Brasil","Bahia",NA,NA,NA,NA,"SPF00181772",NA,NA,"R.Knuth","Mori, SA","4652","2005","07","05","Jussari",NA,NA,"-39","-15",NA,"2013",NA,"-39","-15",NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-11-13 11:21:20-03","USP","SPF","157914","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Fiaschi, P",NA,"Brasil","Bahia","RPPN Serra do Teimoso",NA,NA,NA,"SPF00157914",NA,NA,"R.Knuth","Mori, SA","1182","2002","12","01","Jussari",NA,NA,"-39.528611","-16.558333",NA,"2013",NA,"-39.528611","-16.558333",NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-11-13 11:21:20-03","USP","SPF","122721","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Hatschbach, G",NA,"Brasil","Mato Grosso",NA,NA,NA,NA,"SPF00122721",NA,NA,"R.Knuth","Mori, SA","63942","1995","10","27","Araputanga",NA,NA,"-58.353099822998","-15.4710998535156",NA,"1996",NA,NA,NA,NA,"64053","auto",NA,NA,NA,NA,NA
"103","2020-03-06 19:08:37-03","UNEMAT","HPAN",NA,"PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Carniello, MA; Batista, JS; Santos, TM","América","Brasil","Mato Grosso","Assentamento Laranjeira I, Assentamento Laranjeira I, Nascente do Genão",NA,NA,"Estudo da composição e uso das plantas presentes nas áreas próximas ás residências das propriedades estabelicidads na região de nascentes de água do Assentamento Laranjeira I, Cáceres-MT",NA,"Magnoliidae","Ericales","R.Knuth","Carniello, MA","4602","2013","09","25","Cáceres","137","137","-57.558833","-16.556361",NA,"2014","10","-57.558833","-16.556361",NA,NA,NA,NA,NA,NA,NA,NA
"104","2019-10-07 09:12:43-03","UEFS","HUEFS","232776","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Couvreur, T.L.P.",NA,"Bolivia","La Paz","Ixiamas.",NA,NA,"Forest.","HUEFS0232776","Angiospermae","Ericales","R.Knuth",NA,"271","2009","10","29","Ixiamas","184","184","-68","-13","HUEFS0232776",NA,NA,"68W","13S","Asteranae",NA,NA,NA,NA,NA,NA,NA
"105","2019-10-07 09:12:43-03","UEFS","HUEFS","213633","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Lima, H.C.de",NA,"Brasil","Espírito Santo","Estrada para Ibituba, Km 8, em frente ao Sítio da Fantasia.",NA,NA,NA,"HUEFS0213633","Angiospermae","Ericales","R.Knuth",NA,"7847","2014","10","19","Baixo Guandu","62","62","-41.013333","-19.538056","HUEFS0213633",NA,NA,"41W0'48''","19S32'17''","Asteranae",NA,NA,NA,NA,NA,NA,NA
"106","2019-10-07 09:12:43-03","UEFS","HUEFS","213647","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Lima, H.C.de",NA,"Brasil","Espírito Santo","Estrada para Ibituba, Km 8, em frente ao Sítio da Fantasia.",NA,NA,NA,"HUEFS0213647","Angiospermae","Ericales","R.Knuth",NA,"7846","2014","10","19","Baixo Guandu","62","62","-41.013333","-19.538056","HUEFS0213647",NA,NA,"41W0'48''","19S32'17''","Asteranae",NA,NA,NA,NA,NA,NA,NA
"107","2019-10-07 09:12:43-03","UEFS","HUEFS","232787","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Couvreur, T.L.P.",NA,"Bolívia","La Paz","Forest.",NA,NA,NA,"HUEFS0232787","Angiospermae","Ericales","R.Knuth",NA,"233","2009","10","25","Ixiamas","180","180","-68","-13","HUEFS0232787",NA,NA,"68W","13S","Asteranae",NA,NA,NA,NA,NA,NA,NA
"108","2019-01-23 11:11:07-02","F","FMNH-SEEDPLANTS","V0061829F","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis","Isotype","A. Glaziou","South America","Brazil",NA,NA,NA,NA,NA,"V0061829F","Spermatophyta",NA,NA,NA,"18883","1882","8","10",NA,NA,NA,"-52.8731","-10.8339","V0061829F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"109","2019-09-04 18:38:24-03","F","FMNH-SEEDPLANTS","V0061830F","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis","Isotype","A. Glaziou","South America","Brazil",NA,NA,NA,NA,NA,"V0061830F","Spermatophyta",NA,NA,NA,"18883","1882","8","10",NA,NA,NA,"-52.8731","-10.8339","V0061830F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"110","2019-01-23 11:11:07-02","F","FMNH-SEEDPLANTS","V0061831F","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis","Isotype","A. Glaziou","South America","Brazil",NA,NA,NA,NA,NA,"V0061831F","Spermatophyta",NA,NA,NA,"18883","1882","8","10",NA,NA,NA,"-52.8731","-10.8339","V0061831F_01",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"111","2020-08-06 12:35:38-03","CEPLAC","CEPEC","135147","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"M.R. Lemos",NA,"Brasil","Bahia","Estrada de Jussarí P/ Palmira.",NA,NA,"Individuo situado em pastagem ( em cima de barranco) na beira da estrada.",NA,NA,NA,NA,"M.R. Lemos",NA,"2012","04","15","JUSSARÍ","2","2","-39.846389","-15.238889",NA,NA,NA,"39W50'47","15S14'20",NA,NA,NA,NA,NA,NA,NA,NA
"112","2020-08-06 12:35:38-03","CEPLAC","CEPEC","112980","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Jardim, J. G.",NA,"Brasil","Bahia","Rodovia Jussari/Palmira, ca. 4,5 km.",NA,NA,"Foto. N.V.: Jequitibá-box.",NA,NA,NA,NA,"S. A. Mori","4652","2005","07","05","JUSSARÍ",NA,NA,"-39","-15",NA,NA,NA,"39W","15S",NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-08-06 12:35:38-03","CEPLAC","CEPEC","135148","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"M.R. Lemos",NA,"Brasil","Bahia","Estrada de Jussarí P/ Palmira ( Serra do Teimoso).",NA,NA,"Individuo situado em pastagem ( reboleira com vários individuos)",NA,NA,NA,NA,"M.R. Lemos",NA,"2012","04","16","JUSSARÍ","297","297","-39.879722",NA,NA,NA,NA,"39W52'47","15S14'95",NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-08-06 12:35:38-03","CEPLAC","CEPEC","126201","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"J. G. Jardim",NA,"Brasil","Bahia","Ca. 3,5Km na Rod. Para Palmira.",NA,NA,NA,NA,NA,NA,NA,"S. A. Mori","5421","2008","10","17","JUSSARÍ",NA,NA,"-39.504444","-15.142778",NA,NA,NA,"39W30'16","15S8'34",NA,NA,NA,NA,NA,NA,"30/12/2009",NA
"115","2020-08-06 12:35:38-03","CEPLAC","CEPEC","94330","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"P. Fiaschi",NA,"Brasil","Bahia","Estrada Jussari/Palmira, entrada a esquerda ca. 7,5Km. Faz. Teimoso. RPPN Serra do Teimoso.",NA,NA,NA,NA,NA,NA,NA,"S. A. Mori","1182",NA,NA,NA,"JUSSARÍ",NA,NA,"-39.528611","-15.158056",NA,NA,NA,"39W31'43","15S9'29",NA,NA,NA,NA,NA,NA,"30/12/2009",NA
"116","2020-07-23 12:09:46-03","CEPLAC","CEPEC","147711","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"M. Ribeiro",NA,"Brasil","Espírito Santo",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"N. P. Smith","1031",NA,NA,NA,"baixo guandu",NA,NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,NA,NA,NA,"34474","auto",NA,NA,NA,NA,NA
"117","2020-07-23 12:09:46-03","CEPLAC","CEPEC","147604","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"H. C. de Lima",NA,"Brasil","Espírito Santo",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"H. C. de Lima","7847",NA,NA,NA,"baixo guandu",NA,NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,NA,NA,NA,"34474","auto",NA,NA,NA,NA,NA
"118","2020-07-23 12:09:46-03","CEPLAC","CEPEC","147123","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"H. C. de Lima",NA,"Brasil","Espírito Santo",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,"H. C. de Lima","7846",NA,NA,NA,"baixo guandu",NA,NA,"-41.0158004760742","-19.5188999176025",NA,NA,NA,NA,NA,NA,"34474","auto",NA,NA,NA,NA,NA
"119","2016-08-23 10:59:38-03","NHMLondon","NHM-LONDON-BOT","BM000953863","S","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis","Isotype","Auguste François Marie Glaziou; b.1828; d.1906; Glaz.",NA,"Brasil",NA,NA,NA,"NHMUK:ecatalogue:472124","<a href=http://www.nhm.ac.uk/services/media-store/asset/58b29e638ad9845c9a4ddec133c7d1b98907ef93/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"R. Knuth",NA,"13883","1882",NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-02-23 13:22:36-03","MN","R-TIPOS","8979","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis","Isolectotypus","Glaziou, A.F.M.",NA,"Brasil","Rio de Janeiro","Quinta da Boa Vista",NA,NA,NA,"R000008979",NA,NA,"R. Knuth","Rodrigues, W.A.","13883","1882","10","10","Rio de Janeiro",NA,NA,"-43.2075004577637","-22.9027996063232","R000008979_001","1971",NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"121","2021-03-04 15:44:26-03","IF","SPSF","30850","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"G. Hatschbach","América do Sul","Brasil","MT","mata",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"Magnoliophyta","Lecythidales",NA,NA,"63397","1995","11","27","Araputanga",NA,NA,"-58.353099822998","-15.4710998535156",NA,NA,NA,NA,NA,"Magnoliopsida","64053","auto",NA,NA,NA,NA,NA
"122","2021-03-04 15:44:26-03","IF","SPSF","21749","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"G. Hatschbach","América do Sul","Brasil","MT","mata",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"Magnoliophyta","Lecythidales",NA,NA,"63942","1995","10","27","Araputanga",NA,NA,"-58.353099822998","-15.4710998535156",NA,NA,NA,NA,NA,"Magnoliopsida","64053","auto",NA,NA,NA,NA,NA
"123","2021-02-08 12:43:02-03","UFRGS","ICN","157383","S","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Hatschbach, G; Pott, A; Pott, VJ; Barbosa, E","América do Sul","Brasil","MT","estrada Araputanga à Cruzeiro",NA,NA,"Doação do Herbário MBM.; Árvore 12 m, flor alva.; Mata.",NA,"Dicotyledon",NA,"R. Knuth","Mori, S","63397","1995","11","27","Araputanga",NA,NA,"-58.353099822998","-15.4710998535156",NA,NA,NA,NA,NA,NA,"64053","auto",NA,NA,NA,NA,NA
"124","2020-02-20 10:39:51-03","IBt","SP","364351","S","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Hatschbach, G; et al.",NA,"Brasil","Mato Grosso","Estrada para Cruzeiro",NA,NA,NA,NA,NA,NA,"R.Knuth","Mori, S","63397","1995","11","27","Araputanga",NA,NA,"-58.353099822998","-15.4710998535156",NA,"1996",NA,NA,NA,NA,"64053","auto",NA,NA,NA,NA,NA
"125","2013-12-02 10:51:58-02","A","HU-HERB","A 00075223","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis","Isotype","A. F. M. Glaziou","South America","Brazil","Rio de Janeiro","Sao Christorao","Sheet",NA,NA,NA,NA,NA,"R. Knuth",NA,NA,"1882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"undetermined"
"126","2010-08-16 16:42:47-03","GH","HU-HERB","GH 00075221","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis","Isotype","A. F. M. Glaziou","South America","Brazil","Rio de Janeiro","Sao Christorao","Sheet",NA,NA,NA,NA,NA,"R. Knuth",NA,"13883","1882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13883",NA,NA,"undetermined"
"127","2010-08-16 16:41:31-03","GH","HU-HERB","GH 00075222","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis","Isotype","A. F. M. Glaziou","South America","Brazil","Rio de Janeiro","Sao Christorao","Sheet",NA,NA,NA,NA,NA,"R. Knuth",NA,"13883","1882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13883",NA,NA,"undetermined"
"128","2014-09-23 10:58:11-03","G","G","G00369165","S","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis","ISOLECTOTYPUS of Cariniana ianeirensis R. Knuth","Glaziou, A. F. M.","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00369165",NA,NA,"R. Knuth","?","13883","1883",NA,"00",NA,NA,NA,"-42.9125","-22.48222222",NA,NA,NA,"-42.9125","-22.48222222",NA,NA,NA,NA,NA,NA,NA,NA
