"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","year","month","day","county","minimumElevationInMeters","maximumElevationInMeters","decimalLongitude","decimalLatitude","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount","relatedCatalogItem","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","01195873","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"J. G. Jardim","South America","Brazil","Bahia","Jussari: Rodovia Jussari/Palmira, ca. 4.5 km .","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1403859' target='other'> <mi>dwc_moreinfo</mi></a>","NY01195873","Magnoliophyta","Ericales","R.Knuth","S. A. Mori","4652","2005","07","05",NA,NA,NA,"-39","-15","NY01195873_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-11-07 15:37:00-02","NY","NYBG","02595553","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"T. L. P. Couvreur","South America","Bolivia","La Paz","Ixiamas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1306201' target='other'> <mi>dwc_moreinfo</mi></a>","NY02595553","Magnoliophyta","Ericales",NA,NA,"271","2009","10","29",NA,"184","184","-67.80998","-13.01301","NY02595553_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","809958","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"M. Saldías Paz","South America","Bolivia","Santa Cruz","San Pablo, cerca de 60 km al NW de Concepción, sobre el camino a Monte Verde","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2571' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809958","Magnoliophyta","Ericales","R.Knuth","S. A. Mori","2532","1993","05","19","Ñuflo de Chávez","300","300",NA,NA,"NY00809958_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00690276","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"A. Araujo-M.","South America","Bolivia","La Paz","Parque Nacional Madidi, Tuichi, Rio San Juan, Buenahora.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1258308' target='other'> <mi>dwc_moreinfo</mi></a>","NY00690276","Magnoliophyta","Ericales","R.Knuth","S. A. Mori","2087","2005","10","01","Franz Tamayo","840","840",NA,NA,"NY00690276_01 NY00690276_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","809956","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"G. G. Hatschbach","South America","Brazil","Mato Grosso","Mun. Araputanga, Estrada Araputanga a Cruzeiro","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=812317' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809956","Magnoliophyta","Ericales","R.Knuth","S. A. Mori","63942","1995","10","27",NA,NA,NA,"-58.42","-15.35","NY00809956_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01195802","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"J. G. Jardim","South America","Brazil","Bahia","Jussari: Rodovia Jussari/Palmira, ca. 4.5 km .","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1285152' target='other'> <mi>dwc_moreinfo</mi></a>","NY01195802","Magnoliophyta","Ericales","R.Knuth","S. A. Mori","4652","2005","07","05",NA,NA,NA,"-39","-15","NY01195802_01 NY01195802_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","02423473","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"M. Ribeiro","South America","Brazil","Espírito Santo",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685359' target='other'> <mi>dwc_moreinfo</mi></a>","NY02423473","Magnoliophyta","Ericales","R.Knuth","M. Ribeiro","1031","2014","04","18","Baixo Guandu","140",NA,"-41.0017","-19.6164","NY02423473_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","2423158","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"H. C. de Lima","South America","Brazil","Espírito Santo","Estrada para Ibituba, km 8, em frente ao Sitio da Fantasia.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685375' target='other'> <mi>dwc_moreinfo</mi></a>","NY02423158","Magnoliophyta","Ericales","R.Knuth",NA,"7846","2014","10","19","Baixo Guandu","62",NA,"-41.0133","-19.5381","NY02423158_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-11-07 15:37:00-02","NY","NYBG","02595537","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"T. L. P. Couvreur","South America","Bolivia","La Paz","Ixiamas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1306161' target='other'> <mi>dwc_moreinfo</mi></a>","NY02595537","Magnoliophyta","Ericales",NA,NA,"233","2009","10","25",NA,"180","180","-67.83798","-12.99769","NY02595537_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00690277","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"A. Araujo-M.","South America","Bolivia","La Paz","Parque Nacional Madidi, rio Tuichi, arroyo Pintata.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1258297' target='other'> <mi>dwc_moreinfo</mi></a>","NY00690277","Magnoliophyta","Ericales","R.Knuth","S. A. Mori","2547","2005","12","03","Franz Tamayo","750","750","-68.5878","-14.4286","NY00690277_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","690255","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"C. Antezana","South America","Bolivia","La Paz","Nor Yungas, de Sapecho a Rurrenabaque 780 m, ladea de exposición S.","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1254223' target='other'> <mi>dwc_moreinfo</mi></a>","NY00690255","Magnoliophyta","Ericales","R.Knuth","S. A. Mori","1755","2001","08","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00750033","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"P. Fiaschi","South America","Brazil","Bahia","Estrada Jussari-Palmira, entrada à esquerda ca. 7.5 km. Fazenda Teimosos. RPPN Serra do Teimoso","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=913013' target='other'> <mi>dwc_moreinfo</mi></a>","NY00750033","Magnoliophyta","Ericales","R.Knuth","S. A. Mori","1182","2002","12","01","Jussari",NA,NA,"-39.5286111","-15.1580556","NY00750033_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","715390","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"A. A. da Luz","South America","Brazil","Minas Gerais","Estrada C. do Capim a Tabaúna, Km 7","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=852175' target='other'> <mi>dwc_moreinfo</mi></a>","NY00715390","Magnoliophyta","Ericales","R.Knuth","S. A. Mori","72","2002","10","02",NA,NA,NA,"-41.2715056","-19.5414","NY00715390_01 NY00715390_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00750008","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"P. Fiaschi","South America","Brazil","Bahia","Estrada Jussari-Palmira, entrada à esquerda ca. 7.5 km. Fazenda Teimosos. RPPN Serra do Teimoso","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=913008' target='other'> <mi>dwc_moreinfo</mi></a>","NY00750008","Magnoliophyta","Ericales","R.Knuth","S. A. Mori","1182","2002","12","01","Jussari",NA,NA,"-39.5286111","-15.1580556","NY00750008_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00809960","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"M. J. Justiniano","South America","Bolivia","Santa Cruz","Aserradero Nueva Esperanza a 15 km de concepción camino a San Javier.","sheet",NA,"This collection has duplicate sheets at NY. The other sheet is bar code 698509. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=810338' target='other'> <mi>dwc_moreinfo</mi></a>","NY00809960","Magnoliophyta","Ericales","R.Knuth","S. A. Mori","12","1997","10","15","Ñuflo de Chávez",NA,NA,NA,NA,"NY00809960_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","2423159","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"M. Ribeiro","South America","Brazil","Espírito Santo","Coletada no meio de um pasto, em um morro.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685376' target='other'> <mi>dwc_moreinfo</mi></a>","NY02423159","Magnoliophyta","Ericales","R.Knuth",NA,"1154","2014","04","18","Baixo Guandu","140",NA,"-41.0164","-19.6164","NY02423159_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:39:26-03","EAO","IAN","94098","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis","isolectotipo","Glaziou, AFM","Southern America","Brasil","Rio de Janeiro",NA,NA,NA,"PRANCE & MORI (1979:241) citaram: Type. Glaziou 13883, Brazil, Rio de Janeiro, São Cristovão, fl (holotype, B, lost; lectotype, C; isotypes, A, BM, BR, C, E, F, G, GH, IAN, K, MO, NY, P, RB, S, US).","IAN094098","Dicotiledônea",NA,"R.Knuth","Prance, GT","13883",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1973","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-26 18:08:35-03","CPAN-UFMS","COR","10373","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Hatschbach, G.; Pott, A.; Pott, V. & Barbosa, E.",NA,"Brasil","Mato Grosso","Estrada Araputanga à Cruzeiro",NA,NA,"Árvore, 12 m de altura; flor alva Habito: Árvore",NA,NA,NA,"R.Knuth","Mori, S.","63397","1995","11","27","Araputanga",NA,NA,"-58.353333","-15.471667",NA,"1996",NA,"58º21'12''W","15º28'18''S",NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-10-09 11:18:16-03","UFBA","ALCB","118814","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Lima, HC; Gribel, R; Marcus, FO","Southern America","Brasil","Espírito Santo","Estrada para Itabuna, Km 8, em frente ao sitio da Fantasia.",NA,NA,"com 12-13 metros de altura. Tronco ramificado na base, (CAP 208cm) Botões esverdeados, flores abertas com cálice verde e corola branca, pétalas esverdeadas na base da face dorsal, androceu com capuz vinoso na base. População com 3 indivíduos.; com re",NA,"Dicotyledon",NA,"R.Knuth","Lima, HC","7846","2014","10","19","Baixo Guandu","62","62","-41.013333","-19.538056",NA,"2014","19","-41.013333","-19.538056",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-02-08 09:02:11-03","NBC","NL-BOTANY","L.2488125","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Vincent","Southern America","Brazil",NA,"Brèsil: Minas Geraes - Rio das Yelhad.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2488125 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2488125",NA,"Ericales",NA,NA,NA,"1915","11","01",NA,NA,NA,NA,NA,"NL-L2488125",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:12:11-03","ESALQ","ESA","80462","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Hatschbach, G. et al.",NA,"Brasil","Mato Grosso",NA,NA,NA,NA,"ESA080462","Magnoliophyta",NA,"R.Knuth","Mori, S.","63397.0","1995","11","27","Araputanga",NA,NA,"-58.353099822998","-15.4710998535156","ESA080462",NA,NA,NA,NA,NA,"64053","auto",NA,NA,NA,NA,NA
"32","2020-11-19 10:24:02-03","CPAP","CPAP","16873","PreserverdSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Hatschbach, G.",NA,"Brasil","MT","Estrada Araputanga a Cruzeiro",NA,NA,"Árvore, 12m de altura. FLOR: alva. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Mata. SUBSTRATO: . RELEVO: .",NA,NA,NA,"R.Knuth","S. Mori","63942","1995","10","27","Araputanga",NA,NA,"-58.353099822998","-15.4710998535156",NA,"1996",NA,NA,NA,NA,"64053","auto",NA,NA,NA,NA,NA
"33","2016-02-02 14:38:25-02","BGBM","B","B 10 0277497","S","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis","type","A. F. M. Glaziou","Middle and South America","Brazil",NA,"Rio de Janeiro.",NA,NA,"<a href=http://herbarium.bgbm.org/object/B100277497 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100277497",NA,NA,"R.Knuth",NA,"13883",NA,NA,NA,NA,NA,NA,NA,NA,"B100277497",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-08-27 13:34:20-03","IAP","PACA-AGP","86078","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Hatschbach, G.",NA,"Brasil","MT","estrada Araputanga à Cruzeiro",NA,NA,"flor alva. Habitat: mata Hábito: árvore","PACA086078","Magnoliophyta","Myrtales","Kunth","S. Mori","63397","1995","11","27","Araputanga",NA,NA,"-58.353099822998","-15.4710998535156",NA,"1996",NA,NA,NA,"Magnoliopsida","64053","auto",NA,NA,NA,NA,NA
"35","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0023861","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"G. Hatschbach; A. Pott, V. Pott, E. Barbosa",NA,"Brazil","Mato Grosso","Estrada Araputanga a Cruzeiro (Mun. Araputanga) Mato Grosso, Brazil",NA,NA,"Arvore, 12m, flor alva.",NA,"Magnoliophyta","Ericales","R.Knuth","S. Mori","63942","1995","10","27",NA,NA,NA,"-58.303","-15.508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0023860","PreservedSpecimen","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"G. Hatschbach; A. Pott, V. Pott, E. Barbosa",NA,"Brazil","Mato Grosso","Estrada Araputanga à Cruzeiro (Mun. Araputanga) Mato Grosso, Brazil",NA,NA,"Arvore 12m, flor alva.",NA,"Magnoliophyta","Ericales","R.Knuth","S. Mori","63397","1995","11","27",NA,NA,NA,"-58.303","-15.508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:32:50-03","UNICAMP","UEC","198438","S","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Luz, AA",NA,"Brazil","Minas Gerais","Estrada C. do Capim da Tabaúna.",NA,NA,"Arbóreo, botão verde, terrestre, flor amarela, fruto maduro marrom e imaturo verde, exsudação incolor, descamação ausente, fuste cilíndrico, casca áspera, altura total 10m, fuste 2m, diametro da copa 7m.; Pasto","UEC050622","Magnoliopsida",NA,"R.Knuth","Mori, S","72","2002","10","02","Aimorés","7000","7000","-41.0638999938965","-19.4958000183105","UEC050622","2005","05",NA,NA,NA,"54161","auto","02",NA,NA,NA,NA
"38","2020-04-27 16:10:14-03","UFES","VIES","23948","S","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Menezes, B.D.; Assis, A.M.; Vago, A.M.; Rezende, J.D. & Botelho, R.M.",NA,"Brasil","Espírito Santo","Vertente sudeste. Acesso pelo Bairro Jardim Tropical (Trilha de FURNAS). APA Mestre Álvaro",NA,NA,NA,"VIES023948",NA,NA,"R.Knuth","Assis, A.M.","48","2010","08","20","Serra","250","250","-40.3075","-20.181111","VIES023948","2010","08","40º18'27''W","20º10'52''S",NA,NA,NA,"20",NA,NA,NA,NA
"39","2019-12-06 19:29:49-03","UFES","VIES","28548","S","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Lima, H.C.; Rogério Gribel & Marcus F.O. Silva",NA,"Brasil","Espírito Santo","Estrada para Ibituba, Km 8, em frente ao Sitio da Fantasia. Capoeira com remanescentes próximo a afloramento rochoso.",NA,NA,NA,"VIES028548",NA,NA,"R.Knuth","Haroldo C. de Lima","7846","2014","10","19","Baixo Guandu","62","62","-41.013333","-19.538056","VIES028548","2014","10","41º0'48''W","19º32'17''S",NA,NA,NA,"19",NA,NA,NA,NA
"40","2020-04-27 16:10:14-03","UFES","VIES","28549","S","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Ribeiro, M.; Nathan P. Smith",NA,"Brasil","Espírito Santo","Coletada no meio de um pasto, em um morro.",NA,NA,NA,"VIES028549",NA,NA,"R.Knuth","Nathan P. Smith, Michel Ribeiro","1031","2014","04","18","Baixo Guandu","140","140","-41.016667","-19.616389","VIES028549","2014","04","41º1'W","19º36'59''S",NA,NA,NA,"18",NA,NA,NA,NA
"41","2020-04-27 16:10:14-03","UFES","VIES","34910","S","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Lorenzoni, L.S.; Silva, R.D.; Santos, L.N.; Machado, L.A.",NA,"Brasil","Espírito Santo","Rive. Fragmento florestal do Polo de Educação Ambiental. Parcela.",NA,NA,NA,"VIES034910",NA,NA,"R.Knuth","K.M.P. Abreu","10","2015","08","21","Alegre",NA,NA,"-41.471111","-20.761667","VIES034910","2015","09","41º28'16''W","20º45'42''S",NA,NA,NA,"03",NA,NA,NA,NA
"42","2019-12-06 19:29:49-03","UFES","VIES","41568","S","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"Lima, H.C.; Gribel, R. & Silva, M.F.O.",NA,"Brasil","Espírito Santo","Estrada para Ibituba, Km 8, em frente ao Sitio da Fantasia. Capoeira com remanescentes próximo a afloramento rochoso.",NA,NA,NA,"VIES041568",NA,NA,"R.Knuth","H.C. Lima","7847","2014","10","19","Baixo Guandu","62","62","-41.013333","-19.538056","VIES041568","2014","10","41º0'48''W","19º32'17''S",NA,NA,NA,"19",NA,NA,NA,NA
"43","2020-06-29 09:30:38-03","UFRRJ","RBR","43862","S","Plantae","Lecythidaceae","Cariniana","ianeirensis","Cariniana ianeirensis",NA,"L.H. Soares",NA,"Brasil","Rio de Janeiro","PEPB. F83/30.",NA,NA,NA,"RBR00043862",NA,NA,"R.Knuth","L.L.F. Abrahão",NA,"2014","02","06","Rio de Janeiro",NA,NA,"-43.450278","-22.901111",NA,NA,NA,"43º27'1''W","22º54'4''S",NA,NA,NA,NA,NA,NA,NA,NA
