"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","coordinatePrecision","geoFlag","previousCatalogNumber","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","class","typeStatus"
"18","2020-02-27 16:44:17-03","UFSC","CTBS","1166","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.",NA,"Pastore, José Floriano Barêa & Moreira, Henrique","3921",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-27 16:44:17-03","UFSC","CTBS","1825","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Pastore, J.","Romero, R.; Nakajima, J.N.; Hatori, E.K.O.; Santos, P.A.M.; Volpi, R.L. & Pacheco, R.A.","6974","2003","06","26",NA,"Brasil","Minas Gerais","Faz. Zé Antunes- Escada de Pedras. Parque Nacional da Serra da Canastra.","-46.633333","-20.434444",NA,NA,NA,"Campo rupestre. Herbáceae 0,5m. Cálice e corola magenta, cristal estaminal amarela.",NA,NA,"Delfinópolis",NA,NA,"HUFU 35741","2016","08","09","46°38'00W","20°26'04S",NA,NA,NA,NA
"20","2020-02-27 16:44:17-03","UFSC","CTBS","1910","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Pastore, J.","Hattori, E.K.O.; Faria, C.A. & Magalhães, C.C.","372","2004","09","14",NA,"Brasil","Minas Gerais","Trilha da escada de pedras.","-46.7925","-20.331389",NA,NA,NA,"Campo rupestre. Erva, ca. 0,7m. Botões florais liláses.",NA,NA,"Delfinópolis",NA,NA,"HUFU 38139","2016","08",NA,"46°47'33W","20°19'53S",NA,NA,NA,NA
"21","2020-02-27 16:44:17-03","UFSC","CTBS","1888","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Pastore, J.","Romero, R.; Pacheco, R.A.; Nakajima, .J.N. & Volpí, R.L.","6380","2002","10","07",NA,"Brasil","Minas Gerais","Estrada para gurita.","-46.871111","-20.281111","816","816",NA,"Cerrado rupestre. Herbácea 0,3m.Cálice e corola róseos, crista alva.",NA,NA,"Delfinópolis",NA,NA,"HUFU 28546",NA,NA,NA,"46°52'16W","20°16'52S",NA,NA,NA,NA
"22","2020-02-27 16:44:17-03","UFSC","CTBS","1897","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Pastore, J.","Volpi, R.L.; Romero, R.; Pacheco, A.; Mendonça, I.; Cruz, M.P.; Alves, A.S. & Caravalho, S.M.","685","2003","05","17",NA,"Brasil","Minas Gerais","Condomínio da Pedra.","-46.8539009094238","-20.343900680542","1178","1178",NA,"Campo rupestre. Cálice e corola magenta.",NA,NA,"Delfinópolis","41380","auto","HUFU 32610","2016","08",NA,"46°44'83W","20°21'64S",NA,NA,NA,NA
"23","2020-02-27 16:44:17-03","UFSC","CTBS","1886","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Pastore, J.","Romero, R.; Nakajima, J.N.; Hatori, E.K.O.; Santos, P.A.M.; Volpi, R.L. & Pacheco, R.A.","7022","2003","11","28",NA,"Brasil","Minas Gerais","Condomínio de Pedras. Parque Nacional da Serra da Canastra.","-46.8539009094238","-20.343900680542",NA,NA,NA,"Campo rupestre. Herbácea 0,80m. Cálice e corola púrpura.",NA,NA,"Delfinópolis","41380","auto","HUFU 35615",NA,NA,NA,"46°44'83W","20°21'64S",NA,NA,NA,NA
"24","2020-02-27 16:44:17-03","UFSC","CTBS","1826","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Pastore, J.","Nakajima, J.N.; Pacheco, R.A.; Fleury-Silva, H.R.; Volpi, R.L. & Rosa, P.O.","3685","2003","05","25",NA,"Brasil","Minas Gerais","Estrada para Casinha Branca, Condominio de pedras.","-46.8539009094238","-20.343900680542","1178","1178",NA,"Campo rupestre. Herbácea ca. 0,5m. Cálice verde arroxeado, corola arroxeada.",NA,NA,"Delfinópolis","41380","auto","HUFU 34860","2016","08","09","46°44'83W","20°21'64S",NA,NA,NA,NA
"25","2020-02-27 16:44:17-03","UFSC","CTBS","1905","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Pastore, J.","Volpi, R.L.; Romero, R.; Pacheco, A.; Nakajima, J.N. & Faria, C.A.","224","2002","10","08",NA,"Brasil","Minas Gerais","Estrada para casinha branca, sete cidades","-46.8539009094238","-20.343900680542","1178","1178",NA,"Campo rupestre com cerrado rupestre. Herbácea 0,5m. Cálice e corola róseas. cristas creme.",NA,NA,"Delfinópolis","41380","auto","HUFU 28649","2016","08",NA,"46°44'83W","20°21'64S",NA,NA,NA,NA
"26","2020-02-27 16:44:17-03","UFSC","CTBS","1824","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Pastore, J.","Hemsing, P.K.B.; Soares, P.N.; Freitas, F.S. & Marzinek, J.","219","2010","06","23",NA,"Brasil","Minas Gerais","Trilha Condomínio de Pedra","-46.8539009094238","-20.343900680542",NA,NA,NA,"Campo rupestre. Subarbusto, ca. 0,6m. Monoclamódea rosa-arroxeada.",NA,NA,"Delfinópolis","41380","auto","HUFU 57465","2016","08","09",NA,NA,NA,NA,NA,NA
"27","2020-02-27 16:44:17-03","UFSC","CTBS","1789","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Pastore, J.","Vieira, R.C & Castro, N.M.","287","1984","08","03",NA,"Brasil","Minas Gerais","Estrada para Franca Local perto das torres da CEMIG","-47.439998626709","-19.8652992248535",NA,NA,NA,"Campo Rupestre . Erva com flores lilas.",NA,NA,"Sacramento","69737","auto","HUFU 343","2016","07",NA,NA,NA,NA,NA,NA,NA
"28","2020-02-27 16:44:17-03","UFSC","CTBS","1820","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Rosa, P.O.","Lemos, M.T.O.",NA,"1999","07","30",NA,"Brasil","Minas Gerais","Estação Ecológica do Panga, Vereda 4, meio do lado esquerdo.","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Vereda. Herbácea frequente, flor roxa.",NA,NA,"Uberlândia","58223","auto","HUFU 21225",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-12-02 11:50:55-03","UNICAMP","UEC","107660","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Tamashiro, JY","Koehler, S; Barbosa, A; Faria, AD; Filliettaz, AM; Pansarin, ER; Belinello, R","9921","1999","06","11",NA,"Brazil","São Paulo","Brasil, São Paulo, Estreito.","-47.268611","-20.189722",NA,NA,NA,NA,"UEC173385","UEC173385","Estreito",NA,NA,NA,"2019","10","04","-47.268611","-20.189722",NA,NA,NA,NA
"30","2021-03-01 16:38:16-03","UNICAMP","UEC","151696","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Pastore, JF","Silva, JS; Silveira, MF; Galvão, JC","791","2009","07","09",NA,"Brazil","Minas Gerais","São José do Barreiro, Parque nacional da Serra da Canastra. Serra da Casca D' Anta, mata de galeria. Solo pedregoso.","-46.5275","-20.305278","959","959",NA,"Erva com 30cm de alt. Botões roxos.","UEC063743","UEC063743","São Roque de Minas",NA,NA,NA,"2010",NA,NA,"-46.5275","-20.305278",NA,NA,NA,NA
"31","2021-03-01 16:38:16-03","UNICAMP","UEC","157323","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.",NA,"Kinoshita, LS; Bombo, AB; Costa, FM; Costa, SM; Martins, MV; Souza, MP; et al.","10","2011","02","18",NA,"Brazil","Minas Gerais","Região da Serra da Canastra.","-46.523917","-20.489639",NA,NA,NA,"Erva com ca. 40 cm; pétalas lilás/púrpura, entrada do tubo branco-esverdeada.","UEC015032","UEC015032","Delfinópolis",NA,NA,NA,NA,NA,NA,"-46.523917","-20.489639",NA,NA,NA,NA
"32","2021-03-01 16:38:16-03","UNICAMP","UEC","185590","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.",NA,"Kinoshita, LS; Evangelista, AS; Muler, AL; Leite, CL; Palmeira, JA; Galvão, JC; Alonso, MA; Fo","11/393","2011","05","26",NA,"Brazil","Minas Gerais","Região da Serra da Canastra","-46.8539009094238","-20.343900680542",NA,NA,NA,"Flores roxas.","UEC116036","UEC116036","Delfinópolis","41380","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-01 16:38:16-03","UNICAMP","UEC","22842","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Pastore, JF","Leitão Filho, HF; Shepherd, GJ; Martins, FR; et al.","11831","1980","12","09",NA,"Brazil","Minas Gerais","Em cerrado, próximo a cidade.","-44.999698638916","-21.2453002929688",NA,NA,NA,"Herbáceo até 30 cm,flores roxas. Em campo rupestre.","UEC063595","UEC063595","Lavras","20044","auto",NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-01 16:38:16-03","UNICAMP","UEC","96885","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Pastore, JF","Goldenberg, R; Semir, J; Romero, R; Dutilh, JHA","532","1998","02","13",NA,"Brazil","Minas Gerais","Estrada Pimenta - Santo Hilário.","-45.798900604248","-20.4839000701904",NA,NA,NA,"Vegetação secundária em encosta íngreme. Planta inteira, flores púrpuras.","UEC088128","UEC088128","Pimenta","21095","auto",NA,"2010","08",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-01 16:38:16-03","UNICAMP","UEC","184654","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Marques, MC","Forero, E; Barros, F; Cruz, MAV; Bologhi, MM; et al.","CFSC8935","1980","09","07",NA,"Brazil","Minas Gerais","Km 107 ao longo da rodovia Belo-Horizonte-Conceição do Mato Dentro. Habitat: Cerrado","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Hierb. Flor lila.","UEC107939","UEC107939","Santana do Riacho","26557","auto",NA,"1985","05","10",NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:38:16-03","UNICAMP","UEC","161129","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.",NA,"Costa, MFB; Tozzi, AMGA; Silva, ED; Pinto, RB; Silva, JS; Scatigna, AV","52","2011","11","15",NA,"Brazil","Minas Gerais","Serra da Canastra.","-46.5055999755859","-20.6413993835449",NA,NA,NA,"Planta herbácea. Flores com corola roxa.; Cerrado.","UEC069577","UEC069577","São João Batista do Glória","29048","auto",NA,"2011","11",NA,NA,NA,NA,NA,NA,NA
"37","2019-12-09 15:32:44-03","UNICAMP","UEC","159986","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.",NA,"Kinoshita, LS; Silveira, MF; Kazitoris, AR; Galvão, JC","10/57","2010","07","07",NA,"Brazil","Minas Gerais","Serra da Santa Maria, Vale do Céu, Caminho para campo rupestre.","-46.5055999755859","-20.6413993835449",NA,NA,NA,NA,"UEC032001","UEC032001","São João Batista do Glória","29048","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:38:16-03","UNICAMP","UEC","94859","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Pastore, JF","Marcondes-Ferreira, W; Semir, J; Hind, DJN; Dutilh, JHA; Nakajima, JN; Belinello, R","1476","1997","11","05",NA,"Brazil","São Paulo","Estreito, Pertoda Faz. 3 Irmãos, campo rupestre.","-47.4700012207031","-20.25",NA,NA,NA,"Flores magenta.","UEC088129","UEC088129","Pedregulho","27552","auto",NA,"2010","08",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-01 16:38:16-03","UNICAMP","UEC","94645","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Pastore, JF","Marcondes-Ferreira, W; Semir, J; Hind, DJN; Dutilh, JHA; Nakajima, JN; Belinello, R","1600","1997","11","06",NA,"Brazil","São Paulo","Estreito, Próximo a Faz. 3 Irmãos, campo rupestre com mata ciliar em curso de água.","-47.4700012207031","-20.25",NA,NA,NA,"Flores magenta.","UEC063844","UEC063844","Pedregulho","27552","auto",NA,"2010","08",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-01 16:38:16-03","UNICAMP","UEC","26332","S","Plantae","Magnoliopsida",NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Marques, MC","Leitão Filho, HF; Stubblebine, WH; Semir, J; Moraes, HC","12502","1981","04","14",NA,"Brazil","São Paulo","Nativo em cerrado.","-47.4199981689453","-20.0799999237061",NA,NA,NA,"Subarbusto, áfilo, flores roxas com manchas esverdeadas.","UEC079334","UEC079334","Rifaina","16141","auto",NA,"1998","05","05",NA,NA,NA,NA,NA,NA
"41","2016-08-02 16:45:41-03","MNHN","RECOLNAT_MNHN_P","P00868406","PreservedSpecimen",NA,NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Pastore","Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,"Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00868406' target='other'> <mi>dwc_moreinfo</mi></a>","P00868406","P00868406_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18861",NA,NA,NA
"42","2020-12-11 11:40:22-03","UFMG","BHCB","113807","PreservedSpecimen","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.",NA,"Batista, JAN; Mota, RC da; El Bizri, HR","1737","2006","12","10","Southern America","Brasil","Minas Gerais","Serra do Cipó, Cerca de 10-11km após a ponte sobre o Córrego Soberbo em Cardeal Mota, MG 010. 7,5km após o Chapéu do Sol, à esquerda da pista, em direção a Conceição do Mato Dentro, na parte de cima das encostas","-43.574831","-19.28525","1222","1222",NA,"Plantas do Brasil. Campo limpo estacionalmente úmido; solo arenoso, superficialmente úmido. Erva terrestre. Área anteriormente queimada",NA,NA,"Santana do Riacho",NA,NA,NA,NA,NA,NA,"-43.574831","-19.28525",NA,NA,NA,NA
"43","2020-12-11 11:40:22-03","UFMG","BHCB","120028","PreservedSpecimen","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.",NA,"Batista, JAN; Carvalho, BM de","2347","2007","12","13","Southern America","Brasil","Minas Gerais","Parque Nacional da Serra da Canastra., Cerca de 35km a partir da portaria principal de São Roque de Minas, em direção a Sacramento, cerca de 14,4km após a entrada da Casca D'Anta","-46.65375","-20.194389","1318","1318",NA,"Plantas do Brasil. Campo limpo úmido. Erva terrestre. Área anteriormente queimada",NA,NA,"São Roque de Minas",NA,NA,NA,NA,NA,NA,"-46.65375","-20.194389",NA,NA,NA,NA
"44","2020-12-11 11:40:22-03","UFMG","BHCB","37981","PreservedSpecimen","Plantae","Dicotyledon",NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.",NA,"Lombardi, JA","1888","1997","07","14","Southern America","Brasil","Minas Gerais","Parque Nacional da Serra da Canastra., Córrego Santo Antônio","-46.664444","-20.171389","1396","1396",NA,"Plantas do Brasil. Vegetação arbustivo-arbórea junto a córrego. Erva. Flores lilases",NA,NA,"São Roque de Minas",NA,NA,NA,NA,NA,NA,"-46.664444","-20.171389",NA,NA,NA,NA
"45","2014-09-26 11:25:00-03","MO","MOBOT","1791205","PreservedSpecimen","Plantae",NA,NA,"Polygalaceae","Polygala","juncoides","Polygala juncoides","Chodat","A.W. Bennett","Peter W. Lund","Lund 404",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
