"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","coordinatePrecision","geoFlag","previousCatalogNumber","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","class","typeStatus"
"95","2019-05-06 12:01:51-03","UFU","HUFU","8925","S","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Pastore, J.F.","Romero, R.; Nakajima, J.N.; Alcantara, M.B. & Prado, C.A.L.","2252","1995","05","13",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra, Estrada São Roque de Minas - Sacramento, Garagem das Pedras.","-47.439998626709","-19.8652992248535",NA,NA,NA,"Herbáceo, ca. 0,4 m. Corola púrpura, crista branco-avermelhada.; Campo limpo associado a afloramento rochoso.","HUFU00036295","HUFU00036295","Sacramento","69737","auto",NA,"2005","03","01",NA,NA,NA,NA,NA,NA
"96","2019-05-06 12:01:51-03","UFU","HUFU","3184","S","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Pastore, J.F.","Castro, N.M.","301","1992","04","18",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Planta herbácea com flores liláses.; Campo rupestre.","HUFU00036280","HUFU00036280","São Roque de Minas","57119","auto",NA,"2003","11",NA,NA,NA,NA,NA,NA,NA
"97","2019-05-06 12:01:51-03","UFU","HUFU","9435","S","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Pastore, J.F.","Romero, R.; Nakajima, J.N.; Oliveira, R.; Oliveira, P.E. & Schiavini, I.","2513","1995","07","17",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra, Cachoeira Casca D'Anta. Trilha para a guarita de baixo.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Herbácea, ca. 0,4 m. Flores liláses.; Campo rupestre.","HUFU00036286","HUFU00036286","São Roque de Minas","57119","auto",NA,"2005","03","01",NA,NA,NA,NA,NA,NA
"98","2019-05-06 12:01:51-03","UFU","HUFU","5108","S","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Pastore, J.F.","Romero, R.; Nakajima, J.N.","725","1994","02","24",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra, Estrada para Casca D'Anta.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Herbácea, ca. 0,40 m. Flores liláses, internamente brancas.; Campo em solo pedregoso.","HUFU00036294","HUFU00036294","São Roque de Minas","57119","auto",NA,"2003","11",NA,NA,NA,NA,NA,NA,NA
"99","2019-05-06 12:01:51-03","UFU","HUFU","15642","S","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Pastore, J.F.","Nakajima, J.N.; Romero, R.; Farinaccio, M.A.; Furlan, A. & Prado, P.M.M.","2707","1997","08","22",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra, Estrada para o Vale do Cândidos, Garagem de Pedras.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Herbáceo, ca. 0,4 m. Cálice e corola púrpura. Crista estaminal amarelada.; Campo rupestre.","HUFU00036282","HUFU00036282","São Roque de Minas","57119","auto",NA,"2005","03","02",NA,NA,NA,NA,NA,NA
"100","2019-05-06 12:01:51-03","UFU","HUFU","16379","S","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Pastore, J.F.","Romero, R.; Nakajima, J.N.; Farinaccio, M.A. & Roque, N.","4645","1997","10","16",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra, Estrada para Sacramento, entrada Garagem de Pedras.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Herbácea, ca. 0,2 m. Cálice verde, corola rósea. Crista estaminal.; Campo sujo.","HUFU00036285","HUFU00036285","São Roque de Minas","57119","auto",NA,"2005","03","02",NA,NA,NA,NA,NA,NA
"101","2019-05-06 12:01:51-03","UFU","HUFU","9149","S","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Pastore, J.F.","Nakajima, J.N.; Romero, R.; Oliveira, R.; Oliveira, P.E. & Schiavini, I.","1146","1995","07","14",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra, Estrada São Roque de Minas - Sacramento. Guarita de Sacramento.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Herbácea, ca. 0,3 m. Flores púrpuras.; Afloramento rochoso.","HUFU00036293","HUFU00036293","São Roque de Minas","57119","auto",NA,"2003","11",NA,NA,NA,NA,NA,NA,NA
"102","2019-05-06 12:01:51-03","UFU","HUFU","6463","S","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Pastore, J.F.","Romero, R.; et al.","1207","1994","10","14",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra, Guarita de Sacramento.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Hebácea, ca. 0,40 m. Corola rósea.; Campo sujo próximo à um afloramento rochoso, 2 meses após queimada.","HUFU00036279","HUFU00036279","São Roque de Minas","57119","auto",NA,"2005","03","01",NA,NA,NA,NA,NA,NA
"103","2019-05-06 12:01:51-03","UFU","HUFU","15671","S","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.",NA,"Knauss, S.","03","1997","05","15",NA,"Brasil","Minas Gerais","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Campo úmido.","HUFU00021592","HUFU00021592","Uberlândia","58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2019-05-06 12:01:51-03","UFU","HUFU","18190","S","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Rosa, P.O.","Barbosa, A.A.A.","1275","1998","09","11",NA,"Brasil","Minas Gerais","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Vereda.","HUFU00021591","HUFU00021591","Uberlândia","58223","auto",NA,"2005","03",NA,NA,NA,NA,NA,NA,NA
"105","2019-05-06 12:01:51-03","UFU","HUFU","48489","S","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Melo, K.B.S.","Nakajima, J.N.; Bernardes, P.H.N.; Melo, K.B.S.; Castro, W.S. & Oliveira, A.L.F.","4554","2007","05","24",NA,"Brasil","Minas Gerais","Região da represa de Furnas, Cachoeira Cascatinha.","-46.0499992370605","-20.6152992248535",NA,NA,NA,"Herbácea, ca. 1,3 m. Cálice verde, corola púpura.; Campo rupestre.","HUFU00036298","HUFU00036298","Capitólio","29474","auto",NA,"2007","09","11",NA,NA,NA,NA,NA,NA
"106","2019-05-06 12:01:51-03","UFU","HUFU","10084","S","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Pastore, J.F.","Romero, R.; Nakajima, J.N.; Klein, V.L.G. & Alcantara, M.B.","2894","1995","09","27",NA,"Brasil","Minas Gerais","Estrada para Sacramento, 3km após a Garagem de Pedras.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Herbáceo, ca. 0,5 m. Cálice roxo, corola lilás e estames verdes.; Campo limpo.","HUFU00036287","HUFU00036287","São Roque de Minas","57119","auto",NA,"2005","03","01",NA,NA,NA,NA,NA,NA
"107","2019-05-06 12:01:51-03","UFU","HUFU","10378","S","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Pastore, J.F.","Romero, R.; Nakajima, J.N.; Zanini, E. & Simão, D.G.","3084","1995","11","18",NA,"Brasil","Minas Gerais","Guarita de Sacramento","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Herbáceo, ca. 0,4 m. Cálice e corola róseo, coluna estaminal creme.; Campo limpo após 2 meses de queimada.","HUFU00036288","HUFU00036288","São Roque de Minas","57119","auto",NA,"2005","03","01",NA,NA,NA,NA,NA,NA
"108","2019-05-06 12:01:51-03","UFU","HUFU","30335","S","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Pastore, J.F.","Pacheco, R.A.; Araújo, B.B. & Oliveira, G.C.","305","2002","11","19",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Erva, ca. 0,5 m. Cálice e corola lilás.; Campo rupestre.","HUFU00036289","HUFU00036289","São Roque de Minas","57119","auto",NA,"2003","11",NA,NA,NA,NA,NA,NA,NA
"109","2019-05-06 12:01:51-03","UFU","HUFU","15474","S","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Pastore, J.F.","Romero, R.; Nakajima, J.N. & Farinaccio, M.A.","4364","1997","06","29",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra, Cachoeira dos Rolinhos, parte de baixo.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Herbácea, ca. 0,3 m. Cálice e corola púrpura. Tubo estaminal amarelado.; Beira do córrego.","HUFU00036281","HUFU00036281","São Roque de Minas","57119","auto",NA,"2005","03","02",NA,NA,NA,NA,NA,NA
"110","2019-05-06 12:01:51-03","UFU","HUFU","9239","S","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Pastore, J.F.","Nakajima, J.N.; Romero, R.; Oliveira, R.; Oliveira, P.E. & Schiavini, I.","1236","1995","07","18",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra, Estrada para o Retiro das Pedras.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Herbácea, ca. 0,3 m. Cálice e corola púrpura.; Campo limpo.","HUFU00036291","HUFU00036291","São Roque de Minas","57119","auto",NA,"2005","03","01",NA,NA,NA,NA,NA,NA
"111","2019-05-06 12:01:51-03","UFU","HUFU","9578","S","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Pastore, J.F.","Romero, R.; Nakajima, J.N.; Oliveira, R.; Oliveira, P.E. & Schiavini, I.","2660","1995","07","19",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra, Garagem de Pedras.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Herbácea, ca. 0,4 m. Flores liláses.; Campo sujo.","HUFU00036292","HUFU00036292","São Roque de Minas","57119","auto",NA,"2003","11",NA,NA,NA,NA,NA,NA,NA
"112","2019-05-06 12:01:51-03","UFU","HUFU","6904","S","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Pastore, J.F.","Romero, R.; Nakajima, J.N.","1462","1994","12","06",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra, Guarita de Sacramento.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Herbácea, ca. 0,60 m. Cálice vinho e corola lilás.; Borda de cerrado.","HUFU00036296","HUFU00036296","São Roque de Minas","57119","auto",NA,"2003","11",NA,NA,NA,NA,NA,NA,NA
"113","2019-05-06 12:01:51-03","UFU","HUFU","30074","S","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Pastore, J.F.","Romero, R.; Araújo, F.; Resende, M. & Farias, Y.","6537","2002","11","19",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra, Trilha Casca D'Anta.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Herbácea, ca. 40 cm. Cálice vinho, corola lilás, botões liláses e frutos verdes.; Campo rupestre.","HUFU00036290","HUFU00036290","São Roque de Minas","57119","auto",NA,"2005","03","01",NA,NA,NA,NA,NA,NA
"114","2019-05-06 12:01:51-03","UFU","HUFU","14185","S","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Pastore, J.F.","Romero, R.; Nakajima, J.N.; Farinaccio, M.A. & Miranda, V.F.O.","4116","1997","04","17",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra, Trilha do Paredão da Serra da Canastra (caminho).","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Herbácea, ca. 0,5 m. Cálice e corola púrpura. Coluna estaminal branca.; Campo rupestre.","HUFU00036283","HUFU00036283","São Roque de Minas","57119","auto",NA,"2005","03","02",NA,NA,NA,NA,NA,NA
"115","2019-05-06 12:01:51-03","UFU","HUFU","24059","S","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Pastore, J.F.","Farinaccio, M.A.; Mello-Silva, R. & Costa, F.N.","385","1999","09","30",NA,"Brasil","Minas Gerais","Parque Nacional da Serra da Canastra, Trilha para a parte inferior da cachoeira Casca D'Anta, partindo do alto da serra.","-46.3657989501953","-20.2453002929688","900","1200",NA,"Flores rosa-escuras, ovário verde.; Solo areno - pedregoso.","HUFU00036284","HUFU00036284","São Roque de Minas","57119","auto",NA,"2005","03","01",NA,NA,NA,NA,NA,NA
"116","2020-08-04 12:48:57-03","UFU","HUFU","4981","S","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.",NA,"Romero, R.; Arantes, A.A.A.","576","1993","12","10",NA,"Brasil","Minas Gerais","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Herbácea, ca. 0,8 m. Flores brancas.; Campo úmido.","HUFU00021595","HUFU00021595","Uberlândia","58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-08-04 12:48:57-03","UFU","HUFU","4992","S","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.",NA,"Romero, R.; Arantes, A.A.A.","577","1993","12","10",NA,"Brasil","Minas Gerais","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Herbácea, ca. 0,8 m. Flores magenta.; Campo úmido.","HUFU00021594","HUFU00021594","Uberlândia","58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-05-06 12:01:51-03","UFU","HUFU","995","S","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.",NA,"Castro, N.M.","s.n.","1987","03","27",NA,"Brasil","Minas Gerais","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Herbácea, ca. 0,8 m. Flores brancas.; Campo umido.","HUFU00021598","HUFU00021598","Uberlândia","58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2019-05-06 12:01:51-03","UFU","HUFU","4774","S","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.",NA,"Romero, R.; et al.","515","1993","10","12",NA,"Brasil","Minas Gerais","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Herbácea, ca. 0,5 m. Flores roxas.; Vereda.","HUFU00021596","HUFU00021596","Uberlândia","58223","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2019-05-06 12:01:51-03","UFU","HUFU","21225","S","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","Rosa, P.O.","Lemos, M.T.O.","s.n.","1999","07","30",NA,"Brasil","Minas Gerais","Estação Ecológica do Panga, Vereda 4, meio do lado esquerdo.","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Herbácea frequente, flor roxa.; Vereda.","HUFU00021590","HUFU00021590","Uberlândia","58223","auto",NA,"2005","03",NA,NA,NA,NA,NA,NA,NA
"121","2021-03-04 15:45:49-03","IF","SPSF","27420","PreservedSpecimen","Plantae","Magnoliophyta","Polygalales","Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","J. A. Pastore","L.Custodio & T.Custodio","547","1998","12","10","América do Sul","Brasil","SP","P.E.Furnas do Bom Jesus","-47.4700012207031","-20.25",NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata&nf;;",NA,NA,"Pedregulho","27552","auto",NA,"2007","04","27",NA,NA,NA,NA,"Magnoliopsida",NA
"122","2021-03-04 15:45:49-03","IF","SPSF","25722","PreservedSpecimen","Plantae","Magnoliophyta","Polygalales","Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.","J. A. Pastore","E.E.Macedo","312","1997","11","22","América do Sul","Brasil","SP","P.E.Furnas do Bom Jesus","-47.433333","-20.216667",NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: Brejo, solo arenoso.;",NA,NA,"Pedregulho",NA,NA,NA,"2007","07","26",NA,NA,NA,NA,"Magnoliopsida",NA
"123","2021-03-04 15:45:49-03","IF","SPSF","36703","PreservedSpecimen","Plantae","Magnoliophyta","Polygalales","Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis",NA,NA,"D.Sasaki & R.Mello-Silva & J.Lovo & F.M.Capeli","573","2003","06","20","América do Sul","Brasil","SP","P.E.Furnas do Bom Jesus","-47.4700012207031","-20.25",NA,NA,NA,"COLETA: XLS: SPSFNovo; GEOGRAFIA: cerrado com solo arenoso pedregoso com afloramentos rochosos&nf;;",NA,NA,"Pedregulho","27552","auto",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA
"124","2017-09-11 17:13:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.",NA,"Pohl, JBE","377",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Habitat in Serra d'Urubu prov. Minas Geraes",NA,NA,NA,NA,NA,"Erro INB revisado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-02-11 09:25:09-03","IBt","SP","2745","S","Plantae",NA,NA,"Polygalaceae","Polygala","juncoides","Polygala juncoides","Chodat",NA,"Hoehne, FC","s.n.",NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-12-17 09:29:06-03","IBt","SP","315706","S","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.",NA,"Marcondes Ferreira, W; Semir, J; Hind, DJN; Dutilh, JHA; Nakajima, JN; Belinello, R","1476","1997","11","05",NA,"Brasil","São Paulo","Perto da Fazenda 3 Irmãos",NA,NA,NA,NA,NA,NA,NA,NA,"Estreito",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-12-17 09:29:06-03","IBt","SP","315724","S","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.",NA,"Marcondes Ferreira, W; Semir, J; Hind, DJN; Dutilh, JHA; Nakajima, JN; Belinello, R","1600","1997","11","06",NA,"Brasil","São Paulo","Perto da Fazenda 3 Irmãos",NA,NA,NA,NA,NA,NA,NA,NA,"Estreito",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-12-17 09:29:06-03","IBt","SP","316199","S","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.",NA,"Marcondes Ferreira, W; Semir, J; Hind, DJN; Dutilh, JHA; Nakajima, JN; Belinello, R","1476","1997","11","05",NA,"Brasil","São Paulo","Perto da Fazenda 3 Irmãos",NA,NA,NA,NA,NA,NA,NA,NA,"Estreito",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-12-17 09:29:06-03","IBt","SP","316596","S","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.",NA,"Marcondes Ferreira, W; Semir, J; Hind, DJN; Dutilh, JHA; Nakajima, JN; Belinello, R","1600","1997","11","06",NA,"Brasil","São Paulo","Perto da Fazenda 3 Irmãos",NA,NA,NA,NA,NA,NA,NA,NA,"Estreito",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2020-11-26 10:01:02-03","IBt","SP","370210","S","Plantae",NA,NA,"Polygalaceae","Polygala","nudicaulis","Polygala nudicaulis","A.W.Benn.",NA,"Sasaki, D","288","2003","04","16",NA,"Brasil","São Paulo","Parque Estadual Furnas do Bom Jesus","-47.4700012207031","-20.25",NA,NA,NA,NA,NA,NA,"Pedregulho","27552","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
