"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"14","2020-11-13 09:20:27-03","UFRJ","RFA","42900","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","M.S. Wängler","2011",NA,NA,"M.S. Wängler","2011","10","22","Brasil","Rio de Janeiro","Paty do Alferes","APA Palmares","-43.4185981750488","-22.4286003112793",NA,NA,NA,"RFA38905",NA,"942",NA,NA,NA,NA,NA,NA,"18359","auto",NA,NA,NA,NA,NA,NA,NA
"15","2020-11-24 17:10:56-03","UTFPR","DVPR","6395","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","Silva, DR","2018","03","01","Rocha Filho, JA; Silva, DR; Piva, J; Machado, C","2018","02","20","Brasil","Paraná","Capanema","APP do lado esquerdo do Rio Capanema, ca 700 m da ponte na BR-163.","-53.373","-25.3556","-53.373","-25.3556","Erva terrícola 0,5 m de altura. Folhas verde-concolores, glabras. Flores amarelas.; Sub-bosque de Floresta Estacional Semidecidual em estágio avançado secundário de sucessão secundária.","DVPR006395",NA,"656","243","243","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-24 17:10:56-03","UTFPR","DVPR","4488","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","Caxambu, MG","2016","02","10","Caxambu, MG; Siqueira, EL; Medeiros, G","2016","02","25","Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu, trilha do Poço Preto","-54.26046","-25.36511","-54.26046","-25.36511","Erva ca. 1,30 m, ciófila, terrestre. Flores amarelas.; Relevo: suave-ondulado. Vegetação Floresta Estacional Semidecidual Submontana","DVPR004488",NA,"7268","217","217","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-12-04 15:26:36-03","PUCPR","HUCP","21098","S","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","Ariati, V",NA,NA,NA,"Ariati, V","2010","01",NA,"Brasil","Paraná","Capitão Leônidas Marques",NA,"-53.614200592041","-25.4792003631592",NA,NA,NA,"HUCP00002505","HUCP00002505","409",NA,NA,"Monocotiledonea",NA,NA,NA,"14258","auto",NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 08:46:07-03","NBC","NL-BOTANY","U.1457667","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1967","03","14","Brazil",NA,NA,"Est. Paraná, Fazenda Reserva, ca. 85 km S.W. of Guarapuava, forest on slope just above Rio Iguaçú.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1457667 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1457667","NL-U1457667",NA,NA,NA,NA,"Asparagales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"19","2020-02-08 08:46:07-03","NBC","NL-BOTANY","U.1457668","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze",NA,NA,NA,NA,"Lindeman JC; Haas JH de","1966","03","18","Brazil",NA,NA,"Est. Paraná, Mato na beira alta esquerda do Rio Ivaí, 15 km E de Jussara.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1457668 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1457668","NL-U1457668",NA,NA,NA,NA,"Asparagales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"20","2020-02-08 08:46:07-03","NBC","NL-BOTANY","U.1457671","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze",NA,NA,NA,NA,"Schinini A; et al.","1983","02","28","Argentina",NA,NA,"Prov. Corrientes, Dep. Santo Tomé, Ea. Timbó.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1457671 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1457671","NL-U1457671",NA,NA,NA,NA,"Asparagales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"21","2020-11-04 12:17:29-03","ESALQ","ESA","95399","PreservedSpecimen","Plantae","Orchidaceae","Corymborchis","flava","Corymborchis flava","(Sw.) Kuntze",NA,NA,NA,NA,"Meireles, J.E. et al.",NA,NA,NA,"Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,NA,"ESA095399","ESA095399","255.0",NA,NA,"Magnoliophyta",NA,NA,NA,"38804","auto",NA,NA,NA,NA,NA,NA,NA
"22","2020-11-04 12:17:29-03","ESALQ","ESA","110560","PreservedSpecimen","Plantae","Orchidaceae","Corymborchis","flava","Corymborchis flava",NA,"Stival-Santos, A.","2009","01","29","Stival-Santos, A.","2009","01","29","Brasil","Santa Catarina","Palmitos",NA,"-53.1610984802246","-27.0674991607666",NA,NA,NA,"ESA110560","ESA110560","420.0",NA,NA,"Magnoliophyta",NA,NA,NA,"22050","auto",NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 12:17:29-03","ESALQ","ESA","128208","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava",NA,"Kuntz, J.","2013","04","03","Kuntz, J.","2013","03","29","Brasil","São Paulo","Tapiraí","Reserva Particular da Votorantim (CBA). Trilha da Boatudo. Floresta Ombrófila Densa com áreas antigas de roça em alguns trechos.","-47.380012","-24.038166","-47.380012","-24.038166","Erva ca. 1 m alt., corola amarela com ápice alvo e cálice verde.","ESA128208","ESA128208","995.0","360","360","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 12:17:29-03","ESALQ","ESA","131321","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","Forster, W.","2013",NA,NA,"Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","2013","02","18","Brasil","São Paulo","Itupeva","Fragmento 5 (TAV). Floresta Estacional Semidecidual","-23.0657","-47.0488","-23.0657","-47.0488","Erva.","ESA131321","ESA131321","36524.0","663","663","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-31 13:40:48-03","MN","R","2706","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","decumbens","Corymborkis decumbens","(Lindl.) L.O.Williams",NA,NA,NA,NA,"Ule, E.H.G.",NA,NA,NA,"Brasil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-31 13:40:48-03","MN","R","103090","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","Garay, L.A.",NA,NA,NA,"Smith, L.B.; Reitz, R.","1952","03","12","Brasil","Santa Catarina","Florianópolis",NA,"-48.483333","-27.566667","48°29'W","27°34'S",NA,NA,NA,"6159","150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2015-07-02 14:42:46-03","JBP","HPL","12279","S","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava",NA,"H. Lorenzi","2011","02","01","H. Lorenzi, M. Peixoto & M. Virmond","2011","02","01","Brasil","PR","Telemaco Borba","Coletado na UHE Mauá, lote 4; mata de altitude.","-50.708028","-24.08175","50° 42' 28,9 W","24° 04' 54,3 S",NA,NA,NA,"6981","603","603",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-12-19 08:08:17-03","FPS","FPS","2193","MachineObservation","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","Schwirkowski, P.","2016","03","26","Schwirkowski, P.","2016","03","26","Brasil","Santa Catarina","São Bento do Sul","Rio Natal. No riacho próximo à entrada da rua em direção ao Morro da Igreja","-49.274378","-26.357303","-49.274378","-26.357303",NA,"FPS02193,FURB49730","FPS02193_v01 FPS02193_v02 FPS02193_v03 FPS02193_v04 FPS02193_v05 FPS02193_v06 FPS02193_v07 FURB49730","1662",NA,NA,NA,NA,NA,NA,NA,NA,NA,"voucher","FURB 49730",NA,NA,NA,NA
"29","2019-08-27 13:26:34-03","IAP","PACA-AGP","82076","PreservedSpecimen","Plantae","Orchidaceae","Corymborchis","flava","Corymborchis flava","(Sw.) Kuntze","F. Rocha","2003","10","08","Sehnem, A.","1951","01","19","Brasil","RS","Osório","Lagoa dos Quadros","-50.2696990966797","-29.8866996765137",NA,NA,"Habitat: In silva primaeva","PACA082076",NA,"5592","20","20","Magnoliophyta","Orchidales",NA,NA,"27350","auto","Liliatae",NA,NA,NA,NA,NA,NA
"30","2019-08-27 13:26:34-03","IAP","PACA-AGP","93550","PreservedSpecimen","Plantae","Orchidaceae","Corymborchis","flava","Corymborchis flava","(Sw.) Kuntze","G. De Marchi & J. Larocca",NA,NA,NA,"Windisch, P. G.","2000","03","10","Brasil","RS","Morrinhos do Sul","Mata Atlântica","-49.916667","-29.333333","49°55'W","29°20'S","HASU 10399. Habitat: Mata úmida em encosta. Hábito: terrícola","PACA093550",NA,"9590","200","200","Magnoliophyta","Orchidales",NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"31","2019-08-27 13:26:34-03","IAP","PACA-AGP","98518","PreservedSpecimen","Plantae","Orchidaceae","Corymborchis","flava","Corymborchis flava","(Sw.) Kuntze","R.B. Singer","2007","07","27","Sehnem, A.","1978","01","03","Brasil","RS","Santa Cruz","Pinheiral",NA,NA,NA,NA,"Habitat: In silva primaeva Hábito: erva","PACA098518",NA,"15666","50","50","Magnoliophyta","Orchidales",NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"32","2019-08-27 13:26:34-03","IAP","PACA-AGP","42171","PreservedSpecimen","Plantae","Orchidaceae","Corymborchis","flava","Corymborchis flava","(Sw.) Kuntze","V.F. Nunes","1996","11","26","Rambo, B.","1949","06","25","Brasil","RS","Novo Hamburgo","Schwabenschneis","-51.1305999755859","-29.6783008575439",NA,NA,"Habitat: In silva primaeva Fenofase: flor","PACA042171",NA,NA,NA,NA,"Magnoliophyta","Orchidales",NA,NA,"20722","auto","Liliatae",NA,NA,NA,NA,NA,NA
"33","2019-08-27 13:26:34-03","IAP","PACA-AGP","60355","PreservedSpecimen","Plantae","Orchidaceae","Corymborchis","flava","Corymborchis flava","(Sw.) Kuntze","V.F. Nunes","1996","11","26","Camargo, O. R.","1946","04","10","Brasil","RS","Santa Maria","Estação Exp. de Silvicultura","-53.8069000244141","-29.6842002868652",NA,NA,"Habitat: In silva primaeva Fenofase: flor","PACA060355",NA,"520",NA,NA,"Magnoliophyta","Orchidales",NA,NA,"37819","auto","Liliatae",NA,NA,NA,NA,NA,NA
"34","2019-08-27 13:26:34-03","IAP","PACA-AGP","71133","PreservedSpecimen","Plantae","Orchidaceae","Corymborchis","flava","Corymborchis flava","(Sw.) Kuntze","V. F. Nunes",NA,NA,NA,"V. F. Nunes et al.","1991","03","10","Brasil","RS","Sapiranga","Recanto da Cascata - Picada Verão","-51.0069007873535","-29.6380996704102",NA,NA,"Raiz com odor desagradável; flores amarelas. Habitat: Terrícola de interior de mato, higrófita.","PACA071133",NA,"1241",NA,NA,"Magnoliophyta","Orchidales",NA,NA,"11711","auto","Liliatae",NA,NA,NA,NA,NA,NA
"35","2019-08-27 13:26:34-03","IAP","PACA-AGP","1000","PreservedSpecimen","Plantae","Orchidaceae","Corymborchis","flava","Corymborchis flava","(Sw.) Kuntze","V.F. Nunes","1996","11","26","Rambo, B.","1934","02","16","Brasil","SC","Itapiranga","ad fl. Uruguay","-53.7122001647949","-27.1693992614746",NA,NA,"Habitat: In silva primaeva Fenofase: flor","PACA001000",NA,NA,NA,NA,"Magnoliophyta","Orchidales",NA,NA,"18767","auto","Liliatae",NA,NA,NA,NA,NA,NA
"36","2020-12-20 21:18:45-03","UFV","VIC","011347","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(SW) Kunt.",NA,NA,NA,NA,"Dourado, E.P.R.","1992","03","04","Brasil","Minas Gerais","Viçosa","Campus da UFV, Trilha na entrada do Jardim Botânico.","-42.8819007873535","-20.7539005279541",NA,NA,"Planta de flores amarelas, trabalho prático de bve 230.","VIC011347","VIC011347","s.n.",NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA
"37","2020-12-20 21:18:45-03","UFV","VIC","010008","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(SW) Kunt.",NA,NA,NA,NA,"Vieira, M.F.","1987","03","12","Brasil","Minas Gerais","Viçosa","Centro de Pesquisas de Florestas Naturais, Mata do paraiso,local úmido e sombreado á direita no final de estrada pricipal.","-42.8819007873535","-20.7539005279541",NA,NA,"Erva terrestre, flores de sépalas amarelas, pétalas brancas de base amarela, ginostemo e ovário amarelos, 2 políneas.","VIC010008","VIC010008","580",NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA
"38","2020-12-20 21:18:45-03","UFV","VIC","013214","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(SW) Kunt.",NA,NA,NA,NA,"Heringer, E.P.","1945","04","15","Brasil","Minas Gerais","Cel. Pacheco","Estação Experimental",NA,NA,NA,NA,NA,"VIC013214","VIC013214","1869",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-20 21:18:45-03","UFV","VIC","013244","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(SW) Kunt.",NA,NA,NA,NA,"Heringer, E.P.","1943","03","05","Brasil","Minas Gerais","Cel. Pacheco","Estação Experimental",NA,NA,NA,NA,"Planta terrestre.","VIC013244","VIC013244","1174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-20 21:18:45-03","UFV","VIC","024717","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(SW) Kunt.",NA,NA,NA,NA,"Temponi, L.G.","2000","03","24","Brasil","Minas Gerais","Marliéria","PERD","-42.7322006225586","-19.7122001647949",NA,NA,"Erva de cálice amarelo, corola branca de parte central amarela, parte reprodutiva branca.","VIC024717","VIC024717","104",NA,NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA,NA
"41","2020-12-20 21:18:45-03","UFV","VIC","011316","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(SW) Kunt.",NA,NA,NA,NA,"Meira, Neto J A; et al.","1991","03","17","Brasil","Minas Gerais","Viçosa","Campus da UFV, Parte de baixo do Belvedere,trilha na entrada para Jardim Botânico.","-42.8819007873535","-20.7539005279541",NA,NA,"Erva com 0,6 m de altura, flores amarelas, em subbosque.","VIC011316","VIC011316","895",NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA
"42","2020-12-20 21:18:45-03","UFV","VIC","009356","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(SW) Kunt.",NA,NA,NA,NA,"Vieira, M.F.; et al.","1985","05","13","Brasil","Minas Gerais","Viçosa","Estrada principal da Mata da Prefeitura","-42.8819007873535","-20.7539005279541",NA,NA,"Planta terrestre com frutos.","VIC009356","VIC009356","214",NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA
"43","2020-12-20 21:18:45-03","UFV","VIC","017714","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(SW) Kunt.",NA,NA,NA,NA,"Simonelli, M.; et al.","1996","03","27","Brasil","Minas Gerais","Viçosa","mata da Biologia - UFV","-42.8819007873535","-20.7539005279541",NA,NA,"Planta herbácea, terrestre, flores amarelas.","VIC017714","VIC017714","331",NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA
"44","2020-12-20 21:18:45-03","UFV","VIC","034361","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(SW) Kunt.",NA,NA,NA,NA,"Leone, F.R.","2010","03","21","Brasil","Minas Gerais","Viçosa","Mata do Paraiso, Trilha da pesquisa.","-42.8819007873535","-20.7539005279541",NA,NA,NA,"VIC034361","VIC034361","09",NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA
"45","2020-12-20 21:18:45-03","UFV","VIC","023380","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(SW) Kunt.",NA,NA,NA,NA,"Abreu, C.R.M.","1999","05","21","Brasil","Minas Gerais","Viçosa","Mata do Paraiso, Última trilha a direita da estrada principal.","-42.8819007873535","-20.7539005279541",NA,NA,"Planta herbácea, terrestre, atingindo no máximo 1 m de altura, localizada em baixada, pouca luminosidade, peciolo, sépalas e pétalas e labelo amarelos, muitas flores em abril.","VIC023380","VIC023380","8",NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA
"46","2021-04-07 11:46:53-03","UFMS","CGMS","12888","PreservedSpecimen","Plantae","Orchidaceae","Corymborkis","flava","Corymborkis flava","(Sw.) Kuntze","C.F. Hall","2012","07","06","L.C. Rodrigues","2003","03","07","Brasil","Mato Grosso do Sul","Campo Grande","Parque Estadual do Prosa.","-54.6463889","-20.4427777","-54,6463889","-20,4427777","Flor amarela. Habitat: Mata ciliar. Habito: Erva.","CGMS1042290",NA,"97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-08-20 10:00:38-03","UNICAMP","UEC","46749","S","Plantae","Orchidaceae","Corymborchis","flava","Corymborchis flava","(Sw.) Kuntze","Pansarin, ER; Borba, EL","1998","03",NA,"Vieira, MF","1987","03","12","Brazil","Minas Gerais","Viçosa","Mata do Paraíso. Local úmido e sombreado à direita no final da estrada principal.","-42.8819007873535","-20.7539005279541",NA,NA,"Erva terrestre, flores com sépalas amarelas, pétalas brancas com base amarela, ginostemo e ovário amarelos, 2 políneas.","UEC064465","UEC064465","580",NA,NA,"Liliopsida",NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA
