"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","geoFlag","continentOcean","identifiedBy","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","imagecode","dayIdentified","relationshipType","relatedCatalogItem","individualCount","preparationType","typeStatus"
"21","2020-12-11 11:33:14-03","UFMG","BHCB","106847","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Asteraceae","Mikania","clematidifolia","Mikania clematidifolia","Dusén.","Teles, AM; Nordenstam, B; Mota, RC da; Formiga, AT","391","2007","04","05","Brasil","Minas Gerais","Catas Altas","Serra do Caraça., Pico do Inficionado","-43.4075012207031","-20.0746994018555","11966","BHCB006961","auto","Southern America",NA,"2013","04",NA,NA,NA,NA,"Subarbusto escandente; Interior de mata nebular",NA,NA,NA,NA,NA,NA,NA
"22","2021-02-11 17:18:06-03","UFPR","UPCB","18533","PreservedSpecimen","Plantae",NA,NA,NA,"Asteraceae","Mikania","clematidifolia","Mikania clematidifolia","Dusen","Kummrow, R.","2838","1987","01","14","Brasil","Paraná","Quatro Barras","Morro Mãe Catira","-49.0769004821777","-25.3656005859375","17116",NA,"auto",NA,"Holmes, W.C.","1990","01",NA,NA,NA,NA,"Volúvel, botões. Mata nebular..",NA,"01",NA,NA,NA,NA,NA
"23","2021-02-11 17:18:06-03","UFPR","UPCB","49495","PreservedSpecimen","Plantae",NA,NA,NA,"Asteraceae","Mikania","clematidifolia","Mikania clematidifolia","Dusen","Scheer, M.B.","622","2003","05","12","Brasil","Paraná","Morretes","Serra da Igreja, Morro dos Padres","-48.834400177002","-25.476900100708","30514",NA,"auto",NA,"Scheer, M.B.","2004","07",NA,NA,NA,NA,"Refúgio vegetacional altomontano. Alt.: 1320m s.n.m...",NA,NA,NA,NA,NA,NA,NA
"24","2009-07-21 23:34:00-03","MO","MOBOT","2457216","PreservedSpecimen","Plantae",NA,NA,NA,"Asteraceae","Mikania","clematidifolia","Mikania clematidifolia","Dusén","Per Dusén","Dusén 3467",NA,NA,NA,"Brazil","Paraná",NA,"Serra do mar, Monte Alegre",NA,NA,NA,NA,NA,"South America","Barroso, G. M.",NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-01-26 14:12:24-03","CPACT","ECT","5180","PreservedSpecimen","Plantae","Embryophyta",NA,NA,"Asteraceae","Mikania","clematidifolia","Mikania clematidifolia","Dusén","J.Gaio; C.Demeda | F.Gonzatti","408","2015","07","11","Brasil","Rio Grande do Sul","Osório","Fazenda do Arroio.","-50.212778","-29.976944",NA,"ECT0005180",NA,NA,"J.Gaio","2015","08","50º12'46''W","29º58'37''S","8","8",NA,"ECT0005180","04",NA,NA,NA,NA,NA
"26","2021-01-26 14:12:24-03","CPACT","ECT","1878","PreservedSpecimen","Plantae","Embryophyta",NA,NA,"Asteraceae","Mikania","clematidifolia","Mikania clematidifolia","Dusén","F.dasChagaseSilva","1336","1987","04","24","Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy. Coordenadas geográficas obtidas a partir dos dados de localidade, Mata dos Godoy.","-51.240833","-23.439444",NA,"ECT0001878",NA,NA,"E.F.S.Rossetto","2009","10","51º14'27''W","23º26'22''S","620","620",NA,"ECT0001878","01",NA,NA,NA,NA,NA
"27","2021-01-26 14:12:24-03","CPACT","ECT","3851","PreservedSpecimen","Plantae","Embryophyta",NA,NA,"Asteraceae","Mikania","clematidifolia","Mikania clematidifolia","Dusén","P.Schwirkowski","1724","2016","05","26","Brasil","Santa Catarina","São Bento do Sul","Rio Natal. Ao longo da estrada de ferro, antes da igreja de Rio Natal. FOD. Mata secundária. Em solo seco, ao longo da linha férrea.","-49.306389","-26.341389",NA,"ECT0003851",NA,NA,"G.Heiden","2017","10","49º18'23''W","26º20'29''S","346","346",NA,"ECT0003851","09",NA,NA,NA,NA,NA
"28","2020-09-12 05:00:02-03","US","US","3347184","PreservedSpecimen","Plantae",NA,"Dicotyledonae","Asterales","Asteraceae","Mikania","clematidifolia","Mikania clematidifolia","Dusén","T. Grandi & et al.","2234","1986","4","27","Brazil",NA,NA,"Campo rupestre, Escandente volúvel, Serra da Piedade- Caeté MG","-43.67","-19.82",NA,"US01673167",NA,"South America - Neotropics",NA,NA,NA,NA,NA,"1720",NA,NA,"US01673167_01",NA,NA,NA,"1",NA,NA
"29","2020-09-12 05:00:02-03","US","US","3347179","PreservedSpecimen","Plantae",NA,"Dicotyledonae","Asterales","Asteraceae","Mikania","clematidifolia","Mikania clematidifolia","Dusén","T. Grandi & et al.","3362",NA,NA,NA,"Brazil",NA,NA,"Campo Rupestre, Escandente volúvel, Itacolomi- Ouro Preto- M.G.",NA,NA,NA,"US01673169",NA,"South America - Neotropics",NA,NA,NA,NA,NA,NA,NA,NA,"US01673169_01",NA,NA,NA,"1",NA,NA
"30","2020-09-12 05:00:02-03","US","US","3406765","PreservedSpecimen","Plantae",NA,"Dicotyledonae","Asterales","Asteraceae","Mikania","clematidifolia","Mikania clematidifolia","Dusén","M. Vasconcelos","s.n.","2000","2","17","Brazil",NA,NA,"MG Município: catas Altas, Serra do Cara ça",NA,NA,NA,"US01673168",NA,"South America",NA,NA,NA,NA,NA,"2050",NA,NA,"US01673168_01",NA,NA,NA,"1",NA,NA
"31","2020-09-02 16:21:30-03","Cenargen","CEN","104888","PreservedSpecimen","Plantae",NA,NA,NA,"Asteraceae","Mikania","clematidifolia","Mikania clematidifolia","Dusén","P. Schwirkowski","1724","2016","05","26","Brasil","SC","SAO BENTO DO SUL","Rio Natal. Ao longo da estrada de ferro, antes da igreja do Rio Natal.","-49.306388","-26.341388",NA,"CEN00104888",NA,NA,"G. Heiden","2017","10","-49.306388","-26.341388","346","346","Doação ECT. - Embrapa Clima Temperado.","CEN00104888",NA,NA,NA,"1","Exsicatas",NA
"32","2019-12-09 17:29:25-03","UFPR","EFC","13833","PreservedSpecimen","Plantae",NA,NA,NA,"Asteraceae","Mikania","clematidifolia","Mikania clematidifolia","Dusén","Vieira, R.S.","719","2015","04","10","Brasil","Paraná","Morretes","Serra da Graciosa - morro Mãe Sete","-48.8302","-25.2409",NA,"EFC013833",NA,NA,"Vieira, R.S.","2015","04","-48.8302","-25.2409","1400","1400","Planta volúvel na borda da matinha nebular. Com capítulos creme.",NA,"17",NA,NA,NA,NA,NA
"33","2021-03-25 13:51:38-03","UNIVILLE","JOI","2261","PreservedSpecimen","Plantae",NA,NA,NA,"Asteraceae","Mikania","clematidifolia","Mikania clematidifolia","Dusén","Jotham Ziffer Berger","508",NA,NA,NA,"Brasil","Santa Catarina","São Francisco do Sul","Vila da Glória.","-48.6380996704102","-26.2432994842529","23627","JOI002261","auto",NA,"Jotham Ziffer Berger","2006","01",NA,NA,NA,NA,"cresce em restinga perto de residencial Vila da Glória; HABITO: trepadeira",NA,"01",NA,NA,NA,NA,NA
"34","2019-09-04 18:06:12-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta","Dicotyledoneae",NA,"Asteraceae","Mikania","clematidifolia","Mikania clematidifolia",NA,"P. Dusén","3467","1904","2","8","Bolivia",NA,NA,NA,"-64.435","-16.7261",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type [status unknown]"
"35","2020-11-12 16:58:23-03","UEL","FUEL","9600","PreservedSpecimen","Plantae","Tracheophyta",NA,"Asterales","Asteraceae","Mikania","clematidifolia","Mikania clematidifolia","Dusén","Francisco das Chagas e Silva","1336","1987","04","24","Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy","-51.1627998352051","-23.3103008270264","63728",NA,"auto",NA,"Rossetto, EFS","2009","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-23 13:21:57-03","MN","R-TIPOS","5755c","PreservedSpecimen","Plantae",NA,NA,NA,"Asteraceae","Mikania","clematidifolia","Mikania clematidifolia","Dusén","Dusén, P.K.H.","3467","1904","02","08","Brasil","Paraná","Ipiranga","Monte Alegre","-50.5842018127441","-25.0238990783691","31827","R000005755c","auto",NA,NA,NA,NA,NA,NA,"1800","1800",NA,"R000005755c_001",NA,NA,NA,NA,NA,"Isotypus"
"37","2021-02-23 13:21:57-03","MN","R-TIPOS","5755","PreservedSpecimen","Plantae",NA,NA,NA,"Asteraceae","Mikania","clematidifolia","Mikania clematidifolia","Dusén","Dusén, P.K.H.","3467","1904","02","08","Brasil","Paraná","Ipiranga","Monte Alegre","-50.5842018127441","-25.0238990783691","31827","R000005755","auto",NA,NA,NA,NA,NA,NA,"1800","1800",NA,"R000005755_001",NA,NA,NA,NA,NA,"Isotypus"
"38","2021-02-23 13:21:57-03","MN","R-TIPOS","5755b","PreservedSpecimen","Plantae",NA,NA,NA,"Asteraceae","Mikania","clematidifolia","Mikania clematidifolia","Dusén","Dusén, P.K.H.","3467","1904","02","08","Brasil","Paraná","Ipiranga","Monte Alegre","-50.5842018127441","-25.0238990783691","31827","R000005755b","auto",NA,NA,NA,NA,NA,NA,"1800","1800",NA,"R000005755b_001",NA,NA,NA,NA,NA,"Isotypus"
"39","2021-02-23 13:21:57-03","MN","R-TIPOS","5755a","PreservedSpecimen","Plantae",NA,NA,NA,"Asteraceae","Mikania","clematidifolia","Mikania clematidifolia","Dusén","Dusén, P.K.H.","3467","1904","02","08","Brasil","Paraná","Ipiranga","Monte Alegre","-50.5842018127441","-25.0238990783691","31827","R000005755a","auto",NA,NA,NA,NA,NA,NA,"1800","1800",NA,"R000005755a_001",NA,NA,NA,NA,NA,"Isotypus"
"40","2021-02-08 12:36:37-03","UFRGS","ICN","120514","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Mikania","clematidifolia","Mikania clematidifolia","Dusén","Ritter, MR","1390","2001","08","11","Brasil","RS","Torres","mata do Faxinal face norte","-49.7268981933594","-29.3353004455566","20837",NA,"auto","América do Sul","Ritter, MR",NA,NA,NA,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).; Em beira de mata paludosa",NA,NA,NA,NA,NA,NA,NA
"41","2021-02-08 12:36:37-03","UFRGS","ICN","087017","S","Plantae","Dicotyledon",NA,NA,"Asteraceae","Mikania","clematidifolia","Mikania clematidifolia","Dusén","Hagelund, K","s.n.","1982","12","29","Brasil","SC","São João do Sul",NA,"-49.810001373291","-29.2233009338379","13742",NA,"auto","América do Sul","Ritter, MR","2001","11",NA,NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).",NA,"13",NA,NA,NA,NA,NA
