"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","typeStatus","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","previousCatalogNumber","fieldNumber","individualCount","sex"
"11","2021-04-05 14:25:47-03","UNESC","CRI","11840","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steud.","A. Korte","2011","07","05","A. Korte","2011","06","28","Brasil","Santa Catarina","Canoinhas","Campo dos Buenos.","-50.58","-26.46","50º34'48''W","26º27'36''S","Floresta Ombrófila Mista","CRI006165","CRI006165","7040","110","110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:25:47-03","UNESC","CRI","13372","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steud.","Aline Votri Guislon, Altamir Antunes, Guilherme Elias, Peterson Padilha & Renato Colares","2018","07","05","Aline Votri Guislon, Altamir Antunes, Guilherme Elias, Peterson Padilha & Renato Colares","2018","07","05","Brasil","Santa Catarina","Lauro Muller",NA,"-49.515278","-28.393056","49º30'55''W","28º23'35''S","Habitat: Terrícola Habito: Arbustivo","CRI011979",NA,NA,"743","743",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:25:47-03","UNESC","CRI","11851","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steud.","A. A. de Oliveira","2010","08","18","M. Verdi; N. L. de Souza, G. Klemz e D. H. Klettenberg","2010","05","05","Brasil",NA,"Brasil","Nova Fatima.","-49.136944","-28.080556","49º8'13''W","28º4'50''S","Floresta Ombrófila Densa","CRI006164","CRI006164","4648","276","276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:33:55-03","UNESC","CRI","3434","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steud.","Marcos Sobral","1995","01","02","Robson dos Santos; Clair Maria Martinello","1994","12","13","Brasil","Santa Catarina","Praia Grande","Interior do Canyon do Itaimbezinho.","-49.9475","-29.195","49º56'51''W","29º11'42''S","Habitat: mata atlântica Habito: erva","CRI006174","CRI006174","179","47","47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 14:33:55-03","UNESC","CRI","4644","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steud.","Daniel Ruschek","2003","06","30","V. P. Boff","1995","10","10","Brasil","Santa Catarina","Urussanga",NA,"-49.321389","-28.525556","49º19'17''W","28º31'32''S",NA,"CRI006162","CRI006162","495",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-08 15:16:32-03","UNESC","CRI","6458","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steud.","J. A. Jarenkow","1998","01","12","J. A. Jarenkow","1998","01","04","Brasil","Rio Grande do Sul","Camaquã","Chácara Velha.","-51.804722","-30.849167","51º48'17''W","30º50'57''S","Espigas verdes. Herbário PEL (18.517) Habito: Arbustivo","CRI012911","CRI012911","3757",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-05 14:25:47-03","UNESC","CRI","1014","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steud.","Vanilde Citadini- Zanette",NA,NA,NA,"Vanilde Citadini-Zanette; Jairo José Zocche & Aurélio José de Aguiar","1990","04","10","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S",NA,"CRI006173","CRI006173","1292","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-05 14:33:55-03","UNESC","CRI","1267","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steud.","Daniel Rruschel","2003","06","30","J. J. Zocche","1992","09","24","Brasil","Santa Catarina","Forquilhinha","Parque Ecológico.","-49.4725","-28.748056","49º28'21''W","28º44'53''S","Habitat: interior da mata","CRI006176","CRI006176",NA,"28","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-05 14:25:47-03","UNESC","CRI","3601","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","(Kunth) Steud.","Daniel Rruschel",NA,NA,NA,"V. Citadini-Zanette; et al.","1995","01","16","Brasil","Santa Catarina","Morro Grande","Pingador, Três Barras.","-49.721111","-28.801111","49º43'16''W","28º48'4''S","Floresta Ombrófila Densa Montana Habitat: beira da trilha Habito: subarbusto","CRI006175","CRI006175","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","556150","PreservedSpecimen","Plantae","Piperaceae","Piper","concinnatoris","Piper concinnatoris","Yunck.","E. F. Guimarães",NA,NA,NA,"A. F. M. Glaziou","1878","08","24","Brazil","Rio de Janeiro","Rio de Janeiro","Serra de Estrella","-43.2075","-22.9031",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227255' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556150","NY00556150_01","9593",NA,NA,"Magnoliophyta","Piperales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","556149","PreservedSpecimen","Plantae","Piperaceae","Piper","concinnatoris","Piper concinnatoris","Yunck.","T. G. Yuncker",NA,NA,NA,"Collector unspecified","1837",NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227254' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556149","NY00556149_01","1546",NA,NA,"Magnoliophyta","Piperales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","556145","PreservedSpecimen","Plantae","Piperaceae","Piper","concinnatoris","Piper concinnatoris","Yunck.",NA,NA,NA,NA,"F. C. Hoehne","1931","08","06","Brazil","São Paulo","Sao Paulo","Parque do Estado de Sao Paulo; Picada Lindley","-46.63","-23.5403",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227262' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556145","NY00556145_01","s.n.",NA,NA,"Magnoliophyta","Piperales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","556146","PreservedSpecimen","Plantae","Piperaceae","Piper","concinnatoris","Piper concinnatoris","Yunck.",NA,NA,NA,NA,"A. Löfgren","1894","07","29","Brazil","São Paulo","Sao Paulo","Sto. Amaro","-46.63","-23.5403",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227263' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556146","NY00556146_01","s.n.",NA,NA,"Magnoliophyta","Piperales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","556154","PreservedSpecimen","Plantae","Piperaceae","Piper","concinnatoris","Piper concinnatoris","Yunck.","R. Callejas Posada",NA,NA,NA,"G. G. Hatschbach","1963","10","19","Brazil","Paraná","Morretes","Estrada da Graciosa, Grota Funda","-48.8342","-25.4769",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227249' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556154","NY00556154_01","10765",NA,NA,"Magnoliophyta","Piperales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","556152","PreservedSpecimen","Plantae","Piperaceae","Piper","concinnatoris","Piper concinnatoris","Yunck.","R. Callejas Posada",NA,NA,NA,"J. C. Gomes","1965","03","31","Brazil","São Paulo","Ilhabela","Ilha da Vitória, Litoral Norte","-45.017173","-23.748254",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227251' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556152","NY00556152_01","2663",NA,NA,"Magnoliophyta","Piperales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","556143","PreservedSpecimen","Plantae","Piperaceae","Piper","concinnatoris","Piper concinnatoris","Yunck.",NA,NA,NA,NA,"L. Riedel",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227253' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556143","NY00556143_01","s.n.",NA,NA,"Magnoliophyta","Piperales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","556157","PreservedSpecimen","Plantae","Piperaceae","Piper","concinnatoris","Piper concinnatoris","Yunck.",NA,NA,NA,NA,"F. C. Hoehne","1931","08","06","Brazil","São Paulo","Sao Paulo","Sao Paulo, nativa no Jardim Botanico","-46.618358","-23.646109",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227259' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556157","NY00556157_01","s.n.",NA,NA,"Magnoliophyta","Piperales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","556144","PreservedSpecimen","Plantae","Piperaceae","Piper","concinnatoris","Piper concinnatoris","Yunck.",NA,NA,NA,NA,"F. C. Hoehne","1931","08","06","Brazil","São Paulo","Sao Paulo","Capital, nativa no Jardim Botanico","-46.618358","-23.646109",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227261' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556144","NY00556144_01","s.n.",NA,NA,"Magnoliophyta","Piperales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","556156","PreservedSpecimen","Plantae","Piperaceae","Piper","concinnatoris","Piper concinnatoris","Yunck.","H. 't Hart",NA,NA,NA,"J. C. Lindeman","1967","08","02","Brazil","Paraná",NA,"Near Summit Garatuva",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227248' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556156","NY00556156_01","5834",NA,NA,"Magnoliophyta","Piperales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","556148","PreservedSpecimen","Plantae","Piperaceae","Piper","concinnatoris","Piper concinnatoris","Yunck.","T. G. Yuncker",NA,NA,NA,"A. Löfgren","1894","07","29","Brazil","São Paulo","Sao Paulo","Santo Amaro","-46.63","-23.5403",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227258' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556148","NY00556148_01","2572",NA,NA,"Magnoliophyta","Piperales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","556153","PreservedSpecimen","Plantae","Piperaceae","Piper","concinnatoris","Piper concinnatoris","Yunck.","R. Callejas Posada",NA,NA,NA,"J. C. Gomes","1965","03","30","Brazil","São Paulo","Ilhabela","Ilha da Vitória, Litoral Norte","-45.017173","-23.748254",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227252' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556153","NY00556153_01","2652",NA,NA,"Magnoliophyta","Piperales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","556142","PreservedSpecimen","Plantae","Piperaceae","Piper","concinnatoris","Piper concinnatoris","Yunck.",NA,NA,NA,NA,"L. Riedel",NA,NA,NA,"Brazil","Rio de Janeiro","Magé","Pr. Mand.","-43.0406","-22.6531",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227260' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556142","NY00556142_01","37",NA,NA,"Magnoliophyta","Piperales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","556151","PreservedSpecimen","Plantae","Piperaceae","Piper","concinnatoris","Piper concinnatoris","Yunck.","E. F. Guimarães",NA,NA,NA,"A. F. M. Glaziou","1878","08","24","Brazil","Rio de Janeiro","Rio de Janeiro","Serra de Estrella","-43.2075","-22.9031",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227256' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556151","NY00556151_01","9593",NA,NA,"Magnoliophyta","Piperales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","885116","PreservedSpecimen","Plantae","Piperaceae","Piper","concinnatoris","Piper concinnatoris","Yunck.","R. Callejas Posada",NA,NA,NA,"J. C. Gomes","1965","03","30","Brazil","São Paulo",NA,"Ilha Vitória, Litoral Norte.","-45.024073","-23.736481",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=976616' target='other'> <mi>dwc_moreinfo</mi></a>","NY00885116","NY00885116_01","2652",NA,NA,"Magnoliophyta","Piperales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","556155","PreservedSpecimen","Plantae","Piperaceae","Piper","concinnatoris","Piper concinnatoris","Yunck.","R. Callejas Posada",NA,NA,NA,"J. C. Gomes","1965","04","01","Brazil","São Paulo","Ilhabela","Ilha da Vtória, Litoral Norte","-45.332948","-23.7230522",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227250' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556155","NY00556155_01","2693",NA,NA,"Magnoliophyta","Piperales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","556147","PreservedSpecimen","Plantae","Piperaceae","Piper","concinnatoris","Piper concinnatoris","Yunck.","T. G. Yuncker",NA,NA,NA,"M. Kuhlmann","1939","08","19","Brazil","São Paulo","Santo André","Alto da Serra","-46.5297","-23.66",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227257' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556147","NY00556147_01","s.n.",NA,NA,"Magnoliophyta","Piperales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","251228","PreservedSpecimen","Plantae","Piperaceae","Piper","concinnum","Piper concinnum","C.DC.",NA,NA,NA,NA,"J. B. E. Pohl",NA,NA,NA,"Brazil",NA,NA,"Ad Padre Correa in umbrosis silvas",NA,NA,NA,NA,"Collector noted on label only as Pohl <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=503383' target='other'> <mi>dwc_moreinfo</mi></a>","NY00251228","NY00251228_01","5032",NA,NA,"Magnoliophyta","Piperales","South America","sheet","holotype fragment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","557461","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","Kunth","T. G. Yuncker",NA,NA,NA,"R. Reitz","1945","08","18","Brazil","Santa Catarina","Sombrio","Sombrio","-49.635936","-29.103288",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=472891' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557461","NY00557461_01","1690",NA,NA,"Magnoliophyta","Piperales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","557455","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","Kunth","T. G. Yuncker",NA,NA,NA,"J. M. Pires","1960","06","08","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=472885' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557455","NY00557455_01","7677",NA,NA,"Magnoliophyta","Piperales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","557454","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","Kunth","T. G. Yuncker",NA,NA,NA,"G. G. Hatschbach","1962","09","23","Brazil","Paraná","Palmeira","Rod. do Café, Fazenda Santa Rita","-50.0064","-25.4294",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=472846' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557454","NY00557454_01","9178","800","800","Magnoliophyta","Piperales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","557395","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","Kunth","T. G. Yuncker",NA,NA,NA,"A. P. Duarte","1960","08","03","Brazil","Paraná","Piraí do Sul","Serra das Furnas, prox. de Piraí","-49.9483","-24.5261",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=472844' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557395","NY00557395_01","5406",NA,NA,"Magnoliophyta","Piperales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","557469","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","Kunth","T. G. Yuncker",NA,NA,NA,"B. Rambo","1950","10","11","Brazil","Rio Grande do Sul","Viamao","Toca do Tigre p. Itapoan","-51.0231","-30.0811",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=472897' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557469","NY00557469_01","48975",NA,NA,"Magnoliophyta","Piperales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","557472","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","Kunth","R. Callejas Posada",NA,NA,NA,"W. R. Anderson","1974","02","06","Brazil","Pará",NA,"Alto Tapajós. Missao Cururú; along the edge of the Rio Cururú","-57.52","-7.58",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=472827' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557472","NY00557472_01","10531","140","140","Magnoliophyta","Piperales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","557453","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","Kunth","T. G. Yuncker",NA,NA,NA,"P. A. Rohr","1945","09","02","Brazil","Santa Catarina","Florianópolis","Ilha de Santa Catarina","-48.4934807","-27.5942613",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=472884' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557453","NY00557453_01","451",NA,NA,"Magnoliophyta","Piperales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","557402","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","Kunth","T. G. Yuncker",NA,NA,NA,"G. G. Hatschbach","1961","08","30","Brazil","Paraná","Sao José dos Pinhais","Rod. Gov. Lupion, Rio Pequeno","-49.2064","-25.5347",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=472855' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557402","NY00557402_01","8208",NA,NA,"Magnoliophyta","Piperales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","557416","PreservedSpecimen","Plantae","Piperaceae","Piper","xylosteoides","Piper xylosteoides","Kunth","M. Sobral",NA,NA,NA,"M. Sobral","1985","09",NA,"Brazil","Rio Grande do Sul","Camaqua","Boa Vista, Camaqua","-51.8119","-30.8511",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=472901' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557416","NY00557416_01","4167",NA,NA,"Magnoliophyta","Piperales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
