"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","year","month","locality","identifiedBy","day","stateProvince","decimalLongitude","decimalLatitude","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2020-11-13 09:20:36-03","UFRJ","RFA","42913","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygopetalum","maxillare","Zygopetalum maxillare","Lodd.","M.S. Wängler","1539",NA,"Brasil",NA,"Flores azuis com quase nenhuma mancha nas sépalas e pétalas","RFA38919",NA,NA,"2014","05","APA Palmares","M.S. Wängler","13","Rio de Janeiro","-43.4185981750488","-22.4286003112793","Paty do Alferes",NA,NA,"2014",NA,NA,NA,NA,"18359","auto",NA,NA,NA,NA
"12","2020-11-13 09:20:36-03","UFRJ","RFA","37660","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygopetalum","maxillare","Zygopetalum maxillare","Lodd.","M. S. Wängler; F. C. Alzer; G. F. Mazzoni; D. F. Massunaga.","538",NA,"Brasil",NA,"Erva epífita em Cyatheaceae, raízes brancas, finas; duas folhas apicais e duas basais em pseudobulbos fusiformes, verdes; inflorescência basal de 30 cm; sépalas e pétalas verdes maculadas de castanho; labelo com urna violácea, base lilá","RFA38800",NA,NA,"2011","05","APA Palmares, Zona de Vida Silvestre, Estrada do Marão.","M. S. Wängler","15","Rio de Janeiro","-43.386389","-22.445833","Paty do Alferes",NA,NA,"2011","05","15","43º23'11''W","22º26'45''S",NA,NA,NA,NA,NA,NA
"13","2020-11-13 09:20:36-03","UFRJ","RFA","37795","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygopetalum","maxillare","Zygopetalum maxillare","Lodd.","M. S. Wängler; D. F. Massunaga; G. F. Mazzoni; N. Fortuna","454",NA,"Brasil",NA,"Erva epífita, 30 cm, raízes finas, brancas, rizoma longo, pseudobulbo fusiforme, verde, folhas lanceoladas, apicais, verdes, nervuras salientes, inflorescência basal, sépalas e pétalas alvo amareladas com manchas marrom, labelo alvo com","RFA38801",NA,NA,"2011","04","APA Palmares. Zona de Vida Silvestre, Alameda Água Fria, Corina.","M. S. Wängler","16","Rio de Janeiro","-43.376111","-22.448056","Paty do Alferes",NA,NA,"2011","12","14","43º22'34''W","22º26'53''S",NA,NA,NA,NA,NA,NA
"14","2020-11-24 17:10:56-03","UTFPR","DVPR","5035","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Zygopetalum","maxillare","Zygopetalum maxillare","Lodd.","Lombardi, JA; et al.","8299",NA,"Brasil",NA,"erva terrestre, tépalas creme mosqueadas de vinho, labelo vinho, coluna verde.","DVPR005035",NA,NA,"2011","04","Parque Nacional da Serra dos Órgãos, trilha para o alojamento 04 e a Pedra do Sino.","Dinato, DO","12","Rio de Janeiro","-42.594307","-22.2532","Teresópolis",NA,NA,"2012","02",NA,"-42.594307","-22.2532",NA,NA,NA,NA,NA,NA
"15","2019-12-04 15:26:39-03","PUCPR","HUCP","24837","S","Plantae","Monocotiledonea",NA,"Orchidaceae","Zygopetalum","maxillare","Zygopetalum maxillare","Lodd.","Kersten, RA","1685",NA,"Brasil",NA,"Floresta de restinga, alterada. Cultivada em Curitiba. Labelo lilás, sepalas marrom com máculas verdes. 20m s.n.m.","HUCP00024837","HUCP00024837",NA,"2017","04","Parque Estadual do Palmito","Kersten, RA","05","Paraná","-48.5092010498047","-25.5200004577637","Paranaguá",NA,NA,"2017","04","05",NA,NA,"24916","auto",NA,NA,NA,NA
"16","2020-10-27 11:22:07-03","PUCPR","HUCP","25335","S","Plantae","Monocotiledonea",NA,"Orchidaceae","Zygopetalum","maxillare","Zygopetalum maxillare","Lodd.","Caxambu, MG; et al.","5038",NA,"Brasil",NA,"Erva epífita, semi-ciófila, ripária. Flores com labelo alvo-arroxeado. Forófito: Cyathea delgadii Stern (Cyatheaceae). Relevo: suave-ondulado. Vegetação: Floresta Estacional Semidecidual Aluvial.","HUCP00025335","HUCP00025335",NA,"2014","02","Reserva Biológica das Perobas","Caxambu, MG","13","Parana","-52.7383","-23.8469","Tuneiras do Oeste","439","439","2014","02","26","-52.7383","-23.8469",NA,NA,NA,NA,NA,NA
"17","2019-12-04 15:26:39-03","PUCPR","HUCP","19961","S","Plantae","Monocotiledonea",NA,"Orchidaceae","Zygopetalum","maxillare","Zygopetalum maxillare","Lodd.","Ariati, V; Vargas, G","150",NA,"Brasil",NA,NA,"HUCP00005875","HUCP00005875",NA,"2008","12","Morro Camapuã","Kersten, RA","14","Paraná","-49.0553016662598","-25.3055992126465","Campina Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA
"18","2019-12-04 15:26:39-03","PUCPR","HUCP","25097","S","Plantae","Monocotiledonea",NA,"Orchidaceae","Zygopetalum","maxillare","Zygopetalum maxillare","Lodd.","Caxambu, MG; Monteiro, MR; Stevanato, M","7740",NA,"Brasil",NA,"Erva Epífita, ciófila. Flores com cálice amarelado e corola com pétalas verdes, maculadas de castanho-avermelhado. Labelo alvo-arroxeado, Forófito,: Alsophila sp. (Cyateaceae). Relevo: suave-ondulado. Vegetação: Floresta Estacional","HUCP00025097","HUCP00025097",NA,"2017","01","Parque Nacional do Iguaçu, Trilha do Rio Azul","Caxambu, MG","11","Paraná","-53.8485984802246","-25.1466999053955","Céu Azul",NA,NA,"2017","01","11",NA,NA,"51148","auto",NA,NA,NA,NA
"19","2020-02-08 08:47:01-03","NBC","NL-BOTANY","U.1469518","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Zygopetalum","maxillare","Zygopetalum maxillare","Lodd.","Lindeman JC; Haas JH de",NA,"Southern America","Brazil",NA,"Edge of shallow forest lake.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1469518 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1469518","NL-U1469518",NA,"1967","03","Est. Paraná. Fazenda Lagoa, c. 85 km SW. of Gurapuava.","Pabst GFJ","09","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0043777",NA,NA
"20","2020-02-08 08:47:01-03","NBC","NL-BOTANY","U.1469519","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Zygopetalum","maxillare","Zygopetalum maxillare","Lodd.","Lindeman JC; Haas JH de",NA,"Southern America","Brazil",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1469519 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1469519","NL-U1469519",NA,"1967","03","Est. Paraná. Cantagalo, 30 km E. of Laranjeiras do Sul.","Pabst GFJ","02","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0043778",NA,NA
"21","2020-11-04 12:17:40-03","ESALQ","ESA","84909","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Zygopetalum","maxillare","Zygopetalum maxillare","Lodd.","Viani, R.A.G.; Souza, S.C.P.M.; Gusson, E.; Cavallari Neto, M.; Melo, A.C.G.; Paula-Souza, J.; Souza, V.C.; Rodrigues, R.R.; Tamashiro, J.Y.","85.0",NA,"Brasil",NA,"Terrestre, sépalas verdes com manchas castanhas, pétalas superiores semelhantes as sépalas, labelo arroxeado, coluna roxa e estames creme.","ESA084909","ESA084909",NA,"2003","04","BLOQUEADO","Forster, W.","15","São Paulo","-48.3600006103516","-24.0900001525879","Ribeirão Grande","780","780",NA,NA,NA,NA,NA,"25028","auto",NA,NA,NA,NA
"22","2020-11-04 12:17:40-03","ESALQ","ESA","79912","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Zygopetalum","maxillare","Zygopetalum maxillare","Lodd.","Udulutsch, R.G.; Berndt, A.; Giannotti, M.; Muniz, M.R.A.; Botrel, R.T.; Vieira, S.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Franco, G.C.; Forster, W.; Ivanauskas, N.M.","674.0",NA,"Brasil",NA,"Epífita encontrada a 5m de altura sobre Cyatheaceae. Flores com sépalas e pétalas verdes com máculas vinosas; labelo com calosidade violeta e disco com a porção basal violeta e a apical alva.","ESA079912","ESA079912",NA,"2002","04","BLOQUEADO","Forster, W.","23","São Paulo","-47.9900016784668","-23.8700008392334","São Miguel Arcanjo",NA,NA,"2002","04","02",NA,NA,"27904","auto",NA,NA,NA,NA
"23","2020-11-04 12:15:40-03","ESALQ","ESA","139269","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygopetalum","maxillare","Zygopetalum maxillare","Lodd.","Gissi, D. S.","242.0",NA,"Brasil",NA,NA,"ESA139269",NA,NA,"2016","05","Parque Nacional do Itatiaia. Trilha Hotel Simont - Três Picos.","S. Koehler","06","Rio de Janeiro","-44.5633010864258","-22.4960994720459","Itatiaia",NA,NA,NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA
"24","2020-11-04 12:15:40-03","ESALQ","ESA","134010","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygopetalum","maxillare","Zygopetalum maxillare","Lodd.","Faraco, A.G.; Silveira, G.A.R.; Silva, K.F.; Moura, T.M.; Mineiro-Matos, L.M., Ivanauskas, N.M., Tamashiro, J.Y.","456.0",NA,"Brasil",NA,"epífita, ca 50 cm, pétala verde pintada de vinho, labelo vinho com degradê para branco","ESA134010","ESA134010",NA,"2009","04","Trilha do vale do Rio Varanal","Forster, W.","17","Paraná","-50.6156005859375","-24.3239002227783","Telêmaco Borba",NA,NA,"2009",NA,NA,"50?33' 27''","24? 19' 44''","35037","auto",NA,NA,NA,NA
"25","2021-03-31 13:41:19-03","MN","R","121756","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygopetalum","maxillare","Zygopetalum maxillare","Lodd.","Lutz, A.","740",NA,"Brasil",NA,"Herbarium Lutz",NA,NA,NA,"1915","02",NA,"Pabst, G.F.J.",NA,"São Paulo",NA,NA,NA,NA,NA,"1974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-31 13:41:19-03","MN","R","86471","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygopetalum","maxillare","Zygopetalum maxillare","Lodd.","Vidal, J.",NA,NA,"Brasil",NA,NA,NA,NA,NA,"1949","08",NA,"Pabst, G.F.J.",NA,"Minas Gerais","-43.5080986022949","-20.2875003814697","Ouro Preto",NA,NA,"1962","04","20",NA,NA,"44599","auto",NA,NA,NA,NA
"27","2021-03-31 13:41:19-03","MN","R","3058","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygopetalum","maxillare","Zygopetalum maxillare","Lodd.","Araujo, F.P.L.",NA,NA,"Brasil",NA,NA,NA,NA,NA,"1888",NA,NA,"Sampaio, A.J.",NA,"Minas Gerais","-43.125301361084","-21.4575004577637","Rio Novo",NA,NA,NA,NA,NA,NA,NA,"14119","auto",NA,NA,NA,NA
"28","2021-03-31 13:41:19-03","MN","R","3052","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygopetalum","maxillare","Zygopetalum maxillare","Lodd.","Dusén, P.K.H.","4330",NA,"Brasil",NA,NA,NA,NA,NA,"1904","03",NA,"Sampaio, A.J.","27","Paraná","-50.5475006103516","-25.4132995605469","Fernandes Pinheiro",NA,NA,NA,NA,NA,NA,NA,"27771","auto",NA,NA,NA,NA
"29","2021-03-31 13:41:19-03","MN","R","197652","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygopetalum","maxillare","Zygopetalum maxillare","Lodd.",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,"1947",NA,NA,"Forster, W.",NA,"Rio de Janeiro","-44.5633010864258","-22.4960994720459","Itatiaia",NA,NA,"2002","03",NA,NA,NA,"19648","auto",NA,NA,NA,NA
"30","2021-03-31 13:41:19-03","MN","R","43787","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygopetalum","maxillare","Zygopetalum maxillare","Lodd.","Velloso, H.P.","353",NA,"Brasil",NA,NA,NA,NA,NA,"1943","04","Agriões","Pabst, G.F.J.","08","Rio de Janeiro","-42.9655990600586","-22.4122009277344","Teresópolis",NA,NA,"1961","06","02",NA,NA,"38539","auto",NA,NA,NA,NA
"31","2021-02-05 16:16:12-03","MN","R","236328","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygopetalum","maxillare","Zygopetalum maxillare","Lodd.","Costa, I.G.C.M. 58; Costa, F.G.C.M. & Silva, J.L.",NA,NA,"Brasil",NA,NA,NA,NA,NA,"2019","03","Parque Nacional do Itatiaia","Costa, I.G.C.M.","12","Rio de Janeiro","-44.5633010864258","-22.4960994720459","Itatiaia","1254","1254","2019","03","12","44°37#?#43.4#?##?#W","22°25#?#59.7#?##?#S","19648","auto",NA,NA,NA,NA
"32","2021-03-31 13:41:19-03","MN","R","31615","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygopetalum","maxillare","Zygopetalum maxillare","Lodd.","Lutz, B.M.J.","1070",NA,"Brasil",NA,NA,NA,NA,NA,"1938","04","Recreio dos Bandeirantes","Forster, W.","02","Rio de Janeiro","-43.2075004577637","-22.9027996063232","Rio de Janeiro",NA,NA,"2002","03",NA,NA,NA,"57442","auto",NA,NA,NA,NA
"33","2019-08-27 13:26:39-03","IAP","PACA-AGP","115517","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Zygopetalum","maxillare","Zygopetalum maxillare","Lodd.","Rocha, L.D.","170",NA,"Brasil",NA,"Habitat: epífito","PACA115517",NA,NA,"2012","12","nascente do Rio dos Sinos","Endres Jr., D.","16","RS","-50.291056","-29.706944","Caraá",NA,NA,"2012","12","16","50º17'27.8W","29º42'25.0S",NA,NA,"Liliatae",NA,NA,NA
"34","2020-12-20 21:18:47-03","UFV","VIC","16138","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygopetalum","maxillare","Zygopetalum maxillare","Lodd","Paula, C.C.","996",NA,"Brasil",NA,"Só cresce em samambaias arbóreas, planta em colônia, esciófila.","VIC016138","VIC016138",NA,"1995","06","Serra do Brigadeiro","Leoni, L.S.",NA,"Minas Gerais","-42.5208015441895","-20.6667003631592","Araponga",NA,NA,"1996","07","03",NA,NA,"16385","auto",NA,NA,NA,NA
"35","2019-11-21 14:41:12-03","UFJF","CESJ","50694","PreservedSpecimen","Plantae","Angiosperma",NA,"Orchidaceae","Zygopetalum","maxillare","Zygopetalum maxillare","Lodd.","L. Menini Neto; N.L. Abreu","593","América do Sul","Brasil",NA,"Erva epífita, sobre Dicksonia sellowiana, em interior de floresta ombrófila, grande população, pseudobulbo e folhas verde-escuro, flores sépalas e pétalas verdes, maculadas de castanho, labelo com a base lilacínea, passando a alvo no ápice.","CESJ050694",NA,NA,"2008","05","Fazenda Serra Negra, 21º56'38,7S, 43º50'20,3W","L. Menini Neto","09","Minas Gerais","-43.793098449707","-21.8425006866455","Lima Duarte",NA,NA,"2008","05","09",NA,NA,"30417","auto",NA,NA,NA,NA
"36","2019-11-21 14:41:12-03","UFJF","CESJ","71888","PreservedSpecimen","Plantae","Angiosperma",NA,"Orchidaceae","Zygopetalum","maxillare","Zygopetalum maxillare","Lodd.","D.E.F. Barbosa; G.A. Basilio","376","América do Sul","Brasil",NA,"Epífita sobre Cyathea. Frequente. Sépalas e pétalas verdes, maculadas de castanho, labelo com base lilás, passando a alvo no ápice. Interior de floresta.","CESJ071888",NA,NA,"2017","04","Serra do Relógio, Floresta semidecidual montana","L. Menini Neto","08","Minas Gerais","-42.935833","-21.387778","Descoberto","1200","1200","2017","04","08","-42.935833","-21.387778",NA,NA,NA,NA,NA,NA
"37","2020-01-22 18:44:05-03","UFJF","CESJ","73013","PreservedSpecimen","Plantae","Angiosperma",NA,"Orchidaceae","Zygopetalum","maxillare","Zygopetalum maxillare","Lodd.","D.R. Couto; M.M. Moreira","4068","América do Sul","Brasil",NA,"Epífita sobre cáudice de samambaiuçu; frutos verdes.","CESJ073013",NA,NA,"2018","10","Parque Nacional do Itatiaia, Trilha Ruy Braga, saindo da Cachoeira da Maromba","D.R. Couto","20","Rio de Janeiro","-44.620833","-22.430278","Itatiaia","1150","1150","2018","10","20","-44.620833","-22.430278",NA,NA,NA,NA,NA,NA
"38","2020-07-02 18:55:45-03","UFJF","CESJ","47583","PreservedSpecimen","Plantae","Angiosperma",NA,"Orchidaceae","Zygopetalum","maxillare","Zygopetalum maxillare","Lodd.","A.L.Santiago; N.F.O. Mota; P.L. Viana; F.S. Souza; O.J. Bastos Neto","7","América do Sul","Brasil",NA,"Epífita associada a Dicksonia sellowiana. Pseudobulbo e folhas verde-claros. Pedúnculo verde-claro. Brácteas estramíneas, sépalas castanhas matizadas de verde. Pétalas verdes matizadas de castanho. Labelo lilás, calo lilás com centro amarelo e estrias","CESJ047583",NA,NA,"2006","05","Serra Negra, trilha para o Burro de Ouro.","N.L. Abreu","21","Minas Gerais","-43.8278007507324","-22.0891990661621","Rio Preto",NA,NA,"2006","05",NA,NA,NA,"20815","auto",NA,NA,NA,NA
"39","2019-11-21 14:41:12-03","UFJF","CESJ","56010","PreservedSpecimen","Plantae","Angiosperma",NA,"Orchidaceae","Zygopetalum","maxillare","Zygopetalum maxillare","Lodd.","F.S. Souza; J.H.C. Ribeiro; C.O.Rezende","873","América do Sul","Brasil",NA,"Epífita em <em>Cyathea phalerata</em> no interior d mata, próximo a curso d'água. Sépalas verdes maculadas de castanho. Coluna arroxeada com bordos verdes, calo azulado e labelo branco maculado de roxo.","CESJ056010",NA,NA,"2010","04","Serra do Relógio, RPPN Alto da Boa Vista","F.S. Souza","09","Minas Gerais","-42.9674987792969","-21.4596996307373","Descoberto",NA,NA,"2010","04",NA,NA,NA,"11991","auto",NA,NA,NA,NA
"40","2021-02-17 13:39:52-03","UNICAMP","UEC","139049","S","Plantae","Liliopsida",NA,"Orchidaceae","Zygopetalum","maxillare","Zygopetalum maxillare","Lodd.","Singer, RB","2003/16",NA,"Brazil",NA,NA,"UEC001414","UEC001414",NA,"2003","10","Extrema","Singer, RB","02","Minas Gerais","-46.331414","-22.892778","Extrema",NA,NA,NA,NA,NA,"-46.331414","-22.892778",NA,NA,NA,NA,NA,NA
"41","2019-08-20 10:01:02-03","UNICAMP","UEC","128127","S","Plantae","Liliopsida",NA,"Orchidaceae","Zygopetalum","maxillare","Zygopetalum maxillare","Lodd.","Udulutsch, RG; Rodrigues, R; Muniz, MRA; Vieira, S; Berndt, A; Giannotti, M; Botrel, RT","674",NA,"Brazil",NA,"Epífita encontrada a 5 m de altura sobre Cyatheaceae. Flores com sépalas e pétalas verdes com máculas vinosas; labelo com calosidade violeta e disco com a porção basal violeta e a apical alva.","UEC001413","UEC001413",NA,"2002","04","Parque Estadual de Carlos Botelho, Núcleo S. M. Arcanjo. Floresta Estacional Semidecidual/ floresta Ombrofila Densa Montana. Trilha do Taquaral.","Forster, W","23","São Paulo","-47.989722","-24.058333","São Miguel Arcanjo",NA,NA,"2002","04","02","-47.989722","-24.058333",NA,NA,NA,NA,NA,NA
"42","2019-08-20 10:01:02-03","UNICAMP","UEC","140075","S","Plantae","Liliopsida",NA,"Orchidaceae","Zygopetalum","maxillare","Zygopetalum maxillare","Lodd.","Singer, RB","98/112",NA,"Brazil",NA,NA,"UEC001416","UEC001416",NA,NA,NA,"Parque Estadual Morro do Diabo","Singer, RB",NA,"São Paulo","-52.1599998474121","-22.5300006866455","Teodoro Sampaio",NA,NA,NA,NA,NA,NA,NA,"54606","auto",NA,NA,NA,NA
"43","2019-08-20 10:01:02-03","UNICAMP","UEC","138977","S","Plantae","Liliopsida",NA,"Orchidaceae","Zygopetalum","maxillare","Zygopetalum maxillare","Lodd.","Singer, RB","98/112",NA,"Brazil",NA,NA,"UEC001718","UEC001718",NA,NA,NA,"Parque Estadual Morro do Diabo","Singer, RB",NA,"São Paulo","-52.1599998474121","-22.5300006866455","Teodoro Sampaio",NA,NA,NA,NA,NA,NA,NA,"54606","auto",NA,NA,NA,NA
"44","2020-12-04 13:19:33-03","UDESC","LUSC","6851","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygopetalum","maxillare","Zygopetalum maxillare","Lodd.","Floriani, M.M.P.","306",NA,"Brasil",NA,NA,"LUSC001504","LUSC001504",NA,"2013","01","Fazenda Santo Antônio.",NA,"22","Santa Catarina","-49.7792015075684","-27.8605995178223","Rio Rufino",NA,NA,NA,NA,NA,NA,NA,"29300","auto",NA,NA,NA,NA
"45","2020-10-14 10:04:26-03","FURB","FURB","10536","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Zygopetalum","maxillare","Zygopetalum maxillare","Lodd.","Dreveck, S.; Gasper, A.L. de & Carneiro, F.E.","541",NA,"Brasil",NA,"Florística IFFSC 602(Epífita) Habitat: Floresta Ombrófila Mista; Habito: epífita de samambaia; flor labelo lilás, sépalas marrom","FURB36572","FURB36572",NA,"2009","01","Linha Silvano.","Ceolin, LM","24","Santa Catarina","-52.2","-27","Ipumirim","874","874","2009","03","23","-52.2000000","-27.0000000",NA,NA,NA,NA,NA,NA
