"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","imagecode","geoFlag","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","order","typeStatus"
"11","2020-12-21 16:36:24-03","MBM","MBM","287767","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","76146","2003","10","11","Southern America","Brazil",NA,NA,NA,"MBM287767",NA,"Mattos","Sobral, M.",NA,NA,NA,"Mato Grosso do Sul","Bonito","-56.4818992614746","-21.1210994720459","71352","MBM287767","auto","Rod. MS-345, Bonito - Anastácio, próximo a Fazenda Serra Verde",NA,NA,NA,NA,NA,NA,NA
"12","2020-12-21 16:36:24-03","MBM","MBM","230960","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","Motta, J.T.","1481","1988","11","20","Southern America","Brazil",NA,NA,NA,"MBM230960",NA,"Mattos","Soares-Silva, L.H.",NA,NA,NA,"Minas Gerais","Poços de Caldas","-46.5614013671875","-21.7877998352051","23696","MBM230960","auto","Campo do Saco",NA,NA,NA,NA,NA,NA,NA
"13","2020-12-21 16:36:24-03","MBM","MBM","53704","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","Hatschbach, G.","11663","1964","10","03","Southern America","Brazil",NA,NA,NA,"MBM053704",NA,"Mattos",NA,NA,NA,NA,"Paraná","Castro","-50.0119018554688","-24.7910995483398","50779","MBM053704","auto","Rio São João, Carambeí",NA,NA,NA,NA,NA,NA,NA
"14","2020-12-21 16:36:24-03","MBM","MBM","244068","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","Poliquesi, C.B.; Cordeiro, J.; Barboza, E.; Cordeiro, J.; Barboza, E.","634","1999","11","24","Southern America","Brazil",NA,NA,NA,"MBM244068",NA,"Mattos","Sobral, M.",NA,NA,NA,"Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545","46557",NA,"auto","Buraco do Padre",NA,NA,NA,NA,NA,NA,NA
"15","2020-12-21 16:36:24-03","MBM","MBM","244603","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","Soares-Silva, L.H.; et al.; et al.","2222","1998","01","22","Southern America","Brazil",NA,NA,NA,"MBM244603",NA,"Mattos","Soares-Silva, L.H.",NA,NA,NA,"Paraná","Tibagi","-50.4136009216309","-24.5093994140625","56988","MBM244603","auto","Cânion do Guartelá",NA,NA,NA,NA,NA,NA,NA
"16","2020-12-21 16:36:24-03","MBM","MBM","297301","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","Mazine, F.F.; et al.; et al.","1043","2003","11","14","Southern America","Brazil",NA,NA,NA,"MBM297301",NA,"Mattos","Sobral, M.",NA,NA,NA,"São Paulo","Itararé","-49.3400001525879","-24.1100006103516","27729","MBM297301","auto","Itararé",NA,NA,NA,NA,NA,NA,NA
"17","2020-12-11 11:39:06-03","UFMG","BHCB","197869","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","Mazine, FF; Lucas, E; Souza, VC de; Romão, GO; Paula-Souza, J","1021","2003","11","13","Southern America","Brasil",NA,NA,NA,"BHCB197869","Dicotyledon","Mattos",NA,"2003","11",NA,"São Paulo","Itararé","-49.3400001525879","-24.1100006103516","27729",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-02-11 17:20:39-03","UFPR","UPCB","50639","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","Sakagami, C.R.","179","2004","10","29",NA,"Brasil",NA,NA,"Arbusto, ca. 70cm, afloramento rochoso..",NA,NA,"Mattos","Sobral, M.","2009",NA,NA,"Paraná","Tibagi","-50.4136009216309","-24.5093994140625","56988",NA,"auto","Parque Estadual do Guartelá",NA,NA,NA,NA,NA,NA,NA
"19","2021-02-11 17:20:39-03","UFPR","UPCB","81130","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","Lima, D.F.","84","2010","09","24",NA,"Brasil",NA,NA,"Arbusto 0,5m, flores brancas, perfumadas..","UPCB0031215",NA,"Mattos","Ribeiro, C.L.","2019","08","12","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611","44368","UPCB0031215","auto","Parque Estadual do Cerrado.",NA,NA,NA,NA,NA,NA,NA
"20","2021-02-11 17:20:39-03","UFPR","UPCB","78761","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","Lima, D.F.","92","2010","09","24",NA,"Brasil",NA,NA,"Arbusto 0,4m. Muitas flores brancas, aromáticas. Abundante na trilha..","UPCB0031222",NA,"Mattos","Ribeiro, C.L.","2019","08","12","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611","44368","UPCB0031222","auto","Parque Estadual Vila Rica do Espírito Santo.",NA,NA,NA,NA,NA,NA,NA
"21","2012-04-12 13:05:00-03","MO","MOBOT","1846205","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hagelundii","Eugenia hagelundii","Lidia Pérez de Molas","Pérez de Molas 384",NA,NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,"Mattos","Sobral",NA,NA,NA,"Paraguarí",NA,NA,NA,NA,NA,NA,"Parque nacional Ybycui. Vegetación rala tipo cerrado, suelo pedregoso con afloramiento rocoso",NA,NA,NA,NA,NA,NA,NA
"22","2012-04-20 10:02:00-03","MO","MOBOT","2482908","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hagelundii","Eugenia hagelundii","Karner Hagelund","Hagelund 12497","1978","10","9","South America","Brazil",NA,NA,NA,NA,NA,"Mattos",NA,NA,NA,NA,"Rio Grande do Sul",NA,NA,NA,NA,NA,NA,"São Francisco de Assis",NA,NA,NA,NA,NA,NA,NA
"23","2020-06-22 14:18:52-03","UNESP-IBILCE","SJRP","32714","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","Stranghetti, V.; Ranga, N. T. & Rezende A. A.","2590.0","2007","09","15","América do Sul","Brasil",NA,NA,"Arbusto, 3m botão esverdeado, flor branca. Biota",NA,"Tracheophyta","Mattos",NA,NA,NA,NA,"São Paulo","Sales (G2)","-49.5","-21.40472222",NA,NA,NA,"Fazenda Águas Claras","-49.50000000","-21.40472222",NA,NA,"Magnoliopsida","Myrtales",NA
"24","2020-06-22 14:18:52-03","UNESP-IBILCE","SJRP","32715","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","Stranghetti, V.; Ranga, N. T. & Rezende A. A.","2589.0","2007","09","15","América do Sul","Brasil",NA,NA,"Árvore, 3m botão esverdeado, flor branca. Biota",NA,"Tracheophyta","Mattos",NA,NA,NA,NA,"São Paulo","Sales (G2)","-49.5","-21.40472222",NA,NA,NA,"Fazenda Águas Claras","-49.50000000","-21.40472222",NA,NA,"Magnoliopsida","Myrtales",NA
"25","2018-09-12 14:48:21-03","UNIOESTE","UNOP","8712","S","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","Freitas, E.M.","1139","2016","12","22",NA,"Brasil",NA,NA,"Arbusto, com folhas inteiras e flor branco com numerosos estames.",NA,NA,"Mattos","Freitas, E.M.","2016","12","22","Rio Grande do Sul","São Francisco de Assis","-55.157222","-29.612778",NA,NA,NA,"Jacaquá (solo seco e arenoso com patejo)","-55.157222","-29.612778",NA,NA,NA,NA,NA
"26","2019-11-07 11:44:39-03","FUVATES","HVAT","4173","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","L. Mayer","s.n.","2012","09","15",NA,"Brasil",NA,NA,"Folhas simples, compostas e glândulas translucidas","HVAT00004173",NA,"Mattos","E. Freitas","2012","09","15","Rio Grande do Sul","Alegrete","-55.404444","-29.6575",NA,NA,NA,"Cerro Tigre.","-55º24'16''W","-29º39'27''S",NA,NA,NA,NA,NA
"27","2015-03-07 08:58:55-03","F","FMNH-SEEDPLANTS","V0108758F","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hagelundii","Eugenia hagelundii",NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"V0108758F","Spermatophyta",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,"V0108758F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"28","2020-11-12 17:01:51-03","UEL","FUEL","14975","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","Soares-Silva, LH; et al.","423","1995","10","04",NA,"Brasil",NA,NA,NA,"FUEL008837","Tracheophyta","Mattos","Soares-Silva, LH","1999",NA,NA,"Paraná","São Jerônimo da Serra","-50.7411003112793","-23.7275009155273","30511",NA,"auto","Cerrado",NA,NA,NA,NA,NA,"Myrtales",NA
"29","2020-11-12 17:01:51-03","UEL","FUEL","34635","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","K.L.V.R. de Sá; et al.","409","2002","11","29",NA,"Brasil",NA,NA,NA,"FUEL008838","Tracheophyta","Mattos","Sobral, M","2009","07","31","Paraná","São Jerônimo da Serra","-50.7411003112793","-23.7275009155273","30511",NA,"auto","Reserva Indígena São Jerônimo",NA,NA,NA,NA,NA,"Myrtales",NA
"30","2020-11-12 17:01:51-03","UEL","FUEL","34633","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","K.L.V.R. de Sá; et al.","398","2002","11","29",NA,"Brasil",NA,NA,NA,"FUEL008835","Tracheophyta","Mattos","Sobral, M","2009","07","31","Paraná","São Jerônimo da Serra","-50.7411003112793","-23.7275009155273","30511",NA,"auto","Reserva Indígena São Jerônimo",NA,NA,NA,NA,NA,"Myrtales",NA
"31","2020-11-12 17:01:51-03","UEL","FUEL","18908","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","Francisco das Chagas e Silva; Soares-Silva, LH","2030","1996","10","15",NA,"Brasil",NA,NA,NA,"FUEL008841","Tracheophyta","Mattos","Soares-Silva, LH","1999",NA,NA,"Paraná","Sengés","-49.4636001586914","-24.1128005981445","55682",NA,"auto","Arredores de São Jerônimo da Serra",NA,NA,NA,NA,NA,"Myrtales",NA
"32","2020-11-12 17:01:51-03","UEL","FUEL","18875","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","Francisco das Chagas e Silva; Francisco, EM","2094","1996","11","06",NA,"Brasil",NA,NA,NA,"FUEL008840","Tracheophyta","Mattos","Soares-Silva, LH","1997",NA,NA,"Paraná","Tibagi","-50.4136009216309","-24.5093994140625","56988",NA,"auto","Canion Guartelá",NA,NA,NA,NA,NA,"Myrtales",NA
"33","2020-11-12 17:01:51-03","UEL","FUEL","16023","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","Soares-Silva, LH","479","1995","10","27",NA,"Brasil",NA,NA,NA,"FUEL008836","Tracheophyta","Mattos","Soares-Silva, LH","1995","05",NA,"Paraná","Tibagi","-50.4136009216309","-24.5093994140625","56988",NA,"auto","Salto Santa Rosa",NA,NA,NA,NA,NA,"Myrtales",NA
"34","2019-11-01 15:05:24-03","UnB","UB","8609","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","Chagas e Silva, FC; Soares-Silva, LH","2222","1998","01","22","Southern America","Brasil",NA,NA,"SubArbusto 0,6m. Flor branca; Cerrado.",NA,"Dicotyledoneae","Mattos","Soares-Silva, LH",NA,NA,NA,"Paraná",NA,NA,NA,NA,NA,NA,"Cannyon Guartela, Rio Tibagi",NA,NA,NA,NA,NA,NA,NA
"35","2019-11-01 15:05:24-03","UnB","UB","168875","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","Takeda; Schiesinki","910","1992","11","06","Southern America","Brasil",NA,NA,"Fruto periformes.; Xilopodifera de campo.",NA,"Dicotyledoneae","Mattos","Silva, LHS","1999",NA,NA,"Paraná ","Ponta Grossa","-50.16","-25.1",NA,NA,NA,"Rio São Jorge.","-50.16","-25.1",NA,NA,NA,NA,NA
"36","2019-11-01 15:05:24-03","UnB","UB","168876","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","Silva, FC","2094","1996","11","06","Southern America","Brasil",NA,NA,"Arbusto 0,70cm alt; frutos verde-amarelados, em formato de pera, comestíveis.",NA,"Dicotyledoneae","Mattos","Silva, LHS","2001",NA,NA,"Paraná ","Tibagi","-50.41","-24.51",NA,NA,NA,"Cannyon Guartelá.","-50.41","-24.51",NA,NA,NA,NA,NA
"37","2019-11-01 15:05:24-03","UnB","UB","130104","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","Soares-Silva, LH","423","1995","10","04","Southern America","Brasil",NA,NA,"Frutos piriformes imaturos verdes.; Arbusto 4m.; Cerrado",NA,"Dicotyledoneae","Mattos","Soares-Silva, LH","1999",NA,NA,"Paraná ","São Jerônimo da Serra","-50.7411003112793","-23.7275009155273","30511",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-01 15:05:24-03","UnB","UB","130103","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","Carmo, MRB","375","2003","11","28","Southern America","Brasil",NA,NA,"Frutos amarelos.; Erva 0,15m.; Campo limpo",NA,"Dicotyledoneae","Mattos","Soares-Silva, LH","2005",NA,NA,"Paraná ","Tibagi","-50.4136009216309","-24.5093994140625","56988",NA,"auto","Parque Estadual do Guartelá",NA,NA,NA,NA,NA,NA,NA
"39","2019-11-01 15:05:24-03","UnB","UB","130105","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","Soares-Silva, LH","479","1995","10","27","Southern America","Brasil",NA,NA,"Frutos imaturos verdes.; Arvoreta 2,5m.",NA,"Dicotyledoneae","Mattos","Soares-Silva, LH","2001",NA,NA,"Paraná ","Tibagi","-50.4136009216309","-24.5093994140625","56988",NA,"auto","Salto Santa Rosa",NA,NA,NA,NA,NA,NA,NA
"40","2020-08-20 14:58:14-03","UFSC","FLOR","62726","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","Nuernberg, A.; Mello, A.S.; Grings, M.","1836","2016","10","31",NA,"Brasil",NA,NA,"arbustiva, fruto verde, flor branca","FLOR0062726",NA,"Mattos","Grings, M.","2017","09","15","Rio Grande do Sul","São Francisco de Assis","-55.090556","-29.557222",NA,"FLOR0062726",NA,NA,"55º5'26''W","29º33'26''S",NA,NA,NA,"Myrtales",NA
"41","2021-03-04 15:45:21-03","IF","SPSF","53346","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","O.T. Aguiar et al.","1390","2014","11","05","América do Sul","Brasil",NA,NA,"COLETA: Arbusto de 30cm de altura. Frutos imaturos.; GEOGRAFIA: Vegetação de afloramento rochoso.;",NA,"Magnoliophyta","Mattos","O.T. Aguiar",NA,NA,NA,"SP","Itararé","-49.200556","-24.296389",NA,NA,NA,"Estação Experimental de Itararé",NA,NA,"1120","1120","Magnoliopsida","Myrtales",NA
"42","2021-03-04 15:45:21-03","IF","SPSF","53347","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","O.T. Aguiar et al.","1391","2014","11","06","América do Sul","Brasil",NA,NA,"COLETA: Arbusto de 20cm de altura. Frutos imaturos.; GEOGRAFIA: Vegetação de Campo.;",NA,"Magnoliophyta","Mattos","O.T. Aguiar",NA,NA,NA,"SP","Itararé","-49.171389","-24.284444",NA,NA,NA,"Estação Experimental de Itararé",NA,NA,"1170","1170","Magnoliopsida","Myrtales",NA
"43","2021-03-04 15:45:21-03","IF","SPSF","32682","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","J.B.Baitello","1628","2003","10","24","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo&nf;Arbusto de 1m de altura com frutos piriformes amarelos; GEOGRAFIA: campo cerrado, solo pedregoso;",NA,"Magnoliophyta","Mattos","J.B.Baitello","2016","05","11","SP","Franco da Rocha","-46.7200012207031","-23.3199996948242","12135",NA,"auto","P.E. do Juqueri",NA,NA,NA,NA,"Magnoliopsida","Myrtales",NA
"44","2021-03-04 15:45:21-03","IF","SPSF","25539","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","O.T. Aguiar","640","1997","10","08","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo&nf;Arbustivo 50 cm de altura, frutos vermelhos.; GEOGRAFIA: campo cerrado;",NA,"Magnoliophyta","Mattos","O.T. Aguiar","2016","07","22","SP","Franco da Rocha","-46.7200012207031","-23.3199996948242","12135",NA,"auto","P.E.Juqueri",NA,NA,NA,NA,"Magnoliopsida","Myrtales",NA
"45","2021-03-04 15:45:21-03","IF","SPSF","30410","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","J.B.Baitello","1188","2002","09","26","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo&nf;Nome popular: perinha-do-campo&nf;Arbusto em touceeiras; frutos jovens esverdeados.;",NA,"Magnoliophyta","Mattos","O.T.Aguiar","2016","06","01","SP","Franco da Rocha","-46.7200012207031","-23.3199996948242","12135",NA,"auto","P.E.Juqueri",NA,NA,NA,NA,"Magnoliopsida","Myrtales",NA
"46","2021-03-04 15:45:21-03","IF","SPSF","32523","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","J.B.Baitello","1615","2003","10","02","América do Sul","Brasil",NA,NA,"COLETA: XLS: SPSFAntigo&nf;Arbusto ramoso de até 1,5m de altura com frutos jovens esverdeados.; GEOGRAFIA: Campo cerrado alterado;",NA,"Magnoliophyta","Mattos","O.T. Aguiar","2016","05","11","SP","Franco da Rocha","-46.7200012207031","-23.3199996948242","12135",NA,"auto","P.E.Juqueri",NA,NA,NA,NA,"Magnoliopsida","Myrtales",NA
"47","2017-09-11 17:11:18-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Myrtaceae","Psidium","herbaceum","Psidium herbaceum","Sellow, F","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"Napaea; HABITAT: Napaea",NA,NA,"O.Berg",NA,NA,NA,NA,"Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-02-08 12:43:49-03","UFRGS","ICN","081509","S","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","Sobral, M; et al.","4405","1985","10",NA,"América do Sul","Brasil",NA,NA,"subarbusto, com xilopódio, crescendo em grande densidade, folhas novas castanho-avermelhadas ou arroxeadas, flores brancas; em campo na encosta do cerro",NA,"Dicotyledon","Mattos","Molz, M","2013",NA,NA,"RS","Alegrete","-55.7919006347656","-29.7831001281738","89305",NA,"auto","Cerro do Tigre",NA,NA,NA,NA,NA,NA,NA
"49","2021-02-08 12:43:49-03","UFRGS","ICN","159207","S","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","Freitas, E","581","2008","09","28","América do Sul","Brasil",NA,NA,"Arbusto com cerca de 10 cm de altura; folhas castanhas; Campo seco com arenização",NA,"Dicotyledon","Mattos","Sobral, M","2009","03","02","RS","Manoel Viana","-55.375833","-29.599167",NA,NA,NA,"RST 377","-55.375833","-29.599167",NA,NA,NA,NA,NA
"50","2021-02-08 12:43:49-03","UFRGS","ICN","167436","S","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","Nilson, AD; Gross, PC","s.n.","2006","11","02","América do Sul","Brasil",NA,NA,"Obs: Planta procedente do Estado do Rio Grande do Sul, coletada no Cerro do Caripaço,Município de São Franscisco de Assis. Plantada no Jardim Botânico de Porto Alegre em 2006.",NA,"Dicotyledon","Mattos","Nilson, AD","2006","11","02","RS","Porto Alegre","-51.2299995422363","-30.0331001281738","29946",NA,"auto","Jardim Botânico",NA,NA,NA,NA,NA,NA,NA
"51","2021-02-08 12:43:49-03","UFRGS","ICN","092843","S","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","Irgang, BE; et al.","s.n.","1983","09","29","América do Sul","Brasil",NA,NA,"Espécie ameaçada de extinção (Em perigo).; Em afloramento rochoso.",NA,"Dicotyledon","Mattos","Sobral, M","1997",NA,NA,"RS","São Francisco de Assis","-55.1310997009277","-29.5503005981445","48310",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-02-08 12:43:49-03","UFRGS","ICN","062780","S","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","Falkenberg, DB","936","1983","09",NA,"América do Sul","Brasil",NA,NA,NA,NA,"Dicotyledon","Mattos","Molz, M","2013",NA,NA,"RS","São Francisco de Assis","-55.1310997009277","-29.5503005981445","48310",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-02-08 12:43:54-03","UFRGS","ICN","061060","S","Plantae","Myrtaceae","Eugenia","hagelundii","Eugenia hagelundii","Hagelund, K","12497","1978","10","09","América do Sul","Brasil",NA,NA,NA,"ICN00000388","Dicotyledon","Mattos","Mattos, JR",NA,NA,NA,"RS","São Francisco de Assis","-55.1310997009277","-29.5503005981445","48310","ICN00000388","auto",NA,NA,NA,NA,NA,NA,NA,"Isotypus"
"54","2020-08-26 10:49:54-03","MCN-FZBRS","HAS","73471","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","arenosa","Eugenia arenosa","Mattos, J.","s.n.","1958","12",NA,NA,"Brasil",NA,NA,"No campo limpo. Terreno muito arenoso.","HAS0073471","Magnoliophyta","Mattos","Molz, M.","2017","03","24","Rio Grande do Sul","Alegrete","-55.7919006347656","-29.7831001281738","89305",NA,"auto","Estação do Tigre",NA,NA,"205","205",NA,NA,NA
