"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","geoFlag","continentOcean","preparationType","barcode","imagecode","typeStatus","fieldNumber","class","individualCount","previousCatalogNumber"
"49","2019-10-07 09:21:11-03","UEFS","HUEFS","36366","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland",NA,NA,NA,NA,"Mello-Silva, R.","CFCR9776","1986","03","24","Brasil","Minas Gerais","Diamantina","Estrada para Conselheiro Mata, ca. 5 km do entroncamento para Diamantina.","-43.6002998352051","-18.2493991851807",NA,NA,"101169",NA,NA,NA,"auto",NA,NA,"HUEFS0036366","HUEFS0036366",NA,NA,"Lilianae",NA,NA
"50","2019-10-07 09:21:11-03","UEFS","HUEFS","25561","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland",NA,NA,NA,NA,"Giulietti, A.M.","CFCR1881","1981","08","30","Brasil","Minas Gerais","Diamantina","Margem da Estrada Diamantina - Conselheiro.","-43.6002998352051","-18.2493991851807",NA,NA,"101169",NA,NA,"Solo arenoso.","auto",NA,NA,"HUEFS0025561","HUEFS0025561",NA,NA,"Lilianae",NA,NA
"51","2019-10-07 09:21:11-03","UEFS","HUEFS","85462","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland","A.M.Giulietti","2004","10",NA,"Guarçoni, E.","746","2004","05","15","Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral, Pedra Alta.","-44.1721992492676","-17.7574996948242",NA,NA,"37503",NA,NA,NA,"auto",NA,NA,"HUEFS0085462","HUEFS0085462",NA,NA,"Lilianae",NA,NA
"52","2019-10-07 09:21:11-03","UEFS","HUEFS","81847","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland","A.M.Giulietti","2011","01",NA,"Sano, P.T.","CRCF15291","1994","03","20","Brasil","Minas Gerais","Augusto de Lima","Serra do Cabral, ca. 12 km da cidade em direção à Fazenda Serra do Cabral.","-44.328056","-18.011111","44W19'41''","18S0'40''",NA,"1000","1000","Campo rupestre com campo arenoso alagável adjacente.",NA,NA,NA,"HUEFS0081847","HUEFS0081847",NA,NA,"Lilianae",NA,NA
"53","2019-10-07 09:21:11-03","UEFS","HUEFS","36361","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland",NA,NA,NA,NA,"Hensold, N.","648","1982","04","09","Brasil","Minas Gerais","Gouveia","In vicinity of radio tower just W of Fazenda Contagem. Outcropping vertical quartz shelves, gravelly and sandy campo.","-43.883333","-18.616667","43W53'","18S37'",NA,"1100","1250",NA,NA,NA,NA,"HUEFS0036361","HUEFS0036361",NA,NA,"Lilianae",NA,NA
"54","2019-10-07 09:21:11-03","UEFS","HUEFS","38838","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland","A.M.Giulietti","1999",NA,NA,"Pirani, J.R.","3877","1998","01","11","Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral, estrada para Várzea da Palma, pelo alto da Serra. Fazenda Serra do Cabral Agr-Industria S/A.","-44.291944","-17.698889","44W17'31''","17S41'56''",NA,"1100","1100","Solo arenoso, ao sol pleno.",NA,NA,NA,"HUEFS0038838","HUEFS0038838",NA,NA,"Lilianae",NA,NA
"55","2019-10-07 09:21:11-03","UEFS","HUEFS","82935","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland",NA,NA,NA,NA,"Andrade, M.J.G.","500","2004","04","04","Brasil","Minas Gerais","Itacambira","Alto da serra.","-43.325556","-17.079167","43W19'32''","17S4'45''",NA,"1309","1309",NA,NA,NA,NA,"HUEFS0082935","HUEFS0082935",NA,NA,"Lilianae",NA,NA
"56","2019-10-07 09:21:11-03","UEFS","HUEFS","85458","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland","A.M.Giulietti","2004","10",NA,"Guarçoni, E.","752","2004","06","12","Brasil","Minas Gerais","Francisco Dumont","Serra do Cabral, Caminho do rio Preto.","-44.2341995239258","-17.3150005340576",NA,NA,"45152",NA,NA,NA,"auto",NA,NA,"HUEFS0085458","HUEFS0085458",NA,NA,"Lilianae",NA,NA
"57","2018-04-04 16:46:26-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala",NA,"RRC ID Flag",NA,NA,NA,"A. M. Giulietti","1881",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"CFCR 1881","Monocotyledoneae",NA,NA
"58","2019-09-04 18:34:13-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala",NA,NA,NA,NA,NA,"C. A. W. Schwacke","8489",NA,NA,NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Syntype",NA,"Monocotyledoneae",NA,NA
"59","2018-04-04 16:45:45-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala",NA,"RRC ID Flag",NA,NA,NA,"H. S. Irwin","27140",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"27140","Monocotyledoneae",NA,NA
"60","2015-02-26 09:29:14-03","NHMLondon","NHM-LONDON-BOT","BM000885842","S","Plantae",NA,NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland",NA,NA,NA,NA,"Anon.","S.N.",NA,NA,NA,"Brasil",NA,NA,NA,"-53.08982","-10.773109","-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type",NA,NA,NA,"NHMUK:ecatalogue:4995331"
"61","2019-11-01 15:14:49-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland","Giulietti, AM","2008",NA,NA,"Irwin, HS; Fonseca, SF; Souza, R; Santos, RR; Ramos, J","27140","1970","03","07","Brasil","Minas Gerais",NA,"Ca. 8 km W of Joaquim Felício",NA,NA,NA,NA,NA,"1200","1200","Inflorescences to ca. 35 cm tall. Heads light gray; Wet campo, summit, gray sandy soil",NA,"Southern America",NA,"UB0013119","UB0013119",NA,NA,NA,NA,NA
"62","2019-05-06 11:55:23-03","UFU","HUFU","58353","S","Plantae",NA,NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland","Echternacht, L.","2015","08",NA,"Yamagishi-Costa, J.; Engel, T.B.J.; Rocha, G.P.E.; Lima, T. & Castro, R.L.A.","143","2010","09","22","Brasil","Minas Gerais","Diamantina","Estrada Diamantina-ConselheiroMata, Estrada Diamantina-Conselheiro, km 172.","-43.844444","-18.304167","-43.844444","-18.304167",NA,"1227","1227","Planta inteira, inflorescências brancas.; Campo rupestre.",NA,NA,NA,"HUFU00029421","HUFU00029421",NA,NA,NA,NA,NA
"63","2019-05-06 11:55:23-03","UFU","HUFU","72527","S","Plantae",NA,NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland","Echternacht, L.",NA,NA,NA,"Oliveira, L.F.A.; Romero, R.; Versiane, A.F.A.; Castro, M.S. & Caetano, A.P.","76","2016","06","16","Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral, Estrada Real, a 9 km de Joaquim Felício.","-44.192222","-17.708611","-44.192222","-17.708611",NA,"922","922","Brácteas acizentadas.; Campo Rupestre.",NA,NA,NA,"HUFU00060274","HUFU00060274",NA,NA,NA,NA,NA
"64","2021-03-05 16:09:37-03","MN","R-TIPOS","143985","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland",NA,NA,NA,NA,"Schwacke, C.A.W.","8489","1908","04",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,"101169",NA,NA,NA,"auto",NA,NA,"R000143985","R000143985_001","Isosyntypus",NA,NA,NA,NA
"65","2021-03-05 16:09:37-03","MN","R-TIPOS","143985a","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland",NA,NA,NA,NA,"Schwacke, C.A.W.","8489","1908","04",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,"101169",NA,NA,NA,"auto",NA,NA,"R000143985a","R000143985a_001","Isosyntypus",NA,NA,NA,NA
"66","2021-03-05 16:09:37-03","MN","R-TIPOS","143985b","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland",NA,NA,NA,NA,"Schwacke, C.A.W.","8489","1908","04",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,"101169",NA,NA,NA,"auto",NA,NA,"R000143985b","R000143985b_001","Isosyntypus",NA,NA,NA,NA
"67","2020-08-20 20:41:15-03","UFSC","FLOR","28389","PreservedSpecimen","Plantae",NA,"Poales","Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland","Hensold, N.","1997",NA,NA,"Hatschbach, G.; Hatschbach, M. & Barbosa, E.","66201","1997","03","14","Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral.","-44.1721992492676","-17.7574996948242",NA,NA,"37503",NA,NA,NA,"auto",NA,NA,"FLOR0028389",NA,NA,NA,NA,NA,NA
"68","2019-11-21 10:03:40-03","IBt","SP","199324","S","Plantae",NA,NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland",NA,NA,NA,NA,"Giulietti, AM; Harley, RM; Wanderley, MGL; Varanda, E; Furlan, A","CFCR4665","1984","07","17","Brasil","Minas Gerais","Couto de Magalhães de Minas","Chapada do Couto","-43.4710998535156","-18.0713996887207",NA,NA,"32974",NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2014-09-23 10:57:20-03","G","G","G00099057","S","Plantae",NA,NA,"Eriocaulaceae","Leiothrix","echinocephala","Leiothrix echinocephala","Ruhland","?",NA,NA,NA,"Glaziou, A. F. M.","20001","1892",NA,"00","Brazil",NA,NA,NA,"-53.08972222","-10.77305556","-53.08972222","-10.77305556",NA,NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=121733&base=img&lang=en",NA,"AMERIQUE DU SUD",NA,"G00099057","G00099057","TYPUS of Leiothrix echinocephala Ruhland",NA,NA,NA,NA
