"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","yearIdentified","monthIdentified","dayIdentified","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","infraspecificEpithet","coordinatePrecision","geoFlag","fieldNumber","individualCount","typeStatus"
"99","2020-09-02 16:37:50-03","Cenargen","CEN","90403","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","J. F. M. Valls","José Francisco Montenegro Valls","15500","2010","10","18",NA,"Brasil","MS","ARAL MOREIRA","Margem sul do rio Amambaí, a oeste da ponte da MS - 156. Mesmo local da coleta da mesma espécie sob nº Valls 13597.","Exsicatas","Colmos floríferos eretos.","CEN00090403","CEN00090403","(Morong) Lindm.","2010","10",NA,"-55.204166","-22.990833","-55.204166","-22.990833","443","443",NA,NA,NA,NA,NA,"2",NA
"100","2020-09-02 16:37:50-03","Cenargen","CEN","17758","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","T. S. Filgueiras","Tarcisio de Souza Filgueiras","1801","1989","02","23",NA,"Brasil","DF","BRASILIA","Reserva Ecológica das Águas Emendadas, Planaltina DF.","Exsicatas","Inflorescência arroxeadas, crescendo ao lado de Panicum subtiramulosum. Doação do Herbário da Reserva Ecológica do IBGE.","CEN00017758","CEN00017758","(Morong) Lindm.","1990",NA,NA,"-47.65","-15.583333","-47.65","-15.583333",NA,NA,NA,NA,NA,NA,NA,"1",NA
"101","2019-11-01 15:17:12-03","UnB","UB","5908","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Filgueiras, TS","Gomes Júnior, JC","1785","1964","05","22","Southern America","Brasil","Mato Grosso do Sul","Três Lagoas","Retiro dos Telhados",NA,"A mesma espécie colhida no Paraguai; Planta. Flor vermelha; Cerrado. Solo: Solo banhado junto ao rio Campo Triste","UB0024241","UB0024241","(Morong) Lindm.","1996",NA,NA,"-51.683333","-20.783333","-51.683333","-20.783333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-11-01 15:17:12-03","UnB","UB","76257","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Filgueiras, TS","Filgueiras, TS","1801","1989","02","23","Southern America","Brasil","Distrito Federal","Planaltina","Reserva Ecológica das Águas Emendadas",NA,"Frequente apenas nesse local; Planta ereta, ca. 1,8m de altura. Inflorescência arroxeadas; Brejo, crescendo ao lado de Panicum subtiramulosom","UB0024243","UB0024243","(Morong) Lindm.","1990",NA,NA,"-47.65","-15.583333","-47.65","-15.583333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-11-01 15:17:12-03","UnB","UB","172495","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia",NA,"Petracco, P; Senna, E","s.n.","2009","08","08","Southern America","Brasil","Goiás","Formosa","Formosa, Lagoa Cabocla 2, CIF, ponto 2",NA,"Projeto FAP - DF Biodiversidade de áreas úmidas","UB0024239","UB0024239","(Morong) Lindm.",NA,NA,NA,"-47.334400177002","-15.5371999740601",NA,NA,NA,NA,NA,NA,"113054","auto",NA,NA,NA
"104","2019-05-06 12:01:47-03","UFU","HUFU","17610","S","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Oliveira, R.C.","Oliveira, R.C.; Mendes, S.; Lemos, M.T. & Amaral, A.","924","1998","01","07",NA,"Brasil","Distrito Federal","Planaltina","Estação Ecológica de Águas Emendadas, Após Berço das Bacias.",NA,"Erva cespitosa.; Campo úmido no murundum. Solo areno-argiloso.","HUFU00032516","HUFU00032516","(Morong) Lindm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2019-05-06 12:01:47-03","UFU","HUFU","21877","S","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia",NA,"Barbosa, A.A.A.","3060","1999","12","17",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga, Meio da vereda 3, lado direito (sudeste).",NA,"Erva.; Verede.","HUFU00032511","HUFU00032511","(Morong) Lindm.",NA,NA,NA,"-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA
"106","2019-05-06 12:01:47-03","UFU","HUFU","18959","S","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia",NA,"Araújo, G.M.; Barbosa, A.A.A.","2178","1999","01","15",NA,"Brasil","Minas Gerais","Uberlândia","Estrada para Campo Florido, Lado direito.",NA,NA,"HUFU00032521","HUFU00032521","(Morong) Lindm.",NA,NA,NA,"-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA
"107","2019-05-06 12:01:47-03","UFU","HUFU","21765","S","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia",NA,"Araújo, G.M.","2949","1999","12","03",NA,"Brasil","Minas Gerais","Uberlândia","Estrada para Campo Florido, Meio direito da vereda 2.",NA,"Vereda.","HUFU00032525","HUFU00032525","(Morong) Lindm.",NA,NA,NA,"-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA
"108","2019-05-06 12:01:47-03","UFU","HUFU","18947","S","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia",NA,"Araújo, G.M.","2166","1998","12","04",NA,"Brasil","Minas Gerais","Uberlândia","Estrada para Campo Florido, Meio esquerdo da vereda.",NA,"Herbácea ca. de 1,50 m. Inflorescência marrom.; Vereda.","HUFU00032519","HUFU00032519","(Morong) Lindm.",NA,NA,NA,"-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA
"109","2019-05-06 12:01:47-03","UFU","HUFU","37812","S","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia",NA,"Oliveira, G.C.","1751","2002","11","27",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda das Perobas, A 250 metros da BR 497, na altura do km 18.",NA,"Herbácea ca. de 1,50 m.; Vereda.","HUFU00032321","HUFU00032321","(Morong) Lindm.",NA,NA,NA,"-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA
"110","2019-05-06 12:01:47-03","UFU","HUFU","19097","S","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia",NA,"Barbosa, A.A.A.; Amaral, A.F.","2236","1999","01","29",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga, Borda esquerda da vereda 4.",NA,"Ca. 1,50 m.; Vereda.","HUFU00032517","HUFU00032517","(Morong) Lindm.",NA,NA,NA,"-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA
"111","2019-05-06 12:01:47-03","UFU","HUFU","22319","S","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia",NA,"Araújo, G.M.","3017","2000","01","21",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga, Meio da vereda 4 (oeste), lado direito.",NA,"Vereda.","HUFU00032513","HUFU00032513","(Morong) Lindm.",NA,NA,NA,"-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA
"112","2019-05-06 12:01:47-03","UFU","HUFU","20395","S","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia",NA,"Araújo, G.M.; Faria, P.","s.n.","1999","06","18",NA,"Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga, Vereda 3, lado direito, meio.",NA,"Vereda.","HUFU00032518","HUFU00032518","(Morong) Lindm.",NA,NA,NA,"-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA
"113","2019-05-06 12:01:47-03","UFU","HUFU","18960","S","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia",NA,"Araújo, G.M.; Barbosa, A.A.A.","2179","1999","01","15",NA,"Brasil","Minas Gerais","Uberlândia","Estrada para Campo Florido, Lado esquerdo.",NA,NA,"HUFU00032512","HUFU00032512","(Morong) Lindm.",NA,NA,NA,"-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA
"114","2019-05-06 12:01:47-03","UFU","HUFU","19067","S","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia",NA,"Barbosa, A.A.A.; Amaral, A.F.","1777","1999","02","12",NA,"Brasil","Minas Gerais","Uberlândia","Estrada para Campo Florido, Meio e fundo direito da vereda 2.",NA,"Vereda.","HUFU00032520","HUFU00032520","(Morong) Lindm.",NA,NA,NA,"-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA
"115","2019-05-06 12:01:47-03","UFU","HUFU","42065","S","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia",NA,"Oliveira, G.C.","50","2002","01","26",NA,"Brasil","Minas Gerais","Uberlândia","Fazenda das Perobas, A 250 metros da BR 497, na altura do km 18.",NA,"Herbácea, ca. 2 m. Marrom escuro.; Vereda.","HUFU00032322","HUFU00032322","(Morong) Lindm.",NA,NA,NA,"-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA
"116","2020-05-22 17:52:55-03","UFMT","UFMT","11907","S","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Filgueiras, T.S.","Frutuoso, L.C.","8","1982","10","15",NA,"Brasil","Mato Grosso","Poxoréu",NA,NA,"Herbácea de ca. de 50 cm de altura. Inflorescência amarelo-marronzada.; Cultura de soja.",NA,NA,"(Morong) Lindm.","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-05-22 17:52:55-03","UFMT","UFMT","699","S","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Filgueiras, T.S.","Prance, G.T.; LIeras, E.; Coelho, D.F.","s.n.","1973","10","22",NA,"Brasil","Mato Grosso","Chapada dos Guimarães","East of town of Chapada dos Guimarães.",NA,"Cerrado.",NA,NA,"(Morong) Lindm.","1999",NA,NA,"-55.749698638916","-15.460599899292",NA,NA,"720","720",NA,NA,"107042","auto",NA,NA,NA
"118","2021-02-08 12:54:29-03","UFRGS","ICN","182103","S","Plantae","Monocotyledon",NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Welker, CAD","Welker, CAD","CW483","2012","03","28","América do Sul","Brasil","RS","São Luiz Gonzaga","BR-285, próx. Rio Pessegueiro",NA,"Amostra de DNA; Campo úmido/banhado",NA,NA,"(Morong) Lindm.","2014","08",NA,"-55.735278","-28.615556","-55.735278","-28.615556",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2021-02-08 12:54:29-03","UFRGS","ICN","042846","S","Plantae","Monocotyledon",NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Boldrini, II","Krapovickas, A; Cristóbal, CL","28914","1976","01","27","América do Sul","Argentina","Misiones",NA,"Apostoles Ruta prov. 2 4 Km NE de Azara",NA,"Espécie ameaçada de extinção (Criticamente em perigo). Também tombada sob ICN46150; En campos bajos.",NA,NA,"(Morong) Lindm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2021-02-08 12:54:29-03","UFRGS","ICN","069464","S","Plantae","Monocotyledon",NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Boldrini, II","Romanczuk, C; et al.","828","1976","01","22","América do Sul","Argentina","Corrientes",NA,"Depto. Santo Tomé Gdor. Virasoro Estabelecimiento Timbauva",NA,"Espécie ameaçada de extinção (Criticamente em perigo).",NA,NA,"(Morong) Lindm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2021-02-08 12:54:29-03","UFRGS","ICN","174213","S","Plantae","Monocotyledon",NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia",NA,"Longhi-Wagner, HM; Welker, CAD;","10832","2010","12","03","América do Sul","Brasil","RS","São Borja","BR-285",NA,"folhas cilíndricas, duras; muito comuns.; banhado",NA,NA,"(Morong) Lindm.",NA,NA,NA,"-55.791389","-28.633611","-55.791389","-28.633611",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2021-02-08 12:54:29-03","UFRGS","ICN","182113","S","Plantae","Monocotyledon",NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Welker, CAD","Welker, CAD","CW491","2012","03","29","América do Sul","Brasil","RS","São Borja","BR-285, próx. Km 654",NA,"Amostra de DNA; Banhado",NA,NA,"(Morong) Lindm.","2014","08",NA,"-55.788611","-28.633889","-55.788611","-28.633889",NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2021-04-08 09:32:19-03","FEPAGRO","BLA","6034","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","W. D. Clayton","W. D. Clayton","4621","1965","02","10",NA,"Brasil","São Paulo","Quatá","Estação Florestal",NA,"Ex Kew.Habitat: Parque oa estação","BLA006034",NA,"(Morong) Lindm.",NA,NA,NA,"-50.56667","-22.28333","-50.56667","-22.28333","500","500",NA,NA,NA,NA,NA,NA,NA
"124","2020-06-05 17:07:04-03","FEPAGRO","BLA","8473","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","I. Boldrini","C. Quarín","472","1972","02","07",NA,"Argentina","Corrientes","Santo Tomé","Estrada para Garrucho",NA,NA,"BLA008473",NA,"(Morong) Lindm.","1973","08","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2021-03-22 16:23:51-03","FEPAGRO","BLA","17433","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","L. R. Parodi","Woolston","21",NA,NA,NA,NA,"Paraguai","La Primavera","Alto Paraguay",NA,NA,"Data de Coleta: 11/1953. Ex BLA 2983 B.Habitat: CrimaverativaLa","BLA017433",NA,"(Morong) Lindm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2020-06-05 17:07:04-03","FEPAGRO","BLA","9129","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia",NA,"b. Rosengurtt","B - 5399","1949","01","16",NA,"Paraguai","Caapicú","Barrerito","Rio Yaguary",NA,"Ex MVFA.","BLA009129",NA,"(Morong) Lindm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2020-06-05 17:07:04-03","FEPAGRO","BLA","8495","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia",NA,"L. R. Parodi","4114","1922","01","20",NA,"Argentina","Misiones","Posadas","Estabelecimento Santa Inés",NA,"Ex BAA.","BLA008495",NA,"(Morong) Lindm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2020-06-05 17:07:04-03","FEPAGRO","BLA","8472","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","I. Boldrini","C. Quarín","426","1972","02","05",NA,"Argentina","Corrientes","Santo Tomé","A 15 Km de Virasoro, estrada para Garrucho.",NA,NA,"BLA008472",NA,"(Morong) Lindm.","1973","08","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2020-11-10 11:06:57-03","FEPAGRO","BLA","3469","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","B. Rosengurtt","B. Rosengurtt","B 5399","1949","01","16",NA,"Paraguai","Caapucú","Barrerito","Rio Yaguary",NA,NA,"BLA003469",NA,"(Morong) Lindm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2021-03-22 16:23:51-03","FEPAGRO","BLA","10686","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","I. Boldrini","L. A. Arzivenco",NA,"1975","02","28",NA,"Brasil","Rio Grande do Sul","Santa Rosa",NA,NA,"Data de determinação: 1975.Habitat: Em potreiro úmido.","BLA010686",NA,"(Morong) Lindm.",NA,NA,NA,"-54.4813995361328","-27.8708000183105",NA,NA,NA,NA,NA,NA,"19818","auto",NA,NA,NA
"131","2020-11-10 11:06:57-03","FEPAGRO","BLA","7137","PreservedSpecimen","Plantae","Spermatophyta",NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia",NA,"L. A.",NA,"1975","02","27",NA,"Brasil","Rio Grande do Sul","Santa Rosa","Subúrbio",NA,"Habitat: Em potreiro úmiddo","BLA007137",NA,"(Morong) Lindm.",NA,NA,NA,"-54.4813995361328","-27.8708000183105",NA,NA,NA,NA,NA,NA,"19818","auto",NA,NA,NA
"132","2019-11-21 10:16:53-03","IBt","SP","81870","S","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Boldrini, I","Clayton, WD","4621","1965","02","10",NA,"Brasil","São Paulo","Paraguaçu Paulista","Estação Florestal de Paraguaçu Paulista, 6 km N of city of PARAGUAÇU PAULISTA.",NA,NA,"SP038872","SP038872","(Morong) Lindm.","1996","01","30","-50.566667","-22.283333","-50.566667","-22.283333","500","500",NA,NA,NA,NA,NA,NA,NA
"133","2019-11-21 10:16:53-03","IBt","SP","262033","S","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Filgueiras, TS","Filgueiras, TS","1801","1989","02","23",NA,"Brasil","Distrito Federal","Brasília","Reserva Ecológica das Águas Emendadas, Reserva Ecológica das Águas Emendadas, Planaltina (DF).",NA,NA,"SP038877","SP038877","(Morong) Lindm.","1990",NA,NA,"-47.65","-15.583333","-47.65","-15.583333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2019-11-21 10:16:53-03","IBt","SP","308570","S","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Filgueiras, TS","Fonseca, ML; Barros, BS","829","1996","02","29",NA,"Brasil","Goiás","Niquelândia","Barragem da Vila Macêdo. Leito seco da barragem.",NA,NA,NA,NA,"(Morong) Lindm.","1996",NA,NA,"-48.431667","-14.368333","-48.431667","-14.368333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2019-11-21 10:16:53-03","IBt","SP","358766","S","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Filgueiras, TS","Correa Gomes Jr, J","1785","1964","05","22",NA,"Brasil","Mato Grosso do Sul","Três Lagoas","Retiro dos Telhados. Junto ao rio Campo Triste.",NA,NA,"SP038873","SP038873","(Morong) Lindm.","1996",NA,NA,"-51.683333","-20.783333","-51.683333","-20.783333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2019-11-21 10:16:53-03","IBt","SP","488162","S","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Shirasuna, RT","Shirasuna, RT","3208","2014","02","12",NA,"Brasil","São Paulo","Guarulhos","Lote 6 OEA 603",NA,NA,NA,NA,"(Morong) Lindm.","2014",NA,NA,"-46.432917","-23.386611","-46.432917","-23.386611","772","772",NA,NA,NA,NA,NA,NA,NA
"137","2019-11-21 10:16:53-03","IBt","SP","69239","S","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Parodi, LR","Macedo, A","1476","1948","12","13",NA,"Brasil","Goiás","Jataí",NA,NA,NA,"SP038876","SP038876","(Morong) Lindm.",NA,NA,NA,"-51.7144012451172","-17.8813991546631",NA,NA,NA,NA,NA,NA,"75073","auto",NA,NA,NA
"138","2019-11-21 10:16:53-03","IBt","SP","69244","S","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Parodi, LR","Macedo, A","4581","1956","07","25",NA,"Brasil","Goiás","Jataí","Rili. Grande.",NA,NA,NA,NA,"(Morong) Lindm.",NA,NA,NA,"-51.7144012451172","-17.8813991546631",NA,NA,NA,NA,NA,NA,"75073","auto",NA,NA,NA
"139","2019-11-21 10:16:53-03","IBt","SP","317013","S","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Filgueiras, TS","Filgueiras, TS","2501","1993","05","22",NA,"Brasil","Goiás","Mineiros","Parque Nacional das Emas",NA,NA,"SP038874","SP038874","(Morong) Lindm.","1993","05",NA,"-52.5511016845703","-17.5694007873535",NA,NA,NA,NA,NA,NA,"100343","auto",NA,NA,NA
"140","2019-11-21 10:16:53-03","IBt","SP","69346","S","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Parodi, LR","Macedo, A","2233","1950","04","04",NA,"Brasil","Minas Gerais","Ituiutaba","S. terezinha, Municipio: Ituiutaba.&nf;Varjão do Rio Paranaiba.",NA,NA,"SP038875","SP038875","(Morong) Lindm.",NA,NA,NA,"-49.4650001525879","-18.968900680542",NA,NA,NA,NA,NA,NA,"50022","auto",NA,NA,NA
