"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","yearIdentified","monthIdentified","dayIdentified","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","infraspecificEpithet","coordinatePrecision","geoFlag","fieldNumber","individualCount","typeStatus"
"11","2020-11-04 12:18:52-03","ESALQ","ESA","111820","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","Peixoto, C.","Souza, J.P.","7217.0","2007","01","14",NA,"Argentina",NA,"Corrientes",NA,NA,NA,"ESA111820","ESA111820",NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-19 10:24:59-03","CPAP","CPAP","25178","PreserverdSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","V. J. Pott","Pott, V. J.","5981","2002","11","11",NA,"Brasil","MS","Bonito","Fazenda Baía das Garças, próximo a sede, direção cachoeiras do Aquidaban.",NA,"Erva cespitosa . FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Brejo graminoso (1,3m de altura), com Eryngium floribundum. . SUBSTRATO: solo calcário encharcado com musgos e matéria orgânica.. RELEVO: plano.",NA,NA,"(Mor.) Lindm.","2009","10","16","-56.851667","-21.024722","56°51'06'' W","21°01'29'' S","540","540",NA,NA,NA,NA,NA,NA,NA
"13","2020-11-19 10:24:59-03","CPAP","CPAP","19430","PreserverdSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia",NA,"Pott, V.J.","8400","2005","12","08",NA,"Brasil","MS","Porto Murtinho","Fazenda Laudejá, 1 km próximo a ponte do rio Perdido, rodovia MS-382, entorno do Parque Nacional da Serra da Bodoquena.",NA,"Erva cespitosa, anfíbia, 60-70cm de altura, escapo 1,5m de altura. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Brejo de campim-navalha (Cladium jamaicense) com água corrente. . SUBSTRATO: solo argiloso. RELEVO: plano em vale..",NA,NA,"(Mor.) Lindm.",NA,NA,NA,"-56.769611","-21.11925","56°46'10.60W","21°07'09.30S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-12-20 21:19:04-03","UFV","VIC","38454","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia",NA,"Longhi-Wagner, H.; Welker, C.A.D.","10832","2010","12","03",NA,"Brasil","Rio Grande do Sul","São Borja",NA,NA,"Folhas cilindricas duras muito comum, banhado.","VIC038454","VIC038454","(Morong) Lindm.",NA,NA,NA,"-56.0043983459473","-28.6606006622314",NA,NA,NA,NA,NA,NA,"75549","auto",NA,NA,NA
"15","2019-11-21 14:43:00-03","UFJF","CESJ","48201","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia",NA,"G.M. Araújo; A.F.Amaral","2236","1999","01","29","América do Sul","Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga",NA,NA,"CESJ048201",NA,"(Morong) Lindm.",NA,NA,NA,"-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA
"16","2019-11-21 14:43:00-03","UFJF","CESJ","48204","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia",NA,"G.M. Araújo","3017","2000","01","21","América do Sul","Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga",NA,NA,"CESJ048204",NA,"(Morong) Lindm.",NA,NA,NA,"-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA
"17","2019-11-21 14:43:00-03","UFJF","CESJ","48206","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia",NA,"G.M. Araújo; A.A.A. Barbosa","2197","1998","12","08","América do Sul","Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga",NA,NA,"CESJ048206",NA,"(Morong) Lindm.",NA,NA,NA,"-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA
"18","2019-11-21 14:43:00-03","UFJF","CESJ","48207","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia",NA,"G.M. Araújo","1772","1999","11","17","América do Sul","Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga",NA,NA,"CESJ048207",NA,"(Morong) Lindm.",NA,NA,NA,"-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA
"19","2019-11-21 14:43:00-03","UFJF","CESJ","48205","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia",NA,"M.T.O.Lemos","s.n.","1999","01","22","América do Sul","Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga",NA,NA,"CESJ048205",NA,"(Morong) Lindm.",NA,NA,NA,"-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA
"20","2019-11-21 14:43:00-03","UFJF","CESJ","48209","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","P.L. Viana","G.M. Araújo","2191","1999","01","29","América do Sul","Brasil","Minas Gerais","Uberlândia","Estação Ecológica do Panga",NA,NA,"CESJ048209",NA,"(Morong) Lindm.","2006","06",NA,"-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA
"21","2021-04-07 11:47:43-03","UFMS","CGMS","71629","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","V.J. Pott","V. Nakamura; D. Cuadrado, R. Fernandes, V.J. Pott","27","2018","11","01",NA,"Brasil","Mato Grosso do Sul","Bonito","Fazenda Princesinha. Próximo ao Parque Nacional da Serra da Bodoquena",NA,"escapo mede 150 cm Habitat: Vereda sem Buritis, com presença marcante de Capim Navalha Habito: Aquático","CGMS1104432",NA,"(Morong) Lindm.","2018",NA,NA,"-56.8336111","-21.0891666","-56,8336111","-21,0891666","543","543",NA,NA,NA,NA,NA,NA,NA
"22","2021-04-07 11:47:43-03","UFMS","CGMS","65571","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","V.J. Pott","V.J. Pott; A. Pott","12040","2015","11","10",NA,"Brasil","Mato Grosso do Sul","Jateí","Parque Estadual das Várzeas do Rio Ivinhema, 3 Km próximo da sede.",NA,NA,"CGMS1098532",NA,"(Morong) Lindm.","2015","11","17","-53.7186111","-22.9302778","-53,7186111","-22,9302778","240","240",NA,NA,NA,NA,NA,NA,NA
"23","2021-04-07 11:47:43-03","UFMS","CGMS","66133","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","V.J. Pott","V.J. Pott; A. Pott; G. Catian","12230","2016","10","21",NA,"Brasil","Mato Grosso do Sul","Bonito","Fazenda Gramado.",NA,"Flor esverdeada. Folhas filiformes. Habitat: Campo úmido de vereda sem buriti, com valas de drenagem. Solo hidromórfico, orgânico preto acinzentado escuro. Relevo plano. Habito: Erva cespitosa. 50-80 cm de altura, escapo 1,40-1,50 m","CGMS1099094",NA,"(Morong) Lindm.","2016","10","21","-56.6108333","-21.3916666","-56,6108333","-21,3916666","355","355",NA,NA,NA,NA,NA,NA,NA
"24","2021-04-07 11:47:43-03","UFMS","CGMS","71291","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia",NA,"V.J. Pott; E. Scremin-Dias; A. Pott","8175","2005","09","08",NA,"Brasil","Mato Grosso do Sul","Bonito","Fazenda Princesinha, banhado do rio Perdido, próximo a MS-382, borda oeste do Parque Nacional da Serra da Bodoquena.",NA,NA,"CGMS1104067",NA,"(Morong) Lindm.",NA,NA,NA,"-56.8333333","-21.0858333","-56,8333333","-21,0858333","550","550",NA,NA,NA,NA,NA,NA,NA
"25","2021-04-07 11:47:43-03","UFMS","CGMS","55202","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","V.J. Pott","V.J. Pott; A. Pott","11244","2011","05","23",NA,"Brasil","Mato Grosso do Sul","São Gabriel do Oeste","Ao longo do lago da PCH Ponte Alta, Rio Coxim.",NA,"Fruto castanho. Habitat: Campo graminoso úmido, com Macairea radula. Solo orgânico. Relevo inclinado. Habito: Erva cespitosa, anfíbia, de 1-1,20 m de escapo de 1,6-1,80 m de altura. Dominante.","CGMS1085170",NA,"(Morong) Lindm.","2011","05","23","-54.4883333","-19.4055556","-54,4883333","-19,4055556","581","581",NA,NA,NA,NA,NA,NA,NA
"26","2021-04-07 11:47:42-03","UFMS","CGMS","14807","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia",NA,"V.J. Pott; A.C.M. Cristaldo; A. Pott; O.A. Corsino Jr.","7394","2004","11","19",NA,"Brasil","Mato Grosso do Sul","Inocência","Fazenda Lagoinha, próximo ao Córrego Constanza e tanques de piscicultura.",NA,NA,"CGMS1044294",NA,"(Morong) Lindm.",NA,NA,NA,"-51.8819445","-19.5677778","-51,8819445","-19,5677778","510","510",NA,NA,NA,NA,NA,NA,NA
"27","2021-04-07 11:47:42-03","UFMS","CGMS","17866","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","A. Guglieri","V.J. Pott; E. Scremin-Dias; A. Pott","8200","2005","09","09",NA,"Brasil","Mato Grosso do Sul","Bonito","Fazenda Princesinha, 1 Km da MS 270, entorno oeste do Parque Nacional da Serra da Bodoquena.",NA,NA,"CGMS1047162",NA,"(Morong) Lindm.","2006","08","27","-56.8391666","-21.0608333","-56,8391666","-21,0608333","560","560",NA,NA,NA,NA,NA,NA,NA
"28","2021-04-07 11:47:43-03","UFMS","CGMS","65829","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","V.J. Pott","V.J. Pott; A. Pott","9919","2007","12","07",NA,"Brasil","Mato Grosso do Sul","Bonito","Fazenda São Geraldo, cerca de 7 Km do Atrativo Turístico Rio Sucuri, direção Assentamento Santa Lucia, 25 Km de Bonito, na estrada de Bonito a Jardim.",NA,"Denominação local: 'brejo'. Habitat: Campo graminoso úmido dominado por Setaria paucifolia. Solo argiloso orgânico preto. Relevo plano. Habito: Erva aquática anfíbia, cespitosa. Dominante.","CGMS1098790",NA,"(Morong) Lindm.","2007","12","07","-56.5461111","-21.2922222","-56,5461111","-21,2922222","325","325",NA,NA,NA,NA,NA,NA,NA
"29","2021-04-07 11:47:43-03","UFMS","CGMS","65764","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","V.J. Pott","A. Pott; V.J. Pott","17007","2015","11","11",NA,"Brasil","Mato Grosso do Sul","Jateí","Parque Estadual das Várzeas do Rio Ivinhema.",NA,"Flor esverdeada. Habitat: Vegetação secundária de campo arbustivo-arbóreo em regeneração. Solo areno-siltoso. Relevo plano. Habito: Erva cespitosa, glauca. Ocasional.","CGMS1098725",NA,"(Morong) Lindm.","2015","11","24","-53.7183334","-22.9297223","-53,7183334","-22,9297223","240","240",NA,NA,NA,NA,NA,NA,NA
"30","2021-04-07 11:47:42-03","UFMS","CGMS","22870","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia",NA,"V.J. Pott; A. Pott; L.C.P. Lima","10389","2008","09","25",NA,"Brasil","Mato Grosso do Sul","Iguatemi","Rodovia BR-165, 7,5 km de Iguatemi para Tacuru.",NA,NA,"CGMS1052289",NA,"(Morong) Lindm.",NA,NA,NA,"-54.6452777","-23.6477777","-54,6452777","-23,6477777","313","313",NA,NA,NA,NA,NA,NA,NA
"31","2021-04-07 11:47:43-03","UFMS","CGMS","71290","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","V.J. Pott","V.J. Pott; E. Scremin-Dias; A. Pott","8156","2005","09","07",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Laudejá, divisa com Fazenda São Pascoal, ca. 10Km N da Fazenda Harmonia.",NA,"Flor ausente. Habitat: Brejo de capim-navalha, perturbado pelo gado; Solo hidromórfico de origem calcária; Relevo plano. Habito: Erva aquática anfibia, 70-80cm de altura. Frequente.","CGMS1104066",NA,"(Morong) Lindm.",NA,NA,NA,"-56.8144444","-21.0988889","-56,8144444","-21,0988889","545","545",NA,NA,NA,NA,NA,NA,NA
"32","2021-04-07 11:47:43-03","UFMS","CGMS","66169","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","V.J. Pott","V.J. Pott","12279","2016","10","20",NA,"Brasil","Mato Grosso do Sul","Bonito","Fazenda São Francisco. Banhados do Rio da Prata. Estrada interna da fazenda ao longo e dentro das valas de drenagens.",NA,NA,"CGMS1099130",NA,"(Morong) Lindm.","2016",NA,NA,"-56.5861111","-21.3797223","-56,5861111","-21,3797223","344","344",NA,NA,NA,NA,NA,NA,NA
"33","2021-04-07 11:47:43-03","UFMS","CGMS","28151","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","A.Guglieri","L.C.S. Magalhães; T.S. Amaral","193","2009","01","09",NA,"Brasil","Mato Grosso do Sul","Nioaque","Assentamento Andalucia.",NA,"Fruto branco. Habitat: Floresta Estacional Decídua. Habito: Erva.","CGMS1057597",NA,"(Morong) Lindm.","2009","02","22","-55.7513889","-20.7927777","-55,7513889","-20,7927777","202","202",NA,NA,NA,NA,NA,NA,NA
"34","2021-04-07 11:47:42-03","UFMS","CGMS","22844","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","V.J. Pott","V.J. Pott; A. Pott; L.C.P. Lima","10363","2008","09","24",NA,"Brasil","Mato Grosso do Sul","Nioaque","Córrego Formiga, Rodovia BR-419, 7 km do entroncamento para Nioaque.",NA,"Folha filiforme. Habitat: Campo graminoso úmido próximo a nascente. Solo orgânico. Relevo plano. Frequente. Habito: Erva cespitosa. 1,00 m de altura, escapo 1,70 m.","CGMS1052262",NA,"(Morong) Lindm.","2008","09","24","-55.8075","-21.0836111","-55,8075","-21,0836111","221","221",NA,NA,NA,NA,NA,NA,NA
"35","2021-04-07 11:47:43-03","UFMS","CGMS","32665","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","G.S.V. Duarte; V.J. Pott","G.S.V. Duarte","123","2010","02","22",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","Bacia do Rio Paraguai.",NA,"Habitat: Pantanal.","CGMS1062100",NA,"(Morong) Lindm.","2011","05","21","-57.8833333","-21.7022222","-57,8833333","-21,7022222","62","62",NA,NA,NA,NA,NA,NA,NA
"36","2021-04-07 11:47:42-03","UFMS","CGMS","25711","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","V.J.Pott","S.A. Cunha; V.J.Pott","183","2006","11","10",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Embrapa Gado de Corte,Lagoão,cerca de 1km leste da sede.",NA,"Habitat: Lagoa temporária úmida ao longo de aterro de açúde Habito: Erva 30-40cm, escapo 30-60cm altura","CGMS1055140",NA,"(Morong) Lindm.",NA,NA,NA,"-54.7022222","-20.4322223","-54,7022222","-20,4322223","550","550",NA,NA,NA,NA,NA,NA,NA
"37","2021-04-07 11:47:43-03","UFMS","CGMS","71284","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","A. Pott","V.J. Pott; A. Pott","5224","2002","03","04",NA,"Brasil","Mato Grosso do Sul","Camapuã","Nascente de afluente de Ribeirão Barreiro, estrada MS-142, entre Areado e Camapuã, 39Km de Camapuã.",NA,NA,"CGMS1104060",NA,"(Morong) Lindm.",NA,NA,NA,"-54.1580556","-19.3058333","-54,1580556","-19,3058333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-04-07 11:47:43-03","UFMS","CGMS","71628","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","V.J. Pott","L.P. Oliveira; V.J. Pott, E.O. Souza, C. Estodutto","79","2018","11","05",NA,"Brasil","Mato Grosso do Sul","Bonito","Fazenda Princesinha. Próximo ao Parque Nacional da Serra da Bodoquena",NA,NA,"CGMS1104431",NA,"(Morong) Lindm.","2018","11","05","-56.8338889","-21.0977777","-56,8338889","-21,0977777","526","526",NA,NA,NA,NA,NA,NA,NA
"39","2021-04-07 11:47:43-03","UFMS","CGMS","56028","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","A. Guglieri","V.J. Pott; E. Scremin-Dias; A. Pott","8400","2005","12","08",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Laudejá, 1Km próximo a ponte do rio Perdido, rodovia MS-382, entorno do Parque Nacional da Serra da Bodoquena.",NA,"Folha filiforme. Habitat: Brejo de capim-navalha (Cladium jamaicense) com água corrente. Solo argiloso. Relevo plano em vale. Mancha ocasional. Habito: Erva cespitosa, anfíbia, 60-70cm de altura, escapo 1,5m de altura.","CGMS1085985",NA,"(Morong) Lindm.","2006","08","27","-56.7697223","-21.1191667","-56,7697223","-21,1191667","525","525",NA,NA,NA,NA,NA,NA,NA
"40","2021-04-07 11:47:43-03","UFMS","CGMS","54489","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","V.J. Pott","M.L.Z. Colado; V.J. Pott; V.K. Stavis; V. Manvailer","96","2015","11","10",NA,"Brasil","Mato Grosso do Sul","Jateí","Parque Estadual das Várzeas do Rio Ivinhema. Próximo 8 Km da séde, ao longo da entrada do Parque.",NA,NA,"CGMS1084456",NA,"(Morong) Lindm.","2016","06","11","-53.7183334","-22.9297223","-53,7183334","-22,9297223","235","235",NA,NA,NA,NA,NA,NA,NA
"41","2021-04-07 11:47:43-03","UFMS","CGMS","73274","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","V.J. Pott","V.J. Pott; A. Pott","10500","2009","04","29",NA,"Brasil","Mato Grosso do Sul","Bonito","Fazenda São Geraldo, 5 km do atrativo turístico do Rio Sucuri, direção Assentamento Santa Lúcia.",NA,NA,"CGMS1106081",NA,"(Morong) Lindm.","2009","04","29","-56.5458333","-21.2922222","-56,5458333","-21,2922222","322","322",NA,NA,NA,NA,NA,NA,NA
"42","2021-04-07 11:47:43-03","UFMS","CGMS","71288","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia",NA,"V.J. Pott; A. Pott; A.C.M. Cristaldo; G. Hatschbach","5981","2002","11","11",NA,"Brasil","Mato Grosso do Sul","Bonito","Fazenda Baía das Garças, próximo a sede, direção cachoeiras do Aquidaban.",NA,NA,"CGMS1104064",NA,"(Morong) Lindm.",NA,NA,NA,"-56.8516667","-21.0247223","-56,8516667","-21,0247223","540","540",NA,NA,NA,NA,NA,NA,NA
"43","2021-04-07 11:47:43-03","UFMS","CGMS","55735","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","V.J. Pott","V.J. Pott; A. Pott","10423","2008","10","25",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Fazenda Águia, próximo a mata de galeria com buriti e tanques de peixe.",NA,NA,"CGMS1085703",NA,"(Morong) Lindm.","2008","10","25","-54.4730556","-20.6244445","-54,4730556","-20,6244445","570","570",NA,NA,NA,NA,NA,NA,NA
"44","2021-04-07 11:47:43-03","UFMS","CGMS","26540","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","A. Guglieri","A. Guglieri; F.J.M. Caporal","2457","2009","06","18",NA,"Brasil","Mato Grosso do Sul","Três Lagoas","MS-395, km 3; ca. 300m da entrada da Fazenda Ângela.",NA,"Habitat: Campo úmido. Habito: Erva.","CGMS1055992",NA,"(Morong) Lindm.","2009","06","18","-51.7463889","-20.8680556","-51,7463889","-20,8680556","288","288",NA,NA,NA,NA,NA,NA,NA
"45","2021-04-07 11:47:43-03","UFMS","CGMS","55200","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Setaria","paucifolia","Setaria paucifolia","V.J. Pott","V.J. Pott; A. Pott","11206","2011","02","13",NA,"Brasil","Mato Grosso do Sul","Selvíria","Fazenda Reluz, ao longo do Rio Sucuriú.",NA,NA,"CGMS1085168",NA,"(Morong) Lindm.","2011","02","13","-52.0919444","-20.2077778","-52,0919444","-20,2077778","281","281",NA,NA,NA,NA,NA,NA,NA
