"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","636686","PreservedSpecimen","Plantae","Cyperaceae","Scleria","leptostachya","Scleria leptostachya","Kunth","M. Barros",NA,NA,NA,"L. B. Smith","10864","1957","02","05","Brazil","Santa Catarina","Pôrto Uniao","Between Matos Costa and Calmon (22 km). s. of P U 63 km.","-51.0781","-26.2383",NA,NA,"900","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=571030' target='other'> <mi>dwc_moreinfo</mi></a>","NY00636686","NY00636686_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","818515","PreservedSpecimen","Plantae","Cyperaceae","Scleria","leptostachya","Scleria leptostachya","Kunth","E. R. Guaglianone",NA,NA,NA,"E. P. Heringer","17704","1980","03","27","Brazil","Goiás","Luziania","Santo Antônio do Descoberto.","-47.9503","-16.2528",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=863676' target='other'> <mi>dwc_moreinfo</mi></a>","NY00818515","NY00818515_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","637269","PreservedSpecimen","Plantae","Cyperaceae","Scleria","leptostachya","Scleria leptostachya","Kunth",NA,NA,NA,NA,"W. W. Thomas","4896","1985","11","24","Brazil","Minas Gerais","Diamantina","20 km S of Diamantina on rd. to Curvelo, then ca 4 km E on dirt road down valley.","-43.67","-18.33",NA,NA,"1250","1250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=571033' target='other'> <mi>dwc_moreinfo</mi></a>","NY00637269","NY00637269_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00939487","PreservedSpecimen","Plantae","Cyperaceae","Scleria","leptostachya","Scleria leptostachya","Kunth","M. Alves",NA,NA,NA,"W. R. Anderson","9655","1973","05","02","Brazil","Goiás","Caiapônia","Serra do Caiapó, ca. 12 km (straight line) S of Caiapônia","-51.81666667","-17.0566",NA,NA,"840","840","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=975126' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939487","NY00939487_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00939495","PreservedSpecimen","Plantae","Cyperaceae","Scleria","leptostachya","Scleria leptostachya","Kunth","M. Alves",NA,NA,NA,"M. Alves","2280","2001","02","20","Brazil","Distrito Federal","Brasília","Reserva Ecológica do IBGE, Córrego do Cristo Redentor.","-47.9294","-15.7797",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=975258' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939495","NY00939495_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00939484","PreservedSpecimen","Plantae","Cyperaceae","Scleria","leptostachya","Scleria leptostachya","Kunth","M. Alves",NA,NA,NA,"H. S. Irwin","32196","1971","03","19","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 20 km N of Alto Paraíso","-47.5167","-13.93593",NA,NA,"1250","1250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=974971' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939484","NY00939484_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00939493","PreservedSpecimen","Plantae","Cyperaceae","Scleria","leptostachya","Scleria leptostachya","Kunth","T. M. Koyama",NA,NA,NA,"D. R. Gifford","G77","1968","03","10","Brazil","Mato Grosso",NA,"10 km S of base. (Base is c. 270 km N of Xavantina.)","-51.37","-12.75",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=975240' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939493","NY00939493_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00939480","PreservedSpecimen","Plantae","Cyperaceae","Scleria","leptostachya","Scleria leptostachya","Kunth",NA,NA,NA,NA,"H. S. Irwin","13921","1966","03","12","Brazil","Distrito Federal","Brasília","Near Planaltina.","-47.66666667","-15.61666667",NA,NA,"950","950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=974932' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939480","NY00939480_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00939489","PreservedSpecimen","Plantae","Cyperaceae","Scleria","leptostachya","Scleria leptostachya","Kunth","T. M. Koyama",NA,NA,NA,"J. A. Ratter","R.1034","1968","04","12","Brazil","Mato Grosso",NA,"8 km NE of the Base Camp of the Expedition. (Base Camp close to the Xavantina-São Felix road.)","-51.87","-12.9",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=975193' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939489","NY00939489_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00939478","PreservedSpecimen","Plantae","Cyperaceae","Scleria","leptostachya","Scleria leptostachya","Kunth","E. R. Guaglianone",NA,NA,NA,"H. S. Irwin","10234","1965","11","12","Brazil","Distrito Federal","Brasília","Ca. 3 km S.E. of Gama","-48.06349","-15.96917",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=974117' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939478","NY00939478_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01091823","PreservedSpecimen","Plantae","Cyperaceae","Scleria","leptostachya","Scleria leptostachya","Kunth","C. F. S. Muniz",NA,NA,NA,"A. G. Burman","646","1982","02","09","Brazil","Minas Gerais",NA,"Serra de Jacuba, 3-5 km ao norte da cidade de Diamantina.",NA,NA,NA,NA,"1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1264241' target='other'> <mi>dwc_moreinfo</mi></a>","NY01091823","NY01091823_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA
"22","2016-09-27 02:20:00-03","NY","NYBG","637265","PreservedSpecimen","Plantae","Cyperaceae","Scleria","leptostachya","Scleria leptostachya",NA,"G. Kükenthal",NA,NA,NA,"E. L. Ekman","1309","1908","01","17","Argentina","Misiones",NA,"Posadas, Bonpland, in paludibus graminosis prope hartires chico amnem.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=571026' target='other'> <mi>dwc_moreinfo</mi></a>","NY00637265",NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA
"23","2016-09-29 15:19:00-03","NY","NYBG","637266","PreservedSpecimen","Plantae","Cyperaceae","Scleria","leptostachya","Scleria leptostachya",NA,"E. L. Core",NA,NA,NA,"J. Steinbach","5300","1921","02","14","Bolivia","Santa Cruz","Sara","Buena Vista.","-63.662729","-17.459703",NA,NA,"500","500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=571027' target='other'> <mi>dwc_moreinfo</mi></a>","NY00637266",NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00939492","PreservedSpecimen","Plantae","Cyperaceae","Scleria","leptostachya","Scleria leptostachya","Kunth","E. R. Guaglianone",NA,NA,NA,"E. P. Heringer","6305","1981","02","24","Brazil","Distrito Federal","Brasília","Altos do Córrego Cabeça do Veado.","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=975236' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939492","NY00939492_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA
"25","2017-08-04 11:15:00-03","NY","NYBG","02683209","PreservedSpecimen","Plantae","Cyperaceae","Scleria","leptostachya","Scleria leptostachya",NA,NA,NA,NA,NA,"A. C. Araújo","1767","2007","03","02","Brazil","Pernambuco","Jaqueira","RPPN Frei Caneca.","-35.7933006286621","-8.72667026519775",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2944925' target='other'> <mi>dwc_moreinfo</mi></a>","NY02683209","NY02683209_01","Magnoliophyta","Poales","South America","sheet",NA,"11830","auto",NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00939485","PreservedSpecimen","Plantae","Cyperaceae","Scleria","leptostachya","Scleria leptostachya","Kunth","M. Alves",NA,NA,NA,"H. S. Irwin","33007","1971","03","22","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 20 km N of Alto Paraíso","-47.5167","-13.93593",NA,NA,"1250","1250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=974975' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939485","NY00939485_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","818526","PreservedSpecimen","Plantae","Cyperaceae","Scleria","leptostachya","Scleria leptostachya","Kunth","M. Alves",NA,NA,NA,"H. S. Irwin","32193","1971","03","19","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 20 km N of Alto Paraíso","-47.5167","-13.93593",NA,NA,"1250","1250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=863815' target='other'> <mi>dwc_moreinfo</mi></a>","NY00818526","NY00818526_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","637268","PreservedSpecimen","Plantae","Cyperaceae","Scleria","leptostachya","Scleria leptostachya","Kunth","E. R. Guaglianone",NA,NA,NA,"H. S. Irwin","9372","1965","10","20","Brazil","Goiás","Alto Paraíso de Goiás","Creek margin, Chapada dos Veadeiros, ca. 12 km. N.W. of Veadeiros, Goiás.","-47","-14",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=571032' target='other'> <mi>dwc_moreinfo</mi></a>","NY00637268","NY00637268_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00939491","PreservedSpecimen","Plantae","Cyperaceae","Scleria","leptostachya","Scleria leptostachya","Kunth",NA,NA,NA,NA,"A. F. Regnell","1321","1862","02","11","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=975231' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939491","NY00939491_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00939481","PreservedSpecimen","Plantae","Cyperaceae","Scleria","leptostachya","Scleria leptostachya","Kunth","E. R. Guaglianone",NA,NA,NA,"H. S. Irwin","16399","1966","06","01","Brazil","Mato Grosso",NA,"Ca. 84 km. N. of Xavantina. Serra do Roncador.","-52.1","-13.93",NA,NA,"550","550","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=974942' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939481","NY00939481_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00939490","PreservedSpecimen","Plantae","Cyperaceae","Scleria","leptostachya","Scleria leptostachya","Kunth","T. M. Koyama",NA,NA,NA,"R. M. Harley","10636","1968","10","11","Brazil","Mato Grosso",NA,"R10 c. 12 km SW of base camp.","-51.77","-12.82",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=975224' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939490","NY00939490_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","612470","PreservedSpecimen","Plantae","Cyperaceae","Scleria","leptostachya","Scleria leptostachya","Kunth","A. C. Araújo",NA,NA,NA,"J. C. Lindeman","3835","1967","01","03","Brazil","Paraná",NA,"West of Matinhos; by trail in young capoeira.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=156791' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612470","NY00612470_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","02282616","PreservedSpecimen","Plantae","Cyperaceae","Scleria","leptostachya","Scleria leptostachya","Kunth","C. F. S. Muniz",NA,NA,NA,"H. S. Irwin","24121","1969","03","09","Brazil","Goiás","Cavalcante","Chapada dos Veadeiros, ca. 10 km south of Cavalcante","-47.5","-13.89039",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2284013' target='other'> <mi>dwc_moreinfo</mi></a>","NY02282616","NY02282616_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","547722","PreservedSpecimen","Plantae","Cyperaceae","Scleria","leptostachya","Scleria leptostachya","Kunth","M. Alves",NA,NA,NA,"M. Alves","1855","2000","01","28","Brazil","Bahia","Rio de Contas","Trilha de acesso ao Pico das Almas nas proximidades do Campo do Queiróz.","-41.95","-13.5189",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=571029' target='other'> <mi>dwc_moreinfo</mi></a>","NY00547722","NY00547722_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00939479","PreservedSpecimen","Plantae","Cyperaceae","Scleria","leptostachya","Scleria leptostachya","Kunth","E. R. Guaglianone",NA,NA,NA,"H. S. Irwin","11690","1966","01","15","Brazil","Distrito Federal","Brasília","Ca. 20 km S. of Brasília, on road to Anapolis","-48.04869","-15.9111",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=974119' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939479","NY00939479_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00939486","PreservedSpecimen","Plantae","Cyperaceae","Scleria","leptostachya","Scleria leptostachya","Kunth","M. Alves",NA,NA,NA,"W. R. Anderson","6473","1973","03","06","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 20 km by road N of Alto Paraíso","-47.5167","-13.9376",NA,NA,"1600","1600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=975122' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939486","NY00939486_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","02282617","PreservedSpecimen","Plantae","Cyperaceae","Scleria","leptostachya","Scleria leptostachya","Kunth","C. F. S. Muniz",NA,NA,NA,"H. S. Irwin","32197","1971","03","19","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 20 km N of Alto Paraíso","-47.5167","-13.93593",NA,NA,"1250","1250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2257602' target='other'> <mi>dwc_moreinfo</mi></a>","NY02282617","NY02282617_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA
"38","2021-01-06 11:42:09-03","UFPI-MRV","HDELTA","3457","PreservedSpecimen","Plantae","Cyperaceae","Scleria","leptostachya","Scleria leptostachya","Kunth","Santos, E. S.","2014","07","12","Santos, E. S.","09","2014","06","26","Brasil","Piauí","Cajueiro da Praia","Boa Vista","-41.3361015319824","-2.92777991294861",NA,NA,NA,NA,NA,"HDELTA003457",NA,NA,NA,NA,NA,NA,"20668","auto",NA,NA,NA
"39","2020-11-13 09:19:32-03","UFRJ","RFA","10976","PreservedSpecimen","Plantae","Cyperaceae","Scleria","leptostachya","Scleria leptostachya","Kunth","T.M. Pedersen","1971",NA,NA,"G.G. Hatschbach","26041","1971","01","23","Brasil","Mato Grosso do Sul","Sidrolândia","Santa Fé","-54.9613990783691","-20.9319000244141",NA,NA,NA,NA,NA,"RFA52978",NA,NA,NA,NA,NA,NA,"73119","auto",NA,NA,NA
"40","2021-03-30 12:52:17-03","EAO","IAN","175297","PreservedSpecimen","Plantae","Cyperaceae","Scleria","leptostachya","Scleria leptostachya","Kunth","Alves, M","2002","02",NA,"Alves, M; Ferreira, JA","2280","2001","02","20","Brasil","Distrito Federal","Brasília","reserva Ecológica do IBGE. Córrego do Cristo Redentor. Campo úmido em cerrado arbustivo com solo pedregoso.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"Erva ereta ca. 20 m de altura, izoma curtíssimo, base vinácea. material fixado em sílica.","IAN175297",NA,"Monocotiledônea",NA,"Southern America",NA,NA,"70570","auto",NA,NA,NA
"41","2020-02-08 10:14:57-03","NBC","NL-BOTANY","L.4311619","PreservedSpecimen","Plantae","Cyperaceae","Scleria","leptostachya","Scleria leptostachya","Kunth",NA,NA,NA,NA,"Irwin HS",NA,"1966","03","12","Brazil","Distrito Federal",NA,"hilltop cerrado, near Planaltina.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4311619 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4311619","NL-L4311619",NA,"Poales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA
"42","2020-02-08 10:14:57-03","NBC","NL-BOTANY","WAG.1775936","PreservedSpecimen","Plantae","Cyperaceae","Scleria","leptostachya","Scleria leptostachya","Kunth",NA,NA,NA,NA,"Hatschbach GG",NA,"1971","01","23","Brazil",NA,NA,"Santa Fe (mun. Sidrolandia) Mato Grosso.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1775936 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1775936","NL-WAG1775936",NA,"Poales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA
"43","2020-02-08 10:14:57-03","NBC","NL-BOTANY","WAG.1775937","PreservedSpecimen","Plantae","Cyperaceae","Scleria","leptostachya","Scleria leptostachya","Kunth",NA,NA,NA,NA,"Hatschbach GG",NA,"1971","01","23","Brazil",NA,NA,"Santa Fe (mun. Sidrolandia) Mato Grosso.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1775937 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1775937","NL-WAG1775937",NA,"Poales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA
"44","2020-02-08 10:14:57-03","NBC","NL-BOTANY","WAG.1775938","PreservedSpecimen","Plantae","Cyperaceae","Scleria","leptostachya","Scleria leptostachya","Kunth",NA,NA,NA,NA,"Hatschbach GG",NA,"1971","01","23","Brazil",NA,NA,"Santa Fe (mun. Sidrolandia) Mato Grosso.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1775938 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1775938","NL-WAG1775938",NA,"Poales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA
"45","2020-11-04 11:05:57-03","ESALQ","ESA","43277","PreservedSpecimen","Plantae","Cyperaceae","Scleria","leptostachya","Scleria leptostachya","Kunth","Muniz, C.F.S.",NA,NA,NA,"Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","14026.0","1997","03","14","Brasil","Mato Grosso","São Félix do Araguaia","Estrada São Félix do Araguaia. - Alto Boa Vista, ca. 41 Km de São Félix do Araguaia. Savana arborizada (campo cerrado), com árvores e arbustos concentrados sobre murunduns.","-505.901","-113.425","-505,901","-113,425","180","180","Erva; espiguetas castanhas.","ESA043277","ESA043277","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
