"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","00476218","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Salicaceae","Casearia","rupestris","Casearia rupestris","Eichler","R. B. Torres","E. P. Heringer","5387","1955","South America","Brazil","Minas Gerais","Paraopeba, Horto Florestal de Paraopeba","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=371925' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476218","NY00476218_01","10","10","Paraopeba","-44.4042","-19.2744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-26 18:09:42-03","CPAN-UFMS","COR","15401","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","rupestris","Casearia rupestris","Eichler",NA,"Damasceno-Júnior, G. A.; Velasques, J. S.","2497","2002",NA,"Brasil","Mato Grosso do Sul","Morro Santa Cruz - fazenda Paraíso",NA,"Árvore com 9 m de altura; fitossociologia 84 Habito: Árvore",NA,NA,"02","17","Ladário","-57.6","-19.1975","800","800","57º36'0''W","19º11'51''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-02 16:29:17-03","CPAN-UFMS","COR","2591","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","rupestris","Casearia rupestris","Eichler","Ratter, J.","Damasceno-Júnior, G. A.",NA,"1991",NA,"Brasil","Distrito Federal","Apa de Cafuringa",NA,"Arbusto; fruto escuro Habito: Arbusto",NA,NA,"11","10","Brasília","-47.93","-15.780278",NA,NA,"47º55'48''W","15º46'49''S","1991","11","10",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-02 16:29:17-03","CPAN-UFMS","COR","11354","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","rupestris","Casearia rupestris","Eichler","Damasceno-Júnior, G. A.","Damasceno-Júnior, G. A.; Maria, V. R.; Batilani, J.; Pott, A. & Velasques, J.","3710","2005",NA,"Brasil","Mato Grosso do Sul","Fazenda Santa Laura; mata ciliar Salobra; poção Salobra",NA,"Árvore com 12 m de altura; flor creme; sem folhas; fitossociologia 337 Habito: Árvore",NA,NA,"09","04","Bodoquena","-56.7425","-20.781944","212","212","56º44'33''W","20º46'55''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-29 18:02:02-03","CPAN-UFMS","COR","11975","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","rupestris","Casearia rupestris","Eichler","Damasceno-Júnior, G. A.","Damasceno-Júnior, G. A.; Maria, V. R.; Batilani, J.; Pott, A. & Velasques, J.","4194","2005",NA,"Brasil","Mato Grosso do Sul","Fazenda Santa Laura",NA,"Árvore com 8 m de altura; fruto verde Habito: Árvore",NA,NA,"12","16","Bonito","-56.749722","-20.89","392","392","56º44'59''W","20º53'24''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-26 18:09:42-03","CPAN-UFMS","COR","9345","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","rupestris","Casearia rupestris","Eichler",NA,"Damasceno Júnior, G. A.; Bortolotto, I. M.; Ishii, I. H.; Nakajima, J. N.; Sciamareli, A.; Assis, E. L. M.; Velasques, J. S.; Gonçalves, P. V.; Cruz, H. D.; Porfirio, G. E. O.; Rodriguez, D. P.; Nascimento, V. L.; Alves, F. M. & Sales, J. L.","2661","2002",NA,"Brasil","Mato Grosso do Sul","Fazenda Acurizal - Retiro Rumo ao Oeste.",NA,"Árvore com flor: creme esverdeada Habito: Árvore",NA,NA,"10","22","Corumbá","-57.675278","-17.804167","100","100","57º40'31''W","17º48'15''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-26 18:09:42-03","CPAN-UFMS","COR","10301","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","rupestris","Casearia rupestris","Eichler",NA,"Damasceno Júnior, G.A.;Velasques, J.S.","2502","2002",NA,"Brasil","Mato Grosso do Sul","Fazenda Paraiso - Morro Sta Cruz. Cerradão; litólico; Morro.",NA,"fitossociologia 1467; Com Flor: creme",NA,NA,"09","18","Ladário","-57.6016998291016","-19.0046997070312","800","800",NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA
"18","2020-11-26 18:09:42-03","CPAN-UFMS","COR","15390","PreservedSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","rupestris","Casearia rupestris","Eichler","G. A. Damasceno Jr.","Damasceno Junior, G.A.","3163","2000",NA,"Brasil","Mato Grosso do Sul","Fazenda Paraiso - Vale do Paraiso - Morro Sta Cruz, próx a nascente do córrego Bandálta. Transição Cerradão/Mata perene; Litólico e rico em Ferro; Morro.",NA,"Fitossociologia 77",NA,NA,"11","02","Ladário","-57.6016998291016","-19.0046997070312","800","800",NA,NA,NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA
"19","2020-02-08 09:51:40-03","NBC","NL-BOTANY","L 0010746","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Casearia","rupestris","Casearia rupestris","Eichler",NA,"Regnell AF",NA,"1848","Southern America","Brazil","Minas Gerais","Brasil. Minas Gerais. Uberava. Frutex.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200010746 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0010746","NL-L0010746","11","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","syntype","349307",NA,NA
"20","2020-02-08 09:51:40-03","NBC","NL-BOTANY","L 0010747","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Casearia","rupestris","Casearia rupestris","Eichler",NA,"Claussen P",NA,NA,"Southern America","Brazil","Minas Gerais","'Brasilia'.(Minas Gerais ?)",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200010747 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0010747","NL-L0010747",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","syntype","207515",NA,NA
"21","2020-02-08 09:51:40-03","NBC","NL-BOTANY","L.2458021","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Casearia","rupestris","Casearia rupestris","Eichler",NA,"Heringer EP; et al.",NA,"1981","Southern America","Brazil",NA,"Distrito Federal, Bacia do Rio São Barto lomeu.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2458021 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2458021","NL-L2458021","08","03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"22","2020-02-08 09:51:40-03","NBC","NL-BOTANY","L.2458022","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Casearia","rupestris","Casearia rupestris","Eichler",NA,"Heringer EP; et al.",NA,"1981","Southern America","Brazil",NA,"Distrito Federal, Bacia do Rio São Barto lomeu.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2458022 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2458022","NL-L2458022","05","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"23","2020-02-08 09:51:40-03","NBC","NL-BOTANY","L.2458023","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Casearia","rupestris","Casearia rupestris","Eichler",NA,"Badcock WJ",NA,"1966","Southern America","Bolivia",NA,"Sta. Cruz: Tres Palmas.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2458023 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2458023","NL-L2458023","09","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"24","2020-02-08 09:51:40-03","NBC","NL-BOTANY","L.2458028","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Casearia","rupestris","Casearia rupestris","Eichler",NA,"Claussen P",NA,"1837","Southern America","Brazil",NA,"L.I. Fransico.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2458028 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2458028","NL-L2458028","01","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"25","2020-02-08 09:51:40-03","NBC","NL-BOTANY","L.2458029","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Casearia","rupestris","Casearia rupestris","Eichler",NA,"Andrade AG de; Emmerich M",NA,"1961","Southern America","Brazil",NA,"Minas Gerais, Carmo do Rio Clao, Fazende Santa Rosa.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2458029 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2458029","NL-L2458029","09","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"26","2020-02-08 09:51:40-03","NBC","NL-BOTANY","U.1583711","PreservedSpecimen","Plantae",NA,"Malpighiales","Flacourtiaceae","Casearia","rupestris","Casearia rupestris","Eichler",NA,"Reitz R; Klein RM",NA,"1958","Southern America","Brazil",NA,"Santa Catarina, Serra do Matador, Rio do Sul. Mata.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1583711 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1583711","NL-U1583711","08","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"27","2020-11-04 11:19:12-03","ESALQ","ESA","88969","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","rupestris","Casearia rupestris","Eichler","Viani, R.A.G.","Viani, R.A.G. et al.","308.0","2002",NA,"Brasil","São Paulo",NA,NA,NA,"ESA088969","ESA088969","05","21","Icém","-49.189998626709","-20.3400001525879",NA,NA,NA,NA,NA,NA,NA,"14956","auto",NA,NA,NA,NA,NA
"28","2020-11-04 11:19:12-03","ESALQ","ESA","132120","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","rupestris","Casearia rupestris","Eichler","Paula-Souza, J.","Paula-Souza, J.; Árbocz, G.; Polisel, R.T.; Gonçalves, L.N.","11431.0","2013",NA,"Brasil","Mato Grosso","Margens do rio Ariranha. Floresta de galeria",NA,"Arvoreta, ca. 4m alt. Frutos imaturos verdes passando a róseos","ESA132120",NA,"02","07","Alto Araguaia","-53.2153015136719","-17.3146991729736",NA,NA,NA,NA,"2013","04","01","100273","auto",NA,NA,NA,NA,NA
"29","2020-11-04 11:19:12-03","ESALQ","ESA","51888","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","rupestris","Casearia rupestris",NA,"Maria, V.R.B.","Maria, V.R.B.",NA,NA,NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,"ESA051888",NA,NA,NA,"Bonito","-56.4818992614746","-21.1210994720459",NA,NA,NA,NA,NA,NA,NA,"71352","auto",NA,NA,NA,NA,NA
"30","2020-11-04 11:19:12-03","ESALQ","ESA","119105","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","rupestris","Casearia rupestris",NA,"Pastore, J.F.B.","Silva, G.P.","859.0","1991",NA,"Brasil","Distrito Federal","Afloramento calcário na área da fábrica de cimento Tocantins.",NA,NA,"ESA119105",NA,"11","06","Brasilia","-47.9296989440918","-15.7797002792358","1000","1000",NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA
"31","2020-11-04 11:19:12-03","ESALQ","ESA","132357","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Salicaceae","Casearia","rupestris","Casearia rupestris","Eichler","Paula-Souza, J.","Paula-Souza, J.; Polisel, R.T.; Gonçalves, L.N.","11660.0","2013",NA,"Brasil","Mato Grosso","Arredores do rio Ariranha. Área degradada. Cerradão",NA,"Arbusto, ca. 3m alt. Botões verdes","ESA132357",NA,"02","17","Alto Araguaia","-53.2153015136719","-17.3146991729736",NA,NA,NA,NA,"2013","04","01","100273","auto",NA,NA,NA,NA,NA
"32","2020-11-19 10:25:20-03","CPAP","CPAP","19089","PreserverdSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","rupestris","Casearia rupestris","Eichler",NA,"Ratter, J. A.","7566","1996",NA,"Brasil","MS","Fazenda Água Amarela, entre Boqueirao e Bela Vista",NA,NA,NA,NA,"09","27","Jardim","-56.233333","-21.766667",NA,NA,"56°14' W","21°46' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-19 10:25:20-03","CPAP","CPAP","19111","PreserverdSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","rupestris","Casearia rupestris","Eichler",NA,"Ratter, J. A.","7622","1996",NA,"Brasil","MS","Água Clara",NA,"<ll>dwc_commonname:</ll> Fruto de urubu",NA,NA,"11","05","Água Clara","-52.866667","-20.45",NA,NA,"52°52' W","20°27' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-19 10:25:20-03","CPAP","CPAP","19125","PreserverdSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","rupestris","Casearia rupestris","Eichler",NA,"Ratter, J. A.","7660","1996",NA,"Brasil","MS","Aproximadamente 2km Sul do Autoposto de Piqui, 42km de Maracaju, rodovia para Sidrolândia",NA,"<ll>dwc_commonname:</ll> Catinga De",NA,NA,"11","10","Sidrolandia","-55.05","-21.266667",NA,NA,"55°03' W","21°16' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-19 10:25:20-03","CPAP","CPAP","17273","PreserverdSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","rupestris","Casearia rupestris","Eichler",NA,"Pott, A.","8040","1998",NA,"Brasil","MS","Fazenda Cedro; Sub-região do Paiaguás; Pantanal - ponto 98",NA,"Árvore ereta 3-6m de altura. FLOR: não vista. FRUTO: preto. INTERESSE: Florestal. FREQUÊNCIA: Frequente. AMBIENTE: Floresta semidecídua (Cedrela/Phyllostyllon/Hymenaea courbaril). SUBSTRATO: solo limo-arenoso. RELEVO: plano convexo. <ll>dwc_commonname:</ll> Puru",NA,NA,"05","25","Corumbá","-56.088056","-18.689722","90","90","56°05'17'' W","18°41'23'' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-11-19 10:25:20-03","CPAP","CPAP","19070","PreserverdSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","rupestris","Casearia rupestris","Eichler",NA,"Ratter, J. A.","7525","1996",NA,"Brasil","MS","13km de Bonito rodovia para Bodoquena",NA,"<ll>dwc_commonname:</ll> Fruto de urubu",NA,NA,"09","25","Bonito","-56.533333","-20.966667",NA,NA,"56°32' W","20°58' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-19 10:25:20-03","CPAP","CPAP","23806","PreserverdSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","rupestris","Casearia rupestris","Eichler","A. Pott","Pott, A.","11321","2003",NA,"Brasil","MS","Aldeia Terena Limão Verde",NA,"Árvoreta 3m de altura. Flor esverdeada.Fruto ausente.apícola.Esparsa..Cerrado rupestre decidual. Solo: litólico, arenito. Relevo: fortemente inclinado, sopé de paredão.",NA,NA,"08","17","Aquidauana","-55.691389","-20.328889","290","290","55°41'29 W","20°19'44 S","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-19 10:25:20-03","CPAP","CPAP","2754","PreserverdSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","rupestris","Casearia rupestris","Eichler","A. Pott","Cunha, C. N. da","2072","1986",NA,"Brasil","MS","Fazenda Campo Dora; Sub-região da Nhecolândia; Pantanal",NA,"Árvore ereta com ramos horizontais. FLOR: . FRUTO: . INTERESSE: Apícola. FREQUÊNCIA: . AMBIENTE: Mata de salina, não alagável. SUBSTRATO: solo arenoso. RELEVO: plano. <ll>dwc_commonname:</ll> Pururuca",NA,NA,"12","06","Corumbá","-56.716667","-18.916667","90","90","56°43' W","18°55' S","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-19 10:25:20-03","CPAP","CPAP","3906","PreserverdSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","rupestris","Casearia rupestris","Eichler",NA,"Pott, A.","3399","1987",NA,"Brasil","MS","KM 729 da BR-262 (Entre Corumbá e Morrinho)",NA,"Arbusto de1-4m de altura. FLOR: branca. Flor muito odorosa. FRUTO: não vista. INTERESSE: Levantamento florístico. FREQUÊNCIA: Esparsa. AMBIENTE: Pastagem de Panicum maximum com árvores restantes de mata caducífolia. SUBSTRATO: solo calcimórfico bem drena",NA,NA,"09","04","Corumbá","-57.333333","-19.466667","150","150","57°20' W","19°28' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-19 10:25:20-03","CPAP","CPAP","3944","PreserverdSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","rupestris","Casearia rupestris","Eichler",NA,"Pott, A.","3437","1987",NA,"Brasil","MS","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - Reserva Biológica (invernada 6)",NA,"Árvore ereta com ramos horizontais. FLOR: branca. FRUTO: . INTERESSE: Apícola, madeira. FREQUÊNCIA: Frequente. AMBIENTE: Cordilheira (paleodique), não alagável. SUBSTRATO: solo arenoso (Podzol Hidromórfico). RELEVO: plano com mesorelevo. <ll>dwc_commonname:</ll>",NA,NA,"09","17","Corumbá","-56.65","-18.983333","89","89","56°39' W","18°59' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-19 10:25:20-03","CPAP","CPAP","5892","PreserverdSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","rupestris","Casearia rupestris","Eichler",NA,"Pott, A.","4578","1988",NA,"Brasil","MS","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - invernada 7",NA,"Arboreta 2 m a árvore 6 m de altura. FLOR: não vista. FRUTO: castanho escuro. INTERESSE: Forrageira. FREQUÊNCIA: Frequente. AMBIENTE: Transição caronal (elyonuretum) a cerradão, não alagável. SUBSTRATO: solo arenoso (Podzol Hidromórfico). RELEVO: plano c",NA,NA,"12","08","Corumbá","-56.65","-18.983333","90","90","56°39' W","18°59' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-19 10:23:55-03","CPAP","CPAP","20194","PreserverdSpecimen","Plantae",NA,NA,"Flacourtiaceae","Casearia","rupestris","Casearia rupestris","Eichl.","S.M. Salis","Donatti, C.I.","314","2003",NA,"Brasil","MS","Fazenda Rio Negro",NA,"Árvore. AMBIENTE: Cordilheira. <ll>dwc_commonname:</ll> Pururuca",NA,NA,"12","02","Aquidauana","-55.7872009277344","-20.4710998535156",NA,NA,NA,NA,"2004","05",NA,"212961","auto",NA,NA,NA,NA,NA
"43","2020-11-19 10:25:20-03","CPAP","CPAP","24367","PreserverdSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","rupestris","Casearia rupestris","Eichler","A. Pott","Pott, A.","13388","2005",NA,"Brasil","MS",NA,NA,"Árvoreta 3-6m de altura. Flor branca. Fruto ausente.Flor com odor a mel.apícola.. Frequente.. Solo: argiloso. vermelho. Relevo: encosta inferior. Remanescente de cerradão",NA,NA,"09","09","Bonito","-56.4818992614746","-21.1210994720459",NA,NA,NA,NA,"2005",NA,NA,"71352","auto",NA,NA,NA,NA,NA
"44","2020-11-19 10:25:20-03","CPAP","CPAP","20389","PreserverdSpecimen","Plantae",NA,NA,"Salicaceae","Casearia","rupestris","Casearia rupestris","Eichler",NA,"Assis, T. C.","158","2006",NA,"Brasil","MS","Fazenda Banda Alta - trilha 1",NA,"Arvoreta, 2,5-5,8m~ALT. FLOR: branca amarelo esverdeada. FRUTO: . INTERESSE: Apícola. FREQUÊNCIA: Pouco frequente. AMBIENTE: Pasto. SUBSTRATO: solo argiloso. RELEVO: levemente ondulado.",NA,NA,"09","20","Ladário","-57.6016998291016","-19.0046997070312","132","132","57°35'12.1","19°08'346",NA,NA,NA,"23141","auto",NA,NA,NA,NA,NA
"45","2015-07-02 14:04:08-03","JBP","HPL","3005","S","Plantae",NA,NA,"Salicaceae","Casearia","rupestris","Casearia rupestris","Eichl,","H. Lorenzi","H. Lorenzi","630","1994",NA,"Brasil","SP","Coletada nas proximidades da cidade.",NA,NA,NA,NA,"10","16","Votuporanga","-49.97","-20.42",NA,NA,NA,NA,"1994","10","16","20562","auto",NA,NA,NA,NA,NA
