"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","phylum","order","typeStatus","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","imagecode","coordinatePrecision","geoFlag","infraspecificEpithet","class","fieldNumber","individualCount","sex"
"11","2019-11-21 14:40:53-03","UFJF","CESJ","63546","PreservedSpecimen","Plantae","Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus","(Lindl.) Schltr.","L. Menini Neto","2013","09",NA,"S.G. Furtado; L. Menini Neto; A. Cabral; C. Nardy","266","2013","09","14","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Interior de Floresta Ombrófila Mista.","-44.8899993896484","-21.9589004516602",NA,NA,"Erva terrícula, flores passadas creme.","CESJ063546","Angiosperma",NA,NA,"América do Sul",NA,NA,NA,NA,"29865","auto",NA,NA,NA,NA,NA
"12","2019-11-27 13:51:18-03","UFS","ASE","15761","PreservedSpecimen","Plantae","Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus","(Lindl.) Schltr.","Costa, SM","2009","10",NA,"Costa, SM","610","2009","10","17","Brasil","Sergipe","Poço Redondo","Serra da Guia","-37.412502","-9.47545","-37.412502","-9.47545","Erva, com até 15 cm. Folhas espatuladas, inflorescência com poucas flores, inflorescência com poucas flores, flores com sépalas esverdeadas com ápice esbranquiçado, pétalas: 2 amarronzadas na margens e brancas medialmente, 3ª pétala","ASE0007277","Magnoliophyta",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-08-20 10:00:53-03","UNICAMP","UEC","122207","S","Plantae","Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus","(Lindl.) Schltr.","Pansarin, ER","2004","05",NA,"Pansarin, ER","843","2001","03","07","Brazil","São Paulo","Jundiaí","Serra do Japi, Sentido bairro Eloy Chaves, próximo à represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,"Material em estado vegetativo apenas.","UEC034848","Liliopsida",NA,NA,NA,NA,NA,NA,"UEC034848","17840","auto",NA,NA,NA,NA,NA
"14","2019-08-20 10:00:53-03","UNICAMP","UEC","131672","S","Plantae","Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus","(Lindl.) Schltr.","Pansarin, ER","2004","05",NA,"Pansarin, ER; Mickeliunas, L","1082","2003","09","09","Brazil","São Paulo","Jundiaí","Serra do Japi, Sentido bairro Eloy Chaves, próximo à represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,NA,"UEC034847","Liliopsida",NA,NA,NA,NA,NA,NA,"UEC034847","17840","auto",NA,NA,NA,NA,NA
"15","2019-08-20 10:00:53-03","UNICAMP","UEC","132302","S","Plantae","Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus","(Lindl.) Schltr.","Pansarin, ER","2004","05",NA,"Pansarin, ER; Mickeliunas, L","1089","2003","09","22","Brazil","São Paulo","Jundiaí","Serra do Japi, Sentido bairro Eloy Chaves, próximo à represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,NA,"UEC034849","Liliopsida",NA,NA,NA,NA,NA,NA,"UEC034849","17840","auto",NA,NA,NA,NA,NA
"16","2019-08-20 10:00:53-03","UNICAMP","UEC","137646","S","Plantae","Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus","(Lindl.) Schltr.","Pansarin, ER","2005","02",NA,"Pansarin, ER","1158","2004","08","04","Brazil","São Paulo","Jundiaí","Serra do Japi, Sentido bairro Eloy Chaves, próximo à represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,NA,"UEC034846","Liliopsida",NA,NA,NA,NA,NA,NA,"UEC034846","17840","auto",NA,NA,NA,NA,NA
"17","2019-01-17 11:24:01-02","PUCRS","MPUC","18147","S","Plantae","Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus","(Lindl.) Schltr.","P.J.S. Silva Filho","2012","01","01",NA,NA,"2011","05","24","Brasil","RS","Porto Alegre","Reserva Ecológica do Lami","-51.2372222222","-30.0191388889","-51.2372222222","-30.0191388889",NA,NA,NA,"Asparagales",NA,"South America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida","1636","1",NA
"18","2020-10-14 10:04:10-03","FURB","FURB","7148","PreservedSpecimen","Plantae","Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus","(Lindl.) Schltr.","Gaio, J","2015","11","10","Gonzatti, F.; Demeda, C.; Gaio, J. & Link, O.",NA,"2015","09","12","Brasil","Rio Grande do Sul","Osório","Fazenda do Arroio - próxima à lagoa da Emboaba.","-50.2127778","-29.9736111","-50.2127778","-29.9736111",NA,"FURB47464",NA,NA,NA,NA,"3","3",NA,"FURB47464",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-16 17:50:18-03","UCS","HUCS","44343","PreservedSpecimen","Plantae","Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus","(Lindl.) Schltr.","Gaio, J.","2015","11","10","Gonzatti, F.","2100a","2015","09","12","Brasil","Rio Grande do Sul","Osório","Fazenda do Arroio - próxima à lagoa da Emboaba","-50.21275","-29.973722","-50.21275","-29.973722","Terrícola; No interior da mata de restinga",NA,"Angiospermae","Asparagales",NA,NA,"3","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:38:33-03","MBM","MBM","49722","PreservedSpecimen","Plantae","Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus","(Lindl.) Schltr.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","15072","1966","11","07","Brazil","Paraná","Quatro Barras","Morro Mãe Catira","-49.0769004821777","-25.3656005859375",NA,NA,NA,"MBM049722",NA,NA,NA,"Southern America",NA,NA,NA,"MBM049722","17116","auto",NA,NA,NA,NA,NA
"21","2020-12-21 16:38:33-03","MBM","MBM","407858","PreservedSpecimen","Plantae","Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus","(Lindl.) Schltr.","Gaio, J.","2015","11","10","Gonzatti, F.; Demeda, C.; Gaio, J.; Link, O.; Demeda, C.; Gaio, J.; Link, O.","2100a","2015","09","12","Brazil","Rio Grande do Sul","Osório","Fazenda do Arroio, próximo à lagoa da Emboaba","-50.212778","-29.973611","-50.212778","-29.973611","Terrícola.; No interior de mata de restinga.","MBM407858",NA,NA,NA,"Southern America","3","3",NA,"MBM407858",NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:38:33-03","MBM","MBM","260723","PreservedSpecimen","Plantae","Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus","(Lindl.) Schltr.","Buzatto, C.R.","2010","11","02","Silva, J.M.; Barboza, E.; Ribas, O.S.; Costa, E.F.; Barboza, E.; Ribas, O.S.; Costa, E.F.","3398","2001","08","18","Brazil","Paraná","Campina Grande do Sul","Serra do Ibitiraque, trilha para o Pico Paraná","-49.0553016662598","-25.3055992126465",NA,NA,"Terrícola, flor alva com estrias verdess nas sépalas. Floresta Atlântica da encosta do morro","MBM260723",NA,NA,NA,"Southern America",NA,NA,NA,"MBM260723","55154","auto",NA,NA,NA,NA,NA
"23","2019-11-01 15:28:29-03","PUC-RIO","FCAB","2072","PreservedSpecimen","Plantae","Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus","(Lindl.) Schltr.","P.E. Leite S.J.",NA,NA,NA,"P.E. Leite S.J.","s.n.","1945","10",NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,"4359&nf;Humicola debaixo da mata, flores esbranquisadas.","002072",NA,"Angiospermae",NA,NA,"1600","1600",NA,NA,"21048","auto",NA,NA,NA,NA,NA
"24","2015-09-04 20:19:32-03","MNHN","RECOLNAT_MNHN_P","P00345544","PreservedSpecimen",NA,"Orchidaceae","Cyclopogon","stenoglossus","Cyclopogon stenoglossus","Pabst","Pabst",NA,NA,NA,"Glaziou, A.",NA,"1891","6",NA,"Brésil",NA,NA,"Alto Macahí",NA,NA,NA,NA,"Herbier de A. Glaziou donné par Mme Simart, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00345544' target='other'> <mi>dwc_moreinfo</mi></a>","P00345544",NA,NA,NA,NA,NA,NA,"hb","P00345544_01",NA,NA,NA,NA,"18511 a",NA,NA
"25","2015-09-04 12:30:31-03","MNHN","RECOLNAT_MNHN_P","P00345568","PreservedSpecimen",NA,"Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus","(Lindl.) Schltr.",NA,NA,NA,NA,"Regnell, A.F.",NA,"1869","7","31","Brésil",NA,NA,NA,NA,NA,NA,NA,"Donné par sa fille, Mme Simart, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00345568' target='other'> <mi>dwc_moreinfo</mi></a>","P00345568",NA,NA,NA,NA,NA,NA,"hb","P00345568_01",NA,NA,NA,NA,"III 1195",NA,NA
"26","2015-09-05 06:11:15-03","MNHN","RECOLNAT_MNHN_P","P00345564","PreservedSpecimen",NA,"Orchidaceae","Spiranthes","lineata","Spiranthes lineata","Lindl.",NA,NA,NA,NA,"Moura, J.T. de",NA,"1887","6",NA,"Brésil",NA,NA,"Prov. Rio de Janeiro. Dans les grottes de Serra dos Orpaos",NA,NA,NA,NA,"Donnée par sa fille, Mme Simart, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00345564' target='other'> <mi>dwc_moreinfo</mi></a>","P00345564",NA,NA,NA,NA,NA,NA,"hb","P00345564_01",NA,NA,NA,NA,"31",NA,NA
"27","2020-12-11 11:44:43-03","UFMG","BHCB","115608","PreservedSpecimen","Plantae","Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus","(Lindl.) Schltr.",NA,"2007","11",NA,"Viana, PL; Mota, NFO; Andrade, LE","3256","2007","11","10","Brasil","Minas Gerais","Alagoa","Parque Estadual do Papagaio, Subida para a Pedra do Garrafão, da pousada campo de altitude.","-44.76","-22.2125","-44.76","-22.2125","Terrestre com frutos passados.","BHCB029215","Monocotyledon",NA,NA,"Southern America","2124","2124",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-11 11:44:43-03","UFMG","BHCB","52642","PreservedSpecimen","Plantae","Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus","(Lindl.) Schltr.",NA,NA,NA,NA,"Kamino, LHY; França, GS; Stehmann, JR","45","2000","06","20","Brasil","Minas Gerais","Camanducaia","Divisa com Município de Gonçalves, Mata do Altair","-45.936667","-22.713889","-45.936667","-22.713889","terrestre, mata de altitude.",NA,"Monocotyledon",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-11 11:44:43-03","UFMG","BHCB","105150","PreservedSpecimen","Plantae","Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus","(Lindl.) Schltr.",NA,NA,NA,NA,"Mota, RC da; Fontana, AP; Brahim, KA; Severino, JL","3128","2006","09","15","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Etsdual do Rio Preto","-43.3908004760742","-18.0041999816895",NA,NA,"Planta coletada em mata de galeria; erva terrestre em solo acumulado sobre rochas; frutos imaturos verdes.",NA,"Monocotyledon",NA,NA,"Southern America",NA,NA,NA,NA,"26697","auto",NA,NA,NA,NA,NA
"30","2020-12-11 11:44:43-03","UFMG","BHCB","92401","PreservedSpecimen","Plantae","Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus","(Lindl.) Schltr.",NA,"2006","03",NA,"Mota, RC da; et al.","2522","2003","08","08","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Natural Municipal do Ribeirão do Campo","-43.4249992370605","-19.0372009277344",NA,NA,"Epífita; labelo branco com listra central verde, pétalas verde-claro com listra central verde escura, sépalas brancas.; Mata de galeria","BHCB029216","Monocotyledon",NA,NA,"Southern America",NA,NA,NA,NA,"60318","auto",NA,NA,NA,NA,NA
"31","2020-12-11 11:44:43-03","UFMG","BHCB","93737","PreservedSpecimen","Plantae","Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus","(Lindl.) Schltr.",NA,"2006","03",NA,"Mota, NFO; Viana, PL","342","2005","08","27","Brasil","Minas Gerais","Carandaí","Pedra do Sino Hotel Fazenda","-43.8064002990723","-20.9535999298096",NA,NA,"Erva terrestre, frutos imaturos verdes.; No interior da mata","BHCB029214","Monocotyledon",NA,NA,"Southern America","1000","1200",NA,NA,"23079","auto",NA,NA,NA,NA,NA
"32","2021-02-11 17:20:57-03","UFPR","UPCB","92449","PreservedSpecimen","Plantae","Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus","(Lindl.) Schltr.","Santos, T.F.","2017",NA,NA,"Santos, T.F. | Kujaski, K.","305","2017","07","26","Brasil","Paraná","Tijucas do Sul","Congoera","-49.1988983154297","-25.9281005859375",NA,NA,"Flores brancas com estrias verdes.","UPCB0037333",NA,NA,NA,NA,NA,NA,NA,"UPCB0037333","25228","auto",NA,NA,NA,NA,NA
"33","2021-02-11 17:20:57-03","UFPR","UPCB","92458","PreservedSpecimen","Plantae","Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus","(Lindl.) Schltr.","Santos, T.F.","2017",NA,NA,"Santos, T.F. | Imig, D. | M.M.-Reis","308","2017","08","04","Brasil","Paraná","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,"Flores brancas com estrias verdes.","UPCB0037328",NA,NA,NA,NA,NA,NA,NA,"UPCB0037328","12577","auto",NA,NA,NA,NA,NA
"34","2021-02-11 17:20:57-03","UFPR","UPCB","72438","PreservedSpecimen","Plantae","Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus","(Lindl.) Schltr.","Mancinelli, W.S.","2009","10","26","Mancinelli, W.S.","1040","2009","10","26","Brasil","Santa Catarina","Joinville","Morro da Tromba","-48.8456001281738","-26.3043994903564",NA,NA,"Epífita, flores brancas, labelo e pétalas brancos com listras verdes, ocorrente em Floresta Ombrófila Densa Montana..",NA,NA,NA,NA,NA,"900","900",NA,NA,"37150","auto",NA,NA,NA,NA,NA
"35","2021-02-11 17:20:57-03","UFPR","UPCB","92448","PreservedSpecimen","Plantae","Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus","(Lindl.) Schltr.","Santos, T.F.","2017",NA,NA,"Santos, T.F. | Cardoso, A. | Kersten, R. | NGM","304","2017","07","29","Brasil","Paraná","Piraquara","Morro do Vigia","-49.0633010864258","-25.4416999816895",NA,NA,"Flores brancas com estrias verdes.","UPCB0037330",NA,NA,NA,NA,NA,NA,NA,"UPCB0037330","12577","auto",NA,NA,NA,NA,NA
"36","2010-11-13 04:25:00-02","MO","MOBOT","2480748","PreservedSpecimen","Plantae","Orchidaceae","Cyclopogon","lineatus","Cyclopogon lineatus","(Lindl.) Pabst",NA,NA,NA,NA,"Roberto M. Klein","Klein 815","1954","8","12","Brazil","Santa Catarina",NA,"Itajaí. Morro da Fazenda",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-08 17:44:00-03","MO","MOBOT","101232627","PreservedSpecimen","Plantae","Orchidaceae","Hapalorchis","cheirostyloides","Hapalorchis cheirostyloides","Schltr.","Cited by M Kolanowska & D.L. Szlachetko in Orchids of Valle del Cauca vol. 1: 113",NA,NA,NA,"Ó. Pérez|et al.","Pérez Escobar 816","2010","7","31","Colombia","Valle del Cauca","Yumbo","Dapa, en frente de la Finca “Cielo Azul”.3",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","1900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"38","2020-06-22 14:17:41-03","UNESP-IBILCE","SJRP","34022","PreservedSpecimen","Plantae","Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus","(Lindl.) Schltr.",NA,NA,NA,NA,"Gonzatti, F., Demeda, C.; Gaio, J.",NA,"2015","09","12","Brasil","Rio Grande do Sul","Osório","Fazenda dpo Arroio","-50.2696990966797","-29.8866996765137",NA,NA,"No interior da mata de restinga. Terrícola.",NA,"Tracheophyta","Asparagales",NA,"America do Sul",NA,NA,NA,NA,"27350","auto",NA,"Magnoliopsida",NA,NA,NA
"39","2019-03-08 14:15:20-03","UNIOESTE","UNOP","9751","S","Plantae","Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus","(Lindl.) Schltr.","Silva, D.R. da","2018","11","20","Silva, D.R. da; Moura, A.P.; Machado, C Dama, VJ; Moura, A.P.; Machado, C Dama, VJ","392","2018","07","16","Brasil","Paraná","Capanema","Futuro reservatório da UHE Baixo Iguaçu, mata da sanguinha perto da ETE.","-53.657722","-25.515236","-53.657722","-25.515236","Erva rupícola 7 cm. Folhas membranáceas. Inflorescência com escapo medindo 14 cm. Flores brancas.",NA,NA,NA,NA,NA,"261","261",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","53198",NA,"Plantae","Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus","(Lindl.) Schltr.","G.B. Bortolan/Jan.-2020",NA,NA,NA,"A.D. Ferreira","326","2018","04","21","Brasil","Espírito Santo","Santa Teresa","RPPN Macaco Barbado. Trilha Radical","-40.609514","-19.990989","40W36'34,25","19S59'27,56","Erva terrestre de 20cm. Flores brancas e frutos verdes","MBML053198",NA,NA,NA,NA,NA,NA,NA,"MBML053198",NA,NA,NA,NA,NA,NA,NA
"41","2020-06-15 15:31:06-03","UNESP-RC","HRCB","64884","PreservedSpecimen","Plantae","Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus","(Lindl.) Schltr.","Marcusso, G.M.",NA,NA,NA,"Grupo Verde",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Trilha do Lago Azul.","-44.612556","-22.450139","044°36'45.2W","22°27'0,5S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-06-15 15:31:06-03","UNESP-RC","HRCB","65105","PreservedSpecimen","Plantae","Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus","(Lindl.) Schltr","G. Marcusso et. M.C. Vergne",NA,NA,NA,"Grupo Azul",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Itatiaia","Estrada para a parte Alta do PARNA do Itatiaia (1800-2200m)","-44.749205","-22.36884","44°44'57.138W","22°22'7.8234S",NA,NA,NA,NA,NA,NA,"1833","1833",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-10-20 15:00:16-03","FUVATES","HVAT","210","PreservedSpecimen","Plantae","Orchidaceae","Spiranthes","lineata","Spiranthes lineata","Lindl.","R. Singer; E. Freitas","2006","08","11","E. Freitas","s.n.","1999","08","21","Brasil","Rio Grande do Sul","Lajeado","Bairro Carneiros.","-51.961389","-29.466944","51º57'41''W","29º28'1''S","Terrestre; Coletada em morro de arenito.","HVAT00000210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-10-20 15:00:16-03","FUVATES","HVAT","1947","PreservedSpecimen","Plantae","Orchidaceae","Spiranthes","lineata","Spiranthes lineata","Lindl.","R. Singer; E. Freitas","2007","04","16","W. Heberle","s.n.","2006","08","23","Brasil","Rio Grande do Sul","Lajeado","Jardim Botânico.","-51.9975","-29.459722","51º59'51''W","29º27'35''S","Terrícola, herbácea.; Interior de mata","HVAT00001947",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-01-26 14:12:45-03","CPACT","ECT","1709","PreservedSpecimen","Plantae","Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus","(Lindl.) Schltr.","T.Perleberg","2008","10","19","T.Perleberg","301","2008","10","19","Brasil","Rio Grande do Sul","Pelotas","Arroio do Padre, Cachoeira do Camboatá. Nome comum: orquídea. Coordenadas geográficas obtidas a partir dos dados de localidade, sede do munícipio.","-52.3375","-31.765278","52º20'15''W","31º45'55''S",NA,"ECT0001709","Embryophyta",NA,NA,NA,"10","10",NA,"ECT0001709",NA,NA,NA,NA,NA,NA,NA
"46","2021-01-26 14:12:45-03","CPACT","ECT","1708","PreservedSpecimen","Plantae","Orchidaceae","Hapalorchis","lineatus","Hapalorchis lineatus","(Lindl.) Schltr.","T.Perleberg","2008","10","22","T.Perleberg","299","2008","10","22","Brasil","Rio Grande do Sul","Pelotas","Distrito de Rincão da Cruz, Morro Quilongongo. Nome comum: orquídea. Altitude obida a partir dos dados de coordenadas geográficas.","-52.541667","-31.408056","52º32'30''W","31º24'29''S",NA,"ECT0001708","Embryophyta",NA,NA,NA,"223","223",NA,"ECT0001708",NA,NA,NA,NA,NA,NA,NA
