"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","infraspecificEpithet","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","previousCatalogNumber","sex"
"424","2020-09-12 05:00:02-03","US","US","2862721","PreservedSpecimen","Plantae",NA,"Urticales","Moraceae","Dorstenia","amazonica","Dorstenia amazonica","Carauta",NA,"Isotype","J. P. P. Carauta","1863","1976","1","South America - Neotropics","Brazil","Araguaina, Fazenda Boavista, Rio Boa Vista, Lontra River.",NA,NA,"US00089759","US00089759_01","28","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"425","2020-09-12 05:00:02-03","US","US","2572957","PreservedSpecimen","Plantae",NA,"Urticales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"R. Reitz & R. M. Klein","17518","1965","12","South America","Brazil","Furnas, Vila Velha",NA,NA,"US01331685","US01331685_01","13","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"426","2020-09-12 05:00:02-03","US","US","3440606","PreservedSpecimen","Plantae",NA,"Urticales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Berg, C. C.",NA,"M. J. Jansen-Jacobs, B. Welle, P. Haripersaud, O. Muller & M. van der Zee","6004","1999","9","South America - Neotropics","Guyana","Rewa River, at foot of Spider Mts., near camp 2, Upper Essequibo Region",NA,NA,"US00724325",NA,"19","U. Takutu-U. Essequibo",NA,"-58.53","3.13","220",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"427","2020-09-12 05:00:02-03","US","US","2849547","PreservedSpecimen","Plantae",NA,"Urticales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"C. C. Berg, W. C. Steward, J. F. Ramos, O. P. Monteiro & J. F. Lima","s.n.","1973","10","South America - Neotropics","Brazil","On road from Humboldt Centre to port on Rio Aripuanã, Mato Grosso",NA,NA,"US01331686","US01331686_01","16","Mato Grosso",NA,"-59.35","-10.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"428","2020-09-12 05:00:02-03","US","US","1040812","PreservedSpecimen","Plantae",NA,"Urticales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"A. Ducke","s.n.","1916","5","South America - Neotropics","Brazil","Ereré",NA,NA,"US01331676","US01331676_01","1","Pará","Monte Alegre","-54.0691986083984","-2.00778007507324",NA,NA,"279177","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"429","2020-09-12 05:00:02-03","US","US","1484309","PreservedSpecimen","Plantae",NA,"Urticales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"L. Riedel","1931","1834","1","South America - Neotropics","Brazil",NA,NA,NA,"US01331688","US01331688_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"430","2020-09-12 05:00:02-03","US","US","1740785","PreservedSpecimen","Plantae",NA,"Urticales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"W. A. Archer & A. Gehrt","83","1936","9","South America - Neotropics","Brazil","Capão Bonito, Campo Grande",NA,NA,"US01331678","US01331678_01","5","Mato Grosso do Sul","Campo Grande","-54.6464004516602","-20.4428005218506",NA,NA,"161190","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"431","2020-09-12 05:00:02-03","US","US","2281089","PreservedSpecimen","Plantae",NA,"Urticales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"J. Moraes","2066","1959","4","South America - Neotropics","Brazil","Em regiões sêcas",NA,NA,"US01331680","US01331680_01","26","Paraíba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"432","2020-09-12 05:00:02-03","US","US","2572958","PreservedSpecimen","Plantae",NA,"Urticales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"L. B. Smith","13825","1964","12","South America","Brazil","Fazenda Campo São Vicente, 24km west of Campo Erê",NA,NA,"US01331684","US01331684_01","7","Santa Catarina","Campo Erê","-53.18","-26.37","900","1000",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"433","2020-09-12 05:00:02-03","US","US","3639588","PreservedSpecimen","Plantae",NA,"Urticales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Vianna Vilho, M., (RB), Jardim Botanico do Rio de Janeiro - Herbario (BRAZIL)",NA,"G. Herrera Ch. & S. Koemar","10102","2003","6","South America - Neotropics","Suriname","Central Suriname Nature Reserve. Vicinity of camp at southern base of the first peak in Eilerts de Haan mountain range ca. 6km ENE of Kayserberg Airstrip",NA,NA,"US01255685",NA,"24","Sipaliwini",NA,"-56.4583","3.15","250","350",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"434","2020-09-12 05:00:02-03","US","US","1800998","PreservedSpecimen","Plantae",NA,"Urticales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Berg, C. C.",NA,"L. O. Williams","13377","1940","6","South America - Neotropics","Venezuela","El Tigre, cerca de El Río Cuchivero",NA,NA,"US00811743",NA,"18","Bolívar",NA,NA,NA,"90",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"435","2020-09-12 05:00:02-03","US","US","2484301","PreservedSpecimen","Plantae",NA,"Urticales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"G. Hatschbach","11638","1964","10","South America","Brazil","Rod. do Café Fazenda Rivadavia",NA,NA,"US01331683","US01331683_01","2","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545","800",NA,"46557","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"436","2020-09-12 05:00:02-03","US","US","1157806","PreservedSpecimen","Plantae",NA,"Urticales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"P. K. Dusén","1157806","1903","3","South America","Brazil","Campo Grande",NA,NA,"US01331675","US01331675_01","19","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"437","2020-09-12 05:00:02-03","US","US","3360136","PreservedSpecimen","Plantae",NA,"Urticales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Berg, C. C.",NA,"M. J. Jansen-Jacobs, B. Welle, C. Simmons, A. Jacobs-Brouwer, V. James & R. Andrew","4436","1995","7","South America - Neotropics","Guyana","Moco Moco River, Kanuku Mts.",NA,NA,"US00695976",NA,"13","U. Takutu-U. Essequibo",NA,"-59.65","3.3","135",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"438","2020-09-12 05:00:02-03","US","US","593432","PreservedSpecimen","Plantae",NA,"Urticales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"F. Sellow","s.n.","1827","10","South America - Neotropics","Brazil",NA,NA,NA,"US01331689","US01331689_01","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"439","2020-09-12 05:00:02-03","US","US","3021523","PreservedSpecimen","Plantae",NA,"Urticales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Berg, C. C.",NA,"O. Huber","604","1977","4","South America - Neotropics","Venezuela","Puerto Ayacucho, carretera hacia Samariapo y la pista de aterrizaje del Aeropuerto de Puerto Ayacucho",NA,NA,"US00811744",NA,"14","Amazonas","Atures","-67.6","5.61","75",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"440","2020-09-12 05:00:02-03","US","US","2484300","PreservedSpecimen","Plantae",NA,"Urticales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"G. Hatschbach","11356","1964","8","South America","Brazil","Parque Vila Velha",NA,NA,"US01331682","US01331682_01","23","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"441","2020-09-12 05:00:02-03","US","US","2447892","PreservedSpecimen","Plantae",NA,"Urticales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Berg, C. C.",NA,"J. A. Steyermark","89331 A","1961","2","South America - Neotropics","Venezuela","Altiplanicie de Nuria, betw. Rancho Alegre and base of Altiplanicie, on trail to Quebrada Cabeza Burro, 5 km E of Las Chicharras, 47 km N of Tumeremo",NA,NA,"US00811742",NA,"12","Bolívar",NA,NA,NA,"100","250",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"442","2020-09-12 05:00:02-03","US","US","2580401","PreservedSpecimen","Plantae",NA,"Urticales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"R. Reitz","s.n.","1945","6","South America","Brazil","Retiro",NA,NA,"US01331679","US01331679_01","10","Santa Catarina","Sombrio","-49.61669921875","-29.113899230957","25",NA,"16515","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"443","2020-09-12 05:00:02-03","US","US","2570518","PreservedSpecimen","Plantae",NA,"Urticales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"G. Eiten & L. T. Eiten","3972","1962","4","South America - Neotropics","Brazil","Ilha de Balsas region, between the Rios Balsas and Parnaíba. 100 m NE of main house of Fazenda Morros, abouth 35 km South of Loreto",NA,NA,"US01331681","US01331681_01","3","Maranhão","Loreto","-45.07","-7.38","300",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"444","2020-09-12 05:00:02-03","US","US","3172546","PreservedSpecimen","Plantae",NA,"Urticales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"G. Hatschbach & A. Manosso","50348","1986","2","South America","Brazil","Lagoa Seca",NA,NA,"US01331687","US01331687_01","14","Paraná","Guarapuava","-51.4580993652344","-25.395299911499",NA,NA,"53832","auto",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"445","2020-09-12 05:00:02-03","US","US","1593924","PreservedSpecimen","Plantae",NA,"Urticales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"D. Cocleram","s.n.","1935","3","South America - Neotropics","Brazil","Lagoa Secca",NA,NA,"US01331677","US01331677_01",NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1",NA,NA,NA,NA,NA
"446","2021-03-15 18:28:53-03","USP","SPF","156911","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Castro, RM",NA,"Mello-Silva, R","2025","2002","12",NA,"Bolívia","64 km W de San José de Chiquitos.",NA,"Erva à sombra de grande figueira. Folhas discolores, verdes com manchas verde-claras na face adaxial, face abaxial verde-clara. Inflorescência verde-clara.; Chaco ou mata seca, próximo a brejo.","SPF00156911",NA,"05","Santa Cruz","San José de Chiquitos","-61.271944","-17.688611","300","300",NA,NA,"2004","10",NA,"-61.271944","-17.688611",NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","2019-11-13 11:26:23-03","USP","SPF","163898","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Lombardi, JA",NA,"Lombardi, JA","5143","2003","02",NA,"Brasil","Fazenda Jabutí. Mata secundária.",NA,"Erva, junto a leito seco de córrego, folhas papiráceas, inflorescências verdes.","SPF00163898",NA,"21","Minas Gerais","Salto da Divisa","-40.039528","-16.033611","169","169",NA,NA,"2004","03",NA,"-40.039528","-16.033611",NA,NA,NA,NA,NA,NA,NA,NA,NA
"448","2019-11-13 11:26:23-03","USP","SPF","64285","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Pirani, JR",NA,"Mello-Silva, R","CFCR11731","1988","01",NA,"Brasil","rodovia Datas-Serro. Morro do Coco.",NA,"Erva entre gramíneas, em solo arenoso, pouco frequentes. Inflorescências verdes. Possuindo forte odor de figo.","SPF00064285",NA,"08","Minas Gerais","Datas","-43.683333","-18.383333","1300","1330",NA,NA,"1989",NA,NA,"-43.683333","-18.383333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"449","2019-11-13 11:26:23-03","USP","SPF","64286","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Carauta, JPP",NA,"Simão, R","CFCR11744","1998","01",NA,"Brasil","Próximo ao antigo leito da estrada de ferro próximo a Guinda.",NA,"Erva em campo limpo, raízes com forte odor de figo. Pecíolo e pedicelo com base esbranquiçada e ápice vináceo, inflorescência madura vinácea.","SPF00064286",NA,"09","Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,"101169","auto","1989",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"450","2019-11-13 11:26:23-03","USP","SPF","13038","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Hoehne, W",NA,"Hoehne, W","s.n.","1945","10",NA,"Brasil",NA,NA,NA,"SPF00013038",NA,"10","São Paulo","Caieiras","-46.7400016784668","-23.3600006103516",NA,NA,"9448","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"451","2019-11-13 11:26:23-03","USP","SPF","83101","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Berg, CC",NA,"Handro, O","1199","1967","09",NA,"Brasil","Margem da rodovia para Itararé. No cerrado.",NA,NA,"SPF00083101",NA,NA,"São Paulo","Capão Bonito","-48.3400001525879","-24",NA,NA,"39505","auto","1995","11","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"452","2019-11-13 11:26:23-03","USP","SPF","10360","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Carauta, JPP",NA,"Sem coletor","s.n.","1935","10",NA,"Brasil","Adquirida por compra na feira.",NA,NA,"SPF00010360",NA,"16","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"53584","auto","1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","2019-11-13 11:26:23-03","USP","SPF","49021","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Pirani, JR",NA,"Pirani, JR","s.n.","1987","10",NA,"Brasil","Cidade Universitária, campo cerrado nativo, atrás dos jardins do departamento de Botânica do Instituto Biociências-IB.",NA,"Ervas com sistema surterrâneo aromático. Inflorescência arroxeada.","SPF00049021",NA,"27","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"53584","auto","1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","2019-11-13 11:26:23-03","USP","SPF","85306","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Berg, CC",NA,"Joly, AB","317","1946","12",NA,"Brasil","Cidade Universitária, Campos do Butantã.",NA,"Erva.","SPF00085306",NA,"03","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"53584","auto","1995","11","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","2014-04-04 18:27:55-03","PNFM","IRAI","5714","S","Plantae","Magnoliophyta",NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","Ribas, O.S.; Silva, J.M.",NA,"Silva, J.M.","8250","2012","03",NA,"Brasil","Parque Estadual de Vila Velha",NA,"Xilopodífera cenanto. Campo recém queimado","IRAI00005714",NA,"19","Paraná","Ponta Grossa","-49.995472","-25.240389","950","950",NA,NA,"2012","03",NA,"-49.995472","-25.240389",NA,NA,NA,NA,NA,NA,NA,NA,NA
"456","2019-10-07 09:36:25-03","UEFS","HUEFS","172423","PreservedSpecimen","Plantae","Angiospermae","Rosales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.",NA,NA,"Silva, G.P.","9393","2005","02",NA,"Brasil","Margem esquerda do rio Tocantins, canteiro de obras da AHE Estreito.",NA,NA,"HUEFS0172423","HUEFS0172423","19","Tocantins","Tocantinópolis","-47.446667","-6.584167","230","230",NA,NA,NA,NA,NA,"47W26'48''","6S35'3''","Rosanae",NA,NA,NA,NA,NA,NA,NA,NA
"457","2019-10-07 09:36:25-03","UEFS","HUEFS","115191","PreservedSpecimen","Plantae","Angiospermae","Rosales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","A.F.P.Machado",NA,"Queiroz, L.P.de","12468","2006","11",NA,"Brasil","ca. 5 km E da junção com a BR-158, na estrada para Dom Pedrito",NA,"Afloramento de arenito","HUEFS0115191","HUEFS0115191","14","Rio Grande do Sul","Santana do Livramento","-55.134444","-30.811389","170","170",NA,NA,"2008","02",NA,"55W8'4''","30S48'41''","Rosanae",NA,NA,NA,NA,NA,NA,NA,NA
"458","2019-10-07 09:36:25-03","UEFS","HUEFS","179463","PreservedSpecimen","Plantae","Angiospermae","Rosales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","A.F.P.Machado",NA,"Harley, R.M.","56684","2012","02",NA,"Brasil","Ca. 10 Km da cidade, local brejoso, úmido.",NA,NA,"HUEFS0179463","HUEFS0179463","02","Tocantins","Brejinho de Nazaré","-48.525556","-10.935","272","272",NA,NA,"2013","02",NA,"48W31'32''","10S56'6''","Rosanae",NA,NA,NA,NA,NA,NA,NA,NA
"459","2021-03-04 11:17:40-03","UEFS","HUEFS","43776","PreservedSpecimen","Plantae","Angiospermae","Rosales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","S.R.Neto",NA,"Queiroz, L.P.de","6027","2000","02",NA,"Brasil","ca. 43 km W de Santa Maria da Vitória na estrada para Correntina.",NA,"Cerrado com estrato arbóreo denso sobre solo arneoso.","HUEFS0043776","HUEFS0043776","15","Bahia","Correntina","-44.581667","-13.386667","610","610",NA,NA,"2003","12",NA,"44W34'54''","13S23'12''","Rosanae",NA,NA,NA,NA,NA,NA,NA,NA
"460","2019-10-07 09:36:25-03","UEFS","HUEFS","50777","PreservedSpecimen","Plantae","Angiospermae","Rosales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","A.F.P.Machado",NA,"Lima, D.S.","68","2000","05",NA,"Brasil","Caminho para Sítio do Conde, Fazenda Chapada.",NA,"Mata.","HUEFS0050777","HUEFS0050777","09","Bahia","Esplanada","-37.851389","-11.759167","526","526",NA,NA,"2008","02",NA,"37W51'5''","11S45'33''","Rosanae",NA,NA,NA,NA,NA,NA,NA,NA
"461","2019-10-07 09:36:25-03","UEFS","HUEFS","96390","PreservedSpecimen","Plantae","Angiospermae","Rosales","Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis","Lam.","A.F.P.Machado",NA,"Castro, R.M.","1142","2005","04",NA,"Brasil","Estrada para riacho do meio, em direção a taguarí(Itaguarí e Tamanduá).",NA,"Cerrado.","HUEFS0096390","HUEFS0096390","09","Bahia",NA,"-44.732222","-14.25",NA,NA,NA,NA,"2008","02",NA,"44W43'56''","14S15'0''","Rosanae",NA,NA,NA,NA,NA,NA,NA,NA
"462","2019-09-04 18:16:49-03","F","FMNH-SEEDPLANTS","V0064367F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Dorstenia","amazonica","Dorstenia amazonica",NA,NA,"Isotype","J. P. P. Carauta","1863","1976","1","South America","Brazil",NA,NA,NA,"V0064367F","V0064367F_01","28",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"463","2019-09-04 18:16:49-03","F","FMNH-SEEDPLANTS","V0064368F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Dorstenia","amazonica","Dorstenia amazonica",NA,NA,"Isotype","J. P. P. Carauta","1863","1976","1","South America","Brazil",NA,NA,NA,"V0064368F","V0064368F_01","28",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"464","2019-06-11 13:49:52-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis",NA,"RRC ID Flag",NA,"G. G. Hatschbach","11638","1964","10","South America","Brazil",NA,NA,NA,NA,NA,"2","Paraná",NA,"-51","-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"11638",NA,NA
"465","2019-06-17 14:54:18-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis",NA,NA,NA,"E. P. Heringer","8937","1965","2","South America","Brazil","Brasilia",NA,NA,NA,NA,"20","Distrito Federal",NA,"-47.95","-15.7833",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"466","2019-06-11 13:49:52-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis",NA,"RRC ID Flag",NA,"P. Dusén","8012",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Paraná",NA,"-51","-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"8012",NA,NA
"467","2019-06-11 13:49:50-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis",NA,"RRC ID Flag",NA,"I. Morel","193","1945","11","South America","Argentina",NA,NA,NA,NA,NA,"6","Formosa",NA,"-60","-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"193",NA,NA
"468","2019-06-11 13:49:43-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis",NA,"RRC ID Flag",NA,"P. Dusén","15695",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Paraná",NA,"-51","-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"15695",NA,NA
"469","2019-06-11 13:49:43-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis",NA,"RRC ID Flag",NA,"T. Plowman","8481","1980","2","South America","Brazil",NA,NA,NA,NA,NA,"8","Pará",NA,"-53","-4",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"8481",NA,NA
"470","2019-06-11 13:51:04-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis",NA,"RRC ID Flag",NA,"K. Fiebrig","353",NA,NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,"Cordillera",NA,"-57","-25.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"353",NA,NA
"471","2019-06-11 13:49:50-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis",NA,"RRC ID Flag",NA,"P. Arenas","277","1973","12","South America","Paraguay",NA,NA,NA,NA,NA,"24","Asunción",NA,"-57.6667","-25.2667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"277",NA,NA
"472","2018-09-04 14:43:52-03","F","FMNH-SEEDPLANTS","V0181385F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis",NA,NA,NA,"P. G. Lorentz","360","1877",NA,"South America","Uruguay",NA,NA,NA,"V0181385F","V0181385F_01",NA,NA,NA,"-55.7933","-32.8667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"473","2019-01-23 11:20:27-02","F","FMNH-SEEDPLANTS","V0064369F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis",NA,NA,"Isotype","P. Commerson","s.n.",NA,NA,"South America","Uruguay",NA,NA,NA,"V0064369F","V0064369F_01",NA,NA,NA,"-55.7933","-32.8667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"474","2019-01-23 11:20:28-02","F","FMNH-SEEDPLANTS","V0064370F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis",NA,NA,"Isotype","P. Commerson","s.n.",NA,NA,"South America","Uruguay",NA,NA,NA,"V0064370F","V0064370F_01",NA,NA,NA,"-55.7933","-32.8667",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"475","2015-03-07 09:08:23-03","F","FMNH-SEEDPLANTS","V0181384F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Moraceae","Dorstenia","brasiliensis","Dorstenia brasiliensis",NA,NA,NA,NA,NA,NA,NA,"South America","Argentina",NA,NA,NA,"V0181384F","V0181384F_01",NA,NA,NA,"-64.9208","-35.3869",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
