"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","individualCount","sex"
"98","2019-11-13 11:23:28-03","USP","SPF","157199","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Fleischmann, A","Rivadavia, F","1340","2002","03","12",NA,"Brasil","Minas Gerais","Moeda","Serra da Moeda","-43.57399","-20.16674","1140","1140",NA,NA,"SPF00157199","SPF00157199","2010",NA,NA,NA,NA,"04",NA,"-43.57399","-20.16674",NA,NA,NA,NA
"99","2019-11-13 11:23:28-03","USP","SPF","178118","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Fleischmann, A","Zappi, DC","817","2007","02","19",NA,"Brasil","Minas Gerais","Santana de Pirapama","Serra do Cipó","-43.593611","-19","1500","1500",NA,NA,"SPF00178118","SPF00178118","2010",NA,NA,NA,NA,"04",NA,"-43.593611","-19",NA,NA,NA,NA
"100","2019-11-13 11:23:28-03","USP","SPF","157205","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Fleischmann, A","Rivadavia, F","1578","2003","04","06",NA,"Brasil","Minas Gerais","Serro",NA,"-43.3347","-18.21533","1220","1220",NA,NA,"SPF00157205","SPF00157205","2010",NA,NA,NA,NA,"04",NA,"-43.3347","-18.21533",NA,NA,NA,NA
"101","2019-11-13 11:23:28-03","USP","SPF","135490","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Fleischmann, A","Rivadavia, F","880","1999","04","02",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.31769","-20.17947","1200","1200",NA,NA,"SPF00135490","SPF00135490","2010",NA,NA,NA,NA,"04",NA,"-46.31769","-20.17947",NA,NA,NA,NA
"102","2019-11-13 11:23:28-03","USP","SPF","137661","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Fleischmann, A","Rivadavia, F","1112","1999","07","11",NA,"Brasil","Minas Gerais","Rio Vermelho","Serra da Torre.","-43.08792","-18.06644","1300","1300",NA,NA,"SPF00137661","SPF00137661","2010",NA,NA,NA,NA,NA,NA,"-43.08792","-18.06644",NA,NA,NA,NA
"103","2019-11-13 11:23:28-03","USP","SPF","131401","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Fleischmann, A","Forzza, RC","687","1998","03","02",NA,"Brasil","Minas Gerais","Congonhas do Norte","Serra da Carapina","-43.233333","-18.866667","1310","1310",NA,NA,"SPF00131401","SPF00131401","2010",NA,NA,NA,NA,NA,NA,"-43.233333","-18.866667",NA,NA,NA,NA
"104","2019-11-13 11:23:28-03","USP","SPF","139235","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Fleischmann, A","Rivadavia, F","562","1997","02","26",NA,"Brasil","Minas Gerais","Congonhas do Norte","Serra da Mangabeira","-43.43987","-18.51326","1240","1240",NA,NA,"SPF00139235","SPF00139235","2010",NA,NA,NA,NA,NA,NA,"-43.43987","-18.51326",NA,NA,NA,NA
"105","2019-11-13 11:23:28-03","USP","SPF","139238","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Fleischmann, A","Rivadavia, F","630","1997","03","07",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.17115","-17.41276","1200","1200",NA,NA,"SPF00139238","SPF00139238","2010",NA,NA,NA,NA,NA,NA,"-44.17115","-17.41276",NA,NA,NA,NA
"106","2019-11-13 11:23:28-03","USP","SPF","139237","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Fleischmann, A","Rivadavia, F","617","1997","03","06",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.12268","-17.4449","1080","1080",NA,NA,"SPF00139237","SPF00139237","2010",NA,NA,NA,NA,NA,NA,"-44.12268","-17.4449",NA,NA,NA,NA
"107","2019-11-13 11:23:28-03","USP","SPF","139239","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Fleischmann, A","Rivadavia, F","636","1997","03","08",NA,"Brasil","Minas Gerais","Passos","Furnas: +- km 278 da estrada Passos-Piumhi (MG050), cachoeira c. 200 m à esquerda da estrada.","-46.1591","-20.38615","820","820",NA,NA,"SPF00139239","SPF00139239","2010",NA,NA,NA,NA,NA,NA,"-46.1591","-20.38615",NA,NA,NA,NA
"108","2019-11-13 11:23:28-03","USP","SPF","140472","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Fleischmann, A","Souza, VC","22422","1999","05","16",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.191944","-17.708056",NA,NA,NA,NA,"SPF00140472","SPF00140472","2010",NA,NA,NA,NA,NA,NA,"-44.191944","-17.708056",NA,NA,NA,NA
"109","2019-11-13 11:23:28-03","USP","SPF","154735","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Paula-Souza, J","Souza, VC","25437","2001","07","08",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.842778","-18.295278","1180","1180",NA,NA,"SPF00154735","SPF00154735","2001",NA,NA,NA,NA,"11",NA,"-43.842778","-18.295278",NA,NA,NA,NA
"110","2019-11-13 11:23:28-03","USP","SPF","157202","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Gonella, PM","Rivadavia, F","1403","2002","08","02",NA,"Brasil","Minas Gerais","Gouveia",NA,"-43.5413","-18.35502","1260","1260",NA,NA,"SPF00157202","SPF00157202","2011",NA,NA,NA,NA,"11",NA,"-43.5413","-18.35502",NA,NA,NA,NA
"111","2019-11-13 11:23:28-03","USP","SPF","158981","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Fleischmann, A","Rivadavia, F","1589","2003","04","06",NA,"Brasil","Minas Gerais","Gouveia",NA,"-43.5413","-18.35502","1260","1260",NA,NA,"SPF00158981","SPF00158981","2010",NA,NA,NA,NA,"04",NA,"-43.5413","-18.35502",NA,NA,NA,NA
"112","2019-11-13 11:23:28-03","USP","SPF","158984","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Rivadavia, F","Rivadavia, F","1667","2003","07","03",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.17149","-17.41334","1200","1200",NA,NA,"SPF00158984","SPF00158984","2003",NA,NA,NA,NA,NA,NA,"-44.17149","-17.41334",NA,NA,NA,NA
"113","2019-11-13 11:23:28-03","USP","SPF","158983","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Fleischmann, A","Rivadavia, F","1635","2003","06","29",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.1155","-17.41648","990","990",NA,NA,"SPF00158983","SPF00158983","2010",NA,NA,NA,NA,"04",NA,"-44.1155","-17.41648",NA,NA,NA,NA
"114","2021-03-15 18:28:02-03","USP","SPF","169905","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Rivadavia, F","Rivadavia, F","1952","2005","02","26",NA,"Brasil","Minas Gerais","Lima Duarte","Distrito de Conceição de Ibitipoca. Ao lado da estrada entre a entrada do parque e o centro de visitantes.","-43.909194","-21.721222",NA,NA,NA,"Ervas de flores roxas com mancha amarela na base do labelo inferior e nervuras roxo escuras nos lóbulos inferior e superior, crescendo em barranco úmido, simpátrica com Drosera montana A.Saint-Hilaire (Droseraceae)","SPF00169905","SPF00169905",NA,NA,NA,NA,NA,NA,NA,"-43.909194","-21.721222",NA,NA,NA,NA
"115","2019-11-13 11:23:28-03","USP","SPF","179044","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Gonella, PM","Pirani, JR","5680","2007","01","23",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.593333","-18.217778","1300","1300",NA,NA,"SPF00179044","SPF00179044","2007",NA,NA,NA,NA,"09",NA,"-43.593333","-18.217778",NA,NA,NA,NA
"116","2019-11-13 11:23:28-03","USP","SPF","179603","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Gonella, PM","Forzza, RC","3598","2004","10","28",NA,"Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.883333","-21.7","1400","1400",NA,NA,"SPF00179603","SPF00179603","2012",NA,NA,NA,NA,"01",NA,"-43.883333","-21.7",NA,NA,NA,NA
"117","2019-11-13 11:23:28-03","USP","SPF","180121","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Fleischmann, A","Rivadavia, F","2523","2007","05","13",NA,"Brasil","Minas Gerais","Couto de Magalhães de Minas",NA,"-43.406111","-18.299278","905","905",NA,NA,"SPF00180121","SPF00180121","2010",NA,NA,NA,NA,NA,NA,"-43.406111","-18.299278",NA,NA,NA,NA
"118","2019-11-13 11:23:28-03","USP","SPF","180122","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Fleischmann, A","Rivadavia, F","2532","2007","05","12",NA,"Brasil","Minas Gerais","Couto de Magalhães de Minas",NA,"-43.336806","-18.294083","1330","1330",NA,NA,"SPF00180122","SPF00180122","2010",NA,NA,NA,NA,"04",NA,"-43.336806","-18.294083",NA,NA,NA,NA
"119","2019-11-13 11:23:28-03","USP","SPF","180123","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Fleischmann, A","Rivadavia, F","2546","2007","05","13",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.566278","-18.272972","1150","1150",NA,NA,"SPF00180123","SPF00180123","2010",NA,NA,NA,NA,"04",NA,"-43.566278","-18.272972",NA,NA,NA,NA
"120","2019-11-13 11:23:28-03","USP","SPF","180124","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Rivadavia, F","Rivadavia, F","2551","2007","05","13",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.550139","-18.314639","1120","1120",NA,NA,"SPF00180124","SPF00180124","2007",NA,NA,NA,NA,NA,NA,"-43.550139","-18.314639",NA,NA,NA,NA
"121","2019-11-13 11:23:28-03","USP","SPF","180125","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Fleischmann, A","Rivadavia, F","2588","2007","06","08",NA,"Brasil","Minas Gerais","Tiradentes","Serra de São José","-44.195667","-21.107111","1170","1170",NA,NA,"SPF00180125","SPF00180125","2010",NA,NA,NA,NA,NA,NA,"-44.195667","-21.107111",NA,NA,NA,NA
"122","2019-11-13 11:23:28-03","USP","SPF","157200","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Fleischmann, A","Rivadavia, F","1350","2002","04","26",NA,"Brasil","Minas Gerais","Moeda","Serra da Moeda","-43.57399","-20.16674","1140","1140",NA,NA,"SPF00157200","SPF00157200","2010",NA,NA,NA,NA,"04",NA,"-43.57399","-20.16674",NA,NA,NA,NA
"123","2019-11-13 11:23:28-03","USP","SPF","180126","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Fleischmann, A","Rivadavia, F","2560","2007","05","13",NA,"Brasil","Minas Gerais","Serro",NA,"-43.449167","-18.460139","1210","1210",NA,NA,"SPF00180126","SPF00180126","2010",NA,NA,NA,NA,"04",NA,"-43.449167","-18.460139",NA,NA,NA,NA
"124","2019-11-13 11:23:28-03","USP","SPF","183480","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Fleischmann, A","Souza, VC","32835","2007","02","19",NA,"Brasil","Minas Gerais","Santana de Pirapama","Serra do Cipó","-43.7498","-18.9422","1300","1300",NA,NA,"SPF00183480","SPF00183480","2010",NA,NA,NA,NA,"04",NA,"-43.7498","-18.9422",NA,NA,NA,NA
"125","2019-11-13 11:23:28-03","USP","SPF","201189","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Gonella, PM","Gonella, PM","169","2008","07","24",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.56825","-18.274583","1140","1140",NA,NA,"SPF00201189","SPF00201189","2008",NA,NA,NA,NA,NA,NA,"-43.56825","-18.274583",NA,NA,NA,NA
"126","2019-11-13 11:23:28-03","USP","SPF","201214","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Gonella, PM","Gonella, PM","181","2009","02","04",NA,"Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto","-43.342306","-18.090722","828","828",NA,NA,"SPF00201214","SPF00201214","2009",NA,NA,NA,NA,NA,NA,"-43.342306","-18.090722",NA,NA,NA,NA
"127","2019-11-13 11:23:28-03","USP","SPF","201215","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Gonella, PM","Gonella, PM","187","2009","02","05",NA,"Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto","-43.323611","-18.166472","1107","1107",NA,NA,"SPF00201215","SPF00201215","2009",NA,NA,NA,NA,NA,NA,"-43.323611","-18.166472",NA,NA,NA,NA
"128","2019-11-13 11:23:28-03","USP","SPF","201529","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Gonella, PM","Souza, VC","22478","1999","05","16",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.191944","-17.708056",NA,NA,NA,NA,"SPF00201529","SPF00201529","2011",NA,NA,NA,NA,"03",NA,"-44.191944","-17.708056",NA,NA,NA,NA
"129","2019-11-13 11:23:28-03","USP","SPF","201530","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Gonella, PM","Souza, VC","28517","2002","02","27",NA,"Brasil","Minas Gerais","Serro",NA,"-43.478583","-18.574","980","980",NA,NA,"SPF00201530","SPF00201530","2011",NA,NA,NA,NA,"03",NA,"-43.478583","-18.574",NA,NA,NA,NA
"130","2019-11-13 11:23:28-03","USP","SPF","202799","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Gonella, PM","Gonella, PM","481","2011","09","07",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.915103","-16.588767","730","730",NA,NA,"SPF00202799","SPF00202799","2011",NA,NA,NA,NA,"11",NA,"-42.915103","-16.588767",NA,NA,NA,NA
"131","2019-11-13 11:23:28-03","USP","SPF","202802","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Gonella, PM","Gonella, PM","383","2011","02","11",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.957222","-16.596439","800","800",NA,NA,"SPF00202802","SPF00202802","2011",NA,NA,NA,NA,"11",NA,"-42.957222","-16.596439",NA,NA,NA,NA
"132","2019-11-13 11:23:28-03","USP","SPF","202803","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Gonella, PM","Gonella, PM","405","2011","03","26",NA,"Brasil","Minas Gerais","Capitólio",NA,"-46.263389","-20.639806","860","860",NA,NA,"SPF00202803","SPF00202803","2011",NA,NA,NA,NA,"11",NA,"-46.263389","-20.639806",NA,NA,NA,NA
"133","2019-11-13 11:23:28-03","USP","SPF","202804","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Gonella, PM","Gonella, PM","285","2010","04","21",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.192417","-17.694389","1016","1016",NA,NA,"SPF00202804","SPF00202804","2011",NA,NA,NA,NA,"11",NA,"-44.192417","-17.694389",NA,NA,NA,NA
"134","2019-11-13 11:23:28-03","USP","SPF","202806","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Gonella, PM","Gonella, PM","409","2011","03","27",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.522417","-20.299039","1180","1180",NA,NA,"SPF00202806","SPF00202806","2011",NA,NA,NA,NA,"11",NA,"-46.522417","-20.299039",NA,NA,NA,NA
"135","2019-11-13 11:23:28-03","USP","SPF","202808","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Gonella, PM","Gonella, PM","356","2010","08","12",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.915103","-16.588767","730","730",NA,NA,"SPF00202808","SPF00202808","2011",NA,NA,NA,NA,"11",NA,"-42.915103","-16.588767",NA,NA,NA,NA
"136","2019-11-13 11:23:28-03","USP","SPF","202809","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Gonella, PM","Gonella, PM","446","2011","09","04",NA,"Brasil","Minas Gerais","Buenópolis","Parque Nacional das Sempre-Vivas","-43.804722","-17.916944","1280","1280",NA,NA,"SPF00202809","SPF00202809","2011",NA,NA,NA,NA,"11",NA,"-43.804722","-17.916944",NA,NA,NA,NA
"137","2019-11-13 11:23:28-03","USP","SPF","202810","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Gonella, PM","Gonella, PM","461","2011","09","05",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.606989","-17.905556","730","730",NA,NA,"SPF00202810","SPF00202810","2011",NA,NA,NA,NA,"11",NA,"-43.606989","-17.905556",NA,NA,NA,NA
"138","2019-11-13 11:23:28-03","USP","SPF","202811","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Gonella, PM","Gonella, PM","423","2011","09","03",NA,"Brasil","Minas Gerais","Gouveia",NA,"-43.923889","-18.591083","1260","1260",NA,NA,"SPF00202811","SPF00202811","2011",NA,NA,NA,NA,"11",NA,"-43.923889","-18.591083",NA,NA,NA,NA
"139","2021-03-15 18:28:02-03","USP","SPF","206239","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Baleeiro, PC","Baleeiro, PC; Gonella, PM; Andrino, CO; Sano, PT","303","2013","03","08",NA,"Brasil","Minas Gerais","Diamantina","Parque Nacional das Sempre-Vivas","-43.765361","-17.922583","1331","1331",NA,"Flor lilás.; Solo arenoso, pregado com afloramento rochoso.","SPF00206239",NA,"2013",NA,NA,NA,NA,"03","08","-43.765361","-17.922583",NA,NA,NA,NA
"140","2019-11-13 11:23:28-03","USP","SPF","60680","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Fleischmann, A","Pirani, JR","2222","1988","02","12",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.233333","-17.7","1000","1000",NA,NA,"SPF00060680","SPF00060680","2010",NA,NA,NA,NA,NA,NA,"-44.233333","-17.7",NA,NA,NA,NA
"141","2021-03-15 18:28:02-03","USP","SPF","208299","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Guedes, FM","Drequeceler, K; Mello-Silva, R; Alcantara, SF; Lovo, J; Paula-Lima, FB; Nascimento, LF","5","2012","01","23",NA,"Brasil","Minas Gerais","Gouveia","Contagem, Fazenda Galheiros, de Júlio Caetano Rodrigues (vulgo Júlio Barbalho), ca. 3 km em estrada vicinal saindo a leste da rodovia Gouveia - Curvelo (BR 259), ao sul da fazenda Contagem e 8,8 km ao sul do Córrego do Tigre. Sopés da extremidade nor","-43.881778","-18.5995","1135","1135",NA,"Folhas verdes, concolores. Caule verde. Fruto verde claro. Pétalas arroxeadas com laivos escuros. Calo amarelo, interior da flor alvo. Calcar arroxeado.","SPF00208299","SPF00208299","2018",NA,NA,NA,NA,"04",NA,"-43.881778","-18.5995",NA,NA,NA,NA
"142","2021-03-15 18:28:02-03","USP","SPF","210488","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Devecchi, MF","Zappi, DC","1657","2009","02","28",NA,"Brasil","Minas Gerais","Santana de Pirapama","Serra do Cipó, Trilha da Senhorinha.","-43.751218","-18.947649",NA,NA,NA,"Ervas na beira de curso dágua, flores roxas com cálcar obtuso retrorso, manchas amarelas e estrias na fauce.; Campo rupestre. com afloramentos rochosos, perto de riacho.","SPF00210488","SPF00210488","2009",NA,NA,NA,NA,NA,NA,"-43.751218","-18.947649",NA,NA,NA,NA
"143","2021-03-15 18:28:02-03","USP","SPF","212531","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Gonella, PM","Lovo, J; Alcantara, SF; Paula-Lima, FB; Nascimento, LF","320","2012","03","08",NA,"Brasil","Minas Gerais","Diamantina","Ribeirão de Areia, Estrada Sopa - São João da Chapada, entroncamento a 13,1 km da BR 259 (Diamantina-Gouveia) e 1,1 km do entroncamento.","-43.700917","-18.165361","1044","1044",NA,"Pequena população simpátrica a Utricularia simulans. Flores lilás. Cálice lilás claro. Corola e cálcar lilás. Giba com mancha amarela. Filetes alvos e anteras castanhas.","SPF00212531","SPF00212531","2014",NA,NA,NA,NA,"09","10","-43.700917","-18.165361",NA,NA,NA,NA
"144","2021-03-15 18:28:02-03","USP","SPF","213580","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Gonella, PM","Gonella, PM","613","2013","03","08",NA,"Brasil","Minas Gerais","Buenópolis","Parque Nacional das Sempre-Vivas, Vale logo atrás do alojamento de guarda-parques.","-43.785472","-17.916694","1280","1280",NA,"Ervas com folhas verdes, corola violácea com estrias roxas nos dois labelos e mancha amarela no pálato. Simpátrica com Utricularia spp.; Campo rupestre, solo arenoso e pedregoso, úmido.","SPF00213580","SPF00213580","2013",NA,NA,NA,NA,NA,NA,"-43.785472","-17.916694",NA,NA,NA,NA
"145","2021-03-15 18:28:02-03","USP","SPF","213583","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Gonella, PM","Gonella, PM","600","2013","03","08",NA,"Brasil","Minas Gerais","Buenópolis","Parque Nacional das Sempre-Vivas, Seguindo à direita em bifurcação antes do alojamento de guarda-parques (17°56'7.07S 43°46'24.35W) por cerca de 1.5 km, em área de nascentes na base do afloramento à direita da estr","-43.766597","-17.922189","1330","1330",NA,"Ervas com folhas verdes, corola violácea com estrias roxas nos dois labelos e mancha amarela no pálato. Simpátrica com Utricularia laciniata.; Campo rupestre, solo arenoso e pedregoso, úmido.","SPF00213583","SPF00213583","2013",NA,NA,NA,NA,NA,NA,"-43.766597","-17.922189",NA,NA,NA,NA
"146","2021-03-15 18:28:02-03","USP","SPF","232545","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Gonella, PM","Gonella, PM","738","2014","09","03",NA,"Brasil","Minas Gerais","Buenópolis","Parque Nacional das Sempre-Vivas, Vale logo atrás do alojamento de guarda-parques.","-43.804722","-17.919444","12","12",NA,"Ervas com folhas e escapos verdes, corola rosa claro com estrias violáceas no labelo superior e duas manchas amarelas no pálato. Crescendo em solo arenoso levemente úmido.; Campo rupestre. Solo arenoso e pedregoso, úmido.","SPF00232545",NA,"2014",NA,NA,NA,NA,NA,NA,"-43.804722","-17.919444",NA,NA,NA,NA
"147","2019-11-13 11:23:28-03","USP","SPF","23327","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Fleischmann, A","Hensold, N","CFCR3119","1982","04","08",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.616667","-18.166667","3098","3098",NA,NA,"SPF00023327","SPF00023327","2010",NA,NA,NA,NA,"04",NA,"-43.616667","-18.166667",NA,NA,NA,NA
"148","2019-11-13 11:23:28-03","USP","SPF","23416","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Fleischmann, A","Furlan, A","CFCR3209","1982","04","09",NA,"Brasil","Minas Gerais","Gouveia","Serra do Barro Preto","-43.9","-18.6",NA,NA,NA,NA,"SPF00023416","SPF00023416","2010",NA,NA,NA,NA,"04",NA,"-43.9","-18.6",NA,NA,NA,NA
"149","2019-11-13 11:23:28-03","USP","SPF","32387","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Fleischmann, A","Pirani, JR","CFSC8086","1982","03","22",NA,"Brasil","Minas Gerais","Santana de Pirapama","Serra do Cipó","-43.9","-18.916667",NA,NA,NA,"Coleta mista","SPF00032387","SPF00032387","2010",NA,NA,NA,NA,"04",NA,"-43.9","-18.916667",NA,NA,NA,NA
"150","2019-11-13 11:23:28-03","USP","SPF","32393","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Fleischmann, A","Cordeiro, I","CFSC8190","1982","03","23",NA,"Brasil","Minas Gerais","Santana de Pirapama","Serra do Cipó","-43.9","-18.916667",NA,NA,NA,NA,"SPF00032393","SPF00032393","2010",NA,NA,NA,NA,"04",NA,"-43.9","-18.916667",NA,NA,NA,NA
"151","2019-11-13 11:23:28-03","USP","SPF","62287","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Fleischmann, A","Harley, RM","24937","1988","10","13",NA,"Brasil","Minas Gerais","Buenópolis","Serra do Cabral","-44.25","-17.883333","1100","1200",NA,NA,"SPF00062287","SPF00062287","2010",NA,NA,NA,NA,"04",NA,"-44.25","-17.883333",NA,NA,NA,NA
