"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","individualCount","sex"
"14","2020-11-04 11:12:11-03","ESALQ","ESA","97653","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Gonella, P.M.","Souza, V.C.; Zappi, D.C.; Hind, D.J.N.; Paula-Souza, J.; Jennings, L.; Romão, G.O.; Rando, J.G.; Ferreira, M.A.P.; Miranda, E.","32551.0","2007","02","17",NA,"Brasil","Minas Gerais","Santana do Pirapama.","Serra do Cipó (Serra da Lapa). Distrito de São José da Cachoeira. Trilha da Captação da Fazenda Toucan Cipó. Campo rupestre com afloramentos e árvores esparsas. 680 m.s.m.",NA,NA,"680","680",NA,"Erva; corola roxa com centro amarelo. Foto.","ESA097653","ESA097653","2011",NA,NA,NA,NA,"03","31","-43,755,556","-19,006,111",NA,NA,NA,NA
"15","2020-11-04 11:12:11-03","ESALQ","ESA","100976","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea",NA,"Gonella, P.M.","Zappi, D.C.","817.0","2007","02","19",NA,"Brasil","Minas Gerais","Santana do Pirapama",NA,NA,NA,NA,NA,NA,NA,"ESA100976","ESA100976","2011",NA,NA,NA,NA,"03","31",NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:12:11-03","ESALQ","ESA","60983","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Gonella, P.M.","Souza, V.C.; Souza, J.P.; Elias, S.I.; Forster, W.; Oliveira, A.C.P.","22478.0","1999","05","16",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral. 17o42'29S, 44o11'31W. Campo arenoso com cerrado e afloramentos rochosos adjacentes.","-44.1721992492676","-17.7574996948242",NA,NA,NA,"Erva; flores roxas.","ESA060983","ESA060983","2011","37503","auto",NA,NA,"03","31","-44,191,944","-17,708,083",NA,NA,NA,NA
"17","2020-11-04 11:12:11-03","ESALQ","ESA","60927","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Gonella, P.M.","Souza, V.C.; Souza, J.P.; Elias, S.I.; Forster, W.; Oliveira, A.C.P.","22422.0","1999","05","16",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral. Campo arenoso com cerrado e afloramentos rochosos adjacentes.","-441.131","-174.229",NA,NA,NA,"Erva; flores roxas com fauce com mancha verde.","ESA060927","ESA060927","2011",NA,NA,NA,NA,"03","31","-441,131","-174,229",NA,NA,NA,NA
"18","2020-11-04 11:12:11-03","ESALQ","ESA","78015","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","Gonella, P.M.","Souza, V.C.; Sampaio, D.; Araújo, A.O.; Romão, G.O.; Elias, S.I.","28517.0","2002","02","27",NA,"Brasil","Minas Gerais","Serro","Estrada para Gouveia, ca. 10 km de Serro (km 425). Campo rupestre com mata ciliar adjacente.","-432.842","-183.426","980","980",NA,"Erva; corola roxa com fauce amarela.","ESA078015","ESA078015","2011",NA,NA,NA,NA,"03","31","-432,842","-183,426",NA,NA,NA,NA
"19","2020-11-04 11:12:11-03","ESALQ","ESA","19037","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St. - Hil.","Souza, J.P.","Souza, V.C. et al.","8327.0","1995","03","11",NA,"Brasil","Minas Gerais","Serro",NA,"-43.3793983459473","-18.604700088501",NA,NA,NA,NA,"ESA019037",NA,NA,"37754","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-04 11:12:11-03","ESALQ","ESA","73688","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St. - Hil.","Souza, J.P.","Souza, V.C.; Souza, J.P.; Romão, G.O.; Araújo, A.O.","25437.0","2001","07","08",NA,"Brasil","Minas Gerais","Diamantina","Estrada entre Diamantina e Conselheiro Mata, 22 km da Estrada Diamantina - Gouveia. Afloramento rochoso (paredão) com campo arenoso adjacente.","-43.6002998352051","-18.2493991851807","1180","1180",NA,"Erva; flores roxas. Foto: Souza, J.P.","ESA073688","ESA073688",NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-01-14 15:31:20-03","MN","R","115283","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A. St.-Hil.","Corrêa, M.A.",NA,NA,"1896","01",NA,NA,"Brasil","Minas Gerais","Serra de são josé",NA,NA,NA,NA,NA,NA,"Commissão Geographica e Geologica de Minas (1277)",NA,NA,"1997",NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA
"22","2021-01-14 15:31:20-03","MN","R","115284","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A. St.-Hil.","Corrêa, M.A.","Clages, H.",NA,"1897","04",NA,NA,"Brasil","Minas Gerais","Serra do ibitipoca",NA,NA,NA,NA,NA,NA,"Commissão Geographica e Geologica de Minas (2293)",NA,NA,"1997",NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA
"23","2021-01-14 15:31:20-03","MN","R","141617","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A. St.-Hil.","Corrêa, M.A.","Rossi, L.; Hensold, N. & Furlan, A.",NA,"1982","04","06",NA,"Brasil","Minas Gerais","Santo Antonio do Itambé",NA,"-43.333333","-18.6",NA,NA,NA,NA,NA,NA,"1997",NA,NA,NA,NA,"12",NA,"43°20'W","18°36'S",NA,NA,NA,NA
"24","2021-01-14 15:31:20-03","MN","R","141594","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A. St.-Hil.","Corrêa, M.A.","Furlan, A. ; Rossi, L.; Menezes, N.L.; Hensold, N.; Wagner, H. L. & Isejima, E.M.",NA,"1982","04","09",NA,"Brasil","Minas Gerais","Gouveia","Km 66 da estrada Curvelo Diamantina","-43.9","-18.6",NA,NA,NA,NA,NA,NA,"1997",NA,NA,NA,NA,"10",NA,"43°54'W","18°36'S",NA,NA,NA,NA
"25","2021-01-14 15:31:20-03","MN","R","141595","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A. St.-Hil.","Donza, A.","Hensold, N.; Rossi, L.; Menezes, N.L.; Wagner, H.L.; Isejima, E.M. & Furlan, A.",NA,"1982","04","08",NA,"Brasil","Minas Gerais","Diamantina","Estrada para Biri-Biri.","-43.616667","-18.166667",NA,NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,"11","05","43°37'W","18°10'S",NA,NA,NA,NA
"26","2021-01-14 15:31:20-03","MN","R","141598","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A. St.-Hil.","Corrêa, M.A.","Pirani, J.R.; Cordeiro, I.; Wagner, H.L. & Hensold, N.",NA,"1982","03","22",NA,"Brasil","Minas Gerais","Serra do cipó","Santana do Pirapama",NA,NA,NA,NA,NA,NA,NA,NA,"1997",NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA
"27","2021-01-14 15:31:20-03","MN","R","182140","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A. St.-Hil.","Corrêa, M.A.","Brugger, M.C. 24631; et al.",NA,"1991","03","23",NA,"Brasil","Minas Gerais","São fco. do Prata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997",NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA
"28","2021-01-14 15:31:20-03","MN","R","131755","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A. St.-Hil.","Corrêa, M.A.","Alves, R.J.V. 4016; Becker, J.",NA,"1992","07","09",NA,"Brasil","Minas Gerais","Serra de são josé",NA,"-44.166667","-21.083333",NA,NA,NA,NA,NA,NA,"1997",NA,NA,NA,NA,"10",NA,"44°10'W","21°05'S",NA,NA,NA,NA
"29","2021-01-14 15:31:20-03","MN","R","227452","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A. St.-Hil.",NA,"Alves, R.J.V.","8291","2010","12","12",NA,"Brasil","Minas Gerais","São João dos Reis","Serra do Lenheiro",NA,NA,NA,NA,NA,NA,"R010007520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-01-14 15:31:20-03","MN","R","228086","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A. St.-Hil.",NA,"Silva, N.G.","191","2007","04","15",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"R010008069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-01-14 15:31:20-03","MN","R","228087","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A. St.-Hil.",NA,"Silva, N.G.","192","2004","04","15",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"R010008070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-01-14 15:31:20-03","MN","R","33597","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A. St.-Hil.","Trinta, E.F.","Regnell, A.F.",NA,"1867",NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Herb. Brasil Regnellian. Musei bot. Stockholm. (3597)",NA,NA,"1972",NA,NA,NA,NA,"05","24",NA,NA,NA,NA,NA,NA
"33","2021-03-31 13:40:24-03","MN","R","3619","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A. St.-Hil.","Corrêa, M.A.","Glaziou, A.F.M.","15182","1884","02","09",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000003619","R000003619_001","1997",NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA
"34","2021-01-14 15:31:20-03","MN","R","97380","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A. St.-Hil.","Corrêa, M.A.","Ule, E.H.G.","2624","1892","03",NA,NA,"Brasil","Minas Gerais","Serra da Caraça",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997",NA,NA,NA,NA,"10",NA,NA,NA,NA,NA,NA,NA
"35","2021-01-14 15:31:20-03","MN","R","232497","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A. St.-Hil.","Donza, A.","Donza, A. 163; Bove, C.P.; Philbrick, C.T. & Philbrick, P.",NA,"2012","06","25",NA,"Brasil","Minas Gerais","Vargem Bonita","PARNA Serra da Canastra",NA,"-20.306528","870","870",NA,NA,NA,NA,"2012",NA,NA,NA,NA,"10","26","46º31'23,3W","20º18'23,5S",NA,NA,NA,NA
"36","2021-01-14 15:31:20-03","MN","R","227656","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A. St.-Hil.",NA,"Silva, N.G.","259","2008","05","02",NA,"Brasil","Minas Gerais","Tiradentes",NA,"-44.1781005859375","-21.1103000640869",NA,NA,NA,NA,"R010008312",NA,NA,"10355","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-31 13:40:24-03","MN","R","3620","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A. St.-Hil.","Corrêa, M.A.","Glaziou, A.F.M.","8218 a","1876","02","10",NA,"Brasil","São Paulo","Bocaina",NA,"-48.5099983215332","-22.1299991607666",NA,NA,NA,"Plantas do Brasil Central","R000003620","R000003620_001","1997","18396","auto",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA
"38","2021-01-14 15:31:20-03","MN","R","115285","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A. St.-Hil.","Corrêa, M.A.","Wilians, L.O. 6902; Assis, V.",NA,"1945","05","03",NA,"Brasil","Minas Gerais","Sêrro","Serra da Pedra Redonda","-43.3793983459473","-18.604700088501",NA,NA,NA,NA,NA,NA,"1997","37754","auto",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA
"39","2021-01-14 15:31:20-03","MN","R","223699","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A. St.-Hil.","Trinta, E.F.","Brugger, M.C. 25152; et al.",NA,"1990","05","01",NA,"Brasil","Minas Gerais","Lima Duarte","Serra Negra","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,NA,"1990","30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-20 21:18:06-03","UFV","VIC","38212","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A. St. Hill",NA,"Guarconi, E.; Sartori, M.A.","713","2004","06","12",NA,"Brasil","Minas Gerais","Francisco Dumont","Serra do Cabral","-44.2341995239258","-17.3150005340576",NA,NA,NA,"Erva de 0,1 cm, em campo rupestre,solo úmido, ao sol comum, apresenta 2 polineas, pétala roxa.","VIC038212",NA,NA,"45152","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-20 21:18:05-03","UFV","VIC","19479","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A. St. Hill",NA,"Araújo, R.S.; Coser, T.S.","s.n.","2007","03","13",NA,"Brasil","Minas Gerais",NA,"Parque Estadual do Itacolomi",NA,NA,NA,NA,NA,"Herbácea de flores lilases abundantes,crescendo em terreno arenosos e encharcado, campo rupestre.","VIC019479",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-20 21:18:06-03","UFV","VIC","5701","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A. St. Hill",NA,"Krieger, L.; et al.","77-277","1977","02","25",NA,"Brasil","Minas Gerais",NA,"Parque Florestal da Serra de Ibitipoca",NA,NA,NA,NA,NA,"Em lugares úmidos, arenosos, flores roxo claro.","VIC005701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-21 14:38:12-03","UFJF","CESJ","14596","PreservedSpecimen","Plantae","Angiosperma",NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","B.Sette-Camara","L. Krieger","CESJ14596","1977","02","25","América do Sul","Brasil","Minas Gerais",NA,"Ibitipoca",NA,NA,NA,NA,NA,"Em lugares úmidos, arenosos. Flores roxo-claro.","CESJ014596",NA,"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-21 14:38:12-03","UFJF","CESJ","72549","PreservedSpecimen","Plantae","Angiosperma",NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","V.F.O. Miranda","V.A.O. Dittrich","2328","2019","04","19","América do Sul","Brasil","Minas Gerais","Olaria","Serra do Cruz","-44.076778","-21.891583","1420","1420",NA,"Erva aquática em área iluminada no domínio da Floresta Atlântica. Flores roxas com manchas amarelas","CESJ072549",NA,"2019",NA,NA,NA,NA,"04",NA,"-44.076778","-21.891583",NA,NA,NA,NA
"45","2019-11-21 14:38:12-03","UFJF","CESJ","49917","PreservedSpecimen","Plantae","Angiosperma",NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","M.G. Rezende","M.G. Rezende; R.C.L. Elias; F.R.G. Salimena; P.H. Nobre; S.A. Ramon; F.S. Souza","111","2008","03","28","América do Sul","Brasil","Minas Gerais","Caldas","Pocinhos do Rio Verde, Pedra Branca","-46.386100769043","-21.9235992431641",NA,NA,NA,"Erva saxícola, em campo de altitude, local úmido. Flores roxas","CESJ049917",NA,"2010","25710","auto",NA,NA,"01",NA,NA,NA,NA,NA,NA,NA
"46","2019-11-21 14:38:12-03","UFJF","CESJ","51417","PreservedSpecimen","Plantae","Angiosperma",NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","M.G. Rezende","M.G. Rezende; R.C.L. Elias; F.R.G. Salimena; P.H. Nobre; L. Gimenes","147","2008","06","28","América do Sul","Brasil","Minas Gerais","Caldas","Pocinhos do Rio Verde, Pedra Branca","-46.386100769043","-21.9235992431641",NA,NA,NA,"eErva ca. 10cm, rupícola. Pétalas lilás.","CESJ051417",NA,"2010","25710","auto",NA,NA,"01",NA,NA,NA,NA,NA,NA,NA
"47","2019-11-21 14:38:12-03","UFJF","CESJ","51417","PreservedSpecimen","Plantae","Angiosperma",NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.",NA,"M.G. Rezende; R.C.L. Elias; F.R.G. Salimena; P.H. Nobre; L. Gimenes","147","2008","06","28","América do Sul","Brasil","Minas Gerais","Caldas","Pocinhos do Rio Verde, Pedra Branca","-46.386100769043","-21.9235992431641",NA,NA,NA,"Erva ca. 10cm, rupícola. Pétalas lilás.","CESJ051417",NA,NA,"25710","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-06-30 18:32:26-03","UFJF","CESJ","33356","PreservedSpecimen","Plantae","Angiosperma",NA,"Lentibulariaceae","Genlisea","violacea","Genlisea violacea","A.St.-Hil.","M.A. Heluey","M.A. Heluey","18","2000","12","10","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,"Na beira da estrada, em solo arenoso muito úmido; proximo da primira ponte da estrada para a Lagoa Seca para quem vai pelo vale. Flor roxa calcada; Cálice pentalobado.","CESJ033356",NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
