"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","class","monthIdentified","dayIdentified","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","1146816","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler","W. W. Thomas","W. W. Thomas","14466","2005","01","27","South America","Brazil","Bahia","Mun. Rio de Contas","Pico das Almas and trail up to the Campo de Queiroz, 22.2 km from Rio de Contas on road to Fazendas Brumadinho and Silvina, then up trail.","-41.9533333","-13.5228889","1555","1555","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=839933' target='other'> <mi>dwc_moreinfo</mi></a>","NY01146816","NY01146816_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","602865","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler","D. A. Simpson","R. M. Harley","26297","1988","11","26","South America","Brazil","Bahia","Rio de Contas","Pico das Almas. Vertente norte. Area de campos e mata, noroeste do Campo do Queiroz","-41.97","-13.52","1550","1550","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=760359' target='other'> <mi>dwc_moreinfo</mi></a>","NY00602865","NY00602865_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00939310","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler","T. M. Koyama","G. C. G. Argent","6508","1967","09","24","South America","Brazil","Mato Grosso",NA,"Brickworks near Olaria, just S.W. of Xavantina.","-52.23","-14.63",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=972738' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939310","NY00939310_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","569104","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler",NA,"R. M. Harley","25364","1988","10","24","South America","Brazil","Bahia","Rio de Contas","Povoado de Mata Grosso, arredores.","-41.83","-13.47","1260","1260","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=760364' target='other'> <mi>dwc_moreinfo</mi></a>","NY00569104","NY00569104_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","668344","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler","W. W. Thomas","W. Hanagarth","177","1995","10","19","South America","Bolivia","El Beni","Yacuma","Falla tectónica, 96,6 Km en el S de Riberalta al E del camino Riberalta-Santa Rosa, cerca del desvio a Cobija.",NA,NA,"160","160","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=760361' target='other'> <mi>dwc_moreinfo</mi></a>","NY00668344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00939308","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler","W. W. Thomas","V. C. Souza","20762","1997","10","11","South America","Brazil","Mato Grosso","Rosário Oeste","Estrada entre Marzagão e Cuiabá, ca. 12 km SE (em linha reta) de Marzagão. Fazenda Santa Bárbara.","-55.62","-14.72",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=972734' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939308","NY00939308_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","602866","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler",NA,"A. C. Araújo","1240","2000","01","28","South America","Brazil","Bahia","Rio de Contas","Pico das Almas, Campo Queiroz.","-41.8114013671875","-13.5789003372192",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=760365' target='other'> <mi>dwc_moreinfo</mi></a>","NY00602866","NY00602866_01","49773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-06-29 11:30:02-03","UFRJ","RFA","14892","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler","M. Alves","A.P. Duarte","11125","1968","10","02",NA,"Brasil","Minas Gerais","Minas Gerais","Serra da Moeda, BR-135",NA,NA,NA,NA,NA,NA,"RFA52848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-13 09:19:32-03","UFRJ","RFA","11003","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler","T.M. Pedersen","G.G. Hatschbach","23332","1971","10","07",NA,"Brasil","Paraná","Ponta Grossa","Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"RFA52844",NA,"46557","auto","1971",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-01-20 14:40:23-03","UPM","MACK","3110","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","warmingii","L. O. Andrade","L. O. Andrade","78","2016","10","09",NA,"Brasil","SP","Franco da Rocha","Parque Estadual do Juquery","-46.7200012207031","-23.3199996948242",NA,NA,NA,NA,NA,NA,"12135","auto","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:28:05-03","UFBA","ALCB","49992","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler",NA,"Araújo, AC; Thomas, W; Jardim, JG; Sant'Ana, SC de; Torke, B","1240","2000","01","28","Southern America","Brasil","Bahia","Rio de Contas","Chapada Diamantina, Pico das Almas, Campo Queiroz","-41.95","-13.518889",NA,NA,NA,"cespitosa.; rara, campo de solo argiloso, úmido, sobre cascalho, próximo à afloramento rochoso.","ALCB011923","ALCB011923",NA,NA,NA,"-41.95","-13.518889",NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 10:14:51-03","NBC","NL-BOTANY","U.1280214","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler",NA,"Harley RM; Souza R",NA,"1968","09","20","Southern America","Brazil",NA,NA,"CENTRAL BRAZILIAN PLATEAU, State of Mato Grosso, Expedition Base Camp. R10, C. 12 km SW of base camp. On bare lateritic bluff supporting sparse cerrado.","-51.766667","-12.816667",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1280214 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1280214","NL-U1280214",NA,NA,NA,"-51.766667","-12.816667","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:14:51-03","NBC","NL-BOTANY","U.1280213","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler",NA,"Harley RM; et al.",NA,"1977","03","27","Southern America","Brazil",NA,NA,"ESTADO DA BAHIA, SERRA DO RIO DE CONTAS. Ca. 5 km E. of the Vila do Rio de Contas on te Marolino Moura road. Dry grassland on quartzite and white sand, apparantly subject to flooding with red laterite soils in the valleys with cerrado.","-41.8","-13.583333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1280213 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1280213","NL-U1280213",NA,NA,NA,"-41.8","-13.583333","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"24","2020-02-08 10:14:51-03","NBC","NL-BOTANY","U.1280215","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler",NA,"Argent GCG; Ramos J; Richards PW; Souza R",NA,"1967","09","24","Southern America","Brazil",NA,NA,"CENTRAL BRAZILIAN PLATEAU, State of Mato Grosso, Xavantina. Brickworks near Olaria, just S.W. of Xavantina. Recently burned cerrado.","-52.233333","-14.633333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1280215 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1280215","NL-U1280215",NA,NA,NA,"-52.233333","-14.633333","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"25","2020-02-08 10:14:51-03","NBC","NL-BOTANY","U.1280216","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler",NA,"Prance GT; Lleras E; Coelho DF",NA,"1973","10","19","Southern America","Brazil",NA,NA,"Brazilian Amazonia, State of Mato Grosso. Road behind Veu de Noiva; Chapada dos Guimarães. Cerrado.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1280216 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1280216","NL-U1280216",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"26","2020-02-08 10:14:51-03","NBC","NL-BOTANY","U.1280217","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler",NA,"Harley RM; et al.",NA,"1977","02","17","Southern America","Brazil",NA,NA,"ESTADO DA BAHIA, Serra das Almas. Lower N.E. slopes of the Pico das Almas, ca. 25 km W.N.W. of the Vila do Rio de Contas.","-41.95","-13.55",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1280217 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1280217","NL-U1280217",NA,NA,NA,"-41.95","-13.55","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:05:57-03","ESALQ","ESA","68379","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeck.","Simpson, D.A.","Harley, R.M. et al.","26297.0","1988","11","26",NA,"Brasil","Bahia","Rio de Contas",NA,"-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,"ESA068379",NA,"49773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:05:57-03","ESALQ","ESA","37847","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckel.","Thomas, W.","Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","20762.0","1997","10","11",NA,"Brasil","Mato Grosso","Rosário Oeste","Estrada entre Marzagão e Cuiabá, ca. 12km SE (em linha reta) de Marzagão. Fazenda Santa Bárbara. Savana arborizada (cerrado) utilizada como pasto natural","-55.37","-14.43",NA,NA,NA,"Erva; brácteas alvas.","ESA037847","ESA037847",NA,NA,NA,"-55.37","-14.43",NA,NA,NA,NA,NA,NA,NA
"29","2021-04-02 02:00:29-03","UFPI","TEPB","10326","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeck.","R.Liesner","M. LUCEÑO","367","1996","06","24",NA,"Brasil","Bahia","Rio de Contas","Subida ao Pico das Almas","-41.95","-13.533333",NA,NA,NA,"Frequente, solo arenoso Ambiente: Campo rupestre",NA,NA,NA,NA,"1905","41°57'W","13°32'S",NA,"06","06",NA,NA,NA,NA
"30","2019-08-27 13:25:37-03","IAP","PACA-AGP","30240","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Cyperaceae","Rhynchospora","cf. warmingii","Rhynchospora cf. warmingii",NA,"A. C. Araujo","Hatschbach, G.",NA,"1945","09",NA,NA,"Brasil","PR","Vila Velha",NA,NA,NA,NA,NA,NA,"Habitat: In humidis graminosis. Fenofase: flor","PACA030240",NA,NA,NA,"1996",NA,NA,"Liliatae","08","21",NA,NA,NA,NA
"31","2020-12-20 21:16:48-03","UFV","VIC","050904","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler",NA,"Cordeiro, A A C; Campos, P. .V.","s.n.","2015","10","02",NA,"Brasil","Minas Gerais","Caparaó","Parque Nacional do Caparaó, trilha que leva ao Pic","-41.9043998718262","-20.523099899292",NA,NA,NA,NA,"VIC050904","VIC050904","15056","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-20 21:16:48-03","UFV","VIC","032422","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler",NA,"Longhi-Wagner, H.; et al.","s.n.","2007","12","05",NA,"Brasil","Minas Gerais","Ouro Branco","Serra de Ouro Branco - Área 1, Campo graminoso quartizitico.","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Comum.","VIC032422","VIC032422","13809","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-11-21 14:34:05-03","UFJF","CESJ","1578","PreservedSpecimen","Plantae","Angiosperma",NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler","W.Thomas","L. Roth","s.n.","1955","08","28","América do Sul","Brasil","Minas Gerais","Belo Horizonte","Serra do Curral (Pico)","-43.937801361084","-19.9207992553711",NA,NA,NA,"Herbácea do campo, flores após a queimada. Flores brancas.","CESJ001578",NA,"17082","auto","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-11-27 13:47:50-03","UFS","ASE","12339","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeck.","Thomas, WW","Faria, JG; Faria-Walter, BMT; Pereira, JB; Santos, AA","178","1999","06","09","Southern America","Brasil","Distrito Federal","Brasília","Fazenda Sucupira, Lado direito, antes da 1ª ponte na estrada principal da fazenda.","-47.929444","-15.779722",NA,NA,NA,"Subarbusto; solo com afloramento de rochas; cor amarela.; Subarbusto; solo com afloramento de rochas; cor amarela.; Cerrado.","ASE0006413","ASE0006413",NA,NA,"2010","-47.929444","-15.779722",NA,"07",NA,NA,NA,NA,NA
"35","2019-08-20 10:00:08-03","UNICAMP","UEC","20575","S","Plantae","Liliopsida",NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeck.","Araújo, AC","Martins, FR; et al.","294","1980","10","16",NA,"Brazil","Minas Gerais","Poços de Caldas","Campo do Saco","-46.564722","-21.838889",NA,NA,NA,"erva 40cm, flores amarelas, em campo.","UEC098220","UEC098220",NA,NA,"2001","-46.564722","-21.838889",NA,NA,NA,NA,NA,NA,NA
"36","2019-08-20 10:00:08-03","UNICAMP","UEC","27339","S","Plantae","Liliopsida",NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeck.","Araújo, AC","Harley, RM; Renvoize, SA; Erskine, CM; Brighton, CA; Pinheiro, R","16077","1974","02","06",NA,"Brazil","Bahia","Barra da Estiva","Serra do Sincorá, 8 km. S.W. of Mucugé, on road from Cascavel near Fazenda Paraguaçú, Burnt overgrassland, marsh and cut over woodland with rocky hillside with tale and metamorphic rock.","-41.416667","-13.033333","1000","1000",NA,NA,"UEC098221","UEC098221",NA,NA,"2001","-41.416667","-13.033333",NA,NA,NA,NA,NA,NA,NA
"37","2019-11-06 09:54:55-03","UFOP","OUPR","16524","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler","Alves, M.","Roschel, M.B.; Colin, F.","s.n.","2002","10","16",NA,"Brasil","Minas Gerais","Uberaba","Barreira do Eli, Jazida Paraíso, MAGNESITA S.A.","-47.9319000244141","-19.7483005523682",NA,NA,NA,"Campo hidromórfico em área de cerrado. Erva, ca. 30cm",NA,NA,"73879","auto","2004",NA,NA,NA,"03",NA,NA,NA,NA,NA
"38","2019-11-06 09:54:55-03","UFOP","OUPR","16526","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeckeler","Alves, M.","Roschel, M.B.; Silva, J.L.","s.n.","2002","03","15",NA,"Brasil","Minas Gerais","Uberaba","Barreira do Eli, Reserva MAGNESITA S.A.","-47.9319000244141","-19.7483005523682",NA,NA,NA,"Campo hidromórfico em área de cerrado. Erva ca. 20cm, inflorescências verde-amareladas",NA,NA,"73879","auto","2004",NA,NA,NA,"03",NA,NA,NA,NA,NA
"39","2020-12-21 16:22:34-03","MBM","MBM","221602","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeck.","Simpson, D.A.","Harley, R.M.","26297","1988","11","26","Southern America","Brazil","Bahia","Rio de Contas","Pico das Almas","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,"MBM221602","MBM221602","49773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:22:34-03","MBM","MBM","415953","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeck.","Cordeiro, J.","Brotto, M.L.; Cordeiro, J.; Cordeiro, J.","2940","2018","11","09","Southern America","Brazil","Bahia","Rio de Contas","Pico das Almas, trilha para o pico","-41.937778","-13.520556","1460","1460",NA,"Erva cespitosa; brácteas brancas.; Campo rupestre.","MBM415953",NA,NA,NA,"2019","-41.937778","-13.520556",NA,"02","05",NA,NA,NA,NA
"41","2020-12-21 16:22:34-03","MBM","MBM","247480","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeck.",NA,"Araujo, A.C.; et al.; et al.","1216","2000","01","26","Southern America","Brazil","Bahia","Lençóis","Morro do Pai Inácio","-41.3899993896484","-12.563099861145",NA,NA,NA,NA,"MBM247480","MBM247480","47385","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:22:34-03","MBM","MBM","159309","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeck.","Araujo, A.C.","Martins, F.R.; et al.; et al.","294","1980","10","16","Southern America","Brazil","Minas Gerais","Poços de Caldas","Poços de Caldas","-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,"MBM159309",NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:22:34-03","MBM","MBM","247481","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeck.",NA,"Araujo, A.C.; et al.; et al.","1240","2000","01","28","Southern America","Brazil","Bahia","Rio de Contas","Pico das Almas","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,"MBM247481","MBM247481","49773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:22:34-03","MBM","MBM","229644","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeck.",NA,"Ratter, J.A.; et al.; et al.","4239","1978","11","01","Southern America","Brazil","Distrito Federal",NA,"Fazenda Água Limpa, 18km SSW de Brasília",NA,NA,NA,NA,NA,NA,"MBM229644","MBM229644",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:22:34-03","MBM","MBM","247479","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeck.",NA,"Araujo, A.C.; et al.; et al.","1254","2000","01","29","Southern America","Brazil","Bahia","Rio de Contas","8km na rodovia para Jussiape","-41.8114013671875","-13.5789003372192",NA,NA,NA,NA,"MBM247479","MBM247479","49773","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:22:34-03","MBM","MBM","77939","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","warmingii","Rhynchospora warmingii","Boeck.","Pedersen, T.M.","Hatschbach, G.; Kummrow, R.; Kummrow, R.","45639","1982","10","12","Southern America","Brazil","Minas Gerais","Sacramento","Rod. BR-262","-47.439998626709","-19.8652992248535",NA,NA,NA,NA,"MBM077939",NA,"69737","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
